actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
90,PT04M04.00S,2023-03-28T02:56:17.1Z,1,REGULAR,substitution,out,[],1627826,,,1610612741,20,23,2023-03-28T02:56:34Z,890000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
91,PT04M04.00S,2023-03-28T02:56:17.1Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,20,23,2023-03-28T02:56:34Z,900000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
92,PT04M04.00S,2023-03-28T02:56:17.1Z,1,REGULAR,substitution,in,[],203486,,,1610612741,20,23,2023-03-28T02:56:34Z,910000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
93,PT04M04.00S,2023-03-28T02:56:17.1Z,1,REGULAR,substitution,in,[],1627884,,,1610612741,20,23,2023-03-28T02:56:34Z,920000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
94,PT03M44.00S,2023-03-28T02:56:48.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627884,88.09132720105124,96.56862745098039,1610612741,20,23,2023-03-28T02:56:54Z,930000,False,233.0,59.0,1,right,MISS D. Jones Jr. 24' 3PT,[1627884],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,24.03,Missed,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
95,PT03M41.00S,2023-03-28T02:56:51.9Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,20,23,2023-03-28T02:56:54Z,940000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,Vucevic,N. Vucevic,,,,,,,,,94.0,3.0,2.0,1.0,,,,,
96,PT03M36.00S,2023-03-28T02:56:57.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629632,75.34494086727989,87.25490196078431,1610612741,20,23,2023-03-28T02:57:01Z,950000,False,186.0,179.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,White,C. White,,,,,,,,,,,,,,,,,
97,PT03M32.00S,2023-03-28T02:57:01.2Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,20,23,2023-03-28T02:57:37Z,960000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,96.0,1.0,0.0,1.0,,,,,
98,PT03M28.00S,2023-03-28T02:57:04.5Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612741,20,23,2023-03-28T02:57:13Z,970000,False,,,0,,D. Jones Jr. lost ball TURNOVER (1 TO),"[1627884, 201587]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,1.0,Batum,201587.0
99,PT03M28.00S,2023-03-28T02:57:04.5Z,1,REGULAR,steal,,[],201587,,,1610612746,20,23,2023-03-28T02:57:13Z,980000,False,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
100,PT03M15.00S,2023-03-28T02:57:18.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201587,21.468462549277262,7.598039215686271,1610612746,23,23,2023-03-28T02:57:22Z,990000,False,212.0,149.0,1,left,N. Batum 25' 3PT  (6 PTS) (T. Mann 2 AST),"[201587, 1629611]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,25.93,Made,6.0,Batum,N. Batum,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,
102,PT02M45.00S,2023-03-28T02:57:48.6Z,1,REGULAR,2pt,Jump Shot,[],1629632,72.40473061760841,50.14935661764706,1610612741,23,23,2023-03-28T02:58:25Z,1010000,False,1.0,207.0,1,right,MISS C. White 20' step back Shot,[1629632],1610612741.0,CHI,step back,,,,,,Mid-Range,16-24 Center,20.69,Missed,,White,C. White,,,,,,,,,,,,,,,,,
103,PT02M41.00S,2023-03-28T02:57:52.6Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,23,23,2023-03-28T02:58:25Z,1020000,False,,,0,,K. Leonard REBOUND (Off:0 Def:3),[202695],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Center,,,,Leonard,K. Leonard,,,,,,,,,102.0,3.0,3.0,0.0,,,,,
104,PT02M27.00S,2023-03-28T02:58:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.539421813403408,50.49019607843137,1610612746,25,23,2023-03-28T02:58:10Z,1030000,False,-2.0,18.0,1,left,M. Plumlee Layup (2 PTS) (B. Hyland 1 AST),"[203486, 1630538]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,1.86,Made,2.0,Plumlee,M. Plumlee,B. Hyland,1630538.0,1.0,,,,,,,,,,,,,,
106,PT02M03.00S,2023-03-28T02:58:31.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,91.90210249671485,51.22549019607843,1610612741,25,25,2023-03-28T02:58:34Z,1050000,False,6.0,24.0,1,right,C. White driving Layup (2 PTS),[1629632],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.44,Made,2.0,White,C. White,,,,,,,,,,,,,,,,,
107,PT02M03.00S,2023-03-28T02:58:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,25,25,2023-03-28T02:58:39Z,1060000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,out,[],201587,,,1610612746,25,25,2023-03-28T03:01:13Z,1070000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
109,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,out,[],203897,,,1610612746,25,25,2023-03-28T03:01:13Z,1080000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
110,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,out,[],202696,,,1610612746,25,25,2023-03-28T03:01:13Z,1090000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
111,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,out,[],201976,,,1610612746,25,25,2023-03-28T03:01:13Z,1100000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
112,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,in,[],203496,,,1610612746,25,25,2023-03-28T03:01:13Z,1110000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,,,,,,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,
113,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,in,[],203083,,,1610612746,25,25,2023-03-28T03:01:13Z,1120000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
114,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,in,[],201942,,,1610612746,25,25,2023-03-28T03:01:13Z,1130000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
115,PT02M03.00S,2023-03-28T03:00:47.4Z,1,REGULAR,substitution,in,[],1630245,,,1610612746,25,25,2023-03-28T03:01:13Z,1140000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
116,PT01M45.00S,2023-03-28T03:01:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,18.31471747700394,38.725490196078425,1610612746,25,25,2023-03-28T03:01:43Z,1150000,False,56.0,120.0,1,left,MISS K. Leonard 13' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,13.23,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
117,PT01M42.00S,2023-03-28T03:01:42.0Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,25,25,2023-03-28T03:01:43Z,1160000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Drummond,A. Drummond,,,,,,,,,116.0,1.0,1.0,0.0,,,,,
118,PT01M35.00S,2023-03-28T03:01:49.2Z,1,REGULAR,2pt,Jump Shot,[],1630245,86.12023653088042,78.92156862745098,1610612741,25,25,2023-03-28T03:02:09Z,1170000,False,145.0,78.0,1,right,MISS A. Dosunmu 16' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Right,16.43,Missed,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
119,PT01M29.00S,2023-03-28T03:01:55.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,25,25,2023-03-28T03:01:55Z,1180000,False,,,0,,K. Leonard REBOUND (Off:0 Def:4),[202695],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,,Leonard,K. Leonard,,,,,,,,,118.0,4.0,4.0,0.0,,,,,
120,PT01M22.00S,2023-03-28T03:02:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,6.4881734559789805,46.32352941176471,1610612746,25,25,2023-03-28T03:02:52Z,1190000,False,18.0,8.0,1,left,MISS M. Plumlee Layup - blocked,"[203486, 203083]",1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,2.03,Missed,,Plumlee,M. Plumlee,,,,,,,,,,,,,Drummond,203083.0,,,
121,PT01M22.00S,2023-03-28T03:02:01.2Z,1,REGULAR,block,,[],203083,,,1610612746,25,25,2023-03-28T03:02:03Z,1200000,False,,,0,,A. Drummond BLOCK (1 BLK),[203083],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
122,PT01M22.00S,2023-03-28T03:02:01.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,25,25,2023-03-28T03:02:10Z,1210000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,120.0,2.0,2.0,0.0,,,,,
123,PT01M22.00S,2023-03-28T03:02:08.6Z,1,REGULAR,foul,personal,[],1630538,,,1610612741,25,25,2023-03-28T03:02:16Z,1220000,False,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 203083]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Right,,,,Hyland,B. Hyland,,,,1628171.0,1.0,0.0,Drummond,203083.0,,,,,,,,,
125,PT01M06.00S,2023-03-28T03:02:38.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203083,90.32522996057818,49.01960784313726,1610612741,25,25,2023-03-28T03:02:45Z,1240000,False,-5.0,38.0,1,right,MISS A. Drummond driving Layup,[203083],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.87,Missed,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
126,PT01M03.00S,2023-03-28T03:02:41.5Z,1,REGULAR,rebound,offensive,[],203083,,,1610612741,25,25,2023-03-28T03:02:45Z,1250000,False,,,0,,A. Drummond REBOUND (Off:1 Def:2),[203083],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,125.0,3.0,2.0,1.0,,,,,
127,PT01M03.00S,2023-03-28T03:02:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,25,27,2023-03-28T03:02:41Z,1260000,False,0.0,0.0,1,right,A. Drummond tip Layup (2 PTS),[203083],1610612741.0,CHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
128,PT00M45.50S,2023-03-28T03:02:59.6Z,1,REGULAR,3pt,Jump Shot,[],1630538,33.820630749014455,74.50980392156863,1610612746,25,27,2023-03-28T03:03:04Z,1270000,False,-123.0,265.0,1,left,MISS B. Hyland 29' 3PT,[1630538],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,29.23,Missed,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
129,PT00M42.90S,2023-03-28T03:03:02.2Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,25,27,2023-03-28T03:03:04Z,1280000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Left Center,,,,DeRozan,D. DeRozan,,,,,,,,,128.0,3.0,3.0,0.0,,,,,
130,PT00M32.70S,2023-03-28T03:03:13.2Z,1,REGULAR,3pt,Jump Shot,[],201942,67.85479632063075,28.67647058823529,1610612741,25,30,2023-03-28T03:03:39Z,1290000,False,-107.0,250.0,1,right,D. DeRozan 27' 3PT pullup (6 PTS),[201942],1610612741.0,CHI,pullup,,,,,,Above the Break 3,24+ Left Center,27.15,Made,6.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
131,PT00M12.70S,2023-03-28T03:03:41.3Z,1,REGULAR,2pt,Jump Shot,[],202695,20.02299605781866,70.09803921568627,1610612746,27,30,2023-03-28T03:03:45Z,1300000,False,-100.0,136.0,1,left,K. Leonard 16' Jump Shot (5 PTS) (M. Plumlee 1 AST),"[202695, 203486]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Left Center,16.89,Made,5.0,Leonard,K. Leonard,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
134,PT00M05.80S,2023-03-28T03:04:12.5Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612741,27,30,2023-03-28T03:04:21Z,1330000,False,,,0,,CHI 5-second-violation Team TURNOVER,[],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Right,,,,,,,,,202058.0,,,,,,,,,,,,,
135,PT00M05.80S,2023-03-28T03:04:24.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,27,30,2023-03-28T03:04:36Z,1340000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,1628171.0,,,,,,,,,,,,,
137,PT00M05.80S,2023-03-28T03:04:49.3Z,1,REGULAR,substitution,out,[],203486,,,1610612746,27,30,2023-03-28T03:08:08Z,1345000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
138,PT00M05.80S,2023-03-28T03:04:49.3Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,27,30,2023-03-28T03:08:08Z,1347500,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
139,PT00M05.80S,2023-03-28T03:04:49.3Z,1,REGULAR,substitution,in,[],201587,,,1610612746,27,30,2023-03-28T03:08:08Z,1348750,False,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
142,PT00M05.80S,2023-03-28T03:04:49.3Z,1,REGULAR,substitution,in,[],203897,,,1610612746,27,30,2023-03-28T03:08:08Z,1349375,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
136,PT00M04.30S,2023-03-28T03:04:49.7Z,1,REGULAR,turnover,out-of-bounds,[],203496,,,1610612746,27,30,2023-03-28T03:09:05Z,1350000,False,,,0,,R. Covington bad pass out-of-bounds TURNOVER (1 TO),[203496],1610612746.0,LAC,bad pass,,,,,,Above the Break 3,24+ Center,,,,Covington,R. Covington,,,,1628171.0,,,,,,,,,,,1.0,,
141,PT00M00.60S,2023-03-28T03:05:26.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203897,74.1622864651774,26.470588235294116,1610612741,27,32,2023-03-28T03:06:02Z,1400000,False,-118.0,190.0,1,right,Z. LaVine 22' pullup Jump Shot (8 PTS),[203897],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Left Center,22.38,Made,8.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
143,PT00M00.00S,2023-03-28T03:05:42.1Z,1,REGULAR,period,end,[],0,,,1610612746,27,32,2023-03-28T03:05:42Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-03-28T03:06:58.7Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,27,32,2023-03-28T03:08:07Z,1420000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-03-28T03:06:58.7Z,2,REGULAR,substitution,out,['startperiod'],201587,,,1610612746,27,32,2023-03-28T03:08:07Z,1430000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-03-28T03:06:58.7Z,2,REGULAR,substitution,out,['startperiod'],203897,,,1610612746,27,32,2023-03-28T03:08:07Z,1440000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-03-28T03:06:58.7Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612746,27,32,2023-03-28T03:08:07Z,1450000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-03-28T03:06:58.7Z,2,REGULAR,substitution,in,['startperiod'],203486,,,1610612746,27,32,2023-03-28T03:08:07Z,1460000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-03-28T03:06:58.7Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612746,27,32,2023-03-28T03:08:07Z,1470000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-03-28T03:08:13.5Z,2,REGULAR,period,start,[],0,,,1610612746,27,32,2023-03-28T03:08:13Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M37.00S,2023-03-28T03:08:35.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203496,7.670827858081481,54.65686274509804,1610612746,27,32,2023-03-28T03:09:31Z,1490000,False,-23.0,20.0,1,left,MISS R. Covington Layup,[203496],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,3.04,Missed,,Covington,R. Covington,,,,,,,,,,,,,,,,,
153,PT11M37.00S,2023-03-28T03:08:35.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,27,32,2023-03-28T03:09:31Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,152.0,,,,,,,,
155,PT11M34.00S,2023-03-28T03:08:55.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,8.196452036793687,53.18627450980392,1610612746,29,32,2023-03-28T03:08:59Z,1520000,False,-16.0,25.0,1,left,M. Plumlee cutting Layup (4 PTS) (R. Westbrook 2 AST),"[203486, 201566]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,2.92,Made,4.0,Plumlee,M. Plumlee,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
157,PT11M18.00S,2023-03-28T03:09:22.1Z,2,REGULAR,2pt,Jump Shot,[],201942,78.23587385019711,44.36274509803921,1610612741,29,34,2023-03-28T03:09:26Z,1540000,False,-28.0,152.0,1,right,D. DeRozan 15' step back Jump Shot (8 PTS),[201942],1610612741.0,CHI,step back,,,,,,Mid-Range,8-16 Center,15.47,Made,8.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
158,PT11M07.00S,2023-03-28T03:09:35.1Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612746,29,34,2023-03-28T03:10:08Z,1550000,False,,,0,,C. White shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629632, 201566]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,White,C. White,,,,1628171.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
160,PT11M07.00S,2023-03-28T03:10:08.9Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612746,29,34,2023-03-28T03:10:08Z,1570000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612746.0,LAC,,,,,,,,,,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
161,PT11M07.00S,2023-03-28T03:10:08.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,29,34,2023-03-28T03:10:09Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,
162,PT11M07.00S,2023-03-28T03:10:22.2Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612746,29,34,2023-03-28T03:10:22Z,1590000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612746.0,LAC,,,,,,,,,,Missed,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
163,PT11M04.00S,2023-03-28T03:10:23.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,29,34,2023-03-28T03:10:23Z,1600000,False,,,0,,A. Drummond REBOUND (Off:1 Def:3),[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,162.0,4.0,3.0,1.0,,,,,
164,PT10M49.00S,2023-03-28T03:10:38.2Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612741,29,34,2023-03-28T03:10:41Z,1610000,False,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 201566]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,1.0,Westbrook,201566.0
165,PT10M49.00S,2023-03-28T03:10:38.2Z,2,REGULAR,steal,,[],201566,,,1610612746,29,34,2023-03-28T03:10:40Z,1620000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
166,PT10M45.00S,2023-03-28T03:10:41.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630538,7.276609724047319,50.245098039215684,1610612746,31,34,2023-03-28T03:10:50Z,1630000,False,-1.0,16.0,1,left,B. Hyland running Layup (2 PTS) (R. Westbrook 3 AST),"[1630538, 201566]",1610612746.0,LAC,running,,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,Hyland,B. Hyland,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,
168,PT10M34.00S,2023-03-28T03:10:57.3Z,2,REGULAR,foul,personal,[],1629611,,,1610612741,31,34,2023-03-28T03:11:04Z,1650000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1629632]",1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right,,,,Mann,T. Mann,,,,1628171.0,1.0,0.0,White,1629632.0,,,,,,,,,
170,PT10M20.00S,2023-03-28T03:11:26.3Z,2,REGULAR,3pt,Jump Shot,[],201942,66.80354796320631,66.42156862745098,1610612741,31,34,2023-03-28T03:11:31Z,1670000,False,82.0,260.0,1,right,MISS D. DeRozan 27' 3PT,[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,27.22,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
171,PT10M17.00S,2023-03-28T03:11:29.3Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,31,34,2023-03-28T03:11:29Z,1680000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,Mann,T. Mann,,,,,,,,,170.0,1.0,1.0,0.0,,,,,
172,PT10M03.00S,2023-03-28T03:11:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629611,29.09001314060447,19.85294117647058,1610612746,34,34,2023-03-28T03:11:47Z,1690000,False,151.0,221.0,1,left,T. Mann 26' 3PT  (3 PTS) (R. Westbrook 4 AST),"[1629611, 201566]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,26.74,Made,3.0,Mann,T. Mann,R. Westbrook,201566.0,4.0,,,,,,,,,,,,,,
174,PT10M03.00S,2023-03-28T03:11:49.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,34,34,2023-03-28T03:11:49Z,1710000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M45.00S,2023-03-28T03:14:53.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.99540078843627,60.294117647058826,1610612741,34,34,2023-03-28T03:14:58Z,1720000,False,51.0,126.0,1,right,MISS D. DeRozan 13' pullup Shot,[201942],1610612741.0,CHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.62,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
176,PT09M42.00S,2023-03-28T03:14:56.9Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,34,34,2023-03-28T03:14:58Z,1730000,False,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Mann,T. Mann,,,,,,,,,175.0,2.0,2.0,0.0,,,,,
