actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
352,PT06M44.00S,2023-03-28T03:56:45.2Z,3,REGULAR,turnover,lost ball,[],201566,,,1610612746,77,64,2023-03-28T03:56:50Z,3470000,False,,,0,,R. Westbrook lost ball TURNOVER (2 TO),"[201566, 1630172]",1610612746.0,LAC,,,,,,,Mid-Range,8-16 Left,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,2.0,Williams,1630172.0
353,PT06M44.00S,2023-03-28T03:56:45.2Z,3,REGULAR,steal,,[],1630172,,,1610612741,77,64,2023-03-28T03:58:37Z,3480000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
354,PT06M42.00S,2023-03-28T03:56:48.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,7.933639947437584,48.28431372549019,1610612741,77,66,2023-03-28T03:57:20Z,3490000,False,9.0,22.0,1,left,Z. LaVine running DUNK (16 PTS) (D. DeRozan 5 AST),"[203897, 201942]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,2.37,Made,16.0,LaVine,Z. LaVine,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,
355,PT06M42.00S,2023-03-28T03:56:59.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,77,66,2023-03-28T03:56:59Z,3500000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M24.00S,2023-03-28T03:59:56.6Z,3,REGULAR,3pt,Jump Shot,[],201569,70.22010512483574,32.59803921568627,1610612746,80,66,2023-03-28T04:00:03Z,3510000,False,-87.0,227.0,1,right,E. Gordon 24' 3PT  (22 PTS) (R. Westbrook 7 AST),"[201569, 201566]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,24.35,Made,22.0,Gordon,E. Gordon,R. Westbrook,201566.0,7.0,,,,,,,,,,,,,,
359,PT06M05.00S,2023-03-28T04:00:15.3Z,3,REGULAR,turnover,bad pass,[],202696,,,1610612741,80,66,2023-03-28T04:00:18Z,3530000,False,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 201587]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,2.0,Batum,201587.0
360,PT06M05.00S,2023-03-28T04:00:15.3Z,3,REGULAR,steal,,[],201587,,,1610612746,80,66,2023-03-28T04:00:17Z,3540000,False,,,0,,N. Batum STEAL (2 STL),[201587],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Left Center,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
361,PT06M02.00S,2023-03-28T04:00:20.0Z,3,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612746,80,66,2023-03-28T04:00:29Z,3550000,False,,,0,,P. Williams shooting personal FOUL (1 PF) (Zubac 2 FT),"[1630172, 1627826]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Williams,P. Williams,,,,1628171.0,1.0,0.0,Zubac,1627826.0,,,,,,,,,
363,PT06M02.00S,2023-03-28T04:00:44.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627826,,,1610612746,80,66,2023-03-28T04:01:23Z,3570000,False,,,0,,MISS I. Zubac Free Throw 1 of 2,[1627826],1610612746.0,LAC,,,,,,,,,,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
364,PT06M02.00S,2023-03-28T04:00:44.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,80,66,2023-03-28T04:01:23Z,3580000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,363.0,,,,,,,,
365,PT06M02.00S,2023-03-28T04:00:46.4Z,3,REGULAR,substitution,out,[],201942,,,1610612746,80,66,2023-03-28T04:00:49Z,3590000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
366,PT06M02.00S,2023-03-28T04:00:46.4Z,3,REGULAR,substitution,in,[],1629632,,,1610612746,80,66,2023-03-28T04:00:49Z,3600000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
367,PT06M02.00S,2023-03-28T04:00:44.0Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627826,,,1610612746,80,66,2023-03-28T04:01:23Z,3610000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,,,,,,,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
368,PT05M59.00S,2023-03-28T04:00:47.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,80,66,2023-03-28T04:01:23Z,3620000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,367.0,5.0,4.0,1.0,,,,,
370,PT05M37.00S,2023-03-28T04:01:24.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,17.526281208935615,58.33333333333333,1610612741,80,68,2023-03-28T04:01:29Z,3640000,False,-42.0,112.0,1,left,N. Vucevic 11' floating Jump Shot (16 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),8-16 Center,11.97,Made,16.0,Vucevic,N. Vucevic,C. White,1629632.0,2.0,,,,,,,,,,,,,,
372,PT05M25.00S,2023-03-28T04:01:36.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,83.36070959264126,58.088235294117645,1610612746,82,68,2023-03-28T04:01:41Z,3660000,False,40.0,104.0,1,right,R. Westbrook 11' turnaround fadeaway Jump Shot (12 PTS),[201566],1610612746.0,LAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,11.15,Made,12.0,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
373,PT05M19.00S,2023-03-28T04:01:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,9.247700394218143,51.22549019607843,1610612741,82,70,2023-03-28T04:01:52Z,3670000,False,-6.0,34.0,1,left,Z. LaVine driving Layup (18 PTS),[203897],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,3.49,Made,18.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
374,PT05M19.00S,2023-03-28T04:01:51.6Z,3,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612741,82,70,2023-03-28T04:01:57Z,3680000,False,,,0,,I. Zubac shooting personal FOUL (3 PF) (LaVine 1 FT),"[1627826, 203897]",1610612746.0,LAC,shooting,,,,,,Restricted Area,0-8 Center,,,,Zubac,I. Zubac,,,,1628171.0,3.0,0.0,LaVine,203897.0,,,,,,,,,
376,PT05M19.00S,2023-03-28T04:02:11.9Z,3,REGULAR,freethrow,1 of 1,[],203897,,,1610612741,82,71,2023-03-28T04:02:11Z,3700000,False,,,0,,Z. LaVine Free Throw 1 of 1 (19 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,19.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
377,PT05M02.00S,2023-03-28T04:02:31.6Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612746,82,71,2023-03-28T04:02:56Z,3710000,False,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Zubac 2 FT),"[202696, 1627826]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,202058.0,2.0,0.0,Zubac,1627826.0,,,,,,,,,
379,PT05M02.00S,2023-03-28T04:02:58.5Z,3,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,83,71,2023-03-28T04:02:58Z,3730000,False,,,0,,I. Zubac Free Throw 1 of 2 (9 PTS),[1627826],1610612746.0,LAC,,,,,,,,,,Made,9.0,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
380,PT05M02.00S,2023-03-28T04:03:01.6Z,3,REGULAR,substitution,out,[],201566,,,1610612746,83,71,2023-03-28T04:03:09Z,3740000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
381,PT05M02.00S,2023-03-28T04:03:01.6Z,3,REGULAR,substitution,out,[],201569,,,1610612746,83,71,2023-03-28T04:03:09Z,3750000,False,,,0,,SUB out: E. Gordon,[201569],1610612746.0,LAC,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,
382,PT05M02.00S,2023-03-28T04:03:01.6Z,3,REGULAR,substitution,in,[],1630538,,,1610612746,83,71,2023-03-28T04:03:09Z,3760000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,
383,PT05M02.00S,2023-03-28T04:03:01.6Z,3,REGULAR,substitution,in,[],1629611,,,1610612746,83,71,2023-03-28T04:03:09Z,3770000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,,,,,,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,
384,PT05M02.00S,2023-03-28T04:02:58.5Z,3,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,83,71,2023-03-28T04:03:20Z,3780000,False,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,,,,,,,Missed,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
385,PT04M59.00S,2023-03-28T04:03:01.5Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,83,71,2023-03-28T04:03:20Z,3790000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,384.0,6.0,5.0,1.0,,,,,
386,PT04M46.00S,2023-03-28T04:03:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,9.904730617608408,45.34313725490197,1610612741,83,71,2023-03-28T04:03:37Z,3800000,False,23.0,41.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
387,PT04M43.00S,2023-03-28T04:03:35.9Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,83,71,2023-03-28T04:03:37Z,3810000,False,,,0,,I. Zubac REBOUND (Off:1 Def:6),[1627826],1610612746.0,LAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Zubac,I. Zubac,,,,,,,,,386.0,7.0,6.0,1.0,,,,,
388,PT04M37.00S,2023-03-28T04:03:40.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202695,70.08869908015768,23.529411764705884,1610612746,86,71,2023-03-28T04:03:50Z,3820000,False,-132.0,229.0,1,right,K. Leonard 26' 3PT running (13 PTS) (B. Hyland 3 AST),"[202695, 1630538]",1610612746.0,LAC,running,,,,,,Above the Break 3,24+ Left Center,26.43,Made,13.0,Leonard,K. Leonard,B. Hyland,1630538.0,3.0,,,,,,,,,,,,,,
390,PT04M21.00S,2023-03-28T04:04:02.1Z,3,REGULAR,foul,offensive,[],202696,,,1610612741,86,71,2023-03-28T04:04:09Z,3840000,False,,,0,,N. Vucevic offensive FOUL (3 PF),"[202696, 202695]",1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Vucevic,N. Vucevic,,,,1628171.0,3.0,0.0,Leonard,202695.0,,,,,,,,,
392,PT04M21.00S,2023-03-28T04:04:02.1Z,3,REGULAR,turnover,offensive foul,[],202696,,,1610612741,86,71,2023-03-28T04:04:02Z,3860000,False,,,0,,N. Vucevic offensive foul TURNOVER (3 TO),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Vucevic,N. Vucevic,,,,1628171.0,,,,,,,,,,,3.0,,
393,PT04M21.00S,2023-03-28T04:04:09.3Z,3,REGULAR,substitution,out,[],201976,,,1610612746,86,71,2023-03-28T04:04:18Z,3870000,False,,,0,,SUB out: P. Beverley,[201976],1610612741.0,CHI,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,
394,PT04M21.00S,2023-03-28T04:04:09.3Z,3,REGULAR,substitution,out,[],1630172,,,1610612746,86,71,2023-03-28T04:04:18Z,3880000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
395,PT04M21.00S,2023-03-28T04:04:09.3Z,3,REGULAR,substitution,in,[],1627884,,,1610612746,86,71,2023-03-28T04:04:18Z,3890000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,,,,,,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,
396,PT04M21.00S,2023-03-28T04:04:09.3Z,3,REGULAR,substitution,in,[],1630245,,,1610612746,86,71,2023-03-28T04:04:18Z,3900000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,
397,PT04M21.00S,2023-03-28T04:04:09.3Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,86,71,2023-03-28T04:04:25Z,3910000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,,,,,,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,
398,PT04M21.00S,2023-03-28T04:04:09.3Z,3,REGULAR,substitution,in,[],203486,,,1610612746,86,71,2023-03-28T04:04:25Z,3920000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,
399,PT04M01.00S,2023-03-28T04:04:45.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630538,96.36990801576873,80.88235294117646,1610612746,88,71,2023-03-28T04:04:50Z,3930000,False,154.0,-18.0,1,right,B. Hyland 15' pullup Jump Shot (7 PTS) (M. Plumlee 2 AST),"[1630538, 203486]",1610612746.0,LAC,pullup,,,,,,Mid-Range,8-16 Right,15.55,Made,7.0,Hyland,B. Hyland,M. Plumlee,203486.0,2.0,,,,,,,,,,,,,,
401,PT03M42.00S,2023-03-28T04:05:03.8Z,3,REGULAR,2pt,Jump Shot,[],202696,19.23455978975032,23.529411764705884,1610612741,88,73,2023-03-28T04:05:09Z,3950000,False,132.0,128.0,1,left,N. Vucevic 18' Jump Shot (18 PTS) (Z. LaVine 3 AST),"[202696, 203897]",1610612741.0,CHI,,,,,,,Mid-Range,16-24 Right Center,18.44,Made,18.0,Vucevic,N. Vucevic,Z. LaVine,203897.0,3.0,,,,,,,,,,,,,,
403,PT03M25.00S,2023-03-28T04:05:21.7Z,3,REGULAR,2pt,Jump Shot,[],202695,75.47634691195795,71.81372549019608,1610612746,88,73,2023-03-28T04:05:26Z,3970000,False,109.0,178.0,1,right,MISS K. Leonard 20' Jump Shot,[202695],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,20.88,Missed,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
404,PT03M21.00S,2023-03-28T04:05:25.7Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,88,73,2023-03-28T04:05:26Z,3980000,False,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,,,,Mid-Range,16-24 Right Center,,,,Mann,T. Mann,,,,,,,,,403.0,4.0,3.0,1.0,,,,,
405,PT03M21.00S,2023-03-28T04:05:25.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629611,94.40999984741211,50.0,1610612746,88,73,2023-03-28T04:05:25Z,3990000,False,0.0,0.0,1,right,MISS T. Mann tip Layup,[1629611],1610612746.0,LAC,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Mann,T. Mann,,,,,,,,,,,,,,,,,
406,PT03M20.00S,2023-03-28T04:05:26.4Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,88,73,2023-03-28T04:05:26Z,4000000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Vucevic,N. Vucevic,,,,,,,,,405.0,7.0,6.0,1.0,,,,,
407,PT03M17.00S,2023-03-28T04:05:30.7Z,3,REGULAR,turnover,traveling,[],203897,,,1610612741,88,73,2023-03-28T04:05:37Z,4010000,False,,,0,,Z. LaVine traveling TURNOVER (3 TO),[203897],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,LaVine,Z. LaVine,,,,1626300.0,,,,,,,,,,,3.0,,
408,PT03M00.00S,2023-03-28T04:06:03.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201587,66.80354796320631,53.92156862745098,1610612746,91,73,2023-03-28T04:06:10Z,4020000,False,20.0,260.0,1,right,N. Batum 26' 3PT  (21 PTS) (T. Mann 4 AST),"[201587, 1629611]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,26.02,Made,21.0,Batum,N. Batum,T. Mann,1629611.0,4.0,,,,,,,,,,,,,,
410,PT02M45.00S,2023-03-28T04:06:18.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,6.176084099868589,61.88725490196079,1610612741,91,75,2023-03-28T04:06:31Z,4040000,False,-59.0,6.0,1,left,D. Jones Jr. floating Jump Shot (2 PTS) (C. White 3 AST),"[1627884, 1629632]",1610612741.0,CHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.97,Made,2.0,Jones Jr.,D. Jones Jr.,C. White,1629632.0,3.0,,,,,,,,,,,,,,
412,PT02M25.00S,2023-03-28T04:06:38.6Z,3,REGULAR,3pt,Jump Shot,[],201587,72.05978975032852,18.627450980392155,1610612746,94,75,2023-03-28T04:06:43Z,4060000,False,-157.0,210.0,1,right,N. Batum 26' 3PT  (24 PTS) (B. Hyland 4 AST),"[201587, 1630538]",1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,26.22,Made,24.0,Batum,N. Batum,B. Hyland,1630538.0,4.0,,,,,,,,,,,,,,
414,PT02M25.00S,2023-03-28T04:06:45.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,94,75,2023-03-28T04:06:45Z,4080000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M25.00S,2023-03-28T04:08:17.0Z,3,REGULAR,substitution,out,[],203897,,,1610612741,94,75,2023-03-28T04:10:35Z,4085000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
422,PT02M25.00S,2023-03-28T04:08:17.0Z,3,REGULAR,substitution,in,[],201942,,,1610612741,94,75,2023-03-28T04:10:35Z,4087500,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
415,PT02M11.00S,2023-03-28T04:09:48.8Z,3,REGULAR,3pt,Jump Shot,[],202696,35.00328515111694,49.50980392156863,1610612741,94,75,2023-03-28T04:09:53Z,4090000,False,2.0,277.0,1,left,MISS N. Vucevic 27' 3PT,[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,27.65,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
416,PT02M09.00S,2023-03-28T04:09:50.8Z,3,REGULAR,rebound,offensive,[],1627884,,,1610612741,94,75,2023-03-28T04:09:50Z,4100000,False,,,0,,D. Jones Jr. REBOUND (Off:2 Def:0),[1627884],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,415.0,2.0,0.0,2.0,,,,,
417,PT02M04.00S,2023-03-28T04:09:56.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201942,34.60906701708278,66.66666666666667,1610612741,94,75,2023-03-28T04:10:06Z,4110000,False,-83.0,273.0,1,left,MISS D. DeRozan 28' 3PT,[201942],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,28.52,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
418,PT01M58.00S,2023-03-28T04:10:02.7Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,94,75,2023-03-28T04:10:06Z,4120000,False,,,0,,K. Leonard REBOUND (Off:1 Def:6),[202695],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Center,,,,Leonard,K. Leonard,,,,,,,,,417.0,7.0,6.0,1.0,,,,,
419,PT01M42.00S,2023-03-28T04:10:18.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,91.11366622864652,50.49019607843137,1610612746,96,75,2023-03-28T04:11:38Z,4130000,False,2.0,31.0,1,right,M. Plumlee cutting DUNK (6 PTS) (B. Hyland 5 AST),"[203486, 1630538]",1610612746.0,LAC,cutting,,,,,,Restricted Area,0-8 Center,3.11,Made,6.0,Plumlee,M. Plumlee,B. Hyland,1630538.0,5.0,,,,,,,,,,,,,,
423,PT01M17.00S,2023-03-28T04:10:42.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,9.379106438896187,54.411764705882355,1610612741,96,77,2023-03-28T04:10:50Z,4150000,False,-22.0,36.0,1,left,N. Vucevic driving Hook (20 PTS),[202696],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,4.2,Made,20.0,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
424,PT01M01.00S,2023-03-28T04:10:58.8Z,3,REGULAR,3pt,Jump Shot,[],202695,69.82588699080158,81.61764705882354,1610612746,99,77,2023-03-28T04:12:54Z,4160000,False,158.0,231.0,1,right,K. Leonard 28' 3PT pullup (16 PTS) (B. Hyland 6 AST),"[202695, 1630538]",1610612746.0,LAC,pullup,,,,,,Above the Break 3,24+ Right Center,28.0,Made,16.0,Leonard,K. Leonard,B. Hyland,1630538.0,6.0,,,,,,,,,,,,,,
426,PT00M44.70S,2023-03-28T04:11:20.2Z,3,REGULAR,3pt,Jump Shot,[],201942,12.068823915900126,96.54564950980392,1610612741,99,77,2023-03-28T04:11:25Z,4180000,False,-233.0,61.0,1,left,MISS D. DeRozan 24' 3PT,[201942],1610612741.0,CHI,,,,,,,Left Corner 3,24+ Left,24.05,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,
427,PT00M41.80S,2023-03-28T04:11:23.1Z,3,REGULAR,rebound,defensive,[],203486,,,1610612746,99,77,2023-03-28T04:11:23Z,4190000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Left Center,,,,Plumlee,M. Plumlee,,,,,,,,,426.0,2.0,1.0,1.0,,,,,
428,PT00M31.30S,2023-03-28T04:11:33.7Z,3,REGULAR,3pt,Jump Shot,[],1629611,76.26478318002628,92.40196078431373,1610612746,99,77,2023-03-28T04:13:45Z,4200000,False,212.0,171.0,1,right,MISS T. Mann 27' step back 3PT,[1629611],1610612746.0,LAC,step back,,,,,,Above the Break 3,24+ Right Center,27.21,Missed,,Mann,T. Mann,,,,,,,,,,,,,,,,,
429,PT00M27.40S,2023-03-28T04:11:37.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,99,77,2023-03-28T04:26:58Z,4210000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:7),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Vucevic,N. Vucevic,,,,,,,,,428.0,8.0,7.0,1.0,,,,,
430,PT00M15.70S,2023-03-28T04:11:49.2Z,3,REGULAR,3pt,Jump Shot,[],1629632,31.980946123521676,28.431372549019613,1610612741,99,77,2023-03-28T04:11:54Z,4220000,False,108.0,248.0,1,left,MISS C. White 27' 3PT,[1629632],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,White,C. White,,,,,,,,,,,,,,,,,
431,PT00M12.60S,2023-03-28T04:11:52.3Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,99,77,2023-03-28T04:11:52Z,4230000,False,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Mann,T. Mann,,,,,,,,,430.0,5.0,4.0,1.0,,,,,
432,PT00M02.30S,2023-03-28T04:12:05.2Z,3,REGULAR,3pt,Jump Shot,[],201587,71.92838370565046,84.06862745098039,1610612746,99,77,2023-03-28T04:12:42Z,4240000,False,170.0,211.0,1,right,MISS N. Batum 27' 3PT,[201587],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,Batum,N. Batum,,,,,,,,,,,,,,,,,
433,PT00M00.30S,2023-03-28T04:12:07.2Z,3,REGULAR,rebound,offensive,[],203486,,,1610612746,99,77,2023-03-28T04:12:50Z,4250000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],1610612746.0,LAC,,,,,,,Above the Break 3,24+ Right Center,,,,Plumlee,M. Plumlee,,,,,,,,,432.0,3.0,1.0,2.0,,,,,
434,PT00M00.00S,2023-03-28T04:12:10.8Z,3,REGULAR,period,end,[],0,,,1610612746,99,77,2023-03-28T04:12:10Z,4260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT12M00.00S,2023-03-28T04:14:34.7Z,4,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,99,77,2023-03-28T04:14:51Z,4270000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,,,,,,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,
437,PT12M00.00S,2023-03-28T04:14:34.7Z,4,REGULAR,substitution,out,['startperiod'],201587,,,1610612746,99,77,2023-03-28T04:14:51Z,4280000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,,,,,,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,
438,PT12M00.00S,2023-03-28T04:14:34.7Z,4,REGULAR,substitution,out,['startperiod'],202696,,,1610612746,99,77,2023-03-28T04:14:51Z,4290000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
439,PT12M00.00S,2023-03-28T04:14:34.7Z,4,REGULAR,substitution,in,['startperiod'],201566,,,1610612746,99,77,2023-03-28T04:14:51Z,4300000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,
