actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
273,PT02M23.00S,2023-12-02T04:10:24.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,51,67,2023-12-02T04:10:24Z,2710000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,272.0,,,,,,,,2.0,2.0,0.0,,,
274,PT02M15.00S,2023-12-02T04:10:32.1Z,2,REGULAR,2pt,Jump Shot,[],1631212,25.57490144546649,34.31372549019608,1610612743,51,67,2023-12-02T04:10:37Z,2720000,False,78.0,188.0,1,left,MISS P. Watson 20' pullup Shot,[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,20.36,Missed,,,,,,,,,,,,,,,,,,
275,PT02M12.00S,2023-12-02T04:10:35.1Z,2,REGULAR,rebound,defensive,[],201569,,,1610612756,51,67,2023-12-02T04:10:37Z,2730000,False,,,0,,E. Gordon REBOUND (Off:1 Def:2),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Right Center,,,,,,,274.0,,,,,,,,3.0,2.0,1.0,,,
276,PT02M07.00S,2023-12-02T04:10:41.0Z,2,REGULAR,3pt,Jump Shot,[],201569,64.86530880420499,63.48039215686274,1610612756,54,67,2023-12-02T04:11:06Z,2740000,False,67.0,278.0,1,right,E. Gordon 28' 3PT running (10 PTS) (K. Durant 4 AST),"[201569, 201142]",1610612756.0,PHX,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,28.59,Made,10.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,
278,PT01M47.00S,2023-12-02T04:10:59.9Z,2,REGULAR,3pt,Jump Shot,[],203484,9.280551905387648,97.30392156862744,1610612743,54,67,2023-12-02T04:11:09Z,2760000,False,-237.0,35.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
279,PT01M44.00S,2023-12-02T04:11:02.9Z,2,REGULAR,rebound,defensive,[],201142,,,1610612756,54,67,2023-12-02T04:11:09Z,2770000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,,,278.0,,,,,,,,1.0,1.0,0.0,,,
280,PT01M38.00S,2023-12-02T04:11:14.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,87.59855453350855,47.05882352941176,1610612756,54,67,2023-12-02T04:11:22Z,2780000,False,-15.0,64.0,1,right,MISS K. Durant 6' driving floating Shot - blocked,"[201142, 203999]",1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,Jokic,203999.0,,,,,,
281,PT01M38.00S,2023-12-02T04:11:14.0Z,2,REGULAR,block,,[],203999,,,1610612756,54,67,2023-12-02T04:11:15Z,2790000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
282,PT01M38.00S,2023-12-02T04:11:14.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,54,67,2023-12-02T04:11:22Z,2800000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,280.0,,,,,,,,,,,,,
284,PT01M35.00S,2023-12-02T04:11:33.6Z,2,REGULAR,turnover,bad pass,[],1629006,,,1610612756,54,67,2023-12-02T04:11:37Z,2820000,False,,,0,,J. Okogie bad pass TURNOVER (2 TO),"[1629006, 203484]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0
285,PT01M35.00S,2023-12-02T04:11:33.6Z,2,REGULAR,steal,,[],203484,,,1610612743,54,67,2023-12-02T04:11:35Z,2830000,False,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
286,PT01M30.00S,2023-12-02T04:11:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,6.521024967148489,47.794117647058826,1610612743,54,67,2023-12-02T04:12:07Z,2840000,False,11.0,9.0,1,left,MISS P. Watson running Layup,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
287,PT01M29.00S,2023-12-02T04:11:39.8Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,54,67,2023-12-02T04:11:48Z,2850000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,286.0,,,,,,,,2.0,1.0,1.0,,,
288,PT01M26.00S,2023-12-02T04:11:43.2Z,2,REGULAR,turnover,bad pass,[],203994,,,1610612756,54,67,2023-12-02T04:11:53Z,2860000,False,,,0,,J. Nurkic bad pass TURNOVER (3 TO),"[203994, 1629008]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,3.0,Porter Jr.,1629008.0
289,PT01M26.00S,2023-12-02T04:11:43.2Z,2,REGULAR,steal,,[],1629008,,,1610612743,54,67,2023-12-02T04:11:45Z,2870000,False,,,0,,M. Porter Jr. STEAL (2 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
290,PT01M23.00S,2023-12-02T04:11:45.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629008,7.440867279894875,52.20588235294118,1610612743,54,67,2023-12-02T04:11:57Z,2880000,False,-11.0,17.0,1,left,MISS M. Porter Jr. DUNK,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.06,Missed,,,,,,,,,,,,,,,,,,
291,PT01M21.00S,2023-12-02T04:11:48.5Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,54,67,2023-12-02T04:11:48Z,2890000,False,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,290.0,,,,,,,,3.0,3.0,0.0,,,
292,PT01M19.00S,2023-12-02T04:11:50.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201569,67.7562417871222,24.754901960784316,1610612756,57,67,2023-12-02T04:12:50Z,2900000,False,-126.0,251.0,1,right,E. Gordon 28' 3PT running (13 PTS) (G. Allen 2 AST),"[201569, 1628960]",1610612756.0,PHX,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,28.06,Made,13.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,
294,PT01M00.00S,2023-12-02T04:12:09.0Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,57,67,2023-12-02T04:12:13Z,2920000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 201569]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Gordon,201569.0
295,PT01M00.00S,2023-12-02T04:12:09.0Z,2,REGULAR,steal,,[],201569,,,1610612756,57,67,2023-12-02T04:12:11Z,2930000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
296,PT00M50.30S,2023-12-02T04:12:20.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,94.95729303547962,50.49019607843137,1610612756,59,67,2023-12-02T04:12:33Z,2940000,False,2.0,-5.0,1,right,K. Durant driving Layup (18 PTS),[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.57,Made,18.0,,,,,,,,,,,,,,,,,
297,PT00M40.90S,2023-12-02T04:12:32.5Z,2,REGULAR,3pt,Jump Shot,[],203484,7.046649145860711,4.411764705882353,1610612743,59,70,2023-12-02T04:12:37Z,2950000,False,228.0,14.0,1,left,K. Caldwell-Pope 3PT  (12 PTS) (M. Porter Jr. 2 AST),"[203484, 1629008]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,22.83,Made,12.0,M. Porter Jr.,1629008.0,2.0,,,,,,,,,,,,,,
299,PT00M28.80S,2023-12-02T04:12:48.6Z,2,REGULAR,2pt,Jump Shot,[],201142,77.21747700394218,31.862745098039213,1610612756,61,70,2023-12-02T04:12:53Z,2970000,False,-91.0,162.0,1,right,K. Durant 18' pullup Jump Shot (20 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,18.54,Made,20.0,,,,,,,,,,,,,,,,,
300,PT00M12.30S,2023-12-02T04:13:13.1Z,2,REGULAR,2pt,DUNK,[],1631212,4.681340341655716,71.32352941176471,1610612743,61,70,2023-12-02T04:13:21Z,2980000,False,-107.0,-8.0,1,left,MISS P. Watson 10' cutting DUNK - blocked,"[1631212, 201569]",1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,Mid-Range,8-16 Left,10.69,Missed,,,,,,,,,,,Gordon,201569.0,,,,,,
306,PT00M12.30S,2023-12-02T04:13:13.1Z,2,REGULAR,block,,[],201569,,,1610612743,61,70,2023-12-02T04:14:54Z,2985000,False,,,0,,E. Gordon BLOCK (1 BLK),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
301,PT00M10.10S,2023-12-02T04:13:15.3Z,2,REGULAR,rebound,defensive,[],201569,,,1610612756,61,70,2023-12-02T04:13:15Z,2990000,False,,,0,,E. Gordon REBOUND (Off:1 Def:3),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,300.0,,,,,,,,4.0,3.0,1.0,,,
302,PT00M07.70S,2023-12-02T04:13:18.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,93.38042049934296,50.245098039215684,1610612756,63,70,2023-12-02T04:15:03Z,3000000,False,1.0,10.0,1,right,K. Durant running DUNK (22 PTS) (G. Allen 3 AST),"[201142, 1628960]",1610612756.0,PHX,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.98,Made,22.0,G. Allen,1628960.0,3.0,,,,,,,,,,,,,,
304,PT00M01.60S,2023-12-02T04:13:26.7Z,2,REGULAR,3pt,Jump Shot,[],1631212,30.699737187910642,75.0,1610612743,63,70,2023-12-02T04:13:43Z,3020000,False,-125.0,236.0,1,left,MISS P. Watson 26' pullup 3PT,[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
305,PT00M01.60S,2023-12-02T04:13:26.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,63,70,2023-12-02T04:13:32Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,304.0,,,,,,,,,,,,,
307,PT00M00.00S,2023-12-02T04:13:39.3Z,2,REGULAR,period,end,[],0,,,1610612743,63,70,2023-12-02T04:13:39Z,3040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2023-12-02T04:28:55.7Z,3,REGULAR,substitution,out,['startperiod'],1629006,,,1610612743,63,70,2023-12-02T04:29:18Z,3050000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2023-12-02T04:28:55.7Z,3,REGULAR,substitution,out,['startperiod'],1631212,,,1610612743,63,70,2023-12-02T04:29:18Z,3060000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2023-12-02T04:28:55.7Z,3,REGULAR,substitution,in,['startperiod'],1628966,,,1610612743,63,70,2023-12-02T04:29:18Z,3070000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2023-12-02T04:28:55.7Z,3,REGULAR,substitution,in,['startperiod'],203200,,,1610612743,63,70,2023-12-02T04:29:18Z,3080000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2023-12-02T04:29:27.3Z,3,REGULAR,period,start,[],0,,,1610612756,63,70,2023-12-02T04:29:27Z,3090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT11M45.00S,2023-12-02T04:29:41.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,7.835085413929041,45.34313725490196,1610612756,65,70,2023-12-02T04:29:45Z,3100000,False,23.0,21.0,1,left,J. Nurkic Layup (15 PTS) (K. Durant 5 AST),"[203994, 201142]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.14,Made,15.0,K. Durant,201142.0,5.0,,,,,,,,,,,,,,
315,PT11M31.00S,2023-12-02T04:29:55.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203200,92.9862023653088,48.28431372549019,1610612743,65,72,2023-12-02T04:29:59Z,3120000,False,-9.0,13.0,1,right,J. Holiday cutting DUNK (10 PTS) (N. Jokic 11 AST),"[203200, 203999]",1610612743.0,DEN,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.59,Made,10.0,N. Jokic,203999.0,11.0,,,,,,,,,,,,,,
317,PT11M13.00S,2023-12-02T04:30:12.8Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612756,65,72,2023-12-02T04:30:15Z,3140000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 203999]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0
318,PT11M13.00S,2023-12-02T04:30:12.8Z,3,REGULAR,steal,,[],203999,,,1610612743,65,72,2023-12-02T04:30:14Z,3150000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
320,PT11M06.00S,2023-12-02T04:30:22.4Z,3,REGULAR,foul,personal,[],1628960,,,1610612743,65,72,2023-12-02T04:30:34Z,3170000,False,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 203484]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,203592.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
322,PT11M04.00S,2023-12-02T04:30:45.2Z,3,REGULAR,foul,personal,[],201142,,,1610612743,65,72,2023-12-02T04:30:51Z,3190000,False,,,0,,K. Durant personal FOUL (1 PF),"[201142, 203999]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202026.0,1.0,0.0,Jokic,203999.0,,,,,,,,
324,PT10M59.00S,2023-12-02T04:31:09.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203200,93.51182654402102,96.07843137254902,1610612743,65,72,2023-12-02T04:31:19Z,3210000,False,230.0,8.0,1,right,MISS J. Holiday 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
325,PT10M55.00S,2023-12-02T04:31:13.1Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612756,65,72,2023-12-02T04:31:19Z,3220000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Right Corner 3,24+ Right,,,,,,,324.0,,,,,,,,1.0,1.0,0.0,,,
326,PT10M49.00S,2023-12-02T04:31:19.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628966,8.754927726675426,53.18627450980392,1610612756,65,72,2023-12-02T04:32:59Z,3230000,False,-16.0,30.0,1,left,MISS K. Bates-Diop running Layup,[1628966],1610612756.0,PHX,running,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
327,PT10M47.00S,2023-12-02T04:31:21.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,65,72,2023-12-02T04:31:26Z,3240000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,326.0,,,,,,,,3.0,3.0,0.0,,,
328,PT10M43.00S,2023-12-02T04:31:25.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629008,93.38042049934296,51.71568627450981,1610612743,65,72,2023-12-02T04:33:25Z,3250000,False,9.0,10.0,1,right,MISS M. Porter Jr. running Layup,[1629008],1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
329,PT10M43.00S,2023-12-02T04:31:25.9Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,65,72,2023-12-02T04:31:34Z,3260000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,328.0,,,,,,,,2.0,2.0,0.0,,,
330,PT10M34.00S,2023-12-02T04:31:33.9Z,3,REGULAR,turnover,lost ball,[],203994,,,1610612756,65,72,2023-12-02T04:31:42Z,3270000,False,,,0,,J. Nurkic lost ball TURNOVER (4 TO),"[203994, 203200]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,4.0,Holiday,203200.0
331,PT10M34.00S,2023-12-02T04:31:33.9Z,3,REGULAR,steal,,[],203200,,,1610612743,65,72,2023-12-02T04:31:36Z,3280000,False,,,0,,J. Holiday STEAL (1 STL),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
332,PT10M23.00S,2023-12-02T04:31:45.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202704,78.53153745072274,3.9215686274509802,1610612743,65,75,2023-12-02T04:34:19Z,3290000,False,-230.0,149.0,1,right,R. Jackson 27' 3PT running (17 PTS) (J. Holiday 2 AST),"[202704, 203200]",1610612743.0,DEN,running,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,27.45,Made,17.0,J. Holiday,203200.0,2.0,,,,,,,,,,,,,,
334,PT10M09.00S,2023-12-02T04:31:59.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,11.777266754270697,59.55882352941176,1610612756,67,75,2023-12-02T04:32:07Z,3310000,False,-48.0,58.0,1,left,G. Allen 7' driving floating Jump Shot (4 PTS) (J. Nurkic 2 AST),"[1628960, 203994]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,7.53,Made,4.0,J. Nurkic,203994.0,2.0,,,,,,,,,,,,,,
336,PT09M51.00S,2023-12-02T04:32:17.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.59198423127464,48.03921568627451,1610612743,67,77,2023-12-02T04:35:53Z,3330000,False,-10.0,17.0,1,right,N. Jokic alley-oop Layup (8 PTS) (J. Holiday 3 AST),"[203999, 203200]",1610612743.0,DEN,alley-oop,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.97,Made,8.0,J. Holiday,203200.0,3.0,,,,,,,,,,,,,,
338,PT09M44.00S,2023-12-02T04:32:24.2Z,3,REGULAR,3pt,Jump Shot,[],201569,26.49474375821288,7.107843137254902,1610612756,67,77,2023-12-02T04:32:32Z,3350000,False,214.0,197.0,1,left,MISS E. Gordon 29' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,29.1,Missed,,,,,,,,,,,,,,,,,,
339,PT09M39.00S,2023-12-02T04:32:29.2Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,67,77,2023-12-02T04:32:32Z,3360000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,338.0,,,,,,,,3.0,3.0,0.0,,,
340,PT09M26.00S,2023-12-02T04:32:42.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.19776609724047,51.225490196078425,1610612743,67,79,2023-12-02T04:32:46Z,3370000,False,6.0,21.0,1,right,R. Jackson cutting Layup (19 PTS) (N. Jokic 12 AST),"[202704, 203999]",1610612743.0,DEN,cutting,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,2.17,Made,19.0,N. Jokic,203999.0,12.0,,,,,,,,,,,,,,
342,PT09M10.00S,2023-12-02T04:32:57.7Z,3,REGULAR,3pt,Jump Shot,[],203994,32.40801576872536,61.029411764705884,1610612756,70,79,2023-12-02T04:33:02Z,3390000,False,-55.0,252.0,1,left,J. Nurkic 25' 3PT  (18 PTS) (K. Durant 6 AST),"[203994, 201142]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,25.81,Made,18.0,K. Durant,201142.0,6.0,,,,,,,,,,,,,,
344,PT08M57.00S,2023-12-02T04:33:14.6Z,3,REGULAR,foul,personal,['2freethrow'],201569,,,1610612743,70,79,2023-12-02T04:33:46Z,3410000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Jokic 2 FT),"[201569, 203999]",1610612756.0,PHX,shooting,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,1.0,0.0,Jokic,203999.0,,,,,,,,
346,PT08M57.00S,2023-12-02T04:33:47.3Z,3,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,70,79,2023-12-02T04:34:04Z,3430000,False,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
347,PT08M57.00S,2023-12-02T04:33:47.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,70,79,2023-12-02T04:34:04Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,346.0,,,,,,,,,,,,,
348,PT08M57.00S,2023-12-02T04:33:47.3Z,3,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,70,79,2023-12-02T04:34:04Z,3450000,False,,,0,,MISS N. Jokic Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
349,PT08M55.00S,2023-12-02T04:33:49.3Z,3,REGULAR,rebound,defensive,[],1628960,,,1610612756,70,79,2023-12-02T04:34:04Z,3460000,False,,,0,,G. Allen REBOUND (Off:0 Def:4),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,348.0,,,,,,,,4.0,4.0,0.0,,,
351,PT08M33.00S,2023-12-02T04:34:34.1Z,3,REGULAR,3pt,Jump Shot,[],203994,27.414586070959263,81.640625,1610612756,70,79,2023-12-02T04:34:39Z,3480000,False,-158.0,205.0,1,left,MISS J. Nurkic 25' 3PT,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.91,Missed,,,,,,,,,,,,,,,,,,
352,PT08M31.00S,2023-12-02T04:34:36.1Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,70,79,2023-12-02T04:34:38Z,3490000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,351.0,,,,,,,,4.0,4.0,0.0,,,
353,PT08M19.00S,2023-12-02T04:34:49.6Z,3,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,70,79,2023-12-02T04:34:56Z,3500000,False,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,,,,,,,,1830.0,,,,,,,,,,2.0,,
354,PT08M06.00S,2023-12-02T04:35:08.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201142,8.886333771353483,56.61764705882353,1610612756,70,79,2023-12-02T04:35:19Z,3510000,False,-33.0,31.0,1,left,MISS K. Durant Layup,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,,,,,,,,,,,,,,,,,,
355,PT08M04.00S,2023-12-02T04:35:09.4Z,3,REGULAR,rebound,offensive,[],203994,,,1610612756,70,79,2023-12-02T04:35:09Z,3520000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,354.0,,,,,,,,3.0,1.0,2.0,,,
356,PT08M03.00S,2023-12-02T04:35:10.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203994,7.703679369250986,54.41176470588235,1610612756,70,79,2023-12-02T04:35:24Z,3530000,False,-22.0,20.0,1,left,MISS J. Nurkic putback Layup - blocked,"[203994, 1629008]",1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,Porter Jr.,1629008.0,,,,,,
