actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
91,PT03M25.00S,2023-12-02T03:36:40.5Z,1,REGULAR,steal,,[],1629008,,,1610612743,25,31,2023-12-02T03:36:42Z,900000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
92,PT03M20.00S,2023-12-02T03:36:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,8.09789750328515,45.34313725490196,1610612743,25,33,2023-12-02T03:38:47Z,910000,False,23.0,24.0,1,left,C. Braun running Layup (2 PTS) (N. Jokic 5 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.32,Made,2.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,,,
94,PT03M01.00S,2023-12-02T03:37:04.7Z,1,REGULAR,2pt,Jump Shot,[],201142,80.76544021024968,74.75490196078431,1610612756,25,33,2023-12-02T03:37:14Z,930000,False,124.0,128.0,1,right,MISS K. Durant 17' Jump Shot,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,17.83,Missed,,,,,,,,,,,,,,,,,,
95,PT02M58.00S,2023-12-02T03:37:07.7Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,25,33,2023-12-02T03:37:14Z,940000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Right Center,,,,,,,94.0,,,,,,,,2.0,2.0,0.0,,,
96,PT02M55.00S,2023-12-02T03:37:10.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203484,7.178055190538765,45.34313725490196,1610612743,25,33,2023-12-02T05:56:04Z,950000,False,23.0,15.0,1,left,MISS K. Caldwell-Pope running Layup - blocked,"[203484, 201142]",1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,Durant,201142.0,,,,,,
97,PT02M55.00S,2023-12-02T03:37:10.2Z,1,REGULAR,block,,[],201142,,,1610612743,25,33,2023-12-02T03:37:12Z,960000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
98,PT02M55.00S,2023-12-02T03:37:10.2Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,25,33,2023-12-02T03:39:02Z,970000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,96.0,,,,,,,,2.0,1.0,1.0,,,
99,PT02M49.00S,2023-12-02T03:37:15.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203994,78.9257555847569,7.598039215686274,1610612756,25,33,2023-12-02T03:39:53Z,980000,False,-212.0,146.0,1,right,MISS J. Nurkic 25' running 3PT,[203994],1610612756.0,PHX,running,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
100,PT02M46.00S,2023-12-02T03:37:18.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,25,33,2023-12-02T03:37:39Z,990000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,99.0,,,,,,,,2.0,2.0,0.0,,,
101,PT02M36.00S,2023-12-02T03:37:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.492115637319317,48.03921568627451,1610612743,25,35,2023-12-02T03:37:42Z,1000000,False,10.0,27.0,1,left,N. Jokic Layup (6 PTS) (K. Caldwell-Pope 3 AST),"[203999, 203484]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.9,Made,6.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,,,,,,
103,PT02M36.00S,2023-12-02T03:37:32.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612756,25,35,2023-12-02T03:37:32Z,1020000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,25,35,2023-12-02T03:39:14Z,1030000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,out,[],203994,,,1610612756,25,35,2023-12-02T03:39:14Z,1040000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,out,[],201142,,,1610612756,25,35,2023-12-02T03:39:14Z,1050000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,out,[],203484,,,1610612756,25,35,2023-12-02T03:39:14Z,1060000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,25,35,2023-12-02T03:39:14Z,1070000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,in,[],201569,,,1610612756,25,35,2023-12-02T03:39:14Z,1080000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,in,[],1629234,,,1610612756,25,35,2023-12-02T03:39:14Z,1090000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M36.00S,2023-12-02T03:38:44.0Z,1,REGULAR,substitution,in,[],1631124,,,1610612756,25,35,2023-12-02T03:39:14Z,1100000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M23.00S,2023-12-02T03:39:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630692,65.39093298291722,45.09803921568628,1610612756,25,35,2023-12-02T03:39:36Z,1110000,False,-25.0,273.0,1,right,MISS J. Goodwin 27' 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,27.39,Missed,,,,,,,,,,,,,,,,,,
113,PT02M19.00S,2023-12-02T03:39:35.2Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,25,35,2023-12-02T03:39:36Z,1120000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Center,,,,,,,112.0,,,,,,,,1.0,1.0,0.0,,,
114,PT02M12.00S,2023-12-02T03:39:46.0Z,1,REGULAR,foul,personal,[],1629234,,,1610612743,25,35,2023-12-02T03:40:17Z,1130000,False,,,0,,D. Eubanks personal FOUL (1 PF),"[1629234, 203999]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Mid-Range,16-24 Right Center,,,,,,,,1830.0,1.0,0.0,Jokic,203999.0,,,,,,,,
116,PT02M12.00S,2023-12-02T03:39:52.3Z,1,REGULAR,substitution,out,[],203999,,,1610612743,25,35,2023-12-02T03:39:55Z,1150000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M12.00S,2023-12-02T03:39:52.3Z,1,REGULAR,substitution,in,[],201599,,,1610612743,25,35,2023-12-02T03:39:55Z,1160000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M12.00S,2023-12-02T03:39:59.0Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,25,35,2023-12-02T03:40:03Z,1170000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M12.00S,2023-12-02T03:39:59.0Z,1,REGULAR,substitution,in,[],202704,,,1610612743,25,35,2023-12-02T03:40:03Z,1180000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M08.00S,2023-12-02T03:40:23.0Z,1,REGULAR,foul,offensive,[],201599,,,1610612743,25,35,2023-12-02T03:40:51Z,1190000,False,,,0,,D. Jordan offensive FOUL (1 PF),"[201599, 1629642]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202026.0,1.0,0.0,Little,1629642.0,,,,,,,,
122,PT02M08.00S,2023-12-02T03:40:23.0Z,1,REGULAR,turnover,offensive foul,[],201599,,,1610612743,25,35,2023-12-02T03:40:23Z,1210000,False,,,0,,D. Jordan offensive foul TURNOVER (1 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202026.0,,,,,,,,,,1.0,,
123,PT01M51.00S,2023-12-02T03:40:52.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201569,71.04139290407359,82.59803921568627,1610612756,25,35,2023-12-02T03:40:57Z,1220000,False,163.0,220.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
124,PT01M48.00S,2023-12-02T03:40:55.5Z,1,REGULAR,rebound,offensive,[],201569,,,1610612756,25,35,2023-12-02T03:40:57Z,1230000,False,,,0,,E. Gordon REBOUND (Off:1 Def:0),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,123.0,,,,,,,,1.0,0.0,1.0,,,
125,PT01M44.00S,2023-12-02T03:40:58.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",201569,88.25558475689881,36.029411764705884,1610612756,27,35,2023-12-02T03:41:04Z,1240000,False,-70.0,58.0,1,right,E. Gordon 9' driving floating Jump Shot (4 PTS),[201569],1610612756.0,PHX,driving floating,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Left,9.08,Made,4.0,,,,,,,,,,,,,,,,,
126,PT01M36.00S,2023-12-02T03:41:09.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201599,9.543363994743759,56.86274509803921,1610612743,27,37,2023-12-02T03:41:22Z,1250000,False,-34.0,37.0,1,left,D. Jordan cutting Layup (2 PTS) (C. Braun 3 AST),"[201599, 1631128]",1610612743.0,DEN,cutting,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,2.0,C. Braun,1631128.0,3.0,,,,,,,,,,,,,,
128,PT01M36.00S,2023-12-02T03:41:11.3Z,1,REGULAR,foul,personal,['1freethrow'],1630692,,,1610612743,27,37,2023-12-02T03:41:53Z,1270000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Jordan 1 FT),"[1630692, 201599]",1610612756.0,PHX,shooting,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,203592.0,1.0,0.0,Jordan,201599.0,,,,,,,,
130,PT01M36.00S,2023-12-02T03:41:33.8Z,1,REGULAR,substitution,out,[],1631212,,,1610612743,27,37,2023-12-02T03:41:59Z,1290000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M36.00S,2023-12-02T03:41:33.8Z,1,REGULAR,substitution,in,[],203200,,,1610612743,27,37,2023-12-02T03:41:59Z,1300000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M36.00S,2023-12-02T03:41:58.8Z,1,REGULAR,freethrow,1 of 1,[],201599,,,1610612743,27,37,2023-12-02T03:42:14Z,1310000,False,,,0,,MISS D. Jordan Free Throw 1 of 1,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
133,PT01M34.00S,2023-12-02T03:42:00.8Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,27,37,2023-12-02T03:42:14Z,1320000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,132.0,,,,,,,,1.0,1.0,0.0,,,
134,PT01M23.00S,2023-12-02T03:42:10.2Z,1,REGULAR,3pt,Jump Shot,[],1629006,70.51576872536137,22.54901960784314,1610612756,30,37,2023-12-02T03:42:17Z,1330000,False,-137.0,225.0,1,right,J. Okogie 26' 3PT  (3 PTS) (E. Gordon 1 AST),"[1629006, 201569]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,26.33,Made,3.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
136,PT01M06.00S,2023-12-02T03:42:28.8Z,1,REGULAR,turnover,out-of-bounds,[],202704,,,1610612743,30,37,2023-12-02T03:42:39Z,1350000,False,,,0,,R. Jackson bad pass out-of-bounds TURNOVER (1 TO),[202704],1610612743.0,DEN,bad pass,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1830.0,,,,,,,,,,1.0,,
137,PT00M54.60S,2023-12-02T03:42:45.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629006,93.71304204993429,96.34650735294117,1610612756,30,37,2023-12-02T03:43:00Z,1360000,False,232.0,7.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,23.18,Missed,,,,,,,,,,,,,,,,,,
138,PT00M51.80S,2023-12-02T03:42:48.3Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,30,37,2023-12-02T03:42:50Z,1370000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,137.0,,,,,,,,1.0,1.0,0.0,,,
139,PT00M35.60S,2023-12-02T03:43:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,8.360709592641262,56.86274509803921,1610612743,30,39,2023-12-02T03:43:10Z,1380000,False,-34.0,26.0,1,left,R. Jackson driving Layup (7 PTS),[202704],1610612743.0,DEN,driving,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,4.31,Made,7.0,,,,,,,,,,,,,,,,,
140,PT00M30.40S,2023-12-02T03:43:14.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201569,89.30683311432325,54.65686274509803,1610612756,30,39,2023-12-02T03:44:03Z,1390000,False,23.0,48.0,1,right,MISS E. Gordon running Layup - blocked,"[201569, 1631124]",1610612756.0,PHX,running,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,Strawther,1631124.0,,,,,,
141,PT00M30.40S,2023-12-02T03:43:14.8Z,1,REGULAR,block,,[],1631124,,,1610612756,30,39,2023-12-02T03:43:16Z,1400000,False,,,0,,J. Strawther BLOCK (1 BLK),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M28.20S,2023-12-02T03:43:17.0Z,1,REGULAR,rebound,defensive,[],1631124,,,1610612743,30,39,2023-12-02T03:43:29Z,1410000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,140.0,,,,,,,,1.0,1.0,0.0,,,
143,PT00M08.80S,2023-12-02T03:43:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,7.30946123521682,54.41176470588235,1610612743,30,41,2023-12-02T03:45:29Z,1420000,False,-22.0,16.0,1,left,R. Jackson driving finger roll Layup (9 PTS),[202704],1610612743.0,DEN,driving finger roll,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,2.74,Made,9.0,,,,,,,,,,,,,,,,,
144,PT00M04.10S,2023-12-02T03:43:47.6Z,1,REGULAR,foul,personal,[],202704,,,1610612756,30,41,2023-12-02T03:43:56Z,1430000,False,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 1630692]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right,,,,,,,,202026.0,1.0,0.0,Goodwin,1630692.0,,,,,,,,
146,PT00M00.00S,2023-12-02T03:44:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,90.75229960578186,41.17647058823529,1610612756,30,41,2023-12-02T03:44:14Z,1450000,False,-44.0,34.0,1,right,MISS D. Eubanks driving floating Shot,[1629234],1610612756.0,PHX,driving floating,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2023-12-02T03:44:10.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,30,41,2023-12-02T03:44:10Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,146.0,,,,,,,,,,,,,
148,PT00M00.00S,2023-12-02T03:44:13.2Z,1,REGULAR,period,end,[],0,,,1610612756,30,41,2023-12-02T03:44:13Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-12-02T03:44:49.4Z,2,REGULAR,substitution,out,['startperiod'],1630692,,,1610612756,30,41,2023-12-02T03:47:45Z,1480000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-12-02T03:44:49.4Z,2,REGULAR,substitution,out,['startperiod'],1629642,,,1610612756,30,41,2023-12-02T03:47:45Z,1490000,False,,,0,,SUB out: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-12-02T03:44:49.4Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612756,30,41,2023-12-02T03:47:45Z,1500000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-12-02T03:44:49.4Z,2,REGULAR,substitution,in,['startperiod'],1629002,,,1610612756,30,41,2023-12-02T03:47:45Z,1510000,False,,,0,,SUB in: C. Metu,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-12-02T03:47:49.5Z,2,REGULAR,period,start,[],0,,,1610612756,30,41,2023-12-02T03:47:49Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M45.00S,2023-12-02T03:48:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,87.86136662286465,58.333333333333336,1610612756,32,41,2023-12-02T03:48:08Z,1530000,False,42.0,62.0,1,right,G. Allen 7' driving floating Jump Shot (2 PTS) (E. Gordon 2 AST),"[1628960, 201569]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,2.0,E. Gordon,201569.0,2.0,,,,,,,,,,,,,,
156,PT11M24.00S,2023-12-02T03:48:23.6Z,2,REGULAR,3pt,Jump Shot,[],1631124,33.590670170827856,54.90196078431373,1610612743,32,44,2023-12-02T03:48:27Z,1550000,False,-25.0,263.0,1,left,J. Strawther 26' 3PT  (3 PTS) (R. Jackson 1 AST),"[1631124, 202704]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,26.44,Made,3.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,,,
158,PT11M03.00S,2023-12-02T03:48:45.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,92.06636005256242,59.31372549019608,1610612756,32,44,2023-12-02T03:48:52Z,1570000,False,47.0,22.0,1,right,MISS C. Metu driving floating Shot,[1629002],1610612756.0,PHX,driving floating,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,,,,,,,,,,,,,,,,,
159,PT10M58.00S,2023-12-02T03:48:50.5Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612756,32,44,2023-12-02T03:48:52Z,1580000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,158.0,,,,,,,,2.0,1.0,1.0,,,
160,PT10M58.00S,2023-12-02T03:48:50.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629006,94.40999984741211,50.0,1610612756,34,44,2023-12-02T03:48:55Z,1590000,False,0.0,0.0,1,right,J. Okogie tip Layup (5 PTS),[1629006],1610612756.0,PHX,tip,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,,,,,,,,,,,,,,,,,
161,PT10M42.00S,2023-12-02T03:49:06.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,11.514454664914586,47.794117647058826,1610612743,34,46,2023-12-02T03:49:11Z,1600000,False,11.0,56.0,1,left,J. Strawther driving floating Jump Shot (5 PTS) (C. Braun 4 AST),"[1631124, 1631128]",1610612743.0,DEN,driving floating,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,5.0,C. Braun,1631128.0,4.0,,,,,,,,,,,,,,
167,PT10M30.00S,2023-12-02T03:49:34.9Z,2,REGULAR,3pt,Jump Shot,[],1629002,85.62746386333771,96.56862745098039,1610612756,34,46,2023-12-02T03:55:11Z,1660000,False,233.0,83.0,1,right,MISS C. Metu 24' 3PT,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,Right Corner 3,24+ Right,24.7,Missed,,,,,,,,,,,,,,,,,,
168,PT10M25.00S,2023-12-02T03:49:39.9Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,34,46,2023-12-02T03:49:40Z,1670000,False,,,0,,R. Jackson REBOUND (Off:0 Def:2),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,,,,,,,167.0,,,,,,,,2.0,2.0,0.0,,,
169,PT10M15.00S,2023-12-02T03:49:50.0Z,2,REGULAR,turnover,lost ball,[],1631128,,,1610612743,34,46,2023-12-02T03:49:55Z,1680000,False,,,0,,C. Braun lost ball TURNOVER (1 TO),"[1631128, 1629006]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Okogie,1629006.0
170,PT10M15.00S,2023-12-02T03:49:50.0Z,2,REGULAR,steal,,[],1629006,,,1610612756,34,46,2023-12-02T03:49:53Z,1690000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
171,PT10M11.00S,2023-12-02T03:49:55.9Z,2,REGULAR,foul,personal,[],1631124,,,1610612756,34,46,2023-12-02T03:50:23Z,1700000,False,,,0,,J. Strawther personal FOUL (1 PF),"[1631124, 1629006]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,1830.0,1.0,0.0,Okogie,1629006.0,,,,,,,,
173,PT09M57.00S,2023-12-02T03:50:32.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201569,64.20827858081472,33.33333333333333,1610612756,37,46,2023-12-02T03:50:36Z,1720000,False,-83.0,284.0,1,right,E. Gordon 29' 3PT  (7 PTS) (C. Metu 1 AST),"[201569, 1629002]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,29.59,Made,7.0,C. Metu,1629002.0,1.0,,,,,,,,,,,,,,
175,PT09M39.00S,2023-12-02T03:50:49.0Z,2,REGULAR,3pt,Jump Shot,[],203200,30.699737187910642,21.813725490196077,1610612743,37,46,2023-12-02T03:50:53Z,1740000,False,141.0,236.0,1,left,MISS J. Holiday 27' 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,,
176,PT09M37.00S,2023-12-02T03:50:51.0Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612756,37,46,2023-12-02T03:50:53Z,1750000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,,,,,175.0,,,,,,,,1.0,1.0,0.0,,,
177,PT09M28.00S,2023-12-02T03:51:02.3Z,2,REGULAR,turnover,out-of-bounds,[],201569,,,1610612756,37,46,2023-12-02T03:51:09Z,1760000,False,,,0,,E. Gordon lost ball out-of-bounds TURNOVER (1 TO),[201569],1610612756.0,PHX,lost ball,,,Gordon,E. Gordon,,,,,Mid-Range,8-16 Right,,,,,,,,202026.0,,,,,,,,,,1.0,,
178,PT09M12.00S,2023-12-02T03:51:22.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203200,7.835085413929041,4.166666666666666,1610612743,37,49,2023-12-02T03:51:28Z,1770000,False,229.0,21.0,1,left,J. Holiday 3PT  (8 PTS) (R. Jackson 2 AST),"[203200, 202704]",1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.02,Made,8.0,R. Jackson,202704.0,2.0,,,,,,,,,,,,,,
