actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
243,PT05M37.00S,2024-02-07T03:54:28.7Z,2,REGULAR,substitution,out,[],203078,,,1610612756,33,37,2024-02-07T03:54:36Z,2390000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M37.00S,2024-02-07T03:54:28.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,33,37,2024-02-07T03:54:36Z,2400000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M37.00S,2024-02-07T03:54:50.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201142,,,1610612756,34,37,2024-02-07T03:54:50Z,2410000,False,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
246,PT05M25.00S,2024-02-07T03:55:01.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.750985545335084,52.450980392156865,1610612749,34,39,2024-02-07T03:55:05Z,2420000,False,-12.0,11.0,1,left,G. Antetokounmpo driving DUNK (11 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,11.0,,,,,,,,,,,,,
247,PT05M02.00S,2024-02-07T03:55:23.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626164,85.5946123521682,56.86274509803921,1610612756,34,39,2024-02-07T04:01:23Z,2430000,False,34.0,83.0,1,right,MISS D. Booker 8' driving Hook,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,8.97,Missed,,,,,,,,,,,,,,,,,,
248,PT05M01.00S,2024-02-07T03:55:24.9Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612749,34,39,2024-02-07T03:55:26Z,2440000,False,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,247.0,2.0,2.0,0.0,,,,,,,,,,,,,,
249,PT04M56.00S,2024-02-07T03:55:33.5Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612749,34,39,2024-02-07T03:55:39Z,2450000,False,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[203994, 203507]",1610612756.0,PHX,shooting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
251,PT04M56.00S,2024-02-07T03:56:14.7Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,34,40,2024-02-07T03:56:53Z,2470000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
252,PT04M56.00S,2024-02-07T03:56:15.2Z,2,REGULAR,substitution,out,[],1629006,,,1610612749,34,40,2024-02-07T03:56:21Z,2480000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M56.00S,2024-02-07T03:56:15.2Z,2,REGULAR,substitution,out,[],201142,,,1610612749,34,40,2024-02-07T03:56:21Z,2490000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M56.00S,2024-02-07T03:56:15.2Z,2,REGULAR,substitution,in,[],201569,,,1610612749,34,40,2024-02-07T03:56:21Z,2500000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M56.00S,2024-02-07T03:56:15.2Z,2,REGULAR,substitution,in,[],1629626,,,1610612749,34,40,2024-02-07T03:56:21Z,2510000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M56.00S,2024-02-07T03:56:14.7Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,34,40,2024-02-07T03:56:53Z,2520000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT04M54.00S,2024-02-07T03:56:16.7Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612756,34,40,2024-02-07T03:56:53Z,2530000,False,,,0,,B. Bol REBOUND (Off:0 Def:2),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,
258,PT04M42.00S,2024-02-07T03:56:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,89.27398160315374,50.73529411764706,1610612756,34,40,2024-02-07T04:02:27Z,2540000,False,4.0,48.0,1,right,MISS J. Nurkic Layup - blocked,"[203994, 203109]",1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,Crowder,203109.0
269,PT04M42.00S,2024-02-07T03:56:58.3Z,2,REGULAR,block,,[],203109,,,1610612756,34,40,2024-02-07T03:58:28Z,2545000,False,,,0,,J. Crowder BLOCK (1 BLK),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
259,PT04M41.00S,2024-02-07T03:56:59.3Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,34,40,2024-02-07T03:57:02Z,2550000,False,,,0,,J. Nurkic REBOUND (Off:3 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,258.0,4.0,1.0,3.0,,,,,,,,,,,,,,
260,PT04M38.00S,2024-02-07T03:57:01.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629626,83.62352168199737,71.32352941176471,1610612756,36,40,2024-02-07T03:57:11Z,2560000,False,107.0,101.0,1,right,B. Bol 14' Jump Shot (2 PTS) (J. Nurkic 1 AST),"[1629626, 203994]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,14.71,Made,,,,,2.0,,,,,J. Nurkic,203994.0,1.0,,,,,,
262,PT04M21.00S,2024-02-07T03:57:19.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.225361366622863,51.22549019607843,1610612749,36,42,2024-02-07T03:57:31Z,2580000,False,-6.0,6.0,1,left,G. Antetokounmpo driving finger roll Layup (14 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,14.0,,,,,,,,,,,,,
263,PT04M20.00S,2024-02-07T03:57:25.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,36,42,2024-02-07T03:57:36Z,2590000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,1628954.0,,,,,,,,,,,,
264,PT04M07.00S,2024-02-07T03:57:49.0Z,2,REGULAR,2pt,Jump Shot,[],1626164,85.20039421813404,30.14705882352942,1610612756,36,42,2024-02-07T03:57:51Z,2600000,False,-99.0,87.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,13.18,Missed,,,,,,,,,,,,,,,,,,
265,PT04M05.00S,2024-02-07T03:57:51.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,36,42,2024-02-07T03:57:51Z,2610000,False,,,0,,B. Portis REBOUND (Off:3 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,264.0,8.0,5.0,3.0,,,,,,,,,,,,,,
266,PT04M00.00S,2024-02-07T03:57:56.3Z,2,REGULAR,3pt,Jump Shot,[],1626166,29.221419185282528,20.09803921568627,1610612749,36,42,2024-02-07T04:31:39Z,2620000,False,150.0,222.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,26.78,Missed,,,,,,,,,,,,,,,,,,
267,PT03M54.00S,2024-02-07T03:58:02.3Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612756,36,42,2024-02-07T03:59:19Z,2630000,False,,,0,,B. Bol REBOUND (Off:0 Def:3),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,266.0,3.0,3.0,0.0,,,,,,,,,,,,,,
268,PT03M41.00S,2024-02-07T03:58:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,80.07555847568989,53.18627450980392,1610612756,38,42,2024-02-07T03:58:21Z,2640000,False,16.0,135.0,1,right,D. Booker 13' pullup Jump Shot (13 PTS) (B. Bol 1 AST),"[1626164, 1629626]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,,,,,13.0,,,,,B. Bol,1629626.0,1.0,,,,,,
270,PT03M29.00S,2024-02-07T03:58:27.3Z,2,REGULAR,3pt,Jump Shot,[],203507,29.352825229960573,80.63725490196079,1610612749,38,42,2024-02-07T04:11:14Z,2650000,False,-153.0,223.0,1,left,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
271,PT03M25.00S,2024-02-07T03:58:31.3Z,2,REGULAR,rebound,defensive,[],201569,,,1610612756,38,42,2024-02-07T03:58:32Z,2660000,False,,,0,,E. Gordon REBOUND (Off:0 Def:4),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,,,270.0,4.0,4.0,0.0,,,,,,,,,,,,,,
272,PT03M04.00S,2024-02-07T03:58:51.9Z,2,REGULAR,3pt,Jump Shot,[],201569,69.69448094612352,87.00980392156862,1610612756,38,42,2024-02-07T03:58:56Z,2670000,False,185.0,232.0,1,right,MISS E. Gordon 29' 3PT,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,29.7,Missed,,,,,,,,,,,,,,,,,,
273,PT03M01.00S,2024-02-07T03:58:54.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,38,42,2024-02-07T03:58:56Z,2680000,False,,,0,,G. Antetokounmpo REBOUND (Off:4 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,272.0,8.0,4.0,4.0,,,,,,,,,,,,,,
274,PT02M52.00S,2024-02-07T03:59:03.4Z,2,REGULAR,3pt,Jump Shot,[],1626171,31.192509855453352,78.43137254901961,1610612749,38,42,2024-02-07T03:59:08Z,2690000,False,-142.0,241.0,1,left,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,27.96,Missed,,,,,,,,,,,,,,,,,,
275,PT02M50.00S,2024-02-07T03:59:05.4Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612756,38,42,2024-02-07T03:59:08Z,2700000,False,,,0,,B. Bol REBOUND (Off:0 Def:4),[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,274.0,4.0,4.0,0.0,,,,,,,,,,,,,,
276,PT02M42.00S,2024-02-07T03:59:21.9Z,2,REGULAR,turnover,8-second-violation,['team'],0,,,1610612756,38,42,2024-02-07T04:00:07Z,2710000,False,,,0,,PHX 8-second-violation Team TURNOVER,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
277,PT02M42.00S,2024-02-07T03:59:31.4Z,2,REGULAR,substitution,out,[],201569,,,1610612749,38,42,2024-02-07T03:59:49Z,2720000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M42.00S,2024-02-07T03:59:31.4Z,2,REGULAR,substitution,out,[],1629626,,,1610612749,38,42,2024-02-07T03:59:49Z,2730000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M42.00S,2024-02-07T03:59:31.4Z,2,REGULAR,substitution,out,[],203507,,,1610612749,38,42,2024-02-07T03:59:49Z,2740000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M42.00S,2024-02-07T03:59:31.4Z,2,REGULAR,substitution,in,[],203078,,,1610612749,38,42,2024-02-07T03:59:49Z,2750000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M42.00S,2024-02-07T03:59:31.4Z,2,REGULAR,substitution,in,[],201142,,,1610612749,38,42,2024-02-07T03:59:49Z,2760000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M42.00S,2024-02-07T03:59:31.4Z,2,REGULAR,substitution,in,[],201577,,,1610612749,38,42,2024-02-07T03:59:49Z,2770000,False,,,0,,SUB in: R. Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M31.00S,2024-02-07T03:59:59.5Z,2,REGULAR,foul,personal,[],1626164,,,1610612749,38,42,2024-02-07T04:00:03Z,2780000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 201577]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Lopez,201577.0,,
285,PT02M31.00S,2024-02-07T04:00:05.8Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,38,42,2024-02-07T04:00:07Z,2800000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M31.00S,2024-02-07T04:00:05.8Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,38,42,2024-02-07T04:00:07Z,2810000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M24.00S,2024-02-07T04:00:28.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,31.192509855453352,29.411764705882348,1610612749,38,45,2024-02-07T04:00:32Z,2820000,False,103.0,241.0,1,left,M. Beasley 26' 3PT  (11 PTS) (C. Payne 1 AST),"[1627736, 1626166]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.18,Made,,,,,11.0,,,,,C. Payne,1626166.0,1.0,,,,,,
289,PT02M10.00S,2024-02-07T04:00:40.8Z,2,REGULAR,3pt,Jump Shot,[],201142,68.77463863337714,35.294117647058826,1610612756,38,45,2024-02-07T04:12:16Z,2840000,False,-74.0,241.0,1,right,MISS K. Durant 25' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.2,Missed,,,,,,,,,,,,,,,,,,
290,PT02M08.00S,2024-02-07T04:00:43.0Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,38,45,2024-02-07T04:00:43Z,2850000,False,,,0,,J. Nurkic REBOUND (Off:4 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,289.0,5.0,1.0,4.0,,,,,,,,,,,,,,
291,PT02M08.00S,2024-02-07T04:00:43.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203994,94.26741130091985,52.205882352941174,1610612756,40,45,2024-02-07T04:12:29Z,2860000,False,11.0,1.0,1,right,J. Nurkic putback DUNK (4 PTS),[203994],1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,4.0,,,,,,,,,,,,,
293,PT01M53.00S,2024-02-07T04:01:20.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,11.875821287779246,51.96078431372549,1610612749,40,47,2024-02-07T04:12:56Z,2880000,False,-10.0,59.0,1,left,R. Lopez turnaround Hook (2 PTS) (C. Payne 2 AST),"[201577, 1626166]",1610612749.0,MIL,turnaround,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,,,,,2.0,,,,,C. Payne,1626166.0,2.0,,,,,,
295,PT01M45.00S,2024-02-07T04:01:33.0Z,2,REGULAR,foul,personal,['2freethrow'],201577,,,1610612756,40,47,2024-02-07T04:02:14Z,2900000,False,,,0,,R. Lopez shooting personal FOUL (1 PF) (Booker 2 FT),"[201577, 1626164]",1610612749.0,MIL,shooting,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,,,,,,,1.0,0.0,Booker,1626164.0,,
297,PT01M45.00S,2024-02-07T04:02:14.6Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,40,47,2024-02-07T04:02:14Z,2920000,False,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT01M45.00S,2024-02-07T04:02:14.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,40,47,2024-02-07T04:02:14Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,
299,PT01M45.00S,2024-02-07T04:02:32.0Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,41,47,2024-02-07T04:02:32Z,2940000,False,,,0,,D. Booker Free Throw 2 of 2 (14 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
300,PT01M33.00S,2024-02-07T04:02:47.5Z,2,REGULAR,foul,personal,[],1628960,,,1610612749,41,47,2024-02-07T04:02:52Z,2950000,False,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 1626166]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Payne,1626166.0,,
302,PT01M22.00S,2024-02-07T04:03:12.5Z,2,REGULAR,turnover,bad pass,[],1627736,,,1610612749,41,47,2024-02-07T04:03:16Z,2970000,False,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 201142]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Durant,201142.0,,,,,,,,,
303,PT01M22.00S,2024-02-07T04:03:12.5Z,2,REGULAR,steal,,[],201142,,,1610612756,41,47,2024-02-07T04:03:13Z,2980000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
304,PT01M19.00S,2024-02-07T04:03:18.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201142,93.74178712220763,49.26470588235294,1610612756,43,47,2024-02-07T04:13:58Z,2990000,False,-4.0,6.0,1,right,K. Durant running finger roll Layup (11 PTS),[201142],1610612756.0,PHX,running finger roll,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,11.0,,,,,,,,,,,,,
305,PT01M19.00S,2024-02-07T04:03:21.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201577,,,1610612756,43,47,2024-02-07T04:03:27Z,3000000,False,,,0,,R. Lopez shooting personal FOUL (2 PF) (Durant 1 FT),"[201577, 201142]",1610612749.0,MIL,shooting,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,1628954.0,,,,,,,2.0,0.0,Durant,201142.0,,
307,PT01M19.00S,2024-02-07T04:03:42.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",201142,,,1610612756,44,47,2024-02-07T04:03:42Z,3020000,False,,,0,,K. Durant Free Throw 1 of 1 (12 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
308,PT01M06.00S,2024-02-07T04:03:57.3Z,2,REGULAR,3pt,Jump Shot,[],1627736,31.980946123521676,27.696078431372555,1610612749,44,47,2024-02-07T04:14:25Z,3030000,False,112.0,248.0,1,left,MISS M. Beasley 27' pullup 3PT,[1627736],1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,27.2,Missed,,,,,,,,,,,,,,,,,,
309,PT01M02.00S,2024-02-07T04:04:01.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612756,44,47,2024-02-07T04:04:02Z,3040000,False,,,0,,J. Nurkic REBOUND (Off:4 Def:2),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Right Center,,,308.0,6.0,2.0,4.0,,,,,,,,,,,,,,
310,PT00M50.10S,2024-02-07T04:04:13.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.47897503285151,54.411764705882355,1610612756,46,47,2024-02-07T04:14:44Z,3050000,False,22.0,9.0,1,right,J. Nurkic cutting Layup (6 PTS) (G. Allen 1 AST),"[203994, 1628960]",1610612756.0,PHX,cutting,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,6.0,,,,,G. Allen,1628960.0,1.0,,,,,,
312,PT00M29.90S,2024-02-07T04:04:35.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,18.84034165571616,59.80392156862745,1610612749,46,49,2024-02-07T04:15:15Z,3070000,False,-49.0,125.0,1,left,C. Payne 13' pullup Jump Shot (4 PTS),[1626166],1610612749.0,MIL,pullup,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,13.39,Made,,,,,4.0,,,,,,,,,,,,,
313,PT00M10.90S,2024-02-07T04:04:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.01773981603154,59.55882352941176,1610612756,48,49,2024-02-07T04:15:31Z,3080000,False,48.0,98.0,1,right,D. Booker 10' pullup Jump Shot (16 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,10.88,Made,,,,,16.0,,,,,,,,,,,,,
314,PT00M02.20S,2024-02-07T04:05:15.0Z,2,REGULAR,turnover,lost ball,[],1627736,,,1610612749,48,49,2024-02-07T04:46:36Z,3090000,False,,,0,,M. Beasley lost ball TURNOVER (2 TO),"[1627736, 203994]",1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,Nurkic,203994.0,,,,,,,,,
315,PT00M02.20S,2024-02-07T04:05:15.0Z,2,REGULAR,steal,,[],203994,,,1610612756,48,49,2024-02-07T04:05:16Z,3100000,False,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
316,PT00M00.00S,2024-02-07T04:05:22.4Z,2,REGULAR,period,end,[],0,,,1610612756,48,49,2024-02-07T04:05:22Z,3110000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-02-07T04:19:04.3Z,3,REGULAR,substitution,out,['startperiod'],1626166,,,1610612756,48,49,2024-02-07T04:21:48Z,3120000,False,,,0,,SUB out: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2024-02-07T04:19:04.3Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612756,48,49,2024-02-07T04:21:48Z,3130000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2024-02-07T04:21:59.7Z,3,REGULAR,period,start,[],0,,,1610612756,48,49,2024-02-07T04:21:59Z,3140000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M56.00S,2024-02-07T04:22:03.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,8.196452036793687,52.69607843137255,1610612756,48,49,2024-02-07T04:22:37Z,3150000,False,-13.0,25.0,1,left,MISS B. Beal driving reverse Layup - blocked,"[203078, 201577]",1610612756.0,PHX,driving reverse,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,Lopez,201577.0
324,PT11M56.00S,2024-02-07T04:22:03.8Z,3,REGULAR,block,,[],201577,,,1610612756,48,49,2024-02-07T04:22:06Z,3160000,False,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT11M56.00S,2024-02-07T04:22:03.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,48,49,2024-02-07T04:22:09Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,323.0,,,,,,,,,,,,,,,,,
327,PT11M52.00S,2024-02-07T04:22:24.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201142,17.526281208935615,71.56862745098039,1610612756,50,49,2024-02-07T04:22:52Z,3190000,False,-108.0,112.0,1,left,K. Durant 15' Jump Shot (14 PTS) (D. Booker 2 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,15.56,Made,,,,,14.0,,,,,D. Booker,1626164.0,2.0,,,,,,
