actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT05M45.00S,2024-02-07T03:21:51.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,27.38173455978975,83.57843137254902,1610612749,11,12,2024-02-07T03:21:55Z,840000,False,-168.0,205.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
85,PT05M41.00S,2024-02-07T03:21:55.5Z,1,REGULAR,rebound,defensive,[],203078,,,1610612756,11,12,2024-02-07T03:22:03Z,850000,False,,,0,,B. Beal REBOUND (Off:1 Def:2),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,,
86,PT05M23.00S,2024-02-07T03:22:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,91.90210249671485,59.55882352941176,1610612756,11,12,2024-02-07T03:22:22Z,860000,False,48.0,24.0,1,right,MISS B. Beal driving Layup,[203078],1610612756.0,PHX,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
87,PT05M23.00S,2024-02-07T03:22:13.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,11,12,2024-02-07T03:22:22Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,86.0,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2024-02-07T03:22:18.6Z,1,REGULAR,substitution,out,[],203078,,,1610612749,11,12,2024-02-07T03:22:23Z,890000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M23.00S,2024-02-07T03:22:18.6Z,1,REGULAR,substitution,in,[],201569,,,1610612749,11,12,2024-02-07T03:22:23Z,900000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M06.00S,2024-02-07T03:22:50.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,9.904730617608408,51.22549019607843,1610612749,11,12,2024-02-07T03:25:00Z,910000,False,-6.0,41.0,1,left,MISS R. Lopez driving Hook,[201577],1610612749.0,MIL,driving,,,Lopez,R. Lopez,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
92,PT05M05.00S,2024-02-07T03:22:51.0Z,1,REGULAR,rebound,defensive,[],201569,,,1610612756,11,12,2024-02-07T03:22:53Z,920000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT04M53.00S,2024-02-07T03:23:03.7Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,11,12,2024-02-07T03:23:07Z,930000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 203114]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,Middleton,203114.0,,,,,,,,,
94,PT04M53.00S,2024-02-07T03:23:03.7Z,1,REGULAR,steal,,[],203114,,,1610612749,11,12,2024-02-07T03:23:05Z,940000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M47.00S,2024-02-07T03:23:10.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627736,8.196452036793687,54.90196078431372,1610612749,11,14,2024-02-07T03:25:32Z,950000,False,-25.0,25.0,1,left,M. Beasley running finger roll Layup (8 PTS) (K. Middleton 1 AST),"[1627736, 203114]",1610612749.0,MIL,running finger roll,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,3.46,Made,,,,,8.0,,,,,K. Middleton,203114.0,1.0,,,,,,
97,PT04M26.00S,2024-02-07T03:23:30.3Z,1,REGULAR,2pt,Jump Shot,[],201142,91.50788436268068,23.039215686274503,1610612756,13,14,2024-02-07T03:23:34Z,970000,False,-135.0,27.0,1,right,K. Durant 13' pullup Jump Shot (4 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,13.75,Made,,,,,4.0,,,,,,,,,,,,,
98,PT04M13.00S,2024-02-07T03:23:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,19.365965834428394,51.22549019607843,1610612749,13,14,2024-02-07T03:23:49Z,980000,False,-6.0,130.0,1,left,MISS K. Middleton 12' pullup Shot - blocked,"[203114, 201142]",1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,12.96,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
99,PT04M13.00S,2024-02-07T03:23:43.4Z,1,REGULAR,block,,[],201142,,,1610612749,13,14,2024-02-07T03:23:46Z,990000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M09.00S,2024-02-07T03:23:47.4Z,1,REGULAR,rebound,offensive,[],201577,,,1610612749,13,14,2024-02-07T03:28:09Z,1000000,False,,,0,,R. Lopez REBOUND (Off:1 Def:0),[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,98.0,1.0,0.0,1.0,,,,,,,,,,,,,,
101,PT04M08.00S,2024-02-07T03:23:48.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203109,6.356767411300922,97.79411764705883,1610612749,13,14,2024-02-07T03:23:52Z,1010000,False,-239.0,7.0,1,left,MISS J. Crowder 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
102,PT04M06.00S,2024-02-07T03:23:50.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,13,14,2024-02-07T03:23:52Z,1020000,False,,,0,,K. Durant REBOUND (Off:0 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,101.0,4.0,4.0,0.0,,,,,,,,,,,,,,
103,PT03M58.00S,2024-02-07T03:23:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.11366622864652,55.3921568627451,1610612756,13,14,2024-02-07T03:27:44Z,1030000,False,27.0,31.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612756.0,PHX,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
104,PT03M57.00S,2024-02-07T03:23:59.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,13,14,2024-02-07T03:23:59Z,1040000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,103.0,2.0,1.0,1.0,,,,,,,,,,,,,,
105,PT03M57.00S,2024-02-07T03:24:00.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,92.0335085413929,52.205882352941174,1610612756,15,14,2024-02-07T03:24:11Z,1050000,False,11.0,22.0,1,right,J. Nurkic putback Layup (2 PTS),[203994],1610612756.0,PHX,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,2.0,,,,,,,,,,,,,
106,PT03M57.00S,2024-02-07T03:24:03.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,15,14,2024-02-07T03:24:03Z,1060000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,out,[],203994,,,1610612749,15,14,2024-02-07T03:27:11Z,1070000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,out,[],1627736,,,1610612749,15,14,2024-02-07T03:27:11Z,1080000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,out,[],203114,,,1610612749,15,14,2024-02-07T03:27:11Z,1090000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,out,[],201577,,,1610612749,15,14,2024-02-07T03:27:11Z,1100000,False,,,0,,SUB out: R. Lopez,[201577],1610612749.0,MIL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,in,[],1629234,,,1610612749,15,14,2024-02-07T03:27:11Z,1110000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,15,14,2024-02-07T03:27:11Z,1120000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,in,[],203507,,,1610612749,15,14,2024-02-07T03:27:11Z,1130000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M57.00S,2024-02-07T03:24:42.5Z,1,REGULAR,substitution,in,[],1631260,,,1610612749,15,14,2024-02-07T03:27:11Z,1140000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M44.00S,2024-02-07T03:27:44.0Z,1,REGULAR,3pt,Jump Shot,[],1631260,25.804862023653087,87.99019607843137,1610612749,15,14,2024-02-07T03:27:53Z,1150000,False,-190.0,190.0,1,left,MISS A. Green 26' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
116,PT03M42.00S,2024-02-07T03:27:46.0Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,15,14,2024-02-07T03:27:53Z,1160000,False,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,115.0,4.0,1.0,3.0,,,,,,,,,,,,,,
117,PT03M42.00S,2024-02-07T03:27:54.0Z,1,REGULAR,foul,personal,[],201569,,,1610612749,15,14,2024-02-07T03:27:58Z,1170000,False,,,0,,E. Gordon personal FOUL (1 PF),"[201569, 203507]",1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
119,PT03M32.00S,2024-02-07T03:28:15.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626171,6.619579500657039,28.186274509803923,1610612749,15,16,2024-02-07T03:29:56Z,1190000,False,109.0,10.0,1,left,B. Portis 10' pullup Jump Shot (2 PTS) (J. Crowder 1 AST),"[1626171, 203109]",1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,10.95,Made,,,,,2.0,,,,,J. Crowder,203109.0,1.0,,,,,,
121,PT03M11.00S,2024-02-07T03:28:37.7Z,1,REGULAR,2pt,Jump Shot,[],201142,78.36727989487517,65.93137254901961,1610612756,15,16,2024-02-07T03:28:40Z,1210000,False,80.0,151.0,1,right,MISS K. Durant 17' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,17.06,Missed,,,,,,,,,,,,,,,,,,
122,PT03M08.00S,2024-02-07T03:28:40.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,15,16,2024-02-07T03:28:40Z,1220000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT02M58.00S,2024-02-07T03:28:49.4Z,1,REGULAR,3pt,Jump Shot,[],1631260,21.994086727989497,8.088235294117652,1610612749,15,16,2024-02-07T03:28:54Z,1230000,False,210.0,154.0,1,left,MISS A. Green 26' 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,,
124,PT02M56.00S,2024-02-07T03:28:51.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,15,16,2024-02-07T03:28:54Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,123.0,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2024-02-07T03:28:55.5Z,1,REGULAR,substitution,out,[],201142,,,1610612756,15,16,2024-02-07T03:28:59Z,1260000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M56.00S,2024-02-07T03:28:55.5Z,1,REGULAR,substitution,in,[],1629626,,,1610612756,15,16,2024-02-07T03:28:59Z,1270000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M42.00S,2024-02-07T03:29:20.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,80.73258869908015,71.07843137254902,1610612756,17,16,2024-02-07T03:29:22Z,1280000,False,105.0,129.0,1,right,D. Booker 16' pullup Jump Shot (9 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,16.63,Made,,,,,9.0,,,,,,,,,,,,,
129,PT02M28.00S,2024-02-07T03:29:34.4Z,1,REGULAR,3pt,Jump Shot,[],1626192,10.036136662286467,4.411764705882348,1610612749,17,19,2024-02-07T03:29:39Z,1290000,False,228.0,42.0,1,left,P. Connaughton 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,23.17,Made,,,,,3.0,,,,,G. Antetokounmpo,203507.0,2.0,,,,,,
131,PT02M10.00S,2024-02-07T03:29:54.4Z,1,REGULAR,foul,personal,['2freethrow'],203109,,,1610612756,17,19,2024-02-07T03:30:05Z,1310000,False,,,0,,J. Crowder shooting personal FOUL (2 PF) (Booker 2 FT),"[203109, 1626164]",1610612749.0,MIL,shooting,,,Crowder,J. Crowder,,,,,Mid-Range,8-16 Right,,,,,,,,203591.0,,,,,,,2.0,0.0,Booker,1626164.0,,
133,PT02M10.00S,2024-02-07T03:30:20.8Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,18,19,2024-02-07T03:30:20Z,1330000,False,,,0,,D. Booker Free Throw 1 of 2 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
134,PT02M10.00S,2024-02-07T03:30:21.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,18,19,2024-02-07T03:30:23Z,1340000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M10.00S,2024-02-07T03:30:21.7Z,1,REGULAR,substitution,in,[],203078,,,1610612756,18,19,2024-02-07T03:30:23Z,1350000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M10.00S,2024-02-07T03:30:35.2Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,19,19,2024-02-07T03:30:35Z,1360000,False,,,0,,D. Booker Free Throw 2 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
137,PT02M01.00S,2024-02-07T03:30:50.3Z,1,REGULAR,3pt,Jump Shot,[],1626171,5.699737187910642,98.03921568627452,1610612749,19,19,2024-02-07T03:30:53Z,1370000,False,-240.0,1.0,1,left,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
138,PT01M59.00S,2024-02-07T03:30:52.3Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612756,19,19,2024-02-07T03:30:53Z,1380000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Left Corner 3,24+ Left,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M44.00S,2024-02-07T03:31:06.9Z,1,REGULAR,2pt,Jump Shot,[],1626164,76.65900131406045,63.970588235294116,1610612756,19,19,2024-02-07T03:31:11Z,1390000,False,70.0,167.0,1,right,MISS D. Booker 18' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,18.09,Missed,,,,,,,,,,,,,,,,,,
140,PT01M43.00S,2024-02-07T03:31:07.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,19,19,2024-02-07T03:31:11Z,1400000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,
141,PT01M36.00S,2024-02-07T03:31:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.933639947437584,53.92156862745098,1610612749,19,19,2024-02-07T03:31:23Z,1410000,False,-20.0,22.0,1,left,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1629234]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,Eubanks,1629234.0
153,PT01M36.00S,2024-02-07T03:31:15.1Z,1,REGULAR,block,,[],1629234,,,1610612749,19,19,2024-02-07T03:33:03Z,1415000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT01M35.00S,2024-02-07T03:31:16.1Z,1,REGULAR,rebound,defensive,[],201569,,,1610612756,19,19,2024-02-07T03:31:23Z,1420000,False,,,0,,E. Gordon REBOUND (Off:0 Def:2),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,141.0,2.0,2.0,0.0,,,,,,,,,,,,,,
143,PT01M31.00S,2024-02-07T03:31:20.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,74.95072273324573,10.539215686274503,1610612756,22,19,2024-02-07T03:33:07Z,1430000,False,-197.0,183.0,1,right,E. Gordon 26' 3PT running pullup (3 PTS),[201569],1610612756.0,PHX,running pullup,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,26.91,Made,,,,,3.0,,,,,,,,,,,,,
144,PT01M18.00S,2024-02-07T03:31:35.0Z,1,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,22,19,2024-02-07T03:31:55Z,1440000,False,,,0,,G. Antetokounmpo bad pass out-of-bounds TURNOVER (3 TO),[203507],1610612749.0,MIL,bad pass,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,2882.0,3.0,,,,,,,,,,,
145,PT01M18.00S,2024-02-07T03:31:38.5Z,1,REGULAR,substitution,out,[],1626192,,,1610612756,22,19,2024-02-07T03:31:46Z,1450000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M18.00S,2024-02-07T03:31:38.5Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,22,19,2024-02-07T03:31:46Z,1460000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M54.30S,2024-02-07T03:32:18.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629626,72.58541392904074,90.93137254901961,1610612756,22,19,2024-02-07T03:33:36Z,1470000,False,205.0,205.0,1,right,MISS B. Bol 28' pullup 3PT,[1629626],1610612756.0,PHX,pullup,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,28.98,Missed,,,,,,,,,,,,,,,,,,
148,PT00M52.50S,2024-02-07T03:32:20.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,19,2024-02-07T03:32:30Z,1480000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,147.0,3.0,3.0,0.0,,,,,,,,,,,,,,
149,PT00M44.10S,2024-02-07T03:32:29.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,7.013797634691201,53.67647058823529,1610612749,22,21,2024-02-07T03:32:42Z,1490000,False,-18.0,13.0,1,left,G. Antetokounmpo driving DUNK (2 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,2.0,,,,,,,,,,,,,
150,PT00M30.90S,2024-02-07T03:32:44.7Z,1,REGULAR,3pt,Jump Shot,[],203078,74.81931668856767,16.17647058823529,1610612756,22,21,2024-02-07T03:32:47Z,1500000,False,-169.0,184.0,1,right,MISS B. Beal 25' 3PT,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
151,PT00M28.80S,2024-02-07T03:32:46.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,21,2024-02-07T03:32:47Z,1510000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,150.0,4.0,4.0,0.0,,,,,,,,,,,,,,
152,PT00M13.70S,2024-02-07T03:33:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.962549277266746,47.30392156862745,1610612749,22,23,2024-02-07T03:34:20Z,1520000,False,13.0,4.0,1,left,G. Antetokounmpo driving Layup (4 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,4.0,,,,,,,,,,,,,
154,PT00M00.00S,2024-02-07T03:33:29.4Z,1,REGULAR,period,end,[],0,,,1610612756,22,23,2024-02-07T03:33:29Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-02-07T03:36:30.5Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,22,23,2024-02-07T03:36:54Z,1550000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-02-07T03:36:30.5Z,2,REGULAR,substitution,in,['startperiod'],201142,,,1610612756,22,23,2024-02-07T03:36:54Z,1560000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-02-07T03:37:12.0Z,2,REGULAR,period,start,[],0,,,1610612756,22,23,2024-02-07T03:37:12Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M51.00S,2024-02-07T03:37:20.4Z,2,REGULAR,3pt,Jump Shot,[],203078,67.46057818659658,63.970588235294116,1610612756,22,23,2024-02-07T03:38:21Z,1580000,False,70.0,253.0,1,right,MISS B. Beal 26' pullup 3PT,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
160,PT11M48.00S,2024-02-07T03:37:23.4Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612749,22,23,2024-02-07T03:37:25Z,1590000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT11M42.00S,2024-02-07T03:37:28.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,30.27266754270697,21.568627450980387,1610612749,22,23,2024-02-07T03:38:40Z,1600000,False,142.0,232.0,1,left,MISS C. Payne 27' step back 3PT,[1626166],1610612749.0,MIL,step back,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,27.22,Missed,,,,,,,,,,,,,,,,,,
162,PT11M38.00S,2024-02-07T03:37:32.8Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,22,23,2024-02-07T03:37:34Z,1610000,False,,,0,,B. Beal REBOUND (Off:1 Def:3),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,161.0,4.0,3.0,1.0,,,,,,,,,,,,,,
163,PT11M30.00S,2024-02-07T03:37:41.2Z,2,REGULAR,2pt,Jump Shot,[],201142,90.06241787122208,80.3921568627451,1610612756,24,23,2024-02-07T03:39:13Z,1620000,False,152.0,41.0,1,right,K. Durant 15' Jump Shot (6 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,15.74,Made,,,,,6.0,,,,,,,,,,,,,
