actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT04M23.00S,2023-11-22T02:22:34.6Z,1,REGULAR,2pt,Jump Shot,[],1629028,12.959921156373195,31.372549019607842,1610612757,22,13,2023-11-22T02:22:42Z,870000,False,93.0,69.0,1,left,MISS D. Ayton 11' fadeaway Shot,[1629028],1610612757.0,POR,fadeaway,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,11.61,Missed,,,,,,,,,,,,,,,
89,PT04M22.00S,2023-11-22T02:22:35.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,22,13,2023-11-22T02:22:42Z,880000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,8-16 Right,,,,,,88.0,,,,,,,,,,,,,,
90,PT04M22.00S,2023-11-22T02:22:39.1Z,1,REGULAR,foul,personal,[],1631133,,,1610612756,22,13,2023-11-22T02:23:06Z,890000,False,,,0,,J. Walker loose ball personal FOUL (1 PF),"[1631133, 201142]",1610612757.0,POR,loose ball,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,203054.0,,,,,,,,1.0,0.0,Durant,201142.0,,
92,PT04M22.00S,2023-11-22T02:22:49.8Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,22,13,2023-11-22T02:22:59Z,910000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M22.00S,2023-11-22T02:22:49.8Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,22,13,2023-11-22T02:22:59Z,920000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M22.00S,2023-11-22T02:22:49.8Z,1,REGULAR,substitution,in,[],1629642,,,1610612756,22,13,2023-11-22T02:22:59Z,930000,False,,,0,,SUB in: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M22.00S,2023-11-22T02:22:49.8Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,22,13,2023-11-22T02:22:59Z,940000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M08.00S,2023-11-22T02:23:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.23324572930355,47.794117647058826,1610612756,24,13,2023-11-22T02:23:25Z,950000,False,-11.0,86.0,1,right,K. Durant 8' driving floating Jump Shot (11 PTS),[201142],1610612756.0,PHX,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,8.7,Made,,,,,,11.0,,,,,,,,,
97,PT04M08.00S,2023-11-22T02:23:20.3Z,1,REGULAR,foul,personal,['1freethrow'],1631133,,,1610612756,24,13,2023-11-22T02:23:48Z,960000,False,,,0,,J. Walker shooting personal FOUL (2 PF) (Durant 1 FT),"[1631133, 201142]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,203054.0,,,,,,,,2.0,0.0,Durant,201142.0,,
99,PT04M08.00S,2023-11-22T02:23:33.0Z,1,REGULAR,substitution,out,[],1641739,,,1610612756,24,13,2023-11-22T02:23:46Z,980000,False,,,0,,SUB out: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M08.00S,2023-11-22T02:23:33.0Z,1,REGULAR,substitution,out,[],1631133,,,1610612756,24,13,2023-11-22T02:23:46Z,990000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M08.00S,2023-11-22T02:23:33.0Z,1,REGULAR,substitution,in,[],1629680,,,1610612756,24,13,2023-11-22T02:23:46Z,1000000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M08.00S,2023-11-22T02:23:33.0Z,1,REGULAR,substitution,in,[],203924,,,1610612756,24,13,2023-11-22T02:23:46Z,1010000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M08.00S,2023-11-22T02:23:59.0Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612756,25,13,2023-11-22T02:23:59Z,1020000,False,,,0,,K. Durant Free Throw 1 of 1 (12 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,Made,,,,,,12.0,,,,,,,,,
104,PT03M47.00S,2023-11-22T02:24:28.9Z,1,REGULAR,foul,technical,['1freethrow'],1629642,,,1610612757,25,13,2023-11-22T02:24:46Z,1030000,False,,,0,,N. Little defensive-3-second technical FOUL (1 Tech),[1629642],1610612756.0,PHX,defensive-3-second,,,Little,N. Little,,,,,,,,,,,,,203593.0,,,,,,,,0.0,1.0,,,,
105,PT03M47.00S,2023-11-22T02:24:48.6Z,1,REGULAR,freethrow,1 of 1,[],203924,,,1610612757,25,14,2023-11-22T02:24:48Z,1040000,False,,,0,,J. Grant technical Free Throw 1 of 1 (4 PTS),[203924],1610612757.0,POR,technical,,,Grant,J. Grant,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
106,PT03M47.00S,2023-11-22T02:24:49.6Z,1,REGULAR,substitution,out,[],203994,,,1610612757,25,14,2023-11-22T02:24:56Z,1050000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M47.00S,2023-11-22T02:24:49.6Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,25,14,2023-11-22T02:24:56Z,1060000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M39.00S,2023-11-22T02:25:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,8.360709592641262,54.90196078431373,1610612757,25,14,2023-11-22T02:25:15Z,1070000,False,-25.0,26.0,1,left,MISS S. Sharpe driving Layup,[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,3.58,Missed,,,,,,,,,,,,,,,
109,PT03M37.00S,2023-11-22T02:25:12.4Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,25,14,2023-11-22T02:25:15Z,1080000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,108.0,,1.0,1.0,0.0,,,,,,,,,,
110,PT03M32.00S,2023-11-22T02:25:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201569,90.09526938239159,56.61764705882353,1610612756,27,14,2023-11-22T02:25:35Z,1090000,False,33.0,41.0,1,right,E. Gordon running Layup (5 PTS),[201569],1610612756.0,PHX,running,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,5.24,Made,,,,,,5.0,,,,,,,,,
111,PT03M15.00S,2023-11-22T02:25:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.1268068331143235,51.225490196078425,1610612757,27,16,2023-11-22T02:30:12Z,1100000,False,-6.0,5.0,1,left,D. Ayton driving Layup (10 PTS),[1629028],1610612757.0,POR,driving,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,0.8,Made,,,,,,10.0,,,,,,,,,
112,PT03M14.00S,2023-11-22T02:25:40.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,27,16,2023-11-22T02:25:40Z,1110000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M14.00S,2023-11-22T02:27:27.4Z,1,REGULAR,substitution,out,[],1631101,,,1610612756,27,16,2023-11-22T02:28:23Z,1120000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M14.00S,2023-11-22T02:27:27.4Z,1,REGULAR,substitution,in,[],1631133,,,1610612756,27,16,2023-11-22T02:28:23Z,1130000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M58.00S,2023-11-22T02:28:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,79.84559789750328,41.911764705882355,1610612756,29,16,2023-11-22T02:31:06Z,1140000,False,-40.0,137.0,1,right,K. Durant 14' fadeaway Jump Shot (14 PTS),[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,14.28,Made,,,,,,14.0,,,,,,,,,
117,PT02M41.00S,2023-11-22T02:29:05.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,12.434296977660972,50.98039215686274,1610612757,29,18,2023-11-22T02:31:18Z,1150000,False,-5.0,64.0,1,left,D. Ayton 6' turnaround fadeaway Jump Shot (12 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,6.46,Made,,,,,,12.0,J. Grant,203924.0,1.0,,,,,,
119,PT02M26.00S,2023-11-22T02:29:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,93.24901445466492,46.81372549019608,1610612756,31,18,2023-11-22T02:29:26Z,1170000,False,-16.0,11.0,1,right,D. Eubanks cutting Layup (2 PTS) (K. Durant 3 AST),"[1629234, 201142]",1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,1.93,Made,,,,,,2.0,K. Durant,201142.0,3.0,,,,,,
121,PT02M26.00S,2023-11-22T02:29:24.0Z,1,REGULAR,foul,personal,['1freethrow'],1629680,,,1610612756,31,18,2023-11-22T02:29:46Z,1190000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Eubanks 1 FT),"[1629680, 1629234]",1610612757.0,POR,shooting,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Eubanks,1629234.0,,
123,PT02M26.00S,2023-11-22T02:29:35.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,31,18,2023-11-22T02:30:20Z,1210000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M26.00S,2023-11-22T02:29:35.5Z,1,REGULAR,substitution,in,[],1641871,,,1610612756,31,18,2023-11-22T02:30:20Z,1220000,False,,,0,,SUB in: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M26.00S,2023-11-22T02:29:55.3Z,1,REGULAR,freethrow,1 of 1,[],1629234,,,1610612756,32,18,2023-11-22T02:29:55Z,1230000,False,,,0,,D. Eubanks Free Throw 1 of 1 (3 PTS),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
126,PT02M07.00S,2023-11-22T02:30:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631133,8.886333771353483,62.99019607843137,1610612757,32,18,2023-11-22T02:32:24Z,1240000,False,-65.0,31.0,1,left,MISS J. Walker 7' turnaround fadeaway Shot,[1631133],1610612757.0,POR,turnaround fadeaway,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,7.2,Missed,,,,,,,,,,,,,,,
127,PT02M03.00S,2023-11-22T02:30:21.0Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612756,32,18,2023-11-22T02:30:23Z,1250000,False,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,126.0,,1.0,1.0,0.0,,,,,,,,,,
128,PT02M00.00S,2023-11-22T02:30:25.2Z,1,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612756,32,18,2023-11-22T02:30:35Z,1260000,False,,,0,,J. Walker shooting personal FOUL (3 PF) (Little 2 FT),"[1631133, 1629642]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,,,,3.0,0.0,Little,1629642.0,,
130,PT02M00.00S,2023-11-22T02:30:49.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629642,,,1610612756,33,18,2023-11-22T02:30:49Z,1280000,False,,,0,,N. Little Free Throw 1 of 2 (1 PTS),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
131,PT02M00.00S,2023-11-22T02:30:50.3Z,1,REGULAR,substitution,out,[],201569,,,1610612756,33,18,2023-11-22T02:31:04Z,1290000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M00.00S,2023-11-22T02:30:50.3Z,1,REGULAR,substitution,out,[],201142,,,1610612756,33,18,2023-11-22T02:31:04Z,1300000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M00.00S,2023-11-22T02:30:50.3Z,1,REGULAR,substitution,out,[],1631133,,,1610612756,33,18,2023-11-22T02:31:04Z,1310000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M00.00S,2023-11-22T02:30:50.3Z,1,REGULAR,substitution,in,[],1628966,,,1610612756,33,18,2023-11-22T02:31:04Z,1320000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M00.00S,2023-11-22T02:30:50.3Z,1,REGULAR,substitution,in,[],1626164,,,1610612756,33,18,2023-11-22T02:31:04Z,1330000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M00.00S,2023-11-22T02:30:50.3Z,1,REGULAR,substitution,in,[],1641739,,,1610612756,33,18,2023-11-22T02:31:04Z,1340000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M00.00S,2023-11-22T02:31:23.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629642,,,1610612756,34,18,2023-11-22T02:31:23Z,1350000,False,,,0,,N. Little Free Throw 2 of 2 (2 PTS),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,,
138,PT01M47.00S,2023-11-22T02:31:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630219,15.505913272010513,43.36703431372549,1610612757,34,18,2023-11-22T02:31:49Z,1360000,False,33.0,93.0,1,left,MISS S. Mays 9' driving floating Shot,[1630219],1610612757.0,POR,driving floating,,,Mays,S. Mays,,,,,In The Paint (Non-RA),8-16 Center,,,,9.9,Missed,,,,,,,,,,,,,,,
139,PT01M46.00S,2023-11-22T02:31:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,34,18,2023-11-22T02:31:49Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,138.0,,,,,,,,,,,,,,
141,PT01M44.00S,2023-11-22T02:32:11.2Z,1,REGULAR,foul,personal,[],1629234,,,1610612757,34,18,2023-11-22T02:32:18Z,1390000,False,,,0,,D. Eubanks personal FOUL (1 PF),"[1629234, 1641871]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Reath,1641871.0,,
143,PT01M30.00S,2023-11-22T02:32:42.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203924,26.363337713534822,80.63725490196079,1610612757,34,18,2023-11-22T02:32:47Z,1410000,False,-153.0,195.0,1,left,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,24.82,Missed,,,,,,,,,,,,,,,
144,PT01M25.00S,2023-11-22T02:32:47.6Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612756,34,18,2023-11-22T02:32:47Z,1420000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612756.0,PHX,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,,,,,,143.0,,1.0,1.0,0.0,,,,,,,,,,
145,PT01M03.00S,2023-11-22T02:33:09.7Z,1,REGULAR,turnover,lost ball,[],1629234,,,1610612756,34,18,2023-11-22T02:33:13Z,1430000,False,,,0,,D. Eubanks lost ball TURNOVER (1 TO),"[1629234, 1629680]",1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,1.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
146,PT01M03.00S,2023-11-22T02:33:09.7Z,1,REGULAR,steal,,[],1629680,,,1610612757,34,18,2023-11-22T02:33:11Z,1440000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M42.30S,2023-11-22T02:33:30.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641739,6.044678055190539,3.699448529411765,1610612757,34,18,2023-11-22T02:33:36Z,1450000,False,232.0,4.0,1,left,MISS T. Camara 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,,,,23.15,Missed,,,,,,,,,,,,,,,
148,PT00M39.80S,2023-11-22T02:33:33.0Z,1,REGULAR,rebound,offensive,[],1629680,,,1610612757,34,18,2023-11-22T02:33:36Z,1460000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Right Corner 3,24+ Right,,,,,,147.0,,1.0,0.0,1.0,,,,,,,,,,
149,PT00M30.70S,2023-11-22T02:33:42.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630219,32.933639947437584,46.07843137254902,1610612757,34,21,2023-11-22T02:33:46Z,1470000,False,20.0,257.0,1,left,S. Mays 25' 3PT  (3 PTS) (J. Grant 2 AST),"[1630219, 203924]",1610612757.0,POR,,,,Mays,S. Mays,,,,,Above the Break 3,24+ Center,,,,25.78,Made,,,,,,3.0,J. Grant,203924.0,2.0,,,,,,
151,PT00M06.80S,2023-11-22T02:34:12.5Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,34,21,2023-11-22T02:34:16Z,1490000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 203924]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,1.0,Grant,203924.0,,,,,,,,,,,,,,,,,
152,PT00M06.80S,2023-11-22T02:34:12.5Z,1,REGULAR,steal,,[],203924,,,1610612757,34,21,2023-11-22T02:34:14Z,1500000,False,,,0,,J. Grant STEAL (1 STL),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2023-11-22T02:34:22.4Z,1,REGULAR,period,end,[],0,,,1610612757,34,21,2023-11-22T02:34:22Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-11-22T02:36:18.3Z,2,REGULAR,substitution,out,['startperiod'],1629006,,,1610612757,34,21,2023-11-22T02:37:00Z,1520000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-11-22T02:36:18.3Z,2,REGULAR,substitution,out,['startperiod'],1629642,,,1610612757,34,21,2023-11-22T02:37:00Z,1530000,False,,,0,,SUB out: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-11-22T02:36:18.3Z,2,REGULAR,substitution,out,['startperiod'],1630219,,,1610612757,34,21,2023-11-22T02:37:00Z,1540000,False,,,0,,SUB out: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-11-22T02:36:18.3Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612757,34,21,2023-11-22T02:37:00Z,1550000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-11-22T02:36:18.3Z,2,REGULAR,substitution,in,['startperiod'],1630692,,,1610612757,34,21,2023-11-22T02:37:00Z,1560000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-11-22T02:36:18.3Z,2,REGULAR,substitution,in,['startperiod'],1627763,,,1610612757,34,21,2023-11-22T02:37:00Z,1570000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-11-22T02:37:04.8Z,2,REGULAR,period,start,[],0,,,1610612756,34,21,2023-11-22T02:37:04Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M39.00S,2023-11-22T02:37:24.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,91.40932982917214,39.950980392156865,1610612756,34,21,2023-11-22T02:37:31Z,1590000,False,-50.0,28.0,1,right,MISS D. Eubanks cutting DUNK - blocked,"[1629234, 1629680]",1610612756.0,PHX,cutting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,,5.76,Missed,,,,,,,,,,,,,,Thybulle,1629680.0
162,PT11M39.00S,2023-11-22T02:37:24.9Z,2,REGULAR,block,,[],1629680,,,1610612756,34,21,2023-11-22T02:37:27Z,1600000,False,,,0,,M. Thybulle BLOCK (1 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT11M37.00S,2023-11-22T02:37:26.9Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,34,21,2023-11-22T02:37:31Z,1610000,False,,,0,,M. Thybulle REBOUND (Off:1 Def:1),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,161.0,,2.0,1.0,1.0,,,,,,,,,,
164,PT11M27.00S,2023-11-22T02:37:36.7Z,2,REGULAR,3pt,Jump Shot,[],1641871,28.203022339027594,24.754901960784316,1610612757,34,21,2023-11-22T02:37:41Z,1620000,False,126.0,213.0,1,left,MISS D. Reath 24' 3PT,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,24.72,Missed,,,,,,,,,,,,,,,
165,PT11M23.00S,2023-11-22T02:37:40.7Z,2,REGULAR,rebound,defensive,[],1626164,,,1610612756,34,21,2023-11-22T02:37:41Z,1630000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,164.0,,2.0,2.0,0.0,,,,,,,,,,
166,PT11M16.00S,2023-11-22T02:37:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,93.64323258869908,48.03921568627451,1610612756,36,21,2023-11-22T02:38:40Z,1640000,False,-10.0,7.0,1,right,J. Goodwin cutting finger roll Layup (2 PTS) (D. Booker 5 AST),"[1630692, 1626164]",1610612756.0,PHX,cutting finger roll,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,1.22,Made,,,,,,2.0,D. Booker,1626164.0,5.0,,,,,,
168,PT10M55.00S,2023-11-22T02:38:08.7Z,2,REGULAR,3pt,Jump Shot,[],1627763,25.706307490144546,82.1078431372549,1610612757,36,21,2023-11-22T02:38:12Z,1660000,False,-161.0,189.0,1,left,MISS M. Brogdon 24' pullup 3PT,[1627763],1610612757.0,POR,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,24.8,Missed,,,,,,,,,,,,,,,
169,PT10M53.00S,2023-11-22T02:38:10.7Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,36,21,2023-11-22T02:38:12Z,1670000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,168.0,,2.0,2.0,0.0,,,,,,,,,,
170,PT10M46.00S,2023-11-22T02:38:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.06636005256242,46.32352941176471,1610612756,38,21,2023-11-22T02:38:22Z,1680000,False,-18.0,22.0,1,right,D. Booker driving Layup (6 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,2.88,Made,,,,,,6.0,,,,,,,,,
171,PT10M32.00S,2023-11-22T02:38:31.4Z,2,REGULAR,3pt,Jump Shot,[],1641871,26.10052562417871,17.401960784313726,1610612757,38,24,2023-11-22T02:38:35Z,1690000,False,163.0,193.0,1,left,D. Reath 25' 3PT  (3 PTS) (J. Grant 3 AST),"[1641871, 203924]",1610612757.0,POR,,,,Reath,D. Reath,,,,,Above the Break 3,24+ Right Center,,,,25.25,Made,,,,,,3.0,J. Grant,203924.0,3.0,,,,,,
