actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
86,PT05M29.00S,2024-04-06T02:24:01.7Z,1,REGULAR,substitution,in,[],1628420,,,1610612756,20,4,2024-04-06T02:24:13Z,860000,False,,,0,,SUB in: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M29.00S,2024-04-06T02:24:26.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",201142,,,1610612756,21,4,2024-04-06T02:24:26Z,870000,False,,,0,,K. Durant Free Throw 2 of 2 (7 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,
88,PT05M17.00S,2024-04-06T02:24:41.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,79.188567674113,4.166666666666666,1610612750,21,7,2024-04-06T02:24:53Z,880000,False,-229.0,143.0,1,right,A. Edwards 27' 3PT  (3 PTS) (K. Anderson 1 AST),"[1630162, 203937]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,3.0,27.02,,,,,K. Anderson,203937.0,1.0,,
90,PT05M17.00S,2024-04-06T02:24:46.8Z,1,REGULAR,foul,personal,['1freethrow'],201142,,,1610612750,21,7,2024-04-06T02:25:10Z,900000,False,,,0,,K. Durant shooting personal FOUL (2 PF) (Edwards 1 FT),"[201142, 1630162]",1610612756.0,PHX,shooting,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,101284.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
92,PT05M17.00S,2024-04-06T02:25:13.5Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,21,8,2024-04-06T02:25:13Z,920000,False,,,0,,A. Edwards Free Throw 1 of 1 (4 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
93,PT05M11.00S,2024-04-06T02:25:26.5Z,1,REGULAR,foul,personal,[],1630162,,,1610612756,21,8,2024-04-06T02:25:39Z,930000,False,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 203994]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,101284.0,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,
95,PT05M01.00S,2024-04-06T02:25:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.389618922470433,49.50980392156863,1610612756,21,8,2024-04-06T02:26:00Z,950000,False,2.0,8.0,1,left,MISS E. Gordon driving Layup,[201569],1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,0.8,,,,,,,,,
96,PT04M57.00S,2024-04-06T02:25:58.1Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,21,8,2024-04-06T02:26:00Z,960000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,95.0,2.0,2.0,0.0,,,,,
97,PT04M51.00S,2024-04-06T02:26:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,94.30026281208936,49.50980392156863,1610612750,21,10,2024-04-06T02:26:15Z,970000,False,-2.0,1.0,1,right,A. Edwards driving Layup (6 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,6.0,0.27,,,,,,,,,
98,PT04M35.00S,2024-04-06T02:26:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,14.668199737187912,37.745098039215684,1610612756,21,10,2024-04-06T02:27:30Z,980000,False,61.0,85.0,1,left,MISS G. Allen 10' turnaround Shot,[1628960],1610612756.0,PHX,turnaround,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,Missed,,10.51,,,,,,,,,
99,PT04M32.00S,2024-04-06T02:26:22.2Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,21,10,2024-04-06T02:26:24Z,990000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,98.0,3.0,3.0,0.0,,,,,
100,PT04M23.00S,2024-04-06T02:26:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,81.02825229960578,45.83333333333333,1610612750,21,10,2024-04-06T02:29:51Z,1000000,False,-21.0,126.0,1,right,MISS K. Anderson 12' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,12.75,,,,,,,,,
101,PT04M20.00S,2024-04-06T02:26:36.7Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,21,10,2024-04-06T02:29:02Z,1010000,False,,,0,,A. Edwards REBOUND (Off:1 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,100.0,3.0,2.0,1.0,,,,,
102,PT04M19.00S,2024-04-06T02:26:39.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630162,94.40999984741211,50.0,1610612750,21,10,2024-04-06T02:29:12Z,1020000,False,0.0,0.0,1,right,MISS A. Edwards tip Layup,[1630162],1610612750.0,MIN,tip,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,0.0,,,,,,,,,
103,PT04M18.00S,2024-04-06T02:26:40.3Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,21,10,2024-04-06T02:29:12Z,1030000,False,,,0,,G. Allen REBOUND (Off:0 Def:4),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,102.0,4.0,4.0,0.0,,,,,
104,PT04M12.00S,2024-04-06T02:26:45.7Z,1,REGULAR,turnover,traveling,[],1628960,,,1610612756,21,10,2024-04-06T02:26:59Z,1040000,False,,,0,,G. Allen traveling TURNOVER (1 TO),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,1.0,,,101284.0,,,,,,,,,,,,,,,,
105,PT04M12.00S,2024-04-06T02:26:49.0Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,21,10,2024-04-06T02:26:52Z,1050000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M12.00S,2024-04-06T02:26:49.0Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,21,10,2024-04-06T02:26:52Z,1060000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M57.00S,2024-04-06T02:27:21.2Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,21,10,2024-04-06T02:27:26Z,1070000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 201569]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,1.0,Gordon,201569.0,,,,,,,,,,,,,,,,,
108,PT03M57.00S,2024-04-06T02:27:21.2Z,1,REGULAR,steal,,[],201569,,,1610612756,21,10,2024-04-06T02:27:26Z,1080000,False,,,0,,E. Gordon STEAL (1 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
109,PT03M52.00S,2024-04-06T02:27:28.1Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,21,10,2024-04-06T02:27:40Z,1090000,False,,,0,,D. Booker lost ball out-of-bounds TURNOVER (2 TO),[1626164],1610612756.0,PHX,lost ball,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,101284.0,,,,,,,,,,,,,,,,
110,PT03M52.00S,2024-04-06T02:27:32.6Z,1,REGULAR,substitution,out,[],203994,,,1610612750,21,10,2024-04-06T02:27:35Z,1100000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2024-04-06T02:27:32.6Z,1,REGULAR,substitution,in,[],1629234,,,1610612750,21,10,2024-04-06T02:27:35Z,1110000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M29.00S,2024-04-06T02:28:06.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203937,81.553876478318,56.127450980392155,1610612750,21,10,2024-04-06T02:28:27Z,1120000,False,31.0,121.0,1,right,MISS K. Anderson 12' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,12.47,,,,,,,,,
113,PT03M28.00S,2024-04-06T02:28:07.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,21,10,2024-04-06T02:28:27Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,112.0,,,,,,,,
114,PT03M28.00S,2024-04-06T02:28:11.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,21,10,2024-04-06T02:28:17Z,1140000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,1151.0,,,,,,,,,,,,,,,,
115,PT03M28.00S,2024-04-06T02:28:17.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,21,10,2024-04-06T02:28:17Z,1150000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2024-04-06T02:30:48.7Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,21,10,2024-04-06T02:31:10Z,1160000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M28.00S,2024-04-06T02:30:48.7Z,1,REGULAR,substitution,in,[],203078,,,1610612756,21,10,2024-04-06T02:31:10Z,1170000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M18.00S,2024-04-06T02:31:22.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,23.078186596583443,49.50980392156863,1610612756,23,10,2024-04-06T02:35:26Z,1180000,False,2.0,164.0,1,left,K. Durant 16' Jump Shot (9 PTS) (D. Booker 4 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,,,,,,,Made,9.0,16.44,,,,,D. Booker,1626164.0,4.0,,
120,PT03M00.00S,2024-04-06T02:31:40.7Z,1,REGULAR,3pt,Jump Shot,[],1629638,74.32654402102497,11.519607843137255,1610612750,23,13,2024-04-06T02:31:46Z,1200000,False,-192.0,189.0,1,right,N. Alexander-Walker 26' 3PT  (3 PTS) (K. Anderson 2 AST),"[1629638, 203937]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,3.0,26.96,,,,,K. Anderson,203937.0,2.0,,
122,PT02M35.00S,2024-04-06T02:32:05.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,14.14257555847569,46.81372549019608,1610612756,23,13,2024-04-06T02:32:10Z,1220000,False,16.0,80.0,1,left,MISS D. Eubanks 8' turnaround Hook,[1629234],1610612756.0,PHX,turnaround,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,8.2,,,,,,,,,
123,PT02M32.00S,2024-04-06T02:32:08.6Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,23,13,2024-04-06T02:32:10Z,1230000,False,,,0,,N. Reid REBOUND (Off:0 Def:4),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,122.0,4.0,4.0,0.0,,,,,
124,PT02M27.00S,2024-04-06T02:32:13.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,73.14388961892247,14.950980392156863,1610612750,23,13,2024-04-06T02:32:20Z,1240000,False,-175.0,200.0,1,right,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.58,,,,,,,,,
125,PT02M24.00S,2024-04-06T02:32:16.6Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612756,23,13,2024-04-06T02:32:20Z,1250000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,
126,PT02M10.00S,2024-04-06T02:32:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.783837056504599,50.245098039215684,1610612756,25,13,2024-04-06T02:32:34Z,1260000,False,-1.0,11.0,1,left,E. Gordon driving Layup (2 PTS) (K. Durant 2 AST),"[201569, 201142]",1610612756.0,PHX,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,1.14,,,,,K. Durant,201142.0,2.0,,
128,PT01M57.00S,2024-04-06T02:32:45.6Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612750,25,13,2024-04-06T02:33:01Z,1280000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Edwards 2 FT),"[203078, 1630162]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,1627961.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
130,PT01M57.00S,2024-04-06T02:33:21.4Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,25,14,2024-04-06T02:33:21Z,1300000,False,,,0,,A. Edwards Free Throw 1 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,
131,PT01M57.00S,2024-04-06T02:33:22.5Z,1,REGULAR,substitution,out,[],201142,,,1610612750,25,14,2024-04-06T02:33:28Z,1310000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M57.00S,2024-04-06T02:33:22.5Z,1,REGULAR,substitution,out,[],1629675,,,1610612750,25,14,2024-04-06T02:33:28Z,1320000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2024-04-06T02:33:22.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612750,25,14,2024-04-06T02:33:28Z,1330000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M57.00S,2024-04-06T02:33:22.5Z,1,REGULAR,substitution,in,[],203497,,,1610612750,25,14,2024-04-06T02:33:28Z,1340000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M57.00S,2024-04-06T02:33:41.2Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,25,15,2024-04-06T02:33:41Z,1350000,False,,,0,,A. Edwards Free Throw 2 of 2 (8 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,
136,PT01M42.00S,2024-04-06T02:33:58.4Z,1,REGULAR,3pt,Jump Shot,[],203078,18.347568988173457,6.862745098039216,1610612756,28,15,2024-04-06T02:34:03Z,1360000,False,216.0,120.0,1,left,B. Beal 24' 3PT  (7 PTS) (D. Booker 5 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,7.0,24.68,,,,,D. Booker,1626164.0,5.0,,
138,PT01M22.00S,2024-04-06T02:34:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,88.78120893561103,48.77450980392157,1610612750,28,17,2024-04-06T02:34:26Z,1380000,False,-6.0,53.0,1,right,K. Anderson driving floating Jump Shot (2 PTS) (A. Edwards 2 AST),"[203937, 1630162]",1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,2.0,5.33,,,,,A. Edwards,1630162.0,2.0,,
140,PT01M07.00S,2024-04-06T02:34:33.9Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203937,,,1610612756,28,17,2024-04-06T02:41:13Z,1400000,False,,,0,,K. Anderson shooting personal FOUL (1 PF) (Gordon 3 FT),"[203937, 201569]",1610612750.0,MIN,shooting,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,,1151.0,1.0,0.0,Gordon,201569.0,,,,,,,,,,,,
142,PT01M07.00S,2024-04-06T02:35:04.4Z,1,REGULAR,freethrow,1 of 3,[],201569,,,1610612756,29,17,2024-04-06T02:35:57Z,1420000,False,,,0,,E. Gordon Free Throw 1 of 3 (3 PTS),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
143,PT01M07.00S,2024-04-06T02:35:04.4Z,1,REGULAR,freethrow,2 of 3,[],201569,,,1610612756,30,17,2024-04-06T02:35:57Z,1430000,False,,,0,,E. Gordon Free Throw 2 of 3 (4 PTS),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
144,PT01M07.00S,2024-04-06T02:35:04.4Z,1,REGULAR,freethrow,3 of 3,[],201569,,,1610612756,30,17,2024-04-06T02:35:57Z,1440000,False,,,0,,MISS E. Gordon Free Throw 3 of 3,[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
145,PT01M05.00S,2024-04-06T02:35:06.4Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,30,17,2024-04-06T02:35:34Z,1450000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,144.0,2.0,1.0,1.0,,,,,
146,PT00M52.50S,2024-04-06T02:35:45.3Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,30,17,2024-04-06T02:36:01Z,1460000,False,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 201569]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,2.0,Gordon,201569.0,,,,,,,,,,,,,,,,,
147,PT00M52.50S,2024-04-06T02:35:45.3Z,1,REGULAR,steal,,[],201569,,,1610612756,30,17,2024-04-06T02:43:03Z,1470000,False,,,0,,E. Gordon STEAL (2 STL),[201569],1610612756.0,PHX,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
148,PT00M48.80S,2024-04-06T02:35:50.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203078,6.783837056504599,50.98039215686274,1610612756,32,17,2024-04-06T02:43:09Z,1480000,False,-5.0,11.0,1,left,B. Beal running Layup (9 PTS) (E. Gordon 1 AST),"[203078, 201569]",1610612756.0,PHX,running,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,9.0,1.23,,,,,E. Gordon,201569.0,1.0,,
150,PT00M35.50S,2024-04-06T02:36:05.0Z,1,REGULAR,3pt,Jump Shot,[],1628420,94.1688567674113,2.941176470588235,1610612750,32,20,2024-04-06T02:36:15Z,1500000,False,-235.0,2.0,1,right,M. Morris 3PT  (3 PTS) (K. Anderson 3 AST),"[1628420, 203937]",1610612750.0,MIN,,,,Morris,M. Morris,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,3.0,23.53,,,,,K. Anderson,203937.0,3.0,,
152,PT00M16.70S,2024-04-06T02:36:29.0Z,1,REGULAR,foul,offensive,[],203078,,,1610612756,32,20,2024-04-06T02:36:40Z,1520000,False,,,0,,B. Beal offensive FOUL (2 PF),"[203078, 1629638]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,1151.0,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,
154,PT00M16.70S,2024-04-06T02:36:29.0Z,1,REGULAR,turnover,offensive foul,[],203078,,,1610612756,32,20,2024-04-06T02:36:29Z,1540000,False,,,0,,B. Beal offensive foul TURNOVER (1 TO),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,1.0,,,1151.0,,,,,,,,,,,,,,,,
155,PT00M16.70S,2024-04-06T02:36:42.8Z,1,REGULAR,substitution,out,[],203078,,,1610612750,32,20,2024-04-06T02:36:51Z,1550000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M16.70S,2024-04-06T02:36:42.8Z,1,REGULAR,substitution,in,[],1628960,,,1610612750,32,20,2024-04-06T02:36:51Z,1560000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M02.80S,2024-04-06T02:37:14.7Z,1,REGULAR,turnover,out-of-bounds,[],203937,,,1610612750,32,20,2024-04-06T02:46:38Z,1570000,False,,,0,,K. Anderson lost ball out-of-bounds TURNOVER (1 TO),[203937],1610612750.0,MIN,lost ball,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Center,1.0,,,1151.0,,,,,,,,,,,,,,,,
158,PT00M00.00S,2024-04-06T02:37:29.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,35.56176084099869,71.07843137254902,1610612756,32,20,2024-04-06T02:37:35Z,1580000,False,-105.0,282.0,1,left,MISS D. Booker 30' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,30.09,,,,,,,,,
159,PT00M00.00S,2024-04-06T02:37:32.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,32,20,2024-04-06T02:37:32Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,158.0,,,,,,,,
160,PT00M00.00S,2024-04-06T02:37:34.1Z,1,REGULAR,period,end,[],0,,,1610612756,32,20,2024-04-06T02:37:34Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,32,20,2024-04-06T02:40:09Z,1610000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612756,32,20,2024-04-06T02:40:09Z,1620000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,out,['startperiod'],1628960,,,1610612756,32,20,2024-04-06T02:40:09Z,1630000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612756,32,20,2024-04-06T02:40:09Z,1640000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,out,['startperiod'],1628420,,,1610612756,32,20,2024-04-06T02:40:09Z,1650000,False,,,0,,SUB out: M. Morris,[1628420],1610612750.0,MIN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612756,32,20,2024-04-06T02:40:09Z,1660000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,in,['startperiod'],1629626,,,1610612756,32,20,2024-04-06T02:40:09Z,1670000,False,,,0,,SUB in: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,in,['startperiod'],203078,,,1610612756,32,20,2024-04-06T02:40:09Z,1680000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612756,32,20,2024-04-06T02:40:09Z,1690000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-04-06T02:39:40.9Z,2,REGULAR,substitution,in,['startperiod'],1629162,,,1610612756,32,20,2024-04-06T02:40:09Z,1700000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-04-06T02:40:17.8Z,2,REGULAR,period,start,[],0,,,1610612750,32,20,2024-04-06T02:40:17Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
