actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
80,PT05M20.00S,2023-12-14T02:25:35.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,12,15,2023-12-14T02:25:43Z,800000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,,,79.0,5.0,4.0,1.0,,,,,,,,,,,,
81,PT05M13.00S,2023-12-14T02:25:42.5Z,1,REGULAR,3pt,Jump Shot,[],1629002,7.178055190538765,4.166666666666666,1610612756,15,15,2023-12-14T02:25:46Z,810000,False,229.0,15.0,1,left,C. Metu 3PT  (5 PTS) (N. Little 1 AST),"[1629002, 1629642]",1610612756.0,PHX,,,,Metu,C. Metu,,,,,Right Corner 3,24+ Right,,,22.97,Made,,,,,5.0,N. Little,1629642.0,1.0,,,,,,,,
83,PT04M58.00S,2023-12-14T02:25:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,92.59198423127464,51.9607843137255,1610612751,15,15,2023-12-14T02:26:17Z,830000,False,10.0,17.0,1,right,MISS C. Thomas driving Layup - blocked,"[1630560, 203994]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,1.97,Missed,,,,,,,,,,,,,Nurkic,203994.0,,
84,PT04M58.00S,2023-12-14T02:25:58.3Z,1,REGULAR,block,,[],203994,,,1610612751,15,15,2023-12-14T02:26:00Z,840000,False,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
85,PT04M58.00S,2023-12-14T02:25:58.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,15,15,2023-12-14T02:26:17Z,850000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,83.0,,,,,,,,,,,,,,,
87,PT04M58.00S,2023-12-14T02:26:03.9Z,1,REGULAR,substitution,out,[],1630560,,,1610612756,15,15,2023-12-14T02:26:13Z,870000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2023-12-14T02:26:03.9Z,1,REGULAR,substitution,in,[],1627827,,,1610612756,15,15,2023-12-14T02:26:13Z,880000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M51.00S,2023-12-14T02:26:28.1Z,1,REGULAR,foul,personal,[],1627827,,,1610612756,15,15,2023-12-14T02:26:35Z,890000,False,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 201142]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Right Center,1146.0,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,,,
91,PT04M51.00S,2023-12-14T02:26:36.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612756,15,15,2023-12-14T02:26:42Z,910000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M51.00S,2023-12-14T02:26:36.5Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,15,15,2023-12-14T02:26:42Z,920000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M45.00S,2023-12-14T02:26:52.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,5.075558475689881,52.20588235294118,1610612756,17,15,2023-12-14T02:32:20Z,930000,False,-11.0,-5.0,1,left,K. Durant driving Layup (3 PTS) (D. Booker 4 AST),"[201142, 1626164]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,1.2,Made,,,,,3.0,D. Booker,1626164.0,4.0,,,,,,,,
95,PT04M45.00S,2023-12-14T02:26:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,17,15,2023-12-14T02:26:59Z,950000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2023-12-14T02:30:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,85.75886990801577,37.00980392156863,1610612751,17,15,2023-12-14T02:30:21Z,960000,False,-65.0,81.0,1,right,MISS M. Bridges 10' pullup Shot - blocked,"[1628969, 201142]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,,,10.42,Missed,,,,,,,,,,,,,Durant,201142.0,,
99,PT04M28.00S,2023-12-14T02:30:08.8Z,1,REGULAR,block,,[],201142,,,1610612751,17,15,2023-12-14T02:30:11Z,970000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
100,PT04M28.00S,2023-12-14T02:30:08.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,17,15,2023-12-14T02:30:21Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,98.0,,,,,,,,,,,,,,,
102,PT04M26.00S,2023-12-14T02:30:26.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630549,74.06373193166885,15.441176470588236,1610612751,17,15,2023-12-14T02:30:30Z,1000000,False,-173.0,191.0,1,right,MISS D. Sharpe 25' 3PT,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,25.78,Missed,,,,,,,,,,,,,,,,
103,PT04M22.00S,2023-12-14T02:30:30.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,17,15,2023-12-14T02:30:30Z,1010000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,
104,PT04M17.00S,2023-12-14T02:30:34.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201142,17.296320630749015,35.294117647058826,1610612756,17,15,2023-12-14T02:30:48Z,1020000,False,74.0,110.0,1,left,MISS K. Durant 13' running pullup Shot,[201142],1610612756.0,PHX,running pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Right,,,13.24,Missed,,,,,,,,,,,,,,,,
105,PT04M13.00S,2023-12-14T02:30:38.1Z,1,REGULAR,rebound,offensive,[],1629642,,,1610612756,17,15,2023-12-14T02:30:38Z,1030000,False,,,0,,N. Little REBOUND (Off:1 Def:0),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Right,,,,,104.0,1.0,0.0,1.0,,,,,,,,,,,,
106,PT04M06.00S,2023-12-14T02:30:45.6Z,1,REGULAR,turnover,bad pass,[],1629642,,,1610612756,17,15,2023-12-14T02:36:55Z,1040000,False,,,0,,N. Little bad pass TURNOVER (1 TO),"[1629642, 203915]",1610612756.0,PHX,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,Dinwiddie,203915.0
107,PT04M06.00S,2023-12-14T02:30:45.6Z,1,REGULAR,steal,,[],203915,,,1610612751,17,15,2023-12-14T02:30:47Z,1050000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
108,PT03M59.00S,2023-12-14T02:30:52.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,85.89027595269383,94.6078431372549,1610612751,17,15,2023-12-14T02:30:57Z,1060000,False,223.0,80.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,23.69,Missed,,,,,,,,,,,,,,,,
109,PT03M54.00S,2023-12-14T02:30:57.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,17,15,2023-12-14T02:30:57Z,1070000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Right Corner 3,24+ Right,,,,,108.0,6.0,5.0,1.0,,,,,,,,,,,,
110,PT03M51.00S,2023-12-14T02:31:03.0Z,1,REGULAR,foul,personal,[],1628969,,,1610612756,17,15,2023-12-14T02:31:16Z,1080000,False,,,0,,M. Bridges personal FOUL (1 PF),"[1628969, 1629642]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,1627963.0,,,,,,,,,,,,1.0,0.0,Little,1629642.0,,,,
112,PT03M51.00S,2023-12-14T02:31:13.2Z,1,REGULAR,substitution,out,[],1629002,,,1610612756,17,15,2023-12-14T02:31:16Z,1100000,False,,,0,,SUB out: C. Metu,[1629002],1610612756.0,PHX,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M51.00S,2023-12-14T02:31:13.2Z,1,REGULAR,substitution,in,[],1629139,,,1610612756,17,15,2023-12-14T02:31:16Z,1110000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M41.00S,2023-12-14T02:31:39.4Z,1,REGULAR,2pt,Jump Shot,[],201142,15.193823915900131,26.96078431372549,1610612756,19,15,2023-12-14T02:38:04Z,1120000,False,115.0,90.0,1,left,K. Durant 14' fadeaway Jump Shot (5 PTS),[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,14.64,Made,,,,,5.0,,,,,,,,,,,
115,PT03M29.00S,2023-12-14T02:31:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,84.31340341655716,38.23529411764706,1610612751,19,15,2023-12-14T02:39:21Z,1130000,False,-59.0,95.0,1,right,MISS S. Dinwiddie 11' driving floating Shot,[203915],1610612751.0,BKN,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Left,,,11.17,Missed,,,,,,,,,,,,,,,,
116,PT03M25.00S,2023-12-14T02:31:54.3Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,19,15,2023-12-14T02:31:56Z,1140000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Left,,,,,115.0,2.0,0.0,2.0,,,,,,,,,,,,
117,PT03M25.00S,2023-12-14T02:31:55.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,94.40999984741211,50.0,1610612751,19,15,2023-12-14T02:31:58Z,1150000,False,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
118,PT03M25.00S,2023-12-14T02:31:55.5Z,1,REGULAR,rebound,offensive,[],203915,,,1610612751,19,15,2023-12-14T02:31:58Z,1160000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,117.0,2.0,1.0,1.0,,,,,,,,,,,,
119,PT03M16.00S,2023-12-14T02:32:04.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,93.77463863337714,42.8921568627451,1610612751,19,17,2023-12-14T02:32:09Z,1170000,False,-36.0,6.0,1,right,D. Finney-Smith driving Layup (2 PTS) (S. Dinwiddie 3 AST),"[1627827, 203915]",1610612751.0,BKN,driving,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,3.6,Made,,,,,2.0,S. Dinwiddie,203915.0,3.0,,,,,,,,
121,PT03M01.00S,2023-12-14T02:32:18.8Z,1,REGULAR,3pt,Jump Shot,[],1629642,4.681340341655716,96.56862745098039,1610612756,19,17,2023-12-14T02:32:23Z,1190000,False,-233.0,-8.0,1,left,MISS N. Little 3PT,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Left Corner 3,24+ Left,,,23.3,Missed,,,,,,,,,,,,,,,,
122,PT02M58.00S,2023-12-14T02:32:23.1Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,19,17,2023-12-14T02:32:23Z,1200000,False,,,0,,D. Booker REBOUND (Off:1 Def:0),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,,,,,121.0,1.0,0.0,1.0,,,,,,,,,,,,
123,PT02M56.00S,2023-12-14T02:32:24.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629139,22.158344283837057,8.57843137254902,1610612756,19,17,2023-12-14T02:32:29Z,1210000,False,207.0,156.0,1,left,MISS Y. Watanabe 25' 3PT,[1629139],1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,,,25.92,Missed,,,,,,,,,,,,,,,,
124,PT02M51.00S,2023-12-14T02:32:29.9Z,1,REGULAR,rebound,offensive,[],1629642,,,1610612756,19,17,2023-12-14T02:32:29Z,1220000,False,,,0,,N. Little REBOUND (Off:2 Def:0),[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,,,,,123.0,2.0,0.0,2.0,,,,,,,,,,,,
125,PT02M48.00S,2023-12-14T02:32:32.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201142,11.251642575558476,46.81372549019608,1610612756,21,17,2023-12-14T02:40:44Z,1230000,False,16.0,53.0,1,left,K. Durant Jump Shot (7 PTS) (J. Nurkic 1 AST),"[201142, 203994]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,5.56,Made,,,,,7.0,J. Nurkic,203994.0,1.0,,,,,,,,
127,PT02M37.00S,2023-12-14T02:32:46.8Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612751,21,17,2023-12-14T02:32:52Z,1250000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1626164, 1630549]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,,,,,,,,,,,,2.0,0.0,Sharpe,1630549.0,,,,
129,PT02M37.00S,2023-12-14T02:33:19.2Z,1,REGULAR,freethrow,1 of 2,[],1630549,,,1610612751,21,17,2023-12-14T02:34:01Z,1270000,False,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
130,PT02M37.00S,2023-12-14T02:33:19.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,21,17,2023-12-14T02:34:01Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,
131,PT02M37.00S,2023-12-14T02:33:19.7Z,1,REGULAR,substitution,out,[],1626164,,,1610612751,21,17,2023-12-14T02:33:30Z,1290000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M37.00S,2023-12-14T02:33:19.7Z,1,REGULAR,substitution,out,[],203994,,,1610612751,21,17,2023-12-14T02:33:30Z,1300000,False,,,0,,SUB out: J. Nurkic,[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M37.00S,2023-12-14T02:33:19.7Z,1,REGULAR,substitution,in,[],1629234,,,1610612751,21,17,2023-12-14T02:33:30Z,1320000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M37.00S,2023-12-14T02:33:19.7Z,1,REGULAR,substitution,in,[],1630692,,,1610612751,21,17,2023-12-14T02:33:30Z,1330000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M37.00S,2023-12-14T02:33:19.7Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,21,17,2023-12-14T02:33:30Z,1340000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M37.00S,2023-12-14T02:33:19.7Z,1,REGULAR,substitution,out,[],203915,,,1610612751,21,17,2023-12-14T02:34:22Z,1345000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M37.00S,2023-12-14T02:33:19.2Z,1,REGULAR,freethrow,2 of 2,[],1630549,,,1610612751,21,18,2023-12-14T02:34:01Z,1350000,False,,,0,,D. Sharpe Free Throw 2 of 2 (1 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
138,PT02M27.00S,2023-12-14T02:33:59.2Z,1,REGULAR,foul,technical,['1freethrow'],1630549,,,1610612756,21,18,2023-12-14T02:34:18Z,1360000,False,,,0,,D. Sharpe defensive-3-second technical FOUL (1 Tech),[1630549],1610612751.0,BKN,defensive-3-second,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,0.0,1.0,,,,,,
139,PT02M27.00S,2023-12-14T02:34:21.2Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612756,22,18,2023-12-14T02:34:21Z,1370000,False,,,0,,K. Durant technical Free Throw 1 of 1 (8 PTS),[201142],1610612756.0,PHX,technical,,,Durant,K. Durant,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
141,PT02M27.00S,2023-12-14T02:34:23.1Z,1,REGULAR,substitution,out,[],1629642,,,1610612756,22,18,2023-12-14T02:34:25Z,1380000,False,,,0,,SUB out: N. Little,[1629642],1610612756.0,PHX,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M27.00S,2023-12-14T02:34:23.1Z,1,REGULAR,substitution,in,[],203078,,,1610612756,22,18,2023-12-14T02:34:25Z,1390000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M20.00S,2023-12-14T02:34:42.1Z,1,REGULAR,2pt,Jump Shot,[],203078,25.706307490144546,49.01960784313725,1610612756,22,18,2023-12-14T02:34:47Z,1400000,False,5.0,189.0,1,left,MISS B. Beal 18' pullup Shot,[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,,,18.92,Missed,,,,,,,,,,,,,,,,
144,PT02M17.00S,2023-12-14T02:34:45.1Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,22,18,2023-12-14T02:34:47Z,1410000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,
145,PT02M09.00S,2023-12-14T02:34:53.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,92.59198423127464,48.28431372549019,1610612751,22,20,2023-12-14T02:34:58Z,1420000,False,-9.0,17.0,1,right,D. Sharpe Layup (3 PTS) (R. O'Neale 1 AST),"[1630549, 1626220]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,1.91,Made,,,,,3.0,R. O'Neale,1626220.0,1.0,,,,,,,,
147,PT01M55.00S,2023-12-14T02:35:07.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,15.062417871222076,40.68627450980392,1610612756,22,20,2023-12-14T02:42:29Z,1440000,False,47.0,89.0,1,left,MISS D. Eubanks 10' turnaround Hook,[1629234],1610612756.0,PHX,turnaround,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,10.06,Missed,,,,,,,,,,,,,,,,
148,PT01M53.00S,2023-12-14T02:35:09.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,22,20,2023-12-14T02:35:14Z,1450000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,147.0,,,,,,,,,,,,,,,
150,PT01M40.00S,2023-12-14T02:35:34.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,69.72733245729303,67.8921568627451,1610612751,22,20,2023-12-14T02:35:38Z,1470000,False,89.0,232.0,1,right,MISS M. Bridges 24' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,24.88,Missed,,,,,,,,,,,,,,,,
151,PT01M37.00S,2023-12-14T02:35:37.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,20,2023-12-14T02:35:38Z,1480000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,150.0,3.0,0.0,3.0,,,,,,,,,,,,
152,PT01M29.00S,2023-12-14T02:35:46.9Z,1,REGULAR,violation,kicked ball,[],1629234,,,1610612751,22,20,2023-12-14T02:36:10Z,1490000,False,,,0,,D. Eubanks kicked ball VIOLATION,[1629234],1610612756.0,PHX,,,,Eubanks,D. Eubanks,,,,,,,1155.0,,,,,,,,,,,,,,,,,,,
153,PT01M29.00S,2023-12-14T02:35:56.8Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,22,20,2023-12-14T02:36:06Z,1500000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M29.00S,2023-12-14T02:35:56.8Z,1,REGULAR,substitution,in,[],1629661,,,1610612751,22,20,2023-12-14T02:36:06Z,1510000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M23.00S,2023-12-14T02:36:21.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628969,77.34888304862024,44.36274509803921,1610612751,22,22,2023-12-14T02:36:25Z,1520000,False,-28.0,160.0,1,right,M. Bridges 16' pullup Jump Shot (2 PTS) (T. Watford 1 AST),"[1628969, 1630570]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,16.29,Made,,,,,2.0,T. Watford,1630570.0,1.0,,,,,,,,
157,PT00M59.30S,2023-12-14T02:36:45.7Z,1,REGULAR,turnover,bad pass,[],201142,,,1610612756,22,22,2023-12-14T02:36:49Z,1540000,False,,,0,,K. Durant bad pass TURNOVER (1 TO),"[201142, 1629661]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,,,,,Johnson,1629661.0
158,PT00M59.30S,2023-12-14T02:36:45.7Z,1,REGULAR,steal,,[],1629661,,,1610612751,22,22,2023-12-14T02:36:47Z,1550000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
159,PT00M50.10S,2023-12-14T02:36:54.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,91.01511169513797,3.6764705882352944,1610612751,22,25,2023-12-14T02:36:58Z,1560000,False,-232.0,32.0,1,right,M. Bridges 3PT  (5 PTS) (C. Johnson 2 AST),"[1628969, 1629661]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,23.38,Made,,,,,5.0,C. Johnson,1629661.0,2.0,,,,,,,,
161,PT00M37.10S,2023-12-14T02:37:11.7Z,1,REGULAR,3pt,Jump Shot,[],1629139,17.69053876478318,94.6078431372549,1610612756,22,25,2023-12-14T02:37:18Z,1580000,False,-223.0,114.0,1,left,MISS Y. Watanabe 25' 3PT,[1629139],1610612756.0,PHX,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Left Center,,,25.04,Missed,,,,,,,,,,,,,,,,
162,PT00M31.50S,2023-12-14T02:37:17.3Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,22,25,2023-12-14T02:37:18Z,1590000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,
163,PT00M28.80S,2023-12-14T02:37:20.0Z,1,REGULAR,foul,personal,['3freethrow'],201142,,,1610612751,22,25,2023-12-14T02:37:31Z,1600000,False,,,0,,K. Durant shooting personal FOUL (1 PF) (Bridges 3 FT),"[201142, 1628969]",1610612756.0,PHX,shooting,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,1155.0,,,,,,,,,,,,1.0,0.0,Bridges,1628969.0,,,,
165,PT00M28.80S,2023-12-14T02:37:51.7Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],1628969,,,1610612751,22,26,2023-12-14T02:37:51Z,1620000,False,,,0,,M. Bridges Free Throw 1 of 3 (6 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
166,PT00M28.80S,2023-12-14T02:38:14.5Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],1628969,,,1610612751,22,27,2023-12-14T02:38:14Z,1630000,False,,,0,,M. Bridges Free Throw 2 of 3 (7 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
167,PT00M28.80S,2023-12-14T02:38:35.4Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1628969,,,1610612751,22,28,2023-12-14T02:38:35Z,1640000,False,,,0,,M. Bridges Free Throw 3 of 3 (8 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
