actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
85,PT06M12.00S,2026-02-01T01:53:23.6Z,1,REGULAR,substitution,in,[],1630314,,,1610612742,13,8,2026-02-01T01:53:51Z,850000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M56.00S,2026-02-01T01:54:09.3Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612742,13,8,2026-02-01T01:54:13Z,860000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1631106]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Eason,1631106.0
87,PT05M56.00S,2026-02-01T01:54:09.3Z,1,REGULAR,steal,,[],1631106,,,1610612745,13,8,2026-02-01T01:54:45Z,870000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
88,PT05M52.00S,2026-02-01T01:54:15.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631106,88.64980289093299,45.09803921568628,1610612745,15,8,2026-02-01T01:54:21Z,880000,False,-25.0,54.0,1,right,T. Eason running Layup (5 PTS) (K. Durant 2 AST),"[1631106, 201142]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,,,,,,,,,,5.0,K. Durant,201142.0,2.0,,,,,
90,PT05M31.00S,2026-02-01T01:54:34.2Z,1,REGULAR,3pt,Jump Shot,[],1630314,19.136005256241788,93.38235294117648,1610612742,15,8,2026-02-01T01:54:41Z,900000,False,-217.0,127.0,1,left,MISS B. Williams 25' 3PT,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
91,PT05M30.00S,2026-02-01T01:54:35.2Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,15,8,2026-02-01T01:54:41Z,910000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,90.0,,,,,,2.0,1.0,1.0,,,,,,,,,
92,PT05M22.00S,2026-02-01T01:54:46.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642843,14.273981603153747,60.049019607843135,1610612742,15,10,2026-02-01T01:54:52Z,920000,False,-50.0,82.0,1,left,C. Flagg 9' driving floating Jump Shot (6 PTS),[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Left,9.59,Made,,,,,,,,,,6.0,,,,,,,,
93,PT05M22.00S,2026-02-01T01:54:48.7Z,1,REGULAR,foul,personal,['1freethrow'],1629006,,,1610612742,15,10,2026-02-01T01:55:21Z,930000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Flagg 1 FT),"[1629006, 1642843]",1610612745.0,HOU,shooting,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,1628481.0,1.0,0.0,Flagg,1642843.0,,,,,,,,,,,,
95,PT05M22.00S,2026-02-01T01:54:57.1Z,1,REGULAR,substitution,out,[],1641708,,,1610612742,15,10,2026-02-01T01:55:08Z,950000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M22.00S,2026-02-01T01:54:57.1Z,1,REGULAR,substitution,out,[],203939,,,1610612742,15,10,2026-02-01T01:55:08Z,960000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M22.00S,2026-02-01T01:54:57.1Z,1,REGULAR,substitution,in,[],1642263,,,1610612742,15,10,2026-02-01T01:55:08Z,970000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M22.00S,2026-02-01T01:54:57.1Z,1,REGULAR,substitution,in,[],1629655,,,1610612742,15,10,2026-02-01T01:55:08Z,980000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M22.00S,2026-02-01T01:55:22.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1642843,,,1610612742,15,11,2026-02-01T01:55:22Z,990000,False,,,0,,C. Flagg Free Throw 1 of 1 (7 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
100,PT05M09.00S,2026-02-01T01:55:36.2Z,1,REGULAR,3pt,Jump Shot,[],1629006,92.46057818659659,3.9215686274509802,1610612745,15,11,2026-02-01T01:55:42Z,1000000,False,-230.0,18.0,1,right,MISS J. Okogie 3PT,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,23.11,Missed,,,,,,,,,,,,,,,,,,
101,PT05M09.00S,2026-02-01T01:55:36.2Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,15,11,2026-02-01T01:55:42Z,1010000,False,,,0,,C. Flagg REBOUND (Off:0 Def:2),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Left Corner 3,24+ Left,,,100.0,,,,,,2.0,2.0,0.0,,,,,,,,,
102,PT05M00.00S,2026-02-01T01:55:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630314,5.206964520367937,97.05882352941177,1610612742,15,14,2026-02-01T01:55:50Z,1020000,False,-235.0,-4.0,1,left,B. Williams 3PT  (3 PTS) (D. Gafford 1 AST),"[1630314, 1629655]",1610612742.0,DAL,,,,Williams,B. Williams,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,,,,3.0,D. Gafford,1629655.0,1.0,,,,,
104,PT04M47.00S,2026-02-01T01:55:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,83.78777923784494,45.83333333333333,1610612745,17,14,2026-02-01T01:56:04Z,1040000,False,-21.0,100.0,1,right,K. Durant 10' driving floating Jump Shot (6 PTS) (A. Sengun 2 AST),"[201142, 1630578]",1610612745.0,HOU,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,10.2,Made,,,,,,,,,,6.0,A. Sengun,1630578.0,2.0,,,,,
106,PT04M34.00S,2026-02-01T01:56:13.4Z,1,REGULAR,2pt,Jump Shot,[],1631108,28.33442838370565,65.68627450980392,1610612742,17,14,2026-02-01T01:56:19Z,1060000,False,-78.0,214.0,1,left,MISS M. Christie 22' pullup Shot,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Mid-Range,16-24 Left Center,22.77,Missed,,,,,,,,,,,,,,,,,,
107,PT04M32.00S,2026-02-01T01:56:15.4Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,17,14,2026-02-01T01:59:07Z,1070000,False,,,0,,P. Washington REBOUND (Off:2 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,106.0,,,,,,3.0,1.0,2.0,,,,,,,,,
108,PT04M26.00S,2026-02-01T01:56:20.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642843,9.806176084099869,51.470588235294116,1610612742,17,16,2026-02-01T01:56:26Z,1080000,False,-7.0,40.0,1,left,C. Flagg driving finger roll Layup (9 PTS) (P. Washington 1 AST),"[1642843, 1629023]",1610612742.0,DAL,driving finger roll,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,4.04,Made,,,,,,,,,,9.0,P. Washington,1629023.0,1.0,,,,,
109,PT04M12.00S,2026-02-01T01:56:33.2Z,1,REGULAR,3pt,Jump Shot,[],1642263,66.70499342969777,25.245098039215684,1610612745,17,16,2026-02-01T01:56:43Z,1090000,False,-124.0,260.0,1,right,MISS R. Sheppard 28' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,28.84,Missed,,,,,,,,,,,,,,,,,,
110,PT04M10.00S,2026-02-01T01:56:35.2Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,17,16,2026-02-01T01:56:43Z,1100000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,109.0,,,,,,2.0,2.0,0.0,,,,,,,,,
111,PT04M03.00S,2026-02-01T01:56:44.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629023,7.440867279894875,47.05882352941176,1610612742,17,16,2026-02-01T01:58:32Z,1110000,False,15.0,17.0,1,left,MISS P. Washington running Layup,[1629023],1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
112,PT04M02.00S,2026-02-01T01:56:45.1Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,17,16,2026-02-01T01:56:52Z,1120000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,111.0,,,,,,3.0,2.0,1.0,,,,,,,,,
113,PT04M02.00S,2026-02-01T01:56:49.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612742,17,18,2026-02-01T01:56:58Z,1130000,False,0.0,0.0,1,left,D. Gafford tip DUNK (2 PTS),[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
114,PT03M45.00S,2026-02-01T01:57:00.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,82.7365308804205,55.14705882352941,1610612745,17,18,2026-02-01T01:57:09Z,1140000,False,26.0,110.0,1,right,MISS A. Sengun 11' turnaround Shot,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,11.28,Missed,,,,,,,,,,,,,,,,,,
115,PT03M44.00S,2026-02-01T01:57:01.6Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612745,17,18,2026-02-01T01:57:09Z,1150000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,114.0,,,,,,2.0,1.0,1.0,,,,,,,,,
116,PT03M44.00S,2026-02-01T01:57:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629006,91.27792378449409,51.71568627450981,1610612745,19,18,2026-02-01T01:57:18Z,1160000,False,9.0,29.0,1,right,J. Okogie putback Layup (5 PTS),[1629006],1610612745.0,HOU,putback,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,,,,5.0,,,,,,,,
117,PT03M28.00S,2026-02-01T01:57:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,11.383048620236531,54.166666666666664,1610612742,19,18,2026-02-01T01:59:50Z,1170000,False,-21.0,55.0,1,left,MISS M. Christie driving floating Shot,[1631108],1610612742.0,DAL,driving floating,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
118,PT03M23.00S,2026-02-01T01:57:22.2Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612745,19,18,2026-02-01T01:57:32Z,1180000,False,,,0,,J. Okogie REBOUND (Off:1 Def:2),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,117.0,,,,,,3.0,2.0,1.0,,,,,,,,,
119,PT03M17.00S,2026-02-01T01:57:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,91.5407358738502,47.05882352941176,1610612745,21,18,2026-02-01T01:57:38Z,1190000,False,-15.0,27.0,1,right,T. Eason running finger roll Layup (7 PTS) (J. Okogie 1 AST),"[1631106, 1629006]",1610612745.0,HOU,running finger roll,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,,,,7.0,J. Okogie,1629006.0,1.0,,,,,
121,PT02M58.00S,2026-02-01T01:57:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,10.068988173455978,52.94117647058824,1610612742,21,20,2026-02-01T01:57:54Z,1210000,False,-15.0,42.0,1,left,B. Williams driving finger roll Layup (5 PTS),[1630314],1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,,,,,,,,,5.0,,,,,,,,
122,PT02M46.00S,2026-02-01T01:57:59.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,91.14651773981603,51.225490196078425,1610612745,21,20,2026-02-01T01:58:07Z,1220000,False,6.0,31.0,1,right,MISS A. Sengun driving DUNK,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.13,Missed,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2026-02-01T01:58:00.9Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,21,20,2026-02-01T01:58:07Z,1230000,False,,,0,,T. Eason REBOUND (Off:2 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,122.0,,,,,,4.0,2.0,2.0,,,,,,,,,
124,PT02M39.00S,2026-02-01T01:58:06.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629006,90.88370565045992,3.431372549019608,1610612745,21,20,2026-02-01T01:58:13Z,1240000,False,-233.0,33.0,1,right,MISS J. Okogie 3PT,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,23.52,Missed,,,,,,,,,,,,,,,,,,
125,PT02M37.00S,2026-02-01T01:58:08.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,21,20,2026-02-01T01:58:13Z,1250000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,124.0,,,,,,,,,,,,,,,,,
127,PT02M37.00S,2026-02-01T01:58:15.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,21,20,2026-02-01T01:58:15Z,1270000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,out,[],201142,,,1610612742,21,20,2026-02-01T02:01:41Z,1290000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,out,[],1631106,,,1610612742,21,20,2026-02-01T02:01:41Z,1300000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,out,[],1629006,,,1610612742,21,20,2026-02-01T02:01:41Z,1310000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,out,[],1630578,,,1610612742,21,20,2026-02-01T02:01:41Z,1320000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,21,20,2026-02-01T02:01:41Z,1330000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,21,20,2026-02-01T02:01:41Z,1340000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,out,[],1642843,,,1610612742,21,20,2026-02-01T02:01:41Z,1350000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,in,[],203991,,,1610612742,21,20,2026-02-01T02:01:41Z,1360000,False,,,0,,SUB in: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,in,[],1627827,,,1610612742,21,20,2026-02-01T02:01:41Z,1370000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,in,[],1631095,,,1610612742,21,20,2026-02-01T02:01:41Z,1380000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,in,[],1641708,,,1610612742,21,20,2026-02-01T02:01:41Z,1390000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,21,20,2026-02-01T02:01:41Z,1400000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,in,[],202691,,,1610612742,21,20,2026-02-01T02:01:41Z,1410000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M37.00S,2026-02-01T02:01:22.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612742,21,20,2026-02-01T02:01:41Z,1420000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M27.00S,2026-02-01T02:02:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,9.017739816031538,46.81372549019608,1610612742,21,22,2026-02-01T02:02:16Z,1430000,False,16.0,32.0,1,left,B. Williams driving Layup (7 PTS),[1630314],1610612742.0,DAL,driving,,,Williams,B. Williams,,,,,Restricted Area,0-8 Center,3.6,Made,,,,,,,,,,7.0,,,,,,,,
145,PT02M02.00S,2026-02-01T02:02:28.0Z,1,REGULAR,turnover,bad pass,[],1642263,,,1610612745,21,22,2026-02-01T02:02:34Z,1440000,False,,,0,,R. Sheppard bad pass TURNOVER (1 TO),"[1642263, 1628997]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Martin,1628997.0
146,PT02M02.00S,2026-02-01T02:02:28.0Z,1,REGULAR,steal,,[],1628997,,,1610612742,21,22,2026-02-01T02:02:34Z,1450000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT01M57.00S,2026-02-01T02:02:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630314,10.33180026281209,50.0,1610612742,21,22,2026-02-01T02:02:59Z,1460000,False,0.0,45.0,1,left,MISS B. Williams running Layup,[1630314],1610612742.0,DAL,running,,,Williams,B. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.46,Missed,,,,,,,,,,,,,,,,,,
148,PT01M57.00S,2026-02-01T02:02:37.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,21,22,2026-02-01T02:02:37Z,1470000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,,,,,,,,,,,,,,,,,
149,PT01M57.00S,2026-02-01T02:02:57.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612745,21,22,2026-02-01T02:03:05Z,1480000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M57.00S,2026-02-01T02:02:57.5Z,1,REGULAR,substitution,in,[],1630619,,,1610612745,21,22,2026-02-01T02:03:05Z,1490000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M48.00S,2026-02-01T02:03:11.6Z,1,REGULAR,2pt,Jump Shot,[],1642263,79.45137976346912,73.0392156862745,1610612745,23,22,2026-02-01T02:03:15Z,1500000,False,115.0,141.0,1,right,R. Sheppard 18' pullup Jump Shot (2 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Mid-Range,16-24 Right Center,18.18,Made,,,,,,,,,,2.0,,,,,,,,
152,PT01M32.00S,2026-02-01T02:03:26.9Z,1,REGULAR,3pt,Jump Shot,[],202691,31.750985545335087,34.55882352941176,1610612742,23,22,2026-02-01T02:03:33Z,1510000,False,77.0,246.0,1,left,MISS K. Thompson 25' pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.78,Missed,,,,,,,,,,,,,,,,,,
153,PT01M31.00S,2026-02-01T02:03:27.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,23,22,2026-02-01T02:04:04Z,1520000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,,,152.0,,,,,,1.0,1.0,0.0,,,,,,,,,
154,PT01M14.00S,2026-02-01T02:03:44.9Z,1,REGULAR,3pt,Jump Shot,[],1631095,67.09921156373193,40.931372549019606,1610612745,26,22,2026-02-01T02:03:49Z,1530000,False,-45.0,257.0,1,right,J. Smith Jr. 26' 3PT  (3 PTS) (A. Thompson 2 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,26.08,Made,,,,,,,,,,3.0,A. Thompson,1641708.0,2.0,,,,,
156,PT00M56.90S,2026-02-01T02:04:06.7Z,1,REGULAR,3pt,Jump Shot,[],1630314,30.436925098554536,69.6078431372549,1610612742,26,25,2026-02-01T02:19:40Z,1550000,False,-98.0,234.0,1,left,B. Williams 25' 3PT pullup (10 PTS) (C. Martin 1 AST),"[1630314, 1628997]",1610612742.0,DAL,pullup,,,Williams,B. Williams,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,,,,,,10.0,C. Martin,1628997.0,1.0,,,,,
158,PT00M39.50S,2026-02-01T02:04:24.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,91.27792378449409,65.19607843137256,1610612745,28,25,2026-02-01T02:04:29Z,1570000,False,76.0,29.0,1,right,C. Capela 8' turnaround Hook (2 PTS) (R. Sheppard 1 AST),"[203991, 1642263]",1610612745.0,HOU,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,8.15,Made,,,,,,,,,,2.0,R. Sheppard,1642263.0,1.0,,,,,
160,PT00M37.00S,2026-02-01T02:04:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630314,8.360709592641262,58.57843137254902,1610612742,28,27,2026-02-01T02:04:51Z,1590000,False,-43.0,26.0,1,left,B. Williams driving finger roll Layup (12 PTS),[1630314],1610612742.0,DAL,driving finger roll,,,Williams,B. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,,,,,,,,,,12.0,,,,,,,,
161,PT00M37.00S,2026-02-01T02:04:45.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642263,,,1610612742,28,27,2026-02-01T02:04:55Z,1600000,False,,,0,,R. Sheppard shooting personal FOUL (1 PF) (Williams 1 FT),"[1642263, 1630314]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,1628481.0,1.0,0.0,Williams,1630314.0,,,,,,,,,,,,
163,PT00M37.00S,2026-02-01T02:05:06.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,28,27,2026-02-01T02:05:12Z,1620000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M37.00S,2026-02-01T02:05:06.7Z,1,REGULAR,substitution,in,[],201142,,,1610612742,28,27,2026-02-01T02:05:12Z,1630000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M37.00S,2026-02-01T02:05:27.4Z,1,REGULAR,freethrow,1 of 1,[],1630314,,,1610612742,28,28,2026-02-01T02:05:27Z,1640000,False,,,0,,B. Williams Free Throw 1 of 1 (13 PTS),[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,Made,,,,,,,,,,13.0,,,,,,,,
166,PT00M21.60S,2026-02-01T02:05:47.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,91.27792378449409,50.98039215686274,1610612745,30,28,2026-02-01T02:05:51Z,1650000,False,5.0,29.0,1,right,C. Capela cutting DUNK (4 PTS) (K. Durant 3 AST),"[203991, 201142]",1610612745.0,HOU,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,,,,4.0,K. Durant,201142.0,3.0,,,,,
