actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
337,PT01M03.00S,2026-02-01T02:35:39.7Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,54,49,2026-02-01T02:35:39Z,3300000,False,,,0,,N. Marshall Free Throw 2 of 2 (3 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
338,PT00M51.50S,2026-02-01T02:35:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,92.06636005256242,57.107843137254896,1610612745,54,49,2026-02-01T02:42:39Z,3310000,False,36.0,22.0,1,right,MISS A. Thompson driving Layup,[1641708],1610612745.0,HOU,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
339,PT00M51.00S,2026-02-01T02:35:55.0Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,54,49,2026-02-01T02:36:03Z,3320000,False,,,0,,D. Gafford REBOUND (Off:3 Def:5),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,338.0,,,,,,8.0,5.0,3.0,,,,,,,,,
340,PT00M45.30S,2026-02-01T02:36:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631108,7.835085413929041,38.23529411764706,1610612742,54,49,2026-02-01T02:36:10Z,3330000,False,59.0,21.0,1,left,MISS M. Christie 6' running Layup - blocked,"[1631108, 1629006]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,6.25,Missed,,,,,,,,,,,,,,Okogie,1629006.0,,,
341,PT00M45.30S,2026-02-01T02:36:00.7Z,2,REGULAR,block,,[],1629006,,,1610612742,54,49,2026-02-01T02:36:04Z,3340000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
342,PT00M45.30S,2026-02-01T02:36:00.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,54,49,2026-02-01T02:36:10Z,3350000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,340.0,,,,,,,,,,,,,,,,,
343,PT00M38.20S,2026-02-01T02:36:25.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,8.623521681997373,57.35294117647059,1610612742,54,51,2026-02-01T02:43:17Z,3360000,False,-37.0,29.0,1,left,N. Marshall driving Layup (5 PTS),[1630230],1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,,,,,,,,,,5.0,,,,,,,,
344,PT00M33.80S,2026-02-01T02:36:31.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,92.06636005256242,54.90196078431373,1610612745,56,51,2026-02-01T02:36:37Z,3370000,False,25.0,22.0,1,right,J. Smith Jr. alley-oop DUNK (13 PTS) (A. Thompson 6 AST),"[1631095, 1641708]",1610612745.0,HOU,alley-oop,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,,,,13.0,A. Thompson,1641708.0,6.0,,,,,
346,PT00M19.70S,2026-02-01T02:36:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,8.886333771353483,51.470588235294116,1610612742,56,51,2026-02-01T02:36:58Z,3390000,False,-7.0,31.0,1,left,MISS C. Flagg driving Layup,[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
347,PT00M18.10S,2026-02-01T02:36:51.3Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,56,51,2026-02-01T02:36:58Z,3400000,False,,,0,,A. Sengun REBOUND (Off:3 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,346.0,,,,,,7.0,4.0,3.0,,,,,,,,,
348,PT00M06.00S,2026-02-01T02:37:02.0Z,2,REGULAR,3pt,Jump Shot,[],201142,91.40932982917214,3.6764705882352944,1610612745,59,51,2026-02-01T02:37:08Z,3410000,False,-232.0,28.0,1,right,K. Durant 3PT  (9 PTS) (A. Sengun 3 AST),"[201142, 1630578]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,23.33,Made,,,,,,,,,,9.0,A. Sengun,1630578.0,3.0,,,,,
350,PT00M01.90S,2026-02-01T02:37:16.5Z,2,REGULAR,2pt,Jump Shot,[],1630230,7.5722733245729295,70.34313725490196,1610612742,59,51,2026-02-01T02:58:25Z,3430000,False,-102.0,19.0,1,left,MISS N. Marshall 10' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,10.34,Missed,,,,,,,,,,,,,,,,,,
351,PT00M01.40S,2026-02-01T02:37:17.0Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,59,51,2026-02-01T02:58:25Z,3440000,False,,,0,,D. Gafford REBOUND (Off:4 Def:5),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,350.0,,,,,,9.0,5.0,4.0,,,,,,,,,
383,PT00M01.30S,2026-02-01T02:37:28.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,6.356767411300922,50.0,1610612742,59,51,2026-02-01T02:58:02Z,3445000,False,0.0,7.0,1,left,MISS D. Gafford tip Layup,[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.73,Missed,,,,,,,,,,,,,,,,,,
384,PT00M01.30S,2026-02-01T02:37:28.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,59,51,2026-02-01T02:58:02Z,3447500,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,383.0,,,,,,,,,,,,,,,,,
352,PT00M00.00S,2026-02-01T02:37:40.0Z,2,REGULAR,period,end,[],0,,,1610612742,59,51,2026-02-01T02:58:02Z,3450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2026-02-01T02:53:18.2Z,3,REGULAR,substitution,out,['startperiod'],1629006,,,1610612742,59,51,2026-02-01T02:58:02Z,3460000,False,,,0,,SUB out: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2026-02-01T02:53:18.2Z,3,REGULAR,substitution,in,['startperiod'],1631106,,,1610612742,59,51,2026-02-01T02:58:02Z,3470000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2026-02-01T02:54:05.4Z,3,REGULAR,period,start,[],0,,,1610612742,59,51,2026-02-01T02:54:05Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT11M49.00S,2026-02-01T02:54:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,89.30683311432325,52.450980392156865,1610612742,59,51,2026-02-01T02:54:40Z,3490000,False,12.0,48.0,1,right,MISS P. Washington driving Layup - blocked,"[1629023, 1631095]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,Smith Jr.,1631095.0,,,
358,PT11M49.00S,2026-02-01T02:54:22.2Z,3,REGULAR,block,,[],1631095,,,1610612742,59,51,2026-02-01T02:54:24Z,3500000,False,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
359,PT11M49.00S,2026-02-01T02:54:22.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,59,51,2026-02-01T02:54:40Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,357.0,,,,,,,,,,,,,,,,,
361,PT11M42.00S,2026-02-01T02:54:43.8Z,3,REGULAR,turnover,out-of-bounds,[],1631108,,,1610612742,59,51,2026-02-01T02:54:50Z,3530000,False,,,0,,M. Christie lost ball out-of-bounds TURNOVER (1 TO),[1631108],1610612742.0,DAL,lost ball,,,Christie,M. Christie,,,,,Mid-Range,8-16 Right,,,,1628481.0,,,,,,,,,,,,,,1.0,,
362,PT11M32.00S,2026-02-01T02:55:02.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630578,8.754927726675426,47.30392156862745,1610612745,61,51,2026-02-01T02:55:09Z,3540000,False,13.0,30.0,1,left,A. Sengun cutting DUNK (7 PTS) (J. Smith Jr. 2 AST),"[1630578, 1631095]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,,,,,,7.0,J. Smith Jr.,1631095.0,2.0,,,,,
364,PT11M14.00S,2026-02-01T02:55:20.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,90.88370565045992,40.44117647058824,1610612742,61,51,2026-02-01T02:55:27Z,3560000,False,-48.0,33.0,1,right,MISS C. Flagg driving Layup,[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,5.82,Missed,,,,,,,,,,,,,,,,,,
365,PT11M13.00S,2026-02-01T02:55:21.1Z,3,REGULAR,rebound,offensive,[],1642843,,,1610612742,61,51,2026-02-01T02:55:27Z,3570000,False,,,0,,C. Flagg REBOUND (Off:1 Def:4),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,364.0,,,,,,5.0,4.0,1.0,,,,,,,,,
366,PT11M13.00S,2026-02-01T02:55:23.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642843,94.40999984741211,50.0,1610612742,61,53,2026-02-01T02:55:31Z,3580000,False,0.0,0.0,1,right,C. Flagg tip Layup (15 PTS),[1642843],1610612742.0,DAL,tip,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,15.0,,,,,,,,
368,PT10M50.00S,2026-02-01T02:55:50.9Z,3,REGULAR,2pt,Jump Shot,[],201142,17.95335085413929,69.85294117647058,1610612745,63,53,2026-02-01T02:55:57Z,3600000,False,-99.0,116.0,1,left,K. Durant 15' fadeaway Jump Shot (11 PTS),[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,15.29,Made,,,,,,,,,,11.0,,,,,,,,
369,PT10M37.00S,2026-02-01T02:56:05.4Z,3,REGULAR,3pt,Jump Shot,[],1630230,66.70499342969777,62.5,1610612742,63,53,2026-02-01T02:56:11Z,3610000,False,62.0,260.0,1,right,MISS N. Marshall 26' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
370,PT10M36.00S,2026-02-01T02:56:06.4Z,3,REGULAR,rebound,defensive,[],1641708,,,1610612745,63,53,2026-02-01T02:56:11Z,3620000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,369.0,,,,,,3.0,1.0,2.0,,,,,,,,,
371,PT10M28.00S,2026-02-01T02:56:13.0Z,3,REGULAR,3pt,Jump Shot,[],1631106,32.40801576872536,49.01960784313725,1610612745,63,53,2026-02-01T02:56:19Z,3630000,False,5.0,252.0,1,left,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
372,PT10M26.00S,2026-02-01T02:56:15.0Z,3,REGULAR,rebound,defensive,[],1631108,,,1610612742,63,53,2026-02-01T02:56:19Z,3640000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,,,371.0,,,,,,1.0,1.0,0.0,,,,,,,,,
373,PT10M12.00S,2026-02-01T02:56:32.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,91.93495400788436,40.44117647058824,1610612742,63,55,2026-02-01T02:59:32Z,3650000,False,-48.0,23.0,1,right,P. Washington driving floating bank Jump Shot (6 PTS),[1629023],1610612742.0,DAL,driving floating bank,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,,,,,,6.0,,,,,,,,
374,PT10M12.00S,2026-02-01T02:56:34.9Z,3,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612742,63,55,2026-02-01T02:56:57Z,3660000,False,,,0,,A. Sengun shooting personal FOUL (3 PF) (Washington 1 FT),"[1630578, 1629023]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,3.0,0.0,Washington,1629023.0,,,,,,,,,,,,
376,PT10M12.00S,2026-02-01T02:57:06.2Z,3,REGULAR,freethrow,1 of 1,[],1629023,,,1610612742,63,56,2026-02-01T02:57:06Z,3680000,False,,,0,,P. Washington Free Throw 1 of 1 (7 PTS),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
377,PT09M59.00S,2026-02-01T02:57:20.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,15.062417871222076,39.950980392156865,1610612745,63,56,2026-02-01T02:57:27Z,3690000,False,50.0,89.0,1,left,MISS K. Durant 10' fadeaway Shot,[201142],1610612745.0,HOU,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,10.23,Missed,,,,,,,,,,,,,,,,,,
378,PT09M59.00S,2026-02-01T02:57:20.5Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612742,63,56,2026-02-01T02:57:27Z,3700000,False,,,0,,N. Marshall REBOUND (Off:0 Def:4),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,377.0,,,,,,4.0,4.0,0.0,,,,,,,,,
379,PT09M49.00S,2026-02-01T02:57:30.4Z,3,REGULAR,3pt,Jump Shot,[],1631108,92.46057818659659,3.6764705882352944,1610612742,63,56,2026-02-01T02:57:36Z,3710000,False,-232.0,18.0,1,right,MISS M. Christie 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
380,PT09M48.00S,2026-02-01T02:57:31.4Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,63,56,2026-02-01T02:57:36Z,3720000,False,,,0,,A. Sengun REBOUND (Off:3 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,379.0,,,,,,8.0,5.0,3.0,,,,,,,,,
381,PT09M37.00S,2026-02-01T02:57:42.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,7.178055190538765,44.36274509803921,1610612745,65,56,2026-02-01T02:57:47Z,3730000,False,28.0,15.0,1,left,A. Sengun driving Layup (9 PTS) (A. Thompson 7 AST),"[1630578, 1641708]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,,,,,,9.0,A. Thompson,1641708.0,7.0,,,,,
385,PT09M21.00S,2026-02-01T02:58:00.8Z,3,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612742,65,56,2026-02-01T02:58:22Z,3750000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Flagg 2 FT),"[1631106, 1642843]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,,,,2882.0,2.0,0.0,Flagg,1642843.0,,,,,,,,,,,,
387,PT09M21.00S,2026-02-01T02:58:35.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,65,56,2026-02-01T02:58:35Z,3770000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT09M21.00S,2026-02-01T03:02:26.6Z,3,REGULAR,freethrow,1 of 2,[],1642843,,,1610612742,65,56,2026-02-01T03:02:26Z,3790000,False,,,0,,MISS C. Flagg Free Throw 1 of 2,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
390,PT09M21.00S,2026-02-01T03:02:26.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,65,56,2026-02-01T03:02:26Z,3800000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,,,,
391,PT09M21.00S,2026-02-01T03:02:46.5Z,3,REGULAR,freethrow,2 of 2,[],1642843,,,1610612742,65,57,2026-02-01T03:02:46Z,3810000,False,,,0,,C. Flagg Free Throw 2 of 2 (16 PTS),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,Made,,,,,,,,,,16.0,,,,,,,,
392,PT09M05.00S,2026-02-01T03:03:05.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,15.719448094612352,42.64705882352941,1610612745,65,57,2026-02-01T03:03:13Z,3820000,False,37.0,95.0,1,left,MISS A. Thompson 10' floating Shot,[1641708],1610612745.0,HOU,floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,10.22,Missed,,,,,,,,,,,,,,,,,,
393,PT09M03.00S,2026-02-01T03:03:07.8Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,65,57,2026-02-01T03:10:02Z,3830000,False,,,0,,A. Sengun REBOUND (Off:4 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,,,392.0,,,,,,9.0,5.0,4.0,,,,,,,,,
394,PT08M59.00S,2026-02-01T03:03:12.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631106,22.28975032851511,93.13725490196079,1610612745,65,57,2026-02-01T03:03:18Z,3840000,False,-216.0,157.0,1,left,MISS T. Eason 26' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
395,PT08M58.00S,2026-02-01T03:03:13.3Z,3,REGULAR,rebound,offensive,[],1641708,,,1610612745,65,57,2026-02-01T03:03:51Z,3850000,False,,,0,,A. Thompson REBOUND (Off:3 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,394.0,,,,,,4.0,1.0,3.0,,,,,,,,,
396,PT08M58.00S,2026-02-01T03:03:16.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,31.882391590013142,38.23529411764706,1610612745,65,57,2026-02-01T03:06:16Z,3860000,False,59.0,247.0,1,left,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
397,PT08M56.00S,2026-02-01T03:03:18.0Z,3,REGULAR,rebound,offensive,[],1630578,,,1610612745,65,57,2026-02-01T03:06:16Z,3870000,False,,,0,,A. Sengun REBOUND (Off:5 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,,,396.0,,,,,,10.0,5.0,5.0,,,,,,,,,
398,PT08M55.00S,2026-02-01T03:03:24.3Z,3,REGULAR,foul,personal,['2freethrow'],1642843,,,1610612745,65,57,2026-02-01T03:03:38Z,3880000,False,,,0,,C. Flagg shooting personal FOUL (1 PF) (Thompson 2 FT),"[1642843, 1641708]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,,2882.0,1.0,0.0,Thompson,1641708.0,,,,,,,,,,,,
400,PT08M55.00S,2026-02-01T03:03:45.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1641708,,,1610612745,66,57,2026-02-01T03:03:45Z,3900000,False,,,0,,A. Thompson Free Throw 1 of 2 (9 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
401,PT08M55.00S,2026-02-01T03:03:59.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1641708,,,1610612745,67,57,2026-02-01T03:03:59Z,3910000,False,,,0,,A. Thompson Free Throw 2 of 2 (10 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
402,PT08M38.00S,2026-02-01T03:04:21.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.3580814717477,46.32352941176471,1610612742,67,57,2026-02-01T03:04:28Z,3920000,False,-18.0,38.0,1,right,MISS P. Washington driving Layup,[1629023],1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
403,PT08M37.00S,2026-02-01T03:04:22.8Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612742,67,57,2026-02-01T03:04:28Z,3930000,False,,,0,,D. Gafford REBOUND (Off:5 Def:5),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,402.0,,,,,,10.0,5.0,5.0,,,,,,,,,
404,PT08M37.00S,2026-02-01T03:04:25.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,94.40999984741211,50.0,1610612742,67,59,2026-02-01T03:04:33Z,3940000,False,0.0,0.0,1,right,D. Gafford tip DUNK (12 PTS),[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,12.0,,,,,,,,
405,PT08M23.00S,2026-02-01T03:04:36.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,7.966491458607096,43.38235294117647,1610612745,69,59,2026-02-01T03:07:45Z,3950000,False,33.0,22.0,1,left,A. Thompson driving finger roll Layup (12 PTS),[1641708],1610612745.0,HOU,driving finger roll,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,4.0,Made,,,,,,,,,,12.0,,,,,,,,
406,PT08M12.00S,2026-02-01T03:04:46.2Z,3,REGULAR,3pt,Jump Shot,[],1631108,78.26872536136662,9.313725490196079,1610612742,69,62,2026-02-01T03:04:50Z,3960000,False,-203.0,152.0,1,right,M. Christie 25' 3PT  (6 PTS) (C. Flagg 3 AST),"[1631108, 1642843]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,,,,,,6.0,C. Flagg,1642843.0,3.0,,,,,
408,PT07M57.00S,2026-02-01T03:05:00.6Z,3,REGULAR,2pt,Jump Shot,[],1631106,22.683968462549277,42.15686274509804,1610612745,69,62,2026-02-01T03:05:11Z,3980000,False,39.0,161.0,1,left,MISS T. Eason 16' pullup Shot,[1631106],1610612745.0,HOU,pullup,,,Eason,T. Eason,,,,,Mid-Range,16-24 Center,16.54,Missed,,,,,,,,,,,,,,,,,,
409,PT07M56.00S,2026-02-01T03:05:01.6Z,3,REGULAR,rebound,offensive,[],1631095,,,1610612745,69,62,2026-02-01T03:05:11Z,3990000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,408.0,,,,,,6.0,4.0,2.0,,,,,,,,,
410,PT07M56.00S,2026-02-01T03:05:06.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631095,5.590000152587891,50.0,1610612745,71,62,2026-02-01T03:05:15Z,4000000,False,0.0,0.0,1,left,J. Smith Jr. tip Layup (15 PTS),[1631095],1610612745.0,HOU,tip,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,15.0,,,,,,,,
411,PT07M37.00S,2026-02-01T03:05:21.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,90.48948751642575,37.00980392156863,1610612742,71,62,2026-02-01T03:05:29Z,4010000,False,-65.0,37.0,1,right,MISS M. Christie 7' fadeaway Shot - blocked,"[1631108, 1631095]",1610612742.0,DAL,fadeaway,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,Smith Jr.,1631095.0,,,
412,PT07M37.00S,2026-02-01T03:05:21.2Z,3,REGULAR,block,,[],1631095,,,1610612742,71,62,2026-02-01T03:05:23Z,4020000,False,,,0,,J. Smith Jr. BLOCK (2 BLK),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
413,PT07M37.00S,2026-02-01T03:05:21.2Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,71,62,2026-02-01T03:05:29Z,4030000,False,,,0,,A. Sengun REBOUND (Off:5 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,411.0,,,,,,11.0,6.0,5.0,,,,,,,,,
414,PT07M33.00S,2026-02-01T03:05:25.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631106,7.046649145860711,47.30392156862745,1610612745,73,62,2026-02-01T03:05:33Z,4040000,False,13.0,14.0,1,left,T. Eason running DUNK (9 PTS) (A. Thompson 8 AST),"[1631106, 1641708]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,,,9.0,A. Thompson,1641708.0,8.0,,,,,
416,PT07M13.00S,2026-02-01T03:05:46.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,88.91261498028909,56.372549019607845,1610612742,73,64,2026-02-01T03:05:52Z,4060000,False,32.0,52.0,1,right,P. Washington 6' driving floating Jump Shot (9 PTS),[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,,,,,,,,,,9.0,,,,,,,,
