actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT00M35.60S,2026-02-24T03:08:16.5Z,1,REGULAR,substitution,in,[],1641729,,,1610612762,35,19,2026-02-24T03:08:26Z,1640000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M32.50S,2026-02-24T03:08:35.5Z,1,REGULAR,3pt,Jump Shot,[],1631246,74.85216819973719,87.5,1610612762,35,19,2026-02-24T03:12:13Z,1650000,False,188.0,184.0,1,right,MISS V. Williams Jr. 26' pullup 3PT,[1631246],1610612762.0,UTA,pullup,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,26.26,Missed,,,,,,,,,,,,,,,,,,
170,PT00M28.50S,2026-02-24T03:08:39.6Z,1,REGULAR,rebound,offensive,[],1641729,,,1610612762,35,19,2026-02-24T03:08:39Z,1660000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:0),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,169.0,1.0,0.0,1.0,,,,
171,PT00M27.30S,2026-02-24T03:08:40.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201567,73.80091984231275,18.627450980392158,1610612762,35,19,2026-02-24T03:08:44Z,1670000,False,-157.0,194.0,1,right,MISS K. Love 24' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,24.94,Missed,,,,,,,,,,,,,,,,,,
172,PT00M25.70S,2026-02-24T03:08:42.5Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612762,35,19,2026-02-24T03:08:44Z,1680000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,171.0,1.0,0.0,1.0,,,,
173,PT00M25.70S,2026-02-24T03:08:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,92.9862023653088,53.18627450980392,1610612762,35,21,2026-02-24T03:08:50Z,1690000,False,16.0,13.0,1,right,L. Markkanen putback Layup (6 PTS),[1628374],1610612762.0,UTA,putback,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.08,Made,6.0,,,,,,,,,,,,,,,,,
174,PT00M25.70S,2026-02-24T03:08:47.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627827,,,1610612762,35,21,2026-02-24T03:08:56Z,1700000,False,,,0,,D. Finney-Smith shooting personal FOUL (3 PF) (Markkanen 1 FT),"[1627827, 1628374]",1610612745.0,HOU,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,,,,,,,3.0,0.0,Markkanen,1628374.0
176,PT00M25.70S,2026-02-24T03:09:03.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612762,35,21,2026-02-24T03:09:54Z,1720000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M25.70S,2026-02-24T03:09:03.0Z,1,REGULAR,substitution,in,[],201142,,,1610612762,35,21,2026-02-24T03:09:54Z,1730000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT00M25.70S,2026-02-24T03:09:20.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628374,,,1610612762,35,22,2026-02-24T03:09:20Z,1740000,False,,,0,,L. Markkanen Free Throw 1 of 1 (7 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
179,PT00M05.10S,2026-02-24T03:09:45.3Z,1,REGULAR,3pt,Jump Shot,[],201142,28.728646517739815,73.52941176470588,1610612745,38,22,2026-02-24T03:09:54Z,1750000,False,-118.0,218.0,1,left,K. Durant 24' 3PT  (6 PTS) (T. Eason 2 AST),"[201142, 1631106]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,24.73,Made,6.0,T. Eason,1631106.0,2.0,,,,,,,,,,,,,,
181,PT00M00.00S,2026-02-24T03:10:07.1Z,1,REGULAR,period,end,[],0,,,1610612762,38,22,2026-02-24T03:10:07Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-02-24T03:12:29.8Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612762,38,22,2026-02-24T03:13:28Z,1780000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-02-24T03:12:29.8Z,2,REGULAR,substitution,in,['startperiod'],1629006,,,1610612762,38,22,2026-02-24T03:13:28Z,1790000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2026-02-24T03:13:34.4Z,2,REGULAR,period,start,[],0,,,1610612762,38,22,2026-02-24T03:13:34Z,1800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M46.00S,2026-02-24T03:13:47.5Z,2,REGULAR,3pt,Jump Shot,[],1629723,87.46714848883047,96.81372549019608,1610612762,38,25,2026-02-24T03:13:51Z,1810000,False,234.0,65.0,1,right,J. Konchar 24' 3PT  (5 PTS) (K. Love 1 AST),"[1629723, 201567]",1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,24.3,Made,5.0,K. Love,201567.0,1.0,,,,,,,,,,,,,,
187,PT11M26.00S,2026-02-24T03:14:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.389618922470433,46.81372549019608,1610612745,40,25,2026-02-24T03:14:21Z,1830000,False,16.0,8.0,1,left,A. Sengun driving finger roll Layup (4 PTS),[1630578],1610612745.0,HOU,driving finger roll,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.76,Made,4.0,,,,,,,,,,,,,,,,,
188,PT11M17.00S,2026-02-24T03:14:17.7Z,2,REGULAR,3pt,Jump Shot,[],1628374,76.03482260183968,10.049019607843137,1610612762,40,25,2026-02-24T03:18:22Z,1840000,False,-200.0,173.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
189,PT11M16.00S,2026-02-24T03:14:18.7Z,2,REGULAR,rebound,offensive,[],1631246,,,1610612762,40,25,2026-02-24T03:18:22Z,1850000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:1),[1631246],1610612762.0,UTA,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,188.0,2.0,1.0,1.0,,,,
190,PT11M10.00S,2026-02-24T03:14:23.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631246,93.9060446780552,3.431372549019608,1610612762,40,25,2026-02-24T03:14:38Z,1860000,False,-233.0,5.0,1,right,MISS V. Williams Jr. 3PT,[1631246],1610612762.0,UTA,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
191,PT11M09.00S,2026-02-24T03:14:24.9Z,2,REGULAR,rebound,offensive,[],201567,,,1610612762,40,25,2026-02-24T03:18:36Z,1870000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,190.0,1.0,0.0,1.0,,,,
192,PT11M07.00S,2026-02-24T03:14:29.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628374,92.72339027595268,55.14705882352941,1610612762,40,27,2026-02-24T03:14:42Z,1880000,False,26.0,16.0,1,right,L. Markkanen driving Layup (9 PTS) (K. Love 2 AST),"[1628374, 201567]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.02,Made,9.0,K. Love,201567.0,2.0,,,,,,,,,,,,,,
193,PT11M07.00S,2026-02-24T03:14:39.6Z,2,REGULAR,foul,personal,['1freethrow'],1642263,,,1610612762,40,27,2026-02-24T03:14:45Z,1890000,False,,,0,,R. Sheppard shooting personal FOUL (1 PF) (Markkanen 1 FT),"[1642263, 1628374]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,,,,,,,1.0,0.0,Markkanen,1628374.0
195,PT11M07.00S,2026-02-24T03:14:57.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628374,,,1610612762,40,28,2026-02-24T03:14:57Z,1910000,False,,,0,,L. Markkanen Free Throw 1 of 1 (10 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
196,PT10M50.00S,2026-02-24T03:15:17.0Z,2,REGULAR,turnover,lost ball,[],1641708,,,1610612745,40,28,2026-02-24T03:15:20Z,1920000,False,,,0,,A. Thompson lost ball TURNOVER (3 TO),"[1641708, 1628374]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,Markkanen,1628374.0,,,,,,,,,,,
197,PT10M50.00S,2026-02-24T03:15:17.0Z,2,REGULAR,steal,,[],1628374,,,1610612762,40,28,2026-02-24T03:15:18Z,1930000,False,,,0,,L. Markkanen STEAL (2 STL),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT10M43.00S,2026-02-24T03:15:26.1Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612762,40,28,2026-02-24T03:15:36Z,1940000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630578, 1628374]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,,,,,,,1.0,0.0,Markkanen,1628374.0
200,PT10M43.00S,2026-02-24T03:15:49.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628374,,,1610612762,40,29,2026-02-24T03:15:49Z,1960000,False,,,0,,L. Markkanen Free Throw 1 of 2 (11 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
201,PT10M43.00S,2026-02-24T03:16:03.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628374,,,1610612762,40,30,2026-02-24T03:16:03Z,1970000,False,,,0,,L. Markkanen Free Throw 2 of 2 (12 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
202,PT10M21.00S,2026-02-24T03:16:26.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,14.011169513797633,57.84313725490197,1610612745,40,30,2026-02-24T03:16:32Z,1980000,False,-39.0,79.0,1,left,MISS A. Sengun 8' driving Hook,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
203,PT10M20.00S,2026-02-24T03:16:27.8Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,40,30,2026-02-24T03:16:32Z,1990000,False,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202.0,2.0,1.0,1.0,,,,
204,PT10M12.00S,2026-02-24T03:16:34.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641729,92.32917214191852,46.32352941176471,1610612762,40,32,2026-02-24T03:20:31Z,2000000,False,-18.0,20.0,1,right,B. Sensabaugh running finger roll Layup (2 PTS) (K. Love 3 AST),"[1641729, 201567]",1610612762.0,UTA,running finger roll,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,2.69,Made,2.0,K. Love,201567.0,3.0,,,,,,,,,,,,,,
206,PT09M56.00S,2026-02-24T03:16:51.1Z,2,REGULAR,3pt,Jump Shot,[],1629006,7.30946123521682,3.431372549019608,1610612745,40,32,2026-02-24T03:16:58Z,2020000,False,233.0,16.0,1,left,MISS J. Okogie 3PT,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
207,PT09M55.00S,2026-02-24T03:16:52.1Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612762,40,32,2026-02-24T03:16:58Z,2030000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:2),[1631246],1610612762.0,UTA,,,,Williams Jr.,V. Williams Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,206.0,3.0,2.0,1.0,,,,
208,PT09M42.00S,2026-02-24T03:17:05.5Z,2,REGULAR,3pt,Jump Shot,[],201567,66.83639947437582,55.63725490196079,1610612762,40,35,2026-02-24T03:21:38Z,2040000,False,28.0,259.0,1,right,K. Love 26' 3PT pullup (3 PTS) (V. Williams Jr. 1 AST),"[201567, 1631246]",1610612762.0,UTA,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Center,26.07,Made,3.0,V. Williams Jr.,1631246.0,1.0,,,,,,,,,,,,,,
211,PT09M18.00S,2026-02-24T03:17:43.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,16.770696452036795,56.61764705882353,1610612745,42,35,2026-02-24T03:17:49Z,2070000,False,-33.0,105.0,1,left,A. Sengun 11' turnaround Jump Shot (6 PTS) (R. Sheppard 2 AST),"[1630578, 1642263]",1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,11.02,Made,6.0,R. Sheppard,1642263.0,2.0,,,,,,,,,,,,,,
213,PT09M07.00S,2026-02-24T03:17:55.0Z,2,REGULAR,turnover,lost ball,[],1641729,,,1610612762,42,35,2026-02-24T03:17:59Z,2090000,False,,,0,,B. Sensabaugh lost ball TURNOVER (1 TO),"[1641729, 1629006]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Okogie,1629006.0,,,,,,,,,,,
214,PT09M07.00S,2026-02-24T03:17:55.0Z,2,REGULAR,steal,,[],1629006,,,1610612745,42,35,2026-02-24T03:17:56Z,2100000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
215,PT09M04.00S,2026-02-24T03:17:58.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631106,7.440867279894875,54.166666666666664,1610612745,44,35,2026-02-24T03:18:04Z,2110000,False,-21.0,17.0,1,left,T. Eason running DUNK (2 PTS) (J. Okogie 1 AST),"[1631106, 1629006]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.71,Made,2.0,J. Okogie,1629006.0,1.0,,,,,,,,,,,,,,
217,PT09M00.00S,2026-02-24T03:18:06.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,44,35,2026-02-24T03:18:06Z,2130000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,out,[],1641708,,,1610612762,44,35,2026-02-24T03:21:22Z,2140000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,out,[],1630578,,,1610612762,44,35,2026-02-24T03:21:22Z,2150000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,out,[],1631246,,,1610612762,44,35,2026-02-24T03:21:22Z,2160000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612762.0,UTA,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,out,[],1628374,,,1610612762,44,35,2026-02-24T03:21:22Z,2170000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,in,[],1631095,,,1610612762,44,35,2026-02-24T03:21:22Z,2180000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,in,[],201142,,,1610612762,44,35,2026-02-24T03:21:22Z,2190000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,in,[],1642262,,,1610612762,44,35,2026-02-24T03:21:22Z,2200000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M00.00S,2026-02-24T03:20:57.3Z,2,REGULAR,substitution,in,[],1642268,,,1610612762,44,35,2026-02-24T03:21:22Z,2210000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M44.00S,2026-02-24T03:21:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,91.40932982917214,46.07843137254902,1610612762,44,35,2026-02-24T03:22:03Z,2220000,False,-20.0,28.0,1,right,MISS I. Collier driving finger roll Layup,[1642268],1610612762.0,UTA,driving finger roll,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.44,Missed,,,,,,,,,,,,,,,,,,
228,PT08M44.00S,2026-02-24T03:21:57.6Z,2,REGULAR,rebound,defensive,[],1631106,,,1610612745,44,35,2026-02-24T03:22:03Z,2230000,False,,,0,,T. Eason REBOUND (Off:0 Def:2),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,227.0,2.0,2.0,0.0,,,,
229,PT08M34.00S,2026-02-24T03:22:07.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631106,6.258212877792378,56.61764705882353,1610612745,44,35,2026-02-24T03:22:13Z,2240000,False,-33.0,6.0,1,left,MISS T. Eason driving floating bank Shot,[1631106],1610612745.0,HOU,driving floating bank,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,3.37,Missed,,,,,,,,,,,,,,,,,,
230,PT08M33.00S,2026-02-24T03:22:08.6Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,44,35,2026-02-24T03:22:13Z,2250000,False,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,229.0,3.0,2.0,1.0,,,,
231,PT08M28.00S,2026-02-24T03:22:13.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641729,73.9323258869908,9.558823529411764,1610612762,44,35,2026-02-24T03:22:19Z,2260000,False,-202.0,193.0,1,right,MISS B. Sensabaugh 27' running 3PT,[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,27.92,Missed,,,,,,,,,,,,,,,,,,
232,PT08M24.00S,2026-02-24T03:22:17.1Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,44,35,2026-02-24T03:22:19Z,2270000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,231.0,4.0,4.0,0.0,,,,
233,PT08M20.00S,2026-02-24T03:22:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,7.5722733245729295,59.55882352941176,1610612745,44,35,2026-02-24T03:25:40Z,2280000,False,-48.0,19.0,1,left,MISS J. Okogie driving Layup - blocked,"[1629006, 201567]",1610612745.0,HOU,driving,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,Love,201567.0,,,,,,,,
234,PT08M20.00S,2026-02-24T03:22:23.3Z,2,REGULAR,block,,[],201567,,,1610612745,44,35,2026-02-24T03:22:25Z,2290000,False,,,0,,K. Love BLOCK (1 BLK),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT08M20.00S,2026-02-24T03:22:23.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,44,35,2026-02-24T03:22:28Z,2300000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,233.0,,,,,,,
237,PT08M15.00S,2026-02-24T03:22:32.8Z,2,REGULAR,3pt,Jump Shot,[],201567,74.19513797634691,14.460784313725492,1610612762,44,35,2026-02-24T03:22:39Z,2320000,False,-178.0,190.0,1,right,MISS K. Love 26' pullup 3PT,[201567],1610612762.0,UTA,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
238,PT08M13.00S,2026-02-24T03:22:34.8Z,2,REGULAR,rebound,defensive,[],1642263,,,1610612745,44,35,2026-02-24T03:22:51Z,2330000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,237.0,1.0,1.0,0.0,,,,
239,PT08M07.00S,2026-02-24T03:22:40.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631106,6.915243101182654,49.754901960784316,1610612745,46,35,2026-02-24T03:22:52Z,2340000,False,1.0,13.0,1,left,T. Eason running Layup (4 PTS) (K. Durant 4 AST),"[1631106, 201142]",1610612745.0,HOU,running,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,1.26,Made,4.0,K. Durant,201142.0,4.0,,,,,,,,,,,,,,
241,PT07M44.00S,2026-02-24T03:23:03.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,92.19776609724047,55.63725490196079,1610612762,46,37,2026-02-24T03:23:07Z,2360000,False,28.0,21.0,1,right,B. Sensabaugh driving finger roll Layup (4 PTS),[1641729],1610612762.0,UTA,driving finger roll,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,3.5,Made,4.0,,,,,,,,,,,,,,,,,
242,PT07M29.00S,2026-02-24T03:23:21.5Z,2,REGULAR,turnover,traveling,[],1631095,,,1610612745,46,37,2026-02-24T03:23:26Z,2370000,False,,,0,,J. Smith Jr. traveling TURNOVER (3 TO),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,,,1626301.0,,,,,,,,,,
243,PT07M29.00S,2026-02-24T03:23:24.3Z,2,REGULAR,substitution,out,[],201567,,,1610612762,46,37,2026-02-24T03:23:30Z,2380000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M29.00S,2026-02-24T03:23:24.3Z,2,REGULAR,substitution,out,[],1629723,,,1610612762,46,37,2026-02-24T03:23:30Z,2390000,False,,,0,,SUB out: J. Konchar,[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M29.00S,2026-02-24T03:23:24.3Z,2,REGULAR,substitution,in,[],1642846,,,1610612762,46,37,2026-02-24T03:23:30Z,2400000,False,,,0,,SUB in: A. Bailey,[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M29.00S,2026-02-24T03:23:24.3Z,2,REGULAR,substitution,in,[],1642271,,,1610612762,46,37,2026-02-24T03:23:30Z,2410000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M10.00S,2026-02-24T03:23:58.2Z,2,REGULAR,turnover,lost ball,[],1642271,,,1610612762,46,37,2026-02-24T03:25:16Z,2420000,False,,,0,,K. Filipowski lost ball TURNOVER (2 TO),"[1642271, 1631095]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,Smith Jr.,1631095.0,,,,,,,,,,,
248,PT07M10.00S,2026-02-24T03:23:58.2Z,2,REGULAR,steal,,[],1631095,,,1610612745,46,37,2026-02-24T03:23:59Z,2430000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
249,PT07M04.00S,2026-02-24T03:24:04.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'fromturnover']",1631095,25.624178712220765,33.310355392156865,1610612745,48,37,2026-02-24T03:25:44Z,2440000,False,83.0,188.0,1,left,J. Smith Jr. 20' running finger roll Layup (16 PTS),[1631095],1610612745.0,HOU,running finger roll,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,20.6,Made,16.0,,,,,,,,,,,,,,,,,
250,PT06M48.00S,2026-02-24T03:24:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,91.67214191852825,56.127450980392155,1610612762,48,37,2026-02-24T03:28:33Z,2450000,False,31.0,26.0,1,right,MISS C. Williams driving Layup - blocked,"[1642262, 1631095]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,Smith Jr.,1631095.0,,,,,,,,
