actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
494,PT00M57.30S,2026-02-24T04:19:19.1Z,3,REGULAR,steal,,[],1629723,,,1610612762,98,69,2026-02-24T04:19:20Z,4870000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
495,PT00M52.50S,2026-02-24T04:19:23.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641729,5.995400788436268,99.26470588235294,1610612762,98,69,2026-02-24T04:19:39Z,4880000,False,-246.0,4.0,1,left,MISS B. Sensabaugh 24' running 3PT,[1641729],1610612762.0,UTA,running,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,24.63,Missed,,,,,,,,,,,,,,,,,,
496,PT00M48.40S,2026-02-24T04:19:28.0Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612745,98,69,2026-02-24T04:19:28Z,4890000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,495.0,3.0,3.0,0.0,,,,
497,PT00M33.10S,2026-02-24T04:19:43.3Z,3,REGULAR,3pt,Jump Shot,[],1642263,68.15045992115637,17.401960784313726,1610612745,98,69,2026-02-24T04:19:47Z,4900000,False,-163.0,247.0,1,right,MISS R. Sheppard 29' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,29.59,Missed,,,,,,,,,,,,,,,,,,
498,PT00M33.10S,2026-02-24T04:19:43.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,98,69,2026-02-24T04:19:47Z,4910000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,497.0,,,,,,,
500,PT00M25.70S,2026-02-24T04:20:00.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641729,14.011169513797633,62.00980392156863,1610612762,98,71,2026-02-24T04:20:07Z,4930000,False,-60.0,79.0,1,left,B. Sensabaugh 9' pullup Jump Shot (15 PTS),[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Left,9.94,Made,15.0,,,,,,,,,,,,,,,,,
501,PT00M25.70S,2026-02-24T04:20:05.9Z,3,REGULAR,foul,personal,['1freethrow'],1641708,,,1610612762,98,71,2026-02-24T04:20:11Z,4940000,False,,,0,,A. Thompson shooting personal FOUL (2 PF) (Sensabaugh 1 FT),"[1641708, 1641729]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,1626301.0,,,,,,,2.0,0.0,Sensabaugh,1641729.0
503,PT00M25.70S,2026-02-24T04:20:30.4Z,3,REGULAR,freethrow,1 of 1,[],1641729,,,1610612762,98,72,2026-02-24T04:20:30Z,4960000,False,,,0,,B. Sensabaugh Free Throw 1 of 1 (16 PTS),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
504,PT00M14.50S,2026-02-24T04:20:44.4Z,3,REGULAR,turnover,lost ball,[],1642263,,,1610612745,98,72,2026-02-24T04:22:24Z,4970000,False,,,0,,R. Sheppard lost ball TURNOVER (1 TO),"[1642263, 1629723]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Konchar,1629723.0,,,,,,,,,,,
505,PT00M14.50S,2026-02-24T04:20:44.4Z,3,REGULAR,steal,,[],1629723,,,1610612762,98,72,2026-02-24T04:20:46Z,4980000,False,,,0,,J. Konchar STEAL (2 STL),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
506,PT00M10.80S,2026-02-24T04:20:49.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629004,7.440867279894875,49.50980392156863,1610612762,98,74,2026-02-24T04:20:57Z,4990000,False,2.0,17.0,1,left,S. Mykhailiuk running Layup (2 PTS) (J. Konchar 1 AST),"[1629004, 1629723]",1610612762.0,UTA,running,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,J. Konchar,1629723.0,1.0,,,,,,,,,,,,,,
508,PT00M10.80S,2026-02-24T04:20:54.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642263,,,1610612762,98,74,2026-02-24T04:21:04Z,5010000,False,,,0,,R. Sheppard shooting personal FOUL (4 PF) (Mykhailiuk 1 FT),"[1642263, 1629004]",1610612745.0,HOU,shooting,,,Sheppard,R. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,,,,,,,4.0,0.0,Mykhailiuk,1629004.0
510,PT00M10.80S,2026-02-24T04:21:16.5Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629004,,,1610612762,98,75,2026-02-24T04:21:16Z,5030000,False,,,0,,S. Mykhailiuk Free Throw 1 of 1 (3 PTS),[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
511,PT00M02.10S,2026-02-24T04:21:30.5Z,3,REGULAR,foul,personal,['2freethrow'],1641989,,,1610612745,98,75,2026-02-24T04:21:43Z,5040000,False,,,0,,E. Harkless shooting personal FOUL (1 PF) (Thompson 2 FT),"[1641989, 1641708]",1610612762.0,UTA,shooting,,,Harkless,E. Harkless,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1146.0,,,,,,,1.0,0.0,Thompson,1641708.0
513,PT00M02.10S,2026-02-24T04:22:01.2Z,3,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,99,75,2026-02-24T04:22:01Z,5060000,False,,,0,,A. Thompson Free Throw 1 of 2 (19 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
514,PT00M02.10S,2026-02-24T04:22:16.2Z,3,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,100,75,2026-02-24T04:22:16Z,5070000,False,,,0,,A. Thompson Free Throw 2 of 2 (20 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
515,PT00M00.00S,2026-02-24T04:22:23.1Z,3,REGULAR,heave,,[],0,,,1610612762,100,75,2026-02-24T04:22:30Z,5080000,False,,,0,,UTA Heave,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,59.52,,,,,,,,,,,,,,,,,,,
516,PT00M00.00S,2026-02-24T04:22:25.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,100,75,2026-02-24T04:22:25Z,5090000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,515.0,,,,,,,
517,PT00M00.00S,2026-02-24T04:22:31.4Z,3,REGULAR,period,end,[],0,,,1610612762,100,75,2026-02-24T04:22:31Z,5100000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2026-02-24T04:24:47.4Z,4,REGULAR,substitution,out,['startperiod'],203991,,,1610612762,100,75,2026-02-24T04:25:57Z,5110000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2026-02-24T04:24:47.4Z,4,REGULAR,substitution,out,['startperiod'],1629004,,,1610612762,100,75,2026-02-24T04:25:57Z,5120000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2026-02-24T04:24:47.4Z,4,REGULAR,substitution,in,['startperiod'],201142,,,1610612762,100,75,2026-02-24T04:25:57Z,5130000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2026-02-24T04:24:47.4Z,4,REGULAR,substitution,in,['startperiod'],1628374,,,1610612762,100,75,2026-02-24T04:25:57Z,5140000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2026-02-24T04:25:59.9Z,4,REGULAR,period,start,[],0,,,1610612745,100,75,2026-02-24T04:25:59Z,5150000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M43.00S,2026-02-24T04:26:16.1Z,4,REGULAR,3pt,Jump Shot,[],1627827,93.11760840998686,97.05882352941177,1610612745,103,75,2026-02-24T04:26:21Z,5160000,False,235.0,12.0,1,right,D. Finney-Smith 3PT  (3 PTS) (A. Sengun 7 AST),"[1627827, 1630578]",1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,23.56,Made,3.0,A. Sengun,1630578.0,7.0,,,,,,,,,,,,,,
526,PT11M31.00S,2026-02-24T04:26:27.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,8.492115637319317,45.09803921568628,1610612762,103,75,2026-02-24T04:26:31Z,5180000,False,25.0,27.0,1,left,MISS L. Markkanen alley-oop Layup,[1628374],1610612762.0,UTA,alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
527,PT11M29.00S,2026-02-24T04:26:29.7Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,103,75,2026-02-24T04:26:31Z,5190000,False,,,0,,A. Sengun REBOUND (Off:2 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,526.0,7.0,5.0,2.0,,,,
528,PT11M16.00S,2026-02-24T04:26:42.5Z,4,REGULAR,2pt,Jump Shot,[],1630578,85.10183968462549,72.05882352941177,1610612745,103,75,2026-02-24T04:26:49Z,5200000,False,110.0,88.0,1,right,MISS A. Sengun 14' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,14.08,Missed,,,,,,,,,,,,,,,,,,
529,PT11M16.00S,2026-02-24T04:26:42.5Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612762,103,75,2026-02-24T04:26:49Z,5210000,False,,,0,,J. Konchar REBOUND (Off:2 Def:1),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,528.0,3.0,1.0,2.0,,,,
530,PT11M14.00S,2026-02-24T04:26:46.4Z,4,REGULAR,turnover,lost ball,[],1629723,,,1610612762,103,75,2026-02-24T04:26:52Z,5220000,False,,,0,,J. Konchar lost ball TURNOVER (1 TO),"[1629723, 1642263]",1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Sheppard,1642263.0,,,,,,,,,,,
531,PT11M14.00S,2026-02-24T04:26:46.4Z,4,REGULAR,steal,,[],1642263,,,1610612745,103,75,2026-02-24T04:26:48Z,5230000,False,,,0,,R. Sheppard STEAL (1 STL),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
532,PT11M14.00S,2026-02-24T04:26:49.1Z,4,REGULAR,turnover,out-of-bounds,[],1642263,,,1610612745,103,75,2026-02-24T04:26:57Z,5240000,False,,,0,,R. Sheppard lost ball out-of-bounds TURNOVER (2 TO),[1642263],1610612745.0,HOU,lost ball,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Left,,,,,,,2.0,,,1626301.0,,,,,,,,,,
533,PT11M14.00S,2026-02-24T04:26:56.5Z,4,REGULAR,substitution,out,[],1641708,,,1610612762,103,75,2026-02-24T04:26:58Z,5250000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT11M14.00S,2026-02-24T04:26:56.5Z,4,REGULAR,substitution,in,[],1631106,,,1610612762,103,75,2026-02-24T04:26:58Z,5260000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT10M59.00S,2026-02-24T04:27:17.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641989,27.808804204993432,77.20588235294117,1610612762,103,75,2026-02-24T04:27:23Z,5270000,False,-136.0,209.0,1,left,MISS E. Harkless 24' 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
536,PT10M57.00S,2026-02-24T04:27:19.3Z,4,REGULAR,rebound,defensive,[],1630578,,,1610612745,103,75,2026-02-24T04:27:23Z,5280000,False,,,0,,A. Sengun REBOUND (Off:2 Def:6),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,535.0,8.0,6.0,2.0,,,,
537,PT10M46.00S,2026-02-24T04:27:29.4Z,4,REGULAR,2pt,Jump Shot,[],201142,77.61169513797634,51.71568627450981,1610612745,103,75,2026-02-24T04:27:35Z,5290000,False,9.0,158.0,1,right,MISS K. Durant 15' Jump Shot,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,15.82,Missed,,,,,,,,,,,,,,,,,,
538,PT10M45.00S,2026-02-24T04:27:30.4Z,4,REGULAR,rebound,defensive,[],201567,,,1610612762,103,75,2026-02-24T04:27:35Z,5300000,False,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,537.0,5.0,4.0,1.0,,,,
539,PT10M40.00S,2026-02-24T04:27:36.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628374,6.652431011826544,50.245098039215684,1610612762,103,77,2026-02-24T04:27:43Z,5310000,False,-1.0,10.0,1,left,L. Markkanen running alley-oop DUNK (23 PTS) (E. Harkless 1 AST),"[1628374, 1641989]",1610612762.0,UTA,running alley-oop,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.01,Made,23.0,E. Harkless,1641989.0,1.0,,,,,,,,,,,,,,
542,PT10M15.00S,2026-02-24T04:28:13.6Z,4,REGULAR,3pt,Jump Shot,[],1631106,68.01905387647832,58.08823529411765,1610612745,103,77,2026-02-24T04:28:19Z,5340000,False,40.0,248.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,25.14,Missed,,,,,,,,,,,,,,,,,,
543,PT10M14.00S,2026-02-24T04:28:14.6Z,4,REGULAR,rebound,defensive,[],201567,,,1610612762,103,77,2026-02-24T04:28:19Z,5350000,False,,,0,,K. Love REBOUND (Off:1 Def:5),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,542.0,6.0,5.0,1.0,,,,
544,PT10M04.00S,2026-02-24T04:28:25.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,7.5722733245729295,48.529411764705884,1610612762,103,79,2026-02-24T04:28:30Z,5360000,False,7.0,19.0,1,left,L. Markkanen Layup (25 PTS) (E. Harkless 2 AST),"[1628374, 1641989]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.01,Made,25.0,E. Harkless,1641989.0,2.0,,,,,,,,,,,,,,
546,PT09M52.00S,2026-02-24T04:28:37.0Z,4,REGULAR,3pt,Jump Shot,[],1627827,76.03482260183968,11.27450980392157,1610612745,103,79,2026-02-24T04:28:43Z,5380000,False,-194.0,173.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
547,PT09M50.00S,2026-02-24T04:28:39.0Z,4,REGULAR,rebound,offensive,[],1631106,,,1610612745,103,79,2026-02-24T04:28:43Z,5390000,False,,,0,,T. Eason REBOUND (Off:2 Def:7),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,546.0,9.0,7.0,2.0,,,,
548,PT09M45.00S,2026-02-24T04:28:43.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201142,83.39356110381078,97.05882352941177,1610612745,106,79,2026-02-24T04:28:47Z,5400000,False,235.0,104.0,1,right,K. Durant 25' 3PT  (18 PTS) (T. Eason 4 AST),"[201142, 1631106]",1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,25.71,Made,18.0,T. Eason,1631106.0,4.0,,,,,,,,,,,,,,
550,PT09M24.00S,2026-02-24T04:29:04.2Z,4,REGULAR,3pt,Jump Shot,[],1641729,26.363337713534822,79.90196078431373,1610612762,106,82,2026-02-24T04:29:08Z,5420000,False,-150.0,195.0,1,left,B. Sensabaugh 24' 3PT step back (19 PTS),[1641729],1610612762.0,UTA,step back,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,24.6,Made,19.0,,,,,,,,,,,,,,,,,
551,PT09M10.00S,2026-02-24T04:29:17.9Z,4,REGULAR,3pt,Jump Shot,[],1642263,71.82982917214193,13.23529411764706,1610612745,106,82,2026-02-24T04:29:25Z,5430000,False,-184.0,212.0,1,right,MISS R. Sheppard 28' pullup 3PT,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,28.08,Missed,,,,,,,,,,,,,,,,,,
552,PT09M10.00S,2026-02-24T04:29:17.9Z,4,REGULAR,rebound,defensive,[],1629723,,,1610612762,106,82,2026-02-24T04:29:25Z,5440000,False,,,0,,J. Konchar REBOUND (Off:2 Def:2),[1629723],1610612762.0,UTA,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,551.0,4.0,2.0,2.0,,,,
553,PT09M02.00S,2026-02-24T04:29:26.5Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],201567,9.674770039421814,30.392156862745097,1610612762,106,84,2026-02-24T04:34:02Z,5450000,False,98.0,38.0,1,left,K. Love 10' turnaround bank Jump Shot (5 PTS) (J. Konchar 2 AST),"[201567, 1629723]",1610612762.0,UTA,turnaround bank,,,Love,K. Love,,,,,Mid-Range,8-16 Right,10.53,Made,5.0,J. Konchar,1629723.0,2.0,,,,,,,,,,,,,,
555,PT08M45.00S,2026-02-24T04:29:43.3Z,4,REGULAR,3pt,Jump Shot,[],1642263,72.48685939553219,19.362745098039216,1610612745,109,84,2026-02-24T04:29:47Z,5470000,False,-153.0,206.0,1,right,R. Sheppard 25' 3PT  (12 PTS) (A. Sengun 8 AST),"[1642263, 1630578]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Left Center,25.68,Made,12.0,A. Sengun,1630578.0,8.0,,,,,,,,,,,,,,
557,PT08M23.00S,2026-02-24T04:30:05.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,18.873193166885677,46.07843137254902,1610612762,109,84,2026-02-24T04:30:12Z,5490000,False,20.0,125.0,1,left,MISS L. Markkanen 12' turnaround fadeaway Shot,[1628374],1610612762.0,UTA,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,12.64,Missed,,,,,,,,,,,,,,,,,,
558,PT08M22.00S,2026-02-24T04:30:06.1Z,4,REGULAR,rebound,defensive,[],1627827,,,1610612745,109,84,2026-02-24T04:30:12Z,5500000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:4),[1627827],1610612745.0,HOU,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,557.0,4.0,4.0,0.0,,,,
559,PT08M14.00S,2026-02-24T04:30:14.4Z,4,REGULAR,3pt,Jump Shot,[],1630578,72.22404730617609,78.18627450980392,1610612745,109,84,2026-02-24T04:30:32Z,5510000,False,141.0,209.0,1,right,MISS A. Sengun 25' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
560,PT08M13.00S,2026-02-24T04:30:15.4Z,4,REGULAR,rebound,defensive,[],201567,,,1610612762,109,84,2026-02-24T04:30:32Z,5520000,False,,,0,,K. Love REBOUND (Off:1 Def:6),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,559.0,7.0,6.0,1.0,,,,
561,PT07M56.00S,2026-02-24T04:30:33.0Z,4,REGULAR,3pt,Jump Shot,[],1641729,29.517082785808146,71.81372549019608,1610612762,109,87,2026-02-24T04:30:39Z,5530000,False,-109.0,225.0,1,left,B. Sensabaugh 25' 3PT pullup (22 PTS),[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,25.01,Made,22.0,,,,,,,,,,,,,,,,,
562,PT07M28.00S,2026-02-24T04:31:00.6Z,4,REGULAR,3pt,Jump Shot,[],201142,66.44218134034165,58.82352941176471,1610612745,109,87,2026-02-24T04:31:05Z,5540000,False,44.0,263.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
563,PT07M24.00S,2026-02-24T04:31:04.6Z,4,REGULAR,rebound,defensive,[],201567,,,1610612762,109,87,2026-02-24T04:34:23Z,5550000,False,,,0,,K. Love REBOUND (Off:1 Def:7),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,562.0,8.0,7.0,1.0,,,,
566,PT07M22.00S,2026-02-24T04:31:07.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628374,8.09789750328515,50.49019607843137,1610612762,109,89,2026-02-24T04:31:13Z,5580000,False,-2.0,24.0,1,left,L. Markkanen running DUNK (27 PTS) (K. Love 5 AST),"[1628374, 201567]",1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,2.37,Made,27.0,K. Love,201567.0,5.0,,,,,,,,,,,,,,
568,PT07M20.00S,2026-02-24T04:31:14.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,109,89,2026-02-24T04:31:14Z,5600000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M20.00S,2026-02-24T04:32:41.4Z,4,REGULAR,substitution,out,[],1630578,,,1610612745,109,89,2026-02-24T04:34:17Z,5610000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M20.00S,2026-02-24T04:32:41.4Z,4,REGULAR,substitution,in,[],1631095,,,1610612745,109,89,2026-02-24T04:34:17Z,5620000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M07.00S,2026-02-24T04:35:20.0Z,4,REGULAR,3pt,Jump Shot,[],1642263,69.99014454664915,76.47058823529412,1610612745,112,89,2026-02-24T04:35:26Z,5630000,False,132.0,230.0,1,right,R. Sheppard 26' 3PT pullup (15 PTS),[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,26.5,Made,15.0,,,,,,,,,,,,,,,,,
572,PT06M51.00S,2026-02-24T04:35:36.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,8.623521681997373,52.20588235294118,1610612762,112,91,2026-02-24T04:35:40Z,5640000,False,-11.0,29.0,1,left,L. Markkanen driving DUNK (29 PTS) (E. Harkless 3 AST),"[1628374, 1641989]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.06,Made,29.0,E. Harkless,1641989.0,3.0,,,,,,,,,,,,,,
574,PT06M32.00S,2026-02-24T04:35:55.6Z,4,REGULAR,turnover,bad pass,[],1642263,,,1610612745,112,91,2026-02-24T04:35:58Z,5660000,False,,,0,,R. Sheppard bad pass TURNOVER (3 TO),"[1642263, 1641989]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,Harkless,1641989.0,,,,,,,,,,,
575,PT06M32.00S,2026-02-24T04:35:55.6Z,4,REGULAR,steal,,[],1641989,,,1610612762,112,91,2026-02-24T04:43:42Z,5670000,False,,,0,,E. Harkless STEAL (1 STL),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
576,PT06M25.00S,2026-02-24T04:36:02.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201567,25.443495400788436,84.55882352941177,1610612762,112,91,2026-02-24T04:36:37Z,5680000,False,-173.0,187.0,1,left,MISS K. Love 25' 3PT,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
577,PT06M20.00S,2026-02-24T04:36:07.3Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,112,91,2026-02-24T04:36:08Z,5690000,False,,,0,,T. Eason REBOUND (Off:2 Def:8),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,576.0,10.0,8.0,2.0,,,,
578,PT06M16.00S,2026-02-24T04:36:11.3Z,4,REGULAR,turnover,lost ball,[],1631106,,,1610612745,112,91,2026-02-24T04:36:17Z,5700000,False,,,0,,T. Eason lost ball TURNOVER (3 TO),"[1631106, 1641989]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,3.0,Harkless,1641989.0,,,,,,,,,,,
