actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
87,PT06M10.00S,2023-01-04T01:23:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.09789750328515,49.754901960784316,1610612764,11,15,2023-01-04T01:23:36Z,830000,False,1.0,24.0,1,left,K. Kuzma cutting Layup (4 PTS) (B. Beal 2 AST),"[1628398, 203078]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.36,Made,,4.0,B. Beal,203078.0,2.0,,,,,,,,,,,,,
89,PT05M54.00S,2023-01-04T01:23:49.2Z,1,REGULAR,3pt,Jump Shot,[],1626171,70.64717477003943,16.42156862745098,1610612749,14,15,2023-01-04T01:23:53Z,850000,False,-168.0,223.0,1,right,B. Portis 27' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,27.95,Made,,3.0,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,
91,PT05M54.00S,2023-01-04T01:23:56.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,14,15,2023-01-04T01:23:56Z,870000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,out,[],1628975,,,1610612764,14,15,2023-01-04T01:26:32Z,880000,False,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,out,[],1628960,,,1610612764,14,15,2023-01-04T01:26:32Z,890000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,14,15,2023-01-04T01:26:32Z,900000,False,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,14,15,2023-01-04T01:26:32Z,910000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,in,[],1630699,,,1610612764,14,15,2023-01-04T01:26:32Z,920000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,in,[],204060,,,1610612764,14,15,2023-01-04T01:26:32Z,930000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,in,[],1629060,,,1610612764,14,15,2023-01-04T01:26:32Z,940000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M54.00S,2023-01-04T01:25:54.3Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,14,15,2023-01-04T01:26:32Z,950000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M40.00S,2023-01-04T01:27:03.1Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,14,15,2023-01-04T01:27:11Z,960000,False,,,0,,B. Beal bad pass TURNOVER (1 TO),"[203078, 1630699]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Beauchamp,1630699.0
101,PT05M40.00S,2023-01-04T01:27:03.1Z,1,REGULAR,steal,,[],1630699,,,1610612749,14,15,2023-01-04T01:33:46Z,970000,False,,,0,,M. Beauchamp STEAL (1 STL),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT05M34.00S,2023-01-04T01:27:09.7Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,14,15,2023-01-04T01:34:49Z,980000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 1628420]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Morris,1628420.0
103,PT05M34.00S,2023-01-04T01:27:09.7Z,1,REGULAR,steal,,[],1628420,,,1610612764,14,15,2023-01-04T01:27:13Z,990000,False,,,0,,M. Morris STEAL (1 STL),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
104,PT05M28.00S,2023-01-04T01:27:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",204001,7.835085413929041,49.754901960784316,1610612764,14,17,2023-01-04T01:27:23Z,1000000,False,1.0,21.0,1,left,K. Porzingis running Layup (4 PTS) (D. Avdija 1 AST),"[204001, 1630166]",1610612764.0,WAS,running,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.11,Made,,4.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,
106,PT05M13.00S,2023-01-04T01:27:29.8Z,1,REGULAR,2pt,Jump Shot,[],203507,74.19513797634691,50.49019607843137,1610612749,16,17,2023-01-04T01:27:34Z,1020000,False,2.0,190.0,1,right,G. Antetokounmpo 19' pullup Jump Shot (6 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,19.01,Made,,6.0,,,,,,,,,,,,,,,,
107,PT04M57.00S,2023-01-04T01:27:47.8Z,1,REGULAR,3pt,Jump Shot,[],204001,31.750985545335087,22.794117647058822,1610612764,16,17,2023-01-04T01:36:42Z,1030000,False,136.0,246.0,1,left,MISS K. Porzingis 28' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,28.11,Missed,,,,,,,,,,,,,,,,,,
108,PT04M55.00S,2023-01-04T01:27:49.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,16,17,2023-01-04T01:36:42Z,1040000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,107.0,,,,,,,,,,,,,,,,,
110,PT04M55.00S,2023-01-04T01:27:54.6Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,16,17,2023-01-04T01:27:58Z,1060000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M55.00S,2023-01-04T01:27:54.6Z,1,REGULAR,substitution,in,[],201950,,,1610612749,16,17,2023-01-04T01:27:58Z,1070000,False,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M42.00S,2023-01-04T01:28:18.6Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,16,17,2023-01-04T01:28:28Z,1080000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (3 TO),"[203507, 1629060]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,3.0,Hachimura,1629060.0
113,PT04M42.00S,2023-01-04T01:28:18.6Z,1,REGULAR,steal,,[],1629060,,,1610612764,16,17,2023-01-04T01:28:20Z,1090000,False,,,0,,R. Hachimura STEAL (1 STL),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
114,PT04M27.00S,2023-01-04T01:28:37.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204060,,,1610612764,16,17,2023-01-04T01:28:52Z,1100000,False,,,0,,J. Ingles shooting personal FOUL (1 PF) (Porzingis 2 FT),"[204060, 204001]",1610612749.0,MIL,shooting,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Porzingis,204001.0,,,
116,PT04M27.00S,2023-01-04T01:29:09.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],204001,,,1610612764,16,18,2023-01-04T01:29:09Z,1120000,False,,,0,,K. Porzingis Free Throw 1 of 2 (5 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
117,PT04M27.00S,2023-01-04T01:29:11.1Z,1,REGULAR,substitution,out,[],1628420,,,1610612764,16,18,2023-01-04T01:29:16Z,1130000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M27.00S,2023-01-04T01:29:11.1Z,1,REGULAR,substitution,in,[],1626153,,,1610612764,16,18,2023-01-04T01:29:16Z,1140000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M27.00S,2023-01-04T01:29:25.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],204001,,,1610612764,16,19,2023-01-04T01:29:25Z,1150000,False,,,0,,K. Porzingis Free Throw 2 of 2 (6 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
120,PT04M05.00S,2023-01-04T01:29:49.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,92.72339027595268,64.4607843137255,1610612749,18,19,2023-01-04T01:29:54Z,1160000,False,72.0,16.0,1,right,B. Portis 7' turnaround Hook (5 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,5.0,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,
122,PT03M52.00S,2023-01-04T01:30:00.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,8.229303547963205,48.77450980392157,1610612764,18,21,2023-01-04T01:30:05Z,1180000,False,6.0,25.0,1,left,K. Porzingis cutting DUNK (8 PTS) (B. Beal 3 AST),"[204001, 203078]",1610612764.0,WAS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,2.56,Made,,8.0,B. Beal,203078.0,3.0,,,,,,,,,,,,,
124,PT03M40.00S,2023-01-04T01:30:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203507,92.46057818659659,58.08823529411765,1610612749,20,21,2023-01-04T01:30:20Z,1200000,False,40.0,18.0,1,right,G. Antetokounmpo driving floating bank Jump Shot (8 PTS),[203507],1610612749.0,MIL,driving floating bank,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,,8.0,,,,,,,,,,,,,,,,
125,PT03M32.00S,2023-01-04T01:30:21.8Z,1,REGULAR,turnover,bad pass,[],203078,,,1610612764,20,21,2023-01-04T01:30:28Z,1210000,False,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 203507]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Antetokounmpo,203507.0
126,PT03M32.00S,2023-01-04T01:30:21.8Z,1,REGULAR,steal,,[],203507,,,1610612749,20,21,2023-01-04T01:30:24Z,1220000,False,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
127,PT03M28.00S,2023-01-04T01:30:25.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,94.03745072273325,50.49019607843137,1610612749,22,21,2023-01-04T01:30:37Z,1230000,False,2.0,4.0,1,right,G. Antetokounmpo running DUNK (10 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,0.43,Made,,10.0,,,,,,,,,,,,,,,,
128,PT03M17.00S,2023-01-04T01:30:37.2Z,1,REGULAR,2pt,Jump Shot,[],1629060,6.1268068331143235,24.264705882352942,1610612764,22,21,2023-01-04T01:30:42Z,1240000,False,129.0,5.0,1,left,MISS R. Hachimura 12' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,12.88,Missed,,,,,,,,,,,,,,,,,,
129,PT03M13.00S,2023-01-04T01:30:39.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,22,21,2023-01-04T01:30:39Z,1250000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,128.0,,,,,,,2.0,2.0,0.0,,,,,,,,
130,PT03M07.00S,2023-01-04T01:30:45.6Z,1,REGULAR,3pt,Jump Shot,[],201950,68.01905387647832,24.754901960784316,1610612749,25,21,2023-01-04T01:31:08Z,1260000,False,-126.0,248.0,1,right,J. Holiday 27' 3PT  (3 PTS) (B. Portis 1 AST),"[201950, 1626171]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,27.84,Made,,3.0,B. Portis,1626171.0,1.0,,,,,,,,,,,,,
132,PT03M07.00S,2023-01-04T01:30:59.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,25,21,2023-01-04T01:30:59Z,1280000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M07.00S,2023-01-04T01:31:59.0Z,1,REGULAR,substitution,out,[],203507,,,1610612764,25,21,2023-01-04T01:32:18Z,1290000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M07.00S,2023-01-04T01:31:59.0Z,1,REGULAR,substitution,out,[],203078,,,1610612764,25,21,2023-01-04T01:32:18Z,1300000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M07.00S,2023-01-04T01:31:59.0Z,1,REGULAR,substitution,out,[],204001,,,1610612764,25,21,2023-01-04T01:32:18Z,1310000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M07.00S,2023-01-04T01:31:59.0Z,1,REGULAR,substitution,in,[],1631260,,,1610612764,25,21,2023-01-04T01:32:18Z,1320000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M07.00S,2023-01-04T01:31:59.0Z,1,REGULAR,substitution,in,[],1628398,,,1610612764,25,21,2023-01-04T01:32:18Z,1330000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M07.00S,2023-01-04T01:31:59.0Z,1,REGULAR,substitution,in,[],1629655,,,1610612764,25,21,2023-01-04T01:32:18Z,1340000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M57.00S,2023-01-04T01:32:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,5.206964520367937,53.67647058823529,1610612764,25,23,2023-01-04T01:32:43Z,1350000,False,-18.0,-4.0,1,left,K. Kuzma driving finger roll Layup (6 PTS) (D. Gafford 1 AST),"[1628398, 1629655]",1610612764.0,WAS,driving finger roll,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.87,Made,,6.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,
141,PT02M35.00S,2023-01-04T01:32:58.2Z,1,REGULAR,2pt,Jump Shot,[],1626171,94.30026281208936,26.225490196078432,1610612749,27,23,2023-01-04T01:33:02Z,1370000,False,-119.0,1.0,1,right,B. Portis 11' turnaround fadeaway Jump Shot (7 PTS) (A. Green 1 AST),"[1626171, 1631260]",1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,11.89,Made,,7.0,A. Green,1631260.0,1.0,,,,,,,,,,,,,
143,PT02M23.00S,2023-01-04T01:33:13.9Z,1,REGULAR,turnover,traveling,[],1628398,,,1610612764,27,23,2023-01-04T01:33:20Z,1390000,False,,,0,,K. Kuzma traveling TURNOVER (1 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1830.0,,,,,1.0,,
144,PT02M03.00S,2023-01-04T01:33:42.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630699,77.21747700394218,43.872549019607845,1610612749,29,23,2023-01-04T01:33:47Z,1400000,False,-31.0,162.0,1,right,M. Beauchamp 16' pullup Jump Shot (2 PTS) (J. Ingles 1 AST),"[1630699, 204060]",1610612749.0,MIL,pullup,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,16-24 Center,16.46,Made,,2.0,J. Ingles,204060.0,1.0,,,,,,,,,,,,,
146,PT01M46.00S,2023-01-04T01:33:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,7.966491458607096,57.35294117647059,1610612764,29,23,2023-01-04T01:34:05Z,1420000,False,-37.0,22.0,1,left,MISS R. Hachimura driving Layup,[1629060],1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
147,PT01M44.00S,2023-01-04T01:34:01.4Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,29,23,2023-01-04T01:34:05Z,1430000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,146.0,,,,,,,3.0,3.0,0.0,,,,,,,,
148,PT01M41.00S,2023-01-04T01:34:04.8Z,1,REGULAR,3pt,Jump Shot,[],204060,68.67608409986859,21.323529411764707,1610612749,29,23,2023-01-04T01:34:18Z,1440000,False,-143.0,242.0,1,right,MISS J. Ingles 28' 3PT,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,28.12,Missed,,,,,,,,,,,,,,,,,,
149,PT01M32.00S,2023-01-04T01:34:13.6Z,1,REGULAR,rebound,offensive,[],1630699,,,1610612749,29,23,2023-01-04T01:34:13Z,1450000,False,,,0,,M. Beauchamp REBOUND (Off:1 Def:0),[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Above the Break 3,24+ Left Center,,,148.0,,,,,,,1.0,0.0,1.0,,,,,,,,
150,PT01M32.00S,2023-01-04T01:34:13.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630699,94.40999984741211,50.0,1610612749,29,23,2023-01-04T01:34:13Z,1460000,False,0.0,0.0,1,right,MISS M. Beauchamp tip DUNK,[1630699],1610612749.0,MIL,tip,,,Beauchamp,M. Beauchamp,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
151,PT01M31.00S,2023-01-04T01:34:14.3Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612764,29,23,2023-01-04T01:34:14Z,1470000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Left,,,150.0,,,,,,,1.0,1.0,0.0,,,,,,,,
152,PT01M28.00S,2023-01-04T01:34:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629060,5.206964520367937,97.54901960784314,1610612764,29,26,2023-01-04T01:34:28Z,1480000,False,-238.0,-4.0,1,left,R. Hachimura 3PT  (3 PTS) (D. Wright 1 AST),"[1629060, 1626153]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,23.77,Made,,3.0,D. Wright,1626153.0,1.0,,,,,,,,,,,,,
154,PT01M19.00S,2023-01-04T01:34:29.1Z,1,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,29,26,2023-01-04T01:34:52Z,1500000,False,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1830.0,,,,,1.0,,
155,PT01M01.00S,2023-01-04T01:34:53.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626153,11.251642575558476,4.6568627450980395,1610612764,29,26,2023-01-04T01:34:57Z,1510000,False,227.0,53.0,1,left,MISS D. Wright 3PT,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
156,PT00M58.40S,2023-01-04T01:34:55.8Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,29,26,2023-01-04T01:34:57Z,1520000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,155.0,,,,,,,4.0,4.0,0.0,,,,,,,,
157,PT00M48.70S,2023-01-04T01:35:06.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,94.43166885676742,76.7156862745098,1610612749,29,26,2023-01-04T01:35:12Z,1530000,False,134.0,0.0,1,right,MISS B. Portis 13' turnaround Shot,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,13.36,Missed,,,,,,,,,,,,,,,,,,
158,PT00M46.10S,2023-01-04T01:35:09.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,29,26,2023-01-04T01:35:12Z,1540000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Right,,,157.0,,,,,,,2.0,2.0,0.0,,,,,,,,
159,PT00M39.30S,2023-01-04T01:35:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,17.559132720105126,49.01960784313725,1610612764,29,28,2023-01-04T01:35:21Z,1550000,False,5.0,113.0,1,left,K. Kuzma 11' turnaround fadeaway Jump Shot (8 PTS),[1628398],1610612764.0,WAS,turnaround fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,11.27,Made,,8.0,,,,,,,,,,,,,,,,
160,PT00M33.00S,2023-01-04T01:35:25.1Z,1,REGULAR,3pt,Jump Shot,[],204060,76.69185282522996,93.38235294117648,1610612749,29,28,2023-01-04T01:35:30Z,1560000,False,217.0,167.0,1,right,MISS J. Ingles 27' 3PT,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,27.35,Missed,,,,,,,,,,,,,,,,,,
161,PT00M30.10S,2023-01-04T01:35:27.9Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,29,28,2023-01-04T01:35:28Z,1570000,False,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,160.0,,,,,,,5.0,3.0,2.0,,,,,,,,
162,PT00M22.10S,2023-01-04T01:35:36.0Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,29,28,2023-01-04T01:35:44Z,1580000,False,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 204060]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,2.0,Ingles,204060.0
163,PT00M22.10S,2023-01-04T01:35:36.0Z,1,REGULAR,steal,,[],204060,,,1610612749,29,28,2023-01-04T01:35:38Z,1590000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
164,PT00M19.70S,2023-01-04T01:35:39.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201950,65.25952693823915,49.26470588235294,1610612749,32,28,2023-01-04T01:35:48Z,1600000,False,-4.0,274.0,1,right,J. Holiday 27' 3PT running (6 PTS) (J. Ingles 2 AST),"[201950, 204060]",1610612749.0,MIL,running,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,27.41,Made,,6.0,J. Ingles,204060.0,2.0,,,,,,,,,,,,,
166,PT00M03.00S,2023-01-04T01:35:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626153,10.463206307490145,42.8921568627451,1610612764,32,28,2023-01-04T01:36:20Z,1620000,False,36.0,46.0,1,left,MISS D. Wright driving floating bank Shot,[1626153],1610612764.0,WAS,driving floating bank,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.60S,2023-01-04T01:36:02.3Z,1,REGULAR,rebound,defensive,[],204060,,,1610612749,32,28,2023-01-04T01:36:02Z,1630000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),0-8 Center,,,166.0,,,,,,,1.0,1.0,0.0,,,,,,,,
168,PT00M00.00S,2023-01-04T01:36:05.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,50.936268068331145,30.88235294117647,1610612749,32,28,2023-01-04T01:36:34Z,1640000,False,-96.0,409.0,1,right,MISS J. Holiday 41' running pullup 3PT,[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,41.97,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2023-01-04T01:36:05.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,32,28,2023-01-04T01:36:34Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Center,,,168.0,,,,,,,,,,,,,,,,,
