actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,jumpBallRecoverdPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
88,PT03M33.00S,2023-03-05T01:55:12.3Z,1,REGULAR,rebound,offensive,[],201935,,,1610612755,21,22,2023-03-05T01:55:12Z,880000,False,,,0,,J. Harden REBOUND (Off:2 Def:2),[201935],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,Harden,J. Harden,87.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
89,PT03M31.00S,2023-03-05T01:55:40.4Z,1,REGULAR,substitution,out,[],202699,,,1610612755,21,22,2023-03-05T01:55:46Z,890000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
90,PT03M31.00S,2023-03-05T01:55:40.4Z,1,REGULAR,substitution,in,[],1629667,,,1610612755,21,22,2023-03-05T01:55:46Z,900000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
91,PT03M28.00S,2023-03-05T01:56:21.8Z,1,REGULAR,jumpball,recovered,[],1627777,,,1610612755,21,22,2023-03-05T01:56:21Z,910000,False,,,0,,Jump Ball J. Harden vs. B. Portis: Tip to G. Niang,"[1627777, 201935, 1626171]",1610612755.0,PHI,heldball,G. Niang,Harden,201935.0,Portis,1626171.0,,,,,Niang,G. Niang,,,,,,,,,,,,,,,1627777.0,,,,
94,PT03M22.00S,2023-03-05T01:56:27.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,65.65374507227332,55.14705882352941,1610612755,21,22,2023-03-05T01:56:36Z,940000,False,26.0,270.0,1,right,MISS J. Harden 27' step back 3PT,[201935],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Center,27.16,Missed,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
95,PT03M19.00S,2023-03-05T01:56:30.7Z,1,REGULAR,rebound,defensive,[],204060,,,1610612749,21,22,2023-03-05T01:56:36Z,950000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,Ingles,J. Ingles,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
96,PT03M09.00S,2023-03-05T01:56:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204060,6.1268068331143235,52.20588235294118,1610612749,23,22,2023-03-05T01:56:45Z,960000,False,-11.0,5.0,1,left,J. Ingles driving finger roll Layup (2 PTS),[204060],1610612749.0,MIL,driving finger roll,,,,,,Restricted Area,0-8 Center,1.21,Made,Ingles,J. Ingles,,,,,2.0,,,,,,,,,,,,,,
97,PT02M49.00S,2023-03-05T01:57:00.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,80.1084099868594,34.55882352941176,1610612755,23,22,2023-03-05T01:57:05Z,970000,False,-77.0,134.0,1,right,MISS J. Embiid 15' Jump Shot,[203954],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Left,15.51,Missed,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
98,PT02M46.00S,2023-03-05T01:57:03.5Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,23,22,2023-03-05T01:57:05Z,980000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Left,,,Portis,B. Portis,97.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
99,PT02M27.00S,2023-03-05T01:57:25.4Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612749,23,22,2023-03-05T01:57:43Z,990000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Holiday 2 FT),"[1629001, 201950]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,Melton,D. Melton,,,,,,,,,201245.0,1.0,0.0,Holiday,201950.0,,,,,,
101,PT02M27.00S,2023-03-05T01:57:40.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,23,22,2023-03-05T01:57:40Z,1010000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M27.00S,2023-03-05T02:00:01.3Z,1,REGULAR,substitution,out,[],203114,,,1610612749,23,22,2023-03-05T02:00:47Z,1020000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
103,PT02M27.00S,2023-03-05T02:00:01.3Z,1,REGULAR,substitution,in,[],1628975,,,1610612749,23,22,2023-03-05T02:00:47Z,1030000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,
104,PT02M27.00S,2023-03-05T02:01:04.3Z,1,REGULAR,freethrow,1 of 2,[],201950,,,1610612749,24,22,2023-03-05T02:01:04Z,1040000,False,,,0,,J. Holiday Free Throw 1 of 2 (6 PTS),[201950],1610612749.0,MIL,,,,,,,,,,Made,Holiday,J. Holiday,,,,,6.0,,,,,,,,,,,,,,
105,PT02M27.00S,2023-03-05T02:01:17.5Z,1,REGULAR,freethrow,2 of 2,[],201950,,,1610612749,25,22,2023-03-05T02:01:17Z,1050000,False,,,0,,J. Holiday Free Throw 2 of 2 (7 PTS),[201950],1610612749.0,MIL,,,,,,,,,,Made,Holiday,J. Holiday,,,,,7.0,,,,,,,,,,,,,,
106,PT02M11.00S,2023-03-05T02:01:35.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,86.5473061760841,49.754901960784316,1610612755,25,22,2023-03-05T02:01:41Z,1060000,False,-1.0,74.0,1,right,MISS G. Niang 7' driving Hook,[1627777],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,Niang,G. Niang,,,,,,,,,,,,,,,,,,,
107,PT02M08.00S,2023-03-05T02:01:38.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,25,22,2023-03-05T02:01:41Z,1070000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Portis,B. Portis,106.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
108,PT01M58.00S,2023-03-05T02:01:47.7Z,1,REGULAR,3pt,Jump Shot,[],204060,33.196452036793694,32.1078431372549,1610612749,25,22,2023-03-05T02:02:25Z,1080000,False,89.0,260.0,1,left,MISS J. Ingles 27' pullup 3PT,[204060],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Right Center,27.45,Missed,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,
109,PT01M55.00S,2023-03-05T02:01:50.7Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,25,22,2023-03-05T02:01:52Z,1090000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Embiid,J. Embiid,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
110,PT01M44.00S,2023-03-05T02:02:02.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,83.13074901445466,41.42156862745098,1610612755,25,24,2023-03-05T02:02:07Z,1100000,False,-43.0,106.0,1,right,J. Embiid 11' pullup Jump Shot (9 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.44,Made,Embiid,J. Embiid,,,,,9.0,J. Harden,201935.0,2.0,,,,,,,,,,,
112,PT01M32.00S,2023-03-05T02:02:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201572,6.389618922470433,52.450980392156865,1610612749,27,24,2023-03-05T02:02:33Z,1120000,False,-12.0,8.0,1,left,B. Lopez floating Jump Shot (8 PTS) (J. Holiday 5 AST),"[201572, 201950]",1610612749.0,MIL,floating,,,,,,Restricted Area,0-8 Center,1.45,Made,Lopez,B. Lopez,,,,,8.0,J. Holiday,201950.0,5.0,,,,,,,,,,,
114,PT01M32.00S,2023-03-05T02:02:20.5Z,1,REGULAR,foul,personal,['1freethrow'],1629667,,,1610612749,27,24,2023-03-05T02:03:01Z,1140000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Lopez 1 FT),"[1629667, 201572]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,McDaniels,J. McDaniels,,,,,,,,,1162.0,1.0,0.0,Lopez,201572.0,,,,,,
116,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,out,[],1626171,,,1610612749,27,24,2023-03-05T02:03:04Z,1160000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,
117,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,out,[],201950,,,1610612749,27,24,2023-03-05T02:03:04Z,1170000,False,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,
118,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,out,[],201935,,,1610612749,27,24,2023-03-05T02:03:04Z,1180000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
119,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,out,[],203954,,,1610612749,27,24,2023-03-05T02:03:04Z,1190000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,,,,,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,
120,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,in,[],203114,,,1610612749,27,24,2023-03-05T02:03:04Z,1200000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,,,,,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
121,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,in,[],203109,,,1610612749,27,24,2023-03-05T02:03:04Z,1210000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,
122,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,in,[],1630194,,,1610612749,27,24,2023-03-05T02:03:04Z,1220000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
123,PT01M32.00S,2023-03-05T02:02:34.0Z,1,REGULAR,substitution,in,[],1630178,,,1610612749,27,24,2023-03-05T02:03:04Z,1230000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,
124,PT01M32.00S,2023-03-05T02:03:03.6Z,1,REGULAR,freethrow,1 of 1,[],201572,,,1610612749,27,24,2023-03-05T02:03:03Z,1240000,False,,,0,,MISS B. Lopez Free Throw 1 of 1,[201572],1610612749.0,MIL,,,,,,,,,,Missed,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,
125,PT01M31.00S,2023-03-05T02:03:04.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612755,27,24,2023-03-05T02:03:05Z,1250000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,,,,
127,PT01M31.00S,2023-03-05T02:03:10.3Z,1,REGULAR,substitution,out,[],201572,,,1610612755,27,24,2023-03-05T02:03:16Z,1270000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,
128,PT01M31.00S,2023-03-05T02:03:10.3Z,1,REGULAR,substitution,in,[],203507,,,1610612755,27,24,2023-03-05T02:03:16Z,1280000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
129,PT01M18.00S,2023-03-05T02:03:34.6Z,1,REGULAR,3pt,Jump Shot,[],1629001,68.50977332457293,63.748468137254896,1610612755,27,27,2023-03-05T02:03:43Z,1290000,False,69.0,244.0,1,right,D. Melton 25' 3PT  (3 PTS) (P. Reed 1 AST),"[1629001, 1630194]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,25.3,Made,Melton,D. Melton,,,,,3.0,P. Reed,1630194.0,1.0,,,,,,,,,,,
131,PT01M05.00S,2023-03-05T02:03:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,6.521024967148489,43.627450980392155,1610612749,27,27,2023-03-05T02:04:06Z,1310000,False,32.0,9.0,1,left,MISS G. Antetokounmpo driving Layup,[203507],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,3.31,Missed,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,
132,PT01M03.00S,2023-03-05T02:03:49.9Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,27,27,2023-03-05T02:03:49Z,1320000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,Antetokounmpo,G. Antetokounmpo,131.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
133,PT01M00.00S,2023-03-05T02:03:55.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612749,27,27,2023-03-05T02:04:06Z,1330000,False,,,0,,P. Reed shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630194, 203507]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,Reed,P. Reed,,,,,,,,,201245.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,
135,PT01M00.00S,2023-03-05T02:04:33.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,28,27,2023-03-05T02:04:33Z,1350000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,Antetokounmpo,G. Antetokounmpo,,,,,4.0,,,,,,,,,,,,,,
136,PT01M00.00S,2023-03-05T02:04:56.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,29,27,2023-03-05T02:04:56Z,1360000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (5 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,Antetokounmpo,G. Antetokounmpo,,,,,5.0,,,,,,,,,,,,,,
137,PT00M46.90S,2023-03-05T02:05:16.3Z,1,REGULAR,foul,personal,['2freethrow'],203109,,,1610612755,29,27,2023-03-05T02:05:38Z,1370000,False,,,0,,J. Crowder shooting personal FOUL (1 PF) (Maxey 2 FT),"[203109, 1630178]",1610612749.0,MIL,shooting,,,,,,Mid-Range,16-24 Center,,,Crowder,J. Crowder,,,,,,,,,201245.0,1.0,0.0,Maxey,1630178.0,,,,,,
139,PT00M46.90S,2023-03-05T02:05:43.3Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,29,28,2023-03-05T02:05:43Z,1390000,False,,,0,,T. Maxey Free Throw 1 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,3.0,,,,,,,,,,,,,,
140,PT00M46.90S,2023-03-05T02:06:00.4Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,29,29,2023-03-05T02:06:00Z,1400000,False,,,0,,T. Maxey Free Throw 2 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,Maxey,T. Maxey,,,,,4.0,,,,,,,,,,,,,,
141,PT00M30.00S,2023-03-05T02:06:18.1Z,1,REGULAR,3pt,Jump Shot,[],203109,10.200394218134035,97.05882352941177,1610612749,29,29,2023-03-05T02:06:25Z,1410000,False,-235.0,43.0,1,left,MISS J. Crowder 3PT,[203109],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,23.93,Missed,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,
142,PT00M24.30S,2023-03-05T02:06:23.8Z,1,REGULAR,rebound,offensive,[],1628975,,,1610612749,29,29,2023-03-05T02:06:25Z,1420000,False,,,0,,J. Carter REBOUND (Off:1 Def:0),[1628975],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,,,Carter,J. Carter,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
143,PT00M23.40S,2023-03-05T02:06:24.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203114,32.722158344283834,45.12101715686275,1610612749,29,29,2023-03-05T02:06:31Z,1430000,False,24.0,255.0,1,left,MISS K. Middleton 25' 3PT,[203114],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,25.63,Missed,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,
144,PT00M20.20S,2023-03-05T02:06:27.9Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,29,29,2023-03-05T02:06:27Z,1440000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,Maxey,T. Maxey,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
145,PT00M04.40S,2023-03-05T02:06:43.6Z,1,REGULAR,turnover,lost ball,[],1630178,,,1610612755,29,29,2023-03-05T02:07:36Z,1450000,False,,,0,,T. Maxey lost ball TURNOVER (1 TO),"[1630178, 204060]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Left Center,,,Maxey,T. Maxey,,,,,,,,,,,,,,1.0,,Ingles,204060.0,,
146,PT00M04.40S,2023-03-05T02:06:43.6Z,1,REGULAR,steal,,[],204060,,,1610612749,29,29,2023-03-05T02:06:45Z,1460000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2023-03-05T02:06:52.7Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1628975,16.376478318002626,19.362745098039216,1610612749,29,29,2023-03-05T02:08:05Z,1470000,False,153.0,101.0,1,left,MISS J. Carter 18' running Shot,[1628975],1610612749.0,MIL,running,,,,,,Mid-Range,16-24 Right,18.37,Missed,Carter,J. Carter,,,,,,,,,,,,,,,,,,,
148,PT00M00.00S,2023-03-05T02:06:55.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,29,29,2023-03-05T02:06:55Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Right,,,,,147.0,,,,,,,,,,,,,,,,,,
149,PT00M00.00S,2023-03-05T02:06:59.5Z,1,REGULAR,period,end,[],0,,,1610612749,29,29,2023-03-05T02:06:59Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-03-05T02:09:04.3Z,2,REGULAR,substitution,out,['startperiod'],204060,,,1610612749,29,29,2023-03-05T02:10:12Z,1500000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,,,,,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-03-05T02:09:04.3Z,2,REGULAR,substitution,in,['startperiod'],1626192,,,1610612749,29,29,2023-03-05T02:10:12Z,1510000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-03-05T02:10:27.1Z,2,REGULAR,period,start,[],0,,,1610612749,29,29,2023-03-05T02:10:27Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M45.00S,2023-03-05T02:10:40.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.783837056504599,52.94117647058824,1610612749,31,29,2023-03-05T02:10:45Z,1530000,False,-15.0,11.0,1,left,G. Antetokounmpo alley-oop DUNK (7 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,,,,Restricted Area,0-8 Center,1.85,Made,Antetokounmpo,G. Antetokounmpo,,,,,7.0,K. Middleton,203114.0,1.0,,,,,,,,,,,
155,PT11M20.00S,2023-03-05T02:11:05.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,74.19513797634691,12.5,1610612755,31,32,2023-03-05T02:11:10Z,1550000,False,-188.0,190.0,1,right,G. Niang 26' 3PT  (3 PTS) (D. Melton 1 AST),"[1627777, 1629001]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,26.7,Made,Niang,G. Niang,,,,,3.0,D. Melton,1629001.0,1.0,,,,,,,,,,,
157,PT11M01.00S,2023-03-05T02:11:25.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.835085413929041,49.50980392156863,1610612749,33,32,2023-03-05T02:11:30Z,1570000,False,2.0,21.0,1,left,G. Antetokounmpo driving Layup (9 PTS),[203507],1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,2.12,Made,Antetokounmpo,G. Antetokounmpo,,,,,9.0,,,,,,,,,,,,,,
158,PT10M51.00S,2023-03-05T02:11:37.1Z,2,REGULAR,turnover,out-of-bounds,[],1629001,,,1610612755,33,32,2023-03-05T02:11:52Z,1580000,False,,,0,,D. Melton bad pass out-of-bounds TURNOVER (1 TO),[1629001],1610612755.0,PHI,bad pass,,,,,,Above the Break 3,24+ Center,,,Melton,D. Melton,,,,,,,,,201245.0,,,,,1.0,,,,,
159,PT10M36.00S,2023-03-05T02:11:55.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203114,20.18725361366623,16.42156862745098,1610612749,35,32,2023-03-05T02:12:01Z,1590000,False,168.0,137.0,1,left,K. Middleton 21' step back Jump Shot (2 PTS),[203114],1610612749.0,MIL,step back,,,,,,Mid-Range,16-24 Right Center,21.69,Made,Middleton,K. Middleton,,,,,2.0,,,,,,,,,,,,,,
160,PT10M10.00S,2023-03-05T02:12:21.6Z,2,REGULAR,3pt,Jump Shot,[],1629001,65.65374507227332,57.59803921568627,1610612755,35,32,2023-03-05T02:12:32Z,1600000,False,38.0,270.0,1,right,MISS D. Melton 27' 3PT,[1629001],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,27.31,Missed,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
161,PT10M07.00S,2023-03-05T02:12:24.6Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,35,32,2023-03-05T02:12:32Z,1610000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,Reed,P. Reed,160.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
162,PT10M03.00S,2023-03-05T02:12:29.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,65.91655716162943,47.794117647058826,1610612755,35,32,2023-03-05T02:12:35Z,1620000,False,-11.0,268.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,26.81,Missed,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
163,PT10M03.00S,2023-03-05T02:12:29.0Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,35,32,2023-03-05T02:12:35Z,1630000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,Middleton,K. Middleton,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
164,PT09M59.00S,2023-03-05T02:12:36.2Z,2,REGULAR,turnover,out-of-bounds,[],203109,,,1610612749,35,32,2023-03-05T02:12:44Z,1640000,False,,,0,,J. Crowder lost ball out-of-bounds TURNOVER (1 TO),[203109],1610612749.0,MIL,lost ball,,,,,,In The Paint (Non-RA),8-16 Center,,,Crowder,J. Crowder,,,,,,,,,201245.0,,,,,1.0,,,,,
165,PT09M59.00S,2023-03-05T02:12:43.9Z,2,REGULAR,substitution,out,[],1629667,,,1610612755,35,32,2023-03-05T02:13:01Z,1650000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612755.0,PHI,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
166,PT09M59.00S,2023-03-05T02:12:43.9Z,2,REGULAR,substitution,in,[],201935,,,1610612755,35,32,2023-03-05T02:13:01Z,1660000,False,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,
169,PT09M45.00S,2023-03-05T02:13:22.2Z,2,REGULAR,foul,personal,['2freethrow'],203109,,,1610612755,35,32,2023-03-05T02:13:34Z,1690000,False,,,0,,J. Crowder shooting personal FOUL (2 PF) (Reed 2 FT),"[203109, 1630194]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,,,Crowder,J. Crowder,,,,,,,,,1162.0,2.0,0.0,Reed,1630194.0,,,,,,
171,PT09M45.00S,2023-03-05T02:13:36.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630194,,,1610612755,35,32,2023-03-05T02:13:36Z,1710000,False,,,0,,MISS P. Reed Free Throw 1 of 2,[1630194],1610612755.0,PHI,,,,,,,,,,Missed,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
172,PT09M45.00S,2023-03-05T02:13:36.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,35,32,2023-03-05T02:13:36Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,
173,PT09M45.00S,2023-03-05T02:13:51.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630194,,,1610612755,35,33,2023-03-05T02:13:51Z,1730000,False,,,0,,P. Reed Free Throw 2 of 2 (1 PTS),[1630194],1610612755.0,PHI,,,,,,,,,,Made,Reed,P. Reed,,,,,1.0,,,,,,,,,,,,,,
174,PT09M35.00S,2023-03-05T02:14:01.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.966491458607096,53.431372549019606,1610612749,37,33,2023-03-05T02:14:06Z,1740000,False,-17.0,22.0,1,left,G. Antetokounmpo driving finger roll Layup (11 PTS) (J. Carter 1 AST),"[203507, 1628975]",1610612749.0,MIL,driving finger roll,,,,,,Restricted Area,0-8 Center,2.82,Made,Antetokounmpo,G. Antetokounmpo,,,,,11.0,J. Carter,1628975.0,1.0,,,,,,,,,,,
