actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
199,PT09M51.00S,2022-10-21T23:42:53.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,34,41,2022-10-21T23:42:57Z,1950000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,198.0,,,,,,,
201,PT09M51.00S,2022-10-21T23:43:00.6Z,2,REGULAR,substitution,out,[],1628380,,,1610612754,34,41,2022-10-21T23:43:04Z,1970000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M51.00S,2022-10-21T23:43:00.6Z,2,REGULAR,substitution,in,[],1627751,,,1610612754,34,41,2022-10-21T23:43:04Z,1980000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M42.00S,2022-10-21T23:43:23.1Z,2,REGULAR,3pt,Jump Shot,[],1631097,66.70499342969777,55.88235294117647,1610612754,34,41,2022-10-21T23:43:29Z,1990000,29.0,260.0,1,right,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
204,PT09M39.00S,2022-10-21T23:43:27.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,34,41,2022-10-21T23:43:27Z,2000000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,203.0,,,,,,,
205,PT09M39.00S,2022-10-21T23:43:29.0Z,2,REGULAR,foul,personal,[],1631110,,,1610612754,34,41,2022-10-21T23:43:35Z,2010000,,,0,,J. Sochan loose ball personal FOUL (2 PF),"[1631110, 1629048]",1610612759.0,SAS,loose ball,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Center,,,,,,,203591.0,2.0,0.0,Bitadze,1629048.0,,,,,,,,,
207,PT09M32.00S,2022-10-21T23:43:51.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,94.56307490144546,96.56862745098039,1610612754,34,41,2022-10-21T23:53:29Z,2030000,233.0,-1.0,1,right,MISS A. Nesmith pullup 3PT,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
208,PT09M29.00S,2022-10-21T23:43:54.8Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,34,41,2022-10-21T23:43:56Z,2040000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,207.0,1.0,1.0,0.0,,,,
209,PT09M26.00S,2022-10-21T23:43:57.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,5.995400788436268,45.83333333333333,1610612759,34,41,2022-10-21T23:44:03Z,2050000,21.0,4.0,1,left,MISS T. Jones running Layup,[1630200],1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,,,,,,,
210,PT09M24.00S,2022-10-21T23:43:59.9Z,2,REGULAR,rebound,offensive,[],1631110,,,1610612759,34,41,2022-10-21T23:44:03Z,2060000,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,209.0,3.0,2.0,1.0,,,,
211,PT09M24.00S,2022-10-21T23:44:00.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1631110,5.590000152587891,50.0,1610612759,34,43,2022-10-21T23:47:26Z,2070000,0.0,0.0,1,left,J. Sochan tip Layup (4 PTS),[1631110],1610612759.0,SAS,tip,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
212,PT09M18.00S,2022-10-21T23:44:09.5Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612754,34,43,2022-10-21T23:44:15Z,2080000,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Mathurin 2 FT),"[1627751, 1631097]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,202049.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,
214,PT09M18.00S,2022-10-21T23:44:33.9Z,2,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,35,43,2022-10-21T23:44:33Z,2100000,,,0,,B. Mathurin Free Throw 1 of 2 (10 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
215,PT09M18.00S,2022-10-21T23:44:34.7Z,2,REGULAR,substitution,out,[],1630174,,,1610612754,35,43,2022-10-21T23:44:41Z,2110000,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M18.00S,2022-10-21T23:44:34.7Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,35,43,2022-10-21T23:44:41Z,2120000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M18.00S,2022-10-21T23:44:54.8Z,2,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,36,43,2022-10-21T23:44:54Z,2130000,,,0,,B. Mathurin Free Throw 2 of 2 (11 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
218,PT09M12.00S,2022-10-21T23:45:03.4Z,2,REGULAR,turnover,lost ball,[],1630200,,,1610612759,36,43,2022-10-21T23:45:06Z,2140000,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1630200, 204456]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,McConnell,204456.0
219,PT09M12.00S,2022-10-21T23:45:03.4Z,2,REGULAR,steal,,[],204456,,,1610612754,36,43,2022-10-21T23:45:05Z,2150000,,,0,,T. McConnell STEAL (2 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
220,PT09M06.00S,2022-10-21T23:45:09.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629048,92.72339027595268,54.65686274509803,1610612754,38,43,2022-10-21T23:45:14Z,2160000,23.0,16.0,1,right,G. Bitadze running Layup (2 PTS) (B. Mathurin 1 AST),"[1629048, 1631097]",1610612754.0,IND,running,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,2.82,Made,2.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,,,
222,PT09M03.00S,2022-10-21T23:45:19.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,38,43,2022-10-21T23:45:19Z,2180000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M45.00S,2022-10-21T23:48:35.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,15.193823915900131,47.794117647058826,1610612759,38,43,2022-10-21T23:48:40Z,2190000,11.0,90.0,1,left,MISS J. Poeltl 9' turnaround Hook,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,9.1,Missed,,,,,,,,,,,,,,,,,,
224,PT08M41.00S,2022-10-21T23:48:39.1Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,38,43,2022-10-21T23:48:40Z,2200000,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,223.0,1.0,1.0,0.0,,,,
225,PT08M23.00S,2022-10-21T23:48:55.7Z,2,REGULAR,3pt,Jump Shot,[],1629614,64.86530880420499,43.872549019607845,1610612754,38,43,2022-10-21T23:49:00Z,2210000,-31.0,278.0,1,right,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,27.95,Missed,,,,,,,,,,,,,,,,,,
226,PT08M20.00S,2022-10-21T23:48:58.7Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,38,43,2022-10-21T23:49:00Z,2220000,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,225.0,1.0,0.0,1.0,,,,
227,PT08M18.00S,2022-10-21T23:49:05.4Z,2,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612754,38,43,2022-10-21T23:49:10Z,2230000,,,0,,J. Sochan shooting personal FOUL (3 PF) (Mathurin 2 FT),"[1631110, 1631097]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,203591.0,3.0,0.0,Mathurin,1631097.0,,,,,,,,,
229,PT08M18.00S,2022-10-21T23:49:28.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631097,,,1610612754,39,43,2022-10-21T23:49:28Z,2250000,,,0,,B. Mathurin Free Throw 1 of 2 (12 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
230,PT08M18.00S,2022-10-21T23:49:29.5Z,2,REGULAR,substitution,out,[],1631110,,,1610612754,39,43,2022-10-21T23:49:35Z,2260000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M18.00S,2022-10-21T23:49:29.5Z,2,REGULAR,substitution,in,[],1628966,,,1610612754,39,43,2022-10-21T23:49:35Z,2270000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M18.00S,2022-10-21T23:49:49.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631097,,,1610612754,40,43,2022-10-21T23:49:49Z,2280000,,,0,,B. Mathurin Free Throw 2 of 2 (13 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
233,PT08M08.00S,2022-10-21T23:50:08.4Z,2,REGULAR,foul,personal,[],204456,,,1610612759,40,43,2022-10-21T23:50:21Z,2290000,,,0,,T. McConnell personal FOUL (1 PF),"[204456, 1630200]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,1628159.0,1.0,0.0,Jones,1630200.0,,,,,,,,,
235,PT08M08.00S,2022-10-21T23:50:18.9Z,2,REGULAR,substitution,out,[],203926,,,1610612759,40,43,2022-10-21T23:50:24Z,2310000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M08.00S,2022-10-21T23:50:18.9Z,2,REGULAR,substitution,in,[],1626196,,,1610612759,40,43,2022-10-21T23:50:24Z,2320000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M59.00S,2022-10-21T23:50:41.1Z,2,REGULAR,2pt,Jump Shot,[],1630200,19.92444152431012,29.411764705882355,1610612759,40,45,2022-10-21T23:50:45Z,2330000,103.0,135.0,1,left,T. Jones 16' pullup Jump Shot (4 PTS) (J. Poeltl 2 AST),"[1630200, 1627751]",1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,16.96,Made,4.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,
239,PT07M46.00S,2022-10-21T23:50:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,82.07950065703022,58.57843137254902,1610612754,40,45,2022-10-21T23:51:01Z,2350000,43.0,116.0,1,right,MISS B. Mathurin 12' floating Shot,[1631097],1610612754.0,IND,floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,12.37,Missed,,,,,,,,,,,,,,,,,,
240,PT07M40.00S,2022-10-21T23:51:00.2Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,40,45,2022-10-21T23:51:01Z,2360000,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,239.0,2.0,2.0,0.0,,,,
241,PT07M35.00S,2022-10-21T23:51:03.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,34.641918528252305,36.27450980392157,1610612759,40,45,2022-10-21T23:51:15Z,2370000,69.0,273.0,1,left,MISS D. Vassell 28' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,28.16,Missed,,,,,,,,,,,,,,,,,,
242,PT07M33.00S,2022-10-21T23:51:05.6Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,40,45,2022-10-21T23:51:15Z,2380000,,,0,,T. McConnell REBOUND (Off:1 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,241.0,2.0,1.0,1.0,,,,
243,PT07M17.00S,2022-10-21T23:51:22.0Z,2,REGULAR,3pt,Jump Shot,[],1629614,93.38042049934296,3.6764705882352944,1610612754,43,45,2022-10-21T23:51:28Z,2390000,-232.0,10.0,1,right,A. Nembhard 3PT  (6 PTS) (C. Duarte 1 AST),"[1629614, 1630537]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Left Corner 3,24+ Left,23.18,Made,6.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,
245,PT07M05.00S,2022-10-21T23:51:36.4Z,2,REGULAR,foul,personal,[],1630537,,,1610612759,43,45,2022-10-21T23:51:43Z,2410000,,,0,,C. Duarte personal FOUL (1 PF),"[1630537, 1630200]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Right,,,,,,,202049.0,1.0,0.0,Jones,1630200.0,,,,,,,,,
247,PT07M05.00S,2022-10-21T23:51:44.8Z,2,REGULAR,substitution,out,[],1631097,,,1610612759,43,45,2022-10-21T23:51:55Z,2430000,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M05.00S,2022-10-21T23:51:44.8Z,2,REGULAR,substitution,out,[],204456,,,1610612759,43,45,2022-10-21T23:51:55Z,2440000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M05.00S,2022-10-21T23:51:44.8Z,2,REGULAR,substitution,out,[],1630170,,,1610612759,43,45,2022-10-21T23:51:55Z,2450000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M05.00S,2022-10-21T23:51:44.8Z,2,REGULAR,substitution,in,[],1630169,,,1610612759,43,45,2022-10-21T23:51:55Z,2460000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M05.00S,2022-10-21T23:51:44.8Z,2,REGULAR,substitution,in,[],1627741,,,1610612759,43,45,2022-10-21T23:51:55Z,2470000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M05.00S,2022-10-21T23:51:44.8Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,43,45,2022-10-21T23:51:55Z,2480000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M57.00S,2022-10-21T23:52:14.6Z,2,REGULAR,foul,personal,[],1629614,,,1610612759,43,45,2022-10-21T23:52:19Z,2490000,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1626196]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,202049.0,1.0,0.0,Richardson,1626196.0,,,,,,,,,
255,PT06M54.00S,2022-10-21T23:52:35.2Z,2,REGULAR,2pt,Jump Shot,[],1627751,14.011169513797633,29.411764705882355,1610612759,43,47,2022-10-21T23:58:13Z,2510000,103.0,79.0,1,left,J. Poeltl 12' turnaround Jump Shot (7 PTS) (T. Jones 3 AST),"[1627751, 1630200]",1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,12.99,Made,7.0,T. Jones,1630200.0,3.0,,,,,,,,,,,,,,
257,PT06M38.00S,2022-10-21T23:52:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,91.14651773981603,58.08823529411765,1610612754,43,47,2022-10-21T23:59:11Z,2530000,40.0,31.0,1,right,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
258,PT06M36.00S,2022-10-21T23:52:52.0Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,43,47,2022-10-21T23:52:53Z,2540000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,257.0,2.0,2.0,0.0,,,,
259,PT06M32.00S,2022-10-21T23:52:56.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630200,23.73521681997372,90.44117647058823,1610612759,43,50,2022-10-21T23:53:04Z,2550000,-202.0,171.0,1,left,T. Jones 26' 3PT running (7 PTS) (K. Johnson 3 AST),"[1630200, 1629640]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,26.46,Made,7.0,K. Johnson,1629640.0,3.0,,,,,,,,,,,,,,
261,PT06M30.00S,2022-10-21T23:53:03.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,43,50,2022-10-21T23:53:03Z,2570000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M07.00S,2022-10-21T23:56:21.7Z,2,REGULAR,2pt,Jump Shot,[],1630169,77.21747700394218,50.49019607843137,1610612754,45,50,2022-10-21T23:56:26Z,2580000,2.0,162.0,1,right,T. Haliburton 16' turnaround Jump Shot (4 PTS),[1630169],1610612754.0,IND,turnaround,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,16.17,Made,4.0,,,,,,,,,,,,,,,,,
263,PT05M43.00S,2022-10-21T23:56:44.4Z,2,REGULAR,2pt,Jump Shot,[],1626196,13.485545335085414,74.50980392156863,1610612759,45,50,2022-10-21T23:56:48Z,2590000,-123.0,74.0,1,left,MISS J. Richardson 14' turnaround Shot,[1626196],1610612759.0,SAS,turnaround,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,14.33,Missed,,,,,,,,,,,,,,,,,,
264,PT05M41.00S,2022-10-21T23:56:46.4Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,45,50,2022-10-21T23:56:48Z,2600000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,263.0,2.0,1.0,1.0,,,,
265,PT05M25.00S,2022-10-21T23:57:03.1Z,2,REGULAR,turnover,bad pass,[],1627741,,,1610612754,45,50,2022-10-21T23:57:06Z,2610000,,,0,,B. Hield bad pass TURNOVER (2 TO),"[1627741, 1629640]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2.0,,,,,,,Johnson,1629640.0
266,PT05M25.00S,2022-10-21T23:57:03.1Z,2,REGULAR,steal,,[],1629640,,,1610612759,45,50,2022-10-21T23:57:04Z,2620000,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
267,PT05M19.00S,2022-10-21T23:57:08.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629640,6.652431011826544,55.392156862745104,1610612759,45,50,2022-10-22T03:04:39Z,2630000,-27.0,10.0,1,left,MISS K. Johnson running Layup - blocked,"[1629640, 1630537]",1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,Duarte,1630537.0,,
268,PT05M19.00S,2022-10-21T23:57:08.8Z,2,REGULAR,block,,[],1630537,,,1610612759,45,50,2022-10-21T23:57:10Z,2640000,,,0,,C. Duarte BLOCK (1 BLK),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT05M17.00S,2022-10-21T23:57:10.8Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,45,50,2022-10-21T23:57:15Z,2650000,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,267.0,1.0,1.0,0.0,,,,
270,PT05M06.00S,2022-10-21T23:57:22.5Z,2,REGULAR,2pt,Jump Shot,[],1629614,77.61169513797634,48.03921568627451,1610612754,45,50,2022-10-21T23:57:27Z,2660000,-10.0,158.0,1,right,MISS A. Nembhard 15' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Center,15.83,Missed,,,,,,,,,,,,,,,,,,
271,PT05M02.00S,2022-10-21T23:57:26.5Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,45,50,2022-10-21T23:57:27Z,2670000,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,270.0,1.0,0.0,1.0,,,,
272,PT05M02.00S,2022-10-21T23:57:25.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,93.24901445466492,49.01960784313725,1610612754,47,50,2022-10-21T23:57:29Z,2680000,-5.0,11.0,1,right,G. Bitadze putback Layup (4 PTS),[1629048],1610612754.0,IND,putback,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.2,Made,4.0,,,,,,,,,,,,,,,,,
273,PT04M52.00S,2022-10-21T23:57:37.2Z,2,REGULAR,foul,personal,[],1629048,,,1610612759,47,50,2022-10-21T23:57:48Z,2690000,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 1627751]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Left Center,,,,,,,203591.0,1.0,0.0,Poeltl,1627751.0,,,,,,,,,
275,PT04M52.00S,2022-10-21T23:57:43.2Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,47,50,2022-10-21T23:57:47Z,2710000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M52.00S,2022-10-21T23:57:43.2Z,2,REGULAR,substitution,in,[],1630563,,,1610612759,47,50,2022-10-21T23:57:47Z,2720000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M42.00S,2022-10-21T23:58:12.1Z,2,REGULAR,3pt,Jump Shot,[],1629640,31.750985545335087,35.78431372549019,1610612759,47,53,2022-10-21T23:58:16Z,2730000,71.0,246.0,1,left,K. Johnson 25' 3PT  (8 PTS) (J. Primo 4 AST),"[1629640, 1630563]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,25.61,Made,8.0,J. Primo,1630563.0,4.0,,,,,,,,,,,,,,
279,PT04M32.00S,2022-10-21T23:58:24.3Z,2,REGULAR,foul,offensive,[],1629048,,,1610612754,47,53,2022-10-21T23:58:32Z,2750000,,,0,,G. Bitadze offensive FOUL (2 PF),"[1629048, 1630563]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,202049.0,2.0,0.0,Primo,1630563.0,,,,,,,,,
281,PT04M32.00S,2022-10-21T23:58:24.3Z,2,REGULAR,turnover,offensive foul,[],1629048,,,1610612754,47,53,2022-10-21T23:58:24Z,2770000,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,202049.0,,,,,1.0,,,,,,,,
282,PT04M32.00S,2022-10-21T23:58:38.0Z,2,REGULAR,substitution,out,[],1629048,,,1610612759,47,53,2022-10-21T23:58:40Z,2780000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M32.00S,2022-10-21T23:58:38.0Z,2,REGULAR,substitution,in,[],1630188,,,1610612759,47,53,2022-10-21T23:58:40Z,2790000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M32.00S,2022-10-21T23:58:44.8Z,2,REGULAR,substitution,out,[],1629614,,,1610612759,47,53,2022-10-21T23:58:50Z,2800000,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M32.00S,2022-10-21T23:58:44.8Z,2,REGULAR,substitution,in,[],1630678,,,1610612759,47,53,2022-10-21T23:58:50Z,2810000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
