actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT05M06.00S,2022-10-21T23:25:14.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630200,15.193823915900131,43.872549019607845,1610612759,11,18,2022-10-21T23:25:20Z,870000,31.0,90.0,1,left,MISS T. Jones 9' running pullup Shot,[1630200],1610612759.0,SAS,running pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.53,Missed,,,,,,,,,,,,,,,,,,
89,PT05M02.00S,2022-10-21T23:25:18.2Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612759,11,18,2022-10-21T23:25:18Z,880000,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,88.0,2.0,1.0,1.0,,,,
90,PT04M59.00S,2022-10-21T23:25:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,12.171484888304862,47.05882352941176,1610612759,11,18,2022-10-21T23:25:27Z,890000,15.0,62.0,1,left,MISS D. Vassell 6' driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
91,PT04M57.00S,2022-10-21T23:25:22.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,11,18,2022-10-21T23:25:27Z,900000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,90.0,,,,,,,
93,PT04M57.00S,2022-10-21T23:25:27.3Z,1,REGULAR,substitution,out,[],1630170,,,1610612754,11,18,2022-10-21T23:25:33Z,920000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M57.00S,2022-10-21T23:25:27.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612754,11,18,2022-10-21T23:25:33Z,930000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M57.00S,2022-10-21T23:25:27.3Z,1,REGULAR,substitution,in,[],1630563,,,1610612754,11,18,2022-10-21T23:25:33Z,940000,,,0,,SUB in: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M57.00S,2022-10-21T23:25:27.3Z,1,REGULAR,substitution,in,[],1628380,,,1610612754,11,18,2022-10-21T23:25:33Z,950000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M45.00S,2022-10-21T23:25:54.7Z,1,REGULAR,3pt,Jump Shot,[],1627741,67.7562417871222,63.970588235294116,1610612754,11,18,2022-10-21T23:26:01Z,960000,70.0,251.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,26.02,Missed,,,,,,,,,,,,,,,,,,
98,PT04M40.00S,2022-10-21T23:25:59.7Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612754,11,18,2022-10-21T23:26:01Z,970000,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,97.0,2.0,1.0,1.0,,,,
99,PT04M29.00S,2022-10-21T23:26:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,92.72339027595268,45.34313725490196,1610612754,13,18,2022-10-21T23:26:16Z,980000,-23.0,16.0,1,right,T. Taylor Layup (2 PTS) (T. Haliburton 3 AST),"[1630678, 1630169]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Restricted Area,0-8 Center,2.82,Made,2.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
101,PT04M12.00S,2022-10-21T23:26:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.966491458607096,54.65686274509803,1610612759,13,20,2022-10-21T23:26:31Z,1000000,-23.0,22.0,1,left,K. Johnson driving finger roll Layup (5 PTS) (Z. Collins 1 AST),"[1629640, 1628380]",1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.23,Made,5.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
103,PT04M01.00S,2022-10-21T23:26:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.11760840998686,55.392156862745104,1610612754,13,20,2022-10-21T23:26:42Z,1020000,27.0,12.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
104,PT03M59.00S,2022-10-21T23:26:39.9Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,13,20,2022-10-21T23:26:42Z,1030000,,,0,,Z. Collins REBOUND (Off:0 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,
105,PT03M55.00S,2022-10-21T23:26:44.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,6.915243101182654,47.549019607843135,1610612759,13,22,2022-10-21T23:26:50Z,1040000,12.0,13.0,1,left,T. Jones running finger roll Layup (2 PTS),[1630200],1610612759.0,SAS,running finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.75,Made,2.0,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2022-10-21T23:26:49.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,13,22,2022-10-21T23:26:49Z,1050000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,13,22,2022-10-21T23:29:59Z,1060000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,out,[],1630678,,,1610612754,13,22,2022-10-21T23:29:59Z,1070000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,13,22,2022-10-21T23:29:59Z,1080000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,out,[],1630200,,,1610612754,13,22,2022-10-21T23:29:59Z,1090000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,in,[],1629614,,,1610612754,13,22,2022-10-21T23:29:59Z,1100000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,in,[],204456,,,1610612754,13,22,2022-10-21T23:29:59Z,1110000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,in,[],1630174,,,1610612754,13,22,2022-10-21T23:29:59Z,1120000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M54.00S,2022-10-21T23:28:49.5Z,1,REGULAR,substitution,in,[],203926,,,1610612754,13,22,2022-10-21T23:29:59Z,1130000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M41.00S,2022-10-21T23:30:19.9Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612754,13,22,2022-10-21T23:30:31Z,1140000,,,0,,Z. Collins shooting personal FOUL (1 PF) (Jackson 2 FT),"[1628380, 1630543]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Jackson,1630543.0,,,,,,,,,
117,PT03M41.00S,2022-10-21T23:30:47.9Z,1,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,14,22,2022-10-21T23:30:47Z,1160000,,,0,,I. Jackson Free Throw 1 of 2 (1 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
118,PT03M41.00S,2022-10-21T23:31:03.3Z,1,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,15,22,2022-10-21T23:31:03Z,1170000,,,0,,I. Jackson Free Throw 2 of 2 (2 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
119,PT03M28.00S,2022-10-21T23:31:18.2Z,1,REGULAR,turnover,bad pass,[],1630563,,,1610612759,15,22,2022-10-21T23:33:09Z,1180000,,,0,,J. Primo bad pass TURNOVER (1 TO),"[1630563, 1630543]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Jackson,1630543.0
120,PT03M28.00S,2022-10-21T23:31:18.2Z,1,REGULAR,steal,,[],1630543,,,1610612754,15,22,2022-10-21T23:31:19Z,1190000,,,0,,I. Jackson STEAL (1 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
121,PT03M21.00S,2022-10-21T23:31:25.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,75.64060446780552,87.74509803921569,1610612754,15,22,2022-10-21T23:31:32Z,1200000,189.0,176.0,1,right,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
122,PT03M16.00S,2022-10-21T23:31:30.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,15,22,2022-10-21T23:31:32Z,1210000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,121.0,,,,,,,
124,PT03M05.00S,2022-10-21T23:31:49.9Z,1,REGULAR,3pt,Jump Shot,[],203926,9.017739816031538,95.83333333333334,1610612759,15,25,2022-10-21T23:31:54Z,1230000,-229.0,32.0,1,left,D. McDermott 3PT  (3 PTS) (J. Primo 1 AST),"[203926, 1630563]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,23.15,Made,3.0,J. Primo,1630563.0,1.0,,,,,,,,,,,,,,
126,PT02M44.00S,2022-10-21T23:32:09.8Z,1,REGULAR,3pt,Jump Shot,[],1629614,76.82325886990802,89.2156862745098,1610612754,15,25,2022-10-21T23:32:14Z,1250000,196.0,165.0,1,right,MISS A. Nembhard 25' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
127,PT02M41.00S,2022-10-21T23:32:12.8Z,1,REGULAR,rebound,defensive,[],1630563,,,1610612759,15,25,2022-10-21T23:32:14Z,1260000,,,0,,J. Primo REBOUND (Off:0 Def:1),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,
129,PT02M31.00S,2022-10-21T23:32:27.6Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,15,25,2022-10-21T23:32:33Z,1280000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M31.00S,2022-10-21T23:32:27.6Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,15,25,2022-10-21T23:32:33Z,1290000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M30.00S,2022-10-21T23:32:41.6Z,1,REGULAR,turnover,bad pass,[],203926,,,1610612759,15,25,2022-10-21T23:32:58Z,1300000,,,0,,D. McDermott bad pass TURNOVER (1 TO),"[203926, 204456]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,McConnell,204456.0
132,PT02M30.00S,2022-10-21T23:32:41.6Z,1,REGULAR,steal,,[],204456,,,1610612754,15,25,2022-10-21T23:32:43Z,1310000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
133,PT02M26.00S,2022-10-21T23:32:45.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",204456,93.24901445466492,54.166666666666664,1610612754,17,25,2022-10-21T23:33:00Z,1320000,21.0,11.0,1,right,T. McConnell driving finger roll Layup (2 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.35,Made,2.0,,,,,,,,,,,,,,,,,
134,PT02M26.00S,2022-10-21T23:32:51.0Z,1,REGULAR,violation,defensive goaltending,[],1630563,,,1610612754,17,25,2022-10-21T23:33:00Z,1330000,,,0,,J. Primo defensive goaltending VIOLATION,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,
135,PT02M10.00S,2022-10-21T23:33:13.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.440867279894875,53.431372549019606,1610612759,17,25,2022-10-21T23:33:17Z,1340000,-17.0,17.0,1,left,MISS Z. Collins Layup - blocked,"[1628380, 1630174]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,Nesmith,1630174.0,,
136,PT02M10.00S,2022-10-21T23:33:13.9Z,1,REGULAR,block,,[],1630174,,,1610612759,17,25,2022-10-21T23:33:15Z,1350000,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT02M08.00S,2022-10-21T23:33:15.9Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,17,25,2022-10-21T23:33:17Z,1360000,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,135.0,2.0,1.0,1.0,,,,
138,PT02M03.00S,2022-10-21T23:33:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630543,92.9862023653088,53.92156862745098,1610612754,19,25,2022-10-21T23:33:56Z,1370000,20.0,13.0,1,right,I. Jackson running Layup (4 PTS) (A. Nesmith 1 AST),"[1630543, 1630174]",1610612754.0,IND,running,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.37,Made,4.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,,,
140,PT02M03.00S,2022-10-21T23:33:25.7Z,1,REGULAR,foul,personal,['1freethrow'],203926,,,1610612754,19,25,2022-10-21T23:33:36Z,1390000,,,0,,D. McDermott shooting personal FOUL (1 PF) (Jackson 1 FT),"[203926, 1630543]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Jackson,1630543.0,,,,,,,,,
142,PT02M03.00S,2022-10-21T23:33:55.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630543,,,1610612754,20,25,2022-10-21T23:33:55Z,1410000,,,0,,I. Jackson Free Throw 1 of 1 (5 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
143,PT01M49.00S,2022-10-21T23:34:12.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,18.74178712220762,50.49019607843137,1610612759,20,27,2022-10-21T23:40:59Z,1420000,-2.0,124.0,1,left,J. Richardson 12' fadeaway Jump Shot (5 PTS),[1626196],1610612759.0,SAS,fadeaway,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,12.37,Made,5.0,,,,,,,,,,,,,,,,,
144,PT01M39.00S,2022-10-21T23:34:21.7Z,1,REGULAR,turnover,bad pass,[],204456,,,1610612754,20,27,2022-10-21T23:34:24Z,1430000,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1630170]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Vassell,1630170.0
145,PT01M39.00S,2022-10-21T23:34:21.7Z,1,REGULAR,steal,,[],1630170,,,1610612759,20,27,2022-10-21T23:34:23Z,1440000,,,0,,D. Vassell STEAL (2 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
146,PT01M31.00S,2022-10-21T23:34:29.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626196,10.463206307490145,54.65686274509803,1610612759,20,27,2022-10-21T23:34:35Z,1450000,-23.0,46.0,1,left,MISS J. Richardson driving floating Shot - blocked,"[1626196, 1630543]",1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,Jackson,1630543.0,,
147,PT01M31.00S,2022-10-21T23:34:29.4Z,1,REGULAR,block,,[],1630543,,,1610612759,20,27,2022-10-21T23:34:31Z,1460000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M28.00S,2022-10-21T23:34:32.4Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,20,27,2022-10-21T23:34:35Z,1470000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,146.0,3.0,2.0,1.0,,,,
149,PT01M24.00S,2022-10-21T23:34:36.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,91.27792378449409,47.549019607843135,1610612754,22,27,2022-10-21T23:34:45Z,1480000,-12.0,29.0,1,right,B. Mathurin running Layup (2 PTS) (I. Jackson 1 AST),"[1631097, 1630543]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.2,Made,2.0,I. Jackson,1630543.0,1.0,,,,,,,,,,,,,,
150,PT01M14.00S,2022-10-21T23:34:47.3Z,1,REGULAR,3pt,Jump Shot,[],1628380,29.911300919842315,73.2843137254902,1610612759,22,30,2022-10-21T23:34:52Z,1490000,-116.0,229.0,1,left,Z. Collins 25' 3PT  (3 PTS) (J. Primo 2 AST),"[1628380, 1630563]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,25.66,Made,3.0,J. Primo,1630563.0,2.0,,,,,,,,,,,,,,
152,PT00M54.30S,2022-10-21T23:35:07.2Z,1,REGULAR,turnover,bad pass,[],1630174,,,1610612754,22,30,2022-10-21T23:35:10Z,1510000,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 1630563]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,,,,,,,Primo,1630563.0
153,PT00M54.30S,2022-10-21T23:35:07.2Z,1,REGULAR,steal,,[],1630563,,,1610612759,22,30,2022-10-21T23:35:08Z,1520000,,,0,,J. Primo STEAL (1 STL),[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
154,PT00M50.40S,2022-10-21T23:35:11.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,6.389618922470433,50.245098039215684,1610612759,22,32,2022-10-21T23:35:16Z,1530000,-1.0,8.0,1,left,D. Vassell running DUNK (7 PTS) (J. Primo 3 AST),"[1630170, 1630563]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.77,Made,7.0,J. Primo,1630563.0,3.0,,,,,,,,,,,,,,
156,PT00M45.30S,2022-10-21T23:35:20.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628380,,,1610612754,22,32,2022-10-21T23:35:29Z,1550000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Mathurin 2 FT),"[1628380, 1631097]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203591.0,2.0,0.0,Mathurin,1631097.0,,,,,,,,,
158,PT00M45.30S,2022-10-21T23:35:51.9Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,23,32,2022-10-21T23:35:51Z,1570000,,,0,,B. Mathurin Free Throw 1 of 2 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
159,PT00M45.30S,2022-10-21T23:36:06.9Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,24,32,2022-10-21T23:36:06Z,1580000,,,0,,B. Mathurin Free Throw 2 of 2 (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
168,PT00M30.00S,2022-10-21T23:36:10.1Z,1,REGULAR,2pt,Jump Shot,[],203926,12.697109067017081,27.450980392156865,1610612759,24,32,2022-10-21T23:43:22Z,1585000,113.0,67.0,1,left,MISS D. McDermott 13' driving floating bank Shot,[203926],1610612759.0,SAS,driving floating bank,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Right,13.11,Missed,,,,,,,,,,,,,,,,,,
169,PT00M28.00S,2022-10-21T23:36:12.1Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,24,32,2022-10-21T23:38:50Z,1587500,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,168.0,2.0,1.0,1.0,,,,
160,PT00M28.00S,2022-10-21T23:36:28.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628380,5.781865965834428,49.5327818627451,1610612759,24,34,2022-10-21T23:38:59Z,1590000,2.0,2.0,1,left,Z. Collins tip Layup (5 PTS),[1628380],1610612759.0,SAS,tip,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,0.29,Made,5.0,,,,,,,,,,,,,,,,,
163,PT00M11.60S,2022-10-21T23:36:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.11760840998686,54.65686274509803,1610612754,26,34,2022-10-21T23:36:51Z,1620000,23.0,12.0,1,right,T. McConnell driving finger roll Layup (4 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.63,Made,4.0,,,,,,,,,,,,,,,,,
164,PT00M03.40S,2022-10-21T23:37:00.8Z,1,REGULAR,violation,kicked ball,[],1630543,,,1610612759,26,34,2022-10-21T23:37:30Z,1630000,,,0,,I. Jackson kicked ball VIOLATION,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,203591.0,,,,,,,,,,,,,
165,PT00M01.10S,2022-10-21T23:37:30.3Z,1,REGULAR,2pt,Jump Shot,[],1628380,19.267411300919843,70.09803921568627,1610612759,26,36,2022-10-21T23:37:36Z,1640000,-100.0,129.0,1,left,Z. Collins 16' Jump Shot (7 PTS) (D. McDermott 1 AST),"[1628380, 203926]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left Center,16.32,Made,7.0,D. McDermott,203926.0,1.0,,,,,,,,,,,,,,
167,PT00M00.00S,2022-10-21T23:37:37.6Z,1,REGULAR,period,end,[],0,,,1610612754,26,36,2022-10-21T23:37:37Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-10-21T23:39:46.0Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612754,26,36,2022-10-21T23:40:09Z,1670000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-10-21T23:39:46.0Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612754,26,36,2022-10-21T23:40:09Z,1680000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-10-21T23:40:27.0Z,2,REGULAR,period,start,[],0,,,1610612754,26,36,2022-10-21T23:40:27Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M48.00S,2022-10-21T23:40:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,91.80354796320631,54.41176470588235,1610612754,28,36,2022-10-21T23:40:43Z,1700000,22.0,25.0,1,right,B. Mathurin driving Layup (6 PTS) (T. McConnell 1 AST),"[1631097, 204456]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.3,Made,6.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,
