actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
435,PT05M26.00S,2022-10-20T00:43:11.8Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,68,79,2022-10-20T00:43:12Z,4280000,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,,,,,,,434.0,,,5.0,4.0,1.0,,,,,,,,
436,PT05M16.00S,2022-10-20T00:43:21.1Z,3,REGULAR,3pt,Jump Shot,[],1631097,32.802233902759525,56.127450980392155,1610612754,68,79,2022-10-20T00:43:25Z,4290000,-31.0,256.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.76,,,,,,,,,,,
437,PT05M14.00S,2022-10-20T00:43:23.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,68,79,2022-10-20T00:43:25Z,4300000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,436.0,,,6.0,5.0,1.0,,,,,,,,
438,PT05M07.00S,2022-10-20T00:43:30.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,93.51182654402102,53.92156862745098,1610612764,68,79,2022-10-20T00:43:35Z,4310000,20.0,8.0,1,right,MISS R. Hachimura cutting Layup,[1629060],1610612764.0,WAS,cutting,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.14,,,,,,,,,,,
439,PT05M06.00S,2022-10-20T00:43:31.9Z,3,REGULAR,rebound,offensive,[],1629060,,,1610612764,68,79,2022-10-20T00:43:31Z,4320000,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,438.0,,,3.0,2.0,1.0,,,,,,,,
440,PT05M04.00S,2022-10-20T00:43:33.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629060,92.9862023653088,51.9607843137255,1610612764,68,81,2022-10-20T00:43:38Z,4330000,10.0,13.0,1,right,R. Hachimura putback Layup (2 PTS),[1629060],1610612764.0,WAS,putback,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,1.66,,,,,,,,,,,
441,PT05M04.00S,2022-10-20T00:43:37.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,68,81,2022-10-20T00:43:37Z,4340000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT05M04.00S,2022-10-20T00:45:58.8Z,3,REGULAR,substitution,out,[],1630188,,,1610612754,68,81,2022-10-20T00:46:12Z,4350000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M04.00S,2022-10-20T00:45:58.8Z,3,REGULAR,substitution,in,[],1629048,,,1610612754,68,81,2022-10-20T00:46:12Z,4360000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M53.00S,2022-10-20T00:46:44.8Z,3,REGULAR,3pt,Jump Shot,[],1630678,22.946780551905388,89.70588235294117,1610612754,71,81,2022-10-20T00:47:16Z,4370000,-199.0,163.0,1,left,T. Taylor 25' 3PT  (8 PTS) (T. Haliburton 4 AST),"[1630678, 1630169]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,8.0,25.7,,,,T. Haliburton,1630169.0,4.0,,,,,
446,PT04M24.00S,2022-10-20T00:47:12.6Z,3,REGULAR,2pt,Jump Shot,[],203078,78.79434954007884,25.735294117647058,1610612764,71,81,2022-10-20T00:47:19Z,4390000,-121.0,147.0,1,right,MISS B. Beal 19' step back Shot,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,,19.04,,,,,,,,,,,
447,PT04M24.00S,2022-10-20T00:47:12.6Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,71,81,2022-10-20T00:47:19Z,4400000,,,0,,T. Haliburton REBOUND (Off:1 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,,,,,,,446.0,,,3.0,2.0,1.0,,,,,,,,
448,PT04M15.00S,2022-10-20T00:47:22.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,6.915243101182654,46.568627450980394,1610612754,73,81,2022-10-20T00:47:28Z,4410000,17.0,13.0,1,left,B. Mathurin running reverse Layup (14 PTS),[1631097],1610612754.0,IND,running reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Made,,14.0,2.13,,,,,,,,,,,
449,PT04M02.00S,2022-10-20T00:47:35.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.85479632063075,40.931372549019606,1610612764,73,81,2022-10-20T00:47:40Z,4420000,-45.0,15.0,1,right,MISS K. Kuzma driving Layup - blocked,"[1628398, 1630678]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.76,,,,,,,,,,Taylor,1630678.0
450,PT04M02.00S,2022-10-20T00:47:35.8Z,3,REGULAR,block,,[],1630678,,,1610612764,73,81,2022-10-20T00:47:37Z,4430000,,,0,,T. Taylor BLOCK (1 BLK),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
451,PT03M59.00S,2022-10-20T00:47:38.8Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,73,81,2022-10-20T00:47:40Z,4440000,,,0,,B. Mathurin REBOUND (Off:1 Def:4),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,449.0,,,5.0,4.0,1.0,,,,,,,,
452,PT03M56.00S,2022-10-20T00:47:41.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,19.398817345597898,93.38235294117648,1610612754,73,81,2022-10-20T00:47:49Z,4450000,-217.0,130.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.28,,,,,,,,,,,
453,PT03M52.00S,2022-10-20T00:47:45.0Z,3,REGULAR,rebound,offensive,[],1630169,,,1610612754,73,81,2022-10-20T00:47:45Z,4460000,,,0,,T. Haliburton REBOUND (Off:2 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,452.0,,,4.0,2.0,2.0,,,,,,,,
454,PT03M51.00S,2022-10-20T00:47:46.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630678,32.276609724047304,36.029411764705884,1610612754,73,81,2022-10-20T00:47:52Z,4470000,70.0,251.0,1,left,MISS T. Taylor 26' 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,26.05,,,,,,,,,,,
455,PT03M51.00S,2022-10-20T00:47:46.3Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,73,81,2022-10-20T00:47:52Z,4480000,,,0,,K. Porzingis REBOUND (Off:1 Def:6),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,,,,,,,454.0,,,7.0,6.0,1.0,,,,,,,,
456,PT03M27.00S,2022-10-20T00:48:10.0Z,3,REGULAR,3pt,Jump Shot,[],204001,70.77858081471747,79.41176470588235,1610612764,73,81,2022-10-20T00:48:14Z,4490000,147.0,222.0,1,right,MISS K. Porzingis 26' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,26.65,,,,,,,,,,,
457,PT03M24.00S,2022-10-20T00:48:13.0Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,73,81,2022-10-20T00:48:14Z,4500000,,,0,,B. Hield REBOUND (Off:1 Def:5),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,,,,,,,456.0,,,6.0,5.0,1.0,,,,,,,,
458,PT03M17.00S,2022-10-20T00:48:20.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,8.623521681997373,43.38235294117647,1610612754,73,81,2022-10-20T00:48:24Z,4510000,33.0,29.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,4.37,,,,,,,,,,,
459,PT03M16.00S,2022-10-20T00:48:21.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,73,81,2022-10-20T00:48:24Z,4520000,,,0,,K. Porzingis REBOUND (Off:1 Def:7),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,458.0,,,8.0,7.0,1.0,,,,,,,,
460,PT03M16.00S,2022-10-20T00:48:23.8Z,3,REGULAR,foul,personal,[],1631097,,,1610612764,73,81,2022-10-20T00:48:30Z,4530000,,,0,,B. Mathurin personal FOUL (2 PF),"[1631097, 204001]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1628953.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,,,,,,,
462,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,out,[],1630678,,,1610612764,73,81,2022-10-20T00:49:05Z,4550000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,out,[],1627741,,,1610612764,73,81,2022-10-20T00:49:05Z,4560000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,out,[],203078,,,1610612764,73,81,2022-10-20T00:49:05Z,4570000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,out,[],204001,,,1610612764,73,81,2022-10-20T00:49:05Z,4580000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,out,[],1628420,,,1610612764,73,81,2022-10-20T00:49:05Z,4590000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,in,[],1630174,,,1610612764,73,81,2022-10-20T00:49:05Z,4600000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,in,[],1629052,,,1610612764,73,81,2022-10-20T00:49:05Z,4610000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,in,[],1626153,,,1610612764,73,81,2022-10-20T00:49:05Z,4620000,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,in,[],1629655,,,1610612764,73,81,2022-10-20T00:49:05Z,4630000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT03M16.00S,2022-10-20T00:48:33.6Z,3,REGULAR,substitution,in,[],203115,,,1610612764,73,81,2022-10-20T00:49:05Z,4640000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT03M01.00S,2022-10-20T00:49:11.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,85.75886990801577,56.86274509803921,1610612764,73,83,2022-10-20T00:49:16Z,4650000,34.0,81.0,1,right,K. Kuzma 8' turnaround Jump Shot (18 PTS),[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,18.0,8.83,,,,,,,,,,,
473,PT02M44.00S,2022-10-20T00:49:27.2Z,3,REGULAR,3pt,Jump Shot,[],1630174,18.74178712220762,94.6078431372549,1610612754,73,83,2022-10-20T00:49:32Z,4660000,-223.0,124.0,1,left,MISS A. Nesmith 25' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,25.5,,,,,,,,,,,
474,PT02M41.00S,2022-10-20T00:49:30.2Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,73,83,2022-10-20T00:49:32Z,4670000,,,0,,R. Hachimura REBOUND (Off:1 Def:3),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,,,,,473.0,,,4.0,3.0,1.0,,,,,,,,
475,PT02M37.00S,2022-10-20T00:49:38.4Z,3,REGULAR,foul,personal,[],1630174,,,1610612764,73,83,2022-10-20T00:49:48Z,4680000,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1629060]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,1162.0,2.0,0.0,Hachimura,1629060.0,,,,,,,,,,,,,,,
477,PT02M37.00S,2022-10-20T00:49:47.5Z,3,REGULAR,substitution,out,[],1630169,,,1610612764,73,83,2022-10-20T00:49:59Z,4700000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M37.00S,2022-10-20T00:49:47.5Z,3,REGULAR,substitution,in,[],204456,,,1610612764,73,83,2022-10-20T00:49:59Z,4710000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT02M28.00S,2022-10-20T00:50:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,94.30026281208936,44.36274509803921,1610612764,73,83,2022-10-20T00:50:36Z,4720000,-28.0,1.0,1,right,MISS D. Gafford Layup,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.82,,,,,,,,,,,
480,PT02M28.00S,2022-10-20T00:50:27.7Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612764,73,83,2022-10-20T00:50:55Z,4730000,,,0,,D. Gafford REBOUND (Off:2 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,479.0,,,5.0,3.0,2.0,,,,,,,,
483,PT02M20.00S,2022-10-20T00:51:28.3Z,3,REGULAR,turnover,lost ball,[],1628398,,,1610612764,73,83,2022-10-20T00:57:03Z,4760000,,,0,,K. Kuzma lost ball TURNOVER (1 TO),"[1628398, 1629048]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Bitadze,1629048.0,,
484,PT02M20.00S,2022-10-20T00:51:28.3Z,3,REGULAR,steal,,[],1629048,,,1610612754,73,83,2022-10-20T00:51:29Z,4770000,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
485,PT02M17.00S,2022-10-20T00:51:49.7Z,3,REGULAR,turnover,lost ball,[],1631097,,,1610612754,73,83,2022-10-20T00:57:34Z,4780000,,,0,,B. Mathurin lost ball TURNOVER (2 TO),"[1631097, 1629655]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,2.0,Gafford,1629655.0,,
486,PT02M17.00S,2022-10-20T00:51:49.7Z,3,REGULAR,steal,,[],1629655,,,1610612764,73,83,2022-10-20T00:51:52Z,4790000,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
487,PT02M16.00S,2022-10-20T00:51:53.6Z,3,REGULAR,turnover,out-of-bounds,[],1629655,,,1610612764,73,83,2022-10-20T00:52:13Z,4800000,,,0,,D. Gafford step out-of-bounds TURNOVER (2 TO),[1629655],1610612764.0,WAS,step,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,201638.0,,,,,,,,,,,,,,,2.0,,,,
488,PT02M04.00S,2022-10-20T00:52:21.2Z,3,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,73,83,2022-10-20T00:52:26Z,4810000,,,0,,B. Mathurin bad pass out-of-bounds TURNOVER (3 TO),[1631097],1610612754.0,IND,bad pass,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,1628953.0,,,,,,,,,,,,,,,3.0,,,,
492,PT02M04.00S,2022-10-20T00:52:21.4Z,3,REGULAR,substitution,out,[],1628398,,,1610612764,73,83,2022-10-20T00:53:24Z,4815000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M04.00S,2022-10-20T00:52:21.4Z,3,REGULAR,substitution,in,[],203078,,,1610612764,73,83,2022-10-20T00:53:24Z,4817500,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M42.00S,2022-10-20T00:52:53.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203078,81.94809461235218,29.901960784313726,1610612764,73,85,2022-10-20T00:53:02Z,4820000,-100.0,117.0,1,right,B. Beal 15' turnaround fadeaway Jump Shot (20 PTS),[203078],1610612764.0,WAS,turnaround fadeaway,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,,,,,,Made,,20.0,15.44,,,,,,,,,,,
490,PT01M20.00S,2022-10-20T00:53:14.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,8.492115637319317,45.588235294117645,1610612754,75,85,2022-10-20T00:53:18Z,4830000,22.0,27.0,1,left,T. McConnell cutting Layup (6 PTS) (G. Bitadze 2 AST),"[204456, 1629048]",1610612754.0,IND,cutting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,3.51,,,,G. Bitadze,1629048.0,2.0,,,,,
494,PT01M06.00S,2022-10-20T00:53:28.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,92.9862023653088,50.49019607843137,1610612764,75,87,2022-10-20T00:53:32Z,4870000,2.0,13.0,1,right,D. Gafford Layup (6 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,1.36,,,,,,,,,,,
496,PT00M54.40S,2022-10-20T00:53:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,5.469776609724048,48.77450980392157,1610612754,75,87,2022-10-20T00:54:00Z,4890000,6.0,-1.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 1629655]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,0.62,,,,,,,,,,Gafford,1629655.0
497,PT00M54.40S,2022-10-20T00:53:55.3Z,3,REGULAR,block,,[],1629655,,,1610612754,75,87,2022-10-20T00:53:57Z,4900000,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
498,PT00M51.50S,2022-10-20T00:53:58.2Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612764,75,87,2022-10-20T00:54:00Z,4910000,,,0,,D. Wright REBOUND (Off:1 Def:1),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,,496.0,,,2.0,1.0,1.0,,,,,,,,
501,PT00M47.60S,2022-10-20T00:54:10.1Z,3,REGULAR,turnover,out-of-bounds,[],203115,,,1610612764,75,87,2022-10-20T00:54:19Z,4940000,,,0,,W. Barton lost ball out-of-bounds TURNOVER (1 TO),[203115],1610612764.0,WAS,lost ball,,,Barton,W. Barton,,,,,Above the Break 3,24+ Right Center,1628953.0,,,,,,,,,,,,,,,1.0,,,,
502,PT00M27.20S,2022-10-20T00:54:32.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631097,11.514454664914586,39.46078431372549,1610612754,75,87,2022-10-20T00:54:36Z,4950000,53.0,56.0,1,left,MISS B. Mathurin 7' driving floating Shot,[1631097],1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,7.67,,,,,,,,,,,
503,PT00M24.70S,2022-10-20T00:54:34.7Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612754,75,87,2022-10-20T00:54:36Z,4960000,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,502.0,,,2.0,1.0,1.0,,,,,,,,
504,PT00M24.70S,2022-10-20T00:54:36.1Z,3,REGULAR,foul,personal,[],1626153,,,1610612754,75,87,2022-10-20T00:54:44Z,4970000,,,0,,D. Wright personal FOUL (1 PF),"[1626153, 1629048]",1610612764.0,WAS,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,1162.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,,,,,,,
506,PT00M19.90S,2022-10-20T00:55:08.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",204456,7.30946123521682,44.85294117647059,1610612754,77,87,2022-10-20T00:55:11Z,4990000,26.0,16.0,1,left,T. McConnell driving finger roll Layup (8 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,3.04,,,,,,,,,,,
508,PT00M01.00S,2022-10-20T00:55:30.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,80.50262812089356,35.53921568627451,1610612764,77,87,2022-10-20T00:55:39Z,5010000,-72.0,131.0,1,right,MISS W. Barton 14' Jump Shot,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,14.95,,,,,,,,,,,
509,PT00M01.00S,2022-10-20T00:55:30.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,77,87,2022-10-20T00:55:39Z,5020000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,508.0,,,,,,,,,,,,,
510,PT00M00.00S,2022-10-20T00:55:36.3Z,3,REGULAR,period,end,[],0,,,1610612764,77,87,2022-10-20T00:55:36Z,5030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-10-20T00:58:13.8Z,4,REGULAR,period,start,[],0,,,1610612764,77,87,2022-10-20T00:58:13Z,5040000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT11M35.00S,2022-10-20T00:58:37.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,92.06636005256242,51.225490196078425,1610612764,77,89,2022-10-20T00:58:42Z,5050000,6.0,22.0,1,right,D. Gafford DUNK (8 PTS) (B. Beal 5 AST),"[1629655, 203078]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,2.29,,,,B. Beal,203078.0,5.0,,,,,
514,PT11M22.00S,2022-10-20T00:58:53.6Z,4,REGULAR,foul,offensive,[],1629052,,,1610612754,77,89,2022-10-20T00:59:00Z,5070000,,,0,,O. Brissett offensive FOUL (1 PF),"[1629052, 1626153]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,
516,PT11M22.00S,2022-10-20T00:58:53.6Z,4,REGULAR,turnover,offensive foul,[],1629052,,,1610612754,77,89,2022-10-20T00:58:53Z,5090000,,,0,,O. Brissett offensive foul TURNOVER (1 TO),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),0-8 Center,1162.0,,,,,,,,,,,,,,,1.0,,,,
517,PT11M14.00S,2022-10-20T00:59:17.4Z,4,REGULAR,foul,personal,[],204456,,,1610612764,77,89,2022-10-20T00:59:24Z,5100000,,,0,,T. McConnell personal FOUL (2 PF),"[204456, 1626153]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,1628953.0,2.0,0.0,Wright,1626153.0,,,,,,,,,,,,,,,
519,PT11M09.00S,2022-10-20T00:59:42.4Z,4,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,77,89,2022-10-20T00:59:47Z,5120000,,,0,,B. Beal lost ball out-of-bounds TURNOVER (3 TO),[203078],1610612764.0,WAS,lost ball,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,1162.0,,,,,,,,,,,,,,,3.0,,,,
520,PT10M59.00S,2022-10-20T00:59:56.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,12.302890932982917,51.225490196078425,1610612754,77,89,2022-10-20T01:00:03Z,5130000,-6.0,63.0,1,left,MISS B. Mathurin 6' driving Layup - blocked,"[1631097, 1626153]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,6.34,,,,,,,,,,Wright,1626153.0
