actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M42.00S,2022-10-19T23:28:52.8Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,15,23,2022-10-19T23:28:52Z,880000,,,0,,T. Haliburton Free Throw 2 of 2 (10 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,Made,,10.0,,,,,,,,,,,,
90,PT05M28.00S,2022-10-19T23:29:10.3Z,1,REGULAR,2pt,Layup,[],203078,14.14257555847569,31.862745098039213,1610612764,15,23,2022-10-19T23:29:17Z,890000,91.0,80.0,1,left,MISS B. Beal 12' driving finger roll Layup,[203078],1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,12.12,,,,,,,,,,,
91,PT05M24.00S,2022-10-19T23:29:14.3Z,1,REGULAR,rebound,offensive,[],203078,,,1610612764,15,23,2022-10-19T23:29:17Z,900000,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Right,,,,,,,90.0,,,1.0,0.0,1.0,,,,,,,,
92,PT05M24.00S,2022-10-19T23:29:13.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,5.590000152587891,50.0,1610612764,15,25,2022-10-19T23:29:13Z,910000,0.0,0.0,1,left,B. Beal tip Layup (5 PTS),[203078],1610612764.0,WAS,tip,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,,,,,,Made,,5.0,0.0,,,,,,,,,,,
93,PT05M14.00S,2022-10-19T23:29:24.0Z,1,REGULAR,3pt,Jump Shot,[],1631097,94.03745072273325,95.09803921568627,1610612754,15,25,2022-10-19T23:29:33Z,920000,225.0,4.0,1,right,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,22.55,,,,,,,,,,,
94,PT05M10.00S,2022-10-19T23:29:28.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,15,25,2022-10-19T23:29:33Z,930000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,93.0,,,,,,,,,,,,,
96,PT05M05.00S,2022-10-19T23:29:55.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],204456,85.89027595269383,69.36274509803921,1610612754,15,25,2022-10-19T23:29:59Z,950000,97.0,80.0,1,right,MISS T. McConnell 12' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,12.56,,,,,,,,,,,
97,PT05M02.00S,2022-10-19T23:29:58.5Z,1,REGULAR,rebound,offensive,[],1630543,,,1610612754,15,25,2022-10-19T23:29:59Z,960000,,,0,,I. Jackson REBOUND (Off:1 Def:0),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,96.0,,,1.0,0.0,1.0,,,,,,,,
98,PT04M55.00S,2022-10-19T23:30:09.0Z,1,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,15,25,2022-10-19T23:30:15Z,970000,,,0,,T. McConnell bad pass out-of-bounds TURNOVER (1 TO),[204456],1610612754.0,IND,bad pass,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1162.0,,,,,,,,,,,,,,,1.0,,,,
100,PT04M55.00S,2022-10-19T23:30:14.1Z,1,REGULAR,substitution,in,[],1626153,,,1610612764,15,25,2022-10-19T23:30:21Z,990000,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT04M55.00S,2022-10-19T23:30:14.1Z,1,REGULAR,substitution,out,[],1628420,,,1610612764,15,25,2022-10-19T23:34:22Z,995000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M38.00S,2022-10-19T23:30:46.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629060,19.004599211563733,34.068627450980394,1610612764,15,25,2022-10-19T23:36:10Z,1000000,80.0,126.0,1,left,MISS R. Hachimura 14' step back Shot,[1629060],1610612764.0,WAS,step back,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,14.92,,,,,,,,,,,
102,PT04M35.00S,2022-10-19T23:30:49.7Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,15,25,2022-10-19T23:30:50Z,1010000,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,101.0,,,2.0,1.0,1.0,,,,,,,,
103,PT04M31.00S,2022-10-19T23:30:56.9Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612754,15,25,2022-10-19T23:31:05Z,1020000,,,0,,B. Beal shooting personal FOUL (1 PF) (Mathurin 2 FT),"[203078, 1631097]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,1162.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
105,PT04M31.00S,2022-10-19T23:31:25.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631097,,,1610612754,16,25,2022-10-19T23:31:25Z,1040000,,,0,,B. Mathurin Free Throw 1 of 2 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
106,PT04M31.00S,2022-10-19T23:31:26.6Z,1,REGULAR,substitution,out,[],1630678,,,1610612754,16,25,2022-10-19T23:31:28Z,1050000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M31.00S,2022-10-19T23:31:26.6Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,16,25,2022-10-19T23:31:28Z,1060000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M31.00S,2022-10-19T23:31:45.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631097,,,1610612754,17,25,2022-10-19T23:31:45Z,1070000,,,0,,B. Mathurin Free Throw 2 of 2 (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
109,PT04M13.00S,2022-10-19T23:32:05.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,17.821944809461236,56.127450980392155,1610612764,17,25,2022-10-19T23:32:10Z,1080000,-31.0,115.0,1,left,MISS K. Porzingis 11' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,11.9,,,,,,,,,,,
110,PT04M10.00S,2022-10-19T23:32:08.6Z,1,REGULAR,rebound,offensive,[],1626153,,,1610612764,17,25,2022-10-19T23:32:10Z,1090000,,,0,,D. Wright REBOUND (Off:1 Def:0),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,109.0,,,1.0,0.0,1.0,,,,,,,,
112,PT04M03.00S,2022-10-19T23:32:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,7.046649145860711,53.92156862745098,1610612764,17,27,2022-10-19T23:32:20Z,1110000,-20.0,14.0,1,left,B. Beal driving reverse Layup (7 PTS),[203078],1610612764.0,WAS,driving reverse,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,2.39,,,,,,,,,,,
113,PT03M53.00S,2022-10-19T23:32:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,81.94809461235218,52.69607843137255,1610612754,19,27,2022-10-19T23:32:28Z,1120000,13.0,117.0,1,right,T. McConnell 11' driving floating Jump Shot (2 PTS),[204456],1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,2.0,11.8,,,,,,,,,,,
114,PT03M35.00S,2022-10-19T23:32:42.6Z,1,REGULAR,3pt,Jump Shot,[],1628398,31.488173455978973,76.47058823529412,1610612764,19,27,2022-10-19T23:32:51Z,1130000,-132.0,243.0,1,left,MISS K. Kuzma 27' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,27.72,,,,,,,,,,,
115,PT03M28.00S,2022-10-19T23:32:49.6Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,19,27,2022-10-19T23:32:51Z,1140000,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,114.0,,,2.0,2.0,0.0,,,,,,,,
116,PT03M24.00S,2022-10-19T23:32:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,91.27792378449409,53.92156862745098,1610612754,19,27,2022-10-19T23:33:01Z,1150000,20.0,29.0,1,right,MISS T. Haliburton driving Layup - blocked,"[1630169, 1629060]",1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.54,,,,,,,,,,Hachimura,1629060.0
117,PT03M24.00S,2022-10-19T23:32:54.5Z,1,REGULAR,block,,[],1629060,,,1610612754,19,27,2022-10-19T23:32:56Z,1160000,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT03M20.00S,2022-10-19T23:32:58.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,19,27,2022-10-19T23:33:01Z,1170000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,116.0,,,1.0,1.0,0.0,,,,,,,,
119,PT03M18.00S,2022-10-19T23:32:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626153,7.178055190538765,52.69607843137255,1610612764,19,29,2022-10-19T23:33:08Z,1180000,-13.0,15.0,1,left,D. Wright running reverse Layup (2 PTS) (K. Porzingis 2 AST),"[1626153, 204001]",1610612764.0,WAS,running reverse,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.02,,,,K. Porzingis,204001.0,2.0,,,,,
121,PT03M02.00S,2022-10-19T23:33:16.3Z,1,REGULAR,3pt,Jump Shot,[],1630169,67.09921156373193,55.63725490196079,1610612754,19,29,2022-10-19T23:33:21Z,1200000,28.0,257.0,1,right,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,25.83,,,,,,,,,,,
122,PT02M58.00S,2022-10-19T23:33:20.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,19,29,2022-10-19T23:33:21Z,1210000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,121.0,,,4.0,4.0,0.0,,,,,,,,
123,PT02M44.00S,2022-10-19T23:33:34.4Z,1,REGULAR,3pt,Jump Shot,[],203078,8.754927726675426,97.30392156862744,1610612764,19,29,2022-10-19T23:33:38Z,1220000,-237.0,30.0,1,left,MISS B. Beal 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.84,,,,,,,,,,,
124,PT02M40.00S,2022-10-19T23:33:38.4Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,19,29,2022-10-19T23:33:38Z,1230000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,123.0,,,3.0,2.0,1.0,,,,,,,,
127,PT02M29.00S,2022-10-19T23:33:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.67214191852825,48.28431372549019,1610612754,19,29,2022-10-19T23:33:54Z,1260000,-9.0,26.0,1,right,MISS T. McConnell reverse Layup - blocked,"[204456, 204001]",1610612754.0,IND,reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.72,,,,,,,,,,Porzingis,204001.0
128,PT02M29.00S,2022-10-19T23:33:48.4Z,1,REGULAR,block,,[],204001,,,1610612754,19,29,2022-10-19T23:33:50Z,1270000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M27.00S,2022-10-19T23:33:50.4Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,19,29,2022-10-19T23:33:54Z,1280000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,127.0,,,1.0,1.0,0.0,,,,,,,,
130,PT02M24.00S,2022-10-19T23:33:53.9Z,1,REGULAR,turnover,bad pass,[],1629060,,,1610612764,19,29,2022-10-19T23:33:58Z,1290000,,,0,,R. Hachimura bad pass TURNOVER (1 TO),"[1629060, 1631097]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1.0,Mathurin,1631097.0,,
131,PT02M24.00S,2022-10-19T23:33:53.9Z,1,REGULAR,steal,,[],1631097,,,1610612754,19,29,2022-10-19T23:33:55Z,1300000,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
132,PT02M21.00S,2022-10-19T23:33:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,92.59198423127464,47.30392156862745,1610612754,19,29,2022-10-19T23:34:02Z,1310000,-13.0,17.0,1,right,MISS B. Mathurin Layup,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.18,,,,,,,,,,,
133,PT02M20.00S,2022-10-19T23:33:58.1Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,19,29,2022-10-19T23:33:58Z,1320000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,132.0,,,2.0,2.0,0.0,,,,,,,,
134,PT02M16.00S,2022-10-19T23:34:01.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626153,8.492115637319317,42.8921568627451,1610612764,19,31,2022-10-19T23:34:07Z,1330000,36.0,27.0,1,left,D. Wright driving Layup (4 PTS),[1626153],1610612764.0,WAS,driving,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,4.0,4.48,,,,,,,,,,,
135,PT02M15.00S,2022-10-19T23:34:06.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,19,31,2022-10-19T23:34:06Z,1340000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,19,31,2022-10-19T23:36:45Z,1350000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,out,[],203078,,,1610612754,19,31,2022-10-19T23:36:45Z,1360000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,out,[],204001,,,1610612754,19,31,2022-10-19T23:36:45Z,1370000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,out,[],1628398,,,1610612754,19,31,2022-10-19T23:36:45Z,1380000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,in,[],1630174,,,1610612754,19,31,2022-10-19T23:36:45Z,1390000,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,in,[],1630264,,,1610612754,19,31,2022-10-19T23:36:45Z,1400000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,in,[],203115,,,1610612754,19,31,2022-10-19T23:36:45Z,1410000,,,0,,SUB in: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M15.00S,2022-10-19T23:36:23.1Z,1,REGULAR,substitution,in,[],1629655,,,1610612754,19,31,2022-10-19T23:36:45Z,1420000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M54.00S,2022-10-19T23:37:31.2Z,1,REGULAR,turnover,traveling,[],1631097,,,1610612754,19,31,2022-10-19T23:37:37Z,1430000,,,0,,B. Mathurin traveling TURNOVER (1 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,1162.0,,,,,,,,,,,,,,,1.0,,,,
162,PT01M54.00S,2022-10-19T23:37:40.8Z,1,REGULAR,turnover,bad pass,[],1629655,,,1610612764,19,31,2022-10-19T23:48:38Z,1440000,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 204456]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,McConnell,204456.0,,
163,PT01M54.00S,2022-10-19T23:37:40.8Z,1,REGULAR,steal,,[],204456,,,1610612754,19,31,2022-10-19T23:39:31Z,1445000,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
147,PT01M51.00S,2022-10-19T23:37:50.4Z,1,REGULAR,turnover,lost ball,[],204456,,,1610612754,19,31,2022-10-19T23:40:08Z,1450000,,,0,,T. McConnell lost ball TURNOVER (2 TO),"[204456, 1626153]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Wright,1626153.0,,
148,PT01M51.00S,2022-10-19T23:37:50.4Z,1,REGULAR,steal,,[],1626153,,,1610612764,19,31,2022-10-19T23:38:02Z,1460000,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
150,PT01M35.00S,2022-10-19T23:38:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629060,6.258212877792378,54.90196078431373,1610612764,19,31,2022-10-19T23:38:09Z,1480000,-25.0,6.0,1,left,MISS R. Hachimura Layup,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.53,,,,,,,,,,,
151,PT01M33.00S,2022-10-19T23:38:07.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,19,31,2022-10-19T23:38:09Z,1490000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,150.0,,,1.0,1.0,0.0,,,,,,,,
152,PT01M23.00S,2022-10-19T23:38:18.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,90.75229960578186,44.36274509803921,1610612754,19,31,2022-10-19T23:38:22Z,1500000,-28.0,34.0,1,right,MISS I. Jackson Layup - blocked,"[1630543, 1626153]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.45,,,,,,,,,,Wright,1626153.0
153,PT01M23.00S,2022-10-19T23:38:18.0Z,1,REGULAR,block,,[],1626153,,,1610612754,19,31,2022-10-19T23:38:20Z,1510000,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
154,PT01M23.00S,2022-10-19T23:38:18.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,19,31,2022-10-19T23:38:22Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,152.0,,,,,,,,,,,,,
156,PT01M14.00S,2022-10-19T23:38:42.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629052,72.35545335085413,79.16666666666666,1610612754,19,31,2022-10-19T23:38:48Z,1540000,146.0,207.0,1,right,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,25.35,,,,,,,,,,,
157,PT01M10.00S,2022-10-19T23:38:46.6Z,1,REGULAR,rebound,defensive,[],1630264,,,1610612764,19,31,2022-10-19T23:38:48Z,1550000,,,0,,A. Gill REBOUND (Off:0 Def:1),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,,,,,156.0,,,1.0,1.0,0.0,,,,,,,,
158,PT01M07.00S,2022-10-19T23:38:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,29.517082785808146,28.676470588235293,1610612764,19,31,2022-10-19T23:38:56Z,1560000,107.0,225.0,1,left,MISS W. Barton 24' running pullup 3PT - blocked,"[203115, 1630543]",1610612764.0,WAS,running pullup,,,Barton,W. Barton,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,24.9,,,,,,,,,,Jackson,1630543.0
205,PT01M07.00S,2022-10-19T23:38:49.7Z,1,REGULAR,block,,[],1630543,,,1610612764,19,31,2022-10-19T23:49:06Z,1565000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
159,PT01M04.00S,2022-10-19T23:38:52.7Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,19,31,2022-10-19T23:38:56Z,1570000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,158.0,,,2.0,2.0,0.0,,,,,,,,
160,PT00M49.80S,2022-10-19T23:39:07.5Z,1,REGULAR,3pt,Jump Shot,[],1631097,82.9993429697766,96.32352941176471,1610612754,22,31,2022-10-19T23:39:12Z,1580000,232.0,107.0,1,right,B. Mathurin 25' 3PT  (7 PTS) (T. McConnell 1 AST),"[1631097, 204456]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,7.0,25.52,,,,T. McConnell,204456.0,1.0,,,,,
164,PT00M32.70S,2022-10-19T23:39:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,8.754927726675426,48.77450980392157,1610612764,22,31,2022-10-19T23:39:38Z,1600000,6.0,30.0,1,left,MISS D. Wright driving finger roll Layup,[1626153],1610612764.0,WAS,driving finger roll,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,3.04,,,,,,,,,,,
165,PT00M29.90S,2022-10-19T23:39:37.6Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,22,31,2022-10-19T23:39:38Z,1610000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,164.0,,,1.0,0.0,1.0,,,,,,,,
166,PT00M29.80S,2022-10-19T23:39:38.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,8.360709592641262,51.225490196078425,1610612764,22,33,2022-10-19T23:39:41Z,1620000,-6.0,26.0,1,left,D. Gafford DUNK (2 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,Made,,2.0,2.68,,,,,,,,,,,
167,PT00M14.00S,2022-10-19T23:39:55.6Z,1,REGULAR,3pt,Jump Shot,[],1631097,67.62483574244416,46.568627450980394,1610612754,25,33,2022-10-19T23:39:59Z,1630000,-17.0,252.0,1,right,B. Mathurin 25' 3PT  (10 PTS) (T. McConnell 2 AST),"[1631097, 204456]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,Made,,10.0,25.24,,,,T. McConnell,204456.0,2.0,,,,,
169,PT00M00.80S,2022-10-19T23:40:12.5Z,1,REGULAR,3pt,Jump Shot,[],203115,21.632720105124836,90.93137254901961,1610612764,25,36,2022-10-19T23:40:18Z,1650000,-205.0,151.0,1,left,W. Barton 25' 3PT step back (3 PTS),[203115],1610612764.0,WAS,step back,,,Barton,W. Barton,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,3.0,25.42,,,,,,,,,,,
171,PT00M00.00S,2022-10-19T23:40:53.9Z,1,REGULAR,period,end,[],0,,,1610612754,25,36,2022-10-19T23:40:53Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-10-19T23:42:53.5Z,2,REGULAR,period,start,[],0,,,1610612754,25,36,2022-10-19T23:42:53Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
