actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M48.00S,2022-11-08T01:01:05.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,92.19776609724047,58.333333333333336,1610612740,19,12,2022-11-08T01:01:10Z,870000,42.0,21.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 204456]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,4.66,Missed,McConnell,204456.0,,,,,,,,,,,,,
88,PT04M48.00S,2022-11-08T01:01:05.3Z,1,REGULAR,block,,[],204456,,,1610612740,19,12,2022-11-08T01:01:07Z,880000,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M48.00S,2022-11-08T01:01:05.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,19,12,2022-11-08T01:01:10Z,890000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,87.0,,,,,,,,,,,,
91,PT04M48.00S,2022-11-08T01:01:12.7Z,1,REGULAR,substitution,out,[],203468,,,1610612754,19,12,2022-11-08T01:01:19Z,910000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M48.00S,2022-11-08T01:01:12.7Z,1,REGULAR,substitution,in,[],1630530,,,1610612754,19,12,2022-11-08T01:01:19Z,920000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M38.00S,2022-11-08T01:01:32.4Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,19,12,2022-11-08T01:01:35Z,930000,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1630529]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,1.0,Jones,1630529.0,,,,,,,,,,,,,,,,,
94,PT04M38.00S,2022-11-08T01:01:32.4Z,1,REGULAR,steal,,[],1630529,,,1610612740,19,12,2022-11-08T01:01:34Z,940000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
95,PT04M35.00S,2022-11-08T01:01:34.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,93.64323258869908,51.470588235294116,1610612740,19,14,2022-11-08T01:01:40Z,950000,7.0,7.0,1,right,H. Jones running DUNK (4 PTS),[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,1.04,Made,,,,,,,4.0,,,,,,,,
96,PT04M26.00S,2022-11-08T01:01:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,32.40801576872536,71.07843137254902,1610612754,22,14,2022-11-08T01:01:49Z,960000,-105.0,252.0,1,left,T. Haliburton 27' 3PT pullup (3 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,27.32,Made,,,,,,,3.0,,,,,,,,
97,PT04M15.00S,2022-11-08T01:01:54.3Z,1,REGULAR,3pt,Jump Shot,[],1627742,73.9323258869908,12.745098039215685,1610612740,22,17,2022-11-08T01:01:58Z,970000,-186.0,193.0,1,right,B. Ingram 26' 3PT  (3 PTS) (T. Murphy III 1 AST),"[1627742, 1630530]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,26.79,Made,,,,,,,3.0,T. Murphy III,1630530.0,1.0,,,,,
99,PT03M56.00S,2022-11-08T01:02:16.5Z,1,REGULAR,foul,personal,[],1630631,,,1610612754,22,17,2022-11-08T01:08:51Z,990000,,,0,,J. Alvarado personal FOUL (1 PF),"[1630631, 1630543]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Jackson,1630543.0
101,PT03M56.00S,2022-11-08T01:02:33.0Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,22,17,2022-11-08T01:02:37Z,1010000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M56.00S,2022-11-08T01:02:33.0Z,1,REGULAR,substitution,in,[],1629614,,,1610612754,22,17,2022-11-08T01:02:37Z,1020000,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M45.00S,2022-11-08T01:02:56.2Z,1,REGULAR,2pt,Jump Shot,[],1629614,8.492115637319317,27.205882352941174,1610612754,22,17,2022-11-08T01:04:55Z,1030000,114.0,27.0,1,left,MISS A. Nembhard 11' step back Shot,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,11.72,Missed,,,,,,,,,,,,,,,
104,PT03M41.00S,2022-11-08T01:03:00.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,22,17,2022-11-08T01:03:04Z,1040000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,
105,PT03M37.00S,2022-11-08T01:03:03.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,73.01248357424441,16.176470588235293,1610612740,22,17,2022-11-08T01:03:09Z,1050000,-169.0,201.0,1,right,MISS J. Alvarado 26' running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,26.28,Missed,,,,,,,,,,,,,,,
106,PT03M33.00S,2022-11-08T01:03:07.8Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,22,17,2022-11-08T01:03:09Z,1060000,,,0,,J. Smith REBOUND (Off:0 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,105.0,4.0,4.0,0.0,,,,,,,,,
107,PT03M19.00S,2022-11-08T01:03:21.5Z,1,REGULAR,3pt,Jump Shot,[],1631097,33.327858081471746,49.50980392156863,1610612754,22,17,2022-11-08T01:03:27Z,1070000,2.0,261.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,26.08,Missed,,,,,,,,,,,,,,,
108,PT03M16.00S,2022-11-08T01:03:24.5Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,22,17,2022-11-08T01:03:27Z,1080000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Center,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,
109,PT03M05.00S,2022-11-08T01:03:34.8Z,1,REGULAR,3pt,Jump Shot,[],1630631,72.48685939553219,16.911764705882355,1610612740,22,17,2022-11-08T01:03:40Z,1090000,-165.0,206.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,,,,26.43,Missed,,,,,,,,,,,,,,,
110,PT03M02.00S,2022-11-08T01:03:37.8Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612740,22,17,2022-11-08T01:03:40Z,1100000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,
111,PT03M00.00S,2022-11-08T01:03:40.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,67.49342969776609,56.372549019607845,1610612740,22,20,2022-11-08T01:03:51Z,1110000,32.0,253.0,1,right,B. Ingram 25' 3PT  (6 PTS) (J. Alvarado 1 AST),"[1627742, 1630631]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,25.51,Made,,,,,,,6.0,J. Alvarado,1630631.0,1.0,,,,,
114,PT02M38.00S,2022-11-08T01:04:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,6.652431011826544,45.83333333333333,1610612754,24,20,2022-11-08T01:04:09Z,1140000,21.0,10.0,1,left,J. Smith driving finger roll Layup (7 PTS) (A. Nembhard 3 AST),"[1630188, 1629614]",1610612754.0,IND,driving finger roll,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,2.31,Made,,,,,,,7.0,A. Nembhard,1629614.0,3.0,,,,,
115,PT02M23.00S,2022-11-08T01:04:17.7Z,1,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,24,20,2022-11-08T01:04:23Z,1150000,,,0,,H. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Mid-Range,16-24 Center,2.0,,,,,,,,,,,,,,,201245.0,,,,
116,PT02M10.00S,2022-11-08T01:04:37.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629614,32.14520367936925,67.15686274509804,1610612754,27,20,2022-11-08T01:04:43Z,1160000,-86.0,250.0,1,left,A. Nembhard 26' 3PT  (3 PTS) (I. Jackson 1 AST),"[1629614, 1630543]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,26.4,Made,,,,,,,3.0,I. Jackson,1630543.0,1.0,,,,,
118,PT01M59.00S,2022-11-08T01:04:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,68.9388961892247,21.323529411764707,1610612740,27,23,2022-11-08T01:04:53Z,1180000,-143.0,239.0,1,right,T. Murphy III 27' 3PT  (3 PTS) (J. Alvarado 2 AST),"[1630530, 1630631]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,27.91,Made,,,,,,,3.0,J. Alvarado,1630631.0,2.0,,,,,
120,PT01M40.00S,2022-11-08T01:05:06.5Z,1,REGULAR,3pt,Jump Shot,[],1630188,8.886333771353483,3.431372549019608,1610612754,27,23,2022-11-08T01:05:10Z,1200000,233.0,31.0,1,left,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Right Corner 3,24+ Right,,,,23.49,Missed,,,,,,,,,,,,,,,
121,PT01M37.00S,2022-11-08T01:05:09.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,27,23,2022-11-08T01:05:10Z,1210000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
122,PT01M32.00S,2022-11-08T01:05:16.6Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612740,27,23,2022-11-08T01:05:26Z,1220000,,,0,,J. Smith shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[1630188, 1626204]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Nance Jr.,1626204.0
124,PT01M32.00S,2022-11-08T01:05:49.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626204,,,1610612740,27,23,2022-11-08T01:05:49Z,1240000,,,0,,MISS L. Nance Jr. Free Throw 1 of 2,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
125,PT01M32.00S,2022-11-08T01:05:49.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,27,23,2022-11-08T01:05:49Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,
126,PT01M32.00S,2022-11-08T01:05:49.6Z,1,REGULAR,substitution,out,[],1630188,,,1610612740,27,23,2022-11-08T01:06:07Z,1260000,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M32.00S,2022-11-08T01:05:49.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,27,23,2022-11-08T01:06:07Z,1270000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M32.00S,2022-11-08T01:05:49.6Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,27,23,2022-11-08T01:06:07Z,1280000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M32.00S,2022-11-08T01:05:49.6Z,1,REGULAR,substitution,in,[],1626167,,,1610612740,27,23,2022-11-08T01:06:07Z,1290000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M32.00S,2022-11-08T01:05:49.6Z,1,REGULAR,substitution,in,[],1628984,,,1610612740,27,23,2022-11-08T01:06:07Z,1300000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M32.00S,2022-11-08T01:05:49.6Z,1,REGULAR,substitution,in,[],1629627,,,1610612740,27,23,2022-11-08T01:06:07Z,1310000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M32.00S,2022-11-08T01:06:18.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626204,,,1610612740,27,24,2022-11-08T01:06:18Z,1320000,,,0,,L. Nance Jr. Free Throw 2 of 2 (1 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
133,PT01M16.00S,2022-11-08T01:06:36.7Z,1,REGULAR,2pt,Jump Shot,[],1629614,11.908672798948752,31.372549019607842,1610612754,29,24,2022-11-08T01:06:41Z,1330000,93.0,59.0,1,left,A. Nembhard 11' driving floating bank Jump Shot (5 PTS) (B. Mathurin 1 AST),"[1629614, 1631097]",1610612754.0,IND,driving floating bank,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,11.04,Made,,,,,,,5.0,B. Mathurin,1631097.0,1.0,,,,,
135,PT01M04.00S,2022-11-08T01:06:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,94.03745072273325,54.90196078431373,1610612740,29,24,2022-11-08T01:06:54Z,1350000,25.0,4.0,1,right,MISS J. Alvarado driving finger roll Layup,[1630631],1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,Restricted Area,0-8 Center,,,,2.47,Missed,,,,,,,,,,,,,,,
136,PT01M01.00S,2022-11-08T01:06:51.3Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,29,24,2022-11-08T01:06:54Z,1360000,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,135.0,6.0,5.0,1.0,,,,,,,,,
137,PT00M59.10S,2022-11-08T01:06:54.4Z,1,REGULAR,turnover,out-of-bounds,[],1631097,,,1610612754,29,24,2022-11-08T01:07:00Z,1370000,,,0,,B. Mathurin bad pass out-of-bounds TURNOVER (1 TO),[1631097],1610612754.0,IND,bad pass,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,1193.0,,,,
138,PT00M43.40S,2022-11-08T01:07:17.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,93.51182654402102,3.9215686274509802,1610612740,29,27,2022-11-08T01:07:21Z,1380000,-230.0,8.0,1,right,D. Graham 3PT  (3 PTS) (J. Alvarado 3 AST),"[1628984, 1630631]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Left Corner 3,24+ Left,,,,23.06,Made,,,,,,,3.0,J. Alvarado,1630631.0,3.0,,,,,
140,PT00M30.70S,2022-11-08T01:07:32.8Z,1,REGULAR,3pt,Jump Shot,[],1626167,32.670827858081466,61.274509803921575,1610612754,32,27,2022-11-08T01:07:36Z,1400000,-56.0,255.0,1,left,M. Turner 26' 3PT  (12 PTS) (T. McConnell 1 AST),"[1626167, 204456]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,26.08,Made,,,,,,,12.0,T. McConnell,204456.0,1.0,,,,,
142,PT00M13.60S,2022-11-08T01:07:57.1Z,1,REGULAR,3pt,Jump Shot,[],1629627,72.61826544021025,78.18627450980392,1610612740,32,30,2022-11-08T01:08:01Z,1420000,141.0,205.0,1,right,Z. Williamson 24' 3PT  (8 PTS) (L. Nance Jr. 1 AST),"[1629627, 1626204]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,,,,24.87,Made,,,,,,,8.0,L. Nance Jr.,1626204.0,1.0,,,,,
144,PT00M02.40S,2022-11-08T01:08:11.6Z,1,REGULAR,2pt,Jump Shot,[],204456,13.87976346911958,33.088235294117645,1610612754,32,30,2022-11-08T01:08:16Z,1440000,85.0,78.0,1,left,MISS T. McConnell 11' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,11.51,Missed,,,,,,,,,,,,,,,
145,PT00M02.40S,2022-11-08T01:08:11.6Z,1,REGULAR,rebound,defensive,[],1628984,,,1610612740,32,30,2022-11-08T01:08:16Z,1450000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Right,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,
146,PT00M00.00S,2022-11-08T01:08:16.5Z,1,REGULAR,period,end,[],0,,,1610612740,32,30,2022-11-08T01:08:16Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-11-08T01:10:42.4Z,2,REGULAR,substitution,out,['startperiod'],1626167,,,1610612740,32,30,2022-11-08T01:10:55Z,1470000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-11-08T01:10:42.4Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,32,30,2022-11-08T01:10:55Z,1480000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-11-08T01:10:42.4Z,2,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,32,30,2022-11-08T01:10:55Z,1490000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-11-08T01:10:42.4Z,2,REGULAR,substitution,in,['startperiod'],1630678,,,1610612740,32,30,2022-11-08T01:10:55Z,1500000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-11-08T01:10:42.4Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612740,32,30,2022-11-08T01:10:55Z,1510000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-08T01:10:42.4Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612740,32,30,2022-11-08T01:10:55Z,1520000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-11-08T01:11:04.1Z,2,REGULAR,period,start,[],0,,,1610612754,32,30,2022-11-08T01:11:04Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M42.00S,2022-11-08T01:11:21.4Z,2,REGULAR,3pt,Jump Shot,[],1631097,32.802233902759525,43.627450980392155,1610612754,32,30,2022-11-08T01:11:29Z,1540000,32.0,256.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,25.78,Missed,,,,,,,,,,,,,,,
156,PT11M39.00S,2022-11-08T01:11:24.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,32,30,2022-11-08T01:11:29Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,155.0,,,,,,,,,,,,
158,PT11M26.00S,2022-11-08T01:11:50.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629614,13.61695137976347,48.529411764705884,1610612754,34,30,2022-11-08T01:15:38Z,1570000,7.0,75.0,1,left,A. Nembhard 7' turnaround fadeaway Jump Shot (7 PTS),[1629614],1610612754.0,IND,turnaround fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,7.59,Made,,,,,,,7.0,,,,,,,,
159,PT11M07.00S,2022-11-08T01:12:09.2Z,2,REGULAR,3pt,Jump Shot,[],1628984,68.28186596583443,36.76470588235294,1610612740,34,33,2022-11-08T01:12:13Z,1580000,-66.0,246.0,1,right,D. Graham 25' 3PT pullup (6 PTS) (L. Nance Jr. 2 AST),"[1628984, 1626204]",1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,,,25.45,Made,,,,,,,6.0,L. Nance Jr.,1626204.0,2.0,,,,,
160,PT10M56.00S,2022-11-08T01:12:20.9Z,2,REGULAR,turnover,bad pass,[],204456,,,1610612754,34,33,2022-11-08T01:16:45Z,1590000,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1629627]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,1.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,
161,PT10M56.00S,2022-11-08T01:12:20.9Z,2,REGULAR,steal,,[],1629627,,,1610612740,34,33,2022-11-08T01:12:22Z,1600000,,,0,,Z. Williamson STEAL (1 STL),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
162,PT10M52.00S,2022-11-08T01:12:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,92.19776609724047,54.90196078431373,1610612740,34,33,2022-11-08T01:12:29Z,1610000,25.0,21.0,1,right,MISS N. Marshall running Layup - blocked,"[1630230, 1630543]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,3.21,Missed,Jackson,1630543.0,,,,,,,,,,,,,
163,PT10M52.00S,2022-11-08T01:12:25.1Z,2,REGULAR,block,,[],1630543,,,1610612740,34,33,2022-11-08T01:12:27Z,1620000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M48.00S,2022-11-08T01:12:29.1Z,2,REGULAR,rebound,defensive,[],204456,,,1610612754,34,33,2022-11-08T01:12:29Z,1630000,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,
165,PT10M47.00S,2022-11-08T01:12:31.9Z,2,REGULAR,foul,offensive,[],1631097,,,1610612754,34,33,2022-11-08T01:12:44Z,1640000,,,0,,B. Mathurin charge offensive FOUL (1 PF),"[1631097, 1628984]",1610612754.0,IND,charge,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202027.0,1.0,0.0,Graham,1628984.0
167,PT10M47.00S,2022-11-08T01:12:31.9Z,2,REGULAR,turnover,offensive foul,[],1631097,,,1610612754,34,33,2022-11-08T01:12:31Z,1660000,,,0,,B. Mathurin offensive foul TURNOVER (2 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,,,202027.0,,,,
169,PT10M34.00S,2022-11-08T01:13:01.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,91.01511169513797,2.941176470588235,1610612740,34,33,2022-11-08T01:13:05Z,1670000,-235.0,32.0,1,right,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,Left Corner 3,24+ Left,,,,23.75,Missed,,,,,,,,,,,,,,,
170,PT10M31.00S,2022-11-08T01:13:04.8Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,34,33,2022-11-08T01:13:05Z,1680000,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Left Corner 3,24+ Left,,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,
171,PT10M13.00S,2022-11-08T01:13:22.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,14.536793692509855,40.19607843137255,1610612754,36,33,2022-11-08T01:13:26Z,1690000,49.0,84.0,1,left,T. McConnell 9' pullup Jump Shot (2 PTS) (B. Mathurin 2 AST),"[204456, 1631097]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,9.73,Made,,,,,,,2.0,B. Mathurin,1631097.0,2.0,,,,,
173,PT10M00.00S,2022-11-08T01:13:35.3Z,2,REGULAR,3pt,Jump Shot,[],203468,74.58935611038108,85.29411764705883,1610612740,36,36,2022-11-08T01:13:39Z,1710000,176.0,186.0,1,right,C. McCollum 25' 3PT  (6 PTS) (Z. Williamson 1 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,25.67,Made,,,,,,,6.0,Z. Williamson,1629627.0,1.0,,,,,
