actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
614,PT00M49.50S,2023-02-16T02:23:43.3Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,111,110,2023-02-16T02:23:47Z,6050000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,,,,Right Corner 3,24+ Right,,,,White,C. White,613.0,3.0,3.0,0.0,,,,,,,,,,,,,
615,PT00M41.40S,2023-02-16T02:23:56.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612741,111,110,2023-02-16T02:24:12Z,6060000,False,,,0,,A. Nesmith shooting personal FOUL (4 PF) (LaVine 2 FT),"[1630174, 203897]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nesmith,A. Nesmith,,,,,,,,,,,1628954.0,4.0,0.0,LaVine,203897.0,,
617,PT00M41.40S,2023-02-16T02:24:29.6Z,4,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,111,111,2023-02-16T02:24:29Z,6080000,False,,,0,,Z. LaVine Free Throw 1 of 2 (33 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,33.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
618,PT00M41.40S,2023-02-16T02:24:45.7Z,4,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,111,112,2023-02-16T02:24:45Z,6090000,False,,,0,,Z. LaVine Free Throw 2 of 2 (34 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,34.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
619,PT00M31.20S,2023-02-16T02:24:59.9Z,4,REGULAR,2pt,Jump Shot,[],1630169,90.48948751642575,68.13725490196079,1610612754,113,112,2023-02-16T02:25:09Z,6100000,False,91.0,37.0,1,right,T. Haliburton 9' driving floating bank Jump Shot (16 PTS),[1630169],1610612754.0,IND,driving floating bank,,,,,,Mid-Range,8-16 Right,9.79,Made,16.0,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
620,PT00M11.50S,2023-02-16T02:25:23.5Z,4,REGULAR,2pt,Jump Shot,[],203897,7.440867279894875,85.29411764705883,1610612741,113,112,2023-02-16T02:25:29Z,6110000,False,-176.0,17.0,1,left,MISS Z. LaVine 17' pullup Shot,[203897],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Left,17.74,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
621,PT00M08.90S,2023-02-16T02:25:26.1Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,113,112,2023-02-16T02:25:29Z,6120000,False,,,0,,M. Turner REBOUND (Off:1 Def:8),[1626167],1610612754.0,IND,,,,,,,Mid-Range,16-24 Left,,,,Turner,M. Turner,620.0,9.0,8.0,1.0,,,,,,,,,,,,,
622,PT00M08.90S,2023-02-16T02:25:34.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612754,113,112,2023-02-16T02:26:56Z,6130000,False,,,0,,A. Caruso take personal FOUL (4 PF) (Turner 2 FT),"[1627936, 1626167]",1610612741.0,CHI,take,,,,,,In The Paint (Non-RA),0-8 Center,,,,Caruso,A. Caruso,,,,,,,,,,,1199.0,4.0,0.0,Turner,1626167.0,,
624,PT00M08.90S,2023-02-16T02:26:10.9Z,4,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,114,112,2023-02-16T02:26:11Z,6150000,False,,,0,,M. Turner Free Throw 1 of 2 (16 PTS),[1626167],1610612754.0,IND,,,,,,,,,,Made,16.0,Turner,M. Turner,,,,,,,,,,,,,,,,,
625,PT00M08.90S,2023-02-16T02:26:11.5Z,4,REGULAR,substitution,out,[],1629632,,,1610612754,114,112,2023-02-16T02:26:20Z,6160000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
626,PT00M08.90S,2023-02-16T02:26:11.5Z,4,REGULAR,substitution,in,[],203083,,,1610612754,114,112,2023-02-16T02:26:20Z,6170000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
627,PT00M08.90S,2023-02-16T02:26:39.5Z,4,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,115,112,2023-02-16T02:26:39Z,6180000,False,,,0,,M. Turner Free Throw 2 of 2 (17 PTS),[1626167],1610612754.0,IND,,,,,,,,,,Made,17.0,Turner,M. Turner,,,,,,,,,,,,,,,,,
628,PT00M08.90S,2023-02-16T02:26:42.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,115,112,2023-02-16T02:26:42Z,6190000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M08.90S,2023-02-16T02:27:48.8Z,4,REGULAR,substitution,out,[],1630169,,,1610612741,115,112,2023-02-16T02:28:24Z,6200000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
630,PT00M08.90S,2023-02-16T02:27:48.8Z,4,REGULAR,substitution,out,[],203083,,,1610612741,115,112,2023-02-16T02:28:24Z,6210000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
631,PT00M08.90S,2023-02-16T02:27:48.8Z,4,REGULAR,substitution,in,[],204456,,,1610612741,115,112,2023-02-16T02:28:24Z,6220000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
632,PT00M08.90S,2023-02-16T02:27:48.8Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,115,112,2023-02-16T02:28:24Z,6230000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
633,PT00M07.70S,2023-02-16T02:28:46.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629614,,,1610612741,115,112,2023-02-16T02:28:54Z,6240000,False,,,0,,A. Nembhard take personal FOUL (4 PF) (LaVine 2 FT),"[1629614, 203897]",1610612754.0,IND,take,,,,,,Above the Break 3,24+ Center,,,,Nembhard,A. Nembhard,,,,,,,,,,,1628954.0,4.0,0.0,LaVine,203897.0,,
635,PT00M07.70S,2023-02-16T02:29:13.9Z,4,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,115,112,2023-02-16T02:29:13Z,6260000,False,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,,,,,,,,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
636,PT00M07.70S,2023-02-16T02:29:13.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,115,112,2023-02-16T02:29:13Z,6270000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,635.0,,,,,,,,,,,,,,,,
637,PT00M07.70S,2023-02-16T02:29:14.5Z,4,REGULAR,substitution,out,[],1629614,,,1610612741,115,112,2023-02-16T02:29:24Z,6280000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
638,PT00M07.70S,2023-02-16T02:29:14.5Z,4,REGULAR,substitution,out,[],204456,,,1610612741,115,112,2023-02-16T02:29:24Z,6290000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,
639,PT00M07.70S,2023-02-16T02:29:14.5Z,4,REGULAR,substitution,in,[],1630169,,,1610612741,115,112,2023-02-16T02:29:24Z,6300000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,
640,PT00M07.70S,2023-02-16T02:29:14.5Z,4,REGULAR,substitution,in,[],1630188,,,1610612741,115,112,2023-02-16T02:29:24Z,6310000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,
641,PT00M07.70S,2023-02-16T02:29:40.1Z,4,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,115,113,2023-02-16T02:29:40Z,6320000,False,,,0,,Z. LaVine Free Throw 2 of 2 (35 PTS),[203897],1610612741.0,CHI,,,,,,,,,,Made,35.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
642,PT00M07.70S,2023-02-16T02:29:46.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,115,113,2023-02-16T02:29:46Z,6330000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M07.70S,2023-02-16T02:30:53.0Z,4,REGULAR,substitution,out,[],1630188,,,1610612754,115,113,2023-02-16T02:31:13Z,6340000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,,,,,,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,
644,PT00M07.70S,2023-02-16T02:30:53.0Z,4,REGULAR,substitution,out,[],202696,,,1610612754,115,113,2023-02-16T02:31:13Z,6350000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
645,PT00M07.70S,2023-02-16T02:30:53.0Z,4,REGULAR,substitution,in,[],1629614,,,1610612754,115,113,2023-02-16T02:31:13Z,6360000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,
646,PT00M07.70S,2023-02-16T02:30:53.0Z,4,REGULAR,substitution,in,[],1630172,,,1610612754,115,113,2023-02-16T02:31:13Z,6370000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
647,PT00M07.10S,2023-02-16T02:31:39.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627936,,,1610612754,115,113,2023-02-16T02:31:45Z,6380000,False,,,0,,A. Caruso take personal FOUL (5 PF) (Hield 2 FT),"[1627936, 1627741]",1610612741.0,CHI,take,,,,,,Mid-Range,16-24 Right,,,,Caruso,A. Caruso,,,,,,,,,,,2882.0,5.0,0.0,Hield,1627741.0,,
649,PT00M07.10S,2023-02-16T02:32:10.1Z,4,REGULAR,freethrow,1 of 2,[],1627741,,,1610612754,116,113,2023-02-16T02:32:10Z,6400000,False,,,0,,B. Hield Free Throw 1 of 2 (26 PTS),[1627741],1610612754.0,IND,,,,,,,,,,Made,26.0,Hield,B. Hield,,,,,,,,,,,,,,,,,
650,PT00M07.10S,2023-02-16T02:32:10.7Z,4,REGULAR,substitution,out,[],1629632,,,1610612754,116,113,2023-02-16T02:32:17Z,6410000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
651,PT00M07.10S,2023-02-16T02:32:10.7Z,4,REGULAR,substitution,out,[],1630172,,,1610612754,116,113,2023-02-16T02:32:17Z,6420000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,
652,PT00M07.10S,2023-02-16T02:32:10.7Z,4,REGULAR,substitution,in,[],203083,,,1610612754,116,113,2023-02-16T02:32:17Z,6430000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
653,PT00M07.10S,2023-02-16T02:32:10.7Z,4,REGULAR,substitution,in,[],202696,,,1610612754,116,113,2023-02-16T02:32:17Z,6440000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,,,,,,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,
654,PT00M07.10S,2023-02-16T02:32:38.0Z,4,REGULAR,freethrow,2 of 2,[],1627741,,,1610612754,117,113,2023-02-16T02:32:38Z,6450000,False,,,0,,B. Hield Free Throw 2 of 2 (27 PTS),[1627741],1610612754.0,IND,,,,,,,,,,Made,27.0,Hield,B. Hield,,,,,,,,,,,,,,,,,
655,PT00M07.10S,2023-02-16T02:32:40.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,117,113,2023-02-16T02:32:40Z,6460000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M07.10S,2023-02-16T02:34:02.9Z,4,REGULAR,substitution,out,[],203083,,,1610612741,117,113,2023-02-16T02:34:14Z,6470000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,
657,PT00M07.10S,2023-02-16T02:34:02.9Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,117,113,2023-02-16T02:34:14Z,6480000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,
658,PT00M06.20S,2023-02-16T02:34:19.2Z,4,REGULAR,3pt,Jump Shot,[],203897,29.38567674113009,21.813725490196077,1610612741,117,113,2023-02-16T02:34:27Z,6490000,False,141.0,224.0,1,left,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,
659,PT00M03.50S,2023-02-16T02:34:25.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,117,113,2023-02-16T02:34:25Z,6500000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,,,658.0,,,,,,,,,,,,,,,,
661,PT00M00.00S,2023-02-16T02:34:40.4Z,4,REGULAR,period,end,[],0,,,1610612754,117,113,2023-02-16T02:34:40Z,6520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2023-02-16T02:35:06.0Z,4,REGULAR,game,end,[],0,,,0,117,113,2023-02-16T02:35:06Z,6530000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
