actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
80,PT05M41.00S,2024-11-11T00:22:34.8Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,12,13,2024-11-11T00:22:57Z,790000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M41.00S,2024-11-11T00:22:34.8Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,12,13,2024-11-11T00:22:57Z,800000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M30.00S,2024-11-11T00:23:13.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,93.38042049934296,51.470588235294116,1610612748,12,15,2024-11-11T00:23:19Z,810000,False,7.0,10.0,1,right,K. Ware alley-oop DUNK (2 PTS) (T. Herro 2 AST),"[1642276, 1629639]",1610612748.0,MIA,,Ware,K. Ware,alley-oop,Restricted Area,0-8 Center,1.22,Made,2.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,,,,,,,
84,PT05M22.00S,2024-11-11T00:23:20.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,25.837713534822605,84.55882352941177,1610612750,12,15,2024-11-11T00:23:27Z,830000,False,-173.0,190.0,1,left,MISS D. DiVincenzo 25' pullup 3PT,[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,pullup,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M19.00S,2024-11-11T00:23:23.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,12,15,2024-11-11T00:23:23Z,840000,False,,,0,,R. Gobert REBOUND (Off:3 Def:2),[203497],1610612750.0,MIN,,Gobert,R. Gobert,,Above the Break 3,24+ Left Center,,,,,,,,,,,84.0,5.0,2.0,3.0,,,,,,,,,,,
86,PT05M11.00S,2024-11-11T00:23:31.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,6.389618922470433,96.07843137254902,1610612750,15,15,2024-11-11T00:23:36Z,850000,False,-230.0,8.0,1,left,N. Reid 3PT  (3 PTS) (R. Gobert 1 AST),"[1629675, 203497]",1610612750.0,MIN,,Reid,N. Reid,,Left Corner 3,24+ Left,23.05,Made,3.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,,,,,,
88,PT04M57.00S,2024-11-11T00:23:48.3Z,1,REGULAR,foul,personal,[],1628978,,,1610612748,15,15,2024-11-11T00:24:04Z,870000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1642276]",1610612750.0,MIN,200834.0,DiVincenzo,D. DiVincenzo,,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Ware,1642276.0,,,,,,,,,,,,,,,
90,PT04M42.00S,2024-11-11T00:24:24.2Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,15,15,2024-11-11T00:24:28Z,890000,False,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1628978]",1610612748.0,MIA,,Herro,T. Herro,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,2.0,DiVincenzo,1628978.0,,,,,,,,
91,PT04M42.00S,2024-11-11T00:24:24.2Z,1,REGULAR,steal,,[],1628978,,,1610612750,15,15,2024-11-11T00:31:53Z,900000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M37.00S,2024-11-11T00:24:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628978,6.258212877792378,52.69607843137255,1610612750,15,15,2024-11-11T00:24:37Z,910000,False,-13.0,6.0,1,left,MISS D. DiVincenzo running Layup - blocked,"[1628978, 1642276]",1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,running,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,Ware,1642276.0,,,,,,
93,PT04M37.00S,2024-11-11T00:24:29.0Z,1,REGULAR,block,,[],1642276,,,1610612750,15,15,2024-11-11T00:24:30Z,920000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,Ware,K. Ware,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2024-11-11T00:24:31.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,15,15,2024-11-11T00:24:37Z,930000,False,,,0,,R. Gobert REBOUND (Off:4 Def:2),[203497],1610612750.0,MIN,,Gobert,R. Gobert,,Restricted Area,0-8 Center,,,,,,,,,,,92.0,6.0,2.0,4.0,,,,,,,,,,,
95,PT04M34.00S,2024-11-11T00:24:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203497,6.652431011826544,52.94117647058824,1610612750,15,15,2024-11-11T01:11:57Z,940000,False,-15.0,10.0,1,left,MISS R. Gobert putback Layup - blocked,"[203497, 1631170]",1610612750.0,MIN,,Gobert,R. Gobert,putback,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,Jaquez Jr.,1631170.0,,,,,,
96,PT04M34.00S,2024-11-11T00:24:31.7Z,1,REGULAR,block,,[],1631170,,,1610612750,15,15,2024-11-11T00:24:34Z,950000,False,,,0,,J. Jaquez Jr. BLOCK (1 BLK),[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M33.00S,2024-11-11T00:24:32.7Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,15,15,2024-11-11T00:25:42Z,960000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,,Restricted Area,0-8 Center,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT04M29.00S,2024-11-11T00:24:36.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629312,85.62746386333771,5.147058823529411,1610612748,15,15,2024-11-11T00:25:46Z,970000,False,-224.0,83.0,1,right,MISS H. Highsmith running 3PT,[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,running,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M25.00S,2024-11-11T00:24:40.8Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,15,15,2024-11-11T00:24:48Z,980000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,Left Corner 3,24+ Left,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,
100,PT04M16.00S,2024-11-11T00:24:49.4Z,1,REGULAR,3pt,Jump Shot,[],1629675,26.231931668856767,82.84313725490196,1610612750,15,15,2024-11-11T00:24:56Z,990000,False,-164.0,194.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,Reid,N. Reid,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M14.00S,2024-11-11T00:24:51.4Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,15,15,2024-11-11T00:24:56Z,1000000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,Herro,T. Herro,,Above the Break 3,24+ Left Center,,,,,,,,,,,100.0,4.0,4.0,0.0,,,,,,,,,,,
102,PT04M07.00S,2024-11-11T00:24:58.9Z,1,REGULAR,3pt,Jump Shot,[],1629639,69.99014454664915,68.38235294117648,1610612748,15,18,2024-11-11T00:25:03Z,1010000,False,92.0,230.0,1,right,T. Herro 24' 3PT pullup (5 PTS),[1629639],1610612748.0,MIA,,Herro,T. Herro,pullup,Above the Break 3,24+ Right Center,24.73,Made,5.0,,,,,,,,,,,,,,,,,,,,,,
103,PT03M50.00S,2024-11-11T00:25:15.7Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,15,18,2024-11-11T00:25:20Z,1020000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1629312]",1610612750.0,MIN,,Edwards,A. Edwards,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,1.0,Highsmith,1629312.0,,,,,,,,
104,PT03M50.00S,2024-11-11T00:25:15.7Z,1,REGULAR,steal,,[],1629312,,,1610612748,15,18,2024-11-11T00:25:17Z,1030000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M44.00S,2024-11-11T00:25:21.5Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612748,15,18,2024-11-11T00:26:38Z,1040000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Richardson 2 FT),"[1629675, 1626196]",1610612750.0,MIN,1628159.0,Reid,N. Reid,shooting,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Richardson,1626196.0,,,,,,,,,,,,,,,
107,PT03M44.00S,2024-11-11T00:25:52.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626196,,,1610612748,15,19,2024-11-11T00:26:33Z,1060000,False,,,0,,J. Richardson Free Throw 1 of 2 (1 PTS),[1626196],1610612748.0,MIA,,Richardson,J. Richardson,,,,,Made,1.0,,,,,,,,,,,,,,,,,,,,,,
114,PT03M44.00S,2024-11-11T00:25:52.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626196,,,1610612748,15,20,2024-11-11T00:26:33Z,1130000,False,,,0,,J. Richardson Free Throw 2 of 2 (2 PTS),[1626196],1610612748.0,MIA,,Richardson,J. Richardson,,,,,Made,2.0,,,,,,,,,,,,,,,,,,,,,,
108,PT03M44.00S,2024-11-11T00:25:52.6Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,15,20,2024-11-11T00:26:27Z,1140000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M44.00S,2024-11-11T00:25:52.6Z,1,REGULAR,substitution,out,[],203497,,,1610612750,15,20,2024-11-11T00:26:27Z,1150000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M44.00S,2024-11-11T00:25:52.6Z,1,REGULAR,substitution,out,[],1629639,,,1610612750,15,20,2024-11-11T00:26:27Z,1160000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M44.00S,2024-11-11T00:25:52.6Z,1,REGULAR,substitution,in,[],203944,,,1610612750,15,20,2024-11-11T00:26:27Z,1170000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M44.00S,2024-11-11T00:25:52.6Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,15,20,2024-11-11T00:26:27Z,1180000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M44.00S,2024-11-11T00:25:52.6Z,1,REGULAR,substitution,in,[],1629130,,,1610612750,15,20,2024-11-11T00:26:27Z,1190000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2024-11-11T00:26:39.9Z,1,REGULAR,3pt,Jump Shot,[],1628978,30.831143232588698,20.833333333333336,1610612750,15,20,2024-11-11T00:26:44Z,1200000,False,146.0,237.0,1,left,MISS D. DiVincenzo 27' 3PT,[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Right Center,27.85,Missed,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2024-11-11T00:26:42.9Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,15,20,2024-11-11T00:26:44Z,1210000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,Robinson,D. Robinson,,Above the Break 3,24+ Right Center,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,
117,PT03M13.00S,2024-11-11T00:26:58.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,73.40670170827858,79.65686274509804,1610612748,15,20,2024-11-11T00:27:04Z,1220000,False,148.0,197.0,1,right,MISS D. Robinson 24' step back 3PT,[1629130],1610612748.0,MIA,,Robinson,D. Robinson,step back,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M09.00S,2024-11-11T00:27:02.6Z,1,REGULAR,rebound,offensive,[],1626196,,,1610612748,15,20,2024-11-11T00:27:04Z,1230000,False,,,0,,J. Richardson REBOUND (Off:1 Def:0),[1626196],1610612748.0,MIA,,Richardson,J. Richardson,,Above the Break 3,24+ Right Center,,,,,,,,,,,117.0,1.0,0.0,1.0,,,,,,,,,,,
119,PT03M05.00S,2024-11-11T00:27:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631170,91.80354796320631,48.03921568627451,1610612748,15,20,2024-11-11T00:27:14Z,1240000,False,-10.0,25.0,1,right,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,driving,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M04.00S,2024-11-11T00:27:06.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,15,20,2024-11-11T00:27:14Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,Restricted Area,0-8 Center,,,,,,,,,,,119.0,,,,,,,,,,,,,,
123,PT02M58.00S,2024-11-11T00:27:40.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,15,20,2024-11-11T00:27:40Z,1280000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2024-11-11T00:29:55.0Z,1,REGULAR,substitution,out,[],1629312,,,1610612748,15,20,2024-11-11T00:30:33Z,1290000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M58.00S,2024-11-11T00:29:55.0Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,15,20,2024-11-11T00:30:33Z,1300000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M55.00S,2024-11-11T00:30:47.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631107,93.24901445466492,4.411764705882353,1610612748,15,23,2024-11-11T00:30:54Z,1310000,False,-228.0,11.0,1,right,N. Jović 3PT  (3 PTS) (J. Jaquez Jr. 1 AST),"[1631107, 1631170]",1610612748.0,MIA,,Jović,N. Jović,,Left Corner 3,24+ Left,22.82,Made,3.0,J. Jaquez Jr.,1631170.0,1.0,,,,,,,,,,,,,,,,,,,
128,PT02M25.00S,2024-11-11T00:31:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.124835742444152,45.978860294117645,1610612750,17,23,2024-11-11T00:31:23Z,1330000,False,20.0,-4.0,1,left,N. Reid driving Layup (5 PTS),[1629675],1610612750.0,MIN,,Reid,N. Reid,driving,Restricted Area,0-8 Center,2.06,Made,5.0,,,,,,,,,,,,,,,,,,,,,,
129,PT02M18.00S,2024-11-11T00:31:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,92.85479632063075,50.98039215686274,1610612748,17,25,2024-11-11T00:31:31Z,1340000,False,5.0,15.0,1,right,N. Jović driving Layup (5 PTS),[1631107],1610612748.0,MIA,,Jović,N. Jović,driving,Restricted Area,0-8 Center,1.55,Made,5.0,,,,,,,,,,,,,,,,,,,,,,
130,PT02M01.00S,2024-11-11T00:31:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.389618922470433,51.225490196078425,1610612750,19,25,2024-11-11T00:31:47Z,1350000,False,-6.0,8.0,1,left,A. Edwards driving Layup (5 PTS) (N. Reid 1 AST),"[1630162, 1629675]",1610612750.0,MIN,,Edwards,A. Edwards,driving,Restricted Area,0-8 Center,0.97,Made,5.0,N. Reid,1629675.0,1.0,,,,,,,,,,,,,,,,,,,
132,PT01M48.00S,2024-11-11T00:31:54.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,91.27792378449409,48.77450980392157,1610612748,19,27,2024-11-11T00:31:58Z,1370000,False,-6.0,29.0,1,right,J. Jaquez Jr. driving Layup (2 PTS),[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,driving,Restricted Area,0-8 Center,3.01,Made,2.0,,,,,,,,,,,,,,,,,,,,,,
133,PT01M39.00S,2024-11-11T00:32:07.9Z,1,REGULAR,foul,personal,[],1631107,,,1610612750,19,27,2024-11-11T00:32:16Z,1380000,False,,,0,,N. Jović personal FOUL (1 PF),"[1631107, 1629638]",1610612748.0,MIA,200834.0,Jović,N. Jović,,Mid-Range,16-24 Right,,,,,,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,
135,PT01M32.00S,2024-11-11T00:32:33.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631107,,,1610612750,19,27,2024-11-11T00:32:43Z,1400000,False,,,0,,N. Jović shooting personal FOUL (2 PF) (Edwards 2 FT),"[1631107, 1630162]",1610612748.0,MIA,200834.0,Jović,N. Jović,shooting,Restricted Area,0-8 Center,,,,,,,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,
137,PT01M32.00S,2024-11-11T00:32:56.0Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,19,27,2024-11-11T00:32:56Z,1420000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M32.00S,2024-11-11T00:32:56.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,19,27,2024-11-11T00:32:56Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,
139,PT01M32.00S,2024-11-11T00:32:58.8Z,1,REGULAR,substitution,out,[],1642276,,,1610612750,19,27,2024-11-11T00:33:03Z,1440000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M32.00S,2024-11-11T00:32:58.8Z,1,REGULAR,substitution,in,[],1628389,,,1610612750,19,27,2024-11-11T00:33:03Z,1450000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M32.00S,2024-11-11T00:33:16.7Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,20,27,2024-11-11T00:33:16Z,1460000,False,,,0,,A. Edwards Free Throw 2 of 2 (6 PTS),[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,,,,Made,6.0,,,,,,,,,,,,,,,,,,,,,,
142,PT01M25.00S,2024-11-11T00:33:29.7Z,1,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,20,27,2024-11-11T00:34:21Z,1470000,False,,,0,,B. Adebayo lost ball out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,200834.0,Adebayo,B. Adebayo,lost ball,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,,,,,,,,,,
143,PT01M09.00S,2024-11-11T00:33:48.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,7.703679369250986,51.225490196078425,1610612750,20,27,2024-11-11T00:33:52Z,1480000,False,-6.0,20.0,1,left,MISS J. Randle Layup,[203944],1610612750.0,MIN,,Randle,J. Randle,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M07.00S,2024-11-11T00:33:50.5Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,20,27,2024-11-11T00:33:52Z,1490000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,,Restricted Area,0-8 Center,,,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,,
145,PT01M00.00S,2024-11-11T00:33:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,89.43823915900131,55.392156862745104,1610612748,20,27,2024-11-11T00:34:04Z,1500000,False,27.0,47.0,1,right,MISS D. Robinson driving floating Shot,[1629130],1610612748.0,MIA,,Robinson,D. Robinson,driving floating,In The Paint (Non-RA),0-8 Center,5.4,Missed,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M58.00S,2024-11-11T00:34:00.4Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,20,27,2024-11-11T00:34:04Z,1510000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612750.0,MIN,,DiVincenzo,D. DiVincenzo,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,
147,PT00M55.10S,2024-11-11T00:34:04.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,27.414586070959263,20.833333333333336,1610612750,20,27,2024-11-11T00:34:34Z,1520000,False,146.0,205.0,1,left,MISS A. Edwards 25' running pullup 3PT,[1630162],1610612750.0,MIN,,Edwards,A. Edwards,running pullup,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M52.70S,2024-11-11T00:34:06.4Z,1,REGULAR,rebound,offensive,[],1630162,,,1610612750,20,27,2024-11-11T00:34:34Z,1530000,False,,,0,,A. Edwards REBOUND (Off:1 Def:0),[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,Above the Break 3,24+ Right Center,,,,,,,,,,,147.0,1.0,0.0,1.0,,,,,,,,,,,
149,PT00M51.40S,2024-11-11T00:34:07.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,11.514454664914586,24.754901960784316,1610612750,20,27,2024-11-11T00:34:13Z,1540000,False,126.0,56.0,1,left,MISS A. Edwards 13' Jump Shot,[1630162],1610612750.0,MIN,,Edwards,A. Edwards,,Mid-Range,8-16 Right,13.79,Missed,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M49.40S,2024-11-11T00:34:09.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,20,27,2024-11-11T00:34:13Z,1550000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,Mid-Range,8-16 Right,,,,,,,,,,,149.0,3.0,3.0,0.0,,,,,,,,,,,
151,PT00M32.10S,2024-11-11T00:34:28.3Z,1,REGULAR,turnover,traveling,[],1628389,,,1610612748,20,27,2024-11-11T00:34:34Z,1560000,False,,,0,,B. Adebayo traveling TURNOVER (3 TO),[1628389],1610612748.0,MIA,200834.0,Adebayo,B. Adebayo,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,3.0,,,,,,,,,,
152,PT00M19.00S,2024-11-11T00:34:52.8Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612750,20,27,2024-11-11T00:34:56Z,1570000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1631170]",1610612750.0,MIN,,Randle,J. Randle,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,,,,,,,
153,PT00M19.00S,2024-11-11T00:34:52.8Z,1,REGULAR,steal,,[],1631170,,,1610612748,20,27,2024-11-11T00:34:54Z,1580000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M01.50S,2024-11-11T00:35:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631170,89.70105124835742,56.127450980392155,1610612748,20,27,2024-11-11T00:37:56Z,1585000,False,31.0,44.0,1,right,MISS J. Jaquez Jr. driving Layup - blocked,"[1631170, 1629638]",1610612748.0,MIA,,Jaquez Jr.,J. Jaquez Jr.,driving,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0,,,,,,
159,PT00M01.50S,2024-11-11T00:35:02.8Z,1,REGULAR,block,,[],1629638,,,1610612748,20,27,2024-11-11T00:37:56Z,1587500,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,Alexander-Walker,N. Alexander-Walker,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M00.90S,2024-11-11T00:35:03.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,20,27,2024-11-11T00:37:56Z,1588750,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,158.0,,,,,,,,,,,,,,
156,PT00M00.90S,2024-11-11T00:35:30.7Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612750,20,27,2024-11-11T00:38:05Z,1610000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT00M00.90S,2024-11-11T00:37:09.8Z,1,REGULAR,substitution,out,[],1631107,,,1610612750,20,27,2024-11-11T00:49:59Z,1635000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT00M00.90S,2024-11-11T00:37:09.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612750,20,27,2024-11-11T00:49:59Z,1642500,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
