actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
90,PT05M38.00S,2025-03-15T00:25:54.9Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,15,12,2025-03-15T00:25:54Z,880000,False,,,0,,A. Edwards Free Throw 2 of 2 (5 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
91,PT05M22.00S,2025-03-15T00:26:13.2Z,1,REGULAR,3pt,Jump Shot,[],1641710,74.45795006570303,81.12745098039215,1610612753,15,12,2025-03-15T00:26:18Z,890000,False,156.0,188.0,1,right,MISS A. Black 24' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,24.37,Missed,,,,,,,,,,,,,
92,PT05M19.00S,2025-03-15T00:26:16.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,15,12,2025-03-15T00:26:18Z,900000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,91.0,3.0,3.0,0.0,,,,,,,,,
93,PT05M17.00S,2025-03-15T00:26:18.1Z,1,REGULAR,turnover,lost ball,[],1630183,,,1610612750,15,12,2025-03-15T00:27:50Z,910000,False,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1630183, 1629048]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Bitadze,1629048.0,,,,,
94,PT05M17.00S,2025-03-15T00:26:18.1Z,1,REGULAR,steal,,[],1629048,,,1610612753,15,12,2025-03-15T00:27:18Z,920000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
95,PT05M14.00S,2025-03-15T00:26:24.0Z,1,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612753,15,12,2025-03-15T00:26:37Z,930000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Banchero 2 FT),"[1630183, 1631094]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1204.0,2.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
97,PT05M14.00S,2025-03-15T00:27:13.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631094,,,1610612753,15,13,2025-03-15T00:27:13Z,950000,False,,,0,,P. Banchero Free Throw 1 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
98,PT05M14.00S,2025-03-15T00:27:14.3Z,1,REGULAR,substitution,out,[],1630183,,,1610612753,15,13,2025-03-15T00:27:24Z,960000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M14.00S,2025-03-15T00:27:14.3Z,1,REGULAR,substitution,out,[],1629048,,,1610612753,15,13,2025-03-15T00:27:24Z,970000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M14.00S,2025-03-15T00:27:14.3Z,1,REGULAR,substitution,in,[],1629638,,,1610612753,15,13,2025-03-15T00:27:24Z,980000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M14.00S,2025-03-15T00:27:14.3Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,15,13,2025-03-15T00:27:24Z,990000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M14.00S,2025-03-15T00:27:42.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631094,,,1610612753,15,14,2025-03-15T00:27:42Z,1000000,False,,,0,,P. Banchero Free Throw 2 of 2 (8 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
103,PT05M00.00S,2025-03-15T00:28:02.0Z,1,REGULAR,turnover,lost ball,[],1629675,,,1610612750,15,14,2025-03-15T00:28:07Z,1010000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1628371]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Isaac,1628371.0,,,,,
104,PT05M00.00S,2025-03-15T00:28:02.0Z,1,REGULAR,steal,,[],1628371,,,1610612753,15,14,2025-03-15T00:28:03Z,1020000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT04M52.00S,2025-03-15T00:28:10.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628371,85.10183968462549,94.85294117647058,1610612753,15,17,2025-03-15T00:28:15Z,1030000,False,224.0,88.0,1,right,J. Isaac 24' 3PT  (3 PTS) (P. Banchero 1 AST),"[1628371, 1631094]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,,,,,,24.08,Made,,,,,3.0,,,,P. Banchero,1631094.0,1.0,,
107,PT04M41.00S,2025-03-15T00:28:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,6.783837056504599,4.166666666666666,1610612750,18,17,2025-03-15T00:28:25Z,1050000,False,229.0,11.0,1,left,N. Alexander-Walker 3PT  (3 PTS) (D. DiVincenzo 1 AST),"[1629638, 1628978]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,,,,,,22.95,Made,,,,,3.0,,,,D. DiVincenzo,1628978.0,1.0,,
109,PT04M17.00S,2025-03-15T00:28:47.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612753,18,17,2025-03-15T00:28:56Z,1070000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629675, 1631094]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,202056.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
111,PT04M17.00S,2025-03-15T00:29:25.6Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,18,18,2025-03-15T00:29:25Z,1090000,False,,,0,,P. Banchero Free Throw 1 of 2 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
112,PT04M17.00S,2025-03-15T00:29:26.4Z,1,REGULAR,substitution,out,[],1641783,,,1610612753,18,18,2025-03-15T00:29:31Z,1100000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M17.00S,2025-03-15T00:29:26.4Z,1,REGULAR,substitution,in,[],1641724,,,1610612753,18,18,2025-03-15T00:29:31Z,1110000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M17.00S,2025-03-15T00:29:49.1Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,18,19,2025-03-15T00:29:49Z,1120000,False,,,0,,P. Banchero Free Throw 2 of 2 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
115,PT04M02.00S,2025-03-15T00:30:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,8.754927726675426,51.71568627450981,1610612750,18,19,2025-03-15T00:30:55Z,1130000,False,-9.0,30.0,1,left,MISS D. DiVincenzo driving finger roll Layup,[1628978],1610612750.0,MIN,driving finger roll,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,3.1,Missed,,,,,,,,,,,,,
116,PT03M59.00S,2025-03-15T00:30:09.3Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,18,19,2025-03-15T00:30:55Z,1140000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,
117,PT03M50.00S,2025-03-15T00:30:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,88.78120893561103,43.13725490196079,1610612753,18,21,2025-03-15T00:30:23Z,1150000,False,-34.0,53.0,1,right,P. Banchero 6' driving floating Jump Shot (12 PTS),[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.31,Made,,,,,12.0,,,,,,,,
118,PT03M38.00S,2025-03-15T00:30:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,7.30946123521682,55.14705882352941,1610612750,20,21,2025-03-15T00:30:34Z,1160000,False,-26.0,16.0,1,left,A. Edwards driving Layup (7 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,3.04,Made,,,,,7.0,,,,,,,,
119,PT03M22.00S,2025-03-15T00:30:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628371,90.3580814717477,48.77450980392157,1610612753,20,21,2025-03-15T01:16:57Z,1170000,False,-6.0,38.0,1,right,MISS J. Isaac cutting Layup - blocked,"[1628371, 1629675]",1610612753.0,ORL,cutting,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,3.86,Missed,,,,,,,,,,,,Reid,1629675.0
120,PT03M22.00S,2025-03-15T00:30:45.0Z,1,REGULAR,block,,[],1629675,,,1610612753,20,21,2025-03-15T00:31:01Z,1180000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT03M20.00S,2025-03-15T00:30:47.0Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,20,21,2025-03-15T00:31:13Z,1190000,False,,,0,,A. Black REBOUND (Off:1 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,119.0,2.0,1.0,1.0,,,,,,,,,
122,PT03M18.00S,2025-03-15T00:30:49.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641724,73.01248357424441,19.11764705882353,1610612753,20,21,2025-03-15T00:31:04Z,1200000,False,-154.0,201.0,1,right,MISS J. Howard 25' 3PT,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Left Center,,,,,,25.36,Missed,,,,,,,,,,,,,
123,PT03M16.00S,2025-03-15T00:30:51.9Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,20,21,2025-03-15T00:31:04Z,1210000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,
124,PT03M06.00S,2025-03-15T00:31:00.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,5.206964520367937,95.83333333333334,1610612750,23,21,2025-03-15T00:31:07Z,1220000,False,-229.0,-4.0,1,left,N. Reid 3PT  (3 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Left Corner 3,24+ Left,,,,,,22.92,Made,,,,,3.0,,,,A. Edwards,1630162.0,2.0,,
126,PT03M05.00S,2025-03-15T00:31:05.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,23,21,2025-03-15T00:31:05Z,1240000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M05.00S,2025-03-15T00:33:27.5Z,1,REGULAR,substitution,out,[],203497,,,1610612753,23,21,2025-03-15T00:34:01Z,1250000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M05.00S,2025-03-15T00:33:27.5Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,23,21,2025-03-15T00:34:01Z,1260000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M05.00S,2025-03-15T00:33:27.5Z,1,REGULAR,substitution,out,[],203914,,,1610612753,23,21,2025-03-15T00:34:01Z,1270000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M05.00S,2025-03-15T00:33:27.5Z,1,REGULAR,substitution,in,[],203944,,,1610612753,23,21,2025-03-15T00:34:01Z,1280000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M05.00S,2025-03-15T00:33:27.5Z,1,REGULAR,substitution,in,[],1631216,,,1610612753,23,21,2025-03-15T00:34:01Z,1290000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M05.00S,2025-03-15T00:33:27.5Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,23,21,2025-03-15T00:34:01Z,1300000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M40.00S,2025-03-15T00:34:40.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641724,91.93495400788436,52.94117647058824,1610612753,23,23,2025-03-15T00:34:45Z,1310000,False,15.0,23.0,1,right,J. Howard driving Layup (2 PTS) (F. Wagner 1 AST),"[1641724, 1630532]",1610612753.0,ORL,driving,,,Howard,J. Howard,,,,,Restricted Area,0-8 Center,,,,,,2.75,Made,,,,,2.0,,,,F. Wagner,1630532.0,1.0,,
135,PT02M21.00S,2025-03-15T00:35:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.389618922470433,46.07843137254902,1610612750,25,23,2025-03-15T00:35:07Z,1330000,False,20.0,8.0,1,left,J. Randle cutting Layup (7 PTS) (N. Reid 1 AST),"[203944, 1629675]",1610612750.0,MIN,cutting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,2.1,Made,,,,,7.0,,,,N. Reid,1629675.0,1.0,,
137,PT02M21.00S,2025-03-15T00:35:03.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630532,,,1610612750,25,23,2025-03-15T00:35:10Z,1350000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Randle 1 FT),"[1630532, 203944]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,202056.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,
139,PT02M21.00S,2025-03-15T00:35:32.7Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612750,26,23,2025-03-15T00:35:32Z,1370000,False,,,0,,J. Randle Free Throw 1 of 1 (8 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
140,PT02M01.00S,2025-03-15T00:35:55.7Z,1,REGULAR,3pt,Jump Shot,[],1631216,80.3712220762155,6.61764705882353,1610612753,26,26,2025-03-15T00:36:00Z,1380000,False,-217.0,132.0,1,right,C. Houstan 25' 3PT  (3 PTS) (F. Wagner 2 AST),"[1631216, 1630532]",1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,,,,,,25.39,Made,,,,,3.0,,,,F. Wagner,1630532.0,2.0,,
142,PT01M50.00S,2025-03-15T00:36:06.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,6.783837056504599,55.14705882352941,1610612750,28,26,2025-03-15T00:36:12Z,1400000,False,-26.0,11.0,1,left,N. Alexander-Walker driving Layup (5 PTS),[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,2.81,Made,,,,,5.0,,,,,,,,
143,PT01M37.00S,2025-03-15T00:36:24.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.04402102496715,46.07843137254902,1610612753,28,26,2025-03-15T00:36:33Z,1410000,False,-20.0,50.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.42,Missed,,,,,,,,,,,,,
145,PT01M36.00S,2025-03-15T00:36:25.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,28,26,2025-03-15T00:36:33Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,143.0,,,,,,,,,,,,
147,PT01M36.00S,2025-03-15T00:36:35.4Z,1,REGULAR,substitution,out,[],1630162,,,1610612753,28,26,2025-03-15T00:36:39Z,1450000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M36.00S,2025-03-15T00:36:35.4Z,1,REGULAR,substitution,in,[],1641740,,,1610612753,28,26,2025-03-15T00:36:39Z,1460000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M32.00S,2025-03-15T00:36:57.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612753,28,26,2025-03-15T00:37:06Z,1470000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Wagner 2 FT),"[1628978, 1630532]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,1204.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,,,,
151,PT01M32.00S,2025-03-15T00:37:26.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630532,,,1610612753,28,27,2025-03-15T00:37:26Z,1490000,False,,,0,,F. Wagner Free Throw 1 of 2 (3 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
152,PT01M32.00S,2025-03-15T00:37:46.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630532,,,1610612753,28,28,2025-03-15T00:37:46Z,1500000,False,,,0,,F. Wagner Free Throw 2 of 2 (4 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
153,PT01M21.00S,2025-03-15T00:38:00.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,6.652431011826544,95.58823529411765,1610612750,31,28,2025-03-15T00:38:04Z,1510000,False,-228.0,10.0,1,left,D. DiVincenzo 3PT  (3 PTS) (J. Randle 2 AST),"[1628978, 203944]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,22.81,Made,,,,,3.0,,,,J. Randle,203944.0,2.0,,
155,PT00M59.20S,2025-03-15T00:38:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.09526938239159,62.00980392156863,1610612753,31,28,2025-03-15T00:38:37Z,1530000,False,60.0,41.0,1,right,MISS F. Wagner 7' driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.24,Missed,,,,,,,,,,,,,
156,PT00M57.80S,2025-03-15T00:38:23.9Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,31,28,2025-03-15T00:38:37Z,1540000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,155.0,1.0,0.0,1.0,,,,,,,,,
157,PT00M57.80S,2025-03-15T00:38:27.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628371,94.40999984741211,50.0,1610612753,31,28,2025-03-15T00:38:55Z,1550000,False,0.0,0.0,1,right,MISS J. Isaac tip Layup,[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
158,PT00M56.20S,2025-03-15T00:38:29.5Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,31,28,2025-03-15T00:38:55Z,1560000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,
159,PT00M46.60S,2025-03-15T00:38:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.30946123521682,51.71568627450981,1610612750,33,28,2025-03-15T00:38:43Z,1570000,False,-9.0,16.0,1,left,J. Randle cutting Layup (10 PTS) (J. Clark 1 AST),"[203944, 1641740]",1610612750.0,MIN,cutting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,1.83,Made,,,,,10.0,,,,J. Clark,1641740.0,1.0,,
161,PT00M33.80S,2025-03-15T00:38:49.7Z,1,REGULAR,turnover,lost ball,[],1641724,,,1610612753,33,28,2025-03-15T00:39:03Z,1590000,False,,,0,,J. Howard lost ball TURNOVER (1 TO),"[1641724, 1628978]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,
162,PT00M33.80S,2025-03-15T00:38:49.7Z,1,REGULAR,steal,,[],1628978,,,1610612750,33,28,2025-03-15T00:38:51Z,1600000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
163,PT00M24.60S,2025-03-15T00:38:58.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629675,6.783837056504599,52.20588235294118,1610612750,33,28,2025-03-15T00:40:42Z,1610000,False,-11.0,11.0,1,left,MISS N. Reid driving DUNK,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,1.58,Missed,,,,,,,,,,,,,
164,PT00M21.90S,2025-03-15T00:39:01.5Z,1,REGULAR,rebound,defensive,[],1641724,,,1610612753,33,28,2025-03-15T00:39:01Z,1620000,False,,,0,,J. Howard REBOUND (Off:0 Def:1),[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,Restricted Area,0-8 Center,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,
165,PT00M19.40S,2025-03-15T00:39:04.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641710,90.75229960578186,95.83333333333334,1610612753,33,28,2025-03-15T00:41:03Z,1630000,False,229.0,34.0,1,right,MISS A. Black running pullup 3PT,[1641710],1610612753.0,ORL,running pullup,,,Black,A. Black,,,,,Right Corner 3,24+ Right,,,,,,23.18,Missed,,,,,,,,,,,,,
166,PT00M15.90S,2025-03-15T00:39:07.6Z,1,REGULAR,rebound,offensive,[],1641710,,,1610612753,33,28,2025-03-15T00:39:07Z,1640000,False,,,0,,A. Black REBOUND (Off:2 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,,,,,,,,165.0,3.0,1.0,2.0,,,,,,,,,
167,PT00M13.90S,2025-03-15T00:39:09.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641710,92.72339027595268,50.73529411764706,1610612753,33,30,2025-03-15T00:41:17Z,1650000,False,4.0,16.0,1,right,A. Black driving Layup (2 PTS),[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,1.63,Made,,,,,2.0,,,,,,,,
168,PT00M02.00S,2025-03-15T00:39:23.8Z,1,REGULAR,3pt,Jump Shot,[],203944,20.05584756898817,90.68627450980392,1610612750,33,30,2025-03-15T00:41:29Z,1660000,False,-203.0,136.0,1,left,MISS J. Randle 24' step back 3PT,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,24.47,Missed,,,,,,,,,,,,,
169,PT00M00.10S,2025-03-15T00:39:25.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,33,30,2025-03-15T00:42:37Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,168.0,,,,,,,,,,,,
170,PT00M00.00S,2025-03-15T00:39:31.4Z,1,REGULAR,period,end,[],0,,,1610612750,33,30,2025-03-15T00:42:37Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-03-15T00:41:39.9Z,2,REGULAR,substitution,out,['startperiod'],1628371,,,1610612750,33,30,2025-03-15T00:42:37Z,1690000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-03-15T00:41:39.9Z,2,REGULAR,substitution,out,['startperiod'],1641724,,,1610612750,33,30,2025-03-15T00:42:37Z,1700000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2025-03-15T00:41:39.9Z,2,REGULAR,substitution,in,['startperiod'],1628976,,,1610612750,33,30,2025-03-15T00:42:37Z,1710000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2025-03-15T00:41:39.9Z,2,REGULAR,substitution,in,['startperiod'],203914,,,1610612750,33,30,2025-03-15T00:42:37Z,1720000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
