actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
344,PT00M20.60S,2026-03-14T00:42:34.3Z,2,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612761,58,62,2026-03-14T00:42:41Z,3390000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Barrett 2 FT),"[1626164, 1629628]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,204059.0,,,,,,,,,,,1.0,1.0,Barrett,1629628.0,,
346,PT00M20.60S,2026-03-14T00:42:56.0Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,59,62,2026-03-14T00:42:56Z,3410000,False,,,0,,R. Barrett Free Throw 1 of 2 (5 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
347,PT00M20.60S,2026-03-14T00:42:57.0Z,2,REGULAR,substitution,out,[],1627742,,,1610612761,59,62,2026-03-14T00:43:11Z,3420000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M20.60S,2026-03-14T00:42:57.0Z,2,REGULAR,substitution,out,[],1630692,,,1610612761,59,62,2026-03-14T00:43:11Z,3430000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M20.60S,2026-03-14T00:42:57.0Z,2,REGULAR,substitution,out,[],1642853,,,1610612761,59,62,2026-03-14T00:43:11Z,3440000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M20.60S,2026-03-14T00:42:57.0Z,2,REGULAR,substitution,in,[],1642367,,,1610612761,59,62,2026-03-14T00:43:11Z,3450000,False,,,0,,SUB in: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M20.60S,2026-03-14T00:42:57.0Z,2,REGULAR,substitution,in,[],1630224,,,1610612761,59,62,2026-03-14T00:43:11Z,3460000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M20.60S,2026-03-14T00:42:57.0Z,2,REGULAR,substitution,in,[],1631221,,,1610612761,59,62,2026-03-14T00:43:11Z,3470000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M20.60S,2026-03-14T00:42:56.0Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,59,62,2026-03-14T00:43:26Z,3480000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
354,PT00M18.30S,2026-03-14T00:42:58.3Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,59,62,2026-03-14T00:43:26Z,3490000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,353.0,1.0,1.0,0.0,,,,,,,,
355,PT00M00.90S,2026-03-14T00:43:41.4Z,2,REGULAR,3pt,Jump Shot,[],1628960,28.203022339027594,85.5392156862745,1610612756,59,62,2026-03-14T00:43:51Z,3500000,False,-178.0,213.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
356,PT00M00.90S,2026-03-14T00:43:41.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,59,62,2026-03-14T00:43:51Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,355.0,,,,,,,,,,,
357,PT00M00.00S,2026-03-14T00:43:45.9Z,2,REGULAR,period,end,[],0,,,1610612756,59,62,2026-03-14T00:43:45Z,3520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2026-03-14T00:58:07.5Z,3,REGULAR,substitution,out,['startperiod'],1630572,,,1610612756,59,62,2026-03-14T00:59:03Z,3530000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2026-03-14T00:58:07.5Z,3,REGULAR,substitution,out,['startperiod'],1642367,,,1610612756,59,62,2026-03-14T00:59:03Z,3540000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2026-03-14T00:58:07.5Z,3,REGULAR,substitution,out,['startperiod'],1628960,,,1610612756,59,62,2026-03-14T00:59:03Z,3550000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2026-03-14T00:58:07.5Z,3,REGULAR,substitution,in,['startperiod'],1627742,,,1610612756,59,62,2026-03-14T00:59:03Z,3560000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2026-03-14T00:58:07.5Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612756,59,62,2026-03-14T00:59:03Z,3570000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2026-03-14T00:58:07.5Z,3,REGULAR,substitution,in,['startperiod'],1642345,,,1610612756,59,62,2026-03-14T00:59:03Z,3580000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2026-03-14T00:59:12.8Z,3,REGULAR,period,start,[],0,,,1610612756,59,62,2026-03-14T00:59:12Z,3590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M44.00S,2026-03-14T00:59:28.1Z,3,REGULAR,3pt,Jump Shot,[],1630224,76.2976346911958,92.8921568627451,1610612756,59,65,2026-03-14T00:59:33Z,3600000,False,214.0,170.0,1,right,J. Green 27' 3PT  (22 PTS) (R. O'Neale 4 AST),"[1630224, 1626220]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.39,Made,22.0,,,R. O'Neale,1626220.0,4.0,,,,,,,,,,,,
369,PT11M34.00S,2026-03-14T00:59:40.5Z,3,REGULAR,violation,kicked ball,[],1631221,,,1610612761,59,65,2026-03-14T00:59:46Z,3620000,False,,,0,,C. Gillespie kicked ball VIOLATION,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,1627963.0,,,,,,,,,,,,,,,,
370,PT11M32.00S,2026-03-14T00:59:59.3Z,3,REGULAR,turnover,bad pass,[],1630193,,,1610612761,59,65,2026-03-14T01:00:03Z,3630000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1626220]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,1.0,,,,,,,,,,,,,,O'Neale,1626220.0
371,PT11M32.00S,2026-03-14T00:59:59.3Z,3,REGULAR,steal,,[],1626220,,,1610612756,59,65,2026-03-14T01:00:01Z,3640000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
372,PT11M30.00S,2026-03-14T01:00:05.2Z,3,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612756,59,65,2026-03-14T01:00:17Z,3650000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Booker 2 FT),"[1630193, 1626164]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,
374,PT11M30.00S,2026-03-14T01:00:36.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626164,,,1610612756,59,66,2026-03-14T01:00:36Z,3670000,False,,,0,,D. Booker Free Throw 1 of 2 (18 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
375,PT11M30.00S,2026-03-14T01:00:39.9Z,3,REGULAR,substitution,out,[],1642347,,,1610612756,59,66,2026-03-14T01:00:42Z,3680000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT11M30.00S,2026-03-14T01:00:39.9Z,3,REGULAR,substitution,in,[],1630567,,,1610612756,59,66,2026-03-14T01:00:42Z,3690000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT11M30.00S,2026-03-14T01:00:57.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626164,,,1610612756,59,67,2026-03-14T01:00:57Z,3700000,False,,,0,,D. Booker Free Throw 2 of 2 (19 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
378,PT11M20.00S,2026-03-14T01:01:09.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,14.011169513797633,45.588235294117645,1610612761,59,67,2026-03-14T01:01:15Z,3710000,False,22.0,79.0,1,left,MISS I. Quickley 8' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,8.22,Missed,,,,,,,,,,,,,,,,,,
379,PT11M16.00S,2026-03-14T01:01:13.4Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612761,59,67,2026-03-14T01:01:15Z,3720000,False,,,0,,I. Quickley REBOUND (Off:1 Def:1),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,378.0,2.0,1.0,1.0,,,,,,,,
380,PT11M16.00S,2026-03-14T01:01:13.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630193,16.90210249671485,48.28431372549019,1610612761,61,67,2026-03-14T01:01:21Z,3730000,False,9.0,106.0,1,left,I. Quickley 10' floating Jump Shot (10 PTS),[1630193],1610612761.0,TOR,floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,10.67,Made,10.0,,,,,,,,,,,,,,,,,
381,PT11M03.00S,2026-03-14T01:01:26.3Z,3,REGULAR,2pt,Jump Shot,[],1630224,90.22667542706965,16.176470588235293,1610612756,61,67,2026-03-14T01:01:33Z,3740000,False,-169.0,39.0,1,right,MISS J. Green 17' step back Shot,[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left,17.36,Missed,,,,,,,,,,,,,,,,,,
382,PT11M00.00S,2026-03-14T01:01:29.3Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,61,67,2026-03-14T01:01:33Z,3750000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,,,,,,,381.0,3.0,3.0,0.0,,,,,,,,
383,PT10M44.00S,2026-03-14T01:01:44.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,15.900131406044679,59.74264705882353,1610612761,63,67,2026-03-14T01:01:55Z,3760000,False,-49.0,97.0,1,left,R. Barrett 10' turnaround fadeaway Jump Shot (7 PTS),[1629628],1610612761.0,TOR,turnaround fadeaway,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,10.85,Made,7.0,,,,,,,,,,,,,,,,,
384,PT10M33.00S,2026-03-14T01:01:56.1Z,3,REGULAR,2pt,Jump Shot,[],1626164,90.09526938239159,15.931372549019606,1610612756,63,69,2026-03-14T01:02:03Z,3770000,False,-170.0,41.0,1,right,D. Booker 17' step back Jump Shot (21 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left,17.51,Made,21.0,,,,,,,,,,,,,,,,,
385,PT10M16.00S,2026-03-14T01:02:13.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,16.113666228646515,49.26470588235294,1610612761,63,69,2026-03-14T01:02:20Z,3780000,False,4.0,99.0,1,left,MISS I. Quickley 9' pullup Shot,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,9.91,Missed,,,,,,,,,,,,,,,,,,
386,PT10M12.00S,2026-03-14T01:02:17.1Z,3,REGULAR,rebound,defensive,[],1642345,,,1610612756,63,69,2026-03-14T01:02:20Z,3790000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:6),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,385.0,6.0,6.0,0.0,,,,,,,,
387,PT10M05.00S,2026-03-14T01:02:24.2Z,3,REGULAR,3pt,Jump Shot,[],1626220,88.91261498028909,3.431372549019608,1610612756,63,69,2026-03-14T01:02:30Z,3800000,False,-233.0,52.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,23.85,Missed,,,,,,,,,,,,,,,,,,
388,PT10M02.00S,2026-03-14T01:02:27.2Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,63,69,2026-03-14T01:02:30Z,3810000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,,,,,387.0,4.0,4.0,0.0,,,,,,,,
389,PT09M54.00S,2026-03-14T01:02:35.0Z,3,REGULAR,3pt,Jump Shot,[],1627742,7.835085413929041,3.1862745098039214,1610612761,66,69,2026-03-14T01:02:39Z,3820000,False,234.0,21.0,1,left,B. Ingram 3PT  (19 PTS) (S. Barnes 3 AST),"[1627742, 1630567]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,23.5,Made,19.0,,,S. Barnes,1630567.0,3.0,,,,,,,,,,,,
391,PT09M39.00S,2026-03-14T01:02:50.0Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,66,69,2026-03-14T01:02:56Z,3840000,False,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 1629628]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,3.0,,,,,,,,,,,,,,Barrett,1629628.0
392,PT09M39.00S,2026-03-14T01:02:50.0Z,3,REGULAR,steal,,[],1629628,,,1610612761,66,69,2026-03-14T01:02:52Z,3850000,False,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
393,PT09M37.00S,2026-03-14T01:02:55.9Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,66,69,2026-03-14T01:03:02Z,3860000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612761.0,TOR,bad pass,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Left,,,,1627963.0,1.0,,,,,,,,,,,,,,,
394,PT09M26.00S,2026-03-14T01:03:10.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,94.08672798948751,96.34650735294117,1610612756,66,72,2026-03-14T01:03:16Z,3870000,False,232.0,3.0,1,right,R. O'Neale 3PT  (3 PTS) (C. Gillespie 1 AST),"[1626220, 1631221]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,23.17,Made,3.0,,,C. Gillespie,1631221.0,1.0,,,,,,,,,,,,
396,PT09M14.00S,2026-03-14T01:03:21.0Z,3,REGULAR,2pt,Jump Shot,[],1630567,18.478975032851512,27.205882352941174,1610612761,66,72,2026-03-14T01:03:25Z,3890000,False,114.0,121.0,1,left,MISS S. Barnes 16' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,16.64,Missed,,,,,,,,,,,,,,,,,,
397,PT09M12.00S,2026-03-14T01:03:23.0Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,66,72,2026-03-14T01:03:25Z,3900000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,
398,PT09M02.00S,2026-03-14T01:03:34.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,93.38042049934296,52.20588235294118,1610612756,66,74,2026-03-14T01:03:38Z,3910000,False,11.0,10.0,1,right,J. Green driving DUNK (24 PTS),[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.47,Made,24.0,,,,,,,,,,,,,,,,,
399,PT09M02.00S,2026-03-14T01:03:39.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,66,74,2026-03-14T01:03:39Z,3920000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M49.00S,2026-03-14T01:06:50.2Z,3,REGULAR,foul,personal,[],1626220,,,1610612761,66,74,2026-03-14T01:07:01Z,3930000,False,,,0,,R. O'Neale personal FOUL (1 PF),"[1626220, 1627751]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0,,
402,PT08M41.00S,2026-03-14T01:07:19.8Z,3,REGULAR,foul,personal,[],1630224,,,1610612761,66,74,2026-03-14T01:07:26Z,3950000,False,,,0,,J. Green personal FOUL (1 PF),"[1630224, 1630567]",1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,1627963.0,,,,,,,,,,,1.0,0.0,Barnes,1630567.0,,
404,PT08M26.00S,2026-03-14T01:07:53.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,5.863994743758213,50.0,1610612761,68,74,2026-03-14T02:05:47Z,3970000,False,0.0,3.0,1,left,R. Barrett Layup (9 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.26,Made,9.0,,,,,,,,,,,,,,,,,
405,PT08M06.00S,2026-03-14T01:08:13.7Z,3,REGULAR,3pt,Jump Shot,[],1630224,70.12155059132719,14.215686274509803,1610612756,68,77,2026-03-14T01:08:18Z,3980000,False,-179.0,228.0,1,right,J. Green 29' 3PT  (27 PTS) (C. Gillespie 2 AST),"[1630224, 1631221]",1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,29.01,Made,27.0,,,C. Gillespie,1631221.0,2.0,,,,,,,,,,,,
407,PT07M49.00S,2026-03-14T01:08:30.9Z,3,REGULAR,turnover,bad pass,[],1630567,,,1610612761,68,77,2026-03-14T01:08:36Z,4000000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1631221]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,,,,,,,,,,Gillespie,1631221.0
408,PT07M49.00S,2026-03-14T01:08:30.9Z,3,REGULAR,steal,,[],1631221,,,1610612756,68,77,2026-03-14T01:08:33Z,4010000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
409,PT07M44.00S,2026-03-14T01:08:35.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626220,73.53810775295663,10.784313725490197,1610612756,68,77,2026-03-14T01:08:44Z,4020000,False,-196.0,196.0,1,right,MISS R. O'Neale 27' running 3PT,[1626220],1610612756.0,PHX,running,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,27.74,Missed,,,,,,,,,,,,,,,,,,
410,PT07M40.00S,2026-03-14T01:08:39.3Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,68,77,2026-03-14T01:08:44Z,4030000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:5),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,409.0,5.0,5.0,0.0,,,,,,,,
411,PT07M27.00S,2026-03-14T01:08:51.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.258212877792378,53.67647058823529,1610612761,68,77,2026-03-14T01:08:57Z,4040000,False,-18.0,6.0,1,left,MISS S. Barnes cutting Layup,[1630567],1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
413,PT07M25.00S,2026-03-14T01:08:53.8Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,68,77,2026-03-14T01:08:57Z,4060000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,411.0,4.0,4.0,0.0,,,,,,,,
414,PT07M15.00S,2026-03-14T01:09:04.0Z,3,REGULAR,3pt,Jump Shot,[],1626220,65.52233902759527,27.205882352941174,1610612756,68,77,2026-03-14T01:09:09Z,4070000,False,-114.0,272.0,1,right,MISS R. O'Neale 29' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,29.46,Missed,,,,,,,,,,,,,,,,,,
415,PT07M12.00S,2026-03-14T01:09:07.0Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,68,77,2026-03-14T01:09:09Z,4080000,False,,,0,,S. Barnes REBOUND (Off:0 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,414.0,4.0,4.0,0.0,,,,,,,,
416,PT07M08.00S,2026-03-14T01:09:11.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629628,28.465834428383708,20.833333333333336,1610612761,68,77,2026-03-14T01:09:20Z,4090000,False,146.0,215.0,1,left,MISS R. Barrett 25' running 3PT,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
417,PT07M07.00S,2026-03-14T01:09:12.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,68,77,2026-03-14T01:09:20Z,4100000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,416.0,,,,,,,,,,,
418,PT07M07.00S,2026-03-14T01:09:17.3Z,3,REGULAR,foul,personal,[],1627751,,,1610612756,68,77,2026-03-14T01:09:29Z,4110000,False,,,0,,J. Poeltl loose ball personal FOUL (4 PF),"[1627751, 1626164]",1610612761.0,TOR,loose ball,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,,,,,,,,,,,4.0,0.0,Booker,1626164.0,,
420,PT07M07.00S,2026-03-14T01:09:28.0Z,3,REGULAR,substitution,out,[],1627751,,,1610612756,68,77,2026-03-14T01:09:43Z,4130000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M07.00S,2026-03-14T01:09:28.0Z,3,REGULAR,substitution,out,[],1630567,,,1610612756,68,77,2026-03-14T01:09:43Z,4140000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M07.00S,2026-03-14T01:09:28.0Z,3,REGULAR,substitution,in,[],1642347,,,1610612756,68,77,2026-03-14T01:09:43Z,4150000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M07.00S,2026-03-14T01:09:28.0Z,3,REGULAR,substitution,in,[],1630572,,,1610612756,68,77,2026-03-14T01:09:43Z,4160000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M52.00S,2026-03-14T01:10:05.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.8166885676741,49.754901960784316,1610612756,68,77,2026-03-14T01:10:11Z,4170000,False,-1.0,118.0,1,right,MISS D. Booker 11' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,11.84,Missed,,,,,,,,,,,,,,,,,,
425,PT06M49.00S,2026-03-14T01:10:08.7Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,68,77,2026-03-14T01:10:11Z,4180000,False,,,0,,B. Ingram REBOUND (Off:0 Def:5),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,424.0,5.0,5.0,0.0,,,,,,,,
426,PT06M35.00S,2026-03-14T01:10:23.0Z,3,REGULAR,2pt,Jump Shot,[],1627742,20.844283837056505,23.52941176470588,1610612761,68,77,2026-03-14T02:06:27Z,4190000,False,132.0,143.0,1,left,MISS B. Ingram 19' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,19.52,Missed,,,,,,,,,,,,,,,,,,
427,PT06M32.00S,2026-03-14T01:10:26.0Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612756,68,77,2026-03-14T01:10:27Z,4200000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:5),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right Center,,,,,,,,,426.0,5.0,5.0,0.0,,,,,,,,
