actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
86,PT05M24.00S,2026-03-13T23:56:27.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612756,14,13,2026-03-13T23:56:35Z,860000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M24.00S,2026-03-13T23:56:27.3Z,1,REGULAR,substitution,in,[],1642347,,,1610612756,14,13,2026-03-13T23:56:35Z,870000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M24.00S,2026-03-13T23:56:27.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612756,14,13,2026-03-13T23:56:35Z,880000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M18.00S,2026-03-13T23:56:53.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,11.514454664914586,60.29411764705882,1610612756,14,15,2026-03-13T23:56:59Z,890000,False,-51.0,56.0,1,left,J. Green 7' driving floating Jump Shot (11 PTS),[1630224],1610612756.0,PHX,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.59,Made,11.0,,,,,,,,,,,,,,,,,
92,PT05M06.00S,2026-03-13T23:57:08.3Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612761,14,15,2026-03-13T23:57:19Z,900000,False,,,0,,G. Allen shooting personal FOUL (2 PF) (Mamukelashvili 2 FT),"[1628960, 1630572]",1610612756.0,PHX,shooting,,,Allen,G. Allen,,,,,Mid-Range,8-16 Right,,,,204059.0,,,,,,,,,,,2.0,0.0,Mamukelashvili,1630572.0,,
94,PT05M06.00S,2026-03-13T23:57:30.4Z,1,REGULAR,freethrow,1 of 2,[],1630572,,,1610612761,15,15,2026-03-13T23:57:30Z,920000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (1 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
95,PT05M06.00S,2026-03-13T23:57:31.3Z,1,REGULAR,substitution,out,[],1626220,,,1610612761,15,15,2026-03-13T23:57:42Z,930000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M06.00S,2026-03-13T23:57:31.3Z,1,REGULAR,substitution,out,[],1630224,,,1610612761,15,15,2026-03-13T23:57:42Z,940000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M06.00S,2026-03-13T23:57:31.3Z,1,REGULAR,substitution,in,[],1642853,,,1610612761,15,15,2026-03-13T23:57:42Z,950000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M06.00S,2026-03-13T23:57:31.3Z,1,REGULAR,substitution,in,[],1630692,,,1610612761,15,15,2026-03-13T23:57:42Z,960000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M06.00S,2026-03-13T23:57:54.2Z,1,REGULAR,freethrow,2 of 2,[],1630572,,,1610612761,16,15,2026-03-13T23:57:54Z,970000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (2 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
100,PT04M55.00S,2026-03-13T23:58:10.0Z,1,REGULAR,foul,personal,['2freethrow'],1642266,,,1610612756,16,15,2026-03-13T23:58:18Z,980000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Maluach 2 FT),"[1642266, 1642863]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,Restricted Area,0-8 Center,,,,204059.0,,,,,,,,,,,1.0,0.0,Maluach,1642863.0,,
102,PT04M55.00S,2026-03-13T23:58:41.3Z,1,REGULAR,freethrow,1 of 2,[],1642863,,,1610612756,16,16,2026-03-13T23:58:41Z,1000000,False,,,0,,K. Maluach Free Throw 1 of 2 (1 PTS),[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
103,PT04M55.00S,2026-03-13T23:59:01.1Z,1,REGULAR,freethrow,2 of 2,[],1642863,,,1610612756,16,17,2026-03-13T23:59:01Z,1010000,False,,,0,,K. Maluach Free Throw 2 of 2 (2 PTS),[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
104,PT04M39.00S,2026-03-13T23:59:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.06636005256242,43.627450980392155,1610612761,18,17,2026-03-13T23:59:23Z,1020000,False,-32.0,22.0,1,right,S. Barnes driving Layup (4 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.88,Made,4.0,,,,,,,,,,,,,,,,,
105,PT04M20.00S,2026-03-13T23:59:37.9Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,18,17,2026-03-13T23:59:43Z,1030000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1630567]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,1.0,,,,,,,,,,,,,,Barnes,1630567.0
106,PT04M20.00S,2026-03-13T23:59:37.9Z,1,REGULAR,steal,,[],1630567,,,1610612761,18,17,2026-03-14T01:01:28Z,1040000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
107,PT04M16.00S,2026-03-13T23:59:44.2Z,1,REGULAR,foul,personal,['2freethrow'],1630692,,,1610612761,18,17,2026-03-13T23:59:58Z,1050000,False,,,0,,J. Goodwin shooting personal FOUL (1 PF) (Walter 2 FT),"[1630692, 1642266]",1610612756.0,PHX,shooting,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,,1.0,0.0,Walter,1642266.0,,
109,PT04M16.00S,2026-03-14T00:00:10.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642266,,,1610612761,18,17,2026-03-14T00:01:11Z,1070000,False,,,0,,MISS J. Walter Free Throw 1 of 2,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
110,PT04M16.00S,2026-03-14T00:00:10.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,18,17,2026-03-14T00:01:11Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,109.0,,,,,,,,,,,
111,PT04M16.00S,2026-03-14T00:00:10.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1642266,,,1610612761,19,17,2026-03-14T00:01:11Z,1090000,False,,,0,,J. Walter Free Throw 2 of 2 (1 PTS),[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
112,PT03M55.00S,2026-03-14T00:00:54.3Z,1,REGULAR,2pt,Jump Shot,[],1626164,24.52365308804205,47.794117647058826,1610612756,19,19,2026-03-14T00:48:54Z,1100000,False,11.0,178.0,1,left,D. Booker 17' turnaround Jump Shot (4 PTS) (J. Goodwin 1 AST),"[1626164, 1630692]",1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,17.83,Made,4.0,,,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,
114,PT03M38.00S,2026-03-14T00:01:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.80354796320631,48.77450980392157,1610612761,21,19,2026-03-14T00:49:51Z,1120000,False,-6.0,25.0,1,right,B. Ingram driving Layup (6 PTS),[1627742],1610612761.0,TOR,driving,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.52,Made,6.0,,,,,,,,,,,,,,,,,
115,PT03M24.00S,2026-03-14T00:01:33.9Z,1,REGULAR,foul,personal,[],1630567,,,1610612756,21,19,2026-03-14T00:01:47Z,1130000,False,,,0,,S. Barnes personal FOUL (2 PF),"[1630567, 1642863]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,,2.0,0.0,Maluach,1642863.0,,
117,PT03M16.00S,2026-03-14T00:02:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.915243101182654,55.63725490196079,1610612756,21,21,2026-03-14T00:02:07Z,1150000,False,-28.0,13.0,1,left,D. Booker driving Layup (6 PTS) (K. Maluach 1 AST),"[1626164, 1642863]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.08,Made,6.0,,,K. Maluach,1642863.0,1.0,,,,,,,,,,,,
119,PT03M05.00S,2026-03-14T00:02:10.7Z,1,REGULAR,3pt,Jump Shot,[],1642266,93.77463863337714,97.54901960784314,1610612761,24,21,2026-03-14T00:02:15Z,1170000,False,238.0,6.0,1,right,J. Walter 3PT  (4 PTS) (S. Mamukelashvili 1 AST),"[1642266, 1630572]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,23.78,Made,4.0,,,S. Mamukelashvili,1630572.0,1.0,,,,,,,,,,,,
121,PT02M47.00S,2026-03-14T00:02:29.3Z,1,REGULAR,2pt,Jump Shot,[],1626164,23.99802890932983,29.901960784313726,1610612756,24,21,2026-03-14T00:02:35Z,1190000,False,100.0,173.0,1,left,MISS D. Booker 20' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,20.02,Missed,,,,,,,,,,,,,,,,,,
122,PT02M44.00S,2026-03-14T00:02:32.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612761,24,21,2026-03-14T00:02:35Z,1200000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,,,121.0,2.0,2.0,0.0,,,,,,,,
123,PT02M28.00S,2026-03-14T00:02:48.2Z,1,REGULAR,3pt,Jump Shot,[],1630572,94.56307490144546,96.81372549019608,1610612761,24,21,2026-03-14T00:02:54Z,1210000,False,234.0,-1.0,1,right,MISS S. Mamukelashvili 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
124,PT02M25.00S,2026-03-14T00:02:51.2Z,1,REGULAR,rebound,defensive,[],1642863,,,1610612756,24,21,2026-03-14T00:02:54Z,1220000,False,,,0,,K. Maluach REBOUND (Off:0 Def:1),[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,Right Corner 3,24+ Right,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,
125,PT02M17.00S,2026-03-14T00:03:01.9Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627742,,,1610612756,24,21,2026-03-14T00:06:04Z,1230000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Booker 3 FT),"[1627742, 1626164]",1610612761.0,TOR,shooting,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,1627963.0,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,
127,PT02M17.00S,2026-03-14T00:03:14.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,24,21,2026-03-14T00:03:14Z,1250000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M17.00S,2026-03-14T00:03:15.9Z,1,REGULAR,substitution,out,[],1627742,,,1610612756,24,21,2026-03-14T00:05:56Z,1260000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M17.00S,2026-03-14T00:03:15.9Z,1,REGULAR,substitution,out,[],1642863,,,1610612756,24,21,2026-03-14T00:05:56Z,1270000,False,,,0,,SUB out: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M17.00S,2026-03-14T00:03:15.9Z,1,REGULAR,substitution,in,[],1642419,,,1610612756,24,21,2026-03-14T00:05:56Z,1280000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M17.00S,2026-03-14T00:03:15.9Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,24,21,2026-03-14T00:05:56Z,1290000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M17.00S,2026-03-14T00:06:26.7Z,1,REGULAR,freethrow,1 of 3,[],1626164,,,1610612756,24,22,2026-03-14T00:06:55Z,1300000,False,,,0,,D. Booker Free Throw 1 of 3 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
133,PT02M17.00S,2026-03-14T00:06:26.7Z,1,REGULAR,freethrow,2 of 3,[],1626164,,,1610612756,24,23,2026-03-14T00:06:55Z,1310000,False,,,0,,D. Booker Free Throw 2 of 3 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
134,PT02M17.00S,2026-03-14T00:06:26.7Z,1,REGULAR,freethrow,3 of 3,[],1626164,,,1610612756,24,23,2026-03-14T00:06:55Z,1320000,False,,,0,,MISS D. Booker Free Throw 3 of 3,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
135,PT02M15.00S,2026-03-14T00:06:28.7Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,24,23,2026-03-14T00:06:55Z,1330000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,,,,,,
136,PT02M03.00S,2026-03-14T00:07:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,83.26215505913272,52.94117647058824,1610612761,24,23,2026-03-14T00:07:14Z,1340000,False,15.0,105.0,1,right,MISS S. Barnes 10' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.58,Missed,,,,,,,,,,,,,,,,,,
137,PT02M01.00S,2026-03-14T00:07:06.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,24,23,2026-03-14T00:07:14Z,1350000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,136.0,,,,,,,,,,,
138,PT02M01.00S,2026-03-14T00:07:13.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630572,,,1610612756,24,23,2026-03-14T00:07:18Z,1360000,False,,,0,,S. Mamukelashvili loose ball personal FOUL (1 PF) (Ighodaro 2 FT),"[1630572, 1642345]",1610612761.0,TOR,loose ball,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,,,,,,,,,,,1.0,0.0,Ighodaro,1642345.0,,
140,PT02M01.00S,2026-03-14T00:07:45.8Z,1,REGULAR,freethrow,1 of 2,[],1642345,,,1610612756,24,23,2026-03-14T00:07:45Z,1380000,False,,,0,,MISS O. Ighodaro Free Throw 1 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT02M01.00S,2026-03-14T00:07:45.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,24,23,2026-03-14T00:07:45Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,
142,PT02M01.00S,2026-03-14T00:07:46.6Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,24,23,2026-03-14T00:07:50Z,1400000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M01.00S,2026-03-14T00:07:46.6Z,1,REGULAR,substitution,in,[],1631221,,,1610612756,24,23,2026-03-14T00:07:50Z,1410000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M01.00S,2026-03-14T00:07:45.8Z,1,REGULAR,freethrow,2 of 2,[],1642345,,,1610612756,24,23,2026-03-14T00:08:07Z,1420000,False,,,0,,MISS O. Ighodaro Free Throw 2 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M57.00S,2026-03-14T00:07:49.8Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612756,24,23,2026-03-14T00:08:07Z,1430000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,144.0,1.0,0.0,1.0,,,,,,,,
146,PT01M56.00S,2026-03-14T00:08:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630692,5.995400788436268,47.794117647058826,1610612756,24,23,2026-03-14T02:17:53Z,1440000,False,11.0,4.0,1,left,MISS J. Goodwin putback Layup - blocked,"[1630692, 1630567]",1610612756.0,PHX,putback,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,Barnes,1630567.0,,,,,,
147,PT01M56.00S,2026-03-14T00:08:05.4Z,1,REGULAR,block,,[],1630567,,,1610612756,24,23,2026-03-14T00:08:07Z,1450000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M53.00S,2026-03-14T00:08:08.4Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612756,24,23,2026-03-14T00:08:08Z,1460000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,,,,,,,,,146.0,2.0,0.0,2.0,,,,,,,,
149,PT01M47.00S,2026-03-14T00:08:14.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628960,8.492115637319317,60.049019607843135,1610612756,24,23,2026-03-14T00:11:05Z,1470000,False,-50.0,27.0,1,left,MISS G. Allen driving finger roll Layup,[1628960],1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,5.71,Missed,,,,,,,,,,,,,,,,,,
150,PT01M44.00S,2026-03-14T00:08:17.2Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,24,23,2026-03-14T00:08:19Z,1480000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,149.0,2.0,2.0,0.0,,,,,,,,
151,PT01M36.00S,2026-03-14T00:08:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642347,94.03745072273325,54.166666666666664,1610612761,26,23,2026-03-14T00:08:32Z,1490000,False,21.0,4.0,1,right,J. Shead driving Layup (2 PTS),[1642347],1610612761.0,TOR,driving,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,,,,,,,,,,,,,,,,,
153,PT01M36.00S,2026-03-14T00:08:29.1Z,1,REGULAR,foul,personal,['1freethrow'],1642345,,,1610612761,26,23,2026-03-14T00:08:44Z,1510000,False,,,0,,O. Ighodaro shooting personal FOUL (1 PF) (Shead 1 FT),"[1642345, 1642347]",1610612756.0,PHX,shooting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,1627963.0,,,,,,,,,,,1.0,0.0,Shead,1642347.0,,
155,PT01M36.00S,2026-03-14T00:08:38.8Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,26,23,2026-03-14T00:08:43Z,1530000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M36.00S,2026-03-14T00:08:38.8Z,1,REGULAR,substitution,in,[],1629628,,,1610612761,26,23,2026-03-14T00:08:43Z,1540000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M36.00S,2026-03-14T00:08:57.7Z,1,REGULAR,freethrow,1 of 1,[],1642347,,,1610612761,27,23,2026-03-14T00:08:57Z,1550000,False,,,0,,J. Shead Free Throw 1 of 1 (3 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
160,PT01M13.00S,2026-03-14T00:09:22.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642853,6.521024967148489,51.470588235294116,1610612756,27,23,2026-03-14T00:50:16Z,1580000,False,-7.0,9.0,1,left,MISS R. Fleming turnaround Hook,[1642853],1610612756.0,PHX,turnaround,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
161,PT01M13.00S,2026-03-14T00:09:22.5Z,1,REGULAR,rebound,offensive,[],1642853,,,1610612756,27,23,2026-03-14T00:09:38Z,1590000,False,,,0,,R. Fleming REBOUND (Off:1 Def:0),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Restricted Area,0-8 Center,,,,,,,,,160.0,1.0,0.0,1.0,,,,,,,,
162,PT01M10.00S,2026-03-14T00:09:25.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642853,5.590000152587891,50.0,1610612756,27,23,2026-03-14T00:09:25Z,1600000,False,0.0,0.0,1,left,MISS R. Fleming tip Layup,[1642853],1610612756.0,PHX,tip,,,Fleming,R. Fleming,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
163,PT01M09.00S,2026-03-14T00:09:26.1Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,27,23,2026-03-14T00:09:26Z,1610000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Left,,,,,,,,,162.0,3.0,3.0,0.0,,,,,,,,
164,PT01M04.00S,2026-03-14T00:09:31.6Z,1,REGULAR,3pt,Jump Shot,[],1629628,66.83639947437582,39.21568627450981,1610612761,27,23,2026-03-14T00:09:41Z,1620000,False,-54.0,259.0,1,right,MISS R. Barrett 26' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
165,PT01M00.00S,2026-03-14T00:09:35.6Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,27,23,2026-03-14T01:03:55Z,1630000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Center,,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,
166,PT00M56.60S,2026-03-14T00:09:41.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630692,5.732588699080158,53.18627450980392,1610612756,27,25,2026-03-14T00:09:47Z,1640000,False,-16.0,1.0,1,left,J. Goodwin running Layup (2 PTS),[1630692],1610612756.0,PHX,running,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,1.6,Made,2.0,,,,,,,,,,,,,,,,,
167,PT00M56.60S,2026-03-14T00:09:45.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642419,,,1610612756,27,25,2026-03-14T00:09:55Z,1650000,False,,,0,,J. Battle shooting personal FOUL (1 PF) (Goodwin 1 FT),"[1642419, 1630692]",1610612761.0,TOR,shooting,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,,,,204059.0,,,,,,,,,,,1.0,0.0,Goodwin,1630692.0,,
169,PT00M56.60S,2026-03-14T00:10:07.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630692,,,1610612756,27,26,2026-03-14T00:10:07Z,1670000,False,,,0,,J. Goodwin Free Throw 1 of 1 (3 PTS),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
170,PT00M42.80S,2026-03-14T00:10:23.8Z,1,REGULAR,3pt,Jump Shot,[],1630572,66.70499342969777,61.51960784313726,1610612761,30,26,2026-03-14T00:10:29Z,1680000,False,58.0,260.0,1,right,S. Mamukelashvili 26' 3PT  (5 PTS) (J. Shead 1 AST),"[1630572, 1642347]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,26.68,Made,5.0,,,J. Shead,1642347.0,1.0,,,,,,,,,,,,
172,PT00M34.40S,2026-03-14T00:10:37.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642266,,,1610612756,30,26,2026-03-14T00:10:45Z,1700000,False,,,0,,J. Walter shooting personal FOUL (2 PF) (Allen 2 FT),"[1642266, 1628960]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,,,,,,,2.0,0.0,Allen,1628960.0,,
174,PT00M34.40S,2026-03-14T00:11:07.1Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,30,27,2026-03-14T00:11:07Z,1720000,False,,,0,,G. Allen Free Throw 1 of 2 (3 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
