actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
92,PT04M29.00S,2026-03-04T00:57:07.5Z,1,REGULAR,substitution,in,[],1642266,,,1610612761,23,15,2026-03-04T00:57:14Z,880000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M29.00S,2026-03-04T00:57:07.5Z,1,REGULAR,substitution,in,[],1642419,,,1610612761,23,15,2026-03-04T00:57:14Z,890000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M13.00S,2026-03-04T00:57:38.9Z,1,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612761,23,15,2026-03-04T00:57:50Z,900000,False,,,0,,L. Shamet shooting personal FOUL (2 PF) (Ingram 2 FT),"[1629013, 1627742]",1610612752.0,NYK,shooting,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,1628951.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
96,PT04M13.00S,2026-03-04T00:58:02.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627742,,,1610612761,24,15,2026-03-04T00:58:02Z,920000,False,,,0,,B. Ingram Free Throw 1 of 2 (13 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
97,PT04M13.00S,2026-03-04T00:58:20.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627742,,,1610612761,25,15,2026-03-04T00:58:20Z,930000,False,,,0,,B. Ingram Free Throw 2 of 2 (14 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
98,PT04M01.00S,2026-03-04T00:58:34.9Z,1,REGULAR,2pt,Jump Shot,[],1628973,16.376478318002626,21.568627450980394,1610612752,25,17,2026-03-04T00:58:38Z,940000,False,142.0,101.0,1,left,J. Brunson 17' step back Jump Shot (4 PTS),[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right,,,,,,17.47,Made,4.0,,,,,,,,,,,,
99,PT03M46.00S,2026-03-04T00:58:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,93.77463863337714,55.88235294117647,1610612761,25,17,2026-03-04T00:58:54Z,950000,False,29.0,6.0,1,right,MISS S. Mamukelashvili cutting finger roll Layup,[1630572],1610612761.0,TOR,cutting finger roll,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,3.0,Missed,,,,,,,,,,,,,
100,PT03M44.00S,2026-03-04T00:58:52.1Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,25,17,2026-03-04T00:58:54Z,960000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,99.0,1.0,1.0,0.0,,,
101,PT03M38.00S,2026-03-04T00:58:57.6Z,1,REGULAR,3pt,Jump Shot,[],1628973,25.443495400788436,15.686274509803921,1610612752,25,17,2026-03-04T00:59:02Z,970000,False,172.0,187.0,1,left,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,25.36,Missed,,,,,,,,,,,,,
102,PT03M36.00S,2026-03-04T00:58:59.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,25,17,2026-03-04T00:59:02Z,980000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,101.0,,,,,,
104,PT03M36.00S,2026-03-04T00:59:03.6Z,1,REGULAR,substitution,out,[],1628404,,,1610612761,25,17,2026-03-04T00:59:14Z,1000000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M36.00S,2026-03-04T00:59:03.6Z,1,REGULAR,substitution,out,[],1629013,,,1610612761,25,17,2026-03-04T00:59:14Z,1010000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M36.00S,2026-03-04T00:59:03.6Z,1,REGULAR,substitution,in,[],1630631,,,1610612761,25,17,2026-03-04T00:59:14Z,1020000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M36.00S,2026-03-04T00:59:03.6Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,25,17,2026-03-04T00:59:14Z,1030000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M24.00S,2026-03-04T00:59:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.11760840998686,51.71568627450981,1610612761,27,17,2026-03-04T01:01:42Z,1040000,False,9.0,12.0,1,right,B. Ingram driving finger roll Layup (16 PTS),[1627742],1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,1.49,Made,16.0,,,,,,,,,,,,
109,PT03M07.00S,2026-03-04T00:59:47.2Z,1,REGULAR,2pt,Jump Shot,[],1628384,26.10052562417871,37.5,1610612752,27,19,2026-03-04T00:59:51Z,1050000,False,62.0,193.0,1,left,O. Anunoby 20' step back Jump Shot (9 PTS) (J. Alvarado 1 AST),"[1628384, 1630631]",1610612752.0,NYK,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,20.27,Made,9.0,J. Alvarado,1630631.0,1.0,,,,,,,,,
111,PT02M51.00S,2026-03-04T01:00:02.7Z,1,REGULAR,3pt,Jump Shot,[],1642266,93.9060446780552,96.56862745098039,1610612761,27,19,2026-03-04T01:00:07Z,1070000,False,233.0,5.0,1,right,MISS J. Walter 3PT,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,Right Corner 3,24+ Right,,,,,,23.28,Missed,,,,,,,,,,,,,
112,PT02M48.00S,2026-03-04T01:00:05.7Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,27,19,2026-03-04T01:00:07Z,1080000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,111.0,2.0,2.0,0.0,,,
113,PT02M45.00S,2026-03-04T01:00:12.8Z,1,REGULAR,foul,personal,['2freethrow'],1630572,,,1610612752,27,19,2026-03-04T01:03:07Z,1090000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1630572, 1628384]",1610612761.0,TOR,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Right,1628951.0,1.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,
115,PT02M45.00S,2026-03-04T01:00:27.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,27,19,2026-03-04T01:00:27Z,1110000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M45.00S,2026-03-04T01:00:28.4Z,1,REGULAR,substitution,out,[],1627742,,,1610612752,27,19,2026-03-04T01:03:05Z,1120000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M45.00S,2026-03-04T01:00:28.4Z,1,REGULAR,substitution,in,[],1630567,,,1610612752,27,19,2026-03-04T01:03:05Z,1130000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M45.00S,2026-03-04T01:03:32.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628384,,,1610612752,27,20,2026-03-04T01:04:10Z,1140000,False,,,0,,O. Anunoby Free Throw 1 of 2 (10 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
119,PT02M45.00S,2026-03-04T01:03:32.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628384,,,1610612752,27,21,2026-03-04T01:04:10Z,1150000,False,,,0,,O. Anunoby Free Throw 2 of 2 (11 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
120,PT02M33.00S,2026-03-04T01:04:02.3Z,1,REGULAR,turnover,bad pass,[],1642347,,,1610612761,27,21,2026-03-04T01:04:08Z,1160000,False,,,0,,J. Shead bad pass TURNOVER (1 TO),"[1642347, 1629011]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Robinson,1629011.0
121,PT02M33.00S,2026-03-04T01:04:02.3Z,1,REGULAR,steal,,[],1629011,,,1610612752,27,21,2026-03-04T01:04:04Z,1170000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
122,PT02M20.00S,2026-03-04T01:04:14.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642885,25.443495400788436,12.990196078431374,1610612752,27,24,2026-03-04T01:04:19Z,1180000,False,185.0,187.0,1,left,M. Diawara 26' 3PT  (3 PTS) (J. Alvarado 2 AST),"[1642885, 1630631]",1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Above the Break 3,24+ Right Center,,,,,,26.28,Made,3.0,J. Alvarado,1630631.0,2.0,,,,,,,,,
124,PT02M07.00S,2026-03-04T01:04:30.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612761,27,24,2026-03-04T01:04:38Z,1200000,False,,,0,,O. Anunoby personal FOUL (2 PF) (Shead 2 FT),"[1628384, 1642347]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,1628172.0,2.0,0.0,Shead,1642347.0,,,,,,,,,,,,,,,
126,PT02M07.00S,2026-03-04T01:05:10.2Z,1,REGULAR,freethrow,1 of 2,[],1642347,,,1610612761,28,24,2026-03-04T01:05:10Z,1220000,False,,,0,,J. Shead Free Throw 1 of 2 (1 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
127,PT02M07.00S,2026-03-04T01:05:26.6Z,1,REGULAR,freethrow,2 of 2,[],1642347,,,1610612761,29,24,2026-03-04T01:05:26Z,1230000,False,,,0,,J. Shead Free Throw 2 of 2 (2 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
128,PT01M51.00S,2026-03-04T01:05:42.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,4.5499342969776615,50.73529411764706,1610612752,29,26,2026-03-04T01:05:46Z,1240000,False,-4.0,-10.0,1,left,M. Robinson alley-oop DUNK (2 PTS) (J. Alvarado 3 AST),"[1629011, 1630631]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,1.04,Made,2.0,J. Alvarado,1630631.0,3.0,,,,,,,,,
130,PT01M40.00S,2026-03-04T01:05:53.6Z,1,REGULAR,3pt,Jump Shot,[],1642347,68.28186596583443,19.362745098039216,1610612761,29,26,2026-03-04T01:05:57Z,1260000,False,-153.0,246.0,1,right,MISS J. Shead 28' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,,,,28.95,Missed,,,,,,,,,,,,,
131,PT01M38.00S,2026-03-04T01:05:55.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,29,26,2026-03-04T01:05:57Z,1270000,False,,,0,,M. Robinson REBOUND (Off:0 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,130.0,2.0,2.0,0.0,,,
132,PT01M22.00S,2026-03-04T01:06:12.4Z,1,REGULAR,3pt,Jump Shot,[],1630631,14.011169513797633,4.6568627450980395,1610612752,29,26,2026-03-04T01:06:16Z,1280000,False,227.0,79.0,1,left,MISS J. Alvarado 24' 3PT,[1630631],1610612752.0,NYK,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,,,,24.01,Missed,,,,,,,,,,,,,
133,PT01M20.00S,2026-03-04T01:06:14.5Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,29,26,2026-03-04T01:06:14Z,1290000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,132.0,3.0,2.0,1.0,,,
134,PT01M18.00S,2026-03-04T01:06:17.9Z,1,REGULAR,foul,personal,['3freethrow'],1642266,,,1610612752,29,26,2026-03-04T01:06:37Z,1300000,False,,,0,,J. Walter shooting personal FOUL (1 PF) (Brunson 3 FT),"[1642266, 1628973]",1610612761.0,TOR,shooting,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,1628951.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
136,PT01M18.00S,2026-03-04T01:06:58.6Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1628973,,,1610612752,29,27,2026-03-04T01:06:58Z,1320000,False,,,0,,J. Brunson Free Throw 1 of 3 (5 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
137,PT01M18.00S,2026-03-04T01:07:18.6Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1628973,,,1610612752,29,28,2026-03-04T01:07:18Z,1330000,False,,,0,,J. Brunson Free Throw 2 of 3 (6 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
138,PT01M18.00S,2026-03-04T01:07:19.7Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,29,28,2026-03-04T01:07:26Z,1340000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M18.00S,2026-03-04T01:07:19.7Z,1,REGULAR,substitution,in,[],1628969,,,1610612752,29,28,2026-03-04T01:07:26Z,1350000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M18.00S,2026-03-04T01:07:42.6Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1628973,,,1610612752,29,29,2026-03-04T01:07:42Z,1360000,False,,,0,,J. Brunson Free Throw 3 of 3 (7 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
141,PT00M56.00S,2026-03-04T01:08:08.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629011,,,1610612761,29,29,2026-03-04T01:08:14Z,1370000,False,,,0,,M. Robinson shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629011, 1630567]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,Mid-Range,16-24 Right Center,1628172.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,
143,PT00M56.00S,2026-03-04T01:08:33.7Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,30,29,2026-03-04T01:08:33Z,1390000,False,,,0,,S. Barnes Free Throw 1 of 2 (6 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
144,PT00M56.00S,2026-03-04T01:08:34.6Z,1,REGULAR,substitution,out,[],1642419,,,1610612761,30,29,2026-03-04T01:08:38Z,1400000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M56.00S,2026-03-04T01:08:34.6Z,1,REGULAR,substitution,in,[],1629628,,,1610612761,30,29,2026-03-04T01:08:38Z,1410000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M56.00S,2026-03-04T01:08:51.8Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,31,29,2026-03-04T01:08:51Z,1420000,False,,,0,,S. Barnes Free Throw 2 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
147,PT00M35.90S,2026-03-04T01:09:15.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,6.389618922470433,97.30392156862744,1610612752,31,32,2026-03-04T01:09:20Z,1430000,False,-237.0,8.0,1,left,M. Bridges 3PT  (5 PTS) (J. Brunson 3 AST),"[1628969, 1628973]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,23.66,Made,5.0,J. Brunson,1628973.0,3.0,,,,,,,,,
149,PT00M23.10S,2026-03-04T01:09:31.5Z,1,REGULAR,3pt,Jump Shot,[],1630572,74.19513797634691,11.519607843137255,1610612761,31,32,2026-03-04T01:09:36Z,1450000,False,-192.0,190.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,,27.05,Missed,,,,,,,,,,,,,
150,PT00M19.20S,2026-03-04T01:09:35.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,31,32,2026-03-04T01:09:35Z,1460000,False,,,0,,M. Robinson REBOUND (Off:1 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,149.0,4.0,3.0,1.0,,,
151,PT00M03.50S,2026-03-04T01:09:51.0Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612752,31,32,2026-03-04T01:09:54Z,1470000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 1630567]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Barnes,1630567.0
152,PT00M03.50S,2026-03-04T01:09:51.0Z,1,REGULAR,steal,,[],1630567,,,1610612761,31,32,2026-03-04T01:09:53Z,1480000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2026-03-04T01:10:01.5Z,1,REGULAR,period,end,[],0,,,1610612761,31,32,2026-03-04T01:10:01Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,out,['startperiod'],1642266,,,1610612761,31,32,2026-03-04T01:12:39Z,1500000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,31,32,2026-03-04T01:12:39Z,1510000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,out,['startperiod'],1630572,,,1610612761,31,32,2026-03-04T01:12:39Z,1520000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,out,['startperiod'],1628973,,,1610612761,31,32,2026-03-04T01:12:39Z,1530000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,out,['startperiod'],1629011,,,1610612761,31,32,2026-03-04T01:12:39Z,1540000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,in,['startperiod'],1642419,,,1610612761,31,32,2026-03-04T01:12:39Z,1550000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,in,['startperiod'],1627751,,,1610612761,31,32,2026-03-04T01:12:39Z,1560000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,in,['startperiod'],1630193,,,1610612761,31,32,2026-03-04T01:12:39Z,1570000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612761,31,32,2026-03-04T01:12:39Z,1580000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-03-04T01:11:46.9Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,31,32,2026-03-04T01:12:39Z,1590000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-03-04T01:12:37.8Z,2,REGULAR,period,start,[],0,,,1610612761,31,32,2026-03-04T01:12:40Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M37.00S,2026-03-04T01:13:00.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,84.1819973718791,50.73529411764706,1610612761,31,32,2026-03-04T01:13:05Z,1610000,False,4.0,96.0,1,right,MISS I. Quickley 9' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.63,Missed,,,,,,,,,,,,,
166,PT11M33.00S,2026-03-04T01:13:04.1Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,31,32,2026-03-04T01:13:05Z,1620000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,165.0,3.0,3.0,0.0,,,
167,PT11M20.00S,2026-03-04T01:13:16.1Z,2,REGULAR,3pt,Jump Shot,[],1628384,25.18068331143233,15.196078431372548,1610612752,31,35,2026-03-04T01:13:20Z,1630000,False,174.0,184.0,1,left,O. Anunoby 25' 3PT  (14 PTS) (K. Towns 4 AST),"[1628384, 1626157]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,25.34,Made,14.0,K. Towns,1626157.0,4.0,,,,,,,,,
169,PT11M05.00S,2026-03-04T01:13:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.9993429697766,48.28431372549019,1610612761,31,35,2026-03-04T01:13:35Z,1650000,False,-9.0,107.0,1,right,MISS S. Barnes 10' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.76,Missed,,,,,,,,,,,,,
170,PT11M03.00S,2026-03-04T01:13:33.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,31,35,2026-03-04T01:13:35Z,1660000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,169.0,4.0,4.0,0.0,,,
171,PT10M48.00S,2026-03-04T01:13:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,12.959921156373195,47.549019607843135,1610612752,31,37,2026-03-04T01:14:12Z,1670000,False,12.0,69.0,1,left,K. Towns 7' cutting Layup (6 PTS) (J. Alvarado 4 AST),"[1626157, 1630631]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.04,Made,6.0,J. Alvarado,1630631.0,4.0,,,,,,,,,
173,PT10M48.00S,2026-03-04T01:14:11.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,31,37,2026-03-04T01:14:11Z,1690000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M48.00S,2026-03-04T01:14:37.4Z,2,REGULAR,substitution,out,[],1642419,,,1610612761,31,37,2026-03-04T01:16:37Z,1700000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M48.00S,2026-03-04T01:14:37.4Z,2,REGULAR,substitution,in,[],1627742,,,1610612761,31,37,2026-03-04T01:16:37Z,1710000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M32.00S,2026-03-04T01:17:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,82.07950065703022,59.55882352941176,1610612761,33,37,2026-03-04T01:17:07Z,1720000,False,48.0,116.0,1,right,B. Ingram 12' Jump Shot (18 PTS) (R. Barrett 3 AST),"[1627742, 1629628]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.55,Made,18.0,R. Barrett,1629628.0,3.0,,,,,,,,,
