actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
354,PT10M17.00S,2026-03-04T02:01:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.652431011826544,49.01960784313725,1610612761,62,72,2026-03-04T02:01:20Z,3450000,False,5.0,10.0,1,left,MISS J. Poeltl Layup,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,1.11,Missed,,,,,,,,,,,,,
355,PT10M14.00S,2026-03-04T02:01:18.8Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,62,72,2026-03-04T02:01:20Z,3460000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,354.0,3.0,3.0,0.0,,,
356,PT10M10.00S,2026-03-04T02:01:22.8Z,3,REGULAR,turnover,lost ball,[],1628404,,,1610612752,62,72,2026-03-04T02:07:54Z,3470000,False,,,0,,J. Hart lost ball TURNOVER (2 TO),"[1628404, 1630567]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Barnes,1630567.0
357,PT10M10.00S,2026-03-04T02:01:22.8Z,3,REGULAR,steal,,[],1630567,,,1610612761,62,72,2026-03-04T02:01:24Z,3480000,False,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
358,PT10M00.00S,2026-03-04T02:01:32.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,25.57490144546649,85.7843137254902,1610612761,65,72,2026-03-04T02:01:36Z,3490000,False,-179.0,188.0,1,left,I. Quickley 25' 3PT  (8 PTS) (B. Ingram 3 AST),"[1630193, 1627742]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,25.94,Made,8.0,B. Ingram,1627742.0,3.0,,,,,,,,,
363,PT09M36.00S,2026-03-04T02:02:00.2Z,3,REGULAR,turnover,3-second-violation,[],1626157,,,1610612752,65,72,2026-03-04T02:02:14Z,3540000,False,,,0,,K. Towns 3-second-violation TURNOVER (3 TO),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2004.0,,,,,,,,,,,,,,,,,3.0,,
364,PT09M18.00S,2026-03-04T02:02:44.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,4.155716162943495,96.56862745098039,1610612761,68,72,2026-03-04T02:02:51Z,3550000,False,-233.0,-13.0,1,left,B. Ingram 3PT  (29 PTS) (I. Quickley 8 AST),"[1627742, 1630193]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,,,23.32,Made,29.0,I. Quickley,1630193.0,8.0,,,,,,,,,
366,PT09M06.00S,2026-03-04T02:02:55.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1626157,82.47371879106439,49.50980392156863,1610612752,68,74,2026-03-04T02:03:05Z,3570000,False,-2.0,112.0,1,right,K. Towns 11' driving floating Jump Shot (17 PTS) (J. Brunson 7 AST),"[1626157, 1628973]",1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.22,Made,17.0,J. Brunson,1628973.0,7.0,,,,,,,,,
368,PT09M06.00S,2026-03-04T02:03:00.4Z,3,REGULAR,violation,defensive goaltending,[],1630567,,,1610612752,68,74,2026-03-04T02:03:05Z,3590000,False,,,0,,S. Barnes defensive goaltending VIOLATION,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,2004.0,,,,,,,,,,,,,,,,,,,
369,PT08M55.00S,2026-03-04T02:03:24.6Z,3,REGULAR,2pt,Jump Shot,[],1627751,6.258212877792378,28.676470588235293,1610612761,70,74,2026-03-04T02:06:03Z,3600000,False,107.0,6.0,1,left,J. Poeltl 10' floating Jump Shot (7 PTS) (I. Quickley 9 AST),"[1627751, 1630193]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,,10.68,Made,7.0,I. Quickley,1630193.0,9.0,,,,,,,,,
371,PT08M37.00S,2026-03-04T02:03:44.6Z,3,REGULAR,foul,personal,[],1627751,,,1610612752,70,74,2026-03-04T02:04:04Z,3620000,False,,,0,,J. Poeltl personal FOUL (1 PF),"[1627751, 1626157]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,2004.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,,
373,PT08M29.00S,2026-03-04T02:04:25.6Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612752,70,74,2026-03-04T02:04:32Z,3640000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1627751, 1628384]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1628172.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,
375,PT08M29.00S,2026-03-04T02:04:56.5Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,70,74,2026-03-04T02:04:56Z,3660000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
376,PT08M29.00S,2026-03-04T02:04:56.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,70,74,2026-03-04T02:04:56Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,
377,PT08M29.00S,2026-03-04T02:05:14.5Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,70,75,2026-03-04T02:05:14Z,3680000,False,,,0,,O. Anunoby Free Throw 2 of 2 (15 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,
378,PT08M22.00S,2026-03-04T02:05:28.2Z,3,REGULAR,turnover,out-of-bounds,[],1630193,,,1610612761,70,75,2026-03-04T02:09:09Z,3690000,False,,,0,,I. Quickley bad pass out-of-bounds TURNOVER (2 TO),[1630193],1610612761.0,TOR,bad pass,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,1628951.0,,,,,,,,,,,,,,,,,2.0,,
380,PT07M59.00S,2026-03-04T02:06:12.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,82.21090670170827,57.107843137254896,1610612752,70,75,2026-03-04T02:06:16Z,3710000,False,36.0,115.0,1,right,MISS J. Brunson 12' fadeaway Shot,[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.01,Missed,,,,,,,,,,,,,
381,PT07M57.00S,2026-03-04T02:06:14.1Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,70,75,2026-03-04T02:06:16Z,3720000,False,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,380.0,4.0,4.0,0.0,,,
382,PT07M41.00S,2026-03-04T02:06:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630193,4.28712220762155,96.56862745098039,1610612761,73,75,2026-03-04T02:06:50Z,3730000,False,-233.0,-12.0,1,left,I. Quickley 3PT step back (11 PTS) (B. Ingram 4 AST),"[1630193, 1627742]",1610612761.0,TOR,step back,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,,,23.31,Made,11.0,B. Ingram,1627742.0,4.0,,,,,,,,,
384,PT07M17.00S,2026-03-04T02:06:53.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,83.78777923784494,58.08823529411765,1610612752,73,75,2026-03-04T02:12:18Z,3750000,False,40.0,100.0,1,right,MISS M. Bridges 10' floating Shot,[1628969],1610612752.0,NYK,floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.78,Missed,,,,,,,,,,,,,
385,PT07M14.00S,2026-03-04T02:06:56.6Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,73,75,2026-03-04T02:06:58Z,3760000,False,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,384.0,7.0,6.0,1.0,,,
386,PT07M14.00S,2026-03-04T02:06:57.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,94.40999984741211,50.0,1610612752,73,75,2026-03-04T02:06:57Z,3770000,False,0.0,0.0,1,right,MISS K. Towns tip Layup,[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,0.0,Missed,,,,,,,,,,,,,
387,PT07M12.00S,2026-03-04T02:06:58.6Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,73,75,2026-03-04T02:06:58Z,3780000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,386.0,2.0,2.0,0.0,,,
388,PT07M06.00S,2026-03-04T02:07:05.7Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612761,73,75,2026-03-04T02:07:09Z,3790000,False,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1628404]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Hart,1628404.0
389,PT07M06.00S,2026-03-04T02:07:05.7Z,3,REGULAR,steal,,[],1628404,,,1610612752,73,75,2026-03-04T02:07:07Z,3800000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
390,PT06M49.00S,2026-03-04T02:07:23.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628404,82.47371879106439,47.794117647058826,1610612752,73,77,2026-03-04T02:07:26Z,3810000,False,-11.0,112.0,1,right,J. Hart 11' pullup Jump Shot (6 PTS) (J. Brunson 8 AST),"[1628404, 1628973]",1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.27,Made,6.0,J. Brunson,1628973.0,8.0,,,,,,,,,
393,PT06M31.00S,2026-03-04T02:07:46.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,73,77,2026-03-04T02:07:46Z,3840000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M31.00S,2026-03-04T02:07:47.4Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,73,77,2026-03-04T02:10:50Z,3850000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M31.00S,2026-03-04T02:07:47.4Z,3,REGULAR,substitution,out,[],1628969,,,1610612761,73,77,2026-03-04T02:10:50Z,3860000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M31.00S,2026-03-04T02:07:47.4Z,3,REGULAR,substitution,out,[],1626157,,,1610612761,73,77,2026-03-04T02:10:50Z,3870000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M31.00S,2026-03-04T02:07:47.4Z,3,REGULAR,substitution,in,[],1642347,,,1610612761,73,77,2026-03-04T02:10:50Z,3880000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M31.00S,2026-03-04T02:07:47.4Z,3,REGULAR,substitution,in,[],1629013,,,1610612761,73,77,2026-03-04T02:10:50Z,3890000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M31.00S,2026-03-04T02:07:47.4Z,3,REGULAR,substitution,in,[],1629011,,,1610612761,73,77,2026-03-04T02:10:50Z,3900000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M24.00S,2026-03-04T02:11:15.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,14.273981603153747,39.21568627450981,1610612761,73,77,2026-03-04T02:11:21Z,3910000,False,54.0,82.0,1,left,MISS B. Ingram 9' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,,,,,,9.79,Missed,,,,,,,,,,,,,
401,PT06M19.00S,2026-03-04T02:11:20.5Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,73,77,2026-03-04T02:21:56Z,3920000,False,,,0,,M. Robinson REBOUND (Off:1 Def:6),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,400.0,7.0,6.0,1.0,,,
402,PT05M59.00S,2026-03-04T02:11:40.1Z,3,REGULAR,2pt,Jump Shot,[],1628973,81.553876478318,73.2843137254902,1610612752,73,77,2026-03-04T02:11:46Z,3930000,False,116.0,121.0,1,right,MISS J. Brunson 16' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,16.78,Missed,,,,,,,,,,,,,
403,PT05M55.00S,2026-03-04T02:11:44.1Z,3,REGULAR,rebound,defensive,[],1642347,,,1610612761,73,77,2026-03-04T02:11:46Z,3940000,False,,,0,,J. Shead REBOUND (Off:0 Def:2),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,402.0,2.0,2.0,0.0,,,
404,PT05M52.00S,2026-03-04T02:11:47.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,30.042706964520367,75.49019607843137,1610612761,73,77,2026-03-04T02:11:53Z,3950000,False,-127.0,230.0,1,left,MISS I. Quickley 26' running pullup 3PT,[1630193],1610612761.0,TOR,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,,,26.29,Missed,,,,,,,,,,,,,
405,PT05M49.00S,2026-03-04T02:11:50.4Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,73,77,2026-03-04T02:11:53Z,3960000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,404.0,1.0,1.0,0.0,,,
406,PT05M46.00S,2026-03-04T02:11:54.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,94.1688567674113,50.0,1610612752,73,79,2026-03-04T02:12:00Z,3970000,False,0.0,2.0,1,right,J. Hart running finger roll Layup (8 PTS) (J. Brunson 9 AST),"[1628404, 1628973]",1610612752.0,NYK,running finger roll,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,0.23,Made,8.0,J. Brunson,1628973.0,9.0,,,,,,,,,
408,PT05M27.00S,2026-03-04T02:12:13.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642347,6.1268068331143235,41.42156862745098,1610612761,73,79,2026-03-04T02:18:06Z,3990000,False,43.0,5.0,1,left,MISS J. Shead driving bank Hook,[1642347],1610612761.0,TOR,driving bank,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,4.32,Missed,,,,,,,,,,,,,
409,PT05M24.00S,2026-03-04T02:12:16.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,73,79,2026-03-04T02:12:17Z,4000000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,408.0,4.0,4.0,0.0,,,
410,PT05M20.00S,2026-03-04T02:12:19.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629013,73.40670170827858,15.931372549019606,1610612752,73,82,2026-03-04T02:18:47Z,4010000,False,-170.0,197.0,1,right,L. Shamet 26' 3PT running (12 PTS) (J. Hart 6 AST),"[1629013, 1628404]",1610612752.0,NYK,running,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,,,,,,26.08,Made,12.0,J. Hart,1628404.0,6.0,,,,,,,,,
412,PT04M55.00S,2026-03-04T02:12:47.3Z,3,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612761,73,82,2026-03-04T02:12:53Z,4030000,False,,,0,,L. Shamet shooting personal FOUL (3 PF) (Barrett 2 FT),"[1629013, 1629628]",1610612752.0,NYK,shooting,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),8-16 Center,2004.0,3.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,
414,PT04M55.00S,2026-03-04T02:13:13.6Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,74,82,2026-03-04T02:13:37Z,4050000,False,,,0,,R. Barrett Free Throw 1 of 2 (11 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,Made,11.0,,,,,,,,,,,,
415,PT04M55.00S,2026-03-04T02:13:14.5Z,3,REGULAR,substitution,out,[],1630193,,,1610612761,74,82,2026-03-04T02:13:22Z,4060000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M55.00S,2026-03-04T02:13:14.5Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,74,82,2026-03-04T02:13:22Z,4070000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M55.00S,2026-03-04T02:13:14.5Z,3,REGULAR,substitution,in,[],1642266,,,1610612761,74,82,2026-03-04T02:13:22Z,4080000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M55.00S,2026-03-04T02:13:14.5Z,3,REGULAR,substitution,in,[],1642885,,,1610612761,74,82,2026-03-04T02:13:22Z,4090000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M55.00S,2026-03-04T02:13:13.6Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,74,82,2026-03-04T02:13:37Z,4100000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
420,PT04M53.00S,2026-03-04T02:13:15.6Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,74,82,2026-03-04T02:13:37Z,4110000,False,,,0,,M. Robinson REBOUND (Off:1 Def:7),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,419.0,8.0,7.0,1.0,,,
421,PT04M38.00S,2026-03-04T02:13:51.1Z,3,REGULAR,3pt,Jump Shot,[],1642885,92.9862023653088,96.56862745098039,1610612752,74,82,2026-03-04T02:13:56Z,4120000,False,233.0,13.0,1,right,MISS M. Diawara 3PT,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,Right Corner 3,24+ Right,,,,,,23.32,Missed,,,,,,,,,,,,,
422,PT04M35.00S,2026-03-04T02:13:54.1Z,3,REGULAR,rebound,offensive,[],1629011,,,1610612752,74,82,2026-03-04T02:13:56Z,4130000,False,,,0,,M. Robinson REBOUND (Off:2 Def:7),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,421.0,9.0,7.0,2.0,,,
423,PT04M30.00S,2026-03-04T02:14:03.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,74,82,2026-03-04T02:14:03Z,4140000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M23.00S,2026-03-04T02:17:07.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,74.32654402102497,15.931372549019606,1610612752,74,82,2026-03-04T02:17:13Z,4150000,False,-170.0,189.0,1,right,MISS J. Hart 25' bank 3PT,[1628404],1610612752.0,NYK,bank,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,25.43,Missed,,,,,,,,,,,,,
425,PT04M18.00S,2026-03-04T02:17:12.1Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612761,74,82,2026-03-04T02:17:13Z,4160000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,424.0,5.0,3.0,2.0,,,
426,PT04M06.00S,2026-03-04T02:17:23.4Z,3,REGULAR,turnover,bad pass,[],1627751,,,1610612761,74,82,2026-03-04T02:17:27Z,4170000,False,,,0,,J. Poeltl bad pass TURNOVER (1 TO),"[1627751, 1629013]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Shamet,1629013.0
427,PT04M06.00S,2026-03-04T02:17:23.4Z,3,REGULAR,steal,,[],1629013,,,1610612752,74,82,2026-03-04T02:17:26Z,4180000,False,,,0,,L. Shamet STEAL (2 STL),[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
428,PT03M58.00S,2026-03-04T02:17:30.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,90.09526938239159,1.715686274509804,1610612752,74,82,2026-03-04T02:17:37Z,4190000,False,-241.0,41.0,1,right,MISS J. Brunson 24' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,24.48,Missed,,,,,,,,,,,,,
429,PT03M57.00S,2026-03-04T02:17:34.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,74,82,2026-03-04T02:17:34Z,4200000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,428.0,,,,,,
431,PT03M46.00S,2026-03-04T02:18:00.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642885,82.7365308804205,43.627450980392155,1610612752,74,84,2026-03-04T02:21:32Z,4220000,False,-32.0,110.0,1,right,M. Diawara 11' driving floating Jump Shot (8 PTS),[1642885],1610612752.0,NYK,driving floating,,,Diawara,M. Diawara,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.43,Made,8.0,,,,,,,,,,,,
432,PT03M30.00S,2026-03-04T02:18:16.2Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612761,74,84,2026-03-04T02:18:20Z,4230000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1628404]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Hart,1628404.0
433,PT03M30.00S,2026-03-04T02:18:16.2Z,3,REGULAR,steal,,[],1628404,,,1610612752,74,84,2026-03-04T02:18:18Z,4240000,False,,,0,,J. Hart STEAL (3 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
434,PT03M22.00S,2026-03-04T02:18:24.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,66.96780551905388,49.50980392156863,1610612752,74,84,2026-03-04T02:18:30Z,4250000,False,-2.0,258.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,25.8,Missed,,,,,,,,,,,,,
435,PT03M21.00S,2026-03-04T02:18:28.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,74,84,2026-03-04T02:18:28Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,434.0,,,,,,
436,PT03M21.00S,2026-03-04T02:18:30.2Z,3,REGULAR,foul,personal,[],1629628,,,1610612752,74,84,2026-03-04T02:18:45Z,4270000,False,,,0,,R. Barrett loose ball personal FOUL (1 PF),"[1629628, 1629011]",1610612761.0,TOR,loose ball,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,,,,,,,
438,PT03M21.00S,2026-03-04T02:18:41.6Z,3,REGULAR,substitution,out,[],1629628,,,1610612752,74,84,2026-03-04T02:18:51Z,4290000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M21.00S,2026-03-04T02:18:41.6Z,3,REGULAR,substitution,out,[],1627751,,,1610612752,74,84,2026-03-04T02:18:51Z,4300000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M21.00S,2026-03-04T02:18:41.6Z,3,REGULAR,substitution,out,[],1628404,,,1610612752,74,84,2026-03-04T02:18:51Z,4310000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M21.00S,2026-03-04T02:18:41.6Z,3,REGULAR,substitution,in,[],1630567,,,1610612752,74,84,2026-03-04T02:18:51Z,4320000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
