actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
88,PT04M34.00S,2026-02-06T00:56:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642867,7.703679369250986,54.166666666666664,1610612761,23,13,2026-02-06T00:56:55Z,880000,False,-21.0,20.0,1,left,MISS C. Murray-Boyles cutting finger roll Layup,[1642867],1610612761.0,TOR,cutting finger roll,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,,
89,PT04M32.00S,2026-02-06T00:56:51.9Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612741,23,13,2026-02-06T00:56:55Z,890000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,88.0,,,,,,,,,,,2.0,1.0,1.0
90,PT04M25.00S,2026-02-06T00:56:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,93.77463863337714,46.568627450980394,1610612741,23,13,2026-02-06T00:57:05Z,900000,False,-17.0,6.0,1,right,MISS G. Yabusele driving Layup - blocked,"[1627824, 1642867]",1610612741.0,CHI,driving,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,Murray-Boyles,1642867.0,,,,,,,,
91,PT04M25.00S,2026-02-06T00:56:59.6Z,1,REGULAR,block,,[],1642867,,,1610612741,23,13,2026-02-06T00:57:02Z,910000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M21.00S,2026-02-06T00:57:03.6Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,23,13,2026-02-06T00:57:05Z,920000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,90.0,,,,,,,,,,,1.0,1.0,0.0
93,PT04M19.00S,2026-02-06T00:57:05.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,30.042706964520367,25.735294117647058,1610612761,23,13,2026-02-06T00:57:12Z,930000,False,121.0,230.0,1,left,MISS B. Ingram 25' running 3PT,[1627742],1610612761.0,TOR,running,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
94,PT04M16.00S,2026-02-06T00:57:08.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,23,13,2026-02-06T00:57:12Z,940000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,93.0,,,,,,,,,,,,,
96,PT04M16.00S,2026-02-06T00:57:11.5Z,1,REGULAR,substitution,out,[],1642266,,,1610612741,23,13,2026-02-06T00:57:20Z,960000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M16.00S,2026-02-06T00:57:11.5Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,23,13,2026-02-06T00:57:20Z,970000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M16.00S,2026-02-06T00:57:11.5Z,1,REGULAR,substitution,in,[],1641711,,,1610612741,23,13,2026-02-06T00:57:20Z,980000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M16.00S,2026-02-06T00:57:11.5Z,1,REGULAR,substitution,in,[],1642530,,,1610612741,23,13,2026-02-06T00:57:20Z,990000,False,,,0,,SUB in: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M16.00S,2026-02-06T00:57:23.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,23,13,2026-02-06T00:57:23Z,1000000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M06.00S,2026-02-06T01:00:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.11760840998686,50.73529411764706,1610612741,23,15,2026-02-06T01:00:58Z,1010000,False,4.0,12.0,1,right,J. Ivey driving finger roll Layup (2 PTS) (Y. Kawamura 1 AST),"[1631093, 1642530]",1610612741.0,CHI,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.27,Made,2.0,Y. Kawamura,1642530.0,1.0,,,,,,,,,,,,,,
103,PT03M52.00S,2026-02-06T01:01:06.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642867,4.812746386333772,50.73529411764706,1610612761,25,15,2026-02-06T01:01:12Z,1030000,False,-4.0,-7.0,1,left,C. Murray-Boyles cutting DUNK (6 PTS) (J. Shead 2 AST),"[1642867, 1642347]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,0.82,Made,6.0,J. Shead,1642347.0,2.0,,,,,,,,,,,,,,
106,PT03M32.00S,2026-02-06T01:01:33.2Z,1,REGULAR,foul,personal,['2freethrow'],1641711,,,1610612741,25,15,2026-02-06T01:01:44Z,1060000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Okoro 2 FT),"[1641711, 1630171]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202901.0,1.0,0.0,Okoro,1630171.0,,,
108,PT03M32.00S,2026-02-06T01:01:56.6Z,1,REGULAR,freethrow,1 of 2,[],1630171,,,1610612741,25,16,2026-02-06T01:01:56Z,1080000,False,,,0,,I. Okoro Free Throw 1 of 2 (3 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
109,PT03M32.00S,2026-02-06T01:02:12.3Z,1,REGULAR,freethrow,2 of 2,[],1630171,,,1610612741,25,17,2026-02-06T01:02:12Z,1090000,False,,,0,,I. Okoro Free Throw 2 of 2 (4 PTS),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
110,PT03M16.00S,2026-02-06T01:02:28.7Z,1,REGULAR,3pt,Jump Shot,[],1641711,25.312089356110377,86.76470588235294,1610612761,25,17,2026-02-06T01:02:35Z,1100000,False,-184.0,185.0,1,left,MISS G. Dick 26' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2026-02-06T01:02:32.7Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612741,25,17,2026-02-06T01:02:35Z,1110000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:2),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,,,,,110.0,,,,,,,,,,,3.0,2.0,1.0
112,PT03M05.00S,2026-02-06T01:02:39.8Z,1,REGULAR,turnover,lost ball,[],1631093,,,1610612741,25,17,2026-02-06T01:02:48Z,1120000,False,,,0,,J. Ivey lost ball TURNOVER (2 TO),"[1631093, 1642347]",1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,,,,,,,,2.0,Shead,1642347.0,,,,,,,,,,
113,PT03M05.00S,2026-02-06T01:02:39.8Z,1,REGULAR,steal,,[],1642347,,,1610612761,25,17,2026-02-06T01:11:37Z,1130000,False,,,0,,J. Shead STEAL (2 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
114,PT03M00.00S,2026-02-06T01:02:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,5.601182654402102,52.69607843137255,1610612761,25,17,2026-02-06T01:02:56Z,1140000,False,-13.0,0.0,1,left,MISS G. Dick running Layup,[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
115,PT03M00.00S,2026-02-06T01:02:44.8Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612761,25,17,2026-02-06T01:03:08Z,1150000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,114.0,,,,,,,,,,,1.0,0.0,1.0
116,PT03M00.00S,2026-02-06T01:02:54.0Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612761,25,17,2026-02-06T01:03:03Z,1160000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Mamukelashvili 2 FT),"[1630171, 1630572]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201245.0,1.0,0.0,Mamukelashvili,1630572.0,,,
118,PT03M00.00S,2026-02-06T01:03:12.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1630572,,,1610612761,26,17,2026-02-06T01:03:12Z,1180000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (1 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
119,PT03M00.00S,2026-02-06T01:03:12.9Z,1,REGULAR,substitution,out,[],1627742,,,1610612761,26,17,2026-02-06T01:03:21Z,1190000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M00.00S,2026-02-06T01:03:12.9Z,1,REGULAR,substitution,out,[],1642867,,,1610612761,26,17,2026-02-06T01:03:21Z,1200000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M00.00S,2026-02-06T01:03:12.9Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,26,17,2026-02-06T01:03:21Z,1210000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M00.00S,2026-02-06T01:03:12.9Z,1,REGULAR,substitution,in,[],1642419,,,1610612761,26,17,2026-02-06T01:03:21Z,1220000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M00.00S,2026-02-06T01:03:30.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1630572,,,1610612761,27,17,2026-02-06T01:03:30Z,1230000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (2 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2026-02-06T01:03:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627824,91.93495400788436,48.77450980392157,1610612741,27,19,2026-02-06T01:03:58Z,1240000,False,-6.0,23.0,1,right,G. Yabusele finger roll Layup (2 PTS) (Y. Kawamura 2 AST),"[1627824, 1642530]",1610612741.0,CHI,finger roll,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,2.41,Made,2.0,Y. Kawamura,1642530.0,2.0,,,,,,,,,,,,,,
126,PT02M14.00S,2026-02-06T01:04:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630567,32.53942181340342,49.01960784313725,1610612761,27,19,2026-02-06T01:04:25Z,1260000,False,5.0,253.0,1,left,MISS S. Barnes 25' bank 3PT,[1630567],1610612761.0,TOR,bank,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
127,PT02M12.00S,2026-02-06T01:04:20.0Z,1,REGULAR,rebound,defensive,[],1642530,,,1610612741,27,19,2026-02-06T01:04:25Z,1270000,False,,,0,,Y. Kawamura REBOUND (Off:0 Def:1),[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,Above the Break 3,24+ Center,,,,,,,126.0,,,,,,,,,,,1.0,1.0,0.0
128,PT01M58.00S,2026-02-06T01:04:34.7Z,1,REGULAR,3pt,Jump Shot,[],1631093,65.91655716162943,23.03921568627451,1610612741,27,22,2026-02-06T01:04:41Z,1280000,False,-135.0,268.0,1,right,J. Ivey 29' 3PT  (5 PTS) (Y. Kawamura 3 AST),"[1631093, 1642530]",1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,29.99,Made,5.0,Y. Kawamura,1642530.0,3.0,,,,,,,,,,,,,,
130,PT01M37.00S,2026-02-06T01:04:55.3Z,1,REGULAR,turnover,bad pass,[],1642347,,,1610612761,27,22,2026-02-06T01:05:00Z,1300000,False,,,0,,J. Shead bad pass TURNOVER (1 TO),"[1642347, 1642530]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Kawamura,1642530.0,,,,,,,,,,
131,PT01M37.00S,2026-02-06T01:04:55.3Z,1,REGULAR,steal,,[],1642530,,,1610612741,27,22,2026-02-06T01:04:57Z,1310000,False,,,0,,Y. Kawamura STEAL (1 STL),[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M28.00S,2026-02-06T01:05:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642530,92.19776609724047,53.67647058823529,1610612741,27,22,2026-02-06T01:05:11Z,1320000,False,18.0,21.0,1,right,MISS Y. Kawamura driving reverse Layup - blocked,"[1642530, 1642347]",1610612741.0,CHI,driving reverse,,,Kawamura,Y. Kawamura,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,Shead,1642347.0,,,,,,,,
133,PT01M28.00S,2026-02-06T01:05:05.5Z,1,REGULAR,block,,[],1642347,,,1610612741,27,22,2026-02-06T01:05:08Z,1330000,False,,,0,,J. Shead BLOCK (1 BLK),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M28.00S,2026-02-06T01:05:05.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,27,22,2026-02-06T01:05:11Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,132.0,,,,,,,,,,,,,
136,PT01M28.00S,2026-02-06T01:05:11.7Z,1,REGULAR,substitution,out,[],1630171,,,1610612741,27,22,2026-02-06T01:05:17Z,1360000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M28.00S,2026-02-06T01:05:11.7Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,27,22,2026-02-06T01:05:17Z,1370000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M26.00S,2026-02-06T01:05:30.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1631093,85.10183968462549,78.67647058823529,1610612741,27,22,2026-02-06T01:05:35Z,1380000,False,143.0,88.0,1,right,MISS J. Ivey 16' Jump Shot,[1631093],1610612741.0,CHI,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right,16.8,Missed,,,,,,,,,,,,,,,,,,
139,PT01M23.00S,2026-02-06T01:05:33.4Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,27,22,2026-02-06T01:05:35Z,1390000,False,,,0,,J. Shead REBOUND (Off:0 Def:2),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right,,,,,,,138.0,,,,,,,,,,,2.0,2.0,0.0
140,PT01M14.00S,2026-02-06T01:05:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630572,33.722076215505915,50.73529411764706,1610612761,30,22,2026-02-06T01:05:47Z,1400000,False,-4.0,264.0,1,left,S. Mamukelashvili 26' 3PT  (5 PTS) (J. Shead 3 AST),"[1630572, 1642347]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,26.45,Made,5.0,J. Shead,1642347.0,3.0,,,,,,,,,,,,,,
142,PT01M08.00S,2026-02-06T01:05:51.9Z,1,REGULAR,foul,offensive,[],1627824,,,1610612741,30,22,2026-02-06T01:05:59Z,1420000,False,,,0,,G. Yabusele off-the-ball offensive FOUL (1 PF),"[1627824, 1642347]",1610612741.0,CHI,off-the-ball,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201245.0,1.0,0.0,Shead,1642347.0,,,
144,PT01M08.00S,2026-02-06T01:05:51.9Z,1,REGULAR,turnover,offensive foul,[],1627824,,,1610612741,30,22,2026-02-06T01:05:51Z,1440000,False,,,0,,G. Yabusele offensive foul TURNOVER (1 TO),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,201245.0,,,,,,,
145,PT01M08.00S,2026-02-06T01:05:58.9Z,1,REGULAR,substitution,out,[],1627824,,,1610612761,30,22,2026-02-06T01:06:08Z,1450000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M08.00S,2026-02-06T01:05:58.9Z,1,REGULAR,substitution,in,[],1642950,,,1610612761,30,22,2026-02-06T01:06:08Z,1460000,False,,,0,,SUB in: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M57.60S,2026-02-06T01:06:21.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630572,27.020367936925098,20.588235294117645,1610612761,33,22,2026-02-06T01:06:26Z,1470000,False,147.0,201.0,1,left,S. Mamukelashvili 24' 3PT  (8 PTS) (J. Shead 4 AST),"[1630572, 1642347]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,24.95,Made,8.0,J. Shead,1642347.0,4.0,,,,,,,,,,,,,,
153,PT00M40.90S,2026-02-06T01:07:01.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630172,81.02825229960578,39.705882352941174,1610612741,33,22,2026-02-06T01:13:52Z,1530000,False,-51.0,126.0,1,right,MISS P. Williams 13' turnaround fadeaway Shot,[1630172],1610612741.0,CHI,turnaround fadeaway,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.59,Missed,,,,,,,,,,,,,,,,,,
154,PT00M37.90S,2026-02-06T01:07:04.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,33,22,2026-02-06T01:07:07Z,1540000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,153.0,,,,,,,,,,,1.0,1.0,0.0
155,PT00M18.50S,2026-02-06T01:07:24.3Z,1,REGULAR,3pt,Jump Shot,[],1642419,32.670827858081466,62.745098039215684,1610612761,33,22,2026-02-06T01:07:31Z,1550000,False,-64.0,255.0,1,left,MISS J. Battle 26' 3PT - blocked,"[1642419, 1641824]",1610612761.0,TOR,,,,Battle,J. Battle,,,,,Above the Break 3,24+ Center,26.24,Missed,,,,,,,,,Buzelis,1641824.0,,,,,,,,
156,PT00M18.50S,2026-02-06T01:07:24.3Z,1,REGULAR,block,,[],1641824,,,1610612761,33,22,2026-02-06T01:07:27Z,1560000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
157,PT00M14.90S,2026-02-06T01:07:27.9Z,1,REGULAR,rebound,offensive,[],1641711,,,1610612761,33,22,2026-02-06T01:07:31Z,1570000,False,,,0,,G. Dick REBOUND (Off:1 Def:0),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,,,,,,,155.0,,,,,,,,,,,1.0,0.0,1.0
158,PT00M13.60S,2026-02-06T01:07:29.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630572,31.61957950065703,80.63725490196079,1610612761,33,22,2026-02-06T01:07:33Z,1580000,False,-153.0,245.0,1,left,MISS S. Mamukelashvili 28' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,28.87,Missed,,,,,,,,,,,,,,,,,,
159,PT00M13.60S,2026-02-06T01:07:29.2Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,33,22,2026-02-06T01:07:33Z,1590000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,158.0,,,,,,,,,,,1.0,1.0,0.0
160,PT00M00.00S,2026-02-06T01:07:42.6Z,1,REGULAR,3pt,Jump Shot,[],1630172,93.38042049934296,3.1862745098039214,1610612741,33,25,2026-02-06T01:09:22Z,1600000,False,-234.0,10.0,1,right,P. Williams 3PT  (3 PTS) (Y. Kawamura 4 AST),"[1630172, 1642530]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,23.43,Made,3.0,Y. Kawamura,1642530.0,4.0,,,,,,,,,,,,,,
163,PT00M00.00S,2026-02-06T01:08:10.7Z,1,REGULAR,period,end,[],0,,,1610612761,33,25,2026-02-06T01:08:10Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,out,['startperiod'],1641711,,,1610612761,33,25,2026-02-06T01:10:49Z,1640000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,out,['startperiod'],1642347,,,1610612761,33,25,2026-02-06T01:10:49Z,1650000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,out,['startperiod'],1630572,,,1610612761,33,25,2026-02-06T01:10:49Z,1660000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,out,['startperiod'],1642530,,,1610612761,33,25,2026-02-06T01:10:49Z,1670000,False,,,0,,SUB out: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,in,['startperiod'],1642867,,,1610612761,33,25,2026-02-06T01:10:49Z,1680000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,in,['startperiod'],1630193,,,1610612761,33,25,2026-02-06T01:10:49Z,1690000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,in,['startperiod'],1642266,,,1610612761,33,25,2026-02-06T01:10:49Z,1700000,False,,,0,,SUB in: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-02-06T01:08:39.4Z,2,REGULAR,substitution,in,['startperiod'],1629014,,,1610612761,33,25,2026-02-06T01:10:49Z,1710000,False,,,0,,SUB in: A. Simons,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-02-06T01:11:22.7Z,2,REGULAR,period,start,[],0,,,1610612741,33,25,2026-02-06T01:11:22Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M39.00S,2026-02-06T01:11:43.1Z,2,REGULAR,3pt,Jump Shot,[],1629014,64.20827858081472,37.99019607843137,1610612741,33,28,2026-02-06T01:11:48Z,1730000,False,-60.0,284.0,1,right,A. Simons 29' 3PT  (6 PTS) (J. Ivey 3 AST),"[1629014, 1631093]",1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,29.02,Made,6.0,J. Ivey,1631093.0,3.0,,,,,,,,,,,,,,
175,PT11M18.00S,2026-02-06T01:12:03.8Z,2,REGULAR,2pt,Jump Shot,[],1630567,20.844283837056505,29.65686274509804,1610612761,35,28,2026-02-06T01:12:20Z,1750000,False,102.0,143.0,1,left,S. Barnes 17' pullup Jump Shot (2 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,17.58,Made,2.0,,,,,,,,,,,,,,,,,
176,PT11M06.00S,2026-02-06T01:12:15.9Z,2,REGULAR,3pt,Jump Shot,[],1629014,73.66951379763469,14.215686274509803,1610612741,35,28,2026-02-06T01:12:22Z,1760000,False,-179.0,195.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612741.0,CHI,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
177,PT11M06.00S,2026-02-06T01:12:15.9Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,35,28,2026-02-06T01:12:22Z,1770000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,176.0,,,,,,,,,,,2.0,2.0,0.0
