actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M42.00S,2026-03-28T00:57:52.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,22,10,2026-03-28T00:57:54Z,860000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,86.0,3.0,3.0,0.0,,,,,,,,
88,PT04M35.00S,2026-03-28T00:58:02.4Z,1,REGULAR,foul,personal,['2freethrow'],201599,,,1610612761,22,10,2026-03-28T00:58:09Z,870000,False,,,0,,D. Jordan shooting personal FOUL (1 PF) (Murray-Boyles 2 FT),"[201599, 1642867]",1610612740.0,NOP,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Murray-Boyles,1642867.0
90,PT04M35.00S,2026-03-28T00:58:31.2Z,1,REGULAR,freethrow,1 of 2,[],1642867,,,1610612761,22,10,2026-03-28T00:58:31Z,890000,False,,,0,,MISS C. Murray-Boyles Free Throw 1 of 2,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
91,PT04M35.00S,2026-03-28T00:58:31.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,22,10,2026-03-28T00:58:31Z,900000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,
92,PT04M35.00S,2026-03-28T00:58:32.0Z,1,REGULAR,substitution,out,[],1629628,,,1610612761,22,10,2026-03-28T00:58:41Z,910000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M35.00S,2026-03-28T00:58:32.0Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,22,10,2026-03-28T00:58:41Z,920000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M35.00S,2026-03-28T00:58:32.0Z,1,REGULAR,substitution,out,[],1642847,,,1610612761,22,10,2026-03-28T00:58:41Z,930000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M35.00S,2026-03-28T00:58:32.0Z,1,REGULAR,substitution,in,[],1630572,,,1610612761,22,10,2026-03-28T00:58:41Z,940000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M35.00S,2026-03-28T00:58:32.0Z,1,REGULAR,substitution,in,[],1642419,,,1610612761,22,10,2026-03-28T00:58:41Z,950000,False,,,0,,SUB in: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M35.00S,2026-03-28T00:58:32.0Z,1,REGULAR,substitution,in,[],1629673,,,1610612761,22,10,2026-03-28T00:58:41Z,960000,False,,,0,,SUB in: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M35.00S,2026-03-28T00:58:55.7Z,1,REGULAR,freethrow,2 of 2,[],1642867,,,1610612761,23,10,2026-03-28T00:58:55Z,970000,False,,,0,,C. Murray-Boyles Free Throw 2 of 2 (3 PTS),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
100,PT04M27.00S,2026-03-28T00:59:09.2Z,1,REGULAR,foul,personal,[],1642867,,,1610612740,23,10,2026-03-28T00:59:15Z,980000,False,,,0,,C. Murray-Boyles personal FOUL (1 PF),"[1642867, 1629627]",1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Williamson,1629627.0
103,PT04M17.00S,2026-03-28T00:59:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,8.886333771353483,52.69607843137255,1610612740,23,10,2026-03-28T01:01:30Z,1010000,False,-13.0,31.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,3.38,Missed,,,,,,,,,,,,,,,
104,PT04M14.00S,2026-03-28T00:59:52.2Z,1,REGULAR,rebound,offensive,[],201599,,,1610612740,23,10,2026-03-28T00:59:52Z,1020000,False,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,103.0,1.0,0.0,1.0,,,,,,,,
105,PT04M14.00S,2026-03-28T00:59:52.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,5.590000152587891,50.0,1610612740,23,12,2026-03-28T00:59:52Z,1030000,False,0.0,0.0,1,left,D. Jordan putback Layup (2 PTS),[201599],1610612740.0,NOP,putback,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,,,,0.0,Made,2.0,,,,,,,,,,,,,,
106,PT04M04.00S,2026-03-28T01:00:02.1Z,1,REGULAR,2pt,Jump Shot,[],1630572,93.9060446780552,66.17647058823529,1610612761,23,12,2026-03-28T01:02:20Z,1040000,False,81.0,5.0,1,right,MISS S. Mamukelashvili 8' floating Shot,[1630572],1610612761.0,TOR,floating,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Right,,,,8.1,Missed,,,,,,,,,,,,,,,
107,PT04M02.00S,2026-03-28T01:00:04.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,23,12,2026-03-28T01:00:06Z,1050000,False,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Right,,,,,,,,,106.0,2.0,1.0,1.0,,,,,,,,
108,PT03M52.00S,2026-03-28T01:00:15.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.046649145860711,46.81372549019608,1610612740,23,14,2026-03-28T01:00:20Z,1060000,False,16.0,14.0,1,left,Z. Williamson cutting Layup (4 PTS) (J. Poole 1 AST),"[1629627, 1629673]",1610612740.0,NOP,cutting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.1,Made,4.0,,,,,,,J. Poole,1629673.0,1.0,,,,,
110,PT03M52.00S,2026-03-28T01:00:26.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612761,23,14,2026-03-28T01:00:26Z,1080000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M42.00S,2026-03-28T01:02:06.2Z,1,REGULAR,foul,offensive,[],1642347,,,1610612761,23,14,2026-03-28T01:02:14Z,1090000,False,,,0,,J. Shead off-the-ball offensive FOUL (1 PF),"[1642347, 1630529]",1610612761.0,TOR,off-the-ball,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Jones,1630529.0
113,PT03M42.00S,2026-03-28T01:02:06.2Z,1,REGULAR,turnover,offensive foul,[],1642347,,,1610612761,23,14,2026-03-28T01:02:06Z,1110000,False,,,0,,J. Shead offensive foul TURNOVER (1 TO),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,1629183.0,,,,
114,PT03M36.00S,2026-03-28T01:02:26.2Z,1,REGULAR,foul,offensive,[],1629627,,,1610612740,23,14,2026-03-28T01:03:08Z,1120000,False,,,0,,Z. Williamson off-the-ball offensive FOUL (1 PF),"[1629627, 1642347]",1610612740.0,NOP,off-the-ball,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Shead,1642347.0
116,PT03M36.00S,2026-03-28T01:02:26.2Z,1,REGULAR,turnover,offensive foul,[],1629627,,,1610612740,23,14,2026-03-28T01:02:26Z,1140000,False,,,0,,Z. Williamson offensive foul TURNOVER (1 TO),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,1629183.0,,,,
117,PT03M21.00S,2026-03-28T01:02:54.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,71.04139290407359,25.0,1610612761,23,14,2026-03-28T01:03:01Z,1150000,False,-125.0,220.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,25.28,Missed,,,,,,,,,,,,,,,
118,PT03M17.00S,2026-03-28T01:02:58.8Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612740,23,14,2026-03-28T01:04:54Z,1160000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,
119,PT03M06.00S,2026-03-28T01:03:10.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,32.013797634691194,89.4607843137255,1610612740,23,17,2026-03-28T01:03:16Z,1170000,False,-197.0,248.0,1,left,J. Poole 31' 3PT turnaround (3 PTS) (Z. Williamson 1 AST),"[1629673, 1629627]",1610612740.0,NOP,turnaround,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,31.72,Made,3.0,,,,,,,Z. Williamson,1629627.0,1.0,,,,,
120,PT03M06.00S,2026-03-28T01:03:15.1Z,1,REGULAR,foul,personal,['1freethrow'],1642419,,,1610612740,23,17,2026-03-28T01:03:33Z,1180000,False,,,0,,J. Battle shooting personal FOUL (1 PF) (Poole 1 FT),"[1642419, 1629673]",1610612761.0,TOR,shooting,,,Battle,J. Battle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Poole,1629673.0
122,PT03M06.00S,2026-03-28T01:03:23.3Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,23,17,2026-03-28T01:03:33Z,1200000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M06.00S,2026-03-28T01:03:23.3Z,1,REGULAR,substitution,out,[],1642419,,,1610612740,23,17,2026-03-28T01:03:33Z,1210000,False,,,0,,SUB out: J. Battle,[1642419],1610612761.0,TOR,,,,Battle,J. Battle,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M06.00S,2026-03-28T01:03:23.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612740,23,17,2026-03-28T01:03:33Z,1220000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M06.00S,2026-03-28T01:03:23.3Z,1,REGULAR,substitution,in,[],1630639,,,1610612740,23,17,2026-03-28T01:03:33Z,1230000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M06.00S,2026-03-28T01:03:49.4Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612740,23,18,2026-03-28T01:03:49Z,1240000,False,,,0,,J. Poole Free Throw 1 of 1 (4 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
127,PT02M53.00S,2026-03-28T01:04:02.8Z,1,REGULAR,3pt,Jump Shot,[],1630572,71.82982917214193,21.323529411764707,1610612761,23,18,2026-03-28T01:04:07Z,1250000,False,-143.0,212.0,1,right,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,25.62,Missed,,,,,,,,,,,,,,,
128,PT02M50.00S,2026-03-28T01:04:05.8Z,1,REGULAR,rebound,defensive,[],201599,,,1610612740,23,18,2026-03-28T01:04:07Z,1260000,False,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,127.0,3.0,2.0,1.0,,,,,,,,
129,PT02M42.00S,2026-03-28T01:04:14.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.389618922470433,49.26470588235294,1610612740,23,20,2026-03-28T01:04:18Z,1270000,False,4.0,8.0,1,left,D. Jordan cutting DUNK (4 PTS) (J. Poole 2 AST),"[201599, 1629673]",1610612740.0,NOP,cutting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,0.85,Made,4.0,,,,,,,J. Poole,1629673.0,2.0,,,,,
131,PT02M24.00S,2026-03-28T01:04:31.6Z,1,REGULAR,3pt,Jump Shot,[],1630572,83.919185282523,4.6568627450980395,1610612761,23,20,2026-03-28T01:04:35Z,1290000,False,-227.0,99.0,1,right,MISS S. Mamukelashvili 24' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,24.73,Missed,,,,,,,,,,,,,,,
132,PT02M22.00S,2026-03-28T01:04:33.6Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,23,20,2026-03-28T01:04:35Z,1300000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,
133,PT02M10.00S,2026-03-28T01:04:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,37.27003942181341,52.20588235294118,1610612740,23,20,2026-03-28T01:04:50Z,1310000,False,-11.0,298.0,1,left,MISS J. Poole 29' 3PT,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,29.8,Missed,,,,,,,,,,,,,,,
134,PT02M07.00S,2026-03-28T01:04:49.3Z,1,REGULAR,rebound,defensive,[],1642867,,,1610612761,23,20,2026-03-28T01:04:50Z,1320000,False,,,0,,C. Murray-Boyles REBOUND (Off:0 Def:1),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Above the Break 3,24+ Center,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT01M53.00S,2026-03-28T01:05:03.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,94.43166885676742,50.98039215686274,1610612761,25,20,2026-03-28T01:07:30Z,1330000,False,5.0,0.0,1,right,S. Barnes DUNK (6 PTS) (J. Shead 2 AST),"[1630567, 1642347]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.49,Made,6.0,,,,,,,J. Shead,1642347.0,2.0,,,,,
137,PT01M37.00S,2026-03-28T01:05:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.652431011826544,54.90196078431373,1610612740,25,22,2026-03-28T01:07:58Z,1350000,False,-25.0,10.0,1,left,Z. Williamson driving reverse Layup (6 PTS) (J. Poole 3 AST),"[1629627, 1629673]",1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.65,Made,6.0,,,,,,,J. Poole,1629673.0,3.0,,,,,
139,PT01M33.00S,2026-03-28T01:05:26.0Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612761,25,22,2026-03-28T01:05:34Z,1370000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629673, 1630567]",1610612740.0,NOP,shooting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Barnes,1630567.0
141,PT01M33.00S,2026-03-28T01:05:56.1Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,26,22,2026-03-28T01:05:56Z,1390000,False,,,0,,S. Barnes Free Throw 1 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
142,PT01M33.00S,2026-03-28T01:05:56.7Z,1,REGULAR,substitution,out,[],1642347,,,1610612761,26,22,2026-03-28T01:06:07Z,1400000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M33.00S,2026-03-28T01:05:56.7Z,1,REGULAR,substitution,out,[],1629627,,,1610612761,26,22,2026-03-28T01:06:07Z,1410000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M33.00S,2026-03-28T01:05:56.7Z,1,REGULAR,substitution,out,[],1630529,,,1610612761,26,22,2026-03-28T01:06:07Z,1420000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M33.00S,2026-03-28T01:05:56.7Z,1,REGULAR,substitution,in,[],1629628,,,1610612761,26,22,2026-03-28T01:06:07Z,1430000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M33.00S,2026-03-28T01:05:56.7Z,1,REGULAR,substitution,in,[],1642852,,,1610612761,26,22,2026-03-28T01:06:07Z,1440000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M33.00S,2026-03-28T01:05:56.7Z,1,REGULAR,substitution,in,[],1630180,,,1610612761,26,22,2026-03-28T01:06:07Z,1450000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M33.00S,2026-03-28T01:06:19.0Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,27,22,2026-03-28T01:06:19Z,1460000,False,,,0,,S. Barnes Free Throw 2 of 2 (8 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
149,PT01M13.00S,2026-03-28T01:06:40.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642852,17.69053876478318,61.51960784313726,1610612740,27,22,2026-03-28T01:06:46Z,1470000,False,-58.0,114.0,1,left,MISS D. Queen 12' turnaround fadeaway Shot,[1642852],1610612740.0,NOP,turnaround fadeaway,,,Queen,D. Queen,,,,,In The Paint (Non-RA),8-16 Center,,,,12.75,Missed,,,,,,,,,,,,,,,
150,PT01M09.00S,2026-03-28T01:06:44.2Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612740,27,22,2026-03-28T01:06:46Z,1480000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,149.0,1.0,0.0,1.0,,,,,,,,
151,PT01M08.00S,2026-03-28T01:06:45.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,19.66162943495401,93.13725490196079,1610612740,27,25,2026-03-28T01:06:49Z,1490000,False,-216.0,132.0,1,left,J. Hawkins 25' 3PT  (3 PTS) (S. Bey 2 AST),"[1641722, 1630180]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,25.3,Made,3.0,,,,,,,S. Bey,1630180.0,2.0,,,,,
154,PT01M01.00S,2026-03-28T01:06:55.5Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,27,25,2026-03-28T01:07:00Z,1510000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,201246.0,,,,
155,PT00M52.30S,2026-03-28T01:07:11.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1642852,7.178055190538765,44.6078431372549,1610612740,27,25,2026-03-28T01:09:48Z,1520000,False,27.0,15.0,1,left,MISS D. Queen driving bank Hook,[1642852],1610612740.0,NOP,driving bank,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,,,3.09,Missed,,,,,,,,,,,,,,,
156,PT00M46.60S,2026-03-28T01:07:17.2Z,1,REGULAR,rebound,offensive,[],201599,,,1610612740,27,25,2026-03-28T01:07:18Z,1530000,False,,,0,,D. Jordan REBOUND (Off:2 Def:2),[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,155.0,4.0,2.0,2.0,,,,,,,,
157,PT00M46.60S,2026-03-28T01:07:17.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201599,5.590000152587891,50.0,1610612740,27,25,2026-03-28T01:07:33Z,1540000,False,0.0,0.0,1,left,MISS D. Jordan putback DUNK - blocked,"[201599, 1642867]",1610612740.0,NOP,putback,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,Murray-Boyles,1642867.0,,,,,,,,,,,,
180,PT00M46.60S,2026-03-28T01:07:17.6Z,1,REGULAR,block,,[],1642867,,,1610612740,27,25,2026-03-28T01:12:42Z,1545000,False,,,0,,C. Murray-Boyles BLOCK (1 BLK),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT00M46.40S,2026-03-28T01:07:17.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,27,25,2026-03-28T01:07:33Z,1550000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,157.0,3.0,3.0,0.0,,,,,,,,
159,PT00M46.40S,2026-03-28T01:07:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,92.72339027595268,52.69607843137255,1610612761,29,25,2026-03-28T01:07:24Z,1560000,False,13.0,16.0,1,right,R. Barrett running finger roll Layup (6 PTS) (S. Barnes 2 AST),"[1629628, 1630567]",1610612761.0,TOR,running finger roll,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,2.09,Made,6.0,,,,,,,S. Barnes,1630567.0,2.0,,,,,
161,PT00M39.10S,2026-03-28T01:07:34.0Z,1,REGULAR,foul,personal,[],1629628,,,1610612740,29,25,2026-03-28T01:07:45Z,1580000,False,,,0,,R. Barrett personal FOUL (1 PF),"[1629628, 1629673]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,201246.0,1.0,0.0,Poole,1629673.0
163,PT00M39.10S,2026-03-28T01:07:51.5Z,1,REGULAR,substitution,out,[],1630572,,,1610612740,29,25,2026-03-28T01:07:57Z,1600000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M39.10S,2026-03-28T01:07:51.5Z,1,REGULAR,substitution,in,[],1627751,,,1610612740,29,25,2026-03-28T01:07:57Z,1610000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M35.30S,2026-03-28T01:08:07.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,23.702365308804204,28.186274509803923,1610612740,29,25,2026-03-28T01:13:12Z,1620000,False,109.0,170.0,1,left,MISS J. Poole 20' pullup Shot,[1629673],1610612740.0,NOP,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,20.22,Missed,,,,,,,,,,,,,,,
166,PT00M32.60S,2026-03-28T01:08:10.3Z,1,REGULAR,rebound,defensive,[],1630639,,,1610612761,29,25,2026-03-28T01:08:13Z,1630000,False,,,0,,A. Lawson REBOUND (Off:0 Def:1),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,
167,PT00M26.30S,2026-03-28T01:08:18.4Z,1,REGULAR,turnover,traveling,[],1627751,,,1610612761,29,25,2026-03-28T01:08:24Z,1640000,False,,,0,,J. Poeltl traveling TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,,,,,,1830.0,,,,
169,PT00M01.60S,2026-03-28T01:09:09.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641722,8.886333771353483,15.686274509803921,1610612740,29,25,2026-03-28T01:09:23Z,1660000,False,172.0,31.0,1,left,MISS J. Hawkins 17' Jump Shot,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right,,,,17.44,Missed,,,,,,,,,,,,,,,
170,PT00M01.60S,2026-03-28T01:09:09.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,29,25,2026-03-28T01:09:23Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,169.0,,,,,,,,,,,
171,PT00M00.00S,2026-03-28T01:09:15.9Z,1,REGULAR,period,end,[],0,,,1610612740,29,25,2026-03-28T01:09:15Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-03-28T01:10:13.0Z,2,REGULAR,substitution,out,['startperiod'],1630639,,,1610612740,29,25,2026-03-28T01:11:41Z,1690000,False,,,0,,SUB out: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-03-28T01:10:13.0Z,2,REGULAR,substitution,out,['startperiod'],1642867,,,1610612740,29,25,2026-03-28T01:11:41Z,1700000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
