actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotResult,pointsTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
339,PT01M04.00S,2025-11-24T00:12:16.4Z,2,REGULAR,substitution,in,[],1642867,,,1610612751,63,56,2025-11-24T00:12:52Z,3340000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M44.90S,2025-11-24T00:12:55.2Z,2,REGULAR,3pt,Jump Shot,[],1642856,27.677398160315374,83.82352941176471,1610612751,63,56,2025-11-24T00:13:00Z,3350000,False,-169.0,208.0,1,left,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,26.78,,,,,,,,,
343,PT00M41.30S,2025-11-24T00:12:58.8Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612761,63,56,2025-11-24T00:13:00Z,3360000,False,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,342.0,4.0,3.0,1.0,,
344,PT00M36.30S,2025-11-24T00:13:04.0Z,2,REGULAR,turnover,bad pass,[],1630193,,,1610612761,63,56,2025-11-24T00:13:08Z,3370000,False,,,0,,I. Quickley bad pass TURNOVER (1 TO),"[1630193, 1629008]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1.0,,,Porter Jr.,1629008.0,,,,,,,,,,
345,PT00M36.30S,2025-11-24T00:13:04.0Z,2,REGULAR,steal,,[],1629008,,,1610612751,63,56,2025-11-24T00:13:06Z,3380000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
346,PT00M30.30S,2025-11-24T00:13:10.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629008,10.068988173455978,47.30392156862745,1610612751,63,56,2025-11-24T00:13:17Z,3390000,False,13.0,42.0,1,left,MISS M. Porter Jr. driving floating Shot - blocked,"[1629008, 1630567]",1610612751.0,BKN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,4.42,,,,,,,,Barnes,1630567.0
347,PT00M30.30S,2025-11-24T00:13:10.0Z,2,REGULAR,block,,[],1630567,,,1610612751,63,56,2025-11-24T00:13:12Z,3400000,False,,,0,,S. Barnes BLOCK (2 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
348,PT00M27.50S,2025-11-24T00:13:12.8Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612761,63,56,2025-11-24T00:13:17Z,3410000,False,,,0,,I. Quickley REBOUND (Off:0 Def:4),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,346.0,4.0,4.0,0.0,,
349,PT00M22.70S,2025-11-24T00:13:17.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630567,89.96386333771353,44.36274509803921,1610612761,63,56,2025-11-24T00:13:31Z,3420000,False,-28.0,42.0,1,right,MISS S. Barnes driving floating Shot - blocked,"[1630567, 1629651]",1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,5.04,,,,,,,,Claxton,1629651.0
350,PT00M22.70S,2025-11-24T00:13:17.8Z,2,REGULAR,block,,[],1629651,,,1610612761,63,56,2025-11-24T00:13:20Z,3430000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
351,PT00M22.70S,2025-11-24T00:13:17.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,63,56,2025-11-24T00:13:31Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,349.0,,,,,
353,PT00M22.70S,2025-11-24T00:13:32.8Z,2,REGULAR,substitution,out,[],1642856,,,1610612761,63,56,2025-11-24T00:13:39Z,3460000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M22.70S,2025-11-24T00:13:32.8Z,2,REGULAR,substitution,out,[],1629008,,,1610612761,63,56,2025-11-24T00:13:39Z,3470000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M22.70S,2025-11-24T00:13:32.8Z,2,REGULAR,substitution,in,[],1642962,,,1610612761,63,56,2025-11-24T00:13:39Z,3480000,False,,,0,,SUB in: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT00M22.70S,2025-11-24T00:13:32.8Z,2,REGULAR,substitution,in,[],1629611,,,1610612761,63,56,2025-11-24T00:13:39Z,3490000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M22.00S,2025-11-24T00:13:53.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642867,93.38042049934296,50.73529411764706,1610612761,65,56,2025-11-24T00:13:58Z,3500000,False,4.0,10.0,1,right,C. Murray-Boyles cutting DUNK (2 PTS) (I. Quickley 4 AST),"[1642867, 1630193]",1610612761.0,TOR,cutting,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,,,,Made,2.0,,,1.04,I. Quickley,1630193.0,4.0,,,,,,
359,PT00M02.80S,2025-11-24T00:14:16.8Z,2,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612751,65,56,2025-11-24T00:14:27Z,3520000,False,,,0,,I. Quickley shooting personal FOUL (2 PF) (Powell 2 FT),"[1630193, 1642962]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,2714.0,2.0,0.0,Powell,1642962.0,,,,,,,,,,,,,,,
361,PT00M02.80S,2025-11-24T00:14:45.4Z,2,REGULAR,freethrow,1 of 2,[],1642962,,,1610612751,65,57,2025-11-24T00:14:45Z,3540000,False,,,0,,D. Powell Free Throw 1 of 2 (5 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
362,PT00M02.80S,2025-11-24T00:15:07.2Z,2,REGULAR,freethrow,2 of 2,[],1642962,,,1610612751,65,58,2025-11-24T00:15:07Z,3550000,False,,,0,,D. Powell Free Throw 2 of 2 (6 PTS),[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
363,PT00M00.30S,2025-11-24T00:15:14.9Z,2,REGULAR,3pt,Jump Shot,[],1627742,75.90341655716163,90.93137254901961,1610612761,65,58,2025-11-24T00:15:23Z,3560000,False,205.0,174.0,1,right,MISS B. Ingram 26' turnaround fadeaway 3PT,[1627742],1610612761.0,TOR,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,26.87,,,,,,,,,
364,PT00M00.30S,2025-11-24T00:15:14.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,65,58,2025-11-24T00:15:23Z,3570000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,363.0,,,,,
365,PT00M00.00S,2025-11-24T00:15:19.3Z,2,REGULAR,period,end,[],0,,,1610612761,65,58,2025-11-24T00:15:19Z,3580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2025-11-24T00:30:02.9Z,3,REGULAR,substitution,out,['startperiod'],1642867,,,1610612761,65,58,2025-11-24T00:30:26Z,3590000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2025-11-24T00:30:02.9Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612761,65,58,2025-11-24T00:30:26Z,3600000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2025-11-24T00:30:02.9Z,3,REGULAR,substitution,out,['startperiod'],1642962,,,1610612761,65,58,2025-11-24T00:30:26Z,3610000,False,,,0,,SUB out: D. Powell,[1642962],1610612751.0,BKN,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2025-11-24T00:30:02.9Z,3,REGULAR,substitution,in,['startperiod'],1630572,,,1610612761,65,58,2025-11-24T00:30:26Z,3620000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2025-11-24T00:30:02.9Z,3,REGULAR,substitution,in,['startperiod'],1642856,,,1610612761,65,58,2025-11-24T00:30:26Z,3630000,False,,,0,,SUB in: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2025-11-24T00:30:02.9Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612761,65,58,2025-11-24T00:30:26Z,3640000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-11-24T00:30:37.0Z,3,REGULAR,period,start,[],0,,,1610612761,65,58,2025-11-24T00:30:37Z,3650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT11M51.00S,2025-11-24T00:30:48.1Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612761,65,58,2025-11-24T00:30:59Z,3660000,False,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (Barrett 2 FT),"[1629008, 1629628]",1610612751.0,BKN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,1193.0,3.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,
375,PT11M51.00S,2025-11-24T00:31:07.5Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,66,58,2025-11-24T00:31:07Z,3680000,False,,,0,,R. Barrett Free Throw 1 of 2 (13 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,
376,PT11M51.00S,2025-11-24T00:31:20.3Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,67,58,2025-11-24T00:31:20Z,3690000,False,,,0,,R. Barrett Free Throw 2 of 2 (14 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,,
377,PT11M31.00S,2025-11-24T00:31:45.2Z,3,REGULAR,turnover,lost ball,[],1641730,,,1610612751,67,58,2025-11-24T00:32:01Z,3700000,False,,,0,,N. Clowney lost ball TURNOVER (3 TO),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Center,,,,,,3.0,,,,,,,,,,,,,,
378,PT11M31.00S,2025-11-24T00:31:52.6Z,3,REGULAR,foul,personal,[],1641730,,,1610612761,67,58,2025-11-24T00:31:58Z,3710000,False,,,0,,N. Clowney loose ball personal FOUL (2 PF),"[1641730, 1627742]",1610612751.0,BKN,loose ball,,,Clowney,N. Clowney,,,,,Mid-Range,8-16 Center,2714.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,,,,,,,
380,PT11M13.00S,2025-11-24T00:32:25.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629628,7.703679369250986,55.392156862745104,1610612761,67,58,2025-11-24T00:49:12Z,3730000,False,-27.0,20.0,1,left,MISS R. Barrett cutting Layup - blocked,"[1629628, 1641730]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,3.35,,,,,,,,Clowney,1641730.0
381,PT11M13.00S,2025-11-24T00:32:25.5Z,3,REGULAR,block,,[],1641730,,,1610612761,67,58,2025-11-24T00:32:29Z,3740000,False,,,0,,N. Clowney BLOCK (2 BLK),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
382,PT11M13.00S,2025-11-24T00:32:25.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,67,58,2025-11-24T00:32:32Z,3750000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,380.0,,,,,
384,PT11M08.00S,2025-11-24T00:32:48.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627742,31.882391590013142,15.196078431372548,1610612761,70,58,2025-11-24T00:32:56Z,3770000,False,174.0,247.0,1,left,B. Ingram 30' 3PT fadeaway (10 PTS) (S. Mamukelashvili 2 AST),"[1627742, 1630572]",1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,,,,Made,10.0,,,30.23,S. Mamukelashvili,1630572.0,2.0,,,,,,
386,PT10M55.00S,2025-11-24T00:33:03.5Z,3,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612751,70,58,2025-11-24T00:33:12Z,3790000,False,,,0,,I. Quickley shooting personal FOUL (3 PF) (Claxton 2 FT),"[1630193, 1629651]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,1193.0,3.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
388,PT10M55.00S,2025-11-24T00:33:29.3Z,3,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,70,59,2025-11-24T00:33:29Z,3810000,False,,,0,,N. Claxton Free Throw 1 of 2 (5 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
389,PT10M55.00S,2025-11-24T00:33:41.4Z,3,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,70,60,2025-11-24T00:33:41Z,3820000,False,,,0,,N. Claxton Free Throw 2 of 2 (6 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
390,PT10M39.00S,2025-11-24T00:33:58.6Z,3,REGULAR,3pt,Jump Shot,[],1627742,10.988830486202366,97.54901960784314,1610612761,70,60,2025-11-24T00:34:05Z,3830000,False,-238.0,51.0,1,left,MISS B. Ingram 24' 3PT,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,,,,,,,Missed,,,,24.31,,,,,,,,,
391,PT10M36.00S,2025-11-24T00:34:01.6Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,70,60,2025-11-24T00:34:05Z,3840000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,390.0,2.0,2.0,0.0,,
392,PT10M20.00S,2025-11-24T00:34:17.9Z,3,REGULAR,3pt,Jump Shot,[],1642856,91.01511169513797,98.0392156862745,1610612751,70,60,2025-11-24T00:34:22Z,3850000,False,240.0,32.0,1,right,MISS E. Dëmin 24' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Right Corner 3,24+ Right,,,,,,,Missed,,,,24.23,,,,,,,,,
393,PT10M17.00S,2025-11-24T00:34:20.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,70,60,2025-11-24T00:34:22Z,3860000,False,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,392.0,5.0,3.0,2.0,,
394,PT10M10.00S,2025-11-24T00:34:27.1Z,3,REGULAR,3pt,Jump Shot,[],1630193,32.14520367936925,30.88235294117647,1610612761,70,60,2025-11-24T00:34:32Z,3870000,False,96.0,250.0,1,left,MISS I. Quickley 26' pullup 3PT,[1630193],1610612761.0,TOR,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,26.74,,,,,,,,,
395,PT10M06.00S,2025-11-24T00:34:31.1Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,70,60,2025-11-24T00:34:32Z,3880000,False,,,0,,N. Claxton REBOUND (Off:0 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,394.0,6.0,6.0,0.0,,
396,PT09M51.00S,2025-11-24T00:34:46.7Z,3,REGULAR,3pt,Jump Shot,[],1642856,74.98357424441524,14.460784313725492,1610612751,70,63,2025-11-24T00:34:51Z,3890000,False,-178.0,183.0,1,right,E. Dëmin 25' 3PT  (3 PTS) (T. Mann 3 AST),"[1642856, 1629611]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,,,Made,3.0,,,25.49,T. Mann,1629611.0,3.0,,,,,,
398,PT09M31.00S,2025-11-24T00:35:09.8Z,3,REGULAR,turnover,out-of-bounds,[],1630572,,,1610612761,70,63,2025-11-24T00:35:16Z,3910000,False,,,0,,S. Mamukelashvili bad pass out-of-bounds TURNOVER (1 TO),[1630572],1610612761.0,TOR,bad pass,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,2714.0,,,,,1.0,,,,,,,,,,,,,,
400,PT09M14.00S,2025-11-24T00:38:02.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,77.21747700394218,28.431372549019606,1610612751,70,63,2025-11-24T00:38:11Z,3930000,False,-108.0,162.0,1,right,MISS M. Porter Jr. 19' fadeaway Shot,[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,Missed,,,,19.43,,,,,,,,,
401,PT09M11.00S,2025-11-24T00:38:05.5Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612751,70,63,2025-11-24T00:38:11Z,3940000,False,,,0,,T. Mann REBOUND (Off:2 Def:0),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,400.0,2.0,0.0,2.0,,
402,PT09M06.00S,2025-11-24T00:38:10.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641730,69.99014454664915,24.509803921568626,1610612751,70,63,2025-11-24T00:38:15Z,3950000,False,-127.0,230.0,1,right,MISS N. Clowney 26' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,26.26,,,,,,,,,
403,PT09M03.00S,2025-11-24T00:38:13.1Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,70,63,2025-11-24T00:38:15Z,3960000,False,,,0,,N. Claxton REBOUND (Off:1 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,402.0,7.0,6.0,1.0,,
404,PT08M59.00S,2025-11-24T00:38:17.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642856,94.03745072273325,50.0,1610612751,70,65,2025-11-24T00:38:22Z,3970000,False,0.0,4.0,1,right,E. Dëmin driving finger roll Layup (5 PTS) (N. Claxton 2 AST),"[1642856, 1629651]",1610612751.0,BKN,driving finger roll,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,,,,Made,5.0,,,0.35,N. Claxton,1629651.0,2.0,,,,,,
406,PT08M34.00S,2025-11-24T00:38:42.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,13.748357424441524,58.08823529411765,1610612761,70,65,2025-11-24T00:38:48Z,3990000,False,-40.0,77.0,1,left,MISS I. Quickley 8' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,Missed,,,,8.67,,,,,,,,,
407,PT08M31.00S,2025-11-24T00:38:45.0Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612751,70,65,2025-11-24T00:38:48Z,4000000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,406.0,3.0,3.0,0.0,,
408,PT08M20.00S,2025-11-24T00:38:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641730,91.01511169513797,54.166666666666664,1610612751,70,65,2025-11-24T00:39:03Z,4010000,False,21.0,32.0,1,right,MISS N. Clowney driving floating Shot - blocked,"[1641730, 1630567]",1610612751.0,BKN,driving floating,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,Missed,,,,3.82,,,,,,,,Barnes,1630567.0
409,PT08M20.00S,2025-11-24T00:38:55.9Z,3,REGULAR,block,,[],1630567,,,1610612751,70,65,2025-11-24T00:38:58Z,4020000,False,,,0,,S. Barnes BLOCK (3 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
410,PT08M17.00S,2025-11-24T00:38:58.9Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,70,65,2025-11-24T00:39:03Z,4030000,False,,,0,,I. Quickley REBOUND (Off:0 Def:5),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,408.0,5.0,5.0,0.0,,
413,PT08M02.00S,2025-11-24T00:39:57.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,9.017739816031538,39.705882352941174,1610612761,70,65,2025-11-24T00:48:00Z,4060000,False,51.0,32.0,1,left,MISS S. Mamukelashvili 6' bank Shot,[1630572],1610612761.0,TOR,bank,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,Missed,,,,6.08,,,,,,,,,
414,PT07M58.00S,2025-11-24T00:40:01.0Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,70,65,2025-11-24T00:48:00Z,4070000,False,,,0,,N. Claxton REBOUND (Off:1 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,413.0,8.0,7.0,1.0,,
415,PT07M44.00S,2025-11-24T00:40:13.9Z,3,REGULAR,3pt,Jump Shot,[],1642856,73.40670170827858,13.725490196078432,1610612751,70,65,2025-11-24T00:40:21Z,4080000,False,-181.0,197.0,1,right,MISS E. Dëmin 26' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,,,Missed,,,,26.82,,,,,,,,,
416,PT07M41.00S,2025-11-24T00:40:16.9Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,70,65,2025-11-24T00:40:28Z,4090000,False,,,0,,N. Claxton REBOUND (Off:2 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,415.0,9.0,7.0,2.0,,
418,PT07M38.00S,2025-11-24T00:40:38.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,71.30420499342969,76.22549019607843,1610612751,70,65,2025-11-24T00:40:44Z,4110000,False,131.0,217.0,1,right,MISS M. Porter Jr. 25' step back 3PT,[1629008],1610612751.0,BKN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,Missed,,,,25.37,,,,,,,,,
419,PT07M37.00S,2025-11-24T00:40:39.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,70,65,2025-11-24T00:40:44Z,4120000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,418.0,,,,,
420,PT07M37.00S,2025-11-24T00:40:45.9Z,3,REGULAR,foul,personal,[],1630193,,,1610612751,70,65,2025-11-24T00:40:59Z,4130000,False,,,0,,I. Quickley loose ball personal FOUL (4 PF),"[1630193, 1629611]",1610612761.0,TOR,loose ball,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,2714.0,4.0,0.0,Mann,1629611.0,,,,,,,,,,,,,,,
422,PT07M37.00S,2025-11-24T00:40:54.2Z,3,REGULAR,substitution,out,[],1630193,,,1610612751,70,65,2025-11-24T00:40:57Z,4150000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M37.00S,2025-11-24T00:40:54.2Z,3,REGULAR,substitution,in,[],1642347,,,1610612751,70,65,2025-11-24T00:40:57Z,4160000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M35.00S,2025-11-24T00:41:11.2Z,3,REGULAR,turnover,bad pass,[],1629611,,,1610612751,70,65,2025-11-24T00:41:16Z,4170000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1629628]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,1.0,,,Barrett,1629628.0,,,,,,,,,,
425,PT07M35.00S,2025-11-24T00:41:11.2Z,3,REGULAR,steal,,[],1629628,,,1610612761,70,65,2025-11-24T00:41:13Z,4180000,False,,,0,,R. Barrett STEAL (2 STL),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
