actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
344,PT08M30.00S,2026-01-17T02:00:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641757,4.812746386333772,51.9607843137255,1610612746,63,66,2026-01-17T02:00:36Z,3400000,False,-10.0,-7.0,1,left,J. Miller running Layup (11 PTS) (K. Dunn 4 AST),"[1641757, 1627739]",1610612746.0,LAC,running,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,,11.0,K. Dunn,1627739.0,4.0,,,,
346,PT08M14.00S,2026-01-17T02:00:46.2Z,3,REGULAR,3pt,Jump Shot,[],1630567,67.62483574244416,29.901960784313726,1610612761,63,66,2026-01-17T02:00:50Z,3420000,False,-100.0,252.0,1,right,MISS S. Barnes 27' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,27.11,Missed,,,,,,,,,,,,,,,,,,
347,PT08M11.00S,2026-01-17T02:00:49.2Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,63,66,2026-01-17T02:00:50Z,3430000,False,,,0,,I. Zubac REBOUND (Off:2 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,346.0,7.0,5.0,2.0,,,,,,,,,,,,,,
348,PT08M04.00S,2026-01-17T02:00:56.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.338370565045992,50.245098039215684,1610612746,63,68,2026-01-17T02:01:01Z,3440000,False,-1.0,-2.0,1,left,J. Harden driving finger roll Layup (15 PTS),[201935],1610612746.0,LAC,driving finger roll,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,,,,,15.0,,,,,,,
349,PT07M46.00S,2026-01-17T02:01:14.2Z,3,REGULAR,3pt,Jump Shot,[],1627742,87.86136662286465,2.941176470588235,1610612761,66,68,2026-01-17T02:01:18Z,3450000,False,-235.0,62.0,1,right,B. Ingram 24' 3PT  (14 PTS) (S. Barnes 4 AST),"[1627742, 1630567]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Left Corner 3,24+ Left,24.32,Made,,,,,,,,,,,14.0,S. Barnes,1630567.0,4.0,,,,
351,PT07M27.00S,2026-01-17T02:01:33.3Z,3,REGULAR,3pt,Jump Shot,[],1642920,21.895532194480946,7.107843137254902,1610612746,66,68,2026-01-17T02:01:37Z,3470000,False,214.0,153.0,1,left,MISS K. Sanders 26' 3PT,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
352,PT07M24.00S,2026-01-17T02:01:36.3Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612761,66,68,2026-01-17T02:01:37Z,3480000,False,,,0,,O. Agbaji REBOUND (Off:1 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,351.0,2.0,1.0,1.0,,,,,,,,,,,,,,
353,PT07M12.00S,2026-01-17T02:01:48.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630572,93.77463863337714,49.26470588235294,1610612761,68,68,2026-01-17T02:01:55Z,3490000,False,-4.0,6.0,1,right,S. Mamukelashvili cutting DUNK (6 PTS) (J. Shead 9 AST),"[1630572, 1642347]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,,6.0,J. Shead,1642347.0,9.0,,,,
355,PT06M52.00S,2026-01-17T02:02:11.2Z,3,REGULAR,foul,personal,['2freethrow'],1642347,,,1610612746,68,68,2026-01-17T02:02:51Z,3510000,False,,,0,,J. Shead shooting personal FOUL (2 PF) (Dunn 2 FT),"[1642347, 1627739]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2002.0,,,,,2.0,0.0,Dunn,1627739.0
357,PT06M52.00S,2026-01-17T02:03:01.7Z,3,REGULAR,freethrow,1 of 2,[],1627739,,,1610612746,68,69,2026-01-17T02:03:01Z,3530000,False,,,0,,K. Dunn Free Throw 1 of 2 (11 PTS),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
358,PT06M52.00S,2026-01-17T02:03:23.8Z,3,REGULAR,freethrow,2 of 2,[],1627739,,,1610612746,68,70,2026-01-17T02:03:23Z,3540000,False,,,0,,K. Dunn Free Throw 2 of 2 (12 PTS),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
359,PT06M35.00S,2026-01-17T02:03:43.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630572,85.23324572930355,49.50980392156863,1610612761,70,70,2026-01-17T02:03:48Z,3550000,False,-2.0,86.0,1,right,S. Mamukelashvili 8' driving floating bank Jump Shot (8 PTS) (J. Shead 10 AST),"[1630572, 1642347]",1610612761.0,TOR,driving floating bank,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,8.63,Made,,,,,,,,,,,8.0,J. Shead,1642347.0,10.0,,,,
361,PT06M35.00S,2026-01-17T02:03:46.7Z,3,REGULAR,foul,personal,['1freethrow'],1627739,,,1610612761,70,70,2026-01-17T02:03:59Z,3570000,False,,,0,,K. Dunn shooting personal FOUL (2 PF) (Mamukelashvili 1 FT),"[1627739, 1630572]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1146.0,,,,,2.0,0.0,Mamukelashvili,1630572.0
363,PT06M35.00S,2026-01-17T02:04:04.0Z,3,REGULAR,substitution,out,[],1627739,,,1610612761,70,70,2026-01-17T02:04:42Z,3590000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M35.00S,2026-01-17T02:04:04.0Z,3,REGULAR,substitution,in,[],1642353,,,1610612761,70,70,2026-01-17T02:04:42Z,3600000,False,,,0,,SUB in: C. Christie,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M35.00S,2026-01-17T02:04:12.3Z,3,REGULAR,freethrow,1 of 1,[],1630572,,,1610612761,71,70,2026-01-17T02:04:12Z,3610000,False,,,0,,S. Mamukelashvili Free Throw 1 of 1 (9 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
366,PT06M24.00S,2026-01-17T02:04:26.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,18.74178712220762,47.05882352941176,1610612746,71,72,2026-01-17T02:04:34Z,3620000,False,15.0,124.0,1,left,I. Zubac 12' floating Jump Shot (10 PTS) (J. Harden 6 AST),"[1627826, 201935]",1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,12.46,Made,,,,,,,,,,,10.0,J. Harden,201935.0,6.0,,,,
368,PT06M11.00S,2026-01-17T02:04:40.3Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612761,71,72,2026-01-17T02:04:44Z,3640000,False,,,0,,B. Ingram lost ball TURNOVER (4 TO),"[1627742, 1642920]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,,4.0,Sanders,1642920.0,,,,,,,,,
369,PT06M11.00S,2026-01-17T02:04:40.3Z,3,REGULAR,steal,,[],1642920,,,1610612746,71,72,2026-01-17T02:04:42Z,3650000,False,,,0,,K. Sanders STEAL (2 STL),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
370,PT06M05.00S,2026-01-17T02:04:49.3Z,3,REGULAR,turnover,traveling,[],1627826,,,1610612746,71,72,2026-01-17T02:04:55Z,3660000,False,,,0,,I. Zubac traveling TURNOVER (2 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,1626301.0,,,,,,,,
371,PT06M05.00S,2026-01-17T02:04:54.3Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,71,72,2026-01-17T02:04:57Z,3670000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M05.00S,2026-01-17T02:04:54.3Z,3,REGULAR,substitution,in,[],1641711,,,1610612761,71,72,2026-01-17T02:04:57Z,3680000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT05M48.00S,2026-01-17T02:05:21.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642347,84.31340341655716,55.392156862745104,1610612761,71,72,2026-01-17T02:05:27Z,3690000,False,27.0,95.0,1,right,MISS J. Shead 9' pullup Shot,[1642347],1610612761.0,TOR,pullup,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,9.88,Missed,,,,,,,,,,,,,,,,,,
374,PT05M47.00S,2026-01-17T02:05:22.6Z,3,REGULAR,rebound,defensive,[],1642353,,,1610612746,71,72,2026-01-17T02:05:27Z,3700000,False,,,0,,C. Christie REBOUND (Off:1 Def:3),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,373.0,4.0,3.0,1.0,,,,,,,,,,,,,,
376,PT05M35.00S,2026-01-17T02:05:44.2Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612746,71,72,2026-01-17T02:05:49Z,3720000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (2 TO),[201935],1610612746.0,LAC,bad pass,,,Harden,J. Harden,,,,,Right Corner 3,24+ Right,,,,,,,,,2.0,,,2002.0,,,,,,,,
377,PT05M19.00S,2026-01-17T02:06:05.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641711,72.61826544021025,14.705882352941178,1610612761,71,72,2026-01-17T02:06:11Z,3730000,False,-176.0,205.0,1,right,MISS G. Dick 27' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
378,PT05M16.00S,2026-01-17T02:06:08.7Z,3,REGULAR,rebound,offensive,[],1630572,,,1610612761,71,72,2026-01-17T02:06:11Z,3740000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,377.0,2.0,1.0,1.0,,,,,,,,,,,,,,
379,PT05M14.00S,2026-01-17T02:06:12.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630572,95.22010512483574,51.225490196078425,1610612761,73,72,2026-01-17T02:06:16Z,3750000,False,6.0,-8.0,1,right,S. Mamukelashvili driving Layup (11 PTS),[1630572],1610612761.0,TOR,driving,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,11.0,,,,,,,
380,PT05M13.00S,2026-01-17T02:06:18.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,73,72,2026-01-17T02:06:18Z,3760000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M13.00S,2026-01-17T02:06:18.7Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,73,72,2026-01-17T02:09:13Z,3770000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M13.00S,2026-01-17T02:06:18.7Z,3,REGULAR,substitution,in,[],1642949,,,1610612746,73,72,2026-01-17T02:09:13Z,3780000,False,,,0,,SUB in: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M13.00S,2026-01-17T02:09:21.8Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612746,73,72,2026-01-17T02:09:28Z,3790000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,,,,,
384,PT04M51.00S,2026-01-17T02:09:51.9Z,3,REGULAR,3pt,Jump Shot,[],1642353,14.536793692509855,4.166666666666666,1610612746,73,72,2026-01-17T02:09:56Z,3800000,False,229.0,84.0,1,left,MISS C. Christie 24' 3PT,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Right Corner 3,24+ Right,24.41,Missed,,,,,,,,,,,,,,,,,,
385,PT04M48.00S,2026-01-17T02:09:54.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612761,73,72,2026-01-17T02:10:15Z,3810000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Right Corner 3,24+ Right,,,384.0,4.0,4.0,0.0,,,,,,,,,,,,,,
386,PT04M39.00S,2026-01-17T02:10:02.5Z,3,REGULAR,3pt,Jump Shot,[],1641711,73.9323258869908,13.970588235294118,1610612761,76,72,2026-01-17T02:10:10Z,3820000,False,-180.0,193.0,1,right,G. Dick 26' 3PT  (5 PTS) (J. Shead 11 AST),"[1641711, 1642347]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,26.36,Made,,,,,,,,,,,5.0,J. Shead,1642347.0,11.0,,,,
388,PT04M21.00S,2026-01-17T02:10:23.7Z,3,REGULAR,foul,offensive,[],1642353,,,1610612746,76,72,2026-01-17T02:10:31Z,3840000,False,,,0,,C. Christie off-the-ball offensive FOUL (1 PF),"[1642353, 1642347]",1610612746.0,LAC,off-the-ball,,,Christie,C. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2002.0,,,,,1.0,0.0,Shead,1642347.0
390,PT04M21.00S,2026-01-17T02:10:23.7Z,3,REGULAR,turnover,offensive foul,[],1642353,,,1610612746,76,72,2026-01-17T02:10:23Z,3860000,False,,,0,,C. Christie offensive foul TURNOVER (1 TO),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,2002.0,,,,,,,,
391,PT04M04.00S,2026-01-17T02:10:58.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641711,93.9060446780552,2.941176470588235,1610612761,79,72,2026-01-17T02:11:03Z,3870000,False,-235.0,5.0,1,right,G. Dick 3PT  (8 PTS) (S. Mamukelashvili 1 AST),"[1641711, 1630572]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,,,,,8.0,S. Mamukelashvili,1630572.0,1.0,,,,
393,PT03M40.00S,2026-01-17T02:11:22.5Z,3,REGULAR,turnover,lost ball,[],1641757,,,1610612746,79,72,2026-01-17T02:11:26Z,3890000,False,,,0,,J. Miller lost ball TURNOVER (1 TO),"[1641757, 1642347]",1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Shead,1642347.0,,,,,,,,,
394,PT03M40.00S,2026-01-17T02:11:22.5Z,3,REGULAR,steal,,[],1642347,,,1610612761,79,72,2026-01-17T02:11:24Z,3900000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
395,PT03M39.00S,2026-01-17T02:11:26.7Z,3,REGULAR,foul,personal,['2freethrow'],1642920,,,1610612761,79,72,2026-01-17T02:11:36Z,3910000,False,,,0,,K. Sanders shooting personal FOUL (2 PF) (Agbaji 2 FT),"[1642920, 1630534]",1610612746.0,LAC,shooting,,,Sanders,K. Sanders,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,,,,,2.0,0.0,Agbaji,1630534.0
397,PT03M39.00S,2026-01-17T02:11:55.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630534,,,1610612761,80,72,2026-01-17T02:11:55Z,3930000,False,,,0,,O. Agbaji Free Throw 1 of 2 (12 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
398,PT03M39.00S,2026-01-17T02:12:08.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630534,,,1610612761,81,72,2026-01-17T02:12:08Z,3940000,False,,,0,,O. Agbaji Free Throw 2 of 2 (13 PTS),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,Made,,,,,,,,,,,13.0,,,,,,,
399,PT03M24.00S,2026-01-17T02:12:26.4Z,3,REGULAR,3pt,Jump Shot,[],1641757,29.517082785808146,70.34313725490196,1610612746,81,75,2026-01-17T02:12:30Z,3950000,False,-102.0,225.0,1,left,J. Miller 24' 3PT  (14 PTS) (J. Harden 7 AST),"[1641757, 201935]",1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Left Center,24.69,Made,,,,,,,,,,,14.0,J. Harden,201935.0,7.0,,,,
401,PT03M04.00S,2026-01-17T02:12:48.4Z,3,REGULAR,turnover,traveling,[],1630572,,,1610612761,81,75,2026-01-17T02:12:53Z,3970000,False,,,0,,S. Mamukelashvili traveling TURNOVER (1 TO),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1.0,,,1146.0,,,,,,,,
402,PT03M04.00S,2026-01-17T02:12:51.5Z,3,REGULAR,substitution,out,[],1642347,,,1610612746,81,75,2026-01-17T02:12:58Z,3980000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M04.00S,2026-01-17T02:12:51.5Z,3,REGULAR,substitution,in,[],1630567,,,1610612746,81,75,2026-01-17T02:12:58Z,3990000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT02M45.00S,2026-01-17T02:13:31.7Z,3,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612746,81,75,2026-01-17T02:13:39Z,4010000,False,,,0,,S. Barnes shooting personal FOUL (2 PF) (Niederhäuser 2 FT),"[1630567, 1642949]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1146.0,,,,,2.0,0.0,Niederhäuser,1642949.0
407,PT02M45.00S,2026-01-17T02:13:59.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1642949,,,1610612746,81,76,2026-01-17T02:13:59Z,4030000,False,,,0,,Y. Niederhäuser Free Throw 1 of 2 (3 PTS),[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
408,PT02M45.00S,2026-01-17T02:14:19.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1642949,,,1610612746,81,77,2026-01-17T02:14:19Z,4040000,False,,,0,,Y. Niederhäuser Free Throw 2 of 2 (4 PTS),[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
409,PT02M35.00S,2026-01-17T02:14:31.6Z,3,REGULAR,3pt,Jump Shot,[],1630572,66.3107752956636,36.27450980392157,1610612761,81,77,2026-01-17T02:14:36Z,4050000,False,-69.0,264.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,27.3,Missed,,,,,,,,,,,,,,,,,,
410,PT02M32.00S,2026-01-17T02:14:34.6Z,3,REGULAR,rebound,defensive,[],1642353,,,1610612746,81,77,2026-01-17T02:14:36Z,4060000,False,,,0,,C. Christie REBOUND (Off:1 Def:4),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Above the Break 3,24+ Center,,,409.0,5.0,4.0,1.0,,,,,,,,,,,,,,
411,PT02M16.00S,2026-01-17T02:14:50.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642949,5.601182654402102,50.0,1610612746,81,77,2026-01-17T02:14:53Z,4070000,False,0.0,0.0,1,left,MISS Y. Niederhäuser alley-oop DUNK,[1642949],1610612746.0,LAC,alley-oop,,,Niederhäuser,Y. Niederhäuser,,,,,Restricted Area,0-8 Center,0.02,Missed,,,,,,,,,,,,,,,,,,
412,PT02M14.00S,2026-01-17T02:14:52.1Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,81,77,2026-01-17T02:14:52Z,4080000,False,,,0,,S. Barnes REBOUND (Off:0 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,411.0,5.0,5.0,0.0,,,,,,,,,,,,,,
413,PT02M11.00S,2026-01-17T02:14:55.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630567,86.67871222076215,48.529411764705884,1610612761,81,77,2026-01-17T02:16:05Z,4090000,False,-7.0,73.0,1,right,MISS S. Barnes 7' running Layup,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,,,,,,,,,,,,
414,PT02M10.00S,2026-01-17T02:14:56.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,81,77,2026-01-17T02:16:47Z,4100000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,413.0,,,,,,,,,,,,,,,,,
418,PT02M10.00S,2026-01-17T02:15:02.8Z,3,REGULAR,substitution,out,[],1642920,,,1610612761,81,77,2026-01-17T02:15:09Z,4140000,False,,,0,,SUB out: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M10.00S,2026-01-17T02:15:02.8Z,3,REGULAR,substitution,in,[],201572,,,1610612761,81,77,2026-01-17T02:15:09Z,4150000,False,,,0,,SUB in: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M08.00S,2026-01-17T02:15:23.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630572,90.62089356110381,41.911764705882355,1610612761,83,77,2026-01-17T02:15:31Z,4160000,False,-40.0,36.0,1,right,S. Mamukelashvili fadeaway bank Jump Shot (13 PTS) (S. Barnes 5 AST),"[1630572, 1630567]",1610612761.0,TOR,fadeaway bank,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,,,,,,,,,,,13.0,S. Barnes,1630567.0,5.0,,,,
422,PT01M39.00S,2026-01-17T02:15:50.8Z,3,REGULAR,3pt,Jump Shot,[],201572,6.258212877792378,3.9215686274509802,1610612746,83,77,2026-01-17T02:15:55Z,4180000,False,230.0,6.0,1,left,MISS B. Lopez 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
423,PT01M38.00S,2026-01-17T02:15:51.8Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,83,77,2026-01-17T02:15:55Z,4190000,False,,,0,,S. Barnes REBOUND (Off:0 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,422.0,6.0,6.0,0.0,,,,,,,,,,,,,,
424,PT01M38.00S,2026-01-17T02:15:56.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612761,83,77,2026-01-17T02:16:03Z,4200000,False,,,0,,J. Harden personal FOUL (2 PF) (Barnes 2 FT),"[201935, 1630567]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,,,,,2.0,0.0,Barnes,1630567.0
426,PT01M38.00S,2026-01-17T02:16:31.7Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,84,77,2026-01-17T02:16:31Z,4220000,False,,,0,,S. Barnes Free Throw 1 of 2 (9 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
427,PT01M38.00S,2026-01-17T02:16:32.5Z,3,REGULAR,substitution,out,[],1627742,,,1610612761,84,77,2026-01-17T02:16:42Z,4230000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT01M38.00S,2026-01-17T02:16:32.5Z,3,REGULAR,substitution,in,[],1630639,,,1610612761,84,77,2026-01-17T02:16:42Z,4240000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT01M38.00S,2026-01-17T02:16:47.9Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,85,77,2026-01-17T02:16:47Z,4250000,False,,,0,,S. Barnes Free Throw 2 of 2 (10 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
430,PT01M25.00S,2026-01-17T02:17:00.9Z,3,REGULAR,turnover,lost ball,[],1642949,,,1610612746,85,77,2026-01-17T02:17:06Z,4260000,False,,,0,,Y. Niederhäuser lost ball TURNOVER (1 TO),"[1642949, 1630639]",1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Lawson,1630639.0,,,,,,,,,
431,PT01M25.00S,2026-01-17T02:17:00.9Z,3,REGULAR,steal,,[],1630639,,,1610612761,85,77,2026-01-17T02:17:03Z,4270000,False,,,0,,A. Lawson STEAL (1 STL),[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
