actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT04M13.00S,2026-01-17T00:56:33.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642920,68.28186596583443,67.40196078431373,1610612746,20,12,2026-01-17T00:56:44Z,850000,False,87.0,246.0,1,right,K. Sanders 26' 3PT running pullup (3 PTS),[1642920],1610612746.0,LAC,running pullup,,,Sanders,K. Sanders,,,,,Above the Break 3,24+ Right Center,26.06,Made,,,,,,,,,,,3.0,,,,,,,
87,PT04M11.00S,2026-01-17T00:56:39.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,20,12,2026-01-17T00:56:39Z,860000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M11.00S,2026-01-17T00:59:04.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,20,12,2026-01-17T00:59:33Z,870000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M11.00S,2026-01-17T00:59:04.4Z,1,REGULAR,substitution,out,[],1642867,,,1610612761,20,12,2026-01-17T00:59:33Z,880000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M11.00S,2026-01-17T00:59:04.4Z,1,REGULAR,substitution,out,[],1627739,,,1610612761,20,12,2026-01-17T00:59:33Z,890000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M11.00S,2026-01-17T00:59:04.4Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,20,12,2026-01-17T00:59:33Z,900000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M11.00S,2026-01-17T00:59:04.4Z,1,REGULAR,substitution,in,[],1642918,,,1610612761,20,12,2026-01-17T00:59:33Z,910000,False,,,0,,SUB in: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M11.00S,2026-01-17T00:59:04.4Z,1,REGULAR,substitution,in,[],1642949,,,1610612761,20,12,2026-01-17T00:59:33Z,920000,False,,,0,,SUB in: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M57.00S,2026-01-17T00:59:53.5Z,1,REGULAR,foul,personal,['2freethrow'],201935,,,1610612761,20,12,2026-01-17T01:00:12Z,930000,False,,,0,,J. Harden shooting personal FOUL (1 PF) (Ingram 2 FT),"[201935, 1627742]",1610612746.0,LAC,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2002.0,,,,,1.0,0.0,Ingram,1627742.0
96,PT03M57.00S,2026-01-17T01:00:18.2Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612761,21,12,2026-01-17T01:00:18Z,950000,False,,,0,,B. Ingram Free Throw 1 of 2 (6 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
97,PT03M57.00S,2026-01-17T01:00:33.3Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612761,22,12,2026-01-17T01:00:33Z,960000,False,,,0,,B. Ingram Free Throw 2 of 2 (7 PTS),[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
98,PT03M43.00S,2026-01-17T01:00:50.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642920,93.38042049934296,50.73529411764706,1610612746,22,14,2026-01-17T01:00:57Z,970000,False,4.0,10.0,1,right,K. Sanders driving DUNK (5 PTS) (J. Miller 1 AST),"[1642920, 1641757]",1610612746.0,LAC,driving,,,Sanders,K. Sanders,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,5.0,J. Miller,1641757.0,1.0,,,,
100,PT03M30.00S,2026-01-17T01:01:03.0Z,1,REGULAR,2pt,Jump Shot,[],1627742,17.0335085413929,22.794117647058822,1610612761,24,14,2026-01-17T01:01:07Z,990000,False,136.0,108.0,1,left,B. Ingram 17' pullup Jump Shot (9 PTS) (J. Shead 4 AST),"[1627742, 1642347]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,17.34,Made,,,,,,,,,,,9.0,J. Shead,1642347.0,4.0,,,,
102,PT03M15.00S,2026-01-17T01:01:20.2Z,1,REGULAR,foul,personal,['2freethrow'],1642347,,,1610612746,24,14,2026-01-17T01:01:41Z,1010000,False,,,0,,J. Shead shooting personal FOUL (1 PF) (Niederhäuser 2 FT),"[1642347, 1642949]",1610612761.0,TOR,shooting,,,Shead,J. Shead,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2002.0,,,,,1.0,0.0,Niederhäuser,1642949.0
104,PT03M15.00S,2026-01-17T01:01:54.5Z,1,REGULAR,freethrow,1 of 2,[],1642949,,,1610612746,24,15,2026-01-17T01:01:54Z,1030000,False,,,0,,Y. Niederhäuser Free Throw 1 of 2 (1 PTS),[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
105,PT03M15.00S,2026-01-17T01:02:12.1Z,1,REGULAR,freethrow,2 of 2,[],1642949,,,1610612746,24,16,2026-01-17T01:02:12Z,1040000,False,,,0,,Y. Niederhäuser Free Throw 2 of 2 (2 PTS),[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
106,PT02M51.00S,2026-01-17T01:02:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642918,14.668199737187912,46.81372549019608,1610612761,26,16,2026-01-17T01:02:43Z,1050000,False,16.0,85.0,1,left,A. Martin 8' floating Jump Shot (2 PTS) (B. Ingram 1 AST),"[1642918, 1627742]",1610612761.0,TOR,floating,,,Martin,A. Martin,,,,,In The Paint (Non-RA),8-16 Center,8.69,Made,,,,,,,,,,,2.0,B. Ingram,1627742.0,1.0,,,,
108,PT02M32.00S,2026-01-17T01:02:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,87.07293035479631,57.59803921568627,1610612746,26,18,2026-01-17T01:03:32Z,1070000,False,38.0,69.0,1,right,J. Miller 7' driving floating Jump Shot (2 PTS),[1641757],1610612746.0,LAC,driving floating,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,7.88,Made,,,,,,,,,,,2.0,,,,,,,
109,PT02M24.00S,2026-01-17T01:03:04.6Z,1,REGULAR,3pt,Jump Shot,[],1630572,30.436925098554536,72.54901960784314,1610612761,26,18,2026-01-17T01:03:10Z,1080000,False,-113.0,234.0,1,left,MISS S. Mamukelashvili 25' bank 3PT,[1630572],1610612761.0,TOR,bank,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
110,PT02M21.00S,2026-01-17T01:03:07.6Z,1,REGULAR,rebound,defensive,[],1642949,,,1610612746,26,18,2026-01-17T01:03:10Z,1090000,False,,,0,,Y. Niederhäuser REBOUND (Off:0 Def:1),[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,Above the Break 3,24+ Left Center,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT02M10.00S,2026-01-17T01:03:20.5Z,1,REGULAR,foul,personal,['2freethrow'],1642918,,,1610612746,26,18,2026-01-17T01:03:25Z,1100000,False,,,0,,A. Martin shooting personal FOUL (1 PF) (Harden 2 FT),"[1642918, 201935]",1610612761.0,TOR,shooting,,,Martin,A. Martin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1146.0,,,,,1.0,0.0,Harden,201935.0
113,PT02M10.00S,2026-01-17T01:03:51.1Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612746,26,19,2026-01-17T01:03:51Z,1120000,False,,,0,,J. Harden Free Throw 1 of 2 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
114,PT02M10.00S,2026-01-17T01:03:52.0Z,1,REGULAR,substitution,out,[],1627742,,,1610612746,26,19,2026-01-17T01:04:03Z,1130000,False,,,0,,SUB out: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M10.00S,2026-01-17T01:03:52.0Z,1,REGULAR,substitution,out,[],1642920,,,1610612746,26,19,2026-01-17T01:04:03Z,1140000,False,,,0,,SUB out: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M10.00S,2026-01-17T01:03:52.0Z,1,REGULAR,substitution,in,[],1630639,,,1610612746,26,19,2026-01-17T01:04:03Z,1150000,False,,,0,,SUB in: A. Lawson,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M10.00S,2026-01-17T01:03:52.0Z,1,REGULAR,substitution,in,[],1642353,,,1610612746,26,19,2026-01-17T01:04:03Z,1160000,False,,,0,,SUB in: C. Christie,[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M10.00S,2026-01-17T01:04:22.1Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612746,26,20,2026-01-17T01:04:22Z,1170000,False,,,0,,J. Harden Free Throw 2 of 2 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
119,PT02M01.00S,2026-01-17T01:04:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1642949,,,1610612761,26,20,2026-01-17T01:04:43Z,1180000,False,,,0,,Y. Niederhäuser shooting personal FOUL (1 PF) (Shead 2 FT),"[1642949, 1642347]",1610612746.0,LAC,shooting,,,Niederhäuser,Y. Niederhäuser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1146.0,,,,,1.0,0.0,Shead,1642347.0
121,PT02M01.00S,2026-01-17T01:05:04.6Z,1,REGULAR,freethrow,1 of 2,[],1642347,,,1610612761,27,20,2026-01-17T01:05:04Z,1200000,False,,,0,,J. Shead Free Throw 1 of 2 (8 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
122,PT02M01.00S,2026-01-17T01:05:20.8Z,1,REGULAR,freethrow,2 of 2,[],1642347,,,1610612761,28,20,2026-01-17T01:05:20Z,1210000,False,,,0,,J. Shead Free Throw 2 of 2 (9 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
123,PT01M48.00S,2026-01-17T01:05:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642353,94.43166885676742,51.71568627450981,1610612746,28,22,2026-01-17T01:05:42Z,1220000,False,9.0,0.0,1,right,C. Christie driving Layup (2 PTS) (J. Harden 2 AST),"[1642353, 201935]",1610612746.0,LAC,driving,,,Christie,C. Christie,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,,2.0,J. Harden,201935.0,2.0,,,,
125,PT01M36.00S,2026-01-17T01:05:47.5Z,1,REGULAR,3pt,Jump Shot,[],1642918,33.065045992115635,48.03921568627451,1610612761,31,22,2026-01-17T01:05:51Z,1240000,False,10.0,258.0,1,left,A. Martin 25' 3PT  (5 PTS) (J. Shead 5 AST),"[1642918, 1642347]",1610612761.0,TOR,,,,Martin,A. Martin,,,,,Above the Break 3,24+ Center,25.85,Made,,,,,,,,,,,5.0,J. Shead,1642347.0,5.0,,,,
127,PT01M21.00S,2026-01-17T01:06:03.0Z,1,REGULAR,3pt,Jump Shot,[],201935,67.36202365308804,52.69607843137255,1610612746,31,22,2026-01-17T01:06:08Z,1260000,False,13.0,254.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
128,PT01M18.00S,2026-01-17T01:06:06.0Z,1,REGULAR,rebound,offensive,[],1642353,,,1610612746,31,22,2026-01-17T01:06:08Z,1270000,False,,,0,,C. Christie REBOUND (Off:1 Def:0),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Above the Break 3,24+ Center,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,,
129,PT01M17.00S,2026-01-17T01:06:07.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,65.78515111695138,47.05882352941176,1610612746,31,22,2026-01-17T01:06:12Z,1280000,False,-15.0,269.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.95,Missed,,,,,,,,,,,,,,,,,,
130,PT01M13.00S,2026-01-17T01:06:11.9Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,31,22,2026-01-17T01:06:12Z,1290000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Center,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT01M08.00S,2026-01-17T01:06:18.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201572,,,1610612761,31,22,2026-01-17T01:06:25Z,1300000,False,,,0,,B. Lopez personal FOUL (2 PF) (Shead 2 FT),"[201572, 1642347]",1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1146.0,,,,,2.0,0.0,Shead,1642347.0
133,PT01M08.00S,2026-01-17T01:06:47.5Z,1,REGULAR,freethrow,1 of 2,[],1642347,,,1610612761,32,22,2026-01-17T01:07:10Z,1320000,False,,,0,,J. Shead Free Throw 1 of 2 (10 PTS),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
134,PT01M08.00S,2026-01-17T01:06:48.2Z,1,REGULAR,substitution,out,[],1641711,,,1610612761,32,22,2026-01-17T01:06:53Z,1330000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M08.00S,2026-01-17T01:06:48.2Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,32,22,2026-01-17T01:06:53Z,1340000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M08.00S,2026-01-17T01:06:47.5Z,1,REGULAR,freethrow,2 of 2,[],1642347,,,1610612761,32,22,2026-01-17T01:07:10Z,1350000,False,,,0,,MISS J. Shead Free Throw 2 of 2,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
137,PT01M06.00S,2026-01-17T01:06:49.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,32,22,2026-01-17T01:07:10Z,1360000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,
138,PT01M00.00S,2026-01-17T01:07:16.2Z,1,REGULAR,foul,personal,[],1642918,,,1610612746,32,22,2026-01-17T01:07:25Z,1370000,False,,,0,,A. Martin personal FOUL (2 PF),"[1642918, 1641757]",1610612761.0,TOR,,,,Martin,A. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2002.0,,,,,2.0,0.0,Miller,1641757.0
140,PT01M00.00S,2026-01-17T01:07:32.8Z,1,REGULAR,substitution,out,[],1642347,,,1610612746,32,22,2026-01-17T01:07:36Z,1390000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M00.00S,2026-01-17T01:07:32.8Z,1,REGULAR,substitution,in,[],1641711,,,1610612746,32,22,2026-01-17T01:07:36Z,1400000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M52.80S,2026-01-17T01:07:52.8Z,1,REGULAR,3pt,Jump Shot,[],201572,72.35545335085413,83.57843137254902,1610612746,32,22,2026-01-17T01:08:00Z,1410000,False,168.0,207.0,1,right,MISS B. Lopez 26' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,26.68,Missed,,,,,,,,,,,,,,,,,,
143,PT00M51.40S,2026-01-17T01:07:54.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,32,22,2026-01-17T01:08:00Z,1420000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,142.0,,,,,,,,,,,,,,,,,
145,PT00M32.50S,2026-01-17T01:08:26.6Z,1,REGULAR,3pt,Jump Shot,[],1630639,5.075558475689881,96.07843137254902,1610612761,32,22,2026-01-17T01:08:31Z,1440000,False,-230.0,-5.0,1,left,MISS A. Lawson 3PT,[1630639],1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
146,PT00M29.60S,2026-01-17T01:08:29.5Z,1,REGULAR,rebound,defensive,[],1642353,,,1610612746,32,22,2026-01-17T01:08:31Z,1450000,False,,,0,,C. Christie REBOUND (Off:1 Def:1),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Left Corner 3,24+ Left,,,145.0,2.0,1.0,1.0,,,,,,,,,,,,,,
147,PT00M09.30S,2026-01-17T01:08:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,94.03745072273325,50.73529411764706,1610612746,32,24,2026-01-17T01:08:55Z,1460000,False,4.0,4.0,1,right,J. Harden driving Layup (6 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,,6.0,,,,,,,
148,PT00M01.40S,2026-01-17T01:09:00.5Z,1,REGULAR,3pt,Jump Shot,[],1630567,25.312089356110377,14.215686274509803,1610612761,32,24,2026-01-17T01:09:06Z,1470000,False,179.0,185.0,1,left,MISS S. Barnes 25' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
149,PT00M00.20S,2026-01-17T01:09:01.7Z,1,REGULAR,rebound,defensive,[],1642353,,,1610612746,32,24,2026-01-17T01:12:29Z,1480000,False,,,0,,C. Christie REBOUND (Off:1 Def:2),[1642353],1610612746.0,LAC,,,,Christie,C. Christie,,,,,Above the Break 3,24+ Right Center,,,148.0,3.0,2.0,1.0,,,,,,,,,,,,,,
150,PT00M00.00S,2026-01-17T01:09:09.8Z,1,REGULAR,period,end,[],0,,,1610612746,32,24,2026-01-17T01:09:09Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2026-01-17T01:09:17.0Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612746,32,24,2026-01-17T01:11:55Z,1500000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-01-17T01:09:17.0Z,2,REGULAR,substitution,in,['startperiod'],1631102,,,1610612746,32,24,2026-01-17T01:11:55Z,1510000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612746.0,LAC,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-01-17T01:11:50.2Z,2,REGULAR,period,start,[],0,,,1610612761,32,24,2026-01-17T01:11:56Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M40.00S,2026-01-17T01:12:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,16.113666228646515,46.07843137254902,1610612761,34,24,2026-01-17T01:12:13Z,1530000,False,20.0,99.0,1,left,S. Barnes 10' turnaround fadeaway Jump Shot (2 PTS),[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.09,Made,,,,,,,,,,,2.0,,,,,,,
155,PT11M15.00S,2026-01-17T01:12:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631102,80.76544021024968,37.254901960784316,1610612746,34,24,2026-01-17T01:12:44Z,1540000,False,-64.0,128.0,1,right,MISS T. Washington Jr. 14' turnaround fadeaway Shot,[1631102],1610612746.0,LAC,turnaround fadeaway,,,Washington Jr.,T. Washington Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.32,Missed,,,,,,,,,,,,,,,,,,
156,PT11M12.00S,2026-01-17T01:12:37.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,34,24,2026-01-17T01:12:44Z,1550000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,155.0,,,,,,,,,,,,,,,,,
158,PT11M02.00S,2026-01-17T01:12:55.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,5.206964520367937,54.166666666666664,1610612761,36,24,2026-01-17T01:14:38Z,1570000,False,-21.0,-4.0,1,left,S. Mamukelashvili cutting Layup (2 PTS) (S. Barnes 2 AST),"[1630572, 1630567]",1610612761.0,TOR,cutting,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,,,2.0,S. Barnes,1630567.0,2.0,,,,
160,PT10M50.00S,2026-01-17T01:13:10.1Z,2,REGULAR,foul,personal,[],1630639,,,1610612746,36,24,2026-01-17T01:13:19Z,1590000,False,,,0,,A. Lawson personal FOUL (1 PF),"[1630639, 201572]",1610612761.0,TOR,,,,Lawson,A. Lawson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1146.0,,,,,1.0,0.0,Lopez,201572.0
162,PT10M50.00S,2026-01-17T01:13:18.3Z,2,REGULAR,substitution,out,[],201572,,,1610612746,36,24,2026-01-17T01:13:22Z,1610000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M50.00S,2026-01-17T01:13:18.3Z,2,REGULAR,substitution,in,[],1641738,,,1610612746,36,24,2026-01-17T01:13:22Z,1620000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M42.00S,2026-01-17T01:13:39.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641757,88.12417871222075,49.26470588235294,1610612746,36,26,2026-01-17T01:13:45Z,1630000,False,-4.0,59.0,1,right,J. Miller floating Jump Shot (4 PTS) (T. Washington Jr. 1 AST),"[1641757, 1631102]",1610612746.0,LAC,floating,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,,,,,,,,,,,4.0,T. Washington Jr.,1631102.0,1.0,,,,
166,PT10M17.00S,2026-01-17T01:14:04.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,6.1268068331143235,55.63725490196079,1610612761,38,26,2026-01-17T01:16:02Z,1650000,False,-28.0,5.0,1,left,S. Mamukelashvili driving finger roll Layup (4 PTS),[1630572],1610612761.0,TOR,driving finger roll,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,2.87,Made,,,,,,,,,,,4.0,,,,,,,
167,PT10M03.00S,2026-01-17T01:14:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642353,92.59198423127464,55.63725490196079,1610612746,38,28,2026-01-17T01:16:54Z,1660000,False,28.0,17.0,1,right,C. Christie driving finger roll Layup (4 PTS) (T. Washington Jr. 2 AST),"[1642353, 1631102]",1610612746.0,LAC,driving finger roll,,,Christie,C. Christie,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,,,,,4.0,T. Washington Jr.,1631102.0,2.0,,,,
169,PT10M03.00S,2026-01-17T01:14:25.0Z,2,REGULAR,foul,personal,['1freethrow'],1642918,,,1610612746,38,28,2026-01-17T01:14:43Z,1680000,False,,,0,,A. Martin shooting personal FOUL (3 PF) (Christie 1 FT),"[1642918, 1642353]",1610612761.0,TOR,shooting,,,Martin,A. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,,,,,3.0,0.0,Christie,1642353.0
171,PT10M03.00S,2026-01-17T01:14:44.0Z,2,REGULAR,substitution,out,[],1630572,,,1610612746,38,28,2026-01-17T01:16:02Z,1700000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M03.00S,2026-01-17T01:14:44.0Z,2,REGULAR,substitution,out,[],1642918,,,1610612746,38,28,2026-01-17T01:16:02Z,1710000,False,,,0,,SUB out: A. Martin,[1642918],1610612761.0,TOR,,,,Martin,A. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M03.00S,2026-01-17T01:14:44.0Z,2,REGULAR,substitution,out,[],1642949,,,1610612746,38,28,2026-01-17T01:16:02Z,1720000,False,,,0,,SUB out: Y. Niederhäuser,[1642949],1610612746.0,LAC,,,,Niederhäuser,Y. Niederhäuser,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M03.00S,2026-01-17T01:14:44.0Z,2,REGULAR,substitution,in,[],1642867,,,1610612746,38,28,2026-01-17T01:16:02Z,1730000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M03.00S,2026-01-17T01:14:44.0Z,2,REGULAR,substitution,in,[],1630534,,,1610612746,38,28,2026-01-17T01:16:02Z,1740000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
