actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
544,PT07M09.00S,2023-12-24T03:29:01.2Z,4,REGULAR,freethrow,1 of 2,[],1631218,,,1610612744,106,89,2023-12-24T03:29:40Z,5140000,False,,,0,,MISS T. Jackson-Davis Free Throw 1 of 2,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
545,PT07M09.00S,2023-12-24T03:29:01.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,106,89,2023-12-24T03:29:40Z,5150000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,
546,PT07M09.00S,2023-12-24T03:29:03.4Z,4,REGULAR,substitution,out,[],1641871,,,1610612744,106,89,2023-12-24T03:29:06Z,5160000,False,,,0,,SUB out: D. Reath,[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT07M09.00S,2023-12-24T03:29:03.4Z,4,REGULAR,substitution,in,[],1629028,,,1610612744,106,89,2023-12-24T03:29:06Z,5170000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M09.00S,2023-12-24T03:29:01.2Z,4,REGULAR,violation,lane,[],1627763,,,1610612744,106,89,2023-12-24T03:30:07Z,5175000,False,,,0,,M. Brogdon lane VIOLATION,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M09.00S,2023-12-24T03:29:01.2Z,4,REGULAR,freethrow,2 of 2,[],1631218,,,1610612744,107,89,2023-12-24T03:29:40Z,5180000,False,,,0,,T. Jackson-Davis Free Throw 2 of 2 (13 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
549,PT06M51.00S,2023-12-24T03:29:58.9Z,4,REGULAR,3pt,Jump Shot,[],1629014,72.7496714848883,84.31372549019608,1610612757,107,89,2023-12-24T03:38:58Z,5190000,False,172.0,204.0,1,right,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
550,PT06M46.00S,2023-12-24T03:30:04.1Z,4,REGULAR,rebound,offensive,[],1627763,,,1610612757,107,89,2023-12-24T03:30:04Z,5200000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:4),[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,549.0,6.0,4.0,2.0,,,,,,,,,,
551,PT06M44.00S,2023-12-24T03:30:04.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,92.59198423127464,55.88235294117647,1610612757,107,91,2023-12-24T03:39:12Z,5210000,False,29.0,17.0,1,right,M. Brogdon putback Layup (17 PTS),[1627763],1610612757.0,POR,putback,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.4,Made,17.0,,,,,,,,,,,,,,,,,
553,PT06M39.00S,2023-12-24T03:30:17.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,107,91,2023-12-24T03:30:17Z,5220000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT06M39.00S,2023-12-24T03:32:46.8Z,4,REGULAR,substitution,out,[],101108,,,1610612744,107,91,2023-12-24T03:33:14Z,5230000,False,,,0,,SUB out: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M39.00S,2023-12-24T03:32:46.8Z,4,REGULAR,substitution,out,[],203967,,,1610612744,107,91,2023-12-24T03:33:14Z,5240000,False,,,0,,SUB out: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M39.00S,2023-12-24T03:32:46.8Z,4,REGULAR,substitution,out,[],1631218,,,1610612744,107,91,2023-12-24T03:33:14Z,5250000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M39.00S,2023-12-24T03:32:46.8Z,4,REGULAR,substitution,in,[],1626172,,,1610612744,107,91,2023-12-24T03:33:14Z,5260000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT06M39.00S,2023-12-24T03:32:46.8Z,4,REGULAR,substitution,in,[],201939,,,1610612744,107,91,2023-12-24T03:33:14Z,5270000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M39.00S,2023-12-24T03:32:46.8Z,4,REGULAR,substitution,in,[],1630228,,,1610612744,107,91,2023-12-24T03:33:14Z,5280000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT06M35.00S,2023-12-24T03:33:21.1Z,4,REGULAR,turnover,bad pass,[],1641764,,,1610612744,107,91,2023-12-24T03:33:29Z,5290000,False,,,0,,B. Podziemski bad pass TURNOVER (2 TO),"[1641764, 1630703]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,Henderson,1630703.0,,,,
561,PT06M35.00S,2023-12-24T03:33:21.1Z,4,REGULAR,steal,,[],1630703,,,1610612757,107,91,2023-12-24T03:33:23Z,5300000,False,,,0,,S. Henderson STEAL (3 STL),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
562,PT06M30.00S,2023-12-24T03:33:25.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629014,91.67214191852825,4.6568627450980395,1610612757,107,91,2023-12-24T03:40:18Z,5310000,False,-227.0,26.0,1,right,MISS A. Simons running 3PT,[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
563,PT06M27.00S,2023-12-24T03:33:28.9Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,107,91,2023-12-24T03:33:44Z,5320000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,,,,562.0,3.0,3.0,0.0,,,,,,,,,,
564,PT06M17.00S,2023-12-24T03:33:43.0Z,4,REGULAR,turnover,out-of-bounds,[],1626172,,,1610612744,107,91,2023-12-24T03:33:59Z,5330000,False,,,0,,K. Looney bad pass out-of-bounds TURNOVER (3 TO),[1626172],1610612744.0,GSW,bad pass,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,,,3.0,,,,,,
565,PT06M03.00S,2023-12-24T03:34:04.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,70.90998685939553,21.323529411764707,1610612757,107,94,2023-12-24T03:34:11Z,5340000,False,-143.0,221.0,1,right,A. Simons 26' 3PT  (25 PTS) (M. Brogdon 12 AST),"[1629014, 1627763]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.34,Made,25.0,M. Brogdon,1627763.0,12.0,,,,,,,,,,,,,,
567,PT05M42.00S,2023-12-24T03:34:25.8Z,4,REGULAR,3pt,Jump Shot,[],201939,30.436925098554536,71.81372549019608,1610612744,107,94,2023-12-24T03:34:31Z,5360000,False,-109.0,234.0,1,left,MISS S. Curry 25' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
568,PT05M38.00S,2023-12-24T03:34:29.1Z,4,REGULAR,rebound,offensive,[],1626172,,,1610612744,107,94,2023-12-24T03:34:29Z,5370000,False,,,0,,K. Looney REBOUND (Off:6 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,567.0,10.0,4.0,6.0,,,,,,,,,,
569,PT05M32.00S,2023-12-24T03:34:37.9Z,4,REGULAR,foul,personal,['2freethrow'],1627763,,,1610612744,107,94,2023-12-24T03:35:03Z,5380000,False,,,0,,M. Brogdon shooting personal FOUL (2 PF) (Kuminga 2 FT),"[1627763, 1630228]",1610612757.0,POR,shooting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,2.0,0.0,,,,Kuminga,1630228.0,,
571,PT05M32.00S,2023-12-24T03:35:10.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630228,,,1610612744,108,94,2023-12-24T03:35:10Z,5400000,False,,,0,,J. Kuminga Free Throw 1 of 2 (6 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
572,PT05M32.00S,2023-12-24T03:35:26.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630228,,,1610612744,109,94,2023-12-24T03:35:26Z,5410000,False,,,0,,J. Kuminga Free Throw 2 of 2 (7 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
573,PT05M17.00S,2023-12-24T03:35:47.3Z,4,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612757,109,94,2023-12-24T03:36:02Z,5420000,False,,,0,,K. Looney shooting personal FOUL (2 PF) (Grant 2 FT),"[1626172, 203924]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,2.0,0.0,,,,Grant,203924.0,,
575,PT05M17.00S,2023-12-24T03:36:15.3Z,4,REGULAR,freethrow,1 of 2,[],203924,,,1610612757,109,94,2023-12-24T03:36:15Z,5440000,False,,,0,,MISS J. Grant Free Throw 1 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
576,PT05M17.00S,2023-12-24T03:36:15.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,109,94,2023-12-24T03:36:15Z,5450000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,575.0,,,,,,,,,,,,,
577,PT05M17.00S,2023-12-24T03:36:33.3Z,4,REGULAR,freethrow,2 of 2,[],203924,,,1610612757,109,95,2023-12-24T03:36:33Z,5460000,False,,,0,,J. Grant Free Throw 2 of 2 (17 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
579,PT05M01.00S,2023-12-24T03:36:51.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,5.601182654402102,49.50980392156863,1610612744,111,95,2023-12-24T03:36:59Z,5480000,False,2.0,0.0,1,left,J. Kuminga alley-oop DUNK (9 PTS) (K. Looney 7 AST),"[1630228, 1626172]",1610612744.0,GSW,alley-oop,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,0.25,Made,9.0,K. Looney,1626172.0,7.0,,,,,,,,,,,,,,
581,PT04M51.00S,2023-12-24T03:37:01.9Z,4,REGULAR,3pt,Jump Shot,[],203924,85.49605781865965,3.9215686274509802,1610612757,111,95,2023-12-24T03:37:27Z,5500000,False,-230.0,84.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Left Corner 3,24+ Left,24.52,Missed,,,,,,,,,,,,,,,,,,
582,PT04M48.00S,2023-12-24T03:37:04.9Z,4,REGULAR,rebound,defensive,[],1641764,,,1610612744,111,95,2023-12-24T03:37:27Z,5510000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:9),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,,,581.0,10.0,9.0,1.0,,,,,,,,,,
583,PT04M41.00S,2023-12-24T03:37:12.1Z,4,REGULAR,3pt,Jump Shot,[],202691,26.888961892247043,20.588235294117645,1610612744,114,95,2023-12-24T03:37:22Z,5520000,False,147.0,200.0,1,left,K. Thompson 24' 3PT  (28 PTS) (J. Kuminga 5 AST),"[202691, 1630228]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.85,Made,28.0,J. Kuminga,1630228.0,5.0,,,,,,,,,,,,,,
585,PT04M38.00S,2023-12-24T03:37:34.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,114,95,2023-12-24T03:37:34Z,5540000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,out,[],1629014,,,1610612757,114,95,2023-12-24T03:39:04Z,5550000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,out,[],1629028,,,1610612757,114,95,2023-12-24T03:39:04Z,5560000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,out,[],203924,,,1610612757,114,95,2023-12-24T03:39:04Z,5570000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,out,[],1627763,,,1610612757,114,95,2023-12-24T03:39:04Z,5580000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612757.0,POR,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,in,[],1631200,,,1610612757,114,95,2023-12-24T03:39:04Z,5590000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,in,[],1641712,,,1610612757,114,95,2023-12-24T03:39:04Z,5600000,False,,,0,,SUB in: R. Rupert,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,in,[],1630219,,,1610612757,114,95,2023-12-24T03:39:04Z,5610000,False,,,0,,SUB in: S. Mays,[1630219],1610612757.0,POR,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT04M38.00S,2023-12-24T03:38:29.5Z,4,REGULAR,substitution,in,[],1631133,,,1610612757,114,95,2023-12-24T03:39:04Z,5620000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT04M26.00S,2023-12-24T03:39:20.7Z,4,REGULAR,2pt,Jump Shot,[],1630703,75.64060446780552,53.431372549019606,1610612757,114,95,2023-12-24T03:39:27Z,5630000,False,17.0,176.0,1,right,MISS S. Henderson 17' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Center,17.73,Missed,,,,,,,,,,,,,,,,,,
595,PT04M21.00S,2023-12-24T03:39:25.6Z,4,REGULAR,rebound,offensive,[],1631133,,,1610612757,114,95,2023-12-24T03:39:25Z,5640000,False,,,0,,J. Walker REBOUND (Off:2 Def:2),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,,,,,594.0,4.0,2.0,2.0,,,,,,,,,,
596,PT04M19.00S,2023-12-24T03:39:27.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630703,70.77858081471747,74.01960784313727,1610612757,114,95,2023-12-24T03:39:36Z,5650000,False,120.0,222.0,1,right,MISS S. Henderson 25' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
597,PT04M16.00S,2023-12-24T03:39:30.1Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,114,95,2023-12-24T03:39:36Z,5660000,False,,,0,,K. Looney REBOUND (Off:6 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,,,,,596.0,11.0,5.0,6.0,,,,,,,,,,
598,PT04M10.00S,2023-12-24T03:39:36.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,5.732588699080158,49.26470588235294,1610612744,116,95,2023-12-24T03:39:48Z,5670000,False,4.0,1.0,1,left,J. Kuminga DUNK (11 PTS) (S. Curry 2 AST),"[1630228, 201939]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,0.4,Made,11.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
600,PT03M49.00S,2023-12-24T03:39:57.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,90.88370565045992,53.431372549019606,1610612757,116,97,2023-12-24T03:43:34Z,5690000,False,17.0,33.0,1,right,J. Walker driving finger roll Layup (2 PTS) (R. Rupert 1 AST),"[1631133, 1641712]",1610612757.0,POR,driving finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,3.74,Made,2.0,R. Rupert,1641712.0,1.0,,,,,,,,,,,,,,
602,PT03M49.00S,2023-12-24T03:40:02.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,116,97,2023-12-24T03:40:02Z,5710000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,out,[],1630228,,,1610612744,116,97,2023-12-24T03:41:35Z,5720000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,out,[],1641764,,,1610612744,116,97,2023-12-24T03:41:35Z,5730000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,out,[],1626172,,,1610612744,116,97,2023-12-24T03:41:35Z,5740000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,out,[],202691,,,1610612744,116,97,2023-12-24T03:41:35Z,5750000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,out,[],201939,,,1610612744,116,97,2023-12-24T03:41:35Z,5760000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,out,[],1630703,,,1610612744,116,97,2023-12-24T03:41:35Z,5770000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,in,[],1630541,,,1610612744,116,97,2023-12-24T03:41:35Z,5780000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,in,[],202709,,,1610612744,116,97,2023-12-24T03:41:35Z,5790000,False,,,0,,SUB in: C. Joseph,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,in,[],1629010,,,1610612744,116,97,2023-12-24T03:41:35Z,5800000,False,,,0,,SUB in: J. Robinson,[1629010],1610612744.0,GSW,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,in,[],1630586,,,1610612744,116,97,2023-12-24T03:41:35Z,5810000,False,,,0,,SUB in: U. Garuba,[1630586],1610612744.0,GSW,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,in,[],1630611,,,1610612744,116,97,2023-12-24T03:41:35Z,5820000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M49.00S,2023-12-24T03:40:21.8Z,4,REGULAR,substitution,in,[],1630688,,,1610612744,116,97,2023-12-24T03:41:35Z,5830000,False,,,0,,SUB in: I. Wainright,[1630688],1610612757.0,POR,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M29.00S,2023-12-24T03:42:00.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,5.338370565045992,54.166666666666664,1610612744,116,97,2023-12-24T03:44:47Z,5840000,False,-21.0,-2.0,1,left,MISS M. Moody driving finger roll Layup - blocked,"[1630541, 1631133]",1610612744.0,GSW,driving finger roll,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,Walker,1631133.0
616,PT03M29.00S,2023-12-24T03:42:00.1Z,4,REGULAR,block,,[],1631133,,,1610612744,116,97,2023-12-24T03:42:04Z,5850000,False,,,0,,J. Walker BLOCK (1 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
617,PT03M25.00S,2023-12-24T03:42:04.1Z,4,REGULAR,rebound,offensive,[],1630611,,,1610612744,116,97,2023-12-24T03:45:34Z,5860000,False,,,0,,G. Santos REBOUND (Off:1 Def:0),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,615.0,1.0,0.0,1.0,,,,,,,,,,
618,PT03M20.00S,2023-12-24T03:42:08.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629010,23.603810775295663,11.27450980392157,1610612744,116,97,2023-12-24T03:42:49Z,5870000,False,194.0,169.0,1,left,MISS J. Robinson 25' 3PT,[1629010],1610612744.0,GSW,,,,Robinson,J. Robinson,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
619,PT03M16.00S,2023-12-24T03:42:12.5Z,4,REGULAR,rebound,defensive,[],1630688,,,1610612757,116,97,2023-12-24T03:42:49Z,5880000,False,,,0,,I. Wainright REBOUND (Off:0 Def:1),[1630688],1610612757.0,POR,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Right Center,,,,,,,618.0,1.0,1.0,0.0,,,,,,,,,,
620,PT02M59.00S,2023-12-24T03:42:31.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612757,116,97,2023-12-24T03:42:43Z,5890000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,201639.0,,,,,,,,,
621,PT02M49.00S,2023-12-24T03:42:58.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630688,,,1610612744,116,97,2023-12-24T03:43:09Z,5900000,False,,,0,,I. Wainright shooting personal FOUL (1 PF) (Robinson 2 FT),"[1630688, 1629010]",1610612757.0,POR,shooting,,,Wainright,I. Wainright,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,1.0,0.0,,,,Robinson,1629010.0,,
623,PT02M49.00S,2023-12-24T03:43:22.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629010,,,1610612744,117,97,2023-12-24T03:43:44Z,5920000,False,,,0,,J. Robinson Free Throw 1 of 2 (1 PTS),[1629010],1610612744.0,GSW,,,,Robinson,J. Robinson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
624,PT02M49.00S,2023-12-24T03:43:22.9Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629010,,,1610612744,117,97,2023-12-24T03:43:44Z,5930000,False,,,0,,MISS J. Robinson Free Throw 2 of 2,[1629010],1610612744.0,GSW,,,,Robinson,J. Robinson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
625,PT02M46.00S,2023-12-24T03:43:25.9Z,4,REGULAR,rebound,defensive,[],1631200,,,1610612757,117,97,2023-12-24T03:43:44Z,5940000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,624.0,1.0,1.0,0.0,,,,,,,,,,
626,PT02M40.00S,2023-12-24T03:43:44.2Z,4,REGULAR,turnover,bad pass,[],1630219,,,1610612757,117,97,2023-12-24T03:43:51Z,5950000,False,,,0,,S. Mays bad pass TURNOVER (1 TO),"[1630219, 1630586]",1610612757.0,POR,,,,Mays,S. Mays,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,Garuba,1630586.0,,,,
627,PT02M40.00S,2023-12-24T03:43:44.2Z,4,REGULAR,steal,,[],1630586,,,1610612744,117,97,2023-12-24T03:43:47Z,5960000,False,,,0,,U. Garuba STEAL (1 STL),[1630586],1610612744.0,GSW,,,,Garuba,U. Garuba,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
