actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
91,PT04M23.00S,2023-11-02T02:25:58.2Z,1,REGULAR,substitution,out,[],1630558,,,1610612744,21,17,2023-11-02T02:26:18Z,910000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M23.00S,2023-11-02T02:25:58.2Z,1,REGULAR,substitution,out,[],203084,,,1610612744,21,17,2023-11-02T02:26:18Z,920000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M23.00S,2023-11-02T02:25:58.2Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,21,17,2023-11-02T02:26:18Z,930000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2023-11-02T02:25:58.2Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,21,17,2023-11-02T02:26:18Z,940000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M23.00S,2023-11-02T02:25:58.2Z,1,REGULAR,substitution,in,[],1641732,,,1610612744,21,17,2023-11-02T02:26:18Z,950000,False,,,0,,SUB in: C. Jones,[1641732],1610612758.0,SAC,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2023-11-02T02:25:58.2Z,1,REGULAR,substitution,in,[],1628426,,,1610612744,21,17,2023-11-02T02:26:18Z,960000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M23.00S,2023-11-02T02:25:58.2Z,1,REGULAR,substitution,in,[],1628370,,,1610612744,21,17,2023-11-02T02:26:18Z,970000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M06.00S,2023-11-02T02:26:35.2Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,21,17,2023-11-02T02:26:39Z,980000,False,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 1631099]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,Murray,1631099.0,,,,,
99,PT04M06.00S,2023-11-02T02:26:35.2Z,1,REGULAR,steal,,[],1631099,,,1610612758,21,17,2023-11-02T02:26:36Z,990000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
100,PT04M06.00S,2023-11-02T02:26:38.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612758,21,17,2023-11-02T02:26:47Z,1000000,False,,,0,,S. Curry personal FOUL (1 PF) (Murray 2 FT),"[201939, 1631099]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,201246.0,1.0,0.0,Murray,1631099.0,,,,,,,,,
102,PT04M06.00S,2023-11-02T02:27:14.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631099,,,1610612758,21,18,2023-11-02T02:27:14Z,1020000,False,,,0,,K. Murray Free Throw 1 of 2 (1 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
103,PT04M06.00S,2023-11-02T02:27:15.2Z,1,REGULAR,substitution,out,[],201939,,,1610612758,21,18,2023-11-02T02:27:17Z,1030000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M06.00S,2023-11-02T02:27:15.2Z,1,REGULAR,substitution,in,[],1630541,,,1610612758,21,18,2023-11-02T02:27:17Z,1040000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M06.00S,2023-11-02T02:27:28.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631099,,,1610612758,21,19,2023-11-02T02:27:28Z,1050000,False,,,0,,K. Murray Free Throw 2 of 2 (2 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
106,PT03M57.00S,2023-11-02T02:27:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,88.64980289093299,47.30392156862745,1610612744,21,19,2023-11-02T02:27:50Z,1060000,False,-13.0,54.0,1,right,MISS G. Payton II Layup,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
108,PT03M55.00S,2023-11-02T02:27:41.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,21,19,2023-11-02T02:27:43Z,1080000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,106.0,,,2.0,2.0,0.0,,
109,PT03M42.00S,2023-11-02T02:27:54.7Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612758,21,19,2023-11-02T02:27:57Z,1090000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 1627780]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,Payton II,1627780.0,,,,,
110,PT03M42.00S,2023-11-02T02:27:54.7Z,1,REGULAR,steal,,[],1627780,,,1610612744,21,19,2023-11-02T02:27:55Z,1100000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
111,PT03M38.00S,2023-11-02T02:27:57.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203967,92.46057818659659,54.65686274509803,1610612744,23,19,2023-11-02T02:28:03Z,1110000,False,23.0,18.0,1,right,D. Saric running Layup (2 PTS) (G. Payton II 1 AST),"[203967, 1627780]",1610612744.0,GSW,running,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,2.97,Made,2.0,G. Payton II,1627780.0,1.0,,,,,,,,,,,,,,
113,PT03M23.00S,2023-11-02T02:28:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628426,9.280551905387648,36.76470588235294,1610612758,23,19,2023-11-02T02:28:25Z,1130000,False,66.0,35.0,1,left,MISS A. Vezenkov 7' cutting finger roll Layup,[1628426],1610612758.0,SAC,cutting finger roll,,,Vezenkov,A. Vezenkov,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
114,PT03M20.00S,2023-11-02T02:28:17.1Z,1,REGULAR,rebound,defensive,[],203967,,,1610612744,23,19,2023-11-02T02:28:30Z,1140000,False,,,0,,D. Saric REBOUND (Off:0 Def:1),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,113.0,,,1.0,1.0,0.0,,
115,PT03M13.00S,2023-11-02T02:28:23.3Z,1,REGULAR,3pt,Jump Shot,[],203967,67.7562417871222,68.13725490196079,1610612744,23,19,2023-11-02T02:28:31Z,1150000,False,91.0,251.0,1,right,MISS D. Saric 26' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
116,PT03M13.00S,2023-11-02T02:28:23.3Z,1,REGULAR,rebound,defensive,[],1628426,,,1610612758,23,19,2023-11-02T02:28:31Z,1160000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:1),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,115.0,,,1.0,1.0,0.0,,
117,PT02M59.00S,2023-11-02T02:28:37.9Z,1,REGULAR,3pt,Jump Shot,[],1631099,26.888961892247043,11.029411764705882,1610612758,23,19,2023-11-02T02:28:42Z,1170000,False,195.0,200.0,1,left,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,27.95,Missed,,,,,,,,,,,,,,,,,,
118,PT02M57.00S,2023-11-02T02:28:39.9Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,23,19,2023-11-02T02:29:01Z,1180000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,117.0,,,1.0,1.0,0.0,,
119,PT02M45.00S,2023-11-02T02:28:51.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627780,87.86136662286465,47.549019607843135,1610612744,25,19,2023-11-02T02:29:02Z,1190000,False,-12.0,62.0,1,right,G. Payton II 6' Hook (2 PTS) (D. Saric 1 AST),"[1627780, 203967]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,2.0,D. Saric,203967.0,1.0,,,,,,,,,,,,,,
121,PT02M38.00S,2023-11-02T02:29:03.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,25,19,2023-11-02T02:29:03Z,1210000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M38.00S,2023-11-02T02:31:26.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,25,19,2023-11-02T02:31:51Z,1220000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M38.00S,2023-11-02T02:31:26.9Z,1,REGULAR,substitution,in,[],201580,,,1610612758,25,19,2023-11-02T02:31:51Z,1230000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M33.00S,2023-11-02T02:32:20.6Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1627780,,,1610612758,25,19,2023-11-02T02:32:27Z,1250000,False,,,0,,G. Payton II defensive-3-second technical FOUL (1 Tech),[1627780],1610612744.0,GSW,defensive-3-second,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1148.0,0.0,1.0,,,,,,,,,,,
126,PT02M33.00S,2023-11-02T02:32:31.9Z,1,REGULAR,freethrow,1 of 1,[],1628370,,,1610612758,25,20,2023-11-02T02:32:31Z,1260000,False,,,0,,M. Monk technical Free Throw 1 of 1 (1 PTS),[1628370],1610612758.0,SAC,technical,,,Monk,M. Monk,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
127,PT02M25.00S,2023-11-02T02:32:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201580,10.5946123521682,48.03921568627451,1610612758,25,22,2023-11-02T02:33:24Z,1270000,False,10.0,47.0,1,left,J. McGee alley-oop Layup (2 PTS) (M. Monk 1 AST),"[201580, 1628370]",1610612758.0,SAC,alley-oop,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,4.81,Made,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
129,PT02M00.00S,2023-11-02T02:33:15.6Z,1,REGULAR,3pt,Jump Shot,[],101108,74.72076215505913,10.294117647058822,1610612744,25,22,2023-11-02T02:33:34Z,1290000,False,-199.0,185.0,1,right,MISS C. Paul 27' 3PT - blocked,"[101108, 1628370]",1610612744.0,GSW,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,27.14,Missed,,,,,,,,,,,,,,,,,Monk,1628370.0
246,PT02M00.00S,2023-11-02T02:33:15.6Z,1,REGULAR,block,,[],1628370,,,1610612744,25,22,2023-11-02T02:56:20Z,1295000,False,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
130,PT02M00.00S,2023-11-02T02:33:15.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,25,22,2023-11-02T02:33:34Z,1300000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,129.0,,,,,,,
131,PT02M00.00S,2023-11-02T02:33:21.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,25,22,2023-11-02T02:33:30Z,1310000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,,,,,,,,,
132,PT01M50.00S,2023-11-02T02:33:42.9Z,1,REGULAR,turnover,backcourt,[],1628370,,,1610612758,25,22,2023-11-02T02:33:53Z,1320000,False,,,0,,M. Monk backcourt TURNOVER (2 TO),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,,,,201246.0,,,,,2.0,,,,,,,,
133,PT01M30.00S,2023-11-02T02:34:20.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630228,85.3646517739816,45.34313725490196,1610612744,27,22,2023-11-02T02:34:26Z,1330000,False,-23.0,85.0,1,right,J. Kuminga 8' pullup Jump Shot (2 PTS),[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,8.82,Made,2.0,,,,,,,,,,,,,,,,,
134,PT01M18.00S,2023-11-02T02:34:31.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641732,9.149145860709593,35.53921568627451,1610612758,27,24,2023-11-02T02:34:38Z,1340000,False,72.0,34.0,1,left,C. Jones 7' floating Jump Shot (2 PTS),[1641732],1610612758.0,SAC,floating,,,Jones,C. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.97,Made,2.0,,,,,,,,,,,,,,,,,
135,PT01M12.00S,2023-11-02T02:34:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1641732,,,1610612744,27,24,2023-11-02T02:34:51Z,1350000,False,,,0,,C. Jones shooting personal FOUL (1 PF) (Moody 2 FT),"[1641732, 1630541]",1610612758.0,SAC,shooting,,,Jones,C. Jones,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,1.0,0.0,Moody,1630541.0,,,,,,,,,
137,PT01M12.00S,2023-11-02T02:35:05.1Z,1,REGULAR,freethrow,1 of 2,[],1630541,,,1610612744,28,24,2023-11-02T02:35:40Z,1370000,False,,,0,,M. Moody Free Throw 1 of 2 (1 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
138,PT01M12.00S,2023-11-02T02:35:09.8Z,1,REGULAR,substitution,out,[],1631099,,,1610612744,28,24,2023-11-02T02:35:23Z,1380000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M12.00S,2023-11-02T02:35:09.8Z,1,REGULAR,substitution,in,[],1630537,,,1610612744,28,24,2023-11-02T02:35:23Z,1390000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M12.00S,2023-11-02T02:35:05.1Z,1,REGULAR,freethrow,2 of 2,[],1630541,,,1610612744,28,24,2023-11-02T02:35:40Z,1400000,False,,,0,,MISS M. Moody Free Throw 2 of 2,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT01M10.00S,2023-11-02T02:35:07.1Z,1,REGULAR,rebound,defensive,[],1628426,,,1610612758,28,24,2023-11-02T02:35:40Z,1410000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:2),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,140.0,,,2.0,2.0,0.0,,
142,PT00M56.00S,2023-11-02T02:35:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641732,7.703679369250986,38.23529411764706,1610612758,28,26,2023-11-02T02:37:37Z,1420000,False,59.0,20.0,1,left,C. Jones 6' driving finger roll Layup (4 PTS),[1641732],1610612758.0,SAC,driving finger roll,,,Jones,C. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.21,Made,4.0,,,,,,,,,,,,,,,,,
143,PT00M50.90S,2023-11-02T02:36:00.4Z,1,REGULAR,3pt,Jump Shot,[],203967,65.78515111695138,44.6078431372549,1610612744,28,26,2023-11-02T02:38:09Z,1430000,False,-27.0,269.0,1,right,MISS D. Saric 27' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
144,PT00M50.90S,2023-11-02T02:36:00.4Z,1,REGULAR,rebound,defensive,[],1628426,,,1610612758,28,26,2023-11-02T02:36:11Z,1440000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:3),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,143.0,,,3.0,3.0,0.0,,
145,PT00M38.50S,2023-11-02T02:36:12.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201580,6.915243101182654,36.029411764705884,1610612758,28,28,2023-11-02T02:39:53Z,1450000,False,70.0,13.0,1,left,J. McGee 7' Hook (4 PTS) (C. Duarte 1 AST),"[201580, 1630537]",1610612758.0,SAC,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,7.1,Made,4.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,
148,PT00M15.70S,2023-11-02T02:36:55.8Z,1,REGULAR,3pt,Jump Shot,[],1630228,95.3515111695138,95.83333333333334,1610612744,28,28,2023-11-02T02:37:02Z,1480000,False,229.0,-9.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
149,PT00M12.70S,2023-11-02T02:36:58.8Z,1,REGULAR,rebound,defensive,[],201580,,,1610612758,28,28,2023-11-02T02:37:02Z,1490000,False,,,0,,J. McGee REBOUND (Off:0 Def:1),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,148.0,,,1.0,1.0,0.0,,
150,PT00M02.40S,2023-11-02T02:37:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,23.99802890932983,6.372549019607843,1610612758,28,31,2023-11-02T02:40:30Z,1500000,False,218.0,173.0,1,left,M. Monk 27' 3PT step back (4 PTS),[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,27.84,Made,4.0,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2023-11-02T02:37:18.8Z,1,REGULAR,period,end,[],0,,,1610612744,28,31,2023-11-02T02:37:18Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-11-02T02:39:51.6Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,28,31,2023-11-02T02:40:05Z,1520000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-11-02T02:39:51.6Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,28,31,2023-11-02T02:40:05Z,1530000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-11-02T02:40:03.6Z,2,REGULAR,period,start,[],0,,,1610612758,28,31,2023-11-02T02:40:06Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M49.00S,2023-11-02T02:40:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641732,6.915243101182654,55.14705882352941,1610612758,28,31,2023-11-02T02:41:09Z,1550000,False,-26.0,13.0,1,left,MISS C. Jones driving Layup,[1641732],1610612758.0,SAC,driving,,,Jones,C. Jones,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,,,,,,,
156,PT11M47.00S,2023-11-02T02:40:16.0Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,28,31,2023-11-02T02:40:16Z,1560000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,155.0,,,1.0,1.0,0.0,,
157,PT11M39.00S,2023-11-02T02:40:23.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,86.5473061760841,35.53921568627451,1610612744,28,31,2023-11-02T02:40:28Z,1570000,False,-72.0,74.0,1,right,MISS J. Kuminga 10' turnaround Shot,[1630228],1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Left,10.35,Missed,,,,,,,,,,,,,,,,,,
158,PT11M39.00S,2023-11-02T02:40:23.1Z,2,REGULAR,rebound,defensive,[],201580,,,1610612758,28,31,2023-11-02T02:40:28Z,1580000,False,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,157.0,,,2.0,2.0,0.0,,
159,PT11M25.00S,2023-11-02T02:40:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628426,7.178055190538765,38.72549019607843,1610612758,28,33,2023-11-02T02:40:44Z,1590000,False,56.0,15.0,1,left,A. Vezenkov Layup (2 PTS) (C. Jones 1 AST),"[1628426, 1641732]",1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,2.0,C. Jones,1641732.0,1.0,,,,,,,,,,,,,,
161,PT11M09.00S,2023-11-02T02:40:52.7Z,2,REGULAR,2pt,Jump Shot,[],203967,91.27792378449409,76.22549019607843,1610612744,30,33,2023-11-02T02:41:00Z,1610000,False,131.0,29.0,1,right,D. Saric 13' Jump Shot (4 PTS) (K. Thompson 1 AST),"[203967, 202691]",1610612744.0,GSW,,,,Saric,D. Saric,,,,,Mid-Range,8-16 Right,13.44,Made,4.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
164,PT10M42.00S,2023-11-02T02:41:28.6Z,2,REGULAR,2pt,Jump Shot,[],1630537,4.5499342969776615,76.47058823529412,1610612758,30,33,2023-11-02T02:41:35Z,1640000,False,-132.0,-10.0,1,left,MISS C. Duarte 13' fadeaway Shot,[1630537],1610612758.0,SAC,fadeaway,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Left,13.28,Missed,,,,,,,,,,,,,,,,,,
165,PT10M42.00S,2023-11-02T02:41:31.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,30,33,2023-11-02T02:41:31Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,164.0,,,,,,,
166,PT10M42.00S,2023-11-02T02:41:31.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612758,30,33,2023-11-02T02:41:39Z,1660000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,201246.0,,,,,,,,,,,,,
167,PT10M37.00S,2023-11-02T02:41:59.9Z,2,REGULAR,foul,technical,['1freethrow'],201580,,,1610612744,30,33,2023-11-02T02:42:08Z,1670000,False,,,0,,J. McGee defensive-3-second technical FOUL (1 Tech),[201580],1610612758.0,SAC,defensive-3-second,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,0.0,1.0,,,,,,,,,,,
168,PT10M37.00S,2023-11-02T02:42:17.1Z,2,REGULAR,freethrow,1 of 1,[],202691,,,1610612744,31,33,2023-11-02T02:42:17Z,1680000,False,,,0,,K. Thompson technical Free Throw 1 of 1 (8 PTS),[202691],1610612744.0,GSW,technical,,,Thompson,K. Thompson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
169,PT10M25.00S,2023-11-02T02:42:44.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202691,69.85873850197109,58.57843137254902,1610612744,31,33,2023-11-02T02:44:01Z,1690000,False,43.0,231.0,1,right,MISS K. Thompson 23' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,23.48,Missed,,,,,,,,,,,,,,,,,,
170,PT10M23.00S,2023-11-02T02:42:46.0Z,2,REGULAR,rebound,defensive,[],201580,,,1610612758,31,33,2023-11-02T02:42:50Z,1700000,False,,,0,,J. McGee REBOUND (Off:0 Def:3),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,169.0,,,3.0,3.0,0.0,,
171,PT10M20.00S,2023-11-02T02:42:50.6Z,2,REGULAR,foul,personal,['2freethrow'],202691,,,1610612758,31,33,2023-11-02T02:43:22Z,1710000,False,,,0,,K. Thompson shooting personal FOUL (2 PF) (Duarte 2 FT),"[202691, 1630537]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,
173,PT10M20.00S,2023-11-02T02:43:23.5Z,2,REGULAR,freethrow,1 of 2,[],1630537,,,1610612758,31,34,2023-11-02T02:43:23Z,1730000,False,,,0,,C. Duarte Free Throw 1 of 2 (1 PTS),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
174,PT10M20.00S,2023-11-02T02:43:36.6Z,2,REGULAR,freethrow,2 of 2,[],1630537,,,1610612758,31,35,2023-11-02T02:43:36Z,1740000,False,,,0,,C. Duarte Free Throw 2 of 2 (2 PTS),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
