actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
333,PT09M31.00S,2024-03-07T04:29:22.5Z,3,REGULAR,3pt,Jump Shot,[],203081,69.59592641261499,12.009803921568627,1610612749,81,65,2024-03-07T04:29:31Z,3280000,False,-190.0,233.0,1,right,D. Lillard 30' 3PT  (14 PTS) (G. Antetokounmpo 4 AST),"[203081, 203507]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,30.09,Made,14.0,Lillard,D. Lillard,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,,,,,
335,PT09M29.00S,2024-03-07T04:29:28.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,81,65,2024-03-07T04:29:28Z,3300000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT09M14.00S,2024-03-07T04:33:06.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,9.674770039421814,38.23529411764706,1610612744,81,65,2024-03-07T04:33:27Z,3320000,False,59.0,38.0,1,left,MISS D. Green 7' finger roll Layup,[203110],1610612744.0,GSW,finger roll,,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
339,PT09M10.00S,2024-03-07T04:33:10.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,81,65,2024-03-07T04:33:12Z,3340000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:3),[203507],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,337.0,4.0,3.0,1.0,,,,,,,,,,,
340,PT09M07.00S,2024-03-07T04:33:13.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203507,93.11760840998686,54.90196078431373,1610612749,81,67,2024-03-07T04:34:19Z,3350000,False,25.0,12.0,1,right,G. Antetokounmpo running Layup (16 PTS),[203507],1610612749.0,MIL,running,,,,,,Restricted Area,0-8 Center,2.74,Made,16.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
341,PT08M42.00S,2024-03-07T04:33:40.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612744,81,67,2024-03-07T04:33:47Z,3360000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,202037.0,,,,,,,,
342,PT08M32.00S,2024-03-07T04:34:04.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203081,73.40670170827858,11.519607843137255,1610612749,81,70,2024-03-07T04:34:11Z,3370000,False,-192.0,197.0,1,right,D. Lillard 27' 3PT step back (17 PTS),[203081],1610612749.0,MIL,step back,,,,,,Above the Break 3,24+ Left Center,27.57,Made,17.0,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
343,PT08M20.00S,2024-03-07T04:34:16.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,9.149145860709593,54.41176470588235,1610612744,81,70,2024-03-07T04:34:32Z,3380000,False,-22.0,34.0,1,left,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,4.01,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
344,PT08M18.00S,2024-03-07T04:34:18.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,81,70,2024-03-07T04:34:22Z,3390000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,343.0,5.0,4.0,1.0,,,,,,,,,,,
345,PT08M08.00S,2024-03-07T04:34:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201572,92.9862023653088,56.61764705882353,1610612749,81,70,2024-03-07T04:35:02Z,3400000,False,33.0,13.0,1,right,MISS B. Lopez cutting Layup,[201572],1610612749.0,MIL,cutting,,,,,,Restricted Area,0-8 Center,3.57,Missed,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
346,PT08M06.00S,2024-03-07T04:34:30.6Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,81,70,2024-03-07T04:34:35Z,3410000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,,345.0,4.0,4.0,0.0,,,,,,,,,,,
347,PT08M01.00S,2024-03-07T04:34:35.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203952,17.16491458607096,5.147058823529411,1610612744,81,70,2024-03-07T04:35:31Z,3420000,False,224.0,109.0,1,left,MISS A. Wiggins 24' running 3PT,[203952],1610612744.0,GSW,running,,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
348,PT07M59.00S,2024-03-07T04:34:37.2Z,3,REGULAR,rebound,offensive,[],1641764,,,1610612744,81,70,2024-03-07T04:35:22Z,3430000,False,,,0,,B. Podziemski REBOUND (Off:1 Def:3),[1641764],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Podziemski,B. Podziemski,,,,347.0,4.0,3.0,1.0,,,,,,,,,,,
349,PT07M48.00S,2024-03-07T04:34:51.5Z,3,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,81,70,2024-03-07T04:35:01Z,3440000,False,,,0,,J. Kuminga lost ball out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,lost ball,,,,,,Mid-Range,8-16 Left,,,,Kuminga,J. Kuminga,,,,,,,,,,202037.0,,,,,1.0,,,
350,PT07M48.00S,2024-03-07T04:34:56.1Z,3,REGULAR,substitution,out,[],1630228,,,1610612749,81,70,2024-03-07T04:35:07Z,3450000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
351,PT07M48.00S,2024-03-07T04:34:56.1Z,3,REGULAR,substitution,out,[],203952,,,1610612749,81,70,2024-03-07T04:35:07Z,3460000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
352,PT07M48.00S,2024-03-07T04:34:56.1Z,3,REGULAR,substitution,in,[],1627780,,,1610612749,81,70,2024-03-07T04:35:07Z,3470000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
353,PT07M48.00S,2024-03-07T04:34:56.1Z,3,REGULAR,substitution,in,[],202691,,,1610612749,81,70,2024-03-07T04:35:07Z,3480000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
354,PT07M32.00S,2024-03-07T04:35:32.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203081,71.69842312746385,12.5,1610612749,81,70,2024-03-07T04:36:39Z,3490000,False,-188.0,214.0,1,right,MISS D. Lillard 28' pullup 3PT,[203081],1610612749.0,MIL,pullup,,,,,,Above the Break 3,24+ Left Center,28.41,Missed,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
355,PT07M30.00S,2024-03-07T04:35:34.9Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,81,70,2024-03-07T04:35:37Z,3500000,False,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Green,D. Green,,,,354.0,5.0,5.0,0.0,,,,,,,,,,,
356,PT07M26.00S,2024-03-07T04:35:39.1Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,81,70,2024-03-07T04:35:45Z,3510000,False,,,0,,D. Green bad pass TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Green,D. Green,,,,,,,,,,,,,,,1.0,,,
358,PT07M26.00S,2024-03-07T04:35:47.8Z,3,REGULAR,foul,personal,[],1627780,,,1610612749,81,70,2024-03-07T04:35:53Z,3530000,False,,,0,,G. Payton II loose ball personal FOUL (1 PF),"[1627780, 203081]",1610612744.0,GSW,loose ball,,,,,,Mid-Range,16-24 Right,,,,Payton II,G. Payton II,,,,,,,,,,1148.0,1.0,0.0,Lillard,203081.0,,,,
360,PT07M10.00S,2024-03-07T04:36:34.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201572,93.38042049934296,42.40196078431372,1610612749,81,72,2024-03-07T04:36:37Z,3550000,False,-38.0,10.0,1,right,B. Lopez Layup (7 PTS) (G. Antetokounmpo 5 AST),"[201572, 203507]",1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,3.92,Made,7.0,Lopez,B. Lopez,G. Antetokounmpo,203507.0,5.0,,,,,,,,,,,,,,,
362,PT06M59.00S,2024-03-07T04:36:44.3Z,3,REGULAR,3pt,Jump Shot,[],201939,20.581471747700395,5.637254901960785,1610612744,81,72,2024-03-07T04:37:30Z,3570000,False,222.0,141.0,1,left,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
363,PT06M55.00S,2024-03-07T04:36:48.3Z,3,REGULAR,rebound,defensive,[],203081,,,1610612749,81,72,2024-03-07T04:48:39Z,3580000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,,,,Lillard,D. Lillard,,,,362.0,1.0,1.0,0.0,,,,,,,,,,,
364,PT06M52.00S,2024-03-07T04:36:51.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203081,68.54467805519053,22.794117647058822,1610612749,81,72,2024-03-07T04:38:33Z,3590000,False,-136.0,243.0,1,right,MISS D. Lillard 27' running pullup 3PT,[203081],1610612749.0,MIL,running pullup,,,,,,Above the Break 3,24+ Left Center,27.86,Missed,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
365,PT06M51.00S,2024-03-07T04:36:56.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,81,72,2024-03-07T04:36:56Z,3600000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,364.0,,,,,,,,,,,,,,
366,PT06M51.00S,2024-03-07T04:36:58.1Z,3,REGULAR,foul,personal,[],203507,,,1610612744,81,72,2024-03-07T04:37:05Z,3610000,False,,,0,,G. Antetokounmpo loose ball personal FOUL (1 PF),"[203507, 1641764]",1610612749.0,MIL,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,202037.0,1.0,0.0,Podziemski,1641764.0,,,,
368,PT06M41.00S,2024-03-07T04:37:33.6Z,3,REGULAR,2pt,Jump Shot,[],201939,17.16491458607096,16.42156862745098,1610612744,83,72,2024-03-07T04:37:38Z,3630000,False,168.0,109.0,1,left,S. Curry 20' Jump Shot (22 PTS) (D. Green 4 AST),"[201939, 203110]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right,20.01,Made,22.0,Curry,S. Curry,D. Green,203110.0,4.0,,,,,,,,,,,,,,,
370,PT06M19.00S,2024-03-07T04:37:54.6Z,3,REGULAR,3pt,Jump Shot,[],1627736,94.30026281208936,95.34313725490196,1610612749,83,72,2024-03-07T04:37:59Z,3650000,False,227.0,1.0,1,right,MISS M. Beasley 3PT,[1627736],1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,22.67,Missed,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
371,PT06M17.00S,2024-03-07T04:37:56.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,83,72,2024-03-07T04:38:07Z,3660000,False,,,0,,S. Curry REBOUND (Off:2 Def:5),[201939],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Curry,S. Curry,,,,370.0,7.0,5.0,2.0,,,,,,,,,,,
372,PT06M13.00S,2024-03-07T04:38:02.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201939,10.200394218134035,42.8921568627451,1610612744,83,72,2024-03-07T04:39:59Z,3670000,False,36.0,43.0,1,left,MISS S. Curry running Layup - blocked,"[201939, 1627736]",1610612744.0,GSW,running,,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,Curry,S. Curry,,,,,,,,Beasley,1627736.0,,,,,,,,,
373,PT06M13.00S,2024-03-07T04:38:02.9Z,3,REGULAR,block,,[],1627736,,,1610612744,83,72,2024-03-07T04:38:05Z,3680000,False,,,0,,M. Beasley BLOCK (1 BLK),[1627736],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
374,PT06M12.00S,2024-03-07T04:38:03.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,83,72,2024-03-07T04:39:59Z,3690000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,372.0,,,,,,,,,,,,,,
376,PT06M09.00S,2024-03-07T04:38:28.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,8.886333771353483,41.911764705882355,1610612744,83,72,2024-03-07T04:41:59Z,3710000,False,40.0,31.0,1,left,MISS D. Green cutting Layup,[203110],1610612744.0,GSW,cutting,,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,Green,D. Green,,,,,,,,,,,,,,,,,,
377,PT06M06.00S,2024-03-07T04:38:31.4Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,83,72,2024-03-07T04:41:59Z,3720000,False,,,0,,J. Crowder REBOUND (Off:1 Def:5),[203109],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Crowder,J. Crowder,,,,376.0,6.0,5.0,1.0,,,,,,,,,,,
378,PT05M59.00S,2024-03-07T04:38:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.40932982917214,43.13725490196079,1610612749,83,74,2024-03-07T04:42:17Z,3730000,False,-34.0,28.0,1,right,G. Antetokounmpo driving Layup (18 PTS),[203507],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,18.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
379,PT05M59.00S,2024-03-07T04:38:39.3Z,3,REGULAR,foul,personal,['1freethrow'],1627780,,,1610612749,83,74,2024-03-07T04:38:49Z,3740000,False,,,0,,G. Payton II shooting personal FOUL (2 PF) (Antetokounmpo 1 FT),"[1627780, 203507]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Payton II,G. Payton II,,,,,,,,,,202037.0,2.0,0.0,Antetokounmpo,203507.0,,,,
381,PT05M59.00S,2024-03-07T04:38:59.8Z,3,REGULAR,substitution,out,[],1641764,,,1610612749,83,74,2024-03-07T04:39:55Z,3760000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
382,PT05M59.00S,2024-03-07T04:38:59.8Z,3,REGULAR,substitution,in,[],101108,,,1610612749,83,74,2024-03-07T04:39:55Z,3770000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
383,PT05M59.00S,2024-03-07T04:39:36.9Z,3,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,83,75,2024-03-07T04:39:36Z,3780000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (19 PTS),[203507],1610612749.0,MIL,,,,,,,,,,Made,19.0,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
384,PT05M45.00S,2024-03-07T04:39:53.5Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,83,75,2024-03-07T04:39:58Z,3790000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 203109]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,Green,D. Green,,,,,,,,,,,,,,,2.0,Crowder,203109.0,
385,PT05M45.00S,2024-03-07T04:39:53.5Z,3,REGULAR,steal,,[],203109,,,1610612749,83,75,2024-03-07T04:39:55Z,3800000,False,,,0,,J. Crowder STEAL (1 STL),[203109],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Center,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
386,PT05M33.00S,2024-03-07T04:40:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201572,92.85479632063075,42.64705882352941,1610612749,83,77,2024-03-07T04:40:08Z,3810000,False,-37.0,15.0,1,right,B. Lopez Layup (9 PTS) (G. Antetokounmpo 6 AST),"[201572, 203507]",1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,3.96,Made,9.0,Lopez,B. Lopez,G. Antetokounmpo,203507.0,6.0,,,,,,,,,,,,,,,
388,PT05M33.00S,2024-03-07T04:40:08.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,83,77,2024-03-07T04:40:08Z,3830000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M33.00S,2024-03-07T04:42:21.9Z,3,REGULAR,substitution,out,[],203110,,,1610612744,83,77,2024-03-07T04:43:14Z,3840000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
390,PT05M33.00S,2024-03-07T04:42:21.9Z,3,REGULAR,substitution,out,[],201572,,,1610612744,83,77,2024-03-07T04:43:14Z,3850000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
391,PT05M33.00S,2024-03-07T04:42:21.9Z,3,REGULAR,substitution,in,[],1631218,,,1610612744,83,77,2024-03-07T04:43:14Z,3860000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
392,PT05M33.00S,2024-03-07T04:42:21.9Z,3,REGULAR,substitution,in,[],1626171,,,1610612744,83,77,2024-03-07T04:43:14Z,3870000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
393,PT05M17.00S,2024-03-07T04:43:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,8.623521681997373,48.77450980392157,1610612744,85,77,2024-03-07T04:44:39Z,3880000,False,6.0,29.0,1,left,T. Jackson-Davis cutting Layup (6 PTS) (K. Thompson 4 AST),"[1631218, 202691]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.92,Made,6.0,Jackson-Davis,T. Jackson-Davis,K. Thompson,202691.0,4.0,,,,,,,,,,,,,,,
395,PT04M54.00S,2024-03-07T04:44:11.6Z,3,REGULAR,turnover,bad pass,[],1626171,,,1610612749,85,77,2024-03-07T04:44:16Z,3900000,False,,,0,,B. Portis bad pass TURNOVER (3 TO),"[1626171, 101108]",1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Portis,B. Portis,,,,,,,,,,,,,,,3.0,Paul,101108.0,
396,PT04M54.00S,2024-03-07T04:44:11.6Z,3,REGULAR,steal,,[],101108,,,1610612744,85,77,2024-03-07T04:44:14Z,3910000,False,,,0,,C. Paul STEAL (3 STL),[101108],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
397,PT04M35.00S,2024-03-07T04:44:30.1Z,3,REGULAR,turnover,bad pass,[],101108,,,1610612744,85,77,2024-03-07T04:59:52Z,3920000,False,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 203081]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Paul,C. Paul,,,,,,,,,,,,,,,2.0,Lillard,203081.0,
398,PT04M35.00S,2024-03-07T04:44:30.1Z,3,REGULAR,steal,,[],203081,,,1610612749,85,77,2024-03-07T04:44:31Z,3930000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
401,PT04M32.00S,2024-03-07T04:45:32.2Z,3,REGULAR,jumpball,recovered,[],202691,,,1610612749,85,77,2024-03-07T04:47:10Z,3935000,False,,,0,,Jump Ball G. Payton II vs. D. Lillard: Tip to K. Thompson,"[202691, 1627780, 203081]",1610612744.0,GSW,heldball,K. Thompson,Payton II,1627780.0,Lillard,203081.0,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,202691.0
399,PT04M32.00S,2024-03-07T04:45:32.2Z,3,REGULAR,substitution,out,[],203109,,,1610612749,85,77,2024-03-07T04:45:00Z,3940000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
400,PT04M32.00S,2024-03-07T04:45:32.2Z,3,REGULAR,substitution,in,[],201976,,,1610612749,85,77,2024-03-07T04:45:00Z,3950000,False,,,0,,SUB in: P. Beverley,[201976],1610612749.0,MIL,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
404,PT04M28.00S,2024-03-07T04:45:32.2Z,3,REGULAR,turnover,lost ball,[],1626171,,,1610612749,85,77,2024-03-07T04:59:57Z,3990000,False,,,0,,B. Portis lost ball TURNOVER (4 TO),"[1626171, 1627780]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Portis,B. Portis,,,,,,,,,,,,,,,4.0,Payton II,1627780.0,
405,PT04M28.00S,2024-03-07T04:45:32.2Z,3,REGULAR,steal,,[],1627780,,,1610612744,85,77,2024-03-07T04:45:32Z,4000000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
407,PT04M22.00S,2024-03-07T04:46:23.9Z,3,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612744,85,77,2024-03-07T04:46:31Z,4020000,False,,,0,,B. Portis shooting personal FOUL (3 PF) (Curry 2 FT),"[1626171, 201939]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Portis,B. Portis,,,,,,,,,,204058.0,3.0,0.0,Curry,201939.0,,,,
409,PT04M22.00S,2024-03-07T04:46:38.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201939,,,1610612744,85,77,2024-03-07T04:46:38Z,4040000,False,,,0,,MISS S. Curry Free Throw 1 of 2,[201939],1610612744.0,GSW,,,,,,,,,,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
410,PT04M22.00S,2024-03-07T04:46:38.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,85,77,2024-03-07T04:46:38Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,
411,PT04M22.00S,2024-03-07T04:46:57.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201939,,,1610612744,86,77,2024-03-07T04:46:57Z,4060000,False,,,0,,S. Curry Free Throw 2 of 2 (23 PTS),[201939],1610612744.0,GSW,,,,,,,,,,Made,23.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
412,PT04M15.00S,2024-03-07T04:47:07.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.40932982917214,56.127450980392155,1610612749,86,77,2024-03-07T04:50:17Z,4070000,False,31.0,28.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1631218]",1610612749.0,MIL,driving,,,,,,Restricted Area,0-8 Center,4.17,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Jackson-Davis,1631218.0,,,,,,,,,
413,PT04M15.00S,2024-03-07T04:47:07.9Z,3,REGULAR,block,,[],1631218,,,1610612749,86,77,2024-03-07T04:47:09Z,4080000,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
414,PT04M13.00S,2024-03-07T04:47:09.9Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,86,77,2024-03-07T04:50:17Z,4090000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:4),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,412.0,6.0,4.0,2.0,,,,,,,,,,,
415,PT04M10.00S,2024-03-07T04:47:12.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203507,94.40999984741211,50.0,1610612749,86,77,2024-03-07T04:47:35Z,4100000,False,0.0,0.0,1,right,MISS G. Antetokounmpo putback Layup - blocked,"[203507, 1631218]",1610612749.0,MIL,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Jackson-Davis,1631218.0,,,,,,,,,
420,PT04M10.00S,2024-03-07T04:47:12.4Z,3,REGULAR,block,,[],1631218,,,1610612749,86,77,2024-03-07T04:47:35Z,4105000,False,,,0,,T. Jackson-Davis BLOCK (2 BLK),[1631218],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
416,PT04M08.00S,2024-03-07T04:47:14.4Z,3,REGULAR,rebound,defensive,[],101108,,,1610612744,86,77,2024-03-07T04:47:35Z,4110000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Paul,C. Paul,,,,415.0,1.0,1.0,0.0,,,,,,,,,,,
417,PT04M01.00S,2024-03-07T04:47:21.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631218,6.521024967148489,41.17647058823529,1610612744,88,77,2024-03-07T04:47:26Z,4120000,False,44.0,9.0,1,left,T. Jackson-Davis alley-oop DUNK (8 PTS) (S. Curry 4 AST),"[1631218, 201939]",1610612744.0,GSW,alley-oop,,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,8.0,Jackson-Davis,T. Jackson-Davis,S. Curry,201939.0,4.0,,,,,,,,,,,,,,,
