actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
83,PT05M13.00S,2024-03-07T03:27:11.5Z,1,REGULAR,2pt,Jump Shot,[],201939,76.03482260183968,61.51960784313726,1610612744,23,19,2024-03-07T03:30:12Z,820000,False,58.0,173.0,1,right,S. Curry 18' pullup Jump Shot (7 PTS) (K. Looney 1 AST),"[201939, 1626172]",1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Right Center,18.21,Made,7.0,Curry,S. Curry,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
85,PT04M59.00S,2024-03-07T03:27:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203109,8.492115637319317,40.931372549019606,1610612749,23,19,2024-03-07T03:48:33Z,840000,False,45.0,27.0,1,left,MISS J. Crowder alley-oop Layup,[203109],1610612749.0,MIL,alley-oop,,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
86,PT04M57.00S,2024-03-07T03:27:29.9Z,1,REGULAR,rebound,offensive,[],203109,,,1610612749,23,19,2024-03-07T03:48:33Z,850000,False,,,0,,J. Crowder REBOUND (Off:1 Def:3),[203109],1610612749.0,MIL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Crowder,J. Crowder,,,,85.0,4.0,3.0,1.0,,,,,,,,,,,
87,PT04M57.00S,2024-03-07T03:27:33.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203109,5.590000152587891,50.0,1610612749,23,19,2024-03-07T03:48:49Z,860000,False,0.0,0.0,1,left,MISS J. Crowder tip Layup,[203109],1610612749.0,MIL,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
88,PT04M54.00S,2024-03-07T03:27:36.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,23,19,2024-03-07T03:48:49Z,870000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
89,PT04M50.00S,2024-03-07T03:27:36.5Z,1,REGULAR,3pt,Jump Shot,[],201939,65.78515111695138,14.705882352941178,1610612744,26,19,2024-03-07T03:34:07Z,880000,False,-176.0,269.0,1,right,S. Curry 32' 3PT pullup (10 PTS),[201939],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Left Center,32.18,Made,10.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,
90,PT04M48.00S,2024-03-07T03:27:43.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,26,19,2024-03-07T03:27:43Z,890000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,out,[],1641764,,,1610612749,26,19,2024-03-07T03:31:12Z,900000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
92,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,out,[],1627736,,,1610612749,26,19,2024-03-07T03:31:12Z,910000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,,,,,,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,
93,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,out,[],203507,,,1610612749,26,19,2024-03-07T03:31:12Z,920000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
94,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,out,[],203109,,,1610612749,26,19,2024-03-07T03:31:12Z,930000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,,,,,,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,
95,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,in,[],101108,,,1610612749,26,19,2024-03-07T03:31:12Z,940000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
96,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,26,19,2024-03-07T03:31:12Z,950000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,
97,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,26,19,2024-03-07T03:31:12Z,960000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,,,,,,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
98,PT04M48.00S,2024-03-07T03:30:50.5Z,1,REGULAR,substitution,in,[],201976,,,1610612749,26,19,2024-03-07T03:31:12Z,970000,False,,,0,,SUB in: P. Beverley,[201976],1610612749.0,MIL,,,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
99,PT04M32.00S,2024-03-07T03:31:38.6Z,1,REGULAR,2pt,Jump Shot,[],203081,15.588042049934298,76.7156862745098,1610612749,26,19,2024-03-07T03:34:32Z,980000,False,-134.0,94.0,1,left,MISS D. Lillard 16' step back Shot - blocked,"[203081, 1627780]",1610612749.0,MIL,step back,,,,,,Mid-Range,16-24 Left,16.34,Missed,,Lillard,D. Lillard,,,,,,,,Payton II,1627780.0,,,,,,,,,
151,PT04M32.00S,2024-03-07T03:31:38.6Z,1,REGULAR,block,,[],1627780,,,1610612749,26,19,2024-03-07T03:38:54Z,985000,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
100,PT04M30.00S,2024-03-07T03:31:40.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,26,19,2024-03-07T03:32:07Z,990000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left,,,,Thompson,K. Thompson,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,
101,PT04M23.00S,2024-03-07T03:31:46.8Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,26,19,2024-03-07T03:35:34Z,1000000,False,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 201976]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Curry,S. Curry,,,,,,,,,,,,,,,1.0,Beverley,201976.0,
102,PT04M23.00S,2024-03-07T03:31:46.8Z,1,REGULAR,steal,,[],201976,,,1610612749,26,19,2024-03-07T03:31:48Z,1010000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2024-03-07T03:31:51.9Z,1,REGULAR,turnover,out-of-bounds,[],201976,,,1610612749,26,19,2024-03-07T03:49:15Z,1020000,False,,,0,,P. Beverley bad pass out-of-bounds TURNOVER (1 TO),[201976],1610612749.0,MIL,bad pass,,,,,,Above the Break 3,24+ Right Center,,,,Beverley,P. Beverley,,,,,,,,,,1148.0,,,,,1.0,,,
104,PT04M07.00S,2024-03-07T03:32:13.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627780,90.09526938239159,47.30392156862745,1610612744,28,19,2024-03-07T03:32:18Z,1030000,False,-13.0,41.0,1,right,G. Payton II Layup (2 PTS) (C. Paul 1 AST),"[1627780, 101108]",1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,4.28,Made,2.0,Payton II,G. Payton II,C. Paul,101108.0,1.0,,,,,,,,,,,,,,,
106,PT03M47.00S,2024-03-07T03:32:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.966491458607096,59.55882352941176,1610612749,28,21,2024-03-07T03:36:59Z,1050000,False,-48.0,22.0,1,left,D. Lillard driving Layup (8 PTS),[203081],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.28,Made,8.0,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
107,PT03M40.00S,2024-03-07T03:32:40.6Z,1,REGULAR,3pt,Jump Shot,[],201939,65.65374507227332,59.55882352941176,1610612744,28,21,2024-03-07T03:37:31Z,1060000,False,48.0,270.0,1,right,MISS S. Curry 27' pullup 3PT - blocked,"[201939, 201976]",1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Center,27.46,Missed,,Curry,S. Curry,,,,,,,,Beverley,201976.0,,,,,,,,,
108,PT03M40.00S,2024-03-07T03:32:40.6Z,1,REGULAR,block,,[],201976,,,1610612744,28,21,2024-03-07T03:32:43Z,1070000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
109,PT03M40.00S,2024-03-07T03:32:40.6Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,28,21,2024-03-07T03:32:51Z,1080000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Portis,B. Portis,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,
110,PT03M33.00S,2024-03-07T03:32:48.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626171,14.931011826544022,75.24509803921569,1610612749,28,23,2024-03-07T03:37:54Z,1090000,False,-126.0,88.0,1,left,B. Portis 15' running pullup Jump Shot (2 PTS),[1626171],1610612749.0,MIL,running pullup,,,,,,Mid-Range,8-16 Left,15.38,Made,2.0,Portis,B. Portis,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2024-03-07T03:33:08.4Z,1,REGULAR,2pt,Jump Shot,[],201939,78.53153745072274,23.52941176470588,1610612744,28,23,2024-03-07T03:38:16Z,1100000,False,-132.0,149.0,1,right,MISS S. Curry 19' step back Shot,[201939],1610612744.0,GSW,step back,,,,,,Mid-Range,16-24 Left Center,19.96,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
112,PT03M10.00S,2024-03-07T03:33:10.4Z,1,REGULAR,rebound,defensive,[],201976,,,1610612749,28,23,2024-03-07T03:33:12Z,1110000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612749.0,MIL,,,,,,,Mid-Range,16-24 Left Center,,,,Beverley,P. Beverley,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT03M02.00S,2024-03-07T03:33:18.3Z,1,REGULAR,3pt,Jump Shot,[],201572,25.04927726675427,86.02941176470588,1610612749,28,23,2024-03-07T03:33:22Z,1120000,False,-180.0,183.0,1,left,MISS B. Lopez 25' 3PT,[201572],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2024-03-07T03:33:21.3Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,28,23,2024-03-07T03:33:22Z,1130000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Payton II,G. Payton II,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,
115,PT02M54.00S,2024-03-07T03:33:26.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626172,91.14651773981603,50.49019607843137,1610612744,30,23,2024-03-07T03:38:39Z,1140000,False,2.0,31.0,1,right,K. Looney running DUNK (2 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,running,,,,,,Restricted Area,0-8 Center,3.08,Made,2.0,Looney,K. Looney,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,,
117,PT02M37.00S,2024-03-07T03:33:43.4Z,1,REGULAR,2pt,Jump Shot,[],1626171,7.178055190538765,17.15686274509804,1610612749,30,25,2024-03-07T03:33:47Z,1160000,False,164.0,15.0,1,left,B. Portis 16' Jump Shot (4 PTS) (P. Connaughton 1 AST),"[1626171, 1626192]",1610612749.0,MIL,,,,,,,Mid-Range,16-24 Right,16.49,Made,4.0,Portis,B. Portis,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,,,
119,PT02M11.00S,2024-03-07T03:34:09.0Z,1,REGULAR,2pt,Jump Shot,[],1626172,92.46057818659659,75.73529411764706,1610612744,32,25,2024-03-07T03:40:26Z,1180000,False,129.0,18.0,1,right,K. Looney 13' pullup Jump Shot (4 PTS) (K. Thompson 2 AST),"[1626172, 202691]",1610612744.0,GSW,pullup,,,,,,Mid-Range,8-16 Right,13.0,Made,4.0,Looney,K. Looney,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,,
121,PT01M52.00S,2024-03-07T03:34:28.4Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612749,32,25,2024-03-07T03:34:31Z,1200000,False,,,0,,P. Beverley bad pass TURNOVER (2 TO),"[201976, 101108]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,2.0,Paul,101108.0,
122,PT01M52.00S,2024-03-07T03:34:28.4Z,1,REGULAR,steal,,[],101108,,,1610612744,32,25,2024-03-07T03:34:29Z,1210000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
123,PT01M48.00S,2024-03-07T03:34:32.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,79.45137976346912,5.88235294117647,1610612744,32,25,2024-03-07T03:40:46Z,1220000,False,-221.0,141.0,1,right,MISS S. Curry 26' running 3PT,[201939],1610612744.0,GSW,running,,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
124,PT01M46.00S,2024-03-07T03:34:34.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,32,25,2024-03-07T03:35:14Z,1230000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Left Center,,,,Portis,B. Portis,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,
125,PT01M29.00S,2024-03-07T03:34:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,13.354139290407357,52.450980392156865,1610612749,32,25,2024-03-07T03:34:59Z,1240000,False,-12.0,73.0,1,left,MISS P. Beverley 7' turnaround Shot,[201976],1610612749.0,MIL,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.4,Missed,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,
126,PT01M26.00S,2024-03-07T03:34:54.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,32,25,2024-03-07T03:34:59Z,1250000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,
127,PT01M19.00S,2024-03-07T03:35:01.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,73.80091984231275,12.990196078431374,1610612744,35,25,2024-03-07T03:41:12Z,1260000,False,-185.0,194.0,1,right,K. Thompson 26' 3PT running (3 PTS) (C. Paul 2 AST),"[202691, 101108]",1610612744.0,GSW,running,,,,,,Above the Break 3,24+ Left Center,26.79,Made,3.0,Thompson,K. Thompson,C. Paul,101108.0,2.0,,,,,,,,,,,,,,,
129,PT01M01.00S,2024-03-07T03:35:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,12.828515111695138,45.34313725490196,1610612749,35,27,2024-03-07T03:41:39Z,1280000,False,23.0,68.0,1,left,B. Portis 7' driving finger roll Layup (6 PTS) (D. Lillard 3 AST),"[1626171, 203081]",1610612749.0,MIL,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,6.0,Portis,B. Portis,D. Lillard,203081.0,3.0,,,,,,,,,,,,,,,
131,PT00M50.90S,2024-03-07T03:35:32.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,93.11760840998686,45.34313725490196,1610612744,37,27,2024-03-07T03:42:09Z,1300000,False,-23.0,12.0,1,right,G. Payton II cutting Layup (4 PTS) (C. Paul 3 AST),"[1627780, 101108]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.63,Made,4.0,Payton II,G. Payton II,C. Paul,101108.0,3.0,,,,,,,,,,,,,,,
133,PT00M36.60S,2024-03-07T03:35:52.4Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612749,37,27,2024-03-07T03:35:58Z,1320000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Portis 2 FT),"[201939, 1626171]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Curry,S. Curry,,,,,,,,,,1148.0,1.0,0.0,Portis,1626171.0,,,,
135,PT00M36.60S,2024-03-07T03:36:29.6Z,1,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,37,28,2024-03-07T03:36:29Z,1340000,False,,,0,,B. Portis Free Throw 1 of 2 (7 PTS),[1626171],1610612749.0,MIL,,,,,,,,,,Made,7.0,Portis,B. Portis,,,,,,,,,,,,,,,,,,
136,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,out,[],1627780,,,1610612749,37,28,2024-03-07T03:36:45Z,1350000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,,,,,,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,
137,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,out,[],1626172,,,1610612749,37,28,2024-03-07T03:36:45Z,1360000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
138,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,out,[],201939,,,1610612749,37,28,2024-03-07T03:36:45Z,1370000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
139,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,out,[],201572,,,1610612749,37,28,2024-03-07T03:36:45Z,1380000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,,,,,,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,
140,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,in,[],1630541,,,1610612749,37,28,2024-03-07T03:36:45Z,1390000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
141,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,in,[],1631218,,,1610612749,37,28,2024-03-07T03:36:45Z,1400000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,,,,,,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
142,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,in,[],1630228,,,1610612749,37,28,2024-03-07T03:36:45Z,1410000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
143,PT00M36.60S,2024-03-07T03:36:33.8Z,1,REGULAR,substitution,in,[],203507,,,1610612749,37,28,2024-03-07T03:36:45Z,1420000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,,,,,,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,
144,PT00M36.60S,2024-03-07T03:36:57.5Z,1,REGULAR,freethrow,2 of 2,[],1626171,,,1610612749,37,29,2024-03-07T03:36:57Z,1430000,False,,,0,,B. Portis Free Throw 2 of 2 (8 PTS),[1626171],1610612749.0,MIL,,,,,,,,,,Made,8.0,Portis,B. Portis,,,,,,,,,,,,,,,,,,
145,PT00M30.10S,2024-03-07T03:37:10.4Z,1,REGULAR,3pt,Jump Shot,[],101108,66.44218134034165,69.11764705882352,1610612744,40,29,2024-03-07T03:42:44Z,1440000,False,96.0,263.0,1,right,C. Paul 27' 3PT pullup (3 PTS),[101108],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Right Center,27.97,Made,3.0,Paul,C. Paul,,,,,,,,,,,,,,,,,,
146,PT00M06.70S,2024-03-07T03:37:36.8Z,1,REGULAR,3pt,Jump Shot,[],1626171,32.53942181340342,28.431372549019606,1610612749,40,32,2024-03-07T03:37:41Z,1450000,False,108.0,253.0,1,left,B. Portis 27' 3PT  (11 PTS) (D. Lillard 4 AST),"[1626171, 203081]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,27.54,Made,11.0,Portis,B. Portis,D. Lillard,203081.0,4.0,,,,,,,,,,,,,,,
148,PT00M00.10S,2024-03-07T03:37:55.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,89.83245729303549,41.66666666666667,1610612744,40,32,2024-03-07T03:39:30Z,1470000,False,-42.0,43.0,1,right,MISS T. Jackson-Davis 6' Layup,[1631218],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,
149,PT00M00.10S,2024-03-07T03:37:55.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,40,32,2024-03-07T03:39:30Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,148.0,,,,,,,,,,,,,,
150,PT00M00.00S,2024-03-07T03:37:58.4Z,1,REGULAR,period,end,[],0,,,1610612744,40,32,2024-03-07T03:37:58Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-03-07T03:41:04.6Z,2,REGULAR,substitution,out,['startperiod'],202691,,,1610612744,40,32,2024-03-07T03:41:28Z,1500000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2024-03-07T03:41:04.6Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612744,40,32,2024-03-07T03:41:28Z,1510000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,,,,,,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-03-07T03:41:04.6Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612744,40,32,2024-03-07T03:41:28Z,1520000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,,,,,,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-03-07T03:41:04.6Z,2,REGULAR,substitution,in,['startperiod'],201568,,,1610612744,40,32,2024-03-07T03:41:28Z,1530000,False,,,0,,SUB in: D. Gallinari,[201568],1610612749.0,MIL,,,,,,,,,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-03-07T03:41:30.8Z,2,REGULAR,period,start,[],0,,,1610612744,40,32,2024-03-07T03:41:30Z,1540000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2024-03-07T03:41:43.9Z,2,REGULAR,3pt,Jump Shot,[],1630228,87.86136662286465,95.83333333333334,1610612744,43,32,2024-03-07T03:43:51Z,1550000,False,229.0,62.0,1,right,J. Kuminga 3PT  (9 PTS) (C. Paul 4 AST),"[1630228, 101108]",1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,23.73,Made,9.0,Kuminga,J. Kuminga,C. Paul,101108.0,4.0,,,,,,,,,,,,,,,
159,PT11M24.00S,2024-03-07T03:42:05.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,12.171484888304862,45.09803921568628,1610612749,43,32,2024-03-07T03:44:05Z,1570000,False,25.0,62.0,1,left,MISS B. Portis 6' driving Hook,[1626171],1610612749.0,MIL,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,Portis,B. Portis,,,,,,,,,,,,,,,,,,
160,PT11M22.00S,2024-03-07T03:42:07.3Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,43,32,2024-03-07T03:42:12Z,1580000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:3),[1641764],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Podziemski,B. Podziemski,,,,159.0,3.0,3.0,0.0,,,,,,,,,,,
161,PT11M08.00S,2024-03-07T03:42:22.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,91.14651773981603,51.225490196078425,1610612744,45,32,2024-03-07T03:44:23Z,1590000,False,6.0,31.0,1,right,T. Jackson-Davis cutting Layup (2 PTS) (C. Paul 5 AST),"[1631218, 101108]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,3.13,Made,2.0,Jackson-Davis,T. Jackson-Davis,C. Paul,101108.0,5.0,,,,,,,,,,,,,,,
163,PT10M52.00S,2024-03-07T03:42:43.9Z,2,REGULAR,foul,personal,[],1641764,,,1610612749,45,32,2024-03-07T03:42:53Z,1610000,False,,,0,,B. Podziemski personal FOUL (1 PF),"[1641764, 203507]",1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Podziemski,B. Podziemski,,,,,,,,,,204058.0,1.0,0.0,Antetokounmpo,203507.0,,,,
165,PT10M45.00S,2024-03-07T03:43:20.4Z,2,REGULAR,turnover,bad pass,[],201568,,,1610612749,45,32,2024-03-07T03:43:23Z,1630000,False,,,0,,D. Gallinari bad pass TURNOVER (1 TO),"[201568, 101108]",1610612749.0,MIL,,,,,,,Mid-Range,8-16 Left,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,1.0,Paul,101108.0,
166,PT10M45.00S,2024-03-07T03:43:20.4Z,2,REGULAR,steal,,[],101108,,,1610612744,45,32,2024-03-07T03:43:21Z,1640000,False,,,0,,C. Paul STEAL (2 STL),[101108],1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
