actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT05M29.00S,2024-01-11T01:52:15.8Z,1,REGULAR,substitution,in,[],203952,,,1610612744,12,24,2024-01-11T01:52:36Z,810000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M29.00S,2024-01-11T01:52:15.8Z,1,REGULAR,substitution,in,[],1631218,,,1610612744,12,24,2024-01-11T01:52:36Z,820000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M29.00S,2024-01-11T01:52:15.8Z,1,REGULAR,substitution,in,[],1630700,,,1610612744,12,24,2024-01-11T01:52:36Z,830000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M29.00S,2024-01-11T01:52:15.8Z,1,REGULAR,substitution,in,[],1626204,,,1610612744,12,24,2024-01-11T01:52:36Z,840000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2024-01-11T01:52:38.5Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612744,12,24,2024-01-11T01:52:47Z,850000,False,,,0,,K. Thompson bad pass TURNOVER (3 TO),"[202691, 1627742]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,3.0,Ingram,1627742.0,,,,,,,,,,,,,,,,,
90,PT05M23.00S,2024-01-11T01:52:38.5Z,1,REGULAR,steal,,[],1627742,,,1610612740,12,24,2024-01-11T01:52:41Z,860000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
91,PT05M20.00S,2024-01-11T01:52:43.0Z,1,REGULAR,foul,offensive,[],1627742,,,1610612740,12,24,2024-01-11T01:52:58Z,870000,False,,,0,,B. Ingram charge offensive FOUL (1 PF),"[1627742, 201939]",1610612740.0,NOP,charge,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202049.0,,,,,,,1.0,0.0,Curry,201939.0
93,PT05M20.00S,2024-01-11T01:52:43.0Z,1,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,12,24,2024-01-11T01:52:43Z,890000,False,,,0,,B. Ingram offensive foul TURNOVER (1 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,202049.0,,,,,,,,,,
94,PT05M11.00S,2024-01-11T01:53:07.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203952,34.11629434954008,26.225490196078432,1610612744,15,24,2024-01-11T01:58:44Z,900000,False,119.0,268.0,1,left,A. Wiggins 29' 3PT  (3 PTS) (T. Jackson-Davis 1 AST),"[203952, 1631218]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,29.34,Made,,,,,,3.0,T. Jackson-Davis,1631218.0,1.0,,,,,,
96,PT04M54.00S,2024-01-11T01:53:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,92.46057818659659,50.73529411764706,1610612740,15,26,2024-01-11T01:53:30Z,920000,False,4.0,18.0,1,right,T. Murphy III driving reverse Layup (4 PTS) (H. Jones 2 AST),"[1630530, 1630529]",1610612740.0,NOP,driving reverse,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,1.88,Made,,,,,,4.0,H. Jones,1630529.0,2.0,,,,,,
97,PT04M39.00S,2024-01-11T01:53:40.3Z,1,REGULAR,3pt,Jump Shot,[],1630541,27.020367936925098,84.31372549019608,1610612744,18,26,2024-01-11T01:53:46Z,930000,False,-172.0,201.0,1,left,M. Moody 26' 3PT  (3 PTS) (A. Wiggins 1 AST),"[1630541, 203952]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,,,,26.47,Made,,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,
99,PT04M21.00S,2024-01-11T01:53:57.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,86.02168199737189,28.186274509803923,1610612740,18,28,2024-01-11T01:54:07Z,950000,False,-109.0,79.0,1,right,B. Ingram 13' floating Jump Shot (2 PTS),[1627742],1610612740.0,NOP,floating,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,,,,13.46,Made,,,,,,2.0,,,,,,,,,
100,PT04M12.00S,2024-01-11T01:54:05.9Z,1,REGULAR,3pt,Jump Shot,[],202691,9.017739816031538,2.2058823529411766,1610612744,18,28,2024-01-11T01:54:12Z,960000,False,239.0,32.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,24.12,Missed,,,,,,,,,,,,,,,
101,PT04M10.00S,2024-01-11T01:54:07.9Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,18,28,2024-01-11T01:54:12Z,970000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Right Corner 3,24+ Right,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,
102,PT04M06.00S,2024-01-11T01:54:15.0Z,1,REGULAR,foul,personal,['2freethrow'],1630541,,,1610612740,18,28,2024-01-11T01:54:29Z,980000,False,,,0,,M. Moody shooting personal FOUL (1 PF) (Daniels 2 FT),"[1630541, 1630700]",1610612744.0,GSW,shooting,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202049.0,,,,,,,1.0,0.0,Daniels,1630700.0
104,PT04M06.00S,2024-01-11T01:54:41.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630700,,,1610612740,18,29,2024-01-11T01:55:24Z,1000000,False,,,0,,D. Daniels Free Throw 1 of 2 (1 PTS),[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
105,PT04M06.00S,2024-01-11T01:54:42.5Z,1,REGULAR,substitution,out,[],202691,,,1610612740,18,29,2024-01-11T01:55:16Z,1010000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M06.00S,2024-01-11T01:54:42.5Z,1,REGULAR,substitution,out,[],201939,,,1610612740,18,29,2024-01-11T01:55:16Z,1020000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M06.00S,2024-01-11T01:54:42.5Z,1,REGULAR,substitution,in,[],203967,,,1610612740,18,29,2024-01-11T01:55:16Z,1040000,False,,,0,,SUB in: D. Saric,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M06.00S,2024-01-11T01:54:42.5Z,1,REGULAR,substitution,in,[],1641764,,,1610612740,18,29,2024-01-11T01:55:16Z,1050000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M06.00S,2024-01-11T01:54:42.5Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,18,29,2024-01-11T01:55:16Z,1060000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M06.00S,2024-01-11T01:54:42.5Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,18,29,2024-01-11T01:56:27Z,1065000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M06.00S,2024-01-11T01:54:41.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630700,,,1610612740,18,29,2024-01-11T01:55:24Z,1070000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
112,PT04M05.00S,2024-01-11T01:54:42.8Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,18,29,2024-01-11T02:08:10Z,1080000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,111.0,2.0,2.0,0.0,,,,,,,,,,,
114,PT03M52.00S,2024-01-11T01:55:24.3Z,1,REGULAR,2pt,Jump Shot,[],1630541,9.017739816031538,32.1078431372549,1610612744,18,29,2024-01-11T02:02:59Z,1100000,False,89.0,32.0,1,left,MISS M. Moody 9' bank Shot,[1630541],1610612744.0,GSW,bank,,,Moody,M. Moody,,,,,Mid-Range,8-16 Right,,,,9.52,Missed,,,,,,,,,,,,,,,
115,PT03M49.00S,2024-01-11T01:55:27.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,18,29,2024-01-11T02:02:59Z,1110000,False,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,114.0,3.0,2.0,1.0,,,,,,,,,,,
116,PT03M40.00S,2024-01-11T01:55:34.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627742,67.7562417871222,33.82352941176471,1610612740,18,29,2024-01-11T02:03:30Z,1120000,False,-81.0,251.0,1,right,MISS B. Ingram 26' running pullup 3PT,[1627742],1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,26.33,Missed,,,,,,,,,,,,,,,
117,PT03M36.00S,2024-01-11T01:55:38.5Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,18,29,2024-01-11T01:58:27Z,1130000,False,,,0,,T. Murphy III REBOUND (Off:2 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,,,,116.0,2.0,0.0,2.0,,,,,,,,,,,
118,PT03M34.00S,2024-01-11T01:55:40.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630530,88.91261498028909,96.56862745098039,1610612740,18,29,2024-01-11T01:55:58Z,1140000,False,233.0,52.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,,23.85,Missed,,,,,,,,,,,,,,,
119,PT03M31.00S,2024-01-11T01:55:43.7Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,18,29,2024-01-11T01:55:58Z,1150000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,,,,,,118.0,3.0,3.0,0.0,,,,,,,,,,,
120,PT03M29.00S,2024-01-11T01:55:46.5Z,1,REGULAR,turnover,bad pass,[],1641764,,,1610612744,18,29,2024-01-11T01:59:28Z,1160000,False,,,0,,B. Podziemski bad pass TURNOVER (1 TO),"[1641764, 1626204]",1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,1.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
121,PT03M29.00S,2024-01-11T01:55:46.5Z,1,REGULAR,steal,,[],1626204,,,1610612740,18,29,2024-01-11T01:55:48Z,1170000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
122,PT03M23.00S,2024-01-11T01:55:52.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641722,95.6143232588699,2.2058823529411766,1610612740,18,32,2024-01-11T01:56:09Z,1180000,False,-239.0,-11.0,1,right,J. Hawkins 3PT  (3 PTS) (T. Murphy III 1 AST),"[1641722, 1630530]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Left Corner 3,24+ Left,,,,23.93,Made,,,,,,3.0,T. Murphy III,1630530.0,1.0,,,,,,
124,PT02M58.00S,2024-01-11T01:56:18.6Z,1,REGULAR,turnover,backcourt,[],1641764,,,1610612744,18,32,2024-01-11T01:56:35Z,1200000,False,,,0,,B. Podziemski backcourt TURNOVER (2 TO),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,202049.0,,,,,,,,,,
126,PT02M58.00S,2024-01-11T01:59:38.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,32,2024-01-11T01:59:53Z,1210000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M45.00S,2024-01-11T02:00:00.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627742,87.46714848883047,42.40196078431372,1610612740,18,34,2024-01-11T02:00:07Z,1220000,False,-38.0,65.0,1,right,B. Ingram 7' fadeaway Jump Shot (4 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,7.56,Made,,,,,,4.0,,,,,,,,,
128,PT02M34.00S,2024-01-11T02:00:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203967,5.075558475689881,47.794117647058826,1610612744,20,34,2024-01-11T02:00:18Z,1230000,False,11.0,-5.0,1,left,D. Saric driving Layup (2 PTS),[203967],1610612744.0,GSW,driving,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,1.2,Made,,,,,,2.0,,,,,,,,,
129,PT02M13.00S,2024-01-11T02:00:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,92.59198423127464,49.754901960784316,1610612740,20,36,2024-01-11T02:00:50Z,1240000,False,-1.0,17.0,1,right,B. Ingram driving finger roll Layup (6 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,1.71,Made,,,,,,6.0,,,,,,,,,
130,PT01M59.00S,2024-01-11T02:00:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630541,32.933639947437584,28.921568627450984,1610612744,23,36,2024-01-11T02:00:54Z,1250000,False,105.0,257.0,1,left,M. Moody 27' 3PT  (6 PTS) (A. Wiggins 2 AST),"[1630541, 203952]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,27.79,Made,,,,,,6.0,A. Wiggins,203952.0,2.0,,,,,,
132,PT01M46.00S,2024-01-11T02:01:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,89.70105124835742,50.0,1610612740,23,38,2024-01-11T02:05:41Z,1270000,False,0.0,44.0,1,right,J. Hawkins driving Layup (5 PTS) (L. Nance Jr. 1 AST),"[1641722, 1626204]",1610612740.0,NOP,driving,,,Hawkins,J. Hawkins,,,,,In The Paint (Non-RA),0-8 Center,,,,4.43,Made,,,,,,5.0,L. Nance Jr.,1626204.0,1.0,,,,,,
134,PT01M38.00S,2024-01-11T02:01:09.8Z,1,REGULAR,foul,personal,[],1641722,,,1610612744,23,38,2024-01-11T02:01:57Z,1290000,False,,,0,,J. Hawkins personal FOUL (1 PF),"[1641722, 1630541]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1627962.0,,,,,,,1.0,0.0,Moody,1630541.0
136,PT01M38.00S,2024-01-11T02:01:17.6Z,1,REGULAR,substitution,out,[],1627742,,,1610612744,23,38,2024-01-11T02:01:21Z,1310000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M38.00S,2024-01-11T02:01:17.6Z,1,REGULAR,substitution,in,[],1629627,,,1610612744,23,38,2024-01-11T02:01:21Z,1320000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M18.00S,2024-01-11T02:02:14.6Z,1,REGULAR,2pt,Hook,[],1631218,6.57030223390276,27.43949142156863,1610612744,25,38,2024-01-11T02:16:55Z,1340000,False,113.0,9.0,1,left,T. Jackson-Davis 11' Hook (2 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Right,,,,11.32,Made,,,,,,2.0,,,,,,,,,
140,PT01M05.00S,2024-01-11T02:02:27.1Z,1,REGULAR,3pt,Jump Shot,[],1630700,71.30420499342969,20.588235294117645,1610612740,25,41,2024-01-11T02:02:33Z,1350000,False,-147.0,217.0,1,right,D. Daniels 26' 3PT  (4 PTS) (T. Murphy III 2 AST),"[1630700, 1630530]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,26.23,Made,,,,,,4.0,T. Murphy III,1630530.0,2.0,,,,,,
142,PT00M51.70S,2024-01-11T02:02:42.1Z,1,REGULAR,3pt,Jump Shot,[],203967,12.302890932982917,3.1862745098039214,1610612744,25,41,2024-01-11T02:02:49Z,1370000,False,234.0,63.0,1,left,MISS D. Saric 24' 3PT,[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Right Corner 3,24+ Right,,,,24.25,Missed,,,,,,,,,,,,,,,
143,PT00M48.00S,2024-01-11T02:02:45.9Z,1,REGULAR,rebound,offensive,[],1630541,,,1610612744,25,41,2024-01-11T02:02:45Z,1380000,False,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,,,,,,142.0,1.0,0.0,1.0,,,,,,,,,,,
144,PT00M47.30S,2024-01-11T02:02:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630541,7.440867279894875,45.83333333333333,1610612744,25,41,2024-01-11T02:02:55Z,1390000,False,21.0,17.0,1,left,MISS M. Moody putback Layup,[1630541],1610612744.0,GSW,putback,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,2.71,Missed,,,,,,,,,,,,,,,
145,PT00M47.30S,2024-01-11T02:02:46.5Z,1,REGULAR,rebound,defensive,[],1641722,,,1610612740,25,41,2024-01-11T02:02:55Z,1400000,False,,,0,,J. Hawkins REBOUND (Off:0 Def:1),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,
148,PT00M39.10S,2024-01-11T02:02:55.1Z,1,REGULAR,foul,personal,['2freethrow'],203967,,,1610612740,25,41,2024-01-11T02:03:26Z,1430000,False,,,0,,D. Saric shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[203967, 1626204]",1610612744.0,GSW,shooting,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,,,,,,,1.0,0.0,Nance Jr.,1626204.0
150,PT00M39.10S,2024-01-11T02:03:20.9Z,1,REGULAR,freethrow,1 of 2,[],1626204,,,1610612740,25,42,2024-01-11T02:12:00Z,1450000,False,,,0,,L. Nance Jr. Free Throw 1 of 2 (1 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,,
151,PT00M39.10S,2024-01-11T02:03:20.9Z,1,REGULAR,freethrow,2 of 2,[],1626204,,,1610612740,25,43,2024-01-11T02:12:00Z,1460000,False,,,0,,L. Nance Jr. Free Throw 2 of 2 (2 PTS),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,,
152,PT00M23.20S,2024-01-11T02:03:54.7Z,1,REGULAR,3pt,Jump Shot,[],1630541,28.597240473061763,18.38235294117647,1610612744,25,43,2024-01-11T02:04:02Z,1470000,False,158.0,216.0,1,left,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,26.79,Missed,,,,,,,,,,,,,,,
153,PT00M20.10S,2024-01-11T02:03:57.8Z,1,REGULAR,rebound,offensive,[],203967,,,1610612744,25,43,2024-01-11T02:04:02Z,1480000,False,,,0,,D. Saric REBOUND (Off:1 Def:0),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Above the Break 3,24+ Right Center,,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,,
154,PT00M20.00S,2024-01-11T02:03:59.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630530,,,1610612744,25,43,2024-01-11T02:04:16Z,1490000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Saric 2 FT),"[1630530, 203967]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,,,,,,,1.0,0.0,Saric,203967.0
156,PT00M20.00S,2024-01-11T02:04:24.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203967,,,1610612744,26,43,2024-01-11T02:04:24Z,1510000,False,,,0,,D. Saric Free Throw 1 of 2 (3 PTS),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,,
158,PT00M20.00S,2024-01-11T02:04:27.8Z,1,REGULAR,substitution,out,[],1630700,,,1610612744,26,43,2024-01-11T02:04:33Z,1520000,False,,,0,,SUB out: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M20.00S,2024-01-11T02:04:27.8Z,1,REGULAR,substitution,in,[],203468,,,1610612744,26,43,2024-01-11T02:04:33Z,1530000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M20.00S,2024-01-11T02:04:44.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203967,,,1610612744,27,43,2024-01-11T02:04:44Z,1540000,False,,,0,,D. Saric Free Throw 2 of 2 (4 PTS),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,,
161,PT00M02.70S,2024-01-11T02:05:03.9Z,1,REGULAR,3pt,Jump Shot,[],1641722,75.3777923784494,9.068627450980392,1610612740,27,46,2024-01-11T02:06:14Z,1550000,False,-205.0,179.0,1,right,J. Hawkins 27' 3PT  (8 PTS) (T. Murphy III 3 AST),"[1641722, 1630530]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,,,27.19,Made,,,,,,8.0,T. Murphy III,1630530.0,3.0,,,,,,
165,PT00M00.00S,2024-01-11T02:05:34.4Z,1,REGULAR,period,end,[],0,,,1610612744,27,46,2024-01-11T02:05:34Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,27,46,2024-01-11T02:08:40Z,1600000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,27,46,2024-01-11T02:08:40Z,1610000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,out,['startperiod'],1631218,,,1610612744,27,46,2024-01-11T02:08:40Z,1620000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,out,['startperiod'],1641722,,,1610612744,27,46,2024-01-11T02:08:40Z,1630000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,in,['startperiod'],1630228,,,1610612744,27,46,2024-01-11T02:08:40Z,1640000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,in,['startperiod'],202709,,,1610612744,27,46,2024-01-11T02:08:40Z,1650000,False,,,0,,SUB in: C. Joseph,[202709],1610612744.0,GSW,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,27,46,2024-01-11T02:08:40Z,1660000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-01-11T02:08:16.5Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612744,27,46,2024-01-11T02:08:40Z,1670000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-01-11T02:08:48.2Z,2,REGULAR,period,start,[],0,,,1610612740,27,46,2024-01-11T02:08:48Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M46.00S,2024-01-11T02:09:01.2Z,2,REGULAR,turnover,lost ball,[],1626204,,,1610612740,27,46,2024-01-11T02:26:29Z,1690000,False,,,0,,L. Nance Jr. lost ball TURNOVER (1 TO),"[1626204, 203967]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,1.0,Saric,203967.0,,,,,,,,,,,,,,,,,
176,PT11M46.00S,2024-01-11T02:09:01.2Z,2,REGULAR,steal,,[],203967,,,1610612744,27,46,2024-01-11T02:09:05Z,1700000,False,,,0,,D. Saric STEAL (1 STL),[203967],1610612744.0,GSW,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
