actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
353,PT11M09.00S,2024-01-11T02:55:37.2Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612744,62,74,2024-01-11T02:55:45Z,3430000,False,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Curry 2 FT),"[202685, 201939]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,,,3.0,0.0,Curry,201939.0
355,PT11M09.00S,2024-01-11T02:56:02.0Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,63,74,2024-01-11T02:56:02Z,3450000,False,,,0,,S. Curry Free Throw 1 of 2 (14 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,14.0,,,,,,,,,
356,PT11M09.00S,2024-01-11T02:56:17.5Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,64,74,2024-01-11T02:56:17Z,3460000,False,,,0,,S. Curry Free Throw 2 of 2 (15 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,15.0,,,,,,,,,
357,PT10M57.00S,2024-01-11T02:56:29.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,7.30946123521682,51.225490196078425,1610612740,64,76,2024-01-11T02:56:37Z,3470000,False,-6.0,16.0,1,left,Z. Williamson driving Layup (8 PTS) (C. McCollum 5 AST),"[1629627, 203468]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.73,Made,,,,,,8.0,C. McCollum,203468.0,5.0,,,,,,
359,PT10M50.00S,2024-01-11T02:56:36.5Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,64,76,2024-01-11T02:56:52Z,3490000,False,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 203468]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,3.0,McCollum,203468.0,,,,,,,,,,,,,,,,,
360,PT10M50.00S,2024-01-11T02:56:36.5Z,3,REGULAR,steal,,[],203468,,,1610612740,64,76,2024-01-11T02:56:38Z,3500000,False,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
361,PT10M37.00S,2024-01-11T02:56:49.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,4.155716162943495,30.88235294117647,1610612740,64,78,2024-01-11T02:56:58Z,3510000,False,96.0,-13.0,1,left,B. Ingram 9' turnaround fadeaway Jump Shot (10 PTS),[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,9.65,Made,,,,,,10.0,,,,,,,,,
362,PT10M25.00S,2024-01-11T02:57:01.9Z,3,REGULAR,3pt,Jump Shot,[],202691,68.9388961892247,78.67647058823529,1610612744,67,78,2024-01-11T02:57:07Z,3520000,False,143.0,239.0,1,right,K. Thompson 27' 3PT  (10 PTS) (S. Curry 4 AST),"[202691, 201939]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,27.91,Made,,,,,,10.0,S. Curry,201939.0,4.0,,,,,,
364,PT10M07.00S,2024-01-11T02:57:20.0Z,3,REGULAR,3pt,Jump Shot,[],1627742,29.77989487516426,18.137254901960784,1610612740,67,81,2024-01-11T02:57:28Z,3540000,False,159.0,227.0,1,left,B. Ingram 27' 3PT  (13 PTS) (Z. Williamson 5 AST),"[1627742, 1629627]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,,,,27.76,Made,,,,,,13.0,Z. Williamson,1629627.0,5.0,,,,,,
366,PT09M53.00S,2024-01-11T02:57:33.0Z,3,REGULAR,3pt,Jump Shot,[],1630541,69.72733245729303,77.94117647058823,1610612744,67,81,2024-01-11T02:57:38Z,3560000,False,140.0,232.0,1,right,MISS M. Moody 27' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,27.09,Missed,,,,,,,,,,,,,,,
367,PT09M50.00S,2024-01-11T02:57:36.0Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,67,81,2024-01-11T02:57:38Z,3570000,False,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,366.0,2.0,1.0,1.0,,,,,,,,,,,
368,PT09M44.00S,2024-01-11T02:57:42.5Z,3,REGULAR,turnover,bad pass,[],1630529,,,1610612740,67,81,2024-01-11T02:57:47Z,3580000,False,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1630541]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Mid-Range,8-16 Left,1.0,Moody,1630541.0,,,,,,,,,,,,,,,,,
369,PT09M44.00S,2024-01-11T02:57:42.5Z,3,REGULAR,steal,,[],1630541,,,1610612744,67,81,2024-01-11T02:57:44Z,3590000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
370,PT09M36.00S,2024-01-11T02:57:54.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202691,89.83245729303549,50.245098039215684,1610612744,67,81,2024-01-11T03:00:35Z,3600000,False,1.0,43.0,1,right,MISS K. Thompson driving Layup - blocked,"[202691, 203468]",1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,4.31,Missed,,,,,,,,,,McCollum,203468.0,,,,
371,PT09M36.00S,2024-01-11T02:57:54.2Z,3,REGULAR,block,,[],203468,,,1610612744,67,81,2024-01-11T02:57:58Z,3610000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT09M35.00S,2024-01-11T02:57:55.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,67,81,2024-01-11T03:00:35Z,3620000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,370.0,,,,,,,,,,,,,,
372,PT09M34.00S,2024-01-11T02:58:22.7Z,3,REGULAR,jumpball,recovered,[],201939,,,1610612744,67,81,2024-01-11T02:59:58Z,3630000,False,,,0,,Jump Ball K. Thompson vs. C. McCollum: Tip to S. Curry,"[201939, 202691, 203468]",1610612744.0,GSW,heldball,S. Curry,201939.0,Curry,S. Curry,Thompson,202691.0,McCollum,203468.0,,,,,,,,,,,,,,,,,,,,,,
376,PT09M27.00S,2024-01-11T02:58:26.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202691,68.01905387647832,74.50980392156863,1610612744,67,81,2024-01-11T02:58:33Z,3660000,False,123.0,248.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,27.67,Missed,,,,,,,,,,,,,,,
377,PT09M27.00S,2024-01-11T02:58:26.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,67,81,2024-01-11T02:58:33Z,3670000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,376.0,,,,,,,,,,,,,,
378,PT09M16.00S,2024-01-11T02:58:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,5.863994743758213,38.970588235294116,1610612740,67,81,2024-01-11T02:59:02Z,3680000,False,55.0,3.0,1,left,MISS Z. Williamson driving Layup - blocked,"[1629627, 1626172]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.52,Missed,,,,,,,,,,Looney,1626172.0,,,,
379,PT09M16.00S,2024-01-11T02:58:53.1Z,3,REGULAR,block,,[],1626172,,,1610612740,67,81,2024-01-11T02:58:55Z,3690000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
380,PT09M11.00S,2024-01-11T02:58:58.1Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,67,81,2024-01-11T02:59:02Z,3700000,False,,,0,,K. Thompson REBOUND (Off:1 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,378.0,3.0,2.0,1.0,,,,,,,,,,,
381,PT09M01.00S,2024-01-11T02:59:07.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,92.46057818659659,46.568627450980394,1610612744,69,81,2024-01-11T02:59:12Z,3710000,False,-17.0,18.0,1,right,M. Moody driving Layup (14 PTS),[1630541],1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,2.52,Made,,,,,,14.0,,,,,,,,,
382,PT08M45.00S,2024-01-11T02:59:24.0Z,3,REGULAR,3pt,Jump Shot,[],1630529,4.812746386333772,94.6078431372549,1610612740,69,84,2024-01-11T02:59:32Z,3720000,False,-223.0,-7.0,1,left,H. Jones 3PT  (12 PTS) (C. McCollum 6 AST),"[1630529, 203468]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,,,,22.31,Made,,,,,,12.0,C. McCollum,203468.0,6.0,,,,,,
384,PT08M23.00S,2024-01-11T02:59:46.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630541,83.39356110381078,51.470588235294116,1610612744,69,84,2024-01-11T02:59:52Z,3740000,False,7.0,104.0,1,right,MISS M. Moody 10' fadeaway Shot,[1630541],1610612744.0,GSW,fadeaway,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Center,,,,10.39,Missed,,,,,,,,,,,,,,,
385,PT08M20.00S,2024-01-11T02:59:49.1Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,69,84,2024-01-11T02:59:52Z,3750000,False,,,0,,H. Jones REBOUND (Off:1 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,384.0,3.0,2.0,1.0,,,,,,,,,,,
386,PT08M08.00S,2024-01-11T03:00:01.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,4.681340341655716,65.44117647058823,1610612740,69,84,2024-01-11T03:00:12Z,3760000,False,-77.0,-8.0,1,left,MISS B. Ingram 7' Jump Shot - blocked,"[1627742, 202691]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,7.77,Missed,,,,,,,,,,Thompson,202691.0,,,,
387,PT08M08.00S,2024-01-11T03:00:01.1Z,3,REGULAR,block,,[],202691,,,1610612740,69,84,2024-01-11T03:00:03Z,3770000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
388,PT08M08.00S,2024-01-11T03:00:01.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,69,84,2024-01-11T03:00:12Z,3780000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,386.0,,,,,,,,,,,,,,
390,PT08M03.00S,2024-01-11T03:00:34.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,25.837713534822605,54.65686274509803,1610612740,69,84,2024-01-11T03:00:41Z,3800000,False,-23.0,190.0,1,left,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,19.18,Missed,,,,,,,,,,,,,,,
391,PT07M59.00S,2024-01-11T03:00:38.8Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,69,84,2024-01-11T03:00:41Z,3810000,False,,,0,,K. Thompson REBOUND (Off:1 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,,,,390.0,4.0,3.0,1.0,,,,,,,,,,,
392,PT07M54.00S,2024-01-11T03:00:43.0Z,3,REGULAR,2pt,Jump Shot,[],1630541,94.03745072273325,9.068627450980392,1610612744,71,84,2024-01-11T03:01:16Z,3820000,False,-205.0,4.0,1,right,M. Moody 20' Jump Shot (16 PTS) (S. Curry 5 AST),"[1630541, 201939]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Left,,,,20.47,Made,,,,,,16.0,S. Curry,201939.0,5.0,,,,,,
394,PT07M37.00S,2024-01-11T03:01:00.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,6.389618922470433,47.30392156862745,1610612740,71,86,2024-01-11T03:03:53Z,3840000,False,13.0,8.0,1,left,J. Valanciunas Hook (9 PTS) (C. McCollum 7 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,1.55,Made,,,,,,9.0,C. McCollum,203468.0,7.0,,,,,,
397,PT07M25.00S,2024-01-11T03:01:11.9Z,3,REGULAR,3pt,Jump Shot,[],201939,76.03482260183968,7.8431372549019605,1610612744,71,86,2024-01-11T03:04:00Z,3860000,False,-211.0,173.0,1,right,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,27.26,Missed,,,,,,,,,,,,,,,
398,PT07M25.00S,2024-01-11T03:01:11.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,71,86,2024-01-11T03:01:30Z,3870000,False,,,0,,B. Ingram REBOUND (Off:1 Def:4),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,397.0,5.0,4.0,1.0,,,,,,,,,,,
399,PT07M16.00S,2024-01-11T03:01:23.2Z,3,REGULAR,foul,personal,[],1630541,,,1610612740,71,86,2024-01-11T03:01:28Z,3880000,False,,,0,,M. Moody personal FOUL (2 PF),"[1630541, 1627742]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202053.0,,,,,,,2.0,0.0,Ingram,1627742.0
401,PT07M12.00S,2024-01-11T03:01:50.2Z,3,REGULAR,foul,offensive,[],1627742,,,1610612740,71,86,2024-01-11T03:02:01Z,3900000,False,,,0,,B. Ingram offensive FOUL (3 PF),"[1627742, 1630228]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,202049.0,,,,,,,3.0,0.0,Kuminga,1630228.0
403,PT07M12.00S,2024-01-11T03:01:50.2Z,3,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,71,86,2024-01-11T03:01:50Z,3920000,False,,,0,,B. Ingram offensive foul TURNOVER (2 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,,,,202049.0,,,,,,,,,,
404,PT07M08.00S,2024-01-11T03:02:07.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,71,86,2024-01-11T03:02:07Z,3930000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M08.00S,2024-01-11T03:05:58.4Z,3,REGULAR,violation,kicked ball,[],1630529,,,1610612744,71,86,2024-01-11T03:07:24Z,3950000,False,,,0,,H. Jones kicked ball VIOLATION,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,1627962.0,,,,,,,,,,
407,PT07M04.00S,2024-01-11T03:06:22.3Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612744,71,86,2024-01-11T03:06:29Z,3960000,False,,,0,,Z. Williamson shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629627, 1630228]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,,,,,,,202053.0,,,,,,,1.0,0.0,Kuminga,1630228.0
409,PT07M04.00S,2024-01-11T03:06:57.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630228,,,1610612744,71,86,2024-01-11T03:07:16Z,3980000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
410,PT07M04.00S,2024-01-11T03:06:57.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,71,86,2024-01-11T03:07:16Z,3990000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,
411,PT07M04.00S,2024-01-11T03:06:57.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630228,,,1610612744,71,86,2024-01-11T03:07:16Z,4000000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
412,PT07M00.00S,2024-01-11T03:07:01.2Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,71,86,2024-01-11T03:07:16Z,4010000,False,,,0,,H. Jones REBOUND (Off:1 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,411.0,4.0,3.0,1.0,,,,,,,,,,,
413,PT06M51.00S,2024-01-11T03:07:24.5Z,3,REGULAR,turnover,out-of-bounds,[],1629627,,,1610612740,71,86,2024-01-11T03:07:39Z,4020000,False,,,0,,Z. Williamson bad pass out-of-bounds TURNOVER (3 TO),[1629627],1610612740.0,NOP,bad pass,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Right Center,3.0,,,,,,,,,202049.0,,,,,,,,,,
414,PT06M33.00S,2024-01-11T03:07:50.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630541,92.72339027595268,49.754901960784316,1610612744,73,86,2024-01-11T03:07:55Z,4030000,False,-1.0,16.0,1,right,M. Moody driving finger roll Layup (18 PTS),[1630541],1610612744.0,GSW,driving finger roll,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,1.59,Made,,,,,,18.0,,,,,,,,,
415,PT06M22.00S,2024-01-11T03:08:01.3Z,3,REGULAR,3pt,Jump Shot,[],203468,31.225361366622867,81.12745098039215,1610612740,73,86,2024-01-11T03:08:07Z,4040000,False,-156.0,241.0,1,left,MISS C. McCollum 28' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,28.69,Missed,,,,,,,,,,,,,,,
416,PT06M19.00S,2024-01-11T03:08:04.3Z,3,REGULAR,rebound,defensive,[],1630228,,,1610612744,73,86,2024-01-11T03:08:07Z,4050000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,415.0,3.0,3.0,0.0,,,,,,,,,,,
417,PT06M15.00S,2024-01-11T03:08:09.6Z,3,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612744,73,86,2024-01-11T03:08:26Z,4060000,False,,,0,,B. Ingram shooting personal FOUL (4 PF) (Kuminga 2 FT),"[1627742, 1630228]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,,,4.0,0.0,Kuminga,1630228.0
419,PT06M15.00S,2024-01-11T03:08:35.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630228,,,1610612744,74,86,2024-01-11T03:08:35Z,4080000,False,,,0,,J. Kuminga Free Throw 1 of 2 (9 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,,,,,,9.0,,,,,,,,,
420,PT06M15.00S,2024-01-11T03:08:36.4Z,3,REGULAR,substitution,out,[],1630541,,,1610612744,74,86,2024-01-11T03:09:03Z,4090000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M15.00S,2024-01-11T03:08:36.4Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,74,86,2024-01-11T03:09:03Z,4100000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M15.00S,2024-01-11T03:08:36.4Z,3,REGULAR,substitution,out,[],1627742,,,1610612744,74,86,2024-01-11T03:09:03Z,4110000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M15.00S,2024-01-11T03:08:36.4Z,3,REGULAR,substitution,in,[],1631218,,,1610612744,74,86,2024-01-11T03:09:03Z,4120000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M15.00S,2024-01-11T03:08:36.4Z,3,REGULAR,substitution,in,[],1641764,,,1610612744,74,86,2024-01-11T03:09:03Z,4130000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT06M15.00S,2024-01-11T03:08:36.4Z,3,REGULAR,substitution,in,[],1630530,,,1610612744,74,86,2024-01-11T03:09:03Z,4140000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M15.00S,2024-01-11T03:09:04.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630228,,,1610612744,75,86,2024-01-11T03:09:04Z,4150000,False,,,0,,J. Kuminga Free Throw 2 of 2 (10 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,,,,,,10.0,,,,,,,,,
463,PT05M57.00S,2024-01-11T03:09:27.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,8.09789750328515,47.05882352941176,1610612740,75,86,2024-01-11T03:15:32Z,4175000,False,15.0,24.0,1,left,MISS Z. Williamson Layup - blocked,"[1629627, 1631218]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,2.78,Missed,,,,,,,,,,Jackson-Davis,1631218.0,,,,
464,PT05M57.00S,2024-01-11T03:09:27.3Z,3,REGULAR,block,,[],1631218,,,1610612740,75,86,2024-01-11T03:15:32Z,4177500,False,,,0,,T. Jackson-Davis BLOCK (1 BLK),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
465,PT05M57.00S,2024-01-11T03:09:27.3Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,75,86,2024-01-11T03:15:32Z,4178750,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,463.0,1.0,1.0,0.0,,,,,,,,,,,
429,PT05M45.00S,2024-01-11T03:09:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,89.43823915900131,47.549019607843135,1610612744,75,86,2024-01-11T03:15:32Z,4180000,False,-12.0,47.0,1,right,MISS J. Kuminga driving Layup - blocked,"[1630228, 202685]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,4.84,Missed,,,,,,,,,,Valanciunas,202685.0,,,,
430,PT05M45.00S,2024-01-11T03:09:34.3Z,3,REGULAR,block,,[],202685,,,1610612744,75,86,2024-01-11T03:09:37Z,4190000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
431,PT05M44.00S,2024-01-11T03:09:35.3Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,75,86,2024-01-11T03:13:21Z,4200000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,429.0,4.0,3.0,1.0,,,,,,,,,,,
432,PT05M40.00S,2024-01-11T03:09:40.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,31.61957950065703,68.87254901960785,1610612740,75,86,2024-01-11T03:13:04Z,4210000,False,-94.0,245.0,1,left,MISS C. McCollum 26' running pullup 3PT,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,26.23,Missed,,,,,,,,,,,,,,,
433,PT05M38.00S,2024-01-11T03:09:42.1Z,3,REGULAR,rebound,offensive,[],1630530,,,1610612740,75,86,2024-01-11T03:13:04Z,4220000,False,,,0,,T. Murphy III REBOUND (Off:3 Def:0),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,,,432.0,3.0,0.0,3.0,,,,,,,,,,,
434,PT05M34.00S,2024-01-11T03:09:46.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,6.389618922470433,52.94117647058824,1610612740,75,86,2024-01-11T03:12:40Z,4230000,False,-15.0,8.0,1,left,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,,,,1.65,Missed,,,,,,,,,,,,,,,
435,PT05M32.00S,2024-01-11T03:09:48.2Z,3,REGULAR,rebound,defensive,[],1631218,,,1610612744,75,86,2024-01-11T03:12:40Z,4240000,False,,,0,,T. Jackson-Davis REBOUND (Off:0 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,,,434.0,2.0,2.0,0.0,,,,,,,,,,,
436,PT05M22.00S,2024-01-11T03:09:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,94.30026281208936,48.77450980392157,1610612744,75,86,2024-01-11T03:10:08Z,4250000,False,-6.0,1.0,1,right,MISS T. Jackson-Davis Layup - blocked,"[1631218, 1630529]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,,,,0.62,Missed,,,,,,,,,,Jones,1630529.0,,,,
