actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT05M12.00S,2023-11-29T00:53:59.6Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,19,15,2023-11-29T01:03:02Z,870000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Left Center,,,Bogdanovic,B. Bogdanovic,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,
88,PT05M03.00S,2023-11-29T00:54:08.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,11.645860709592641,48.77450980392157,1610612737,19,15,2023-11-29T00:54:16Z,880000,False,6.0,57.0,1,left,MISS A. Griffin driving floating Shot,[1631100],1610612737.0,ATL,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,
89,PT05M01.00S,2023-11-29T00:54:10.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,19,15,2023-11-29T00:54:16Z,890000,False,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Mobley,E. Mobley,88.0,4.0,3.0,1.0,,,,,,,,,,,,,,
90,PT04M49.00S,2023-11-29T00:54:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,84.97043363994744,51.225490196078425,1610612739,19,15,2023-11-29T01:03:39Z,900000,False,6.0,89.0,1,right,MISS C. LeVert 8' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.9,Missed,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
91,PT04M46.00S,2023-11-29T00:54:24.7Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,19,15,2023-11-29T00:54:24Z,910000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),8-16 Center,,,Bogdanovic,B. Bogdanovic,90.0,2.0,2.0,0.0,,,,,,,,,,,,,,
92,PT04M40.00S,2023-11-29T00:54:31.3Z,1,REGULAR,2pt,Jump Shot,[],1627749,9.149145860709593,69.6078431372549,1610612737,19,17,2023-11-29T00:54:37Z,920000,False,-98.0,34.0,1,left,D. Murray 10' driving floating Jump Shot (5 PTS) (D. Hunter 1 AST),"[1627749, 1629631]",1610612737.0,ATL,driving floating,,,,,,Mid-Range,8-16 Left,10.36,Made,Murray,D. Murray,,,,,5.0,D. Hunter,1629631.0,1.0,,,,,,,,,,
94,PT04M30.00S,2023-11-29T00:54:41.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628378,93.11760840998686,50.0,1610612739,21,17,2023-11-29T00:54:46Z,940000,False,0.0,12.0,1,right,D. Mitchell driving DUNK (4 PTS),[1628378],1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,1.22,Made,Mitchell,D. Mitchell,,,,,4.0,,,,,,,,,,,,,
95,PT04M14.00S,2023-11-29T00:54:57.9Z,1,REGULAR,3pt,Jump Shot,[],1627749,20.71287779237845,88.23529411764706,1610612737,21,20,2023-11-29T00:55:04Z,950000,False,-191.0,142.0,1,left,D. Murray 3PT pullup (8 PTS),[1627749],1610612737.0,ATL,pullup,,,,,,Above the Break 3,24+ Left Center,23.83,Made,Murray,D. Murray,,,,,8.0,,,,,,,,,,,,,
96,PT04M03.00S,2023-11-29T00:55:09.0Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612739,21,20,2023-11-29T00:55:13Z,960000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 203992]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Right,,,LeVert,C. LeVert,,,,,,,,,1.0,Bogdanovic,203992.0,,,,,,,
97,PT04M03.00S,2023-11-29T00:55:09.0Z,1,REGULAR,steal,,[],203992,,,1610612737,21,20,2023-11-29T00:55:11Z,970000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),8-16 Right,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
98,PT03M57.00S,2023-11-29T00:55:14.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203992,31.225361366622867,67.64705882352942,1610612737,21,23,2023-11-29T01:05:15Z,980000,False,-88.0,241.0,1,left,B. Bogdanovic 25' 3PT running pullup (3 PTS),[203992],1610612737.0,ATL,running pullup,,,,,,Above the Break 3,24+ Left Center,25.66,Made,Bogdanovic,B. Bogdanovic,,,,,3.0,,,,,,,,,,,,,
99,PT03M33.00S,2023-11-29T00:55:37.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,93.64323258869908,2.941176470588235,1610612739,21,23,2023-11-29T00:55:42Z,990000,False,-235.0,7.0,1,right,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.54,Missed,Niang,G. Niang,,,,,,,,,,,,,,,,,,
100,PT03M31.00S,2023-11-29T00:55:39.5Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,21,23,2023-11-29T01:06:05Z,1000000,False,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,Mobley,E. Mobley,99.0,5.0,3.0,2.0,,,,,,,,,,,,,,
101,PT03M29.00S,2023-11-29T00:55:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629622,94.03745072273325,49.26470588235294,1610612739,21,23,2023-11-29T00:55:50Z,1010000,False,-4.0,4.0,1,right,MISS M. Strus Layup - blocked,"[1629622, 203991]",1610612739.0,CLE,,,,,,,Restricted Area,0-8 Center,0.51,Missed,Strus,M. Strus,,,,,,,,,,,,,,,,,Capela,203991.0
102,PT03M29.00S,2023-11-29T00:55:42.4Z,1,REGULAR,block,,[],203991,,,1610612739,21,23,2023-11-29T00:55:45Z,1020000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,
103,PT03M23.00S,2023-11-29T00:55:48.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,21,23,2023-11-29T00:55:50Z,1030000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,,,,Restricted Area,0-8 Center,,,Capela,C. Capela,101.0,3.0,1.0,2.0,,,,,,,,,,,,,,
104,PT03M20.00S,2023-11-29T00:55:50.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203992,7.440867279894875,48.03921568627451,1610612737,21,25,2023-11-29T01:08:19Z,1040000,False,10.0,17.0,1,left,B. Bogdanovic running Layup (5 PTS),[203992],1610612737.0,ATL,running,,,,,,Restricted Area,0-8 Center,2.0,Made,Bogdanovic,B. Bogdanovic,,,,,5.0,,,,,,,,,,,,,
105,PT03M13.00S,2023-11-29T00:56:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.85479632063075,49.754901960784316,1610612739,23,25,2023-11-29T00:56:08Z,1050000,False,-1.0,15.0,1,right,D. Mitchell driving Layup (6 PTS) (C. LeVert 1 AST),"[1628378, 1627747]",1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,1.47,Made,Mitchell,D. Mitchell,,,,,6.0,C. LeVert,1627747.0,1.0,,,,,,,,,,
107,PT03M13.00S,2023-11-29T00:56:06.2Z,1,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612739,23,25,2023-11-29T00:56:27Z,1070000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Mitchell 1 FT),"[1629631, 1628378]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,Hunter,D. Hunter,,,,,,,,,,,,1627963.0,1.0,0.0,Mitchell,1628378.0,,
109,PT03M13.00S,2023-11-29T00:56:17.6Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,23,25,2023-11-29T00:56:56Z,1090000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,
110,PT03M13.00S,2023-11-29T00:56:17.6Z,1,REGULAR,substitution,out,[],203991,,,1610612739,23,25,2023-11-29T00:56:56Z,1100000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,,,,,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,
111,PT03M13.00S,2023-11-29T00:56:17.6Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,23,25,2023-11-29T00:56:56Z,1110000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
112,PT03M13.00S,2023-11-29T00:56:17.6Z,1,REGULAR,substitution,in,[],1630168,,,1610612739,23,25,2023-11-29T00:56:56Z,1120000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,,,,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,
113,PT03M13.00S,2023-11-29T00:56:40.0Z,1,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,24,25,2023-11-29T00:56:40Z,1130000,False,,,0,,D. Mitchell Free Throw 1 of 1 (7 PTS),[1628378],1610612739.0,CLE,,,,,,,,,,Made,Mitchell,D. Mitchell,,,,,7.0,,,,,,,,,,,,,
114,PT03M04.00S,2023-11-29T00:56:51.5Z,1,REGULAR,2pt,Jump Shot,[],1627749,24.392247043363994,52.69607843137255,1610612737,24,25,2023-11-29T00:56:59Z,1140000,False,-13.0,177.0,1,left,MISS D. Murray 17' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,,,,Mid-Range,16-24 Center,17.73,Missed,Murray,D. Murray,,,,,,,,,,,,,,,,,,
115,PT02M59.00S,2023-11-29T00:56:56.5Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,24,25,2023-11-29T00:56:59Z,1150000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1628378],1610612739.0,CLE,,,,,,,Mid-Range,16-24 Center,,,Mitchell,D. Mitchell,114.0,3.0,3.0,0.0,,,,,,,,,,,,,,
116,PT02M51.00S,2023-11-29T00:57:04.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,92.85479632063075,63.48039215686274,1610612739,24,25,2023-11-29T00:57:11Z,1160000,False,67.0,15.0,1,right,MISS G. Niang 6' driving Hook,[1627777],1610612739.0,CLE,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,Niang,G. Niang,,,,,,,,,,,,,,,,,,
117,PT02M49.00S,2023-11-29T00:57:06.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,24,25,2023-11-29T00:57:11Z,1170000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,,,,In The Paint (Non-RA),0-8 Center,,,Okongwu,O. Okongwu,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,
118,PT02M43.00S,2023-11-29T00:57:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629631,6.258212877792378,96.32352941176471,1610612737,24,25,2023-11-29T00:57:16Z,1180000,False,-232.0,6.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,23.17,Missed,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
119,PT02M40.00S,2023-11-29T00:57:15.0Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,24,25,2023-11-29T00:57:16Z,1190000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:4),[1628378],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,,,Mitchell,D. Mitchell,118.0,4.0,4.0,0.0,,,,,,,,,,,,,,
120,PT02M30.00S,2023-11-29T00:57:30.3Z,1,REGULAR,foul,personal,[],1629631,,,1610612739,24,25,2023-11-29T00:57:41Z,1200000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1627747]",1610612737.0,ATL,,,,,,,Mid-Range,8-16 Right,,,Hunter,D. Hunter,,,,,,,,,,,,1627534.0,2.0,0.0,LeVert,1627747.0,,
122,PT02M30.00S,2023-11-29T00:57:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,24,25,2023-11-29T00:57:39Z,1220000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,24,25,2023-11-29T01:00:40Z,1230000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,
124,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,out,[],1628378,,,1610612739,24,25,2023-11-29T01:00:40Z,1240000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
125,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612739,24,25,2023-11-29T01:00:40Z,1250000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,,,,,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,
126,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,out,[],1629631,,,1610612739,24,25,2023-11-29T01:00:40Z,1260000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,,,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,
127,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,out,[],1631100,,,1610612739,24,25,2023-11-29T01:00:40Z,1270000,False,,,0,,SUB out: A. Griffin,[1631100],1610612737.0,ATL,,,,,,,,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,
128,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,in,[],1628386,,,1610612739,24,25,2023-11-29T01:00:40Z,1280000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
129,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,24,25,2023-11-29T01:00:40Z,1290000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,
130,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,in,[],1629027,,,1610612739,24,25,2023-11-29T01:00:40Z,1300000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,,,,,,,,Young,T. Young,,,,,,,,,,,,,,,,,,
131,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,in,[],1630180,,,1610612739,24,25,2023-11-29T01:00:40Z,1310000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
132,PT02M30.00S,2023-11-29T00:57:43.2Z,1,REGULAR,substitution,in,[],202083,,,1610612739,24,25,2023-11-29T01:00:40Z,1320000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,,,,,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,
133,PT02M20.00S,2023-11-29T01:00:53.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,92.85479632063075,2.941176470588235,1610612739,24,25,2023-11-29T01:00:58Z,1330000,False,-235.0,15.0,1,right,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.58,Missed,Niang,G. Niang,,,,,,,,,,,,,,,,,,
134,PT02M17.00S,2023-11-29T01:00:56.9Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,24,25,2023-11-29T01:00:58Z,1340000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,,,Bogdanovic,B. Bogdanovic,133.0,3.0,3.0,0.0,,,,,,,,,,,,,,
135,PT02M05.00S,2023-11-29T01:01:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,11.908672798948752,46.07843137254902,1610612737,24,25,2023-11-29T01:01:16Z,1350000,False,20.0,59.0,1,left,MISS O. Okongwu 6' floating Shot,[1630168],1610612737.0,ATL,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.26,Missed,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,
136,PT02M03.00S,2023-11-29T01:01:11.3Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,24,25,2023-11-29T01:01:16Z,1360000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,,,,In The Paint (Non-RA),0-8 Center,,,Niang,G. Niang,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT01M46.00S,2023-11-29T01:01:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627777,94.82588699080158,50.245098039215684,1610612739,26,25,2023-11-29T01:10:52Z,1370000,False,1.0,-4.0,1,right,G. Niang cutting Layup (2 PTS) (J. Allen 2 AST),"[1627777, 1628386]",1610612739.0,CLE,cutting,,,,,,Restricted Area,0-8 Center,0.41,Made,Niang,G. Niang,,,,,2.0,J. Allen,1628386.0,2.0,,,,,,,,,,
139,PT01M25.00S,2023-11-29T01:01:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.783837056504599,47.794117647058826,1610612737,26,27,2023-11-29T01:11:10Z,1390000,False,11.0,11.0,1,left,T. Young driving Layup (2 PTS) (W. Matthews 1 AST),"[1629027, 202083]",1610612737.0,ATL,driving,,,,,,Restricted Area,0-8 Center,1.58,Made,Young,T. Young,,,,,2.0,W. Matthews,202083.0,1.0,,,,,,,,,,
141,PT01M20.00S,2023-11-29T01:01:58.7Z,1,REGULAR,foul,personal,[],1629027,,,1610612739,26,27,2023-11-29T01:02:07Z,1410000,False,,,0,,T. Young personal FOUL (1 PF),"[1629027, 1629636]",1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Young,T. Young,,,,,,,,,,,,1627963.0,1.0,0.0,Garland,1629636.0,,
143,PT01M13.00S,2023-11-29T01:02:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.85479632063075,50.49019607843137,1610612739,28,27,2023-11-29T01:02:28Z,1430000,False,2.0,15.0,1,right,D. Garland driving Layup (6 PTS),[1629636],1610612739.0,CLE,driving,,,,,,Restricted Area,0-8 Center,1.49,Made,Garland,D. Garland,,,,,6.0,,,,,,,,,,,,,
144,PT01M05.00S,2023-11-29T01:02:28.8Z,1,REGULAR,3pt,Jump Shot,[],203992,20.18725361366623,4.901960784313726,1610612737,28,27,2023-11-29T01:02:33Z,1440000,False,225.0,137.0,1,left,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,26.4,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
145,PT01M03.00S,2023-11-29T01:02:31.2Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,28,27,2023-11-29T01:02:31Z,1450000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,,,,Above the Break 3,24+ Right Center,,,Okongwu,O. Okongwu,144.0,2.0,1.0,1.0,,,,,,,,,,,,,,
146,PT01M03.00S,2023-11-29T01:02:38.5Z,1,REGULAR,foul,personal,[],1627777,,,1610612737,28,27,2023-11-29T01:02:46Z,1460000,False,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 1630168]",1610612739.0,CLE,,,,,,,In The Paint (Non-RA),8-16 Left,,,Niang,G. Niang,,,,,,,,,,,,1627963.0,1.0,0.0,Okongwu,1630168.0,,
148,PT00M56.40S,2023-11-29T01:03:11.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,31.61957950065703,37.254901960784316,1610612737,28,30,2023-11-29T01:03:16Z,1480000,False,64.0,245.0,1,left,T. Young 25' 3PT pullup (5 PTS),[1629027],1610612737.0,ATL,pullup,,,,,,Above the Break 3,24+ Center,25.29,Made,Young,T. Young,,,,,5.0,,,,,,,,,,,,,
149,PT00M43.30S,2023-11-29T01:03:32.2Z,1,REGULAR,3pt,Jump Shot,[],1630171,92.9862023653088,2.941176470588235,1610612739,28,30,2023-11-29T01:03:37Z,1490000,False,-235.0,13.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,,,,Left Corner 3,24+ Left,23.57,Missed,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
150,PT00M39.90S,2023-11-29T01:03:35.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,28,30,2023-11-29T01:03:37Z,1500000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,,,,Left Corner 3,24+ Left,,,Bey,S. Bey,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT00M32.40S,2023-11-29T01:03:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.389618922470433,50.245098039215684,1610612737,28,32,2023-11-29T01:03:49Z,1510000,False,-1.0,8.0,1,left,O. Okongwu alley-oop Layup (2 PTS) (T. Young 2 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,,,,Restricted Area,0-8 Center,0.77,Made,Okongwu,O. Okongwu,,,,,2.0,T. Young,1629027.0,2.0,,,,,,,,,,
153,PT00M11.40S,2023-11-29T01:04:09.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612739,28,32,2023-11-29T01:04:18Z,1530000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Garland 2 FT),"[1630180, 1629636]",1610612737.0,ATL,shooting,,,,,,Restricted Area,0-8 Center,,,Bey,S. Bey,,,,,,,,,,,,1627534.0,1.0,0.0,Garland,1629636.0,,
155,PT00M11.40S,2023-11-29T01:04:40.5Z,1,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,28,32,2023-11-29T01:04:40Z,1550000,False,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,,,,,,,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,
156,PT00M11.40S,2023-11-29T01:04:40.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,28,32,2023-11-29T01:04:40Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,
157,PT00M11.40S,2023-11-29T01:04:42.0Z,1,REGULAR,substitution,out,[],1627777,,,1610612739,28,32,2023-11-29T01:04:47Z,1570000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,
158,PT00M11.40S,2023-11-29T01:04:42.0Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,28,32,2023-11-29T01:04:47Z,1580000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,,,,,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,
159,PT00M11.40S,2023-11-29T01:04:58.2Z,1,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,29,32,2023-11-29T01:04:58Z,1590000,False,,,0,,D. Garland Free Throw 2 of 2 (7 PTS),[1629636],1610612739.0,CLE,,,,,,,,,,Made,Garland,D. Garland,,,,,7.0,,,,,,,,,,,,,
160,PT00M03.20S,2023-11-29T01:05:12.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627747,,,1610612737,29,32,2023-11-29T01:06:15Z,1600000,False,,,0,,C. LeVert personal FOUL (1 PF) (Young 2 FT),"[1627747, 1629027]",1610612739.0,CLE,,,,,,,Mid-Range,8-16 Right,,,LeVert,C. LeVert,,,,,,,,,,,,1627963.0,1.0,0.0,Young,1629027.0,,
162,PT00M03.20S,2023-11-29T01:05:38.1Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,29,32,2023-11-29T01:05:38Z,1620000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,,,,,,,Missed,Young,T. Young,,,,,,,,,,,,,,,,,,
163,PT00M03.20S,2023-11-29T01:05:38.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,29,32,2023-11-29T01:05:38Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,
164,PT00M03.20S,2023-11-29T01:05:39.1Z,1,REGULAR,substitution,out,[],1628386,,,1610612737,29,32,2023-11-29T01:05:51Z,1640000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,
165,PT00M03.20S,2023-11-29T01:05:39.1Z,1,REGULAR,substitution,out,[],1630171,,,1610612737,29,32,2023-11-29T01:05:51Z,1650000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,,,,,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,
166,PT00M03.20S,2023-11-29T01:05:39.1Z,1,REGULAR,substitution,in,[],1628378,,,1610612737,29,32,2023-11-29T01:05:51Z,1660000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,,,,,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,
167,PT00M03.20S,2023-11-29T01:05:39.1Z,1,REGULAR,substitution,in,[],1629622,,,1610612737,29,32,2023-11-29T01:05:51Z,1670000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,,,,,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,
168,PT00M03.20S,2023-11-29T01:06:07.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,29,33,2023-11-29T01:06:07Z,1680000,False,,,0,,T. Young Free Throw 2 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,,,,,,,Made,Young,T. Young,,,,,6.0,,,,,,,,,,,,,
170,PT00M00.00S,2023-11-29T01:06:24.0Z,1,REGULAR,period,end,[],0,,,1610612739,29,33,2023-11-29T01:07:11Z,1700000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-11-29T01:07:30.7Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,29,33,2023-11-29T01:09:31Z,1720000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,,,,,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,
