actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
89,PT04M30.00S,2024-03-25T23:25:18.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627777,11.383048620236531,97.54901960784314,1610612739,13,13,2024-03-25T23:25:22Z,890000,False,-238.0,55.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,24.39,Missed,,,,,,,,,,,,,,,,,,
90,PT04M27.00S,2024-03-25T23:25:21.2Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612766,13,13,2024-03-25T23:25:22Z,900000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,
91,PT04M09.00S,2024-03-25T23:25:39.2Z,1,REGULAR,3pt,Jump Shot,[],1641706,94.56307490144546,95.83333333333334,1610612766,13,13,2024-03-25T23:25:45Z,910000,False,229.0,-1.0,1,right,MISS B. Miller 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
92,PT04M05.00S,2024-03-25T23:25:43.2Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612739,13,13,2024-03-25T23:25:45Z,920000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,
93,PT03M56.00S,2024-03-25T23:25:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.1268068331143235,50.73529411764706,1610612739,15,13,2024-03-25T23:25:55Z,930000,False,-4.0,5.0,1,left,J. Allen driving Layup (6 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,6.0,,,D. Garland,1629636.0,3.0,,,,,,
95,PT03M41.00S,2024-03-25T23:26:06.3Z,1,REGULAR,3pt,Jump Shot,[],1628970,68.28186596583443,26.47058823529412,1610612766,15,13,2024-03-25T23:26:17Z,950000,False,-118.0,246.0,1,right,MISS M. Bridges 27' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
96,PT03M37.00S,2024-03-25T23:26:09.8Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,15,13,2024-03-25T23:26:09Z,960000,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,
97,PT03M24.00S,2024-03-25T23:26:23.9Z,1,REGULAR,3pt,Jump Shot,[],1629636,5.601182654402102,96.81372549019608,1610612739,15,13,2024-03-25T23:26:29Z,970000,False,-234.0,0.0,1,left,MISS D. Garland 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
98,PT03M21.00S,2024-03-25T23:26:26.9Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612766,15,13,2024-03-25T23:26:29Z,980000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Left Corner 3,24+ Left,,,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,
99,PT03M17.00S,2024-03-25T23:26:31.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,92.9862023653088,51.9607843137255,1610612766,15,15,2024-03-25T23:29:52Z,990000,False,10.0,13.0,1,right,M. Bridges running Layup (6 PTS) (V. Micic 1 AST),"[1628970, 203995]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,6.0,,,V. Micic,203995.0,1.0,,,,,,
101,PT03M01.00S,2024-03-25T23:26:45.9Z,1,REGULAR,3pt,Jump Shot,[],1630241,30.831143232588698,65.19607843137256,1610612739,15,15,2024-03-25T23:26:50Z,1010000,False,-76.0,237.0,1,left,MISS S. Merrill 24' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,24.92,Missed,,,,,,,,,,,,,,,,,,
102,PT02M58.00S,2024-03-25T23:26:48.9Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,15,15,2024-03-25T23:26:48Z,1020000,False,,,0,,I. Okoro REBOUND (Off:2 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Center,,,,,101.0,4.0,2.0,2.0,,,,,,,,,,,,
103,PT02M53.00S,2024-03-25T23:26:54.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630171,4.155716162943495,2.941176470588235,1610612739,15,15,2024-03-25T23:26:58Z,1030000,False,235.0,-13.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,23.57,Missed,,,,,,,,,,,,,,,,,,
104,PT02M51.00S,2024-03-25T23:26:56.7Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,15,15,2024-03-25T23:26:56Z,1040000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,
105,PT02M38.00S,2024-03-25T23:27:09.7Z,1,REGULAR,3pt,Jump Shot,[],1629684,94.1688567674113,98.0392156862745,1610612766,15,15,2024-03-25T23:27:14Z,1050000,False,240.0,2.0,1,right,MISS G. Williams 24' 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
106,PT02M35.00S,2024-03-25T23:27:12.7Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,15,15,2024-03-25T23:27:14Z,1060000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,
107,PT02M26.00S,2024-03-25T23:27:21.9Z,1,REGULAR,3pt,Jump Shot,[],1627777,32.276609724047304,58.57843137254902,1610612739,15,15,2024-03-25T23:27:27Z,1070000,False,-43.0,251.0,1,left,MISS G. Niang 25' step back 3PT,[1627777],1610612739.0,CLE,step back,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,25.45,Missed,,,,,,,,,,,,,,,,,,
108,PT02M23.00S,2024-03-25T23:27:24.9Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,15,15,2024-03-25T23:27:27Z,1080000,False,,,0,,B. Miller REBOUND (Off:0 Def:3),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,107.0,3.0,3.0,0.0,,,,,,,,,,,,
109,PT02M04.00S,2024-03-25T23:27:46.4Z,1,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,15,15,2024-03-25T23:30:52Z,1090000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628970],1610612766.0,CHA,bad pass,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,1199.0,1.0,,,,,,,,,
110,PT02M04.00S,2024-03-25T23:27:53.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,15,15,2024-03-25T23:27:53Z,1100000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,15,15,2024-03-25T23:30:35Z,1110000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,out,[],1630171,,,1610612739,15,15,2024-03-25T23:30:35Z,1120000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,out,[],203995,,,1610612739,15,15,2024-03-25T23:30:35Z,1130000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,out,[],1641706,,,1610612739,15,15,2024-03-25T23:30:35Z,1140000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,15,15,2024-03-25T23:30:35Z,1150000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,in,[],202694,,,1610612739,15,15,2024-03-25T23:30:35Z,1160000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612739.0,CLE,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,in,[],1630544,,,1610612739,15,15,2024-03-25T23:30:35Z,1170000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M04.00S,2024-03-25T23:29:14.3Z,1,REGULAR,substitution,in,[],202722,,,1610612739,15,15,2024-03-25T23:30:35Z,1180000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M49.00S,2024-03-25T23:31:00.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,29.122864651773984,69.85294117647058,1610612739,18,15,2024-03-25T23:31:07Z,1190000,False,-99.0,221.0,1,left,S. Merrill 24' 3PT step back (3 PTS) (E. Mobley 1 AST),"[1630241, 1630596]",1610612739.0,CLE,step back,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,24.26,Made,,,,,,,3.0,,,E. Mobley,1630596.0,1.0,,,,,,
123,PT01M30.00S,2024-03-25T23:31:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202722,92.85479632063075,52.20588235294118,1610612766,18,15,2024-03-25T23:31:23Z,1210000,False,11.0,15.0,1,right,MISS D. Bertans driving Layup,[202722],1610612766.0,CHA,driving,,,Bertans,D. Bertans,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
124,PT01M28.00S,2024-03-25T23:31:20.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,18,15,2024-03-25T23:31:23Z,1220000,False,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,
125,PT01M23.00S,2024-03-25T23:31:26.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629636,6.1268068331143235,52.20588235294118,1610612739,20,15,2024-03-25T23:31:34Z,1230000,False,-11.0,5.0,1,left,D. Garland running finger roll Layup (2 PTS),[1629636],1610612739.0,CLE,running finger roll,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,2.0,,,,,,,,,,,
126,PT01M13.00S,2024-03-25T23:31:38.8Z,1,REGULAR,foul,personal,[],1629636,,,1610612766,20,15,2024-03-25T23:32:28Z,1240000,False,,,0,,D. Garland personal FOUL (1 PF),"[1629636, 1629684]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202058.0,,,,,1.0,0.0,Williams,1629684.0,,
128,PT01M06.00S,2024-03-25T23:32:12.0Z,1,REGULAR,turnover,out-of-bounds,[],1630544,,,1610612766,20,15,2024-03-25T23:32:21Z,1260000,False,,,0,,T. Mann bad pass out-of-bounds TURNOVER (2 TO),[1630544],1610612766.0,CHA,bad pass,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,202058.0,2.0,,,,,,,,,
129,PT00M55.30S,2024-03-25T23:32:28.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,5.075558475689881,98.52941176470588,1610612739,20,15,2024-03-25T23:32:35Z,1270000,False,-243.0,-5.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,24.26,Missed,,,,,,,,,,,,,,,,,,
130,PT00M51.70S,2024-03-25T23:32:32.4Z,1,REGULAR,rebound,defensive,[],1630544,,,1610612766,20,15,2024-03-25T23:32:35Z,1280000,False,,,0,,T. Mann REBOUND (Off:0 Def:3),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,129.0,3.0,3.0,0.0,,,,,,,,,,,,
131,PT00M36.10S,2024-03-25T23:32:52.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,92.46057818659659,49.754901960784316,1610612766,20,17,2024-03-25T23:32:59Z,1290000,False,-1.0,18.0,1,right,G. Williams floating Jump Shot (2 PTS) (M. Bridges 1 AST),"[1629684, 1628970]",1610612766.0,CHA,floating,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,,,2.0,,,M. Bridges,1628970.0,1.0,,,,,,
133,PT00M36.10S,2024-03-25T23:32:55.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630596,,,1610612766,20,17,2024-03-25T23:33:05Z,1310000,False,,,0,,E. Mobley shooting personal FOUL (1 PF) (Williams 1 FT),"[1630596, 1629684]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,1199.0,,,,,1.0,0.0,Williams,1629684.0,,
135,PT00M36.10S,2024-03-25T23:33:14.7Z,1,REGULAR,freethrow,1 of 1,[],1629684,,,1610612766,20,18,2024-03-25T23:33:14Z,1330000,False,,,0,,G. Williams Free Throw 1 of 1 (3 PTS),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
136,PT00M28.40S,2024-03-25T23:33:29.5Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612739,20,18,2024-03-25T23:33:35Z,1340000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Mobley 2 FT),"[1629684, 1630596]",1610612766.0,CHA,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,202058.0,,,,,1.0,0.0,Mobley,1630596.0,,
138,PT00M28.40S,2024-03-25T23:34:02.5Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,20,18,2024-03-25T23:34:02Z,1360000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
139,PT00M28.40S,2024-03-25T23:34:02.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,20,18,2024-03-25T23:34:02Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,
140,PT00M28.40S,2024-03-25T23:34:03.2Z,1,REGULAR,substitution,out,[],1630241,,,1610612739,20,18,2024-03-25T23:34:11Z,1380000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M28.40S,2024-03-25T23:34:03.2Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,20,18,2024-03-25T23:34:11Z,1390000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M28.40S,2024-03-25T23:34:03.2Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,20,18,2024-03-25T23:34:11Z,1400000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M28.40S,2024-03-25T23:34:03.2Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,20,18,2024-03-25T23:34:11Z,1410000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M28.40S,2024-03-25T23:34:02.5Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,20,18,2024-03-25T23:34:27Z,1420000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT00M26.70S,2024-03-25T23:34:04.2Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,20,18,2024-03-25T23:34:27Z,1430000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,
146,PT00M05.60S,2024-03-25T23:34:47.2Z,1,REGULAR,2pt,Jump Shot,[],1630197,92.9862023653088,30.637254901960787,1610612766,20,20,2024-03-25T23:34:53Z,1440000,False,-97.0,13.0,1,right,A. Pokusevski 9' driving floating Jump Shot (2 PTS) (T. Mann 2 AST),"[1630197, 1630544]",1610612766.0,CHA,driving floating,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,8-16 Left,9.77,Made,,,,,,,2.0,,,T. Mann,1630544.0,2.0,,,,,,
148,PT00M00.70S,2024-03-25T23:34:57.0Z,1,REGULAR,turnover,lost ball,[],1627747,,,1610612739,20,20,2024-03-25T23:35:27Z,1460000,False,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1629684]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,,,,,,,,Williams,1629684.0
149,PT00M00.70S,2024-03-25T23:34:57.0Z,1,REGULAR,steal,,[],1629684,,,1610612766,20,20,2024-03-25T23:35:01Z,1470000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2024-03-25T23:35:41.3Z,1,REGULAR,jumpball,recovered,[],202722,,,1610612766,20,20,2024-03-25T23:35:41Z,1480000,False,,,0,,Jump Ball G. Williams vs. C. LeVert: Tip to D. Bertans,"[202722, 1629684, 1627747]",1610612766.0,CHA,heldball,D. Bertans,202722.0,Bertans,D. Bertans,Williams,1629684.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2024-03-25T23:35:51.0Z,1,REGULAR,period,end,[],0,,,1610612766,20,20,2024-03-25T23:35:51Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,out,['startperiod'],1630596,,,1610612766,20,20,2024-03-25T23:38:18Z,1520000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,out,['startperiod'],1627777,,,1610612766,20,20,2024-03-25T23:38:18Z,1530000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612766,20,20,2024-03-25T23:38:18Z,1540000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,20,20,2024-03-25T23:38:18Z,1550000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,out,['startperiod'],1630197,,,1610612766,20,20,2024-03-25T23:38:18Z,1560000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,in,['startperiod'],1630241,,,1610612766,20,20,2024-03-25T23:38:18Z,1570000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,in,['startperiod'],1641854,,,1610612766,20,20,2024-03-25T23:38:18Z,1580000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,in,['startperiod'],202684,,,1610612766,20,20,2024-03-25T23:38:18Z,1590000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,20,20,2024-03-25T23:38:18Z,1600000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-25T23:36:49.6Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,20,20,2024-03-25T23:38:18Z,1610000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-25T23:38:16.7Z,2,REGULAR,period,start,[],0,,,1610612766,20,20,2024-03-25T23:38:18Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M40.00S,2024-03-25T23:38:36.6Z,2,REGULAR,3pt,Jump Shot,[],1630544,74.45795006570303,13.725490196078432,1610612766,20,20,2024-03-25T23:38:43Z,1630000,False,-181.0,188.0,1,right,MISS T. Mann 26' step back 3PT,[1630544],1610612766.0,CHA,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
166,PT11M36.00S,2024-03-25T23:38:40.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,20,20,2024-03-25T23:38:43Z,1640000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,
167,PT11M23.00S,2024-03-25T23:38:52.7Z,2,REGULAR,turnover,lost ball,[],202684,,,1610612739,20,20,2024-03-25T23:38:58Z,1650000,False,,,0,,T. Thompson lost ball TURNOVER (1 TO),"[202684, 1629684]",1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,,,,,,Williams,1629684.0
168,PT11M23.00S,2024-03-25T23:38:52.7Z,2,REGULAR,steal,,[],1629684,,,1610612766,20,20,2024-03-25T23:38:55Z,1660000,False,,,0,,G. Williams STEAL (2 STL),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
169,PT11M06.00S,2024-03-25T23:39:10.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630544,93.38042049934296,51.9607843137255,1610612766,20,20,2024-03-25T23:39:15Z,1670000,False,10.0,10.0,1,right,MISS T. Mann driving Layup,[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
170,PT11M03.00S,2024-03-25T23:39:13.2Z,2,REGULAR,rebound,defensive,[],202684,,,1610612739,20,20,2024-03-25T23:39:15Z,1680000,False,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,
171,PT10M56.00S,2024-03-25T23:39:23.8Z,2,REGULAR,foul,offensive,[],202684,,,1610612739,20,20,2024-03-25T23:39:31Z,1690000,False,,,0,,T. Thompson offensive FOUL (1 PF),"[202684, 1630208]",1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,1199.0,,,,,1.0,0.0,Richards,1630208.0,,
173,PT10M56.00S,2024-03-25T23:39:23.8Z,2,REGULAR,turnover,offensive foul,[],202684,,,1610612739,20,20,2024-03-25T23:39:23Z,1710000,False,,,0,,T. Thompson offensive foul TURNOVER (2 TO),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,1199.0,2.0,,,,,,,,,
209,PT10M30.00S,2024-03-25T23:40:08.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630208,91.5407358738502,51.9607843137255,1610612766,20,20,2024-03-25T23:47:50Z,1735000,False,10.0,27.0,1,right,MISS N. Richards cutting Layup - blocked,"[1630208, 1627747]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,2.87,Missed,LeVert,1627747.0,,,,,,,,,,,,,,,,
