actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
268,PT03M37.00S,2024-03-25T23:59:56.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,7.5722733245729295,37.00980392156863,1610612739,41,32,2024-03-26T00:00:03Z,2600000,False,65.0,19.0,1,left,J. Allen 6' driving bank Hook (8 PTS) (G. Niang 1 AST),"[1628386, 1627777]",1610612739.0,CLE,driving bank,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.76,Made,,,,,,,8.0,,,G. Niang,1627777.0,1.0,,,,,,
270,PT03M37.00S,2024-03-26T00:00:04.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,41,32,2024-03-26T00:00:04Z,2620000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M37.00S,2024-03-26T00:00:19.9Z,2,REGULAR,substitution,out,[],1630596,,,1610612766,41,32,2024-03-26T00:01:23Z,2630000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M37.00S,2024-03-26T00:00:19.9Z,2,REGULAR,substitution,out,[],202722,,,1610612766,41,32,2024-03-26T00:01:23Z,2640000,False,,,0,,SUB out: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M37.00S,2024-03-26T00:00:19.9Z,2,REGULAR,substitution,in,[],1627747,,,1610612766,41,32,2024-03-26T00:01:23Z,2650000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M37.00S,2024-03-26T00:00:19.9Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,41,32,2024-03-26T00:01:23Z,2660000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M21.00S,2024-03-26T00:01:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,94.82588699080158,50.49019607843137,1610612766,41,34,2024-03-26T00:01:56Z,2670000,False,2.0,-4.0,1,right,M. Bridges driving reverse Layup (8 PTS),[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,,,8.0,,,,,,,,,,,
276,PT03M00.00S,2024-03-26T00:02:10.9Z,2,REGULAR,2pt,Hook,[],1628386,8.623521681997373,33.82352941176471,1610612739,43,34,2024-03-26T00:02:16Z,2680000,False,81.0,29.0,1,left,J. Allen 8' driving bank Hook (10 PTS) (D. Garland 5 AST),"[1628386, 1629636]",1610612739.0,CLE,driving bank,,,Allen,J. Allen,,,,,Mid-Range,8-16 Right,8.58,Made,,,,,,,10.0,,,D. Garland,1629636.0,5.0,,,,,,
278,PT02M45.00S,2024-03-26T00:02:30.0Z,2,REGULAR,foul,offensive,[],1630197,,,1610612766,43,34,2024-03-26T00:02:41Z,2700000,False,,,0,,A. Pokusevski offensive FOUL (2 PF),"[1630197, 1627747]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Right,,,,,,,,,,202058.0,,,,,2.0,0.0,LeVert,1627747.0,,
280,PT02M45.00S,2024-03-26T00:02:30.0Z,2,REGULAR,turnover,offensive foul,[],1630197,,,1610612766,43,34,2024-03-26T00:02:30Z,2720000,False,,,0,,A. Pokusevski offensive foul TURNOVER (1 TO),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Mid-Range,16-24 Right,,,,,,,,,,202058.0,1.0,,,,,,,,,
281,PT02M19.00S,2024-03-26T00:03:08.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629636,40.02956636005256,33.82352941176471,1610612739,43,34,2024-03-26T00:03:37Z,2730000,False,81.0,324.0,1,left,MISS D. Garland 33' step back 3PT,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,33.38,Missed,,,,,,,,,,,,,,,,,,
282,PT02M19.00S,2024-03-26T00:03:08.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,43,34,2024-03-26T00:03:15Z,2740000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,281.0,,,,,,,,,,,,,,,
284,PT02M06.00S,2024-03-26T00:03:28.9Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612766,43,34,2024-03-26T00:03:40Z,2760000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Pokusevski 2 FT),"[1627777, 1630197]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,1199.0,,,,,2.0,0.0,Pokusevski,1630197.0,,
286,PT02M06.00S,2024-03-26T00:03:51.5Z,2,REGULAR,freethrow,1 of 2,[],1630197,,,1610612766,43,34,2024-03-26T00:03:51Z,2780000,False,,,0,,MISS A. Pokusevski Free Throw 1 of 2,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
287,PT02M06.00S,2024-03-26T00:03:51.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,43,34,2024-03-26T00:03:51Z,2790000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,
288,PT02M06.00S,2024-03-26T00:04:06.6Z,2,REGULAR,freethrow,2 of 2,[],1630197,,,1610612766,43,35,2024-03-26T00:04:06Z,2800000,False,,,0,,A. Pokusevski Free Throw 2 of 2 (5 PTS),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
289,PT01M50.00S,2024-03-26T00:04:33.3Z,2,REGULAR,foul,personal,['2freethrow'],1628970,,,1610612739,43,35,2024-03-26T00:04:39Z,2810000,False,,,0,,M. Bridges shooting personal FOUL (2 PF) (Allen 2 FT),"[1628970, 1628386]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,1199.0,,,,,2.0,0.0,Allen,1628386.0,,
291,PT01M50.00S,2024-03-26T00:05:00.7Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,44,35,2024-03-26T00:05:00Z,2830000,False,,,0,,J. Allen Free Throw 1 of 2 (11 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
292,PT01M50.00S,2024-03-26T00:05:01.5Z,2,REGULAR,substitution,out,[],1628970,,,1610612739,44,35,2024-03-26T00:05:14Z,2840000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT01M50.00S,2024-03-26T00:05:01.5Z,2,REGULAR,substitution,out,[],1630197,,,1610612739,44,35,2024-03-26T00:05:14Z,2850000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M50.00S,2024-03-26T00:05:01.5Z,2,REGULAR,substitution,in,[],1630544,,,1610612739,44,35,2024-03-26T00:05:14Z,2860000,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M50.00S,2024-03-26T00:05:01.5Z,2,REGULAR,substitution,in,[],1630550,,,1610612739,44,35,2024-03-26T00:05:14Z,2870000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M50.00S,2024-03-26T00:05:21.4Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,45,35,2024-03-26T00:05:21Z,2880000,False,,,0,,J. Allen Free Throw 2 of 2 (12 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
297,PT01M35.00S,2024-03-26T00:05:37.5Z,2,REGULAR,turnover,lost ball,[],203995,,,1610612766,45,35,2024-03-26T00:08:59Z,2890000,False,,,0,,V. Micic lost ball TURNOVER (2 TO),"[203995, 1629636]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,,,,,,Garland,1629636.0
298,PT01M35.00S,2024-03-26T00:05:37.5Z,2,REGULAR,steal,,[],1629636,,,1610612739,45,35,2024-03-26T00:05:40Z,2900000,False,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
299,PT01M23.00S,2024-03-26T00:05:49.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,4.681340341655716,96.56862745098039,1610612739,48,35,2024-03-26T00:05:57Z,2910000,False,-233.0,-8.0,1,left,G. Niang 3PT  (9 PTS) (J. Allen 2 AST),"[1627777, 1628386]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,23.3,Made,,,,,,,9.0,,,J. Allen,1628386.0,2.0,,,,,,
301,PT01M10.00S,2024-03-26T00:06:02.2Z,2,REGULAR,2pt,Jump Shot,[],1641706,79.31997371879106,24.264705882352942,1610612766,48,37,2024-03-26T00:06:35Z,2930000,False,-129.0,142.0,1,right,B. Miller 19' pullup Jump Shot (10 PTS) (G. Williams 1 AST),"[1641706, 1629684]",1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left Center,19.16,Made,,,,,,,10.0,,,G. Williams,1629684.0,1.0,,,,,,
303,PT00M54.80S,2024-03-26T00:06:20.1Z,2,REGULAR,3pt,Jump Shot,[],1630171,30.831143232588698,17.647058823529413,1610612739,51,37,2024-03-26T00:06:24Z,2950000,False,162.0,237.0,1,left,I. Okoro 28' 3PT  (8 PTS) (G. Niang 2 AST),"[1630171, 1627777]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,28.72,Made,,,,,,,8.0,,,G. Niang,1627777.0,2.0,,,,,,
305,PT00M34.30S,2024-03-26T00:06:42.8Z,2,REGULAR,2pt,Jump Shot,[],203995,81.2910643889619,73.77450980392157,1610612766,51,37,2024-03-26T00:07:02Z,2970000,False,119.0,123.0,1,right,MISS V. Micic 17' step back Shot,[203995],1610612766.0,CHA,step back,,,Micic,V. Micic,,,,,Mid-Range,16-24 Right Center,17.14,Missed,,,,,,,,,,,,,,,,,,
306,PT00M31.40S,2024-03-26T00:06:45.7Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,51,37,2024-03-26T00:07:02Z,2980000,False,,,0,,C. LeVert REBOUND (Off:0 Def:4),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right Center,,,,,305.0,4.0,4.0,0.0,,,,,,,,,,,,
307,PT00M13.10S,2024-03-26T00:07:08.0Z,2,REGULAR,turnover,traveling,[],1629636,,,1610612739,51,37,2024-03-26T00:07:13Z,2990000,False,,,0,,D. Garland traveling TURNOVER (2 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202058.0,2.0,,,,,,,,,
308,PT00M13.10S,2024-03-26T00:07:11.2Z,2,REGULAR,substitution,out,[],1629636,,,1610612766,51,37,2024-03-26T00:07:49Z,3000000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M13.10S,2024-03-26T00:07:11.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612766,51,37,2024-03-26T00:07:49Z,3010000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT00M13.10S,2024-03-26T00:07:11.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,51,37,2024-03-26T00:07:49Z,3020000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT00M13.10S,2024-03-26T00:07:11.2Z,2,REGULAR,substitution,in,[],1630596,,,1610612766,51,37,2024-03-26T00:07:49Z,3030000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M13.10S,2024-03-26T00:07:11.2Z,2,REGULAR,substitution,in,[],202684,,,1610612766,51,37,2024-03-26T00:07:49Z,3040000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M13.10S,2024-03-26T00:07:11.2Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,51,37,2024-03-26T00:07:49Z,3050000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M00.70S,2024-03-26T00:07:55.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1641706,77.08607095926413,20.588235294117645,1610612766,51,37,2024-03-26T00:08:01Z,3060000,False,-147.0,163.0,1,right,MISS B. Miller 21' step back Shot,[1641706],1610612766.0,CHA,step back,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left Center,21.95,Missed,,,,,,,,,,,,,,,,,,
315,PT00M00.70S,2024-03-26T00:07:55.8Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,51,37,2024-03-26T00:08:01Z,3070000,False,,,0,,C. LeVert REBOUND (Off:0 Def:5),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Left Center,,,,,314.0,5.0,5.0,0.0,,,,,,,,,,,,
316,PT00M00.00S,2024-03-26T00:08:00.7Z,2,REGULAR,period,end,[],0,,,1610612739,51,37,2024-03-26T00:08:00Z,3080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-03-26T00:22:53.4Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612739,51,37,2024-03-26T00:23:10Z,3090000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-03-26T00:22:53.4Z,3,REGULAR,substitution,out,['startperiod'],1630550,,,1610612739,51,37,2024-03-26T00:23:10Z,3100000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2024-03-26T00:22:53.4Z,3,REGULAR,substitution,in,['startperiod'],1629636,,,1610612739,51,37,2024-03-26T00:23:10Z,3110000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2024-03-26T00:22:53.4Z,3,REGULAR,substitution,in,['startperiod'],1628970,,,1610612739,51,37,2024-03-26T00:23:10Z,3120000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2024-03-26T00:23:25.9Z,3,REGULAR,period,start,[],0,,,1610612766,51,37,2024-03-26T00:23:25Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M44.00S,2024-03-26T00:23:40.2Z,3,REGULAR,2pt,Hook,[],1628970,7.835085413929041,32.35294117647059,1610612766,51,37,2024-03-26T00:23:46Z,3140000,False,88.0,21.0,1,left,MISS M. Bridges 9' driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,9.07,Missed,,,,,,,,,,,,,,,,,,
323,PT11M41.00S,2024-03-26T00:23:43.8Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,51,37,2024-03-26T00:23:43Z,3150000,False,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,,,,,322.0,4.0,3.0,1.0,,,,,,,,,,,,
324,PT11M39.00S,2024-03-26T00:23:45.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,29.25427069645204,19.11764705882353,1610612766,51,40,2024-03-26T00:23:51Z,3160000,False,154.0,222.0,1,left,B. Miller 27' 3PT  (13 PTS) (M. Bridges 2 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,27.08,Made,,,,,,,13.0,,,M. Bridges,1628970.0,2.0,,,,,,
326,PT11M20.00S,2024-03-26T00:24:04.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,81.94809461235218,40.68627450980392,1610612739,51,40,2024-03-26T00:24:09Z,3180000,False,-47.0,117.0,1,right,MISS E. Mobley 12' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,12.61,Missed,,,,,,,,,,,,,,,,,,
327,PT11M18.00S,2024-03-26T00:24:06.1Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612766,51,40,2024-03-26T00:24:09Z,3190000,False,,,0,,T. Mann REBOUND (Off:0 Def:5),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,326.0,5.0,5.0,0.0,,,,,,,,,,,,
328,PT11M11.00S,2024-03-26T00:24:14.5Z,3,REGULAR,turnover,bad pass,[],1630544,,,1610612766,51,40,2024-03-26T00:24:19Z,3200000,False,,,0,,T. Mann bad pass TURNOVER (3 TO),"[1630544, 1627747]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,,,,,,,,,,,3.0,,,,,,,,LeVert,1627747.0
329,PT11M11.00S,2024-03-26T00:24:14.5Z,3,REGULAR,steal,,[],1627747,,,1610612739,51,40,2024-03-26T00:24:16Z,3210000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
330,PT11M05.00S,2024-03-26T00:24:19.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630171,93.38042049934296,51.225490196078425,1610612739,53,40,2024-03-26T00:24:32Z,3220000,False,6.0,10.0,1,right,I. Okoro running Layup (10 PTS) (E. Mobley 4 AST),"[1630171, 1630596]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,,,10.0,,,E. Mobley,1630596.0,4.0,,,,,,
332,PT10M55.00S,2024-03-26T00:24:33.9Z,3,REGULAR,2pt,Jump Shot,[],1641706,9.149145860709593,66.91176470588235,1610612766,53,42,2024-03-26T00:25:06Z,3240000,False,-85.0,34.0,1,left,B. Miller 9' pullup Jump Shot (15 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,8-16 Left,9.1,Made,,,,,,,15.0,,,,,,,,,,,
333,PT10M55.00S,2024-03-26T00:24:40.7Z,3,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612766,53,42,2024-03-26T00:24:50Z,3250000,False,,,0,,C. LeVert shooting personal FOUL (2 PF) (Miller 1 FT),"[1627747, 1641706]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,1199.0,,,,,2.0,0.0,Miller,1641706.0,,
335,PT10M55.00S,2024-03-26T00:24:56.0Z,3,REGULAR,freethrow,1 of 1,[],1641706,,,1610612766,53,43,2024-03-26T00:24:56Z,3270000,False,,,0,,B. Miller Free Throw 1 of 1 (16 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,
336,PT10M39.00S,2024-03-26T00:25:15.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,81.553876478318,55.63725490196079,1610612739,53,43,2024-03-26T00:25:23Z,3280000,False,28.0,121.0,1,right,MISS C. LeVert 12' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,12.41,Missed,,,,,,,,,,,,,,,,,,
337,PT10M36.00S,2024-03-26T00:25:18.5Z,3,REGULAR,rebound,defensive,[],203995,,,1610612766,53,43,2024-03-26T00:27:20Z,3290000,False,,,0,,V. Micic REBOUND (Off:0 Def:1),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,In The Paint (Non-RA),8-16 Center,,,,,336.0,1.0,1.0,0.0,,,,,,,,,,,,
338,PT10M28.00S,2024-03-26T00:25:26.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203995,5.995400788436268,51.225490196078425,1610612766,53,43,2024-03-26T00:25:31Z,3300000,False,-6.0,4.0,1,left,MISS V. Micic driving Layup,[203995],1610612766.0,CHA,driving,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,0.72,Missed,,,,,,,,,,,,,,,,,,
339,PT10M26.00S,2024-03-26T00:25:28.2Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,53,43,2024-03-26T00:25:31Z,3310000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,338.0,2.0,2.0,0.0,,,,,,,,,,,,
340,PT10M21.00S,2024-03-26T00:25:33.9Z,3,REGULAR,3pt,Jump Shot,[],1630596,67.88764783180025,51.225490196078425,1610612739,53,43,2024-03-26T00:25:44Z,3320000,False,6.0,249.0,1,right,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,24.95,Missed,,,,,,,,,,,,,,,,,,
341,PT10M17.00S,2024-03-26T00:25:37.9Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,53,43,2024-03-26T00:25:44Z,3330000,False,,,0,,B. Miller REBOUND (Off:0 Def:4),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,,,,,340.0,4.0,4.0,0.0,,,,,,,,,,,,
342,PT10M01.00S,2024-03-26T00:25:53.0Z,3,REGULAR,2pt,Jump Shot,[],1641706,28.203022339027594,39.21568627450981,1610612766,53,45,2024-03-26T00:25:59Z,3340000,False,54.0,213.0,1,left,B. Miller 21' pullup Jump Shot (18 PTS),[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Mid-Range,16-24 Center,21.93,Made,,,,,,,18.0,,,,,,,,,,,
343,PT09M47.00S,2024-03-26T00:26:07.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627747,93.38042049934296,51.9607843137255,1610612739,55,45,2024-03-26T00:26:14Z,3350000,False,10.0,10.0,1,right,C. LeVert cutting DUNK (7 PTS) (D. Garland 6 AST),"[1627747, 1629636]",1610612739.0,CLE,cutting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,7.0,,,D. Garland,1629636.0,6.0,,,,,,
345,PT09M30.00S,2024-03-26T00:26:24.1Z,3,REGULAR,turnover,bad pass,[],1641706,,,1610612766,55,45,2024-03-26T00:26:29Z,3370000,False,,,0,,B. Miller bad pass TURNOVER (2 TO),"[1641706, 1628386]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2.0,,,,,,,,Allen,1628386.0
346,PT09M30.00S,2024-03-26T00:26:24.1Z,3,REGULAR,steal,,[],1628386,,,1610612739,55,45,2024-03-26T00:26:26Z,3380000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
347,PT09M21.00S,2024-03-26T00:26:33.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,93.24901445466492,50.49019607843137,1610612739,57,45,2024-03-26T00:26:39Z,3390000,False,2.0,11.0,1,right,E. Mobley cutting finger roll Layup (6 PTS) (D. Garland 7 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting finger roll,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,6.0,,,D. Garland,1629636.0,7.0,,,,,,
349,PT08M57.00S,2024-03-26T00:26:56.8Z,3,REGULAR,3pt,Jump Shot,[],1641706,31.61957950065703,32.84313725490196,1610612766,57,45,2024-03-26T00:27:01Z,3410000,False,86.0,245.0,1,left,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
350,PT08M55.00S,2024-03-26T00:26:58.8Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,57,45,2024-03-26T00:27:01Z,3420000,False,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,349.0,7.0,5.0,2.0,,,,,,,,,,,,
351,PT08M48.00S,2024-03-26T00:27:07.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,93.77463863337714,51.470588235294116,1610612739,59,45,2024-03-26T00:27:12Z,3430000,False,7.0,6.0,1,right,E. Mobley alley-oop DUNK (8 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,8.0,,,C. LeVert,1627747.0,2.0,,,,,,
353,PT08M48.00S,2024-03-26T00:27:12.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,59,45,2024-03-26T00:27:12Z,3450000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT08M34.00S,2024-03-26T00:30:24.8Z,3,REGULAR,2pt,Jump Shot,[],1630544,5.469776609724048,33.088235294117645,1610612766,59,45,2024-03-26T00:31:21Z,3460000,False,85.0,-1.0,1,left,MISS T. Mann 8' floating Shot,[1630544],1610612766.0,CHA,floating,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,8.46,Missed,,,,,,,,,,,,,,,,,,
