actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT06M06.00S,2023-03-05T03:25:55.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201144,,,1610612750,14,18,2023-03-05T03:25:55Z,880000,False,,,0,,M. Conley Free Throw 1 of 2 (3 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
89,PT06M06.00S,2023-03-05T03:25:56.1Z,1,REGULAR,substitution,out,[],1628989,,,1610612750,14,18,2023-03-05T03:26:05Z,890000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M06.00S,2023-03-05T03:25:56.1Z,1,REGULAR,substitution,in,[],1629056,,,1610612750,14,18,2023-03-05T03:26:05Z,900000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M06.00S,2023-03-05T03:26:16.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201144,,,1610612750,14,19,2023-03-05T03:26:16Z,910000,False,,,0,,M. Conley Free Throw 2 of 2 (4 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
92,PT05M48.00S,2023-03-05T03:26:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.389618922470433,53.67647058823529,1610612758,16,19,2023-03-05T03:26:43Z,920000,False,-18.0,8.0,1,left,H. Barnes driving Layup (2 PTS),[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,1.99,Made,,,,,2.0,,,,,,,,,,,
93,PT05M37.00S,2023-03-05T03:26:48.3Z,1,REGULAR,turnover,lost ball,[],203937,,,1610612750,16,19,2023-03-05T03:26:52Z,930000,False,,,0,,K. Anderson lost ball TURNOVER (1 TO),"[203937, 1629056]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,,,,,Davis,1629056.0,,,,,,
94,PT05M37.00S,2023-03-05T03:26:48.3Z,1,REGULAR,steal,,[],1629056,,,1610612758,16,19,2023-03-05T03:26:50Z,940000,False,,,0,,T. Davis STEAL (1 STL),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
95,PT05M32.00S,2023-03-05T03:26:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629056,5.995400788436268,53.67647058823529,1610612758,18,19,2023-03-05T03:26:58Z,950000,False,-18.0,4.0,1,left,T. Davis running Layup (2 PTS),[1629056],1610612758.0,SAC,running,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,1.88,Made,,,,,2.0,,,,,,,,,,,
96,PT05M25.00S,2023-03-05T03:27:03.4Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,18,19,2023-03-05T03:27:10Z,960000,False,,,0,,R. Gobert offensive FOUL (2 PF),"[203497, 1630558]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,1627963.0,,,,,,,,,,,,,,,,2.0,0.0,Mitchell,1630558.0
98,PT05M25.00S,2023-03-05T03:27:03.4Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,18,19,2023-03-05T03:27:03Z,980000,False,,,0,,R. Gobert offensive foul TURNOVER (1 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,1627963.0,1.0,,,,,,,,,,,,,,,,,,
99,PT05M25.00S,2023-03-05T03:27:11.8Z,1,REGULAR,substitution,out,[],203937,,,1610612758,18,19,2023-03-05T03:27:23Z,990000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M25.00S,2023-03-05T03:27:11.8Z,1,REGULAR,substitution,out,[],201144,,,1610612758,18,19,2023-03-05T03:27:23Z,1000000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M25.00S,2023-03-05T03:27:11.8Z,1,REGULAR,substitution,out,[],203497,,,1610612758,18,19,2023-03-05T03:27:23Z,1010000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M25.00S,2023-03-05T03:27:11.8Z,1,REGULAR,substitution,in,[],1629162,,,1610612758,18,19,2023-03-05T03:27:23Z,1020000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M25.00S,2023-03-05T03:27:11.8Z,1,REGULAR,substitution,in,[],1629675,,,1610612758,18,19,2023-03-05T03:27:23Z,1030000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M25.00S,2023-03-05T03:27:11.8Z,1,REGULAR,substitution,in,[],1629638,,,1610612758,18,19,2023-03-05T03:27:23Z,1040000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M09.00S,2023-03-05T03:27:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,9.280551905387648,48.529411764705884,1610612758,18,19,2023-03-05T03:27:52Z,1050000,False,7.0,35.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,3.55,Missed,,,,,,,,,,,,,,,,
106,PT05M06.00S,2023-03-05T03:27:49.2Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,18,19,2023-03-05T03:27:52Z,1060000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,105.0,5.0,3.0,2.0,,,,,,,,,,,,
107,PT05M05.00S,2023-03-05T03:27:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,8.754927726675426,45.34313725490196,1610612758,20,19,2023-03-05T03:30:49Z,1070000,False,23.0,30.0,1,left,D. Sabonis tip Layup (6 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,3.78,Made,,,,,6.0,,,,,,,,,,,
108,PT04M54.00S,2023-03-05T03:28:10.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629056,,,1610612750,20,19,2023-03-05T03:28:39Z,1080000,False,,,0,,T. Davis shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[1629056, 1629638]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,Mid-Range,16-24 Right Center,1627963.0,,,,,,,,,,,,,,,,1.0,0.0,Alexander-Walker,1629638.0
110,PT04M54.00S,2023-03-05T03:28:33.8Z,1,REGULAR,freethrow,1 of 2,[],1629638,,,1610612750,20,20,2023-03-05T03:28:33Z,1100000,False,,,0,,N. Alexander-Walker Free Throw 1 of 2 (1 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
111,PT04M54.00S,2023-03-05T03:28:34.7Z,1,REGULAR,substitution,out,[],1631099,,,1610612750,20,20,2023-03-05T03:28:41Z,1110000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M54.00S,2023-03-05T03:28:34.7Z,1,REGULAR,substitution,in,[],1628370,,,1610612750,20,20,2023-03-05T03:28:41Z,1120000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M54.00S,2023-03-05T03:28:43.5Z,1,REGULAR,freethrow,2 of 2,[],1629638,,,1610612750,20,21,2023-03-05T03:28:43Z,1130000,False,,,0,,N. Alexander-Walker Free Throw 2 of 2 (2 PTS),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
114,PT04M37.00S,2023-03-05T03:29:05.8Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612758,20,21,2023-03-05T03:29:16Z,1140000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630162, 203084]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,1627963.0,,,,,,,,,,,,,,,,1.0,0.0,Barnes,203084.0
116,PT04M37.00S,2023-03-05T03:29:28.6Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,21,21,2023-03-05T03:29:28Z,1160000,False,,,0,,H. Barnes Free Throw 1 of 2 (3 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
117,PT04M37.00S,2023-03-05T03:29:40.8Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,22,21,2023-03-05T03:29:40Z,1170000,False,,,0,,H. Barnes Free Throw 2 of 2 (4 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
118,PT04M18.00S,2023-03-05T03:30:03.6Z,1,REGULAR,turnover,traveling,[],1627752,,,1610612750,22,21,2023-03-05T03:30:08Z,1180000,False,,,0,,T. Prince traveling TURNOVER (1 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Right,2882.0,1.0,,,,,,,,,,,,,,,,,,
119,PT04M01.00S,2023-03-05T03:30:32.7Z,1,REGULAR,turnover,out-of-bounds,[],203084,,,1610612758,22,21,2023-03-05T03:30:47Z,1190000,False,,,0,,H. Barnes lost ball out-of-bounds TURNOVER (1 TO),[203084],1610612758.0,SAC,lost ball,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,202007.0,1.0,,,,,,,,,,,,,,,,,,
120,PT03M47.00S,2023-03-05T03:30:49.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,72.35545335085413,79.41176470588235,1610612750,22,24,2023-03-05T03:30:54Z,1200000,False,147.0,207.0,1,right,T. Prince 25' 3PT  (5 PTS) (A. Edwards 1 AST),"[1627752, 1630162]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,25.43,Made,,,,,5.0,A. Edwards,1630162.0,1.0,,,,,,,,
122,PT03M30.00S,2023-03-05T03:31:05.8Z,1,REGULAR,turnover,lost ball,[],203084,,,1610612758,22,24,2023-03-05T03:31:10Z,1220000,False,,,0,,H. Barnes lost ball TURNOVER (2 TO),"[203084, 1629162]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,McLaughlin,1629162.0,,,,,,
123,PT03M30.00S,2023-03-05T03:31:05.8Z,1,REGULAR,steal,,[],1629162,,,1610612750,22,24,2023-03-05T03:31:07Z,1230000,False,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
124,PT03M23.00S,2023-03-05T03:31:13.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,70.51576872536137,25.98039215686275,1610612750,22,27,2023-03-05T03:31:21Z,1240000,False,-120.0,225.0,1,right,N. Alexander-Walker 25' 3PT pullup (5 PTS) (A. Edwards 2 AST),"[1629638, 1630162]",1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,,,25.48,Made,,,,,5.0,A. Edwards,1630162.0,2.0,,,,,,,,
126,PT03M11.00S,2023-03-05T03:31:25.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,6.783837056504599,50.49019607843137,1610612758,24,27,2023-03-05T03:31:30Z,1260000,False,-2.0,11.0,1,left,D. Sabonis cutting DUNK (8 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,1.16,Made,,,,,8.0,M. Monk,1628370.0,1.0,,,,,,,,
128,PT03M07.00S,2023-03-05T03:31:36.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,24,27,2023-03-05T03:31:36Z,1280000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M07.00S,2023-03-05T03:33:37.5Z,1,REGULAR,substitution,out,[],1627734,,,1610612750,24,27,2023-03-05T03:34:30Z,1290000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M07.00S,2023-03-05T03:33:37.5Z,1,REGULAR,substitution,out,[],1630558,,,1610612750,24,27,2023-03-05T03:34:30Z,1300000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M07.00S,2023-03-05T03:33:37.5Z,1,REGULAR,substitution,out,[],203084,,,1610612750,24,27,2023-03-05T03:34:30Z,1310000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M07.00S,2023-03-05T03:33:37.5Z,1,REGULAR,substitution,in,[],1629002,,,1610612750,24,27,2023-03-05T03:34:30Z,1320000,False,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M07.00S,2023-03-05T03:33:37.5Z,1,REGULAR,substitution,in,[],1626168,,,1610612750,24,27,2023-03-05T03:34:30Z,1330000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M07.00S,2023-03-05T03:33:37.5Z,1,REGULAR,substitution,in,[],1628368,,,1610612750,24,27,2023-03-05T03:34:30Z,1340000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M46.00S,2023-03-05T03:34:52.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,92.59198423127464,50.49019607843137,1610612750,24,29,2023-03-05T03:35:00Z,1350000,False,2.0,17.0,1,right,A. Edwards driving DUNK (5 PTS) (N. Alexander-Walker 1 AST),"[1630162, 1629638]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,1.73,Made,,,,,5.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,
137,PT02M20.00S,2023-03-05T03:35:19.6Z,1,REGULAR,2pt,Jump Shot,[],1628370,21.50131406044678,50.73529411764706,1610612758,24,29,2023-03-05T03:38:31Z,1370000,False,-4.0,150.0,1,left,MISS M. Monk 14' turnaround fadeaway Shot,[1628370],1610612758.0,SAC,turnaround fadeaway,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,,,14.96,Missed,,,,,,,,,,,,,,,,
138,PT02M17.00S,2023-03-05T03:35:22.6Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,24,29,2023-03-05T03:35:25Z,1380000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Center,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,
139,PT02M14.00S,2023-03-05T03:35:28.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629002,,,1610612750,24,29,2023-03-05T03:35:43Z,1390000,False,,,0,,C. Metu shooting personal FOUL (1 PF) (Edwards 2 FT),"[1629002, 1630162]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Edwards,1630162.0
141,PT02M14.00S,2023-03-05T03:35:57.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630162,,,1610612750,24,30,2023-03-05T03:36:20Z,1410000,False,,,0,,A. Edwards Free Throw 1 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
142,PT02M14.00S,2023-03-05T03:35:57.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630162,,,1610612750,24,30,2023-03-05T03:36:20Z,1420000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
143,PT02M11.00S,2023-03-05T03:36:00.4Z,1,REGULAR,rebound,defensive,[],1629056,,,1610612758,24,30,2023-03-05T03:36:20Z,1430000,False,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,
144,PT01M59.00S,2023-03-05T03:36:32.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612758,24,30,2023-03-05T03:36:40Z,1440000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Monk 2 FT),"[1629638, 1628370]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Monk,1628370.0
146,PT01M59.00S,2023-03-05T03:36:52.7Z,1,REGULAR,freethrow,1 of 2,[],1628370,,,1610612758,25,30,2023-03-05T03:36:52Z,1460000,False,,,0,,M. Monk Free Throw 1 of 2 (1 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
147,PT01M59.00S,2023-03-05T03:37:07.3Z,1,REGULAR,freethrow,2 of 2,[],1628370,,,1610612758,26,30,2023-03-05T03:37:07Z,1470000,False,,,0,,M. Monk Free Throw 2 of 2 (2 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
148,PT01M47.00S,2023-03-05T03:37:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.64126149802891,46.46522671568627,1610612750,26,32,2023-03-05T03:40:31Z,1480000,False,-18.0,17.0,1,right,A. Edwards driving reverse Layup (8 PTS),[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,2.43,Made,,,,,8.0,,,,,,,,,,,
149,PT01M37.00S,2023-03-05T03:37:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.652431011826544,55.14705882352941,1610612758,28,32,2023-03-05T03:37:36Z,1490000,False,-26.0,10.0,1,left,D. Fox driving Layup (5 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,2.76,Made,,,,,5.0,,,,,,,,,,,
150,PT01M23.00S,2023-03-05T03:37:44.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,93.24901445466492,52.69607843137255,1610612750,28,34,2023-03-05T03:37:48Z,1500000,False,13.0,11.0,1,right,N. Reid driving Layup (2 PTS) (A. Edwards 3 AST),"[1629675, 1630162]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,1.74,Made,,,,,2.0,A. Edwards,1630162.0,3.0,,,,,,,,
152,PT01M14.00S,2023-03-05T03:37:53.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,7.966491458607096,50.49019607843137,1610612758,30,34,2023-03-05T03:37:57Z,1520000,False,-2.0,22.0,1,left,C. Metu Hook (2 PTS) (M. Monk 2 AST),"[1629002, 1628370]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,2.25,Made,,,,,2.0,M. Monk,1628370.0,2.0,,,,,,,,
154,PT00M50.60S,2023-03-05T03:38:18.1Z,1,REGULAR,3pt,Jump Shot,[],1627752,72.35545335085413,81.12745098039215,1610612750,30,34,2023-03-05T03:38:24Z,1540000,False,156.0,207.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,25.93,Missed,,,,,,,,,,,,,,,,
155,PT00M47.30S,2023-03-05T03:38:21.4Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,30,34,2023-03-05T03:38:24Z,1550000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,
187,PT00M32.10S,2023-03-05T03:38:39.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,13.272010512483574,45.611213235294116,1610612758,30,34,2023-03-05T03:44:49Z,1575000,False,22.0,72.0,1,left,MISS D. Fox 7' driving Layup - blocked,"[1628368, 1629638]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,7.55,Missed,,,,,,,,,,,Alexander-Walker,1629638.0,,,,
188,PT00M32.10S,2023-03-05T03:38:39.3Z,1,REGULAR,block,,[],1629638,,,1610612758,30,34,2023-03-05T03:44:49Z,1577500,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
189,PT00M32.10S,2023-03-05T03:38:39.3Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,30,34,2023-03-05T03:44:49Z,1578750,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,
158,PT00M28.40S,2023-03-05T03:38:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,93.51182654402102,46.07843137254902,1610612750,30,36,2023-03-05T03:44:49Z,1580000,False,-20.0,8.0,1,right,A. Edwards running Layup (10 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,2.14,Made,,,,,10.0,J. McLaughlin,1629162.0,1.0,,,,,,,,
160,PT00M28.40S,2023-03-05T03:38:46.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629056,,,1610612750,30,36,2023-03-05T03:39:05Z,1600000,False,,,0,,T. Davis shooting personal FOUL (2 PF) (Edwards 1 FT),"[1629056, 1630162]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,1627963.0,,,,,,,,,,,,,,,,2.0,0.0,Edwards,1630162.0
162,PT00M28.40S,2023-03-05T03:39:18.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630162,,,1610612750,30,36,2023-03-05T03:44:49Z,1620000,False,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
163,PT00M26.50S,2023-03-05T03:39:20.0Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,30,36,2023-03-05T03:39:22Z,1630000,False,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,
164,PT00M05.60S,2023-03-05T03:39:40.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,13.354139290407357,45.588235294117645,1610612758,30,36,2023-03-05T03:44:48Z,1640000,False,22.0,73.0,1,left,MISS C. Metu 7' turnaround Hook,[1629002],1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,In The Paint (Non-RA),0-8 Center,,,7.63,Missed,,,,,,,,,,,,,,,,
165,PT00M02.40S,2023-03-05T03:39:43.4Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,30,36,2023-03-05T03:39:44Z,1650000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,
166,PT00M00.00S,2023-03-05T03:39:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.59198423127464,44.85294117647059,1610612750,30,36,2023-03-05T03:47:04Z,1660000,False,-26.0,17.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612750.0,MIN,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,3.09,Missed,,,,,,,,,,,,,,,,
167,PT00M00.00S,2023-03-05T03:39:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,30,36,2023-03-05T03:47:04Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Restricted Area,0-8 Center,,,,,166.0,,,,,,,,,,,,,,,
168,PT00M00.00S,2023-03-05T03:39:53.9Z,1,REGULAR,period,end,[],0,,,1610612750,30,36,2023-03-05T03:39:53Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-03-05T03:42:13.1Z,2,REGULAR,substitution,out,['startperiod'],1629056,,,1610612750,30,36,2023-03-05T03:42:40Z,1690000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-03-05T03:42:13.1Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,30,36,2023-03-05T03:42:40Z,1700000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
