actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
339,PT10M38.00S,2023-04-08T03:23:37.4Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,50,56,2023-04-08T03:23:40Z,3320000,False,,,0,,K. Looney REBOUND (Off:5 Def:10),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Right Center,,,338.0,15.0,10.0,5.0,,,,,,,,,,,,,
340,PT10M25.00S,2023-04-08T03:23:51.1Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,50,56,2023-04-08T03:23:55Z,3330000,False,,,0,,D. Green bad pass TURNOVER (4 TO),"[203110, 1629056]",1610612744.0,GSW,,,,Green,D. Green,,,,,,Mid-Range,8-16 Right,,,,,,,4.0,,,,,Davis,1629056.0,,,,,,
341,PT10M25.00S,2023-04-08T03:23:51.1Z,3,REGULAR,steal,,[],1629056,,,1610612758,50,56,2023-04-08T03:25:11Z,3340000,False,,,0,,T. Davis STEAL (1 STL),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
342,PT10M19.00S,2023-04-08T03:23:56.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629056,28.465834428383708,75.98039215686273,1610612758,50,56,2023-04-08T03:24:06Z,3350000,False,-130.0,215.0,1,left,MISS T. Davis 25' running 3PT,[1629056],1610612758.0,SAC,running,,,Davis,T. Davis,,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,
343,PT10M15.00S,2023-04-08T03:24:00.9Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,50,56,2023-04-08T03:24:06Z,3360000,False,,,0,,K. Looney REBOUND (Off:5 Def:11),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Left Center,,,342.0,16.0,11.0,5.0,,,,,,,,,,,,,
344,PT09M56.00S,2023-04-08T03:24:19.4Z,3,REGULAR,3pt,Jump Shot,[],1628978,88.78120893561103,95.58823529411765,1610612744,50,59,2023-04-08T03:24:23Z,3370000,False,228.0,53.0,1,right,D. DiVincenzo 3PT  (9 PTS) (D. Green 4 AST),"[1628978, 203110]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,Right Corner 3,24+ Right,23.4,Made,,,,,,9.0,D. Green,203110.0,4.0,,,,,,,,
346,PT09M46.00S,2023-04-08T03:24:29.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,20.05584756898817,59.55882352941176,1610612758,50,59,2023-04-08T03:24:34Z,3390000,False,-48.0,136.0,1,left,MISS D. Mitchell 14' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,In The Paint (Non-RA),8-16 Center,14.42,Missed,,,,,,,,,,,,,,,,,
347,PT09M44.00S,2023-04-08T03:24:31.5Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612744,50,59,2023-04-08T03:24:34Z,3400000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,In The Paint (Non-RA),8-16 Center,,,346.0,3.0,3.0,0.0,,,,,,,,,,,,,
348,PT09M37.00S,2023-04-08T03:24:39.4Z,3,REGULAR,3pt,Jump Shot,[],202691,93.11760840998686,3.6764705882352944,1610612744,50,62,2023-04-08T03:26:16Z,3410000,False,-232.0,12.0,1,right,K. Thompson 3PT  (13 PTS) (D. DiVincenzo 3 AST),"[202691, 1628978]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Left Corner 3,24+ Left,23.19,Made,,,,,,13.0,D. DiVincenzo,1628978.0,3.0,,,,,,,,
350,PT09M18.00S,2023-04-08T03:25:00.5Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612758,50,62,2023-04-08T03:25:11Z,3430000,False,,,0,,D. Green shooting personal FOUL (2 PF) (Len 2 FT),"[203110, 203458]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,0.0,Len,203458.0,,
352,PT09M18.00S,2023-04-08T03:25:23.9Z,3,REGULAR,freethrow,1 of 2,[],203458,,,1610612758,50,62,2023-04-08T03:25:23Z,3450000,False,,,0,,MISS A. Len Free Throw 1 of 2,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
353,PT09M18.00S,2023-04-08T03:25:23.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,50,62,2023-04-08T03:25:23Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,
354,PT09M18.00S,2023-04-08T03:25:44.1Z,3,REGULAR,freethrow,2 of 2,[],203458,,,1610612758,51,62,2023-04-08T03:25:44Z,3470000,False,,,0,,A. Len Free Throw 2 of 2 (5 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,
355,PT09M13.00S,2023-04-08T03:25:53.9Z,3,REGULAR,foul,personal,[],1630558,,,1610612744,51,62,2023-04-08T03:26:04Z,3480000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 201939]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,201639.0,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2.0,0.0,Curry,201939.0,,
358,PT09M01.00S,2023-04-08T03:26:47.8Z,3,REGULAR,3pt,Jump Shot,[],201939,73.66951379763469,16.176470588235293,1610612744,51,62,2023-04-08T03:26:54Z,3510000,False,-169.0,195.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,
359,PT08M58.00S,2023-04-08T03:26:50.8Z,3,REGULAR,rebound,defensive,[],1629056,,,1610612758,51,62,2023-04-08T03:26:54Z,3520000,False,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Above the Break 3,24+ Left Center,,,358.0,1.0,1.0,0.0,,,,,,,,,,,,,
360,PT08M56.00S,2023-04-08T03:26:53.2Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631099,6.915243101182654,48.28431372549019,1610612758,53,62,2023-04-08T03:28:12Z,3530000,False,9.0,13.0,1,left,K. Murray running DUNK (7 PTS) (T. Davis 2 AST),"[1631099, 1629056]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,,7.0,T. Davis,1629056.0,2.0,,,,,,,,
362,PT08M36.00S,2023-04-08T03:27:13.7Z,3,REGULAR,3pt,Jump Shot,[],201939,91.14651773981603,95.58823529411765,1610612744,53,65,2023-04-08T03:27:17Z,3550000,False,228.0,31.0,1,right,S. Curry 3PT  (16 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Right Corner 3,24+ Right,23.0,Made,,,,,,16.0,D. Green,203110.0,5.0,,,,,,,,
364,PT08M16.00S,2023-04-08T03:27:33.3Z,3,REGULAR,turnover,lost ball,[],203084,,,1610612758,53,65,2023-04-08T03:27:37Z,3570000,False,,,0,,H. Barnes lost ball TURNOVER (1 TO),"[203084, 203110]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,Green,203110.0,,,,,,
365,PT08M16.00S,2023-04-08T03:27:33.3Z,3,REGULAR,steal,,[],203110,,,1610612744,53,65,2023-04-08T03:27:35Z,3580000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
366,PT08M03.00S,2023-04-08T03:27:50.9Z,3,REGULAR,foul,personal,[],1629056,,,1610612744,53,65,2023-04-08T03:28:04Z,3590000,False,,,0,,T. Davis personal FOUL (3 PF),"[1629056, 201939]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,201639.0,Left Corner 3,24+ Left,,,,,,,,,,,,,,3.0,0.0,Curry,201939.0,,
368,PT07M55.00S,2023-04-08T03:28:15.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,92.72339027595268,59.80392156862745,1610612744,53,67,2023-04-08T03:28:20Z,3610000,False,49.0,16.0,1,right,S. Curry driving Layup (18 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,In The Paint (Non-RA),0-8 Center,5.15,Made,,,,,,18.0,,,,,,,,,,,
369,PT07M49.00S,2023-04-08T03:28:21.6Z,3,REGULAR,turnover,bad pass,[],1629056,,,1610612758,53,67,2023-04-08T03:28:27Z,3620000,False,,,0,,T. Davis bad pass TURNOVER (2 TO),"[1629056, 1626172]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,,Looney,1626172.0,,,,,,
370,PT07M49.00S,2023-04-08T03:28:21.6Z,3,REGULAR,steal,,[],1626172,,,1610612744,53,67,2023-04-08T03:28:23Z,3630000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
371,PT07M44.00S,2023-04-08T03:28:26.0Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,53,67,2023-04-08T03:28:30Z,3640000,False,,,0,,S. Curry bad pass TURNOVER (4 TO),"[201939, 1630558]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.0,,,,,Mitchell,1630558.0,,,,,,
372,PT07M44.00S,2023-04-08T03:28:26.0Z,3,REGULAR,steal,,[],1630558,,,1610612758,53,67,2023-04-08T03:28:28Z,3650000,False,,,0,,D. Mitchell STEAL (3 STL),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
373,PT07M38.00S,2023-04-08T03:28:32.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630558,8.623521681997373,48.529411764705884,1610612758,55,67,2023-04-08T03:31:26Z,3660000,False,7.0,29.0,1,left,D. Mitchell running Layup (5 PTS) (H. Barnes 2 AST),"[1630558, 203084]",1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,5.0,H. Barnes,203084.0,2.0,,,,,,,,
375,PT07M20.00S,2023-04-08T03:28:52.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.14651773981603,58.08823529411765,1610612744,55,69,2023-04-08T03:29:01Z,3680000,False,40.0,31.0,1,right,S. Curry driving Layup (20 PTS) (D. DiVincenzo 4 AST),"[201939, 1628978]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,In The Paint (Non-RA),0-8 Center,5.07,Made,,,,,,20.0,D. DiVincenzo,1628978.0,4.0,,,,,,,,
378,PT07M20.00S,2023-04-08T03:29:10.6Z,3,REGULAR,foul,personal,[],1626172,,,1610612758,55,69,2023-04-08T03:33:35Z,3710000,False,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 1630558]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Mitchell,1630558.0,,
380,PT07M09.00S,2023-04-08T03:29:31.7Z,3,REGULAR,3pt,Jump Shot,[],1629056,32.14520367936925,42.8921568627451,1610612758,55,69,2023-04-08T03:29:38Z,3730000,False,36.0,250.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,
381,PT07M05.00S,2023-04-08T03:29:36.3Z,3,REGULAR,rebound,offensive,[],203458,,,1610612758,55,69,2023-04-08T03:29:36Z,3740000,False,,,0,,A. Len REBOUND (Off:5 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Above the Break 3,24+ Center,,,380.0,5.0,0.0,5.0,,,,,,,,,,,,,
382,PT07M01.00S,2023-04-08T03:29:56.7Z,3,REGULAR,foul,offensive,[],203458,,,1610612758,55,69,2023-04-08T03:30:08Z,3750000,False,,,0,,A. Len offensive FOUL (2 PF),"[203458, 201939]",1610612758.0,SAC,,,,Len,A. Len,,,,,201639.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,0.0,Curry,201939.0,,
384,PT07M01.00S,2023-04-08T03:29:56.7Z,3,REGULAR,turnover,offensive foul,[],203458,,,1610612758,55,69,2023-04-08T03:29:56Z,3770000,False,,,0,,A. Len offensive foul TURNOVER (1 TO),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,201639.0,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,,,
385,PT07M01.00S,2023-04-08T03:30:18.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,55,69,2023-04-08T03:30:18Z,3780000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M47.00S,2023-04-08T03:33:35.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",203110,92.9862023653088,42.8921568627451,1610612744,55,71,2023-04-08T03:35:35Z,3800000,False,-36.0,13.0,1,right,D. Green cutting Layup (4 PTS) (K. Looney 6 AST),"[203110, 1626172]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,,4.0,K. Looney,1626172.0,6.0,,,,,,,,
388,PT06M47.00S,2023-04-08T03:33:47.9Z,3,REGULAR,violation,defensive goaltending,[],203458,,,1610612744,55,71,2023-04-08T03:34:46Z,3810000,False,,,0,,A. Len defensive goaltending VIOLATION,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,201639.0,,,,,,,,,,,,,,,,,,,,,
389,PT06M35.00S,2023-04-08T03:35:07.2Z,3,REGULAR,turnover,lost ball,[],203458,,,1610612758,55,71,2023-04-08T03:35:11Z,3820000,False,,,0,,A. Len lost ball TURNOVER (2 TO),"[203458, 1626172]",1610612758.0,SAC,,,,Len,A. Len,,,,,,Mid-Range,16-24 Left,,,,,,,2.0,,,,,Looney,1626172.0,,,,,,
390,PT06M35.00S,2023-04-08T03:35:07.2Z,3,REGULAR,steal,,[],1626172,,,1610612744,55,71,2023-04-08T03:35:09Z,3830000,False,,,0,,K. Looney STEAL (2 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
391,PT06M28.00S,2023-04-08T03:35:14.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202691,77.7431011826544,9.068627450980392,1610612744,55,71,2023-04-08T03:35:19Z,3840000,False,-205.0,157.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,
392,PT06M24.00S,2023-04-08T03:35:18.0Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,55,71,2023-04-08T03:35:19Z,3850000,False,,,0,,A. Len REBOUND (Off:5 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Above the Break 3,24+ Left Center,,,391.0,6.0,1.0,5.0,,,,,,,,,,,,,
464,PT06M15.00S,2023-04-08T03:35:20.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,7.703679369250986,49.754901960784316,1610612758,55,71,2023-04-08T03:44:03Z,3855000,False,1.0,20.0,1,left,MISS K. Murray driving Layup - blocked,"[1631099, 202691]",1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,Thompson,202691.0
465,PT06M15.00S,2023-04-08T03:35:20.4Z,3,REGULAR,block,,[],202691,,,1610612758,55,71,2023-04-08T03:44:03Z,3857500,False,,,0,,K. Thompson BLOCK (2 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
466,PT06M15.00S,2023-04-08T03:35:20.4Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,55,71,2023-04-08T03:44:03Z,3858750,False,,,0,,S. Curry REBOUND (Off:1 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Restricted Area,0-8 Center,,,464.0,5.0,4.0,1.0,,,,,,,,,,,,,
395,PT06M09.00S,2023-04-08T03:35:32.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202691,92.9862023653088,52.20588235294118,1610612744,55,73,2023-04-08T03:44:10Z,3880000,False,11.0,13.0,1,right,K. Thompson running finger roll Layup (15 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,running finger roll,,,Thompson,K. Thompson,,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,15.0,S. Curry,201939.0,3.0,,,,,,,,
397,PT05M54.00S,2023-04-08T03:35:47.5Z,3,REGULAR,turnover,bad pass,[],1629056,,,1610612758,55,73,2023-04-08T03:35:53Z,3900000,False,,,0,,T. Davis bad pass TURNOVER (3 TO),"[1629056, 1628978]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,,,DiVincenzo,1628978.0,,,,,,
398,PT05M54.00S,2023-04-08T03:35:47.5Z,3,REGULAR,steal,,[],1628978,,,1610612744,55,73,2023-04-08T03:35:49Z,3910000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
399,PT05M50.00S,2023-04-08T03:35:51.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201939,92.32917214191852,49.754901960784316,1610612744,55,75,2023-04-08T03:36:01Z,3920000,False,-1.0,20.0,1,right,S. Curry running finger roll Layup (22 PTS) (D. DiVincenzo 5 AST),"[201939, 1628978]",1610612744.0,GSW,running finger roll,,,Curry,S. Curry,,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,22.0,D. DiVincenzo,1628978.0,5.0,,,,,,,,
401,PT05M37.00S,2023-04-08T03:36:04.4Z,3,REGULAR,2pt,Jump Shot,[],203084,15.588042049934298,67.40196078431373,1610612758,57,75,2023-04-08T03:36:10Z,3940000,False,-87.0,94.0,1,left,H. Barnes 12' pullup Jump Shot (10 PTS) (K. Murray 2 AST),"[203084, 1631099]",1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,,Mid-Range,8-16 Left,12.81,Made,,,,,,10.0,K. Murray,1631099.0,2.0,,,,,,,,
403,PT05M17.00S,2023-04-08T03:36:26.3Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,57,75,2023-04-08T03:36:32Z,3960000,False,,,0,,S. Curry bad pass out-of-bounds TURNOVER (5 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,101283.0,Above the Break 3,24+ Right Center,,,,,,,5.0,,,,,,,,,,,,
405,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,out,[],1631099,,,1610612758,57,75,2023-04-08T03:36:51Z,3970000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,out,[],203458,,,1610612758,57,75,2023-04-08T03:36:51Z,3980000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,out,[],1626172,,,1610612758,57,75,2023-04-08T03:36:51Z,3990000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,out,[],202691,,,1610612758,57,75,2023-04-08T03:36:51Z,4000000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,in,[],1629002,,,1610612758,57,75,2023-04-08T03:36:51Z,4010000,False,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,in,[],1630556,,,1610612758,57,75,2023-04-08T03:36:51Z,4020000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,in,[],1627780,,,1610612758,57,75,2023-04-08T03:36:51Z,4030000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M17.00S,2023-04-08T03:36:30.4Z,3,REGULAR,substitution,in,[],1629673,,,1610612758,57,75,2023-04-08T03:36:51Z,4040000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M01.00S,2023-04-08T03:37:02.5Z,3,REGULAR,foul,personal,[],203110,,,1610612758,57,75,2023-04-08T03:37:15Z,4050000,False,,,0,,D. Green personal FOUL (3 PF),"[203110, 203084]",1610612744.0,GSW,,,,Green,D. Green,,,,,201639.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,3.0,0.0,Barnes,203084.0,,
415,PT05M01.00S,2023-04-08T03:37:14.4Z,3,REGULAR,substitution,out,[],1629056,,,1610612758,57,75,2023-04-08T03:37:18Z,4070000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M01.00S,2023-04-08T03:37:14.4Z,3,REGULAR,substitution,in,[],1631099,,,1610612758,57,75,2023-04-08T03:37:18Z,4080000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M56.00S,2023-04-08T03:37:33.1Z,3,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612758,57,75,2023-04-08T03:37:45Z,4090000,False,,,0,,J. Poole shooting personal FOUL (1 PF) (Metu 2 FT),"[1629673, 1629002]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,101283.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Metu,1629002.0,,
419,PT04M56.00S,2023-04-08T03:37:58.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629002,,,1610612758,58,75,2023-04-08T03:37:58Z,4110000,False,,,0,,C. Metu Free Throw 1 of 2 (5 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,
420,PT04M56.00S,2023-04-08T03:38:08.4Z,3,REGULAR,substitution,out,[],1628978,,,1610612758,58,75,2023-04-08T03:38:17Z,4120000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M56.00S,2023-04-08T03:38:08.4Z,3,REGULAR,substitution,in,[],1630228,,,1610612758,58,75,2023-04-08T03:38:17Z,4130000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M56.00S,2023-04-08T03:38:27.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629002,,,1610612758,59,75,2023-04-08T03:38:27Z,4140000,False,,,0,,C. Metu Free Throw 2 of 2 (6 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,
423,PT04M40.00S,2023-04-08T03:38:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.32917214191852,45.09803921568628,1610612744,59,75,2023-04-08T03:38:49Z,4150000,False,-25.0,20.0,1,right,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,
424,PT04M38.00S,2023-04-08T03:38:47.1Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,59,75,2023-04-08T03:38:49Z,4160000,False,,,0,,C. Metu REBOUND (Off:1 Def:5),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Restricted Area,0-8 Center,,,423.0,6.0,5.0,1.0,,,,,,,,,,,,,
425,PT04M33.00S,2023-04-08T03:38:52.8Z,3,REGULAR,3pt,Jump Shot,[],1631099,20.71287779237845,89.70588235294117,1610612758,59,75,2023-04-08T03:39:00Z,4170000,False,-199.0,142.0,1,left,MISS K. Murray 24' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,Above the Break 3,24+ Left Center,24.42,Missed,,,,,,,,,,,,,,,,,
426,PT04M27.00S,2023-04-08T03:38:58.8Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,59,75,2023-04-08T03:39:00Z,4180000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Above the Break 3,24+ Left Center,,,425.0,3.0,3.0,0.0,,,,,,,,,,,,,
427,PT04M14.00S,2023-04-08T03:39:11.1Z,3,REGULAR,2pt,Jump Shot,[],201939,75.64060446780552,68.38235294117648,1610612744,59,75,2023-04-08T03:39:17Z,4190000,False,92.0,176.0,1,right,MISS S. Curry 19' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,Mid-Range,16-24 Right Center,19.9,Missed,,,,,,,,,,,,,,,,,
