actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
83,PT06M05.00S,2023-04-08T02:23:54.5Z,1,REGULAR,substitution,out,[],1628978,,,1610612744,9,18,2023-04-08T02:24:43Z,830000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M05.00S,2023-04-08T02:23:54.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,9,18,2023-04-08T02:24:43Z,840000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M05.00S,2023-04-08T02:23:54.5Z,1,REGULAR,substitution,in,[],1629002,,,1610612744,9,18,2023-04-08T02:24:43Z,850000,False,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M05.00S,2023-04-08T02:23:54.5Z,1,REGULAR,substitution,in,[],1630556,,,1610612744,9,18,2023-04-08T02:24:43Z,860000,False,,,0,,SUB in: K. Edwards,[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M05.00S,2023-04-08T02:23:54.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,9,18,2023-04-08T02:24:43Z,870000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M05.00S,2023-04-08T02:23:54.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,9,18,2023-04-08T02:24:43Z,880000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M53.00S,2023-04-08T02:24:47.5Z,1,REGULAR,turnover,lost ball,[],202691,,,1610612744,9,18,2023-04-08T02:30:51Z,890000,False,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1630556]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,,,,,Edwards,1630556.0,,,,,,
90,PT05M53.00S,2023-04-08T02:24:47.5Z,1,REGULAR,steal,,[],1630556,,,1610612758,9,18,2023-04-08T02:24:50Z,900000,False,,,0,,K. Edwards STEAL (1 STL),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,
91,PT05M47.00S,2023-04-08T02:24:53.8Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1630556,71.43561103810775,48.77450980392157,1610612758,9,18,2023-04-08T02:33:25Z,910000,False,-6.0,216.0,1,right,MISS K. Edwards 21' running pullup Shot,[1630556],1610612758.0,SAC,running pullup,,,Edwards,K. Edwards,,,,,,Mid-Range,16-24 Center,21.61,Missed,,,,,,,,,,,,,,,,,
92,PT05M45.00S,2023-04-08T02:24:55.8Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,9,18,2023-04-08T02:24:59Z,920000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,Above the Break 3,24+ Center,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,
93,PT05M40.00S,2023-04-08T02:25:00.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,6.1268068331143235,96.32352941176471,1610612744,9,18,2023-04-08T02:25:06Z,930000,False,-232.0,5.0,1,left,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,
94,PT05M36.00S,2023-04-08T02:25:04.3Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,9,18,2023-04-08T02:25:06Z,940000,False,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Left Corner 3,24+ Left,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT05M27.00S,2023-04-08T02:25:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,93.9060446780552,53.431372549019606,1610612758,11,18,2023-04-08T02:25:19Z,950000,False,17.0,5.0,1,right,C. Metu cutting Layup (2 PTS) (H. Barnes 1 AST),"[1629002, 203084]",1610612758.0,SAC,cutting,,,Metu,C. Metu,,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,,2.0,H. Barnes,203084.0,1.0,,,,,,,,
97,PT05M10.00S,2023-04-08T02:25:31.7Z,1,REGULAR,2pt,Jump Shot,[],202691,21.23850197109067,50.98039215686274,1610612744,11,20,2023-04-08T02:25:38Z,970000,False,-5.0,147.0,1,left,K. Thompson 14' pullup Jump Shot (7 PTS) (J. Poole 1 AST),"[202691, 1629673]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,Mid-Range,8-16 Center,14.72,Made,,,,,,7.0,J. Poole,1629673.0,1.0,,,,,,,,
99,PT05M10.00S,2023-04-08T02:25:36.3Z,1,REGULAR,foul,personal,['1freethrow'],1629002,,,1610612744,11,20,2023-04-08T02:25:44Z,990000,False,,,0,,C. Metu shooting personal FOUL (1 PF) (Thompson 1 FT),"[1629002, 202691]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,202053.0,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,0.0,Thompson,202691.0,,
101,PT05M10.00S,2023-04-08T02:26:01.4Z,1,REGULAR,freethrow,1 of 1,[],202691,,,1610612744,11,21,2023-04-08T02:26:01Z,1010000,False,,,0,,K. Thompson Free Throw 1 of 1 (8 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,
102,PT04M48.00S,2023-04-08T02:26:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629002,92.06636005256242,62.99019607843137,1610612758,11,21,2023-04-08T02:26:29Z,1020000,False,65.0,22.0,1,right,MISS C. Metu 6' driving Layup,[1629002],1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,
103,PT04M45.00S,2023-04-08T02:26:28.3Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,11,21,2023-04-08T02:26:29Z,1030000,False,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,In The Paint (Non-RA),0-8 Center,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,
105,PT04M24.00S,2023-04-08T02:27:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,31.882391590013142,27.696078431372552,1610612744,11,21,2023-04-08T02:27:11Z,1050000,False,112.0,247.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,,,,,,,,,,,,,,,,
106,PT04M19.00S,2023-04-08T02:27:10.6Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,11,21,2023-04-08T02:27:10Z,1060000,False,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Above the Break 3,24+ Right Center,,,105.0,2.0,2.0,0.0,,,,,,,,,,,,,
107,PT04M10.00S,2023-04-08T02:27:19.8Z,1,REGULAR,2pt,Jump Shot,[],1629002,79.45137976346912,49.754901960784316,1610612758,11,21,2023-04-08T02:34:11Z,1070000,False,-1.0,141.0,1,right,MISS C. Metu 14' driving floating Shot,[1629002],1610612758.0,SAC,driving floating,,,Metu,C. Metu,,,,,,Mid-Range,8-16 Center,14.07,Missed,,,,,,,,,,,,,,,,,
108,PT04M07.00S,2023-04-08T02:27:22.8Z,1,REGULAR,rebound,offensive,[],1629002,,,1610612758,11,21,2023-04-08T02:27:27Z,1080000,False,,,0,,C. Metu REBOUND (Off:1 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Mid-Range,8-16 Center,,,107.0,3.0,2.0,1.0,,,,,,,,,,,,,
109,PT04M05.00S,2023-04-08T02:27:24.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629002,91.40932982917214,49.01960784313725,1610612758,11,21,2023-04-08T02:34:27Z,1090000,False,-5.0,28.0,1,right,MISS C. Metu turnaround Shot - blocked,"[1629002, 1627780]",1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,Payton II,1627780.0
110,PT04M05.00S,2023-04-08T02:27:24.6Z,1,REGULAR,block,,[],1627780,,,1610612758,11,21,2023-04-08T02:27:27Z,1100000,False,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
111,PT04M05.00S,2023-04-08T02:27:24.6Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,11,21,2023-04-08T02:27:29Z,1110000,False,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Restricted Area,0-8 Center,,,109.0,2.0,2.0,0.0,,,,,,,,,,,,,
112,PT03M50.00S,2023-04-08T02:27:39.4Z,1,REGULAR,2pt,Jump Shot,[],202691,9.149145860709593,28.186274509803923,1610612744,11,23,2023-04-08T02:34:44Z,1120000,False,109.0,34.0,1,left,K. Thompson 11' turnaround fadeaway Jump Shot (10 PTS),[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,,Mid-Range,8-16 Right,11.41,Made,,,,,,10.0,,,,,,,,,,,
113,PT03M34.00S,2023-04-08T02:27:55.2Z,1,REGULAR,2pt,Jump Shot,[],203084,79.31997371879106,64.2156862745098,1610612758,11,23,2023-04-08T02:28:00Z,1130000,False,71.0,142.0,1,right,MISS H. Barnes 15' fadeaway Shot,[203084],1610612758.0,SAC,fadeaway,,,Barnes,H. Barnes,,,,,,Mid-Range,8-16 Center,15.87,Missed,,,,,,,,,,,,,,,,,
114,PT03M32.00S,2023-04-08T02:27:57.2Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,11,23,2023-04-08T02:28:00Z,1140000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Mid-Range,8-16 Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,
115,PT03M24.00S,2023-04-08T02:28:04.8Z,1,REGULAR,3pt,Jump Shot,[],1627780,4.812746386333772,96.07843137254902,1610612744,11,23,2023-04-08T02:28:09Z,1150000,False,-230.0,-7.0,1,left,MISS G. Payton II 3PT,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,
116,PT03M22.00S,2023-04-08T02:28:06.8Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,11,23,2023-04-08T02:28:09Z,1160000,False,,,0,,C. Metu REBOUND (Off:1 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Left Corner 3,24+ Left,,,115.0,4.0,3.0,1.0,,,,,,,,,,,,,
117,PT03M13.00S,2023-04-08T02:28:17.1Z,1,REGULAR,2pt,Jump Shot,[],1630558,81.02825229960578,71.56862745098039,1610612758,11,23,2023-04-08T02:28:21Z,1170000,False,108.0,126.0,1,right,MISS D. Mitchell 16' pullup Shot,[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,,Mid-Range,16-24 Right Center,16.57,Missed,,,,,,,,,,,,,,,,,
118,PT03M09.00S,2023-04-08T02:28:21.1Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,11,23,2023-04-08T02:28:21Z,1180000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Mid-Range,16-24 Right Center,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,
119,PT03M05.00S,2023-04-08T02:28:24.1Z,1,REGULAR,turnover,lost ball,[],1629673,,,1610612744,11,23,2023-04-08T02:28:27Z,1190000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1630556]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,Edwards,1630556.0,,,,,,
120,PT03M05.00S,2023-04-08T02:28:24.1Z,1,REGULAR,steal,,[],1630556,,,1610612758,11,23,2023-04-08T02:29:26Z,1200000,False,,,0,,K. Edwards STEAL (2 STL),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
121,PT02M59.00S,2023-04-08T02:28:30.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631099,90.3580814717477,49.26470588235294,1610612758,11,23,2023-04-08T02:36:42Z,1210000,False,-4.0,38.0,1,right,MISS K. Murray running Layup - blocked,"[1631099, 202691]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,Thompson,202691.0
122,PT02M59.00S,2023-04-08T02:28:30.4Z,1,REGULAR,block,,[],202691,,,1610612758,11,23,2023-04-08T02:28:33Z,1220000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
123,PT02M56.00S,2023-04-08T02:28:33.4Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,11,23,2023-04-08T02:28:37Z,1230000,False,,,0,,G. Payton II REBOUND (Off:0 Def:3),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Restricted Area,0-8 Center,,,121.0,3.0,3.0,0.0,,,,,,,,,,,,,
124,PT02M54.00S,2023-04-08T02:28:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,6.783837056504599,48.28431372549019,1610612744,11,25,2023-04-08T02:28:42Z,1240000,False,9.0,11.0,1,left,D. Green running Layup (2 PTS) (J. Poole 2 AST),"[203110, 1629673]",1610612744.0,GSW,running,,,Green,D. Green,,,,,,Restricted Area,0-8 Center,1.42,Made,,,,,,2.0,J. Poole,1629673.0,2.0,,,,,,,,
125,PT02M33.00S,2023-04-08T02:28:57.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,90.09526938239159,57.84313725490197,1610612758,11,25,2023-04-08T02:39:57Z,1250000,False,39.0,41.0,1,right,MISS D. Mitchell driving finger roll Layup - blocked,"[1630558, 201939]",1610612758.0,SAC,driving finger roll,,,Mitchell,D. Mitchell,,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,Curry,201939.0
126,PT02M33.00S,2023-04-08T02:28:57.4Z,1,REGULAR,block,,[],201939,,,1610612758,11,25,2023-04-08T02:29:01Z,1260000,False,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
127,PT02M33.00S,2023-04-08T02:28:57.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,11,25,2023-04-08T02:29:07Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,,,,,,,,,,,,,,,,
129,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,11,25,2023-04-08T02:29:29Z,1290000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,out,[],1630558,,,1610612758,11,25,2023-04-08T02:29:29Z,1300000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,out,[],203084,,,1610612758,11,25,2023-04-08T02:29:29Z,1310000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,out,[],202691,,,1610612758,11,25,2023-04-08T02:29:29Z,1320000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,out,[],203110,,,1610612758,11,25,2023-04-08T02:29:29Z,1330000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,out,[],201939,,,1610612758,11,25,2023-04-08T02:29:29Z,1340000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,in,[],1628408,,,1610612758,11,25,2023-04-08T02:29:29Z,1350000,False,,,0,,SUB in: P. Dozier,[1628408],1610612758.0,SAC,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,11,25,2023-04-08T02:29:29Z,1360000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,in,[],1629056,,,1610612758,11,25,2023-04-08T02:29:29Z,1370000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,in,[],1628978,,,1610612758,11,25,2023-04-08T02:29:29Z,1380000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,in,[],1630228,,,1610612758,11,25,2023-04-08T02:29:29Z,1390000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M33.00S,2023-04-08T02:29:06.4Z,1,REGULAR,substitution,in,[],1626172,,,1610612758,11,25,2023-04-08T02:29:29Z,1400000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M29.00S,2023-04-08T02:29:31.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629002,84.57621550591328,41.42156862745098,1610612758,13,25,2023-04-08T02:29:45Z,1410000,False,-43.0,92.0,1,right,C. Metu 10' driving floating Jump Shot (4 PTS) (P. Dozier 1 AST),"[1629002, 1628408]",1610612758.0,SAC,driving floating,,,Metu,C. Metu,,,,,,In The Paint (Non-RA),8-16 Center,10.2,Made,,,,,,4.0,P. Dozier,1628408.0,1.0,,,,,,,,
142,PT02M07.00S,2023-04-08T02:29:55.9Z,1,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612744,13,25,2023-04-08T02:30:10Z,1420000,False,,,0,,T. Davis shooting personal FOUL (2 PF) (Poole 2 FT),"[1629056, 1629673]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,201639.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Poole,1629673.0,,
144,PT02M07.00S,2023-04-08T02:30:37.9Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,13,26,2023-04-08T02:30:38Z,1440000,False,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,1.0,,,,,,,,,,,
146,PT02M07.00S,2023-04-08T02:31:00.4Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,13,27,2023-04-08T02:31:00Z,1450000,False,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,Made,,,,,,2.0,,,,,,,,,,,
147,PT01M48.00S,2023-04-08T02:31:21.4Z,1,REGULAR,3pt,Jump Shot,[],1626168,69.07030223390277,70.58823529411765,1610612758,13,27,2023-04-08T02:31:27Z,1460000,False,103.0,238.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,
148,PT01M42.00S,2023-04-08T02:31:27.4Z,1,REGULAR,rebound,offensive,[],1630556,,,1610612758,13,27,2023-04-08T02:31:27Z,1470000,False,,,0,,K. Edwards REBOUND (Off:1 Def:0),[1630556],1610612758.0,SAC,,,,Edwards,K. Edwards,,,,,,Above the Break 3,24+ Right Center,,,147.0,1.0,0.0,1.0,,,,,,,,,,,,,
239,PT01M37.00S,2023-04-08T02:31:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629056,95.3515111695138,50.73529411764706,1610612758,13,27,2023-04-08T02:48:25Z,1475000,False,4.0,-9.0,1,right,MISS T. Davis driving Layup - blocked,"[1629056, 1627780]",1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,Payton II,1627780.0
240,PT01M37.00S,2023-04-08T02:31:28.1Z,1,REGULAR,block,,[],1627780,,,1610612758,13,27,2023-04-08T02:48:25Z,1477500,False,,,0,,G. Payton II BLOCK (2 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
241,PT01M37.00S,2023-04-08T02:31:28.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,13,27,2023-04-08T02:48:25Z,1478750,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,Restricted Area,0-8 Center,,,239.0,,,,,,,,,,,,,,,,
151,PT01M21.00S,2023-04-08T02:32:03.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,29.911300919842315,75.24509803921569,1610612744,13,27,2023-04-08T02:48:31Z,1500000,False,-126.0,229.0,1,left,MISS J. Poole 26' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,
152,PT01M18.00S,2023-04-08T02:32:06.2Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,13,27,2023-04-08T02:32:12Z,1510000,False,,,0,,K. Looney REBOUND (Off:5 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Left Center,,,151.0,6.0,1.0,5.0,,,,,,,,,,,,,
153,PT01M15.00S,2023-04-08T02:32:09.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630228,32.013797634691194,44.36274509803921,1610612744,13,30,2023-04-08T02:48:31Z,1520000,False,28.0,248.0,1,left,J. Kuminga 25' 3PT step back (3 PTS) (D. DiVincenzo 2 AST),"[1630228, 1628978]",1610612744.0,GSW,step back,,,Kuminga,J. Kuminga,,,,,,Above the Break 3,24+ Center,25.0,Made,,,,,,3.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,
155,PT00M53.50S,2023-04-08T02:32:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629056,92.72339027595268,4.166666666666666,1610612758,16,30,2023-04-08T02:32:37Z,1540000,False,-229.0,16.0,1,right,T. Davis 3PT  (5 PTS) (K. Edwards 1 AST),"[1629056, 1630556]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,Left Corner 3,24+ Left,22.98,Made,,,,,,5.0,K. Edwards,1630556.0,1.0,,,,,,,,
157,PT00M36.60S,2023-04-08T02:32:55.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,5.863994743758213,47.794117647058826,1610612744,16,32,2023-04-08T02:33:15Z,1560000,False,11.0,3.0,1,left,K. Looney DUNK (6 PTS) (J. Kuminga 1 AST),"[1626172, 1630228]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,6.0,J. Kuminga,1630228.0,1.0,,,,,,,,
159,PT00M32.10S,2023-04-08T02:33:04.7Z,1,REGULAR,3pt,Jump Shot,[],1628408,71.82982917214193,77.69607843137256,1610612758,16,32,2023-04-08T02:44:56Z,1580000,False,138.0,212.0,1,right,MISS P. Dozier 25' pullup 3PT,[1628408],1610612758.0,SAC,pullup,,,Dozier,P. Dozier,,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,
160,PT00M32.10S,2023-04-08T02:33:04.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,16,32,2023-04-08T02:33:19Z,1590000,False,,,0,,K. Looney REBOUND (Off:5 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Above the Break 3,24+ Right Center,,,159.0,7.0,2.0,5.0,,,,,,,,,,,,,
161,PT00M06.80S,2023-04-08T02:33:30.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,32.013797634691194,33.82352941176471,1610612744,16,32,2023-04-08T02:33:38Z,1600000,False,81.0,248.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,Above the Break 3,24+ Center,26.12,Missed,,,,,,,,,,,,,,,,,
162,PT00M02.90S,2023-04-08T02:33:33.9Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,16,32,2023-04-08T02:33:33Z,1610000,False,,,0,,C. Metu REBOUND (Off:1 Def:4),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Above the Break 3,24+ Center,,,161.0,5.0,4.0,1.0,,,,,,,,,,,,,
