actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT05M30.00S,2022-11-18T03:26:41.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,28.203022339027594,17.401960784313726,1610612758,22,10,2022-11-18T03:26:50Z,820000,False,163.0,213.0,1,left,MISS K. Huerter 26' step back 3PT,[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
83,PT05M22.00S,2022-11-18T03:26:49.8Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,22,10,2022-11-18T03:26:50Z,830000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
84,PT05M19.00S,2022-11-18T03:26:52.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628966,93.11760840998686,55.14705882352941,1610612759,22,12,2022-11-18T03:26:57Z,840000,False,26.0,12.0,1,right,K. Bates-Diop driving Layup (6 PTS) (D. Vassell 1 AST),"[1628966, 1630170]",1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.84,Made,,,,,6.0,,,,D. Vassell,1630170.0,1.0,,,,,,,
86,PT05M04.00S,2022-11-18T03:27:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.703679369250986,42.64705882352941,1610612758,22,12,2022-11-18T03:35:16Z,860000,False,37.0,20.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
87,PT05M02.00S,2022-11-18T03:27:08.1Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,22,12,2022-11-18T03:27:11Z,870000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,86.0,3.0,2.0,1.0,,,,,,,,,,,,,,
88,PT04M52.00S,2022-11-18T03:27:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.38042049934296,45.09803921568628,1610612759,22,14,2022-11-18T03:36:07Z,880000,False,-25.0,10.0,1,right,K. Bates-Diop driving finger roll Layup (8 PTS) (J. Poeltl 3 AST),"[1628966, 1627751]",1610612759.0,SAS,driving finger roll,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,8.0,,,,J. Poeltl,1627751.0,3.0,,,,,,,
90,PT04M34.00S,2022-11-18T03:27:37.2Z,1,REGULAR,3pt,Jump Shot,[],203084,8.229303547963205,95.83333333333334,1610612758,22,14,2022-11-18T03:27:41Z,900000,False,-229.0,25.0,1,left,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
91,PT04M30.00S,2022-11-18T03:27:40.7Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612759,22,14,2022-11-18T03:27:40Z,910000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,,,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,
92,PT04M27.00S,2022-11-18T03:27:44.3Z,1,REGULAR,turnover,bad pass,[],1626196,,,1610612759,22,14,2022-11-18T03:27:51Z,920000,False,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 203084]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Barnes,203084.0,,,,
93,PT04M27.00S,2022-11-18T03:27:44.3Z,1,REGULAR,steal,,[],203084,,,1610612758,22,14,2022-11-18T03:27:46Z,930000,False,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2022-11-18T03:27:48.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628989,5.995400788436268,45.83333333333333,1610612758,24,14,2022-11-18T03:27:56Z,940000,False,21.0,4.0,1,left,K. Huerter Layup (5 PTS),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,5.0,,,,,,,,,,,,,
97,PT04M12.00S,2022-11-18T03:28:14.1Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,24,14,2022-11-18T03:28:25Z,970000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M12.00S,2022-11-18T03:28:14.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612759,24,14,2022-11-18T03:28:25Z,980000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M12.00S,2022-11-18T03:28:14.1Z,1,REGULAR,substitution,in,[],1631160,,,1610612759,24,14,2022-11-18T03:28:25Z,990000,False,,,0,,SUB in: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M12.00S,2022-11-18T03:28:14.1Z,1,REGULAR,substitution,in,[],1629646,,,1610612759,24,14,2022-11-18T03:28:25Z,1000000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M12.00S,2022-11-18T03:28:26.9Z,1,REGULAR,substitution,out,[],203084,,,1610612759,24,14,2022-11-18T03:28:30Z,1010000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M12.00S,2022-11-18T03:28:26.9Z,1,REGULAR,substitution,in,[],1628370,,,1610612759,24,14,2022-11-18T03:28:30Z,1020000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M03.00S,2022-11-18T03:28:50.9Z,1,REGULAR,3pt,Jump Shot,[],1629676,66.96780551905388,62.5,1610612759,24,17,2022-11-18T03:40:15Z,1030000,False,62.0,258.0,1,right,I. Roby 26' 3PT pullup (3 PTS) (C. Bassey 1 AST),"[1629676, 1629646]",1610612759.0,SAS,pullup,,,Roby,I. Roby,,,,,Above the Break 3,24+ Center,26.55,Made,,,,,3.0,,,,C. Bassey,1629646.0,1.0,,,,,,,
105,PT03M38.00S,2022-11-18T03:29:15.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.863994743758213,53.431372549019606,1610612758,26,17,2022-11-18T03:29:32Z,1050000,False,-17.0,3.0,1,left,D. Sabonis Layup (6 PTS) (K. Huerter 3 AST),"[1627734, 1628989]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,6.0,,,,K. Huerter,1628989.0,3.0,,,,,,,
107,PT03M13.00S,2022-11-18T03:29:43.3Z,1,REGULAR,foul,offensive,[],1631160,,,1610612759,26,17,2022-11-18T03:29:59Z,1070000,False,,,0,,J. Hall charge offensive FOUL (1 PF),"[1631160, 1630558]",1610612759.0,SAS,charge,,,Hall,J. Hall,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Mitchell,1630558.0
109,PT03M13.00S,2022-11-18T03:29:43.3Z,1,REGULAR,turnover,offensive foul,[],1631160,,,1610612759,26,17,2022-11-18T03:29:43Z,1090000,False,,,0,,J. Hall offensive foul TURNOVER (1 TO),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,200832.0,,,,,,1.0,,,,,,
110,PT02M58.00S,2022-11-18T03:30:11.8Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,26,17,2022-11-18T03:30:17Z,1100000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1626196]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,
111,PT02M58.00S,2022-11-18T03:30:11.8Z,1,REGULAR,steal,,[],1626196,,,1610612759,26,17,2022-11-18T03:30:14Z,1110000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
112,PT02M52.00S,2022-11-18T03:30:17.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631160,92.72339027595268,96.07843137254902,1610612759,26,17,2022-11-18T03:41:28Z,1120000,False,230.0,16.0,1,right,MISS J. Hall running 3PT,[1631160],1610612759.0,SAS,running,,,Hall,J. Hall,,,,,Right Corner 3,24+ Right,23.09,Missed,,,,,,,,,,,,,,,,,,
113,PT02M47.00S,2022-11-18T03:30:22.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,26,17,2022-11-18T03:30:23Z,1130000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,112.0,4.0,4.0,0.0,,,,,,,,,,,,,,
114,PT02M42.00S,2022-11-18T03:30:27.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,29.77989487516426,19.852941176470587,1610612758,26,17,2022-11-18T03:41:55Z,1140000,False,151.0,227.0,1,left,MISS K. Huerter 27' running 3PT,[1628989],1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,27.28,Missed,,,,,,,,,,,,,,,,,,
115,PT02M39.00S,2022-11-18T03:30:30.4Z,1,REGULAR,rebound,defensive,[],1631160,,,1610612759,26,17,2022-11-18T03:30:33Z,1150000,False,,,0,,J. Hall REBOUND (Off:0 Def:1),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Above the Break 3,24+ Right Center,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT02M28.00S,2022-11-18T03:30:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.11760840998686,54.65686274509803,1610612759,26,19,2022-11-18T03:42:56Z,1160000,False,23.0,12.0,1,right,K. Bates-Diop driving reverse Layup (10 PTS),[1628966],1610612759.0,SAS,driving reverse,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,10.0,,,,,,,,,,,,,
118,PT02M28.00S,2022-11-18T03:30:48.4Z,1,REGULAR,foul,personal,['1freethrow'],1628989,,,1610612759,26,19,2022-11-18T03:31:14Z,1180000,False,,,0,,K. Huerter shooting personal FOUL (1 PF) (Bates-Diop 1 FT),"[1628989, 1628966]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Bates-Diop,1628966.0
122,PT02M28.00S,2022-11-18T03:30:59.8Z,1,REGULAR,substitution,out,[],1628989,,,1610612759,26,19,2022-11-18T03:31:12Z,1200000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M28.00S,2022-11-18T03:30:59.8Z,1,REGULAR,substitution,out,[],1627734,,,1610612759,26,19,2022-11-18T03:31:12Z,1210000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M28.00S,2022-11-18T03:30:59.8Z,1,REGULAR,substitution,in,[],1628368,,,1610612759,26,19,2022-11-18T03:31:12Z,1220000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M28.00S,2022-11-18T03:30:59.8Z,1,REGULAR,substitution,in,[],1629002,,,1610612759,26,19,2022-11-18T03:31:12Z,1230000,False,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M28.00S,2022-11-18T03:31:17.8Z,1,REGULAR,freethrow,1 of 1,[],1628966,,,1610612759,26,20,2022-11-18T03:31:17Z,1240000,False,,,0,,K. Bates-Diop Free Throw 1 of 1 (11 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
127,PT02M18.00S,2022-11-18T03:31:30.4Z,1,REGULAR,3pt,Jump Shot,[],1626168,5.863994743758213,95.83333333333334,1610612758,29,20,2022-11-18T03:31:35Z,1250000,False,-229.0,3.0,1,left,T. Lyles 3PT  (3 PTS) (D. Fox 1 AST),"[1626168, 1628368]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,3.0,,,,D. Fox,1628368.0,1.0,,,,,,,
129,PT02M02.00S,2022-11-18T03:31:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628966,81.94809461235218,5.392156862745098,1610612759,29,20,2022-11-18T03:31:52Z,1270000,False,-223.0,117.0,1,right,MISS K. Bates-Diop 25' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
130,PT02M02.00S,2022-11-18T03:31:47.2Z,1,REGULAR,rebound,offensive,[],1629646,,,1610612759,29,20,2022-11-18T03:48:41Z,1280000,False,,,0,,C. Bassey REBOUND (Off:1 Def:0),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Left Center,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,,
131,PT01M45.00S,2022-11-18T03:32:03.5Z,1,REGULAR,turnover,lost ball,[],1629646,,,1610612759,29,20,2022-11-18T03:52:21Z,1290000,False,,,0,,C. Bassey lost ball TURNOVER (1 TO),"[1629646, 1626168]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Lyles,1626168.0,,,,
132,PT01M45.00S,2022-11-18T03:32:03.5Z,1,REGULAR,steal,,[],1626168,,,1610612758,29,20,2022-11-18T03:52:21Z,1300000,False,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2022-11-18T03:32:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628370,7.703679369250986,50.98039215686274,1610612758,29,20,2022-11-18T03:51:48Z,1310000,False,-5.0,20.0,1,left,MISS M. Monk running Layup - blocked,"[1628370, 1629676]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.05,Missed,,,,,,,Roby,1629676.0,,,,,,,,,,
134,PT01M40.00S,2022-11-18T03:32:08.8Z,1,REGULAR,block,,[],1629676,,,1610612758,29,20,2022-11-18T03:32:11Z,1320000,False,,,0,,I. Roby BLOCK (1 BLK),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT01M36.00S,2022-11-18T03:32:12.8Z,1,REGULAR,rebound,defensive,[],1631160,,,1610612759,29,20,2022-11-18T03:32:22Z,1330000,False,,,0,,J. Hall REBOUND (Off:0 Def:2),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Restricted Area,0-8 Center,,,133.0,2.0,2.0,0.0,,,,,,,,,,,,,,
136,PT01M33.00S,2022-11-18T03:32:15.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,71.69842312746385,21.323529411764707,1610612759,29,23,2022-11-18T03:32:26Z,1340000,False,-143.0,214.0,1,right,J. Richardson 25' 3PT  (3 PTS) (J. Hall 1 AST),"[1626196, 1631160]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.72,Made,,,,,3.0,,,,J. Hall,1631160.0,1.0,,,,,,,
138,PT01M21.00S,2022-11-18T03:32:27.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626168,5.995400788436268,48.28431372549019,1610612758,31,23,2022-11-18T03:32:33Z,1360000,False,9.0,4.0,1,left,T. Lyles driving DUNK (5 PTS) (D. Fox 2 AST),"[1626168, 1628368]",1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,5.0,,,,D. Fox,1628368.0,2.0,,,,,,,
140,PT00M54.90S,2022-11-18T03:32:55.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629646,93.11760840998686,47.549019607843135,1610612759,31,25,2022-11-18T03:33:00Z,1380000,False,-12.0,12.0,1,right,C. Bassey DUNK (2 PTS) (I. Roby 1 AST),"[1629646, 1629676]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,2.0,,,,I. Roby,1629676.0,1.0,,,,,,,
142,PT00M42.90S,2022-11-18T03:33:09.5Z,1,REGULAR,3pt,Jump Shot,[],1628368,30.17411300919842,69.36274509803921,1610612758,34,25,2022-11-18T03:33:18Z,1400000,False,-97.0,231.0,1,left,D. Fox 25' 3PT step back (10 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.06,Made,,,,,10.0,,,,,,,,,,,,,
143,PT00M33.10S,2022-11-18T03:33:25.5Z,1,REGULAR,foul,offensive,[],1626196,,,1610612759,34,25,2022-11-18T03:33:36Z,1410000,False,,,0,,J. Richardson offensive FOUL (1 PF),"[1626196, 1630558]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Mitchell,1630558.0
145,PT00M33.10S,2022-11-18T03:33:25.5Z,1,REGULAR,turnover,offensive foul,[],1626196,,,1610612759,34,25,2022-11-18T03:33:25Z,1430000,False,,,0,,J. Richardson offensive foul TURNOVER (2 TO),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,,,200832.0,,,,,,2.0,,,,,,
146,PT00M33.10S,2022-11-18T03:33:36.0Z,1,REGULAR,substitution,out,[],1628966,,,1610612758,34,25,2022-11-18T03:33:45Z,1440000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M33.10S,2022-11-18T03:33:36.0Z,1,REGULAR,substitution,in,[],1630200,,,1610612758,34,25,2022-11-18T03:33:45Z,1450000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M27.00S,2022-11-18T03:33:49.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,27.020367936925098,78.18627450980392,1610612758,34,25,2022-11-18T03:53:47Z,1460000,False,-141.0,201.0,1,left,MISS M. Monk 24' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
149,PT00M22.60S,2022-11-18T03:33:53.4Z,1,REGULAR,rebound,defensive,[],1631160,,,1610612759,34,25,2022-11-18T03:33:53Z,1470000,False,,,0,,J. Hall REBOUND (Off:0 Def:3),[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,Above the Break 3,24+ Left Center,,,148.0,3.0,3.0,0.0,,,,,,,,,,,,,,
150,PT00M10.80S,2022-11-18T03:34:05.1Z,1,REGULAR,turnover,lost ball,[],1630200,,,1610612759,34,25,2022-11-18T03:39:04Z,1480000,False,,,0,,T. Jones lost ball TURNOVER (2 TO),"[1630200, 1628368]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,Fox,1628368.0,,,,
151,PT00M10.80S,2022-11-18T03:34:05.1Z,1,REGULAR,steal,,[],1628368,,,1610612758,34,25,2022-11-18T03:34:08Z,1490000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
152,PT00M06.40S,2022-11-18T03:34:11.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628370,7.30946123521682,45.83333333333333,1610612758,34,25,2022-11-18T03:34:35Z,1500000,False,21.0,16.0,1,left,MISS M. Monk alley-oop Layup,[1628370],1610612758.0,SAC,alley-oop,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
153,PT00M06.40S,2022-11-18T03:34:11.5Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612758,34,25,2022-11-18T03:34:35Z,1510000,False,,,0,,T. Lyles REBOUND (Off:1 Def:0),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,,,152.0,1.0,0.0,1.0,,,,,,,,,,,,,,
154,PT00M06.40S,2022-11-18T03:34:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626168,7.835085413929041,45.588235294117645,1610612758,36,25,2022-11-18T03:55:09Z,1520000,False,22.0,21.0,1,left,T. Lyles putback Layup (7 PTS),[1626168],1610612758.0,SAC,putback,,,Lyles,T. Lyles,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,7.0,,,,,,,,,,,,,
155,PT00M06.40S,2022-11-18T03:34:21.6Z,1,REGULAR,foul,personal,['1freethrow'],1631160,,,1610612758,36,25,2022-11-18T03:34:41Z,1530000,False,,,0,,J. Hall shooting personal FOUL (2 PF) (Lyles 1 FT),"[1631160, 1626168]",1610612759.0,SAS,shooting,,,Hall,J. Hall,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,,,,,,,,,2.0,0.0,Lyles,1626168.0
157,PT00M06.40S,2022-11-18T03:34:35.7Z,1,REGULAR,substitution,out,[],1631160,,,1610612758,36,25,2022-11-18T03:34:39Z,1550000,False,,,0,,SUB out: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M06.40S,2022-11-18T03:34:35.7Z,1,REGULAR,substitution,in,[],1630170,,,1610612758,36,25,2022-11-18T03:34:39Z,1560000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M06.40S,2022-11-18T03:34:57.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",1626168,,,1610612758,37,25,2022-11-18T03:34:57Z,1570000,False,,,0,,T. Lyles Free Throw 1 of 1 (8 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
160,PT00M00.00S,2022-11-18T03:35:06.3Z,1,REGULAR,3pt,Jump Shot,[],1629676,65.1281208935611,46.32352941176471,1610612759,37,28,2022-11-18T03:35:16Z,1580000,False,-18.0,275.0,1,right,I. Roby 27' 3PT  (6 PTS) (C. Bassey 2 AST),"[1629676, 1629646]",1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Center,27.59,Made,,,,,6.0,,,,C. Bassey,1629646.0,2.0,,,,,,,
162,PT00M00.00S,2022-11-18T03:36:10.8Z,1,REGULAR,period,end,[],0,,,1610612758,37,28,2022-11-18T03:36:10Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-11-18T03:37:30.8Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612758,37,28,2022-11-18T03:37:54Z,1610000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-11-18T03:37:30.8Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612758,37,28,2022-11-18T03:37:54Z,1620000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-11-18T03:37:30.8Z,2,REGULAR,substitution,in,['startperiod'],1629056,,,1610612758,37,28,2022-11-18T03:37:54Z,1630000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-11-18T03:37:30.8Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612758,37,28,2022-11-18T03:37:54Z,1640000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-11-18T03:38:15.3Z,2,REGULAR,period,start,[],0,,,1610612759,37,28,2022-11-18T03:38:15Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M35.00S,2022-11-18T03:38:40.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,87.59855453350855,45.83333333333333,1610612759,37,30,2022-11-18T03:38:45Z,1660000,False,-21.0,64.0,1,right,T. Jones 6' driving Layup (4 PTS) (I. Roby 2 AST),"[1630200, 1629676]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.74,Made,,,,,4.0,,,,I. Roby,1629676.0,2.0,,,,,,,
169,PT11M18.00S,2022-11-18T03:38:55.9Z,2,REGULAR,3pt,Jump Shot,[],1626168,25.443495400788436,14.215686274509803,1610612758,37,30,2022-11-18T03:39:00Z,1670000,False,179.0,187.0,1,left,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
