actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
348,PT11M00.00S,2022-11-18T04:19:47.8Z,3,REGULAR,turnover,bad pass,[],1627734,,,1610612758,65,56,2022-11-18T04:19:54Z,3410000,False,,,0,,D. Sabonis bad pass TURNOVER (2 TO),"[1627734, 1630170]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Vassell,1630170.0,,,,
349,PT11M00.00S,2022-11-18T04:19:47.8Z,3,REGULAR,steal,,[],1630170,,,1610612759,65,56,2022-11-18T04:19:50Z,3420000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
350,PT10M51.00S,2022-11-18T04:19:57.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,24.655059132720105,41.911764705882355,1610612759,65,58,2022-11-18T04:25:38Z,3430000,False,40.0,179.0,1,left,D. Vassell 18' pullup Jump Shot (14 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,18.38,Made,,,,,14.0,,,,,,,,,,,,,
351,PT10M23.00S,2022-11-18T04:20:24.9Z,3,REGULAR,turnover,bad pass,[],1629056,,,1610612758,65,58,2022-11-18T04:20:30Z,3440000,False,,,0,,T. Davis bad pass TURNOVER (3 TO),"[1629056, 1628966]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,3.0,Bates-Diop,1628966.0,,,,
352,PT10M23.00S,2022-11-18T04:20:24.9Z,3,REGULAR,steal,,[],1628966,,,1610612759,65,58,2022-11-18T04:20:28Z,3450000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT10M17.00S,2022-11-18T04:20:30.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630170,32.670827858081466,17.401960784313726,1610612759,65,61,2022-11-18T04:26:57Z,3460000,False,163.0,255.0,1,left,D. Vassell 30' 3PT running (17 PTS) (T. Jones 4 AST),"[1630170, 1630200]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,30.23,Made,,,,,17.0,,,,T. Jones,1630200.0,4.0,,,,,,,
355,PT10M02.00S,2022-11-18T04:20:49.4Z,3,REGULAR,foul,personal,[],1627751,,,1610612758,65,61,2022-11-18T04:21:00Z,3480000,False,,,0,,J. Poeltl personal FOUL (2 PF),"[1627751, 1627734]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,201638.0,,,,,,,,,2.0,0.0,Sabonis,1627734.0
357,PT09M53.00S,2022-11-18T04:21:17.3Z,3,REGULAR,2pt,Jump Shot,[],1628368,79.31997371879106,30.88235294117647,1610612758,67,61,2022-11-18T04:21:23Z,3500000,False,-96.0,142.0,1,right,D. Fox 17' pullup Jump Shot (16 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,17.11,Made,,,,,16.0,,,,,,,,,,,,,
358,PT09M43.00S,2022-11-18T04:21:30.1Z,3,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612759,67,61,2022-11-18T04:21:44Z,3510000,False,,,0,,T. Davis shooting personal FOUL (2 PF) (Vassell 2 FT),"[1629056, 1630170]",1610612758.0,SAC,shooting,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,,,,,,,,,2.0,0.0,Vassell,1630170.0
360,PT09M43.00S,2022-11-18T04:21:54.1Z,3,REGULAR,freethrow,1 of 2,[],1630170,,,1610612759,67,61,2022-11-18T04:21:54Z,3530000,False,,,0,,MISS D. Vassell Free Throw 1 of 2,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
361,PT09M43.00S,2022-11-18T04:21:54.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,67,61,2022-11-18T04:21:54Z,3540000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,
362,PT09M43.00S,2022-11-18T04:22:09.4Z,3,REGULAR,freethrow,2 of 2,[],1630170,,,1610612759,67,62,2022-11-18T04:22:09Z,3550000,False,,,0,,D. Vassell Free Throw 2 of 2 (18 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
363,PT09M30.00S,2022-11-18T04:22:24.3Z,3,REGULAR,3pt,Jump Shot,[],1628368,68.80749014454665,33.57843137254902,1610612758,67,62,2022-11-18T04:29:17Z,3560000,False,-82.0,241.0,1,right,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,25.43,Missed,,,,,,,,,,,,,,,,,,
364,PT09M28.00S,2022-11-18T04:22:26.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,67,62,2022-11-18T04:22:32Z,3570000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,363.0,,,,,,,,,,,,,,,,,
366,PT09M17.00S,2022-11-18T04:22:45.0Z,3,REGULAR,turnover,lost ball,[],1627751,,,1610612759,67,62,2022-11-18T04:22:48Z,3590000,False,,,0,,J. Poeltl lost ball TURNOVER (2 TO),"[1627751, 1628989]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2.0,Huerter,1628989.0,,,,
367,PT09M17.00S,2022-11-18T04:22:45.0Z,3,REGULAR,steal,,[],1628989,,,1610612758,67,62,2022-11-18T04:22:46Z,3600000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
368,PT09M09.00S,2022-11-18T04:22:52.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629056,91.40932982917214,56.127450980392155,1610612758,67,62,2022-11-18T04:22:57Z,3610000,False,31.0,28.0,1,right,MISS T. Davis driving Layup - blocked,"[1629056, 1630170]",1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,Vassell,1630170.0,,,,,,,,,,
369,PT09M09.00S,2022-11-18T04:22:52.7Z,3,REGULAR,block,,[],1630170,,,1610612758,67,62,2022-11-18T04:22:55Z,3620000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT09M06.00S,2022-11-18T04:22:55.7Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,67,62,2022-11-18T04:22:57Z,3630000,False,,,0,,J. Sochan REBOUND (Off:0 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,368.0,3.0,3.0,0.0,,,,,,,,,,,,,,
371,PT09M04.00S,2022-11-18T04:22:58.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,5.206964520367937,46.32352941176471,1610612759,67,64,2022-11-18T04:23:04Z,3640000,False,18.0,-4.0,1,left,T. Jones running Layup (10 PTS) (J. Sochan 3 AST),"[1630200, 1631110]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,10.0,,,,J. Sochan,1631110.0,3.0,,,,,,,
373,PT08M58.00S,2022-11-18T04:23:03.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,82.86793692509855,41.42156862745098,1610612758,67,64,2022-11-18T04:31:11Z,3660000,False,-43.0,109.0,1,right,MISS D. Fox 11' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,11.67,Missed,,,,,,,,,,,,,,,,,,
374,PT08M54.00S,2022-11-18T04:23:07.9Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,67,64,2022-11-18T04:23:09Z,3670000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,373.0,6.0,4.0,2.0,,,,,,,,,,,,,,
375,PT08M43.00S,2022-11-18T04:23:20.6Z,3,REGULAR,turnover,out-of-bounds,[],1630200,,,1610612759,67,64,2022-11-18T04:23:30Z,3680000,False,,,0,,T. Jones bad pass out-of-bounds TURNOVER (3 TO),[1630200],1610612759.0,SAS,bad pass,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,1204.0,,,,,,3.0,,,,,,
376,PT08M26.00S,2022-11-18T04:23:48.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628989,92.32917214191852,76.22549019607843,1610612758,67,64,2022-11-18T04:23:57Z,3690000,False,131.0,20.0,1,right,MISS K. Huerter 13' pullup Shot,[1628989],1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Right,13.26,Missed,,,,,,,,,,,,,,,,,,
377,PT08M21.00S,2022-11-18T04:23:53.5Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,67,64,2022-11-18T04:23:57Z,3700000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,376.0,1.0,1.0,0.0,,,,,,,,,,,,,,
378,PT08M15.00S,2022-11-18T04:23:59.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,8.886333771353483,36.76470588235294,1610612759,67,64,2022-11-18T04:32:31Z,3710000,False,66.0,31.0,1,left,MISS T. Jones 7' driving floating Shot - blocked,"[1630200, 1628989]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,Huerter,1628989.0,,,,,,,,,,
379,PT08M15.00S,2022-11-18T04:23:59.6Z,3,REGULAR,block,,[],1628989,,,1610612759,67,64,2022-11-18T04:24:03Z,3720000,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
380,PT08M11.00S,2022-11-18T04:24:03.6Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612758,67,64,2022-11-18T04:24:04Z,3730000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,378.0,2.0,2.0,0.0,,,,,,,,,,,,,,
381,PT08M10.00S,2022-11-18T04:24:05.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,92.85479632063075,49.26470588235294,1610612758,69,64,2022-11-18T04:24:10Z,3740000,False,-4.0,15.0,1,right,D. Fox running Layup (18 PTS) (K. Huerter 5 AST),"[1628368, 1628989]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,18.0,,,,K. Huerter,1628989.0,5.0,,,,,,,
382,PT08M10.00S,2022-11-18T04:24:20.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,69,64,2022-11-18T04:24:20Z,3750000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M55.00S,2022-11-18T04:27:21.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,6.1268068331143235,52.94117647058824,1610612759,69,66,2022-11-18T04:33:33Z,3760000,False,-15.0,5.0,1,left,K. Bates-Diop cutting Layup (13 PTS) (D. Vassell 2 AST),"[1628966, 1630170]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,13.0,,,,D. Vassell,1630170.0,2.0,,,,,,,
386,PT07M36.00S,2022-11-18T04:27:39.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,91.67214191852825,51.9607843137255,1610612758,69,66,2022-11-18T04:27:45Z,3780000,False,10.0,26.0,1,right,MISS K. Huerter driving finger roll Layup,[1628989],1610612758.0,SAC,driving finger roll,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,2.76,Missed,,,,,,,,,,,,,,,,,,
387,PT07M34.00S,2022-11-18T04:27:41.4Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,69,66,2022-11-18T04:27:41Z,3790000,False,,,0,,K. Bates-Diop REBOUND (Off:1 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,386.0,4.0,3.0,1.0,,,,,,,,,,,,,,
388,PT07M25.00S,2022-11-18T04:27:51.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,6.258212877792378,50.0,1610612759,69,68,2022-11-18T04:28:21Z,3800000,False,0.0,6.0,1,left,J. Sochan driving DUNK (4 PTS),[1631110],1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,4.0,,,,,,,,,,,,,
389,PT07M25.00S,2022-11-18T04:27:57.7Z,3,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612759,69,68,2022-11-18T04:28:08Z,3810000,False,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Sochan 1 FT),"[1627734, 1631110]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,,,,,,,,,3.0,0.0,Sochan,1631110.0
391,PT07M25.00S,2022-11-18T04:28:16.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,69,68,2022-11-18T04:31:11Z,3830000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M25.00S,2022-11-18T04:31:21.4Z,3,REGULAR,freethrow,1 of 1,[],1631110,,,1610612759,69,69,2022-11-18T04:31:21Z,3850000,False,,,0,,J. Sochan Free Throw 1 of 1 (5 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
394,PT07M07.00S,2022-11-18T04:31:41.7Z,3,REGULAR,3pt,Jump Shot,[],1629056,76.2976346911958,12.009803921568627,1610612758,69,69,2022-11-18T04:31:48Z,3860000,False,-190.0,170.0,1,right,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Above the Break 3,24+ Left Center,25.52,Missed,,,,,,,,,,,,,,,,,,
395,PT07M03.00S,2022-11-18T04:31:45.7Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,69,69,2022-11-18T04:31:48Z,3870000,False,,,0,,J. Sochan REBOUND (Off:0 Def:4),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,394.0,4.0,4.0,0.0,,,,,,,,,,,,,,
396,PT06M54.00S,2022-11-18T04:31:53.9Z,3,REGULAR,2pt,Jump Shot,[],1630170,6.1268068331143235,78.18627450980392,1610612759,69,69,2022-11-18T04:32:03Z,3880000,False,-141.0,5.0,1,left,MISS D. Vassell 14' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,14.1,Missed,,,,,,,,,,,,,,,,,,
397,PT06M51.00S,2022-11-18T04:31:56.9Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,69,69,2022-11-18T04:32:03Z,3890000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,396.0,2.0,2.0,0.0,,,,,,,,,,,,,,
398,PT06M48.00S,2022-11-18T04:32:03.6Z,3,REGULAR,foul,personal,[],1627751,,,1610612758,69,69,2022-11-18T04:32:18Z,3900000,False,,,0,,J. Poeltl personal FOUL (3 PF),"[1627751, 1627734]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,1204.0,,,,,,,,,3.0,0.0,Sabonis,1627734.0
400,PT06M48.00S,2022-11-18T04:32:11.5Z,3,REGULAR,substitution,out,[],1629056,,,1610612758,69,69,2022-11-18T04:32:22Z,3920000,False,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M48.00S,2022-11-18T04:32:11.5Z,3,REGULAR,substitution,out,[],1628966,,,1610612758,69,69,2022-11-18T04:32:22Z,3930000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M48.00S,2022-11-18T04:32:11.5Z,3,REGULAR,substitution,out,[],1630200,,,1610612758,69,69,2022-11-18T04:32:22Z,3940000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M48.00S,2022-11-18T04:32:11.5Z,3,REGULAR,substitution,in,[],1628370,,,1610612758,69,69,2022-11-18T04:32:22Z,3950000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M48.00S,2022-11-18T04:32:11.5Z,3,REGULAR,substitution,in,[],1626196,,,1610612758,69,69,2022-11-18T04:32:22Z,3960000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M48.00S,2022-11-18T04:32:11.5Z,3,REGULAR,substitution,in,[],1629676,,,1610612758,69,69,2022-11-18T04:32:22Z,3970000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M39.00S,2022-11-18T04:32:38.5Z,3,REGULAR,2pt,Jump Shot,[],1628370,72.48685939553219,53.67647058823529,1610612758,71,69,2022-11-18T04:32:44Z,3980000,False,18.0,206.0,1,right,M. Monk 20' pullup Jump Shot (14 PTS) (H. Barnes 1 AST),"[1628370, 203084]",1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,16-24 Center,20.69,Made,,,,,14.0,,,,H. Barnes,203084.0,1.0,,,,,,,
408,PT06M26.00S,2022-11-18T04:32:51.8Z,3,REGULAR,2pt,Jump Shot,[],1629676,24.655059132720105,29.166666666666668,1610612759,71,69,2022-11-18T04:32:59Z,4000000,False,104.0,179.0,1,left,MISS I. Roby 20' step back Shot,[1629676],1610612759.0,SAS,step back,,,Roby,I. Roby,,,,,Mid-Range,16-24 Right Center,20.74,Missed,,,,,,,,,,,,,,,,,,
409,PT06M19.00S,2022-11-18T04:32:58.8Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,71,69,2022-11-18T04:32:59Z,4010000,False,,,0,,H. Barnes REBOUND (Off:1 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Right Center,,,408.0,5.0,4.0,1.0,,,,,,,,,,,,,,
410,PT06M18.00S,2022-11-18T04:33:02.8Z,3,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612758,71,69,2022-11-18T04:33:25Z,4020000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630170, 203084]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,200832.0,,,,,,,,,1.0,0.0,Barnes,203084.0
412,PT06M18.00S,2022-11-18T04:33:28.7Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,71,69,2022-11-18T04:33:28Z,4040000,False,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
413,PT06M18.00S,2022-11-18T04:33:28.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,71,69,2022-11-18T04:33:28Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,
414,PT06M18.00S,2022-11-18T04:33:30.6Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,71,69,2022-11-18T04:33:35Z,4060000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M18.00S,2022-11-18T04:33:30.6Z,3,REGULAR,substitution,in,[],1630558,,,1610612758,71,69,2022-11-18T04:33:35Z,4070000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M18.00S,2022-11-18T04:33:45.0Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,72,69,2022-11-18T04:33:45Z,4080000,False,,,0,,H. Barnes Free Throw 2 of 2 (8 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
417,PT05M54.00S,2022-11-18T04:34:09.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,11.12023653088042,50.73529411764706,1610612759,72,71,2022-11-18T04:38:00Z,4090000,False,-4.0,52.0,1,left,J. Poeltl turnaround Hook (6 PTS) (J. Richardson 1 AST),"[1627751, 1626196]",1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,,,,,6.0,,,,J. Richardson,1626196.0,1.0,,,,,,,
419,PT05M37.00S,2022-11-18T04:34:25.8Z,3,REGULAR,2pt,Jump Shot,[],203084,81.15965834428384,30.637254901960787,1610612758,74,71,2022-11-18T04:38:58Z,4110000,False,-97.0,125.0,1,right,H. Barnes 15' pullup Jump Shot (10 PTS),[203084],1610612758.0,SAC,pullup,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Left,15.78,Made,,,,,10.0,,,,,,,,,,,,,
420,PT05M27.00S,2022-11-18T04:34:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.995400788436268,53.431372549019606,1610612759,74,73,2022-11-18T04:35:21Z,4120000,False,-17.0,4.0,1,left,J. Poeltl cutting Layup (8 PTS) (J. Sochan 4 AST),"[1627751, 1631110]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,8.0,,,,J. Sochan,1631110.0,4.0,,,,,,,
422,PT05M13.00S,2022-11-18T04:34:49.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,92.59198423127464,45.09803921568628,1610612758,76,73,2022-11-18T04:34:54Z,4140000,False,-25.0,17.0,1,right,D. Mitchell cutting Layup (4 PTS) (M. Monk 1 AST),"[1630558, 1628370]",1610612758.0,SAC,cutting,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,4.0,,,,M. Monk,1628370.0,1.0,,,,,,,
424,PT04M53.00S,2022-11-18T04:35:10.1Z,3,REGULAR,3pt,Jump Shot,[],1626196,29.517082785808146,26.96078431372549,1610612759,76,76,2022-11-18T04:35:14Z,4160000,False,115.0,225.0,1,left,J. Richardson 25' 3PT  (6 PTS) (I. Roby 3 AST),"[1626196, 1629676]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,25.28,Made,,,,,6.0,,,,I. Roby,1629676.0,3.0,,,,,,,
426,PT04M44.00S,2022-11-18T04:35:22.7Z,3,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612758,76,76,2022-11-18T04:35:54Z,4180000,False,,,0,,K. Huerter step out-of-bounds TURNOVER (2 TO),[1628989],1610612758.0,SAC,step,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,,200832.0,,,,,,2.0,,,,,,
427,PT04M44.00S,2022-11-18T04:35:28.9Z,3,REGULAR,substitution,out,[],1630170,,,1610612759,76,76,2022-11-18T04:35:34Z,4190000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M44.00S,2022-11-18T04:35:28.9Z,3,REGULAR,substitution,in,[],1631160,,,1610612759,76,76,2022-11-18T04:35:34Z,4200000,False,,,0,,SUB in: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M27.00S,2022-11-18T04:36:00.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,6.1268068331143235,46.07843137254902,1610612759,76,76,2022-11-18T04:36:05Z,4210000,False,20.0,5.0,1,left,MISS J. Poeltl reverse Layup,[1627751],1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
430,PT04M23.00S,2022-11-18T04:36:03.2Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,76,76,2022-11-18T04:36:03Z,4220000,False,,,0,,H. Barnes REBOUND (Off:1 Def:5),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,429.0,6.0,5.0,1.0,,,,,,,,,,,,,,
431,PT04M17.00S,2022-11-18T04:36:12.3Z,3,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612758,76,76,2022-11-18T04:36:21Z,4230000,False,,,0,,I. Roby shooting personal FOUL (2 PF) (Barnes 2 FT),"[1629676, 203084]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1204.0,,,,,,,,,2.0,0.0,Barnes,203084.0
433,PT04M17.00S,2022-11-18T04:36:40.2Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,77,76,2022-11-18T04:36:40Z,4250000,False,,,0,,H. Barnes Free Throw 1 of 2 (11 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
