actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
92,PT05M40.00S,2022-02-09T01:56:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,10.200394218134035,50.0,1610612765,16,14,2022-02-09T01:56:17Z,910000,0.0,43.0,1,left,MISS H. Diallo driving finger roll Layup,[1628977],1610612765.0,DET,driving finger roll,,,Diallo,H. Diallo,,,,,,,,,,Missed,,,,,,,,,4.34,,,,,,
93,PT05M36.00S,2022-02-09T01:56:17.4Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,16,14,2022-02-09T01:56:17Z,920000,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,92.0,,,,,1.0,0.0,1.0,,,,,,,
94,PT05M36.00S,2022-02-09T01:56:16.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628977,5.590000152587891,50.0,1610612765,16,16,2022-02-09T01:56:19Z,930000,0.0,0.0,1,left,H. Diallo tip Layup (7 PTS),[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,,,,,,Made,,7.0,,,,,,,0.0,,,,,,
95,PT05M19.00S,2022-02-09T01:56:33.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,64.99671484888306,51.71568627450981,1610612742,16,16,2022-02-09T01:56:37Z,940000,9.0,277.0,1,right,MISS L. Doncic 27' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,27.66,,,,,,
96,PT05M17.00S,2022-02-09T01:56:35.0Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,16,16,2022-02-09T01:56:37Z,950000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,95.0,,,,,3.0,3.0,0.0,,,,,,,
97,PT05M00.00S,2022-02-09T01:56:53.6Z,1,REGULAR,3pt,Jump Shot,[],202709,27.677398160315374,78.67647058823529,1610612765,16,19,2022-02-09T01:56:57Z,960000,-143.0,208.0,1,left,C. Joseph 25' 3PT  (3 PTS) (S. Bey 4 AST),"[202709, 1630180]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,Made,,3.0,,,,,,,25.24,S. Bey,1630180.0,4.0,,,
99,PT04M45.00S,2022-02-09T01:57:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.9862023653088,50.49019607843137,1610612742,18,19,2022-02-09T02:01:03Z,980000,2.0,13.0,1,right,D. Powell reverse Layup (5 PTS) (J. Brunson 1 AST),"[203939, 1628973]",1610612742.0,DAL,reverse,,,Powell,D. Powell,,,,,,,,,,Made,,5.0,,,,,,,1.36,J. Brunson,1628973.0,1.0,,,
101,PT04M45.00S,2022-02-09T01:57:11.3Z,1,REGULAR,foul,personal,['1freethrow'],202709,,,1610612742,18,19,2022-02-09T01:57:22Z,1000000,,,0,,C. Joseph shooting personal FOUL (1 PF) (Powell 1 FT),"[202709, 203939]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,101283.0,1.0,0.0,Powell,203939.0,,,,,,,,,,,,,,,,
103,PT04M45.00S,2022-02-09T01:57:23.2Z,1,REGULAR,substitution,out,[],1628977,,,1610612742,18,19,2022-02-09T01:58:09Z,1020000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M45.00S,2022-02-09T01:57:23.2Z,1,REGULAR,substitution,in,[],1628402,,,1610612742,18,19,2022-02-09T01:58:09Z,1030000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M45.00S,2022-02-09T01:57:50.0Z,1,REGULAR,freethrow,1 of 1,[],203939,,,1610612742,19,19,2022-02-09T01:57:50Z,1040000,,,0,,D. Powell Free Throw 1 of 1 (6 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
106,PT04M33.00S,2022-02-09T01:58:04.0Z,1,REGULAR,2pt,Jump Shot,[],203924,21.23850197109067,28.186274509803923,1610612765,19,19,2022-02-09T01:58:10Z,1050000,109.0,147.0,1,left,MISS J. Grant 18' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,,,,,,Missed,,,,,,,,,18.31,,,,,,
107,PT04M33.00S,2022-02-09T01:58:04.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,19,19,2022-02-09T01:58:10Z,1060000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,
108,PT04M33.00S,2022-02-09T01:58:10.1Z,1,REGULAR,foul,personal,[],1630191,,,1610612742,19,19,2022-02-09T01:58:57Z,1070000,,,0,,I. Stewart loose ball personal FOUL (1 PF),"[1630191, 203939]",1610612765.0,DET,loose ball,,,Stewart,I. Stewart,,,,,101283.0,1.0,0.0,Powell,203939.0,,,,,,,,,,,,,,,,
110,PT04M33.00S,2022-02-09T01:58:18.2Z,1,REGULAR,substitution,out,[],203939,,,1610612742,19,19,2022-02-09T01:58:25Z,1090000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M33.00S,2022-02-09T01:58:18.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,19,19,2022-02-09T01:58:25Z,1100000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M21.00S,2022-02-09T01:58:36.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628402,,,1610612742,19,19,2022-02-09T01:58:46Z,1110000,,,0,,F. Jackson shooting personal FOUL (1 PF) (Doncic 2 FT),"[1628402, 1629029]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,1627962.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
114,PT04M21.00S,2022-02-09T01:59:06.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,20,19,2022-02-09T01:59:06Z,1130000,,,0,,L. Doncic Free Throw 1 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,8.0,,,,,,,,,,,,,
115,PT04M21.00S,2022-02-09T01:59:07.3Z,1,REGULAR,substitution,out,[],202709,,,1610612742,20,19,2022-02-09T01:59:19Z,1140000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M21.00S,2022-02-09T01:59:07.3Z,1,REGULAR,substitution,in,[],1630165,,,1610612742,20,19,2022-02-09T01:59:19Z,1150000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M21.00S,2022-02-09T01:59:24.6Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,21,19,2022-02-09T01:59:24Z,1160000,,,0,,L. Doncic Free Throw 2 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,9.0,,,,,,,,,,,,,
118,PT04M09.00S,2022-02-09T01:59:41.0Z,1,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,21,19,2022-02-09T02:00:05Z,1170000,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1630165],1610612765.0,DET,bad pass,,,Hayes,K. Hayes,,,,,1627962.0,,,,,,,,1.0,,,,,,,,,,,,
119,PT03M57.00S,2022-02-09T01:59:56.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629029,93.9060446780552,22.794117647058822,1610612742,21,19,2022-02-09T02:03:02Z,1180000,-136.0,5.0,1,right,MISS L. Doncic 13' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,13.61,,,,,,
120,PT03M54.00S,2022-02-09T01:59:58.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,21,19,2022-02-09T01:59:59Z,1190000,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,119.0,,,,,4.0,3.0,1.0,,,,,,,
121,PT03M42.00S,2022-02-09T02:00:11.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203924,9.149145860709593,54.41176470588235,1610612765,21,21,2022-02-09T02:00:17Z,1200000,-22.0,34.0,1,left,J. Grant Hook (4 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,Made,,4.0,,,,,,,4.01,,,,,,
122,PT03M30.00S,2022-02-09T02:00:23.2Z,1,REGULAR,3pt,Jump Shot,[],203493,70.77858081471747,73.77450980392157,1610612742,24,21,2022-02-09T02:00:26Z,1210000,119.0,222.0,1,right,R. Bullock 25' 3PT  (3 PTS) (J. Brunson 2 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,Made,,3.0,,,,,,,25.2,J. Brunson,1628973.0,2.0,,,
124,PT03M20.00S,2022-02-09T02:00:37.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,24,21,2022-02-09T02:00:37Z,1230000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M20.00S,2022-02-09T02:02:04.8Z,1,REGULAR,substitution,out,[],1628973,,,1610612765,24,21,2022-02-09T02:03:38Z,1240000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M20.00S,2022-02-09T02:02:04.8Z,1,REGULAR,substitution,out,[],203924,,,1610612765,24,21,2022-02-09T02:03:38Z,1250000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M20.00S,2022-02-09T02:02:04.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,24,21,2022-02-09T02:03:38Z,1260000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M20.00S,2022-02-09T02:02:04.8Z,1,REGULAR,substitution,in,[],203504,,,1610612765,24,21,2022-02-09T02:03:38Z,1270000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M20.00S,2022-02-09T02:02:04.8Z,1,REGULAR,substitution,in,[],1626168,,,1610612765,24,21,2022-02-09T02:03:38Z,1280000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M20.00S,2022-02-09T02:02:04.8Z,1,REGULAR,substitution,in,[],203482,,,1610612765,24,21,2022-02-09T02:03:38Z,1290000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M08.00S,2022-02-09T02:03:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630180,30.699737187910642,25.98039215686275,1610612765,24,21,2022-02-09T02:03:53Z,1300000,120.0,236.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,Missed,,,,,,,,,26.49,,,,,,
132,PT03M04.00S,2022-02-09T02:03:53.7Z,1,REGULAR,rebound,defensive,[],203504,,,1610612742,24,21,2022-02-09T02:03:53Z,1310000,,,0,,T. Burke REBOUND (Off:0 Def:1),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,131.0,,,,,1.0,1.0,0.0,,,,,,,
133,PT02M52.00S,2022-02-09T02:04:08.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612742,24,21,2022-02-09T02:04:15Z,1320000,,,0,,T. Lyles personal FOUL (1 PF) (Doncic 2 FT),"[1626168, 1629029]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,1627962.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
135,PT02M52.00S,2022-02-09T02:04:31.8Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,25,21,2022-02-09T02:04:31Z,1340000,,,0,,L. Doncic Free Throw 1 of 2 (10 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,10.0,,,,,,,,,,,,,
136,PT02M52.00S,2022-02-09T02:04:48.6Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,26,21,2022-02-09T02:04:48Z,1350000,,,0,,L. Doncic Free Throw 2 of 2 (11 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Made,,11.0,,,,,,,,,,,,,
137,PT02M36.00S,2022-02-09T02:05:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,19.136005256241788,36.029411764705884,1610612765,26,23,2022-02-09T02:05:09Z,1360000,70.0,127.0,1,left,K. Hayes 14' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,,,,,,Made,,2.0,,,,,,,14.53,,,,,,
138,PT02M24.00S,2022-02-09T02:05:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.46057818659659,56.372549019607845,1610612742,28,23,2022-02-09T02:05:22Z,1370000,32.0,18.0,1,right,L. Doncic driving floating bank Jump Shot (13 PTS),[1629029],1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,,,,,,Made,,13.0,,,,,,,3.68,,,,,,
139,PT02M12.00S,2022-02-09T02:05:29.2Z,1,REGULAR,3pt,Jump Shot,[],1630165,31.882391590013142,41.42156862745098,1610612765,28,23,2022-02-09T02:05:32Z,1380000,43.0,247.0,1,left,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,Missed,,,,,,,,,25.09,,,,,,
140,PT02M09.00S,2022-02-09T02:05:32.2Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,28,23,2022-02-09T02:05:32Z,1390000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,139.0,,,,,1.0,1.0,0.0,,,,,,,
141,PT02M00.00S,2022-02-09T02:05:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.1688567674113,47.549019607843135,1610612742,30,23,2022-02-09T02:05:47Z,1400000,-12.0,2.0,1,right,L. Doncic driving reverse Layup (15 PTS),[1629029],1610612742.0,DAL,driving reverse,,,Doncic,L. Doncic,,,,,,,,,,Made,,15.0,,,,,,,1.25,,,,,,
142,PT01M41.00S,2022-02-09T02:06:01.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,10.726018396846255,44.6078431372549,1610612765,30,23,2022-02-09T02:06:08Z,1410000,27.0,48.0,1,left,MISS K. Olynyk floating Shot,[203482],1610612765.0,DET,floating,,,Olynyk,K. Olynyk,,,,,,,,,,Missed,,,,,,,,,5.53,,,,,,
143,PT01M41.00S,2022-02-09T02:06:01.1Z,1,REGULAR,rebound,offensive,[],203482,,,1610612765,30,23,2022-02-09T02:06:08Z,1420000,,,0,,K. Olynyk REBOUND (Off:1 Def:0),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,142.0,,,,,1.0,0.0,1.0,,,,,,,
144,PT01M41.00S,2022-02-09T02:06:04.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203482,8.409986859395532,47.44944852941176,1610612765,30,25,2022-02-09T02:06:14Z,1430000,13.0,27.0,1,left,K. Olynyk tip Layup (2 PTS),[203482],1610612765.0,DET,tip,,,Olynyk,K. Olynyk,,,,,,,,,,Made,,2.0,,,,,,,2.95,,,,,,
145,PT01M41.00S,2022-02-09T02:06:05.3Z,1,REGULAR,foul,personal,['1freethrow'],1628467,,,1610612765,30,25,2022-02-09T02:06:16Z,1440000,,,0,,M. Kleber shooting personal FOUL (1 PF) (Olynyk 1 FT),"[1628467, 203482]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,1627962.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,,
147,PT01M41.00S,2022-02-09T02:06:17.2Z,1,REGULAR,substitution,out,[],203493,,,1610612765,30,25,2022-02-09T02:06:36Z,1460000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M41.00S,2022-02-09T02:06:17.2Z,1,REGULAR,substitution,in,[],1627737,,,1610612765,30,25,2022-02-09T02:06:36Z,1470000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M41.00S,2022-02-09T02:06:41.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203482,,,1610612765,30,26,2022-02-09T02:06:41Z,1480000,,,0,,K. Olynyk Free Throw 1 of 1 (3 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
150,PT01M34.00S,2022-02-09T02:06:51.7Z,1,REGULAR,3pt,Jump Shot,[],203504,94.03745072273325,96.81372549019608,1610612742,33,26,2022-02-09T02:06:55Z,1490000,234.0,4.0,1,right,T. Burke 3PT  (3 PTS) (L. Doncic 4 AST),"[203504, 1629029]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,Made,,3.0,,,,,,,23.41,L. Doncic,1629029.0,4.0,,,
152,PT01M09.00S,2022-02-09T02:07:16.6Z,1,REGULAR,3pt,Jump Shot,[],1626168,5.863994743758213,95.83333333333334,1610612765,33,26,2022-02-09T02:07:20Z,1510000,-229.0,3.0,1,left,MISS T. Lyles 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,Missed,,,,,,,,,22.92,,,,,,
153,PT01M06.00S,2022-02-09T02:07:19.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,33,26,2022-02-09T02:07:20Z,1520000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,152.0,,,,,3.0,3.0,0.0,,,,,,,
154,PT00M48.40S,2022-02-09T02:07:37.4Z,1,REGULAR,3pt,Jump Shot,[],203504,70.12155059132719,72.54901960784314,1610612742,36,26,2022-02-09T02:07:41Z,1530000,113.0,228.0,1,right,T. Burke 25' 3PT  (6 PTS) (L. Doncic 5 AST),"[203504, 1629029]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,Made,,6.0,,,,,,,25.47,L. Doncic,1629029.0,5.0,,,
156,PT00M33.10S,2022-02-09T02:07:56.2Z,1,REGULAR,turnover,lost ball,[],203482,,,1610612765,36,26,2022-02-09T02:08:03Z,1550000,,,0,,K. Olynyk lost ball TURNOVER (1 TO),"[203482, 1630182]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,1.0,Green,1630182.0,,,,,,,,,,
157,PT00M33.10S,2022-02-09T02:07:56.2Z,1,REGULAR,steal,,[],1630182,,,1610612742,36,26,2022-02-09T02:07:58Z,1560000,,,0,,J. Green STEAL (1 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M28.40S,2022-02-09T02:08:00.9Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203504,91.40932982917214,22.058823529411764,1610612742,36,26,2022-02-09T02:08:07Z,1570000,-140.0,28.0,1,right,MISS T. Burke 14' Jump Shot,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,Missed,,,,,,,,,14.25,,,,,,
159,PT00M23.30S,2022-02-09T02:08:06.0Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,36,26,2022-02-09T02:08:07Z,1580000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,158.0,,,,,1.0,1.0,0.0,,,,,,,
160,PT00M07.30S,2022-02-09T02:08:25.3Z,1,REGULAR,foul,offensive,['inpenalty'],1630165,,,1610612765,36,26,2022-02-09T02:08:32Z,1590000,,,0,,K. Hayes charge offensive FOUL (1 PF),"[1630165, 203504]",1610612765.0,DET,charge,,,Hayes,K. Hayes,,,,,1626301.0,1.0,0.0,Burke,203504.0,,,,,,,,,,,,,,,,
162,PT00M07.30S,2022-02-09T02:08:25.3Z,1,REGULAR,turnover,offensive foul,[],1630165,,,1610612765,36,26,2022-02-09T02:08:25Z,1610000,,,0,,K. Hayes offensive foul TURNOVER (2 TO),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,1626301.0,,,,,,,,2.0,,,,,,,,,,,,
163,PT00M00.50S,2022-02-09T02:08:45.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,64.33968462549278,40.68627450980392,1610612742,36,26,2022-02-09T02:08:50Z,1620000,-47.0,283.0,1,right,MISS L. Doncic 28' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,Missed,,,,,,,,,28.65,,,,,,
164,PT00M00.50S,2022-02-09T02:08:45.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,36,26,2022-02-09T02:08:50Z,1630000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,
166,PT00M00.00S,2022-02-09T02:08:47.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612742,36,26,2022-02-09T02:14:15Z,1635000,,,0,,,[],,,stands,,,,,,,,,101283.0,,,,,,,,,,,,,,,,,,,,End Period - No Basket
165,PT00M00.00S,2022-02-09T02:08:49.3Z,1,REGULAR,period,end,[],0,,,1610612742,36,26,2022-02-09T02:08:49Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-02-09T02:08:55.3Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,36,26,2022-02-09T02:11:38Z,1650000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-02-09T02:08:55.3Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,36,26,2022-02-09T02:11:38Z,1660000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-02-09T02:08:55.3Z,2,REGULAR,substitution,out,['startperiod'],1630180,,,1610612742,36,26,2022-02-09T02:11:38Z,1670000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-02-09T02:08:55.3Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612742,36,26,2022-02-09T02:11:38Z,1680000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-02-09T02:08:55.3Z,2,REGULAR,substitution,in,['startperiod'],1627827,,,1610612742,36,26,2022-02-09T02:11:38Z,1690000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-02-09T02:08:55.3Z,2,REGULAR,substitution,in,['startperiod'],203585,,,1610612742,36,26,2022-02-09T02:11:38Z,1700000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-02-09T02:11:38.3Z,2,REGULAR,period,start,[],0,,,1610612765,36,26,2022-02-09T02:11:38Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M36.00S,2022-02-09T02:12:00.7Z,2,REGULAR,2pt,Jump Shot,[],203482,20.844283837056505,58.333333333333336,1610612765,36,28,2022-02-09T02:14:59Z,1720000,-42.0,143.0,1,left,K. Olynyk 14' Jump Shot (5 PTS) (T. Lyles 1 AST),"[203482, 1626168]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,,5.0,,,,,,,14.93,T. Lyles,1626168.0,1.0,,,
176,PT11M15.00S,2022-02-09T02:12:22.0Z,2,REGULAR,turnover,bad pass,[],1628973,,,1610612742,36,28,2022-02-09T02:12:26Z,1740000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1630165]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,1.0,Hayes,1630165.0,,,,,,,,,,
177,PT11M15.00S,2022-02-09T02:12:22.0Z,2,REGULAR,steal,,[],1630165,,,1610612765,36,28,2022-02-09T02:12:24Z,1750000,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M08.00S,2022-02-09T02:12:29.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628402,6.258212877792378,95.83333333333334,1610612765,36,28,2022-02-09T02:12:34Z,1760000,-229.0,6.0,1,left,MISS F. Jackson pullup 3PT,[1628402],1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,,,,,,Missed,,,,,,,,,22.93,,,,,,
179,PT11M05.00S,2022-02-09T02:12:32.6Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,36,28,2022-02-09T02:12:34Z,1770000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:5),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,178.0,,,,,5.0,5.0,0.0,,,,,,,
180,PT10M59.00S,2022-02-09T02:12:40.3Z,2,REGULAR,foul,personal,[],203482,,,1610612742,36,28,2022-02-09T02:12:50Z,1780000,,,0,,K. Olynyk personal FOUL (1 PF),"[203482, 1627737]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,1626301.0,1.0,0.0,Chriss,1627737.0,,,,,,,,,,,,,,,,
