actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
88,PT03M50.00S,2022-03-24T00:54:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,8.09789750328515,44.11764705882353,1610612745,14,15,2022-03-24T00:54:13Z,880000,29.0,24.0,1,left,MISS K. Porter Jr. driving Layup,[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,3.77,Missed,,,,,,,,,,,,,,,,,,,
89,PT03M50.00S,2022-03-24T00:54:09.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,14,15,2022-03-24T00:54:13Z,890000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,
90,PT03M50.00S,2022-03-24T00:54:15.8Z,1,REGULAR,foul,personal,[],1629645,,,1610612742,14,15,2022-03-24T00:54:21Z,900000,,,0,,K. Porter Jr. loose ball personal FOUL (2 PF),"[1629645, 1628973]",1610612745.0,HOU,loose ball,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,1627524.0,,,,,,,,2.0,0.0,Brunson,1628973.0,,,
92,PT03M50.00S,2022-03-24T00:54:22.0Z,1,REGULAR,substitution,out,[],203493,,,1610612742,14,15,2022-03-24T00:54:25Z,920000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M50.00S,2022-03-24T00:54:22.0Z,1,REGULAR,substitution,in,[],1628373,,,1610612742,14,15,2022-03-24T00:54:25Z,930000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M38.00S,2022-03-24T00:54:45.5Z,1,REGULAR,2pt,Jump Shot,[],1628973,76.82325886990802,26.715686274509803,1610612742,14,15,2022-03-24T00:54:51Z,940000,-116.0,165.0,1,right,MISS J. Brunson 20' bank Shot,[1628973],1610612742.0,DAL,bank,,,Brunson,J. Brunson,,,,,20.23,Missed,,,,,,,,,,,,,,,,,,,
95,PT03M35.00S,2022-03-24T00:54:48.5Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,14,15,2022-03-24T00:54:51Z,950000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,94.0,4.0,4.0,0.0,,,,,,,
96,PT03M21.00S,2022-03-24T00:55:02.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,7.30946123521682,50.98039215686274,1610612745,14,17,2022-03-24T00:55:07Z,960000,-5.0,16.0,1,left,A. Sengun cutting DUNK (2 PTS) (C. Wood 1 AST),"[1630578, 1626174]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,1.69,Made,2.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,,,,
98,PT03M01.00S,2022-03-24T00:55:22.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628973,89.30683311432325,50.98039215686274,1610612742,16,17,2022-03-24T00:55:26Z,980000,5.0,48.0,1,right,J. Brunson turnaround Hook (4 PTS),[1628973],1610612742.0,DAL,turnaround,,,Brunson,J. Brunson,,,,,4.82,Made,4.0,,,,,,,,,,,,,,,,,,
99,PT02M49.00S,2022-03-24T00:55:33.9Z,1,REGULAR,2pt,Jump Shot,[],1629645,19.71090670170828,31.916360294117645,1610612745,16,17,2022-03-24T00:55:41Z,990000,90.0,133.0,1,left,MISS K. Porter Jr. 16' step back Shot,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,16.06,Missed,,,,,,,,,,,,,,,,,,,
100,PT02M47.00S,2022-03-24T00:55:35.9Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,16,17,2022-03-24T00:55:41Z,1000000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,99.0,2.0,2.0,0.0,,,,,,,
101,PT02M40.00S,2022-03-24T00:55:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,93.77463863337714,57.35294117647059,1610612742,18,17,2022-03-24T00:55:50Z,1010000,37.0,6.0,1,right,D. Finney-Smith driving Layup (2 PTS) (J. Brunson 3 AST),"[1627827, 1628973]",1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,3.73,Made,2.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,,
103,PT02M40.00S,2022-03-24T00:55:49.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626174,,,1610612742,18,17,2022-03-24T00:55:59Z,1030000,,,0,,C. Wood shooting personal FOUL (3 PF) (Finney-Smith 1 FT),"[1626174, 1627827]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,,,,202007.0,,,,,,,,3.0,0.0,Finney-Smith,1627827.0,,,
105,PT02M40.00S,2022-03-24T00:56:01.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,18,17,2022-03-24T00:59:00Z,1050000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M40.00S,2022-03-24T00:56:04.4Z,1,REGULAR,substitution,out,[],1626174,,,1610612742,18,17,2022-03-24T00:59:00Z,1060000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M40.00S,2022-03-24T00:56:04.4Z,1,REGULAR,substitution,in,[],1630231,,,1610612742,18,17,2022-03-24T00:59:00Z,1070000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M40.00S,2022-03-24T00:59:04.0Z,1,REGULAR,freethrow,1 of 1,[],1627827,,,1610612742,18,17,2022-03-24T00:59:06Z,1080000,,,0,,MISS D. Finney-Smith Free Throw 1 of 1,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Missed,,,,,,,,,,,,,,,,,,,
109,PT02M37.00S,2022-03-24T00:59:07.0Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,18,17,2022-03-24T00:59:06Z,1090000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,
110,PT02M19.00S,2022-03-24T00:59:23.3Z,1,REGULAR,2pt,Jump Shot,[],1630224,17.0335085413929,28.676470588235293,1610612745,18,17,2022-03-24T00:59:28Z,1100000,107.0,108.0,1,left,MISS J. Green 15' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,15.15,Missed,,,,,,,,,,,,,,,,,,,
111,PT02M16.00S,2022-03-24T00:59:26.3Z,1,REGULAR,rebound,defensive,[],1628373,,,1610612742,18,17,2022-03-24T00:59:28Z,1110000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,
112,PT01M59.00S,2022-03-24T00:59:42.9Z,1,REGULAR,turnover,lost ball,[],1628467,,,1610612742,18,17,2022-03-24T00:59:45Z,1120000,,,0,,M. Kleber lost ball TURNOVER (1 TO),"[1628467, 1630578]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,1.0,Sengun,1630578.0,,,,,,,,,,,
113,PT01M59.00S,2022-03-24T00:59:42.9Z,1,REGULAR,steal,,[],1630578,,,1610612745,18,17,2022-03-24T00:59:44Z,1130000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M51.00S,2022-03-24T00:59:50.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203471,20.844283837056505,49.754901960784316,1610612745,18,17,2022-03-24T00:59:54Z,1140000,1.0,143.0,1,left,MISS D. Schroder 14' pullup Shot,[203471],1610612745.0,HOU,pullup,,,Schroder,D. Schroder,,,,,14.34,Missed,,,,,,,,,,,,,,,,,,,
115,PT01M49.00S,2022-03-24T00:59:52.8Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,18,17,2022-03-24T00:59:54Z,1150000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,
116,PT01M42.00S,2022-03-24T00:59:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,91.01511169513797,49.754901960784316,1610612742,20,17,2022-03-24T01:00:02Z,1160000,-1.0,32.0,1,right,J. Brunson driving finger roll Layup (6 PTS),[1628973],1610612742.0,DAL,driving finger roll,,,Brunson,J. Brunson,,,,,3.2,Made,6.0,,,,,,,,,,,,,,,,,,
117,PT01M28.00S,2022-03-24T01:00:18.1Z,1,REGULAR,foul,personal,[],1628973,,,1610612745,20,17,2022-03-24T01:00:23Z,1170000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 203471]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,1627524.0,,,,,,,,1.0,0.0,Schroder,203471.0,,,
119,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,out,[],1627827,,,1610612745,20,17,2022-03-24T01:00:40Z,1190000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612745,20,17,2022-03-24T01:00:40Z,1200000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,20,17,2022-03-24T01:00:40Z,1210000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,20,17,2022-03-24T01:00:40Z,1220000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,in,[],1628425,,,1610612745,20,17,2022-03-24T01:00:40Z,1230000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,in,[],203915,,,1610612745,20,17,2022-03-24T01:00:40Z,1240000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,20,17,2022-03-24T01:00:40Z,1250000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M28.00S,2022-03-24T01:00:22.6Z,1,REGULAR,substitution,in,[],1630528,,,1610612745,20,17,2022-03-24T01:00:40Z,1260000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M14.00S,2022-03-24T01:00:52.6Z,1,REGULAR,3pt,Jump Shot,[],1630578,32.40801576872536,32.59803921568628,1610612745,20,17,2022-03-24T01:01:00Z,1270000,87.0,252.0,1,left,MISS A. Sengun 26' step back 3PT,[1630578],1610612745.0,HOU,step back,,,Sengun,A. Sengun,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M14.00S,2022-03-24T01:00:52.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,20,17,2022-03-24T01:01:00Z,1280000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,
129,PT01M14.00S,2022-03-24T01:00:59.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612745,20,17,2022-03-24T01:01:08Z,1290000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,202007.0,,,,,,,,,,,,,,
130,PT00M55.80S,2022-03-24T01:01:25.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,72.09264126149803,20.34313725490196,1610612742,20,17,2022-03-24T01:01:42Z,1300000,-148.0,210.0,1,right,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.69,Missed,,,,,,,,,,,,,,,,,,,
131,PT00M52.50S,2022-03-24T01:01:28.9Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,20,17,2022-03-24T01:01:28Z,1310000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,
132,PT00M48.20S,2022-03-24T01:01:35.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628373,,,1610612745,20,17,2022-03-24T01:01:42Z,1320000,,,0,,F. Ntilikina personal FOUL (1 PF) (Schroder 2 FT),"[1628373, 203471]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,202007.0,,,,,,,,1.0,0.0,Schroder,203471.0,,,
134,PT00M48.20S,2022-03-24T01:02:00.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203471,,,1610612745,20,18,2022-03-24T01:02:00Z,1340000,,,0,,D. Schroder Free Throw 1 of 2 (1 PTS),[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
135,PT00M48.20S,2022-03-24T01:02:22.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203471,,,1610612745,20,19,2022-03-24T01:02:22Z,1350000,,,0,,D. Schroder Free Throw 2 of 2 (2 PTS),[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
136,PT00M36.10S,2022-03-24T01:02:37.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,92.46057818659659,59.31372549019608,1610612742,22,19,2022-03-24T01:02:41Z,1360000,47.0,18.0,1,right,S. Dinwiddie driving floating bank Jump Shot (8 PTS) (F. Ntilikina 1 AST),"[203915, 1628373]",1610612742.0,DAL,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,5.01,Made,8.0,F. Ntilikina,1628373.0,1.0,,,,,,,,,,,,,,,
138,PT00M28.60S,2022-03-24T01:02:53.3Z,1,REGULAR,3pt,Jump Shot,[],1630528,8.754927726675426,5.88235294117647,1610612745,22,19,2022-03-24T01:02:57Z,1380000,221.0,30.0,1,left,MISS J. Christopher 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,22.26,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M25.20S,2022-03-24T01:02:56.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,22,19,2022-03-24T01:02:57Z,1390000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,138.0,2.0,2.0,0.0,,,,,,,
140,PT00M09.80S,2022-03-24T01:03:12.0Z,1,REGULAR,3pt,Jump Shot,[],203915,74.32654402102497,16.42156862745098,1610612742,25,19,2022-03-24T01:03:16Z,1400000,-168.0,189.0,1,right,S. Dinwiddie 25' 3PT step back (11 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,25.27,Made,11.0,,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2022-03-24T01:03:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,7.046649145860711,46.32352941176471,1610612745,25,21,2022-03-24T01:03:31Z,1410000,18.0,14.0,1,left,A. Sengun driving bank Jump Shot (4 PTS) (J. Christopher 1 AST),"[1630578, 1630528]",1610612745.0,HOU,driving bank,,,Sengun,A. Sengun,,,,,2.29,Made,4.0,J. Christopher,1630528.0,1.0,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-03-24T01:04:11.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612742,25,21,2022-03-24T01:05:30Z,1440000,,,0,,,[],,,support,,,,,,,,,,,,,,,202027.0,,,,,,,,,,,,End Period - Good Basket,,
145,PT00M00.00S,2022-03-24T01:05:32.7Z,1,REGULAR,period,end,[],0,,,1610612742,25,21,2022-03-24T01:05:32Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-03-24T01:05:37.6Z,2,REGULAR,substitution,out,['startperiod'],1630182,,,1610612742,25,21,2022-03-24T01:06:06Z,1460000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-03-24T01:05:37.6Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612742,25,21,2022-03-24T01:06:06Z,1470000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-03-24T01:06:07.0Z,2,REGULAR,period,start,[],0,,,1610612742,25,21,2022-03-24T01:06:07Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M43.00S,2022-03-24T01:06:23.4Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612742,25,21,2022-03-24T01:06:27Z,1490000,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1629726]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,1.0,Mathews,1629726.0,,,,,,,,,,,
150,PT11M43.00S,2022-03-24T01:06:23.4Z,2,REGULAR,steal,,[],1629726,,,1610612745,25,21,2022-03-24T01:06:25Z,1500000,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M40.00S,2022-03-24T01:06:26.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630528,6.1268068331143235,51.470588235294116,1610612745,25,23,2022-03-24T01:06:31Z,1510000,-7.0,5.0,1,left,J. Christopher running DUNK (2 PTS) (G. Mathews 1 AST),"[1630528, 1629726]",1610612745.0,HOU,running,,,Christopher,J. Christopher,,,,,0.9,Made,2.0,G. Mathews,1629726.0,1.0,,,,,,,,,,,,,,,
153,PT11M18.00S,2022-03-24T01:06:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.51182654402102,62.00980392156863,1610612742,25,23,2022-03-24T01:06:53Z,1530000,60.0,8.0,1,right,MISS S. Dinwiddie 6' driving Layup,[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,6.06,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M17.00S,2022-03-24T01:06:49.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,25,23,2022-03-24T01:06:53Z,1540000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,153.0,,,,,,,,,,
155,PT11M17.00S,2022-03-24T01:06:54.9Z,2,REGULAR,foul,personal,[],1628467,,,1610612745,25,23,2022-03-24T01:07:02Z,1550000,,,0,,M. Kleber loose ball personal FOUL (1 PF),"[1628467, 1630578]",1610612742.0,DAL,loose ball,,,Kleber,M. Kleber,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Sengun,1630578.0,,,
157,PT11M03.00S,2022-03-24T01:07:19.7Z,2,REGULAR,3pt,Jump Shot,[],1630528,15.193823915900131,4.411764705882353,1610612745,25,23,2022-03-24T01:07:24Z,1570000,228.0,90.0,1,left,MISS J. Christopher 24' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,24.51,Missed,,,,,,,,,,,,,,,,,,,
158,PT10M59.00S,2022-03-24T01:07:23.7Z,2,REGULAR,rebound,offensive,[],1630231,,,1610612745,25,23,2022-03-24T01:11:25Z,1580000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,157.0,3.0,2.0,1.0,,,,,,,
159,PT10M57.00S,2022-03-24T01:07:28.3Z,2,REGULAR,foul,personal,['2freethrow'],1628373,,,1610612745,25,23,2022-03-24T01:07:34Z,1590000,,,0,,F. Ntilikina shooting personal FOUL (2 PF) (Schroder 2 FT),"[1628373, 203471]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,,,,,,,202007.0,,,,,,,,2.0,0.0,Schroder,203471.0,,,
161,PT10M57.00S,2022-03-24T01:07:58.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203471,,,1610612745,25,24,2022-03-24T01:07:58Z,1610000,,,0,,D. Schroder Free Throw 1 of 2 (3 PTS),[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
162,PT10M57.00S,2022-03-24T01:08:16.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203471,,,1610612745,25,25,2022-03-24T01:08:16Z,1620000,,,0,,D. Schroder Free Throw 2 of 2 (4 PTS),[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
163,PT10M33.00S,2022-03-24T01:08:41.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628373,86.41590013140605,64.70588235294117,1610612742,27,25,2022-03-24T01:08:45Z,1630000,74.0,75.0,1,right,F. Ntilikina 10' pullup Jump Shot (2 PTS) (S. Dinwiddie 2 AST),"[1628373, 203915]",1610612742.0,DAL,pullup,,,Ntilikina,F. Ntilikina,,,,,10.52,Made,2.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,,,,
165,PT10M25.00S,2022-03-24T01:08:53.0Z,2,REGULAR,foul,personal,[],1628373,,,1610612745,27,25,2022-03-24T01:08:58Z,1650000,,,0,,F. Ntilikina personal FOUL (3 PF),"[1628373, 203471]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,1627524.0,,,,,,,,3.0,0.0,Schroder,203471.0,,,
167,PT10M25.00S,2022-03-24T01:09:01.2Z,2,REGULAR,substitution,out,[],1628373,,,1610612745,27,25,2022-03-24T01:09:16Z,1670000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M25.00S,2022-03-24T01:09:01.2Z,2,REGULAR,substitution,out,[],1628467,,,1610612745,27,25,2022-03-24T01:09:16Z,1680000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M25.00S,2022-03-24T01:09:01.2Z,2,REGULAR,substitution,in,[],203939,,,1610612745,27,25,2022-03-24T01:09:16Z,1690000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M25.00S,2022-03-24T01:09:01.2Z,2,REGULAR,substitution,in,[],1630182,,,1610612745,27,25,2022-03-24T01:09:16Z,1700000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M17.00S,2022-03-24T01:09:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.338370565045992,49.50980392156863,1610612745,27,27,2022-03-24T01:09:32Z,1710000,2.0,-2.0,1,left,D. Schroder driving Layup (6 PTS),[203471],1610612745.0,HOU,driving,,,Schroder,D. Schroder,,,,,0.34,Made,6.0,,,,,,,,,,,,,,,,,,
172,PT10M17.00S,2022-03-24T01:09:31.6Z,2,REGULAR,foul,personal,['1freethrow'],1630182,,,1610612745,27,27,2022-03-24T01:09:38Z,1720000,,,0,,J. Green shooting personal FOUL (1 PF) (Schroder 1 FT),"[1630182, 203471]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Schroder,203471.0,,,
174,PT10M17.00S,2022-03-24T01:09:57.4Z,2,REGULAR,freethrow,1 of 1,[],203471,,,1610612745,27,28,2022-03-24T01:09:57Z,1740000,,,0,,D. Schroder Free Throw 1 of 1 (7 PTS),[203471],1610612745.0,HOU,,,,Schroder,D. Schroder,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
175,PT10M05.00S,2022-03-24T01:10:12.0Z,2,REGULAR,3pt,Jump Shot,[],1628425,92.06636005256242,96.56862745098039,1610612742,27,28,2022-03-24T01:10:16Z,1750000,233.0,22.0,1,right,MISS S. Brown 3PT,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M02.00S,2022-03-24T01:10:15.0Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,27,28,2022-03-24T01:10:16Z,1760000,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,
177,PT09M51.00S,2022-03-24T01:10:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,7.046649145860711,46.81372549019608,1610612745,27,28,2022-03-24T01:10:29Z,1770000,16.0,14.0,1,left,MISS A. Sengun driving floating bank Shot,[1630578],1610612745.0,HOU,driving floating bank,,,Sengun,A. Sengun,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
178,PT09M49.00S,2022-03-24T01:10:28.2Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,27,28,2022-03-24T01:10:38Z,1780000,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,177.0,2.0,1.0,1.0,,,,,,,
