actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
92,PT04M50.00S,2022-01-21T00:46:52.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.900131406044679,47.69454656862745,1610612742,17,13,2022-01-21T00:47:01Z,920000,12.0,97.0,1,left,L. Doncic 9' driving floating Jump Shot (6 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,,,,9.77,Made,6.0,,,,,,,,,,
93,PT04M27.00S,2022-01-21T00:47:14.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,88.12417871222075,63.23529411764706,1610612756,17,15,2022-01-21T00:47:19Z,930000,66.0,59.0,1,right,M. Bridges 8' driving floating Jump Shot (4 PTS) (C. Paul 5 AST),"[1628969, 101108]",1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,,,,,,,,,8.87,Made,4.0,C. Paul,101108.0,5.0,,,,,,,
95,PT04M17.00S,2022-01-21T00:47:25.0Z,1,REGULAR,2pt,Jump Shot,[],1629029,9.674770039421814,82.1078431372549,1610612742,17,15,2022-01-21T00:47:48Z,950000,-161.0,38.0,1,left,MISS L. Doncic 16' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,,,,16.5,Missed,,,,,,,,,,,
96,PT04M15.00S,2022-01-21T00:47:27.0Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,17,15,2022-01-21T00:47:48Z,960000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,95.0,2.0,2.0,0.0,,,
97,PT04M11.00S,2022-01-21T00:47:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,86.28449408672799,40.19607843137255,1610612756,17,17,2022-01-21T00:47:51Z,970000,-49.0,76.0,1,right,D. Booker 9' Jump Shot (9 PTS) (C. Paul 6 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,9.08,Made,9.0,C. Paul,101108.0,6.0,,,,,,,
99,PT04M11.00S,2022-01-21T00:47:39.8Z,1,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612756,17,17,2022-01-21T00:48:06Z,990000,,,0,,J. Brunson shooting personal FOUL (1 PF) (Booker 1 FT),"[1628973, 1626164]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,1830.0,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,
101,PT04M11.00S,2022-01-21T00:47:49.5Z,1,REGULAR,substitution,out,[],1629029,,,1610612756,17,17,2022-01-21T00:48:04Z,1010000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M11.00S,2022-01-21T00:47:49.5Z,1,REGULAR,substitution,out,[],101108,,,1610612756,17,17,2022-01-21T00:48:04Z,1020000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2022-01-21T00:47:49.5Z,1,REGULAR,substitution,out,[],203109,,,1610612756,17,17,2022-01-21T00:48:04Z,1030000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M11.00S,2022-01-21T00:47:49.5Z,1,REGULAR,substitution,in,[],203493,,,1610612756,17,17,2022-01-21T00:48:04Z,1040000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M11.00S,2022-01-21T00:47:49.5Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,17,17,2022-01-21T00:48:04Z,1050000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M11.00S,2022-01-21T00:47:49.5Z,1,REGULAR,substitution,in,[],1629661,,,1610612756,17,17,2022-01-21T00:48:04Z,1060000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M11.00S,2022-01-21T00:48:09.2Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,17,18,2022-01-21T00:48:09Z,1070000,,,0,,D. Booker Free Throw 1 of 1 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,10.0,,,,,,,,,,
108,PT03M54.00S,2022-01-21T00:48:27.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,14.536793692509855,42.8921568627451,1610612742,17,18,2022-01-21T00:48:30Z,1080000,36.0,84.0,1,left,MISS J. Brunson 9' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,,,,9.13,Missed,,,,,,,,,,,
109,PT03M52.00S,2022-01-21T00:48:29.5Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,17,18,2022-01-21T00:48:30Z,1090000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,
110,PT03M44.00S,2022-01-21T00:48:39.3Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,17,18,2022-01-21T00:48:44Z,1100000,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,1.0,,,203593.0,,,,,,,,,,,,,,,,,
111,PT03M31.00S,2022-01-21T00:49:04.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,20.581471747700395,9.313725490196079,1610612742,17,18,2022-01-21T00:49:08Z,1110000,203.0,141.0,1,left,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,24.75,Missed,,,,,,,,,,,
112,PT03M28.00S,2022-01-21T00:49:07.1Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,17,18,2022-01-21T00:49:08Z,1120000,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,111.0,1.0,1.0,0.0,,,
113,PT03M21.00S,2022-01-21T00:49:15.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203939,,,1610612756,17,18,2022-01-21T00:49:27Z,1130000,,,0,,D. Powell shooting personal FOUL (1 PF) (Payne 2 FT),"[203939, 1626166]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,203593.0,1.0,0.0,Payne,1626166.0,,,,,,,,,,,,,
115,PT03M21.00S,2022-01-21T00:49:43.7Z,1,REGULAR,freethrow,1 of 2,[],1626166,,,1610612756,17,19,2022-01-21T00:49:43Z,1150000,,,0,,C. Payne Free Throw 1 of 2 (1 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,
116,PT03M21.00S,2022-01-21T00:49:45.9Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,17,19,2022-01-21T00:49:53Z,1160000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2022-01-21T00:49:45.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,17,19,2022-01-21T00:49:53Z,1170000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M21.00S,2022-01-21T00:50:09.5Z,1,REGULAR,freethrow,2 of 2,[],1626166,,,1610612756,17,20,2022-01-21T00:50:09Z,1180000,,,0,,C. Payne Free Throw 2 of 2 (2 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,
119,PT02M56.00S,2022-01-21T00:50:36.0Z,1,REGULAR,2pt,Jump Shot,[],1627827,9.411957950065702,29.166666666666668,1610612742,19,20,2022-01-21T00:50:40Z,1190000,104.0,36.0,1,left,D. Finney-Smith 11' driving floating Jump Shot (2 PTS),[1627827],1610612742.0,DAL,driving floating,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,11.02,Made,2.0,,,,,,,,,,
120,PT02M33.00S,2022-01-21T00:50:58.7Z,1,REGULAR,3pt,Jump Shot,[],1626164,75.77201051248358,12.009803921568627,1610612756,19,20,2022-01-21T00:51:07Z,1200000,-190.0,175.0,1,right,MISS D. Booker 25' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,,,,,,,,25.84,Missed,,,,,,,,,,,
121,PT02M30.00S,2022-01-21T00:51:01.7Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,19,20,2022-01-21T00:51:07Z,1210000,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,120.0,1.0,0.0,1.0,,,
122,PT02M25.00S,2022-01-21T00:51:06.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,89.83245729303549,94.85294117647058,1610612756,19,20,2022-01-21T00:51:11Z,1220000,224.0,43.0,1,right,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,22.84,Missed,,,,,,,,,,,
123,PT02M22.00S,2022-01-21T00:51:09.4Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,19,20,2022-01-21T00:51:11Z,1230000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,122.0,3.0,3.0,0.0,,,
124,PT02M18.00S,2022-01-21T00:51:13.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627827,32.276609724047304,45.34313725490196,1610612742,19,20,2022-01-21T00:51:19Z,1240000,23.0,251.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,25.2,Missed,,,,,,,,,,,
125,PT02M17.00S,2022-01-21T00:51:17.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,19,20,2022-01-21T00:51:17Z,1250000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,
126,PT02M17.00S,2022-01-21T00:51:18.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,19,20,2022-01-21T00:51:18Z,1260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M17.00S,2022-01-21T00:51:25.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,19,20,2022-01-21T00:51:25Z,1270000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M17.00S,2022-01-21T00:53:50.1Z,1,REGULAR,substitution,out,[],203939,,,1610612756,19,20,2022-01-21T00:54:21Z,1280000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M17.00S,2022-01-21T00:53:50.1Z,1,REGULAR,substitution,out,[],1627827,,,1610612756,19,20,2022-01-21T00:54:21Z,1290000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M17.00S,2022-01-21T00:53:50.1Z,1,REGULAR,substitution,out,[],1628973,,,1610612756,19,20,2022-01-21T00:54:21Z,1300000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M17.00S,2022-01-21T00:53:50.1Z,1,REGULAR,substitution,in,[],1630182,,,1610612756,19,20,2022-01-21T00:54:21Z,1310000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M17.00S,2022-01-21T00:53:50.1Z,1,REGULAR,substitution,in,[],1629029,,,1610612756,19,20,2022-01-21T00:54:21Z,1320000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M17.00S,2022-01-21T00:53:50.1Z,1,REGULAR,substitution,in,[],204001,,,1610612756,19,20,2022-01-21T00:54:21Z,1330000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M03.00S,2022-01-21T00:54:52.3Z,1,REGULAR,3pt,Jump Shot,[],1629661,66.17936925098554,44.6078431372549,1610612756,19,20,2022-01-21T00:54:56Z,1340000,-27.0,265.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,26.68,Missed,,,,,,,,,,,
135,PT02M00.00S,2022-01-21T00:54:55.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,19,20,2022-01-21T00:54:56Z,1350000,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,134.0,1.0,1.0,0.0,,,
136,PT01M41.00S,2022-01-21T00:55:14.6Z,1,REGULAR,2pt,Jump Shot,[],203501,16.507884362680684,28.431372549019606,1610612742,21,20,2022-01-21T00:55:18Z,1360000,108.0,103.0,1,left,T. Hardaway Jr. 14' turnaround fadeaway Jump Shot (2 PTS),[203501],1610612742.0,DAL,turnaround fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,14.89,Made,2.0,,,,,,,,,,
137,PT01M30.00S,2022-01-21T00:55:28.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,21,20,2022-01-21T00:55:28Z,1370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M22.00S,2022-01-21T00:55:54.0Z,1,REGULAR,3pt,Jump Shot,[],1629013,77.21747700394218,10.784313725490197,1610612756,21,20,2022-01-21T00:55:59Z,1380000,-196.0,162.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,25.42,Missed,,,,,,,,,,,
139,PT01M17.00S,2022-01-21T00:55:59.0Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,21,20,2022-01-21T00:55:59Z,1390000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,
140,PT01M13.00S,2022-01-21T00:56:04.7Z,1,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612742,21,20,2022-01-21T00:56:16Z,1400000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Doncic 2 FT),"[1629661, 1629029]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,,,,2530.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,
142,PT01M13.00S,2022-01-21T00:56:32.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,22,20,2022-01-21T00:56:32Z,1420000,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,Made,7.0,,,,,,,,,,
143,PT01M13.00S,2022-01-21T00:56:48.8Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,23,20,2022-01-21T00:56:48Z,1430000,,,0,,L. Doncic Free Throw 2 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,Made,8.0,,,,,,,,,,
144,PT01M03.00S,2022-01-21T00:57:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,88.12417871222075,97.79411764705883,1610612756,23,20,2022-01-21T00:57:42Z,1440000,239.0,59.0,1,right,MISS C. Johnson 24' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,24.62,Missed,,,,,,,,,,,
145,PT01M00.00S,2022-01-21T00:57:02.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,23,20,2022-01-21T00:57:02Z,1450000,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,144.0,4.0,4.0,0.0,,,
146,PT00M56.60S,2022-01-21T00:57:07.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.86005256241787,75.0,1610612742,26,20,2022-01-21T00:57:46Z,1460000,-125.0,219.0,1,left,L. Doncic 25' 3PT  (11 PTS) (J. Green 1 AST),"[1629029, 1630182]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,25.2,Made,11.0,J. Green,1630182.0,1.0,,,,,,,
148,PT00M42.20S,2022-01-21T00:57:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.1819973718791,44.6078431372549,1610612756,26,22,2022-01-21T00:57:48Z,1480000,-27.0,96.0,1,right,D. Booker 9' Jump Shot (12 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,9.99,Made,12.0,,,,,,,,,,
149,PT00M28.50S,2022-01-21T00:57:43.3Z,1,REGULAR,2pt,Jump Shot,[],1629029,9.017739816031538,68.13725490196079,1610612742,26,22,2022-01-21T00:57:50Z,1490000,-91.0,32.0,1,left,MISS L. Doncic 9' Jump Shot,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,9.63,Missed,,,,,,,,,,,
150,PT00M28.50S,2022-01-21T00:57:43.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,26,22,2022-01-21T00:57:50Z,1500000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,149.0,3.0,3.0,0.0,,,
151,PT00M07.30S,2022-01-21T00:58:07.1Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,26,22,2022-01-21T00:58:12Z,1510000,,,0,,D. Booker bad pass out-of-bounds TURNOVER (2 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,2.0,,,2530.0,,,,,,,,,,,,,,,,,
152,PT00M00.80S,2022-01-21T00:58:20.0Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,26,22,2022-01-21T00:58:25Z,1520000,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 1629013]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,3.0,Shamet,1629013.0,,,,,,,,,,,,,,,,,,
153,PT00M00.80S,2022-01-21T00:58:20.0Z,1,REGULAR,steal,,[],1629013,,,1610612756,26,22,2022-01-21T00:58:21Z,1530000,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M00.20S,2022-01-21T00:58:25.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,46.33705650459921,15.931372549019606,1610612756,26,22,2022-01-21T00:58:45Z,1540000,-170.0,452.0,1,right,MISS L. Shamet 48' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,48.29,Missed,,,,,,,,,,,
155,PT00M00.10S,2022-01-21T00:58:25.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,26,22,2022-01-21T00:58:45Z,1550000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,,
156,PT00M00.00S,2022-01-21T00:58:31.1Z,1,REGULAR,period,end,[],0,,,1610612756,26,22,2022-01-21T00:58:31Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-21T01:01:04.7Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612756,26,22,2022-01-21T01:01:29Z,1570000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-21T01:01:04.7Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612756,26,22,2022-01-21T01:01:29Z,1580000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-21T01:01:59.3Z,2,REGULAR,period,start,[],0,,,1610612756,26,22,2022-01-21T01:01:59Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M44.00S,2022-01-21T01:02:16.5Z,2,REGULAR,foul,personal,['2freethrow'],203501,,,1610612756,26,22,2022-01-21T01:02:25Z,1600000,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Biyombo 2 FT),"[203501, 202687]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,2530.0,1.0,0.0,Biyombo,202687.0,,,,,,,,,,,,,
162,PT11M44.00S,2022-01-21T01:02:42.0Z,2,REGULAR,freethrow,1 of 2,[],202687,,,1610612756,26,23,2022-01-21T01:02:42Z,1620000,,,0,,B. Biyombo Free Throw 1 of 2 (1 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,Made,1.0,,,,,,,,,,
163,PT11M44.00S,2022-01-21T01:02:57.1Z,2,REGULAR,freethrow,2 of 2,[],202687,,,1610612756,26,24,2022-01-21T01:02:57Z,1630000,,,0,,B. Biyombo Free Throw 2 of 2 (2 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,Made,2.0,,,,,,,,,,
164,PT11M30.00S,2022-01-21T01:03:11.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,8.886333771353483,46.568627450980394,1610612742,26,24,2022-01-21T01:03:23Z,1640000,17.0,31.0,1,left,MISS J. Green driving floating Shot,[1630182],1610612742.0,DAL,driving floating,,,Green,J. Green,,,,,,,,,,,,,3.55,Missed,,,,,,,,,,,
165,PT11M27.00S,2022-01-21T01:03:14.6Z,2,REGULAR,rebound,offensive,[],204001,,,1610612742,26,24,2022-01-21T01:03:23Z,1650000,,,0,,K. Porzingis REBOUND (Off:1 Def:4),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,164.0,5.0,4.0,1.0,,,
166,PT11M27.00S,2022-01-21T01:03:14.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",204001,5.590000152587891,50.0,1610612742,26,24,2022-01-21T01:03:26Z,1660000,0.0,0.0,1,left,MISS K. Porzingis tip DUNK,[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,,,,,,,,,0.0,Missed,,,,,,,,,,,
167,PT11M27.00S,2022-01-21T01:03:14.9Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,26,24,2022-01-21T01:03:26Z,1670000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,166.0,2.0,2.0,0.0,,,
168,PT11M18.00S,2022-01-21T01:03:23.4Z,2,REGULAR,2pt,Jump Shot,[],101108,77.87450722733246,25.735294117647058,1610612756,26,26,2022-01-21T01:04:00Z,1680000,-121.0,155.0,1,right,C. Paul 19' Jump Shot (2 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,19.72,Made,2.0,,,,,,,,,,
169,PT10M59.00S,2022-01-21T01:03:42.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,14.14257555847569,40.44117647058824,1610612742,26,26,2022-01-21T01:04:02Z,1690000,48.0,80.0,1,left,MISS K. Porzingis 9' Jump Shot,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,9.35,Missed,,,,,,,,,,,
170,PT10M59.00S,2022-01-21T01:03:42.6Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,26,26,2022-01-21T01:04:02Z,1700000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,169.0,3.0,3.0,0.0,,,
171,PT10M42.00S,2022-01-21T01:04:00.0Z,2,REGULAR,3pt,Jump Shot,[],1626166,68.54467805519053,72.30392156862744,1610612756,26,26,2022-01-21T01:04:07Z,1710000,112.0,243.0,1,right,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,26.75,Missed,,,,,,,,,,,
172,PT10M42.00S,2022-01-21T01:04:00.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,26,26,2022-01-21T01:04:07Z,1720000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,171.0,2.0,2.0,0.0,,,
173,PT10M29.00S,2022-01-21T01:04:13.1Z,2,REGULAR,2pt,Jump Shot,[],204001,23.47240473061761,45.83333333333333,1610612742,26,26,2022-01-21T01:04:25Z,1730000,21.0,168.0,1,left,MISS K. Porzingis 16' Jump Shot,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,16.94,Missed,,,,,,,,,,,
174,PT10M24.00S,2022-01-21T01:04:18.1Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612756,26,26,2022-01-21T01:04:25Z,1740000,,,0,,C. Payne REBOUND (Off:0 Def:2),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,173.0,2.0,2.0,0.0,,,
175,PT10M14.00S,2022-01-21T01:04:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,91.67214191852825,54.41176470588235,1610612756,26,26,2022-01-21T01:04:32Z,1750000,22.0,26.0,1,right,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,,,,,,,,,3.4,Missed,,,,,,,,,,,
