actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
92,PT04M37.00S,2021-10-31T19:57:19.8Z,1,REGULAR,rebound,offensive,[],1626161,,,1610612742,24,13,2021-10-31T19:57:26Z,920000,,,0,,W. Cauley-Stein REBOUND (Off:1 Def:0),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,91.0,1.0,0.0,1.0,,,,,,,,,,,,,
181,PT04M37.00S,2021-10-31T19:57:20.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626161,97.28975032851511,56.372549019607845,1610612742,24,13,2021-10-31T20:12:08Z,925000,32.0,-27.0,1,right,MISS W. Cauley-Stein tip Layup,[1626161],1610612742.0,DAL,tip,,,Cauley-Stein,W. Cauley-Stein,,,,,,4.18,Missed,,,,,,,,,,,,,,,,,,
182,PT04M37.00S,2021-10-31T19:57:20.5Z,1,REGULAR,rebound,offensive,[],1626161,,,1610612742,24,13,2021-10-31T20:12:08Z,927500,,,0,,W. Cauley-Stein REBOUND (Off:2 Def:0),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,181.0,2.0,0.0,2.0,,,,,,,,,,,,,
93,PT04M34.00S,2021-10-31T19:57:23.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,71.17279894875165,74.26470588235294,1610612742,24,13,2021-10-31T20:11:44Z,930000,121.0,218.0,1,right,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,
94,PT04M31.00S,2021-10-31T19:57:26.3Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,24,13,2021-10-31T19:57:29Z,940000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,
95,PT04M24.00S,2021-10-31T19:57:32.7Z,1,REGULAR,3pt,Jump Shot,[],1629056,25.04927726675427,85.29411764705883,1610612758,24,13,2021-10-31T19:57:37Z,950000,-176.0,183.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
96,PT04M19.00S,2021-10-31T19:57:37.7Z,1,REGULAR,rebound,defensive,[],1626161,,,1610612742,24,13,2021-10-31T19:57:37Z,960000,,,0,,W. Cauley-Stein REBOUND (Off:2 Def:1),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,95.0,3.0,1.0,2.0,,,,,,,,,,,,,
97,PT04M02.00S,2021-10-31T19:57:54.5Z,1,REGULAR,2pt,Jump Shot,[],203501,78.9257555847569,43.13725490196079,1610612742,24,13,2021-10-31T19:58:47Z,970000,-34.0,146.0,1,right,MISS T. Hardaway Jr. 14' Jump Shot,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,14.96,Missed,,,,,,,,,,,,,,,,,,
98,PT03M59.00S,2021-10-31T19:57:57.8Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,24,13,2021-10-31T19:57:57Z,980000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT03M48.00S,2021-10-31T19:58:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,7.440867279894875,47.30392156862745,1610612758,24,15,2021-10-31T19:58:50Z,990000,13.0,17.0,1,left,T. Davis Layup (2 PTS) (H. Barnes 2 AST),"[1629056, 203084]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,2.2,Made,2.0,,,,,H. Barnes,203084.0,2.0,,,,,,,,,,
101,PT03M43.00S,2021-10-31T19:58:16.6Z,1,REGULAR,foul,personal,[],1629056,,,1610612742,24,15,2021-10-31T19:58:21Z,1010000,,,0,,T. Davis personal FOUL (1 PF),"[1629056, 1628973]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,,,,
103,PT03M43.00S,2021-10-31T19:58:32.2Z,1,REGULAR,substitution,out,[],203501,,,1610612742,24,15,2021-10-31T19:58:45Z,1030000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M43.00S,2021-10-31T19:58:32.2Z,1,REGULAR,substitution,out,[],203084,,,1610612742,24,15,2021-10-31T19:58:45Z,1040000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M43.00S,2021-10-31T19:58:32.2Z,1,REGULAR,substitution,in,[],1628373,,,1610612742,24,15,2021-10-31T19:58:45Z,1050000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M43.00S,2021-10-31T19:58:32.2Z,1,REGULAR,substitution,in,[],1628368,,,1610612742,24,15,2021-10-31T19:58:45Z,1060000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M32.00S,2021-10-31T19:58:59.0Z,1,REGULAR,3pt,Jump Shot,[],203493,93.64323258869908,95.34313725490196,1610612742,24,15,2021-10-31T19:59:05Z,1070000,227.0,7.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,
108,PT03M29.00S,2021-10-31T19:59:02.0Z,1,REGULAR,rebound,defensive,[],1629056,,,1610612758,24,15,2021-10-31T19:59:05Z,1080000,,,0,,T. Davis REBOUND (Off:0 Def:1),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,
109,PT03M19.00S,2021-10-31T19:59:11.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,17.296320630749015,45.09803921568628,1610612758,24,15,2021-10-31T19:59:16Z,1090000,25.0,110.0,1,left,MISS D. Fox 11' fadeaway Shot,[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,,11.28,Missed,,,,,,,,,,,,,,,,,,
110,PT03M17.00S,2021-10-31T19:59:13.1Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,24,15,2021-10-31T19:59:16Z,1100000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,
111,PT03M05.00S,2021-10-31T19:59:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628373,91.01511169513797,57.84313725490197,1610612742,26,15,2021-10-31T20:03:04Z,1110000,39.0,32.0,1,right,F. Ntilikina driving Layup (2 PTS) (W. Cauley-Stein 1 AST),"[1628373, 1626161]",1610612742.0,DAL,driving,,,Ntilikina,F. Ntilikina,,,,,,5.06,Made,2.0,,,,,W. Cauley-Stein,1626161.0,1.0,,,,,,,,,,
113,PT02M51.00S,2021-10-31T19:59:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,8.360709592641262,56.127450980392155,1610612758,26,17,2021-10-31T19:59:44Z,1130000,-31.0,26.0,1,left,D. Mitchell Layup (2 PTS) (D. Fox 1 AST),"[1630558, 1628368]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,4.02,Made,2.0,,,,,D. Fox,1628368.0,1.0,,,,,,,,,,
115,PT02M41.00S,2021-10-31T19:59:50.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.77463863337714,47.549019607843135,1610612742,26,17,2021-10-31T19:59:54Z,1150000,-12.0,6.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,,1.37,Missed,,,,,,,,,,,,,,,,,,
116,PT02M38.00S,2021-10-31T19:59:53.0Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,26,17,2021-10-31T19:59:54Z,1160000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,
117,PT02M28.00S,2021-10-31T20:00:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202684,5.995400788436268,48.03921568627451,1610612758,26,19,2021-10-31T20:00:10Z,1170000,10.0,4.0,1,left,T. Thompson Layup (4 PTS) (D. Mitchell 1 AST),"[202684, 1630558]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,1.05,Made,4.0,,,,,D. Mitchell,1630558.0,1.0,,,,,,,,,,
119,PT02M28.00S,2021-10-31T20:00:13.7Z,1,REGULAR,foul,personal,['1freethrow'],203493,,,1610612758,26,19,2021-10-31T20:00:27Z,1190000,,,0,,R. Bullock shooting personal FOUL (1 PF) (Thompson 1 FT),"[203493, 202684]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Thompson,202684.0,,,,,,
121,PT02M28.00S,2021-10-31T20:00:40.2Z,1,REGULAR,freethrow,1 of 1,[],202684,,,1610612758,26,20,2021-10-31T20:00:40Z,1210000,,,0,,T. Thompson Free Throw 1 of 1 (5 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
122,PT02M10.00S,2021-10-31T20:01:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,91.93495400788436,51.225490196078425,1610612742,26,20,2021-10-31T20:02:10Z,1220000,6.0,23.0,1,right,MISS D. Finney-Smith Layup,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,
123,PT02M08.00S,2021-10-31T20:01:06.4Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,26,20,2021-10-31T20:02:10Z,1230000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,122.0,2.0,0.0,2.0,,,,,,,,,,,,,
126,PT02M07.00S,2021-10-31T20:01:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,93.64323258869908,51.470588235294116,1610612742,26,20,2021-10-31T20:02:28Z,1235000,7.0,7.0,1,right,MISS D. Finney-Smith tip Layup,[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,,1.04,Missed,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2021-10-31T20:01:13.7Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,26,20,2021-10-31T20:02:28Z,1237500,,,0,,D. Finney-Smith REBOUND (Off:3 Def:0),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,126.0,3.0,0.0,3.0,,,,,,,,,,,,,
124,PT02M03.00S,2021-10-31T20:01:21.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,26,20,2021-10-31T20:01:21Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M50.00S,2021-10-31T20:01:51.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628373,79.71419185282524,39.46078431372549,1610612742,26,20,2021-10-31T20:02:33Z,1250000,-53.0,138.0,1,right,MISS F. Ntilikina 14' Jump Shot,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,14.79,Missed,,,,,,,,,,,,,,,,,,
128,PT01M47.00S,2021-10-31T20:01:53.8Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,26,20,2021-10-31T20:01:53Z,1260000,,,0,,T. Thompson REBOUND (Off:0 Def:2),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,
129,PT01M40.00S,2021-10-31T20:02:01.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,13.87976346911958,39.705882352941174,1610612758,26,22,2021-10-31T20:02:15Z,1270000,51.0,78.0,1,left,D. Fox 9' driving floating Jump Shot (7 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,,9.35,Made,7.0,,,,,,,,,,,,,,,,,
130,PT01M20.00S,2021-10-31T20:02:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,93.51182654402102,49.754901960784316,1610612742,28,22,2021-10-31T20:02:42Z,1280000,-1.0,8.0,1,right,J. Brunson Layup (2 PTS) (W. Cauley-Stein 2 AST),"[1628973, 1626161]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,0.86,Made,2.0,,,,,W. Cauley-Stein,1626161.0,2.0,,,,,,,,,,
132,PT01M05.00S,2021-10-31T20:02:39.1Z,1,REGULAR,turnover,traveling,[],1630558,,,1610612758,28,22,2021-10-31T20:02:45Z,1300000,,,0,,D. Mitchell traveling TURNOVER (1 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,1628159.0,,,,,,,,,,,,,,,1.0,,,,,
133,PT01M05.00S,2021-10-31T20:02:42.7Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,28,22,2021-10-31T20:02:49Z,1310000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M05.00S,2021-10-31T20:02:42.7Z,1,REGULAR,substitution,in,[],1628425,,,1610612742,28,22,2021-10-31T20:02:49Z,1320000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M54.70S,2021-10-31T20:03:11.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628373,68.28186596583443,62.254901960784316,1610612742,31,22,2021-10-31T20:04:01Z,1330000,61.0,246.0,1,right,F. Ntilikina 25' 3PT  (5 PTS) (J. Brunson 2 AST),"[1628373, 1628973]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,25.32,Made,5.0,,,,,J. Brunson,1628973.0,2.0,,,,,,,,,,
137,PT00M31.20S,2021-10-31T20:03:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202684,9.937582128777924,41.66666666666667,1610612758,31,22,2021-10-31T20:23:34Z,1350000,42.0,41.0,1,left,MISS T. Thompson driving Layup,[202684],1610612758.0,SAC,driving,,,Thompson,T. Thompson,,,,,,5.84,Missed,,,,,,,,,,,,,,,,,,
141,PT00M31.20S,2021-10-31T20:03:37.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,31,22,2021-10-31T20:04:36Z,1360000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,
138,PT00M27.80S,2021-10-31T20:04:27.6Z,1,REGULAR,jumpball,recovered,[],1628425,,,1610612742,31,22,2021-10-31T20:04:27Z,1370000,,,0,,Jump Ball W. Cauley-Stein vs. T. Thompson: Tip to S. Brown,"[1628425, 1626161, 202684]",1610612742.0,DAL,heldball,S. Brown,1628425.0,Brown,S. Brown,Cauley-Stein,1626161.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,
142,PT00M11.10S,2021-10-31T20:04:44.4Z,1,REGULAR,3pt,Jump Shot,[],203493,93.64323258869908,97.05882352941177,1610612742,31,22,2021-10-31T20:04:48Z,1400000,235.0,7.0,1,right,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,
143,PT00M08.70S,2021-10-31T20:04:46.8Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,31,22,2021-10-31T20:04:46Z,1410000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,
144,PT00M00.30S,2021-10-31T20:04:56.3Z,1,REGULAR,3pt,Jump Shot,[],1627741,31.61957950065703,56.86274509803921,1610612758,31,22,2021-10-31T20:05:06Z,1420000,-34.0,245.0,1,left,MISS B. Hield 24' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,
145,PT00M00.10S,2021-10-31T20:04:56.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,31,22,2021-10-31T20:05:06Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,
146,PT00M00.00S,2021-10-31T20:05:00.3Z,1,REGULAR,period,end,[],0,,,1610612758,31,22,2021-10-31T20:05:00Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,out,['startperiod'],1626161,,,1610612758,31,22,2021-10-31T20:07:48Z,1450000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,out,['startperiod'],1629056,,,1610612758,31,22,2021-10-31T20:07:48Z,1460000,,,0,,SUB out: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,out,['startperiod'],1628368,,,1610612758,31,22,2021-10-31T20:07:48Z,1470000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612758,31,22,2021-10-31T20:07:48Z,1480000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,in,['startperiod'],203939,,,1610612758,31,22,2021-10-31T20:07:48Z,1490000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,in,['startperiod'],1630169,,,1610612758,31,22,2021-10-31T20:07:48Z,1500000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612758,31,22,2021-10-31T20:07:48Z,1510000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-10-31T20:07:19.2Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612758,31,22,2021-10-31T20:07:48Z,1520000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-10-31T20:07:44.5Z,2,REGULAR,period,start,[],0,,,1610612758,31,22,2021-10-31T20:07:48Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M42.00S,2021-10-31T20:08:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,14.011169513797633,65.19607843137256,1610612758,31,24,2021-10-31T20:23:51Z,1540000,-76.0,79.0,1,left,T. Haliburton 10' driving floating Jump Shot (2 PTS) (D. Mitchell 2 AST),"[1630169, 1630558]",1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,,10.98,Made,2.0,,,,,D. Mitchell,1630558.0,2.0,,,,,,,,,,
158,PT11M26.00S,2021-10-31T20:08:18.8Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612742,31,24,2021-10-31T20:08:35Z,1560000,,,0,,R. Holmes shooting personal FOUL (1 PF) (Powell 2 FT),"[1626158, 203939]",1610612758.0,SAC,shooting,,,Holmes,R. Holmes,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Powell,203939.0,,,,,,
160,PT11M26.00S,2021-10-31T20:08:51.5Z,2,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,32,24,2021-10-31T20:08:51Z,1580000,,,0,,D. Powell Free Throw 1 of 2 (6 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
161,PT11M26.00S,2021-10-31T20:09:09.4Z,2,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,33,24,2021-10-31T20:09:09Z,1590000,,,0,,D. Powell Free Throw 2 of 2 (7 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
162,PT11M14.00S,2021-10-31T20:09:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.521024967148489,54.90196078431373,1610612758,33,26,2021-10-31T20:09:28Z,1600000,-25.0,9.0,1,left,D. Mitchell Layup (4 PTS),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,2.6,Made,4.0,,,,,,,,,,,,,,,,,
163,PT11M06.00S,2021-10-31T20:09:32.3Z,2,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612742,33,26,2021-10-31T20:09:42Z,1610000,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],1610612742.0,DAL,bad pass,,,Brunson,J. Brunson,,,,,2003.0,,,,,,,,,,,,,,,1.0,,,,,
164,PT11M03.00S,2021-10-31T20:09:40.7Z,2,REGULAR,foul,offensive,[],1630558,,,1610612758,33,26,2021-10-31T20:09:49Z,1620000,,,0,,D. Mitchell offensive FOUL (1 PF),"[1630558, 1628973]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,2002.0,,,,,,,,,,,1.0,0.0,Brunson,1628973.0,,,,,,
166,PT11M03.00S,2021-10-31T20:09:40.7Z,2,REGULAR,turnover,offensive foul,[],1630558,,,1610612758,33,26,2021-10-31T20:09:40Z,1640000,,,0,,D. Mitchell offensive foul TURNOVER (2 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,2002.0,,,,,,,,,,,,,,,2.0,,,,,
167,PT10M48.00S,2021-10-31T20:10:16.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628425,82.21090670170827,44.85294117647059,1610612742,33,26,2021-10-31T20:10:20Z,1650000,-26.0,115.0,1,right,MISS S. Brown 11' driving floating Shot,[1628425],1610612742.0,DAL,driving floating,,,Brown,S. Brown,,,,,,11.75,Missed,,,,,,,,,,,,,,,,,,
168,PT10M45.00S,2021-10-31T20:10:19.4Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612758,33,26,2021-10-31T20:10:19Z,1660000,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,167.0,2.0,1.0,1.0,,,,,,,,,,,,,
169,PT10M42.00S,2021-10-31T20:10:27.6Z,2,REGULAR,foul,personal,[],1628425,,,1610612758,33,26,2021-10-31T20:10:42Z,1670000,,,0,,S. Brown personal FOUL (1 PF),"[1628425, 1630169]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,2002.0,,,,,,,,,,,1.0,0.0,Haliburton,1630169.0,,,,,,
171,PT10M29.00S,2021-10-31T20:10:55.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,27.54599211563732,79.65686274509804,1610612758,33,26,2021-10-31T20:11:00Z,1690000,-148.0,206.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,25.42,Missed,,,,,,,,,,,,,,,,,,
172,PT10M27.00S,2021-10-31T20:10:57.3Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,33,26,2021-10-31T20:10:57Z,1700000,,,0,,H. Barnes REBOUND (Off:1 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,171.0,2.0,1.0,1.0,,,,,,,,,,,,,
173,PT10M25.00S,2021-10-31T20:10:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,6.1268068331143235,53.18627450980392,1610612758,33,26,2021-10-31T20:11:09Z,1710000,-16.0,5.0,1,left,MISS H. Barnes putback Layup,[203084],1610612758.0,SAC,putback,,,Barnes,H. Barnes,,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,
174,PT10M25.00S,2021-10-31T20:10:58.8Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,33,26,2021-10-31T20:11:09Z,1720000,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,173.0,3.0,1.0,2.0,,,,,,,,,,,,,
175,PT10M09.00S,2021-10-31T20:11:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203493,84.97043363994744,38.48039215686275,1610612742,33,26,2021-10-31T20:11:20Z,1730000,-58.0,89.0,1,right,MISS R. Bullock 10' driving floating Shot,[203493],1610612742.0,DAL,driving floating,,,Bullock,R. Bullock,,,,,,10.58,Missed,,,,,,,,,,,,,,,,,,
176,PT10M07.00S,2021-10-31T20:11:16.4Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,33,26,2021-10-31T20:11:20Z,1740000,,,0,,D. Powell REBOUND (Off:3 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,175.0,4.0,1.0,3.0,,,,,,,,,,,,,
177,PT10M05.00S,2021-10-31T20:11:18.4Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203493,94.30026281208936,17.647058823529413,1610612742,33,26,2021-10-31T20:11:24Z,1750000,-162.0,1.0,1,right,MISS R. Bullock 16' step back Shot,[203493],1610612742.0,DAL,step back,,,Bullock,R. Bullock,,,,,,16.18,Missed,,,,,,,,,,,,,,,,,,
