actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
354,PT10M55.00S,2021-10-31T20:51:50.6Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,53,49,2021-10-31T20:51:50Z,3490000,,,0,,D. Powell REBOUND (Off:3 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,353.0,5.0,2.0,3.0,,,,,,,,,,,,,
355,PT10M35.00S,2021-10-31T20:52:10.9Z,3,REGULAR,2pt,Jump Shot,[],1629029,21.23850197109067,52.94117647058824,1610612742,53,49,2021-10-31T20:52:18Z,3500000,-15.0,147.0,1,left,MISS L. Doncic 14' turnaround Shot,[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,,14.78,Missed,,,,,,,,,,,,,,,,,,
356,PT10M33.00S,2021-10-31T20:52:12.9Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,53,49,2021-10-31T20:52:18Z,3510000,,,0,,D. Fox REBOUND (Off:1 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,355.0,5.0,4.0,1.0,,,,,,,,,,,,,
357,PT10M26.00S,2021-10-31T20:52:20.7Z,3,REGULAR,3pt,Jump Shot,[],203090,72.61826544021025,82.59803921568627,1610612758,53,49,2021-10-31T20:52:26Z,3520000,163.0,205.0,1,right,MISS M. Harkless 26' 3PT,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
358,PT10M23.00S,2021-10-31T20:52:23.7Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,53,49,2021-10-31T20:52:26Z,3530000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,357.0,4.0,4.0,0.0,,,,,,,,,,,,,
359,PT10M16.00S,2021-10-31T20:52:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629029,8.623521681997373,39.21568627450981,1610612742,55,49,2021-10-31T20:52:47Z,3540000,54.0,29.0,1,left,L. Doncic 6' driving Layup (18 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,6.1,Made,18.0,,,,,,,,,,,,,,,,,
360,PT10M16.00S,2021-10-31T20:52:35.9Z,3,REGULAR,violation,defensive goaltending,[],203090,,,1610612742,55,49,2021-10-31T20:52:47Z,3550000,,,0,,M. Harkless defensive goaltending VIOLATION,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,2003.0,,,,,,,,,,,,,,,,,,,,
361,PT09M54.00S,2021-10-31T20:53:06.0Z,3,REGULAR,foul,personal,['2freethrow'],203501,,,1610612758,55,49,2021-10-31T20:53:15Z,3560000,,,0,,T. Hardaway Jr. shooting personal FOUL (1 PF) (Holmes 2 FT),"[203501, 1626158]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,2002.0,,,,,,,,,,,1.0,0.0,Holmes,1626158.0,,,,,,
363,PT09M54.00S,2021-10-31T20:53:32.5Z,3,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,55,50,2021-10-31T20:53:32Z,3580000,,,0,,R. Holmes Free Throw 1 of 2 (11 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
364,PT09M54.00S,2021-10-31T20:53:52.8Z,3,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,55,51,2021-10-31T20:53:52Z,3590000,,,0,,R. Holmes Free Throw 2 of 2 (12 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
365,PT09M40.00S,2021-10-31T20:54:08.7Z,3,REGULAR,3pt,Jump Shot,[],1627827,31.488173455978973,44.6078431372549,1610612742,55,51,2021-10-31T20:54:13Z,3600000,27.0,243.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,
366,PT09M36.00S,2021-10-31T20:54:12.7Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,55,51,2021-10-31T20:54:13Z,3610000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,365.0,4.0,3.0,1.0,,,,,,,,,,,,,
367,PT09M27.00S,2021-10-31T20:54:20.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,88.91261498028909,40.44117647058824,1610612758,55,51,2021-10-31T20:54:25Z,3620000,-48.0,52.0,1,right,MISS H. Barnes 7' Jump Shot,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,7.04,Missed,,,,,,,,,,,,,,,,,,
368,PT09M26.00S,2021-10-31T20:54:21.8Z,3,REGULAR,rebound,offensive,[],1626158,,,1610612758,55,51,2021-10-31T20:54:21Z,3630000,,,0,,R. Holmes REBOUND (Off:3 Def:3),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,367.0,6.0,3.0,3.0,,,,,,,,,,,,,
369,PT09M25.00S,2021-10-31T20:54:22.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626158,93.77463863337714,51.71568627450981,1610612758,55,53,2021-10-31T20:54:29Z,3640000,9.0,6.0,1,right,R. Holmes putback Layup (14 PTS),[1626158],1610612758.0,SAC,putback,,,Holmes,R. Holmes,,,,,,1.05,Made,14.0,,,,,,,,,,,,,,,,,
370,PT09M12.00S,2021-10-31T20:54:35.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,6.258212877792378,50.0,1610612742,57,53,2021-10-31T20:54:41Z,3650000,0.0,6.0,1,left,D. Finney-Smith cutting DUNK (9 PTS) (R. Bullock 1 AST),"[1627827, 203493]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,,0.63,Made,9.0,,,,,R. Bullock,203493.0,1.0,,,,,,,,,,
375,PT08M53.00S,2021-10-31T20:54:55.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626158,92.85479632063075,48.28431372549019,1610612758,57,53,2021-10-31T20:59:39Z,3700000,-9.0,15.0,1,right,MISS R. Holmes floating Shot,[1626158],1610612758.0,SAC,floating,,,Holmes,R. Holmes,,,,,,1.7,Missed,,,,,,,,,,,,,,,,,,
376,PT08M52.00S,2021-10-31T20:54:56.0Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,57,53,2021-10-31T20:55:20Z,3710000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,375.0,5.0,5.0,0.0,,,,,,,,,,,,,
377,PT08M47.00S,2021-10-31T20:55:00.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203493,29.517082785808146,73.77450980392157,1610612742,57,53,2021-10-31T20:55:24Z,3720000,-119.0,225.0,1,left,MISS R. Bullock 25' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
378,PT08M42.00S,2021-10-31T20:55:05.3Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,57,53,2021-10-31T20:55:05Z,3730000,,,0,,D. Powell REBOUND (Off:4 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,377.0,6.0,2.0,4.0,,,,,,,,,,,,,
379,PT08M41.00S,2021-10-31T20:55:06.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,27.808804204993432,23.52941176470588,1610612742,57,53,2021-10-31T20:55:27Z,3740000,132.0,209.0,1,left,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,24.73,Missed,,,,,,,,,,,,,,,,,,
380,PT08M39.00S,2021-10-31T20:55:08.5Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,57,53,2021-10-31T20:55:27Z,3750000,,,0,,R. Holmes REBOUND (Off:3 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,379.0,7.0,4.0,3.0,,,,,,,,,,,,,
381,PT08M31.00S,2021-10-31T20:55:20.1Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612758,57,53,2021-10-31T20:55:33Z,3760000,,,0,,D. Powell shooting personal FOUL (1 PF) (Barnes 2 FT),"[203939, 203084]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,1628159.0,,,,,,,,,,,1.0,0.0,Barnes,203084.0,,,,,,
383,PT08M31.00S,2021-10-31T20:55:51.2Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,57,54,2021-10-31T20:55:51Z,3780000,,,0,,H. Barnes Free Throw 1 of 2 (10 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
384,PT08M31.00S,2021-10-31T20:56:05.2Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,57,55,2021-10-31T20:56:05Z,3790000,,,0,,H. Barnes Free Throw 2 of 2 (11 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
385,PT08M20.00S,2021-10-31T20:56:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203493,7.835085413929041,49.754901960784316,1610612742,59,55,2021-10-31T21:02:04Z,3800000,1.0,21.0,1,left,R. Bullock driving Layup (2 PTS) (T. Hardaway Jr. 2 AST),"[203493, 203501]",1610612742.0,DAL,driving,,,Bullock,R. Bullock,,,,,,2.11,Made,2.0,,,,,T. Hardaway Jr.,203501.0,2.0,,,,,,,,,,
387,PT08M07.00S,2021-10-31T20:56:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,81.42247043363994,49.50980392156863,1610612758,59,57,2021-10-31T21:02:42Z,3820000,-2.0,122.0,1,right,T. Haliburton 12' fadeaway Jump Shot (8 PTS),[1630169],1610612758.0,SAC,fadeaway,,,Haliburton,T. Haliburton,,,,,,12.21,Made,8.0,,,,,,,,,,,,,,,,,
388,PT07M50.00S,2021-10-31T20:56:48.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.777266754270697,55.14705882352941,1610612742,59,57,2021-10-31T20:56:53Z,3830000,-26.0,58.0,1,left,MISS L. Doncic 6' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,6.36,Missed,,,,,,,,,,,,,,,,,,
389,PT07M47.00S,2021-10-31T20:56:51.6Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612758,59,57,2021-10-31T20:56:53Z,3840000,,,0,,T. Haliburton REBOUND (Off:3 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,388.0,5.0,2.0,3.0,,,,,,,,,,,,,
390,PT07M42.00S,2021-10-31T20:57:01.4Z,3,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612758,59,57,2021-10-31T20:57:14Z,3850000,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,1628159.0,,,,,,,,,,,2.0,1.0,,,,,,,,
391,PT07M42.00S,2021-10-31T20:57:21.4Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612758,59,58,2021-10-31T20:57:21Z,3860000,,,0,,T. Haliburton technical Free Throw 1 of 1 (9 PTS),[1630169],1610612758.0,SAC,technical,,,Haliburton,T. Haliburton,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
392,PT07M34.00S,2021-10-31T20:57:51.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203084,93.38042049934296,49.01960784313725,1610612758,59,60,2021-10-31T20:57:58Z,3870000,-5.0,10.0,1,right,H. Barnes cutting DUNK (13 PTS) (T. Haliburton 3 AST),"[203084, 1630169]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,,1.09,Made,13.0,,,,,T. Haliburton,1630169.0,3.0,,,,,,,,,,
394,PT07M23.00S,2021-10-31T20:58:01.5Z,3,REGULAR,3pt,Jump Shot,[],203493,31.61957950065703,43.872549019607845,1610612742,59,60,2021-10-31T20:58:11Z,3890000,31.0,245.0,1,left,MISS R. Bullock 24' 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,24.66,Missed,,,,,,,,,,,,,,,,,,
395,PT07M20.00S,2021-10-31T20:58:04.5Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,59,60,2021-10-31T20:58:11Z,3900000,,,0,,R. Holmes REBOUND (Off:3 Def:5),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,394.0,8.0,5.0,3.0,,,,,,,,,,,,,
396,PT07M05.00S,2021-10-31T20:58:20.1Z,3,REGULAR,turnover,bad pass,[],1628368,,,1610612758,59,60,2021-10-31T20:58:26Z,3910000,,,0,,D. Fox bad pass TURNOVER (3 TO),"[1628368, 1627827]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,3.0,Finney-Smith,1627827.0,,,
397,PT07M05.00S,2021-10-31T20:58:20.1Z,3,REGULAR,steal,,[],1627827,,,1610612742,59,60,2021-10-31T20:58:21Z,3920000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M50.00S,2021-10-31T20:58:35.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,6.1268068331143235,53.67647058823529,1610612742,61,60,2021-10-31T20:59:02Z,3930000,-18.0,5.0,1,left,L. Doncic driving Layup (20 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,1.91,Made,20.0,,,,,,,,,,,,,,,,,
399,PT06M28.00S,2021-10-31T20:59:00.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626158,92.9862023653088,56.86274509803921,1610612758,61,60,2021-10-31T20:59:09Z,3940000,34.0,13.0,1,right,MISS R. Holmes Layup - blocked,"[1626158, 203939]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,3.68,Missed,,,,,,,,,,,,,,,,Powell,203939.0,
400,PT06M28.00S,2021-10-31T20:59:00.0Z,3,REGULAR,block,,[],203939,,,1610612758,61,60,2021-10-31T20:59:02Z,3950000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M28.00S,2021-10-31T20:59:00.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,61,60,2021-10-31T20:59:09Z,3960000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,399.0,,,,,,,,,,,,,,,,
402,PT06M28.00S,2021-10-31T20:59:06.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,61,60,2021-10-31T20:59:06Z,3970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M28.00S,2021-10-31T20:59:17.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,61,60,2021-10-31T20:59:17Z,3980000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,out,[],203493,,,1610612742,61,60,2021-10-31T21:02:02Z,3990000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,out,[],1630169,,,1610612742,61,60,2021-10-31T21:02:02Z,4000000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,out,[],1626158,,,1610612742,61,60,2021-10-31T21:02:02Z,4010000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,out,[],203090,,,1610612742,61,60,2021-10-31T21:02:02Z,4020000,,,0,,SUB out: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,in,[],1628973,,,1610612742,61,60,2021-10-31T21:02:02Z,4030000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,in,[],1627741,,,1610612742,61,60,2021-10-31T21:02:02Z,4040000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,in,[],1630558,,,1610612742,61,60,2021-10-31T21:02:02Z,4050000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M28.00S,2021-10-31T21:01:21.0Z,3,REGULAR,substitution,in,[],202684,,,1610612742,61,60,2021-10-31T21:02:02Z,4060000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M13.00S,2021-10-31T21:02:14.7Z,3,REGULAR,3pt,Jump Shot,[],203501,33.065045992115635,34.55882352941176,1610612742,64,60,2021-10-31T21:02:19Z,4070000,77.0,258.0,1,left,T. Hardaway Jr. 26' 3PT pullup (12 PTS) (L. Doncic 6 AST),"[203501, 1629029]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,26.96,Made,12.0,,,,,L. Doncic,1629029.0,6.0,,,,,,,,,,
414,PT05M54.00S,2021-10-31T21:02:32.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,80.6340341655716,56.86274509803921,1610612758,64,62,2021-10-31T21:02:42Z,4090000,34.0,130.0,1,right,D. Fox 13' step back Jump Shot (10 PTS),[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,,13.4,Made,10.0,,,,,,,,,,,,,,,,,
415,PT05M32.00S,2021-10-31T21:02:55.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,19.004599211563733,50.245098039215684,1610612742,64,62,2021-10-31T21:11:06Z,4100000,-1.0,126.0,1,left,MISS L. Doncic 12' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,,12.61,Missed,,,,,,,,,,,,,,,,,,
416,PT05M30.00S,2021-10-31T21:02:57.5Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,64,62,2021-10-31T21:03:03Z,4110000,,,0,,H. Barnes REBOUND (Off:1 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,415.0,5.0,4.0,1.0,,,,,,,,,,,,,
417,PT05M26.00S,2021-10-31T21:03:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,92.9862023653088,49.01960784313725,1610612758,64,62,2021-10-31T21:03:44Z,4120000,-5.0,13.0,1,right,MISS H. Barnes driving Layup - blocked,"[203084, 1627827]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,,1.43,Missed,,,,,,,,,,,,,,,,Finney-Smith,1627827.0,
418,PT05M26.00S,2021-10-31T21:03:03.9Z,3,REGULAR,block,,[],1627827,,,1610612758,64,62,2021-10-31T21:03:10Z,4130000,,,0,,D. Finney-Smith BLOCK (1 BLK),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M23.00S,2021-10-31T21:03:06.9Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,64,62,2021-10-31T21:03:44Z,4140000,,,0,,D. Powell REBOUND (Off:4 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,417.0,7.0,3.0,4.0,,,,,,,,,,,,,
420,PT05M20.00S,2021-10-31T21:03:14.8Z,3,REGULAR,3pt,Jump Shot,[],203501,30.699737187910642,34.068627450980394,1610612742,64,62,2021-10-31T21:03:29Z,4150000,80.0,236.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,
421,PT05M18.00S,2021-10-31T21:03:16.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,64,62,2021-10-31T21:03:29Z,4160000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,,
422,PT05M18.00S,2021-10-31T21:03:21.3Z,3,REGULAR,foul,personal,[],1630558,,,1610612742,64,62,2021-10-31T21:03:26Z,4170000,,,0,,D. Mitchell loose ball personal FOUL (3 PF),"[1630558, 1628973]",1610612758.0,SAC,loose ball,,,Mitchell,D. Mitchell,,,,,2002.0,,,,,,,,,,,3.0,0.0,Brunson,1628973.0,,,,,,
424,PT05M10.00S,2021-10-31T21:03:46.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628973,15.325229960578188,72.54901960784314,1610612742,66,62,2021-10-31T21:03:50Z,4190000,-113.0,92.0,1,left,J. Brunson 14' pullup Jump Shot (4 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,14.52,Made,4.0,,,,,,,,,,,,,,,,,
425,PT04M50.00S,2021-10-31T21:04:06.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,93.51182654402102,57.35294117647059,1610612758,66,64,2021-10-31T21:04:20Z,4200000,37.0,8.0,1,right,T. Thompson Layup (10 PTS),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,3.78,Made,10.0,,,,,,,,,,,,,,,,,
426,PT04M38.00S,2021-10-31T21:04:18.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203939,6.258212877792378,50.49019607843137,1610612742,68,64,2021-10-31T21:04:26Z,4210000,-2.0,6.0,1,left,D. Powell cutting Layup (9 PTS) (L. Doncic 7 AST),"[203939, 1629029]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,,0.68,Made,9.0,,,,,L. Doncic,1629029.0,7.0,,,,,,,,,,
428,PT04M18.00S,2021-10-31T21:04:38.4Z,3,REGULAR,3pt,Jump Shot,[],203084,93.51182654402102,95.58823529411765,1610612758,68,64,2021-10-31T21:04:43Z,4230000,228.0,8.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,
429,PT04M17.00S,2021-10-31T21:04:39.4Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,68,64,2021-10-31T21:04:43Z,4240000,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,428.0,6.0,6.0,0.0,,,,,,,,,,,,,
430,PT04M08.00S,2021-10-31T21:04:50.1Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,68,64,2021-10-31T21:04:59Z,4250000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 203084]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,1.0,Barnes,203084.0,,,
431,PT04M08.00S,2021-10-31T21:04:50.1Z,3,REGULAR,steal,,[],203084,,,1610612758,68,64,2021-10-31T21:04:51Z,4260000,,,0,,H. Barnes STEAL (1 STL),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M06.00S,2021-10-31T21:04:54.0Z,3,REGULAR,foul,personal,[],1627827,,,1610612758,68,64,2021-10-31T21:05:01Z,4270000,,,0,,D. Finney-Smith take personal FOUL (2 PF),"[1627827, 203084]",1610612742.0,DAL,take,,,Finney-Smith,D. Finney-Smith,,,,,2002.0,,,,,,,,,,,2.0,0.0,Barnes,203084.0,,,,,,
434,PT04M06.00S,2021-10-31T21:05:00.8Z,3,REGULAR,substitution,out,[],203939,,,1610612758,68,64,2021-10-31T21:05:23Z,4290000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M06.00S,2021-10-31T21:05:00.8Z,3,REGULAR,substitution,out,[],1627827,,,1610612758,68,64,2021-10-31T21:05:23Z,4300000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M06.00S,2021-10-31T21:05:00.8Z,3,REGULAR,substitution,in,[],1629650,,,1610612758,68,64,2021-10-31T21:05:23Z,4310000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M06.00S,2021-10-31T21:05:00.8Z,3,REGULAR,substitution,in,[],1628425,,,1610612758,68,64,2021-10-31T21:05:23Z,4320000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M53.00S,2021-10-31T21:05:42.7Z,3,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612758,68,64,2021-10-31T21:05:50Z,4330000,,,0,,M. Brown shooting personal FOUL (1 PF) (Fox 2 FT),"[1629650, 1628368]",1610612742.0,DAL,shooting,,,Brown,M. Brown,,,,,2003.0,,,,,,,,,,,1.0,0.0,Fox,1628368.0,,,,,,
440,PT03M53.00S,2021-10-31T21:06:05.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628368,,,1610612758,68,65,2021-10-31T21:06:05Z,4350000,,,0,,D. Fox Free Throw 1 of 2 (11 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
441,PT03M53.00S,2021-10-31T21:06:06.9Z,3,REGULAR,substitution,out,[],1629029,,,1610612758,68,65,2021-10-31T21:06:19Z,4360000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
