actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
261,PT03M43.00S,2021-10-29T01:26:07.4Z,2,REGULAR,substitution,out,[],1627751,,,1610612759,39,37,2021-10-29T01:27:05Z,2580000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M43.00S,2021-10-29T01:26:07.4Z,2,REGULAR,substitution,in,[],1629234,,,1610612759,39,37,2021-10-29T01:27:05Z,2590000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M32.00S,2021-10-29T01:27:16.3Z,2,REGULAR,foul,offensive,[],1630170,,,1610612759,39,37,2021-10-29T01:27:22Z,2600000,,,0,,D. Vassell off-the-ball offensive FOUL (1 PF),"[1630170, 1629029]",1610612759.0,SAS,off-the-ball,,,Vassell,D. Vassell,,,,,,,,,,,204059.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,
265,PT03M32.00S,2021-10-29T01:27:16.3Z,2,REGULAR,turnover,offensive foul,[],1630170,,,1610612759,39,37,2021-10-29T01:27:16Z,2620000,,,0,,D. Vassell offensive foul TURNOVER (1 TO),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,204059.0,,,,,1.0,,,,,,,,,
266,PT03M18.00S,2021-10-29T01:27:43.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203939,92.19776609724047,50.245098039215684,1610612742,41,37,2021-10-29T01:27:47Z,2630000,1.0,21.0,1,right,D. Powell driving finger roll Layup (3 PTS),[203939],1610612742.0,DAL,driving finger roll,,,Powell,D. Powell,,,,,2.08,Made,,,,,,,,,,,3.0,,,,,,,,
267,PT03M06.00S,2021-10-29T01:28:00.4Z,2,REGULAR,foul,personal,[],1627827,,,1610612759,41,37,2021-10-29T01:28:06Z,2640000,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 1629234]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,1151.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,,,
270,PT02M54.00S,2021-10-29T01:28:33.5Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612759,41,37,2021-10-29T01:28:36Z,2660000,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1627827]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,1.0,,,,,Finney-Smith,1627827.0,,,
271,PT02M54.00S,2021-10-29T01:28:33.5Z,2,REGULAR,steal,,[],1627827,,,1610612742,41,37,2021-10-29T01:28:35Z,2670000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M44.00S,2021-10-29T01:28:43.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,69.59592641261499,67.8921568627451,1610612742,41,37,2021-10-29T01:28:48Z,2680000,89.0,233.0,1,right,MISS L. Doncic 24' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
273,PT02M40.00S,2021-10-29T01:28:47.2Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,41,37,2021-10-29T01:28:48Z,2690000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,272.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
274,PT02M32.00S,2021-10-29T01:28:54.7Z,2,REGULAR,2pt,Jump Shot,[],1627749,21.107095926412615,44.36274509803921,1610612759,41,39,2021-10-29T01:28:59Z,2700000,28.0,146.0,1,left,D. Murray 14' pullup Jump Shot (7 PTS) (K. Johnson 1 AST),"[1627749, 1629640]",1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.86,Made,,,,,,,,,,,7.0,K. Johnson,1629640.0,1.0,,,,,
276,PT02M10.00S,2021-10-29T01:29:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,93.64323258869908,50.245098039215684,1610612742,41,39,2021-10-29T01:29:21Z,2720000,1.0,7.0,1,right,MISS D. Powell cutting Layup,[203939],1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,0.74,Missed,,,,,,,,,,,,,,,,,,,
277,PT02M09.00S,2021-10-29T01:29:18.8Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,41,39,2021-10-29T01:29:18Z,2730000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,276.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
278,PT02M08.00S,2021-10-29T01:29:20.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203939,94.1688567674113,49.50980392156863,1610612742,41,39,2021-10-29T01:29:24Z,2740000,-2.0,2.0,1,right,MISS D. Powell putback Layup - blocked,"[203939, 1629234]",1610612742.0,DAL,putback,,,Powell,D. Powell,,,,,0.34,Missed,,,,,,,,,,,,,,,,,Eubanks,1629234.0,
279,PT02M08.00S,2021-10-29T01:29:20.3Z,2,REGULAR,block,,[],1629234,,,1610612742,41,39,2021-10-29T01:29:22Z,2750000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M08.00S,2021-10-29T01:29:20.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,41,39,2021-10-29T01:29:24Z,2760000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,,
281,PT02M08.00S,2021-10-29T01:29:24.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,41,39,2021-10-29T01:29:24Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M08.00S,2021-10-29T01:29:25.6Z,2,REGULAR,substitution,out,[],203493,,,1610612742,41,39,2021-10-29T01:29:47Z,2780000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M08.00S,2021-10-29T01:29:25.6Z,2,REGULAR,substitution,out,[],1629640,,,1610612742,41,39,2021-10-29T01:29:47Z,2790000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M08.00S,2021-10-29T01:29:25.6Z,2,REGULAR,substitution,out,[],1629234,,,1610612742,41,39,2021-10-29T01:29:47Z,2800000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M08.00S,2021-10-29T01:29:25.6Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,41,39,2021-10-29T01:29:47Z,2810000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M08.00S,2021-10-29T01:29:25.6Z,2,REGULAR,substitution,in,[],1627751,,,1610612742,41,39,2021-10-29T01:29:47Z,2820000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M08.00S,2021-10-29T01:29:25.6Z,2,REGULAR,substitution,in,[],1628401,,,1610612742,41,39,2021-10-29T01:29:47Z,2830000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M01.00S,2021-10-29T01:29:56.9Z,2,REGULAR,turnover,traveling,[],1627827,,,1610612742,41,39,2021-10-29T01:30:01Z,2840000,,,0,,D. Finney-Smith traveling TURNOVER (1 TO),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,204059.0,,,,,1.0,,,,,,,,,
289,PT01M51.00S,2021-10-29T01:30:17.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627854,31.35676741130092,36.27450980392157,1610612759,41,42,2021-10-29T01:30:21Z,2850000,69.0,242.0,1,left,B. Forbes 25' 3PT  (9 PTS) (J. Poeltl 2 AST),"[1627854, 1627751]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,25.18,Made,,,,,,,,,,,9.0,J. Poeltl,1627751.0,2.0,,,,,
291,PT01M36.00S,2021-10-29T01:30:30.9Z,2,REGULAR,3pt,Jump Shot,[],1628973,72.22404730617609,19.852941176470587,1610612742,41,42,2021-10-29T01:30:34Z,2870000,-151.0,209.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,,
292,PT01M34.00S,2021-10-29T01:30:32.9Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,41,42,2021-10-29T01:30:34Z,2880000,,,0,,D. Vassell REBOUND (Off:0 Def:4),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,291.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
293,PT01M27.00S,2021-10-29T01:30:41.0Z,2,REGULAR,2pt,Jump Shot,[],1627749,23.209592641261498,47.30392156862745,1610612759,41,44,2021-10-29T01:30:46Z,2890000,13.0,166.0,1,left,D. Murray 16' pullup Jump Shot (9 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,16.62,Made,,,,,,,,,,,9.0,,,,,,,,
294,PT01M13.00S,2021-10-29T01:30:54.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203939,94.03745072273325,47.794117647058826,1610612742,43,44,2021-10-29T01:30:58Z,2900000,-11.0,4.0,1,right,D. Powell cutting finger roll Layup (5 PTS) (L. Doncic 1 AST),"[203939, 1629029]",1610612742.0,DAL,cutting finger roll,,,Powell,D. Powell,,,,,1.15,Made,,,,,,,,,,,5.0,L. Doncic,1629029.0,1.0,,,,,
296,PT01M02.00S,2021-10-29T01:31:06.2Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612759,43,44,2021-10-29T01:31:10Z,2920000,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 203939]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,2.0,,,,,Powell,203939.0,,,
297,PT01M02.00S,2021-10-29T01:31:06.2Z,2,REGULAR,steal,,[],203939,,,1610612742,43,44,2021-10-29T01:31:08Z,2930000,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M59.30S,2021-10-29T01:31:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612742,43,44,2021-10-29T01:31:25Z,2940000,,,0,,D. Vassell shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1630170, 203501]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,,,,,,,1627961.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,
300,PT00M59.30S,2021-10-29T01:31:42.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203501,,,1610612742,43,44,2021-10-29T01:31:42Z,2960000,,,0,,MISS T. Hardaway Jr. Free Throw 1 of 2,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
301,PT00M59.30S,2021-10-29T01:31:42.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,43,44,2021-10-29T01:31:42Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,
302,PT00M59.30S,2021-10-29T01:32:00.0Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203501,,,1610612742,44,44,2021-10-29T01:32:00Z,2980000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (1 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
303,PT00M46.70S,2021-10-29T01:32:14.2Z,2,REGULAR,2pt,Jump Shot,[],1627749,14.668199737187912,73.0392156862745,1610612759,44,46,2021-10-29T01:32:18Z,2990000,-115.0,85.0,1,left,D. Murray 14' pullup Jump Shot (11 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,14.34,Made,,,,,,,,,,,11.0,,,,,,,,
304,PT00M32.00S,2021-10-29T01:32:34.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,44,46,2021-10-29T01:32:34Z,3000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M29.00S,2021-10-29T01:32:59.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,44,46,2021-10-29T01:32:59Z,3010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M23.20S,2021-10-29T01:33:19.9Z,2,REGULAR,3pt,Jump Shot,[],1629029,65.1281208935611,38.970588235294116,1610612742,47,46,2021-10-29T01:33:25Z,3020000,-55.0,275.0,1,right,L. Doncic 28' 3PT step back (7 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,28.08,Made,,,,,,,,,,,7.0,,,,,,,,
307,PT00M11.70S,2021-10-29T01:33:39.0Z,2,REGULAR,foul,personal,[],203501,,,1610612759,47,46,2021-10-29T01:34:16Z,3030000,,,0,,T. Hardaway Jr. take personal FOUL (1 PF),"[203501, 1627749]",1610612742.0,DAL,take,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,204059.0,1.0,0.0,Murray,1627749.0,,,,,,,,,,
309,PT00M00.00S,2021-10-29T01:34:13.0Z,2,REGULAR,3pt,Jump Shot,[],1627854,23.340998685939553,12.254901960784313,1610612759,47,49,2021-10-29T01:34:19Z,3050000,189.0,167.0,1,left,B. Forbes 25' 3PT  (12 PTS) (D. White 4 AST),"[1627854, 1628401]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,25.19,Made,,,,,,,,,,,12.0,D. White,1628401.0,4.0,,,,,
312,PT00M00.00S,2021-10-29T01:34:20.8Z,2,REGULAR,instantreplay,request,[],0,,,1610612742,47,49,2021-10-29T01:34:51Z,3070000,,,0,,,[],,,support,,,,,,,,,,,,,,,204059.0,,,,,,,,,,,,,,End Period - Good Basket
313,PT00M00.00S,2021-10-29T01:34:53.8Z,2,REGULAR,period,end,[],0,,,1610612742,47,49,2021-10-29T01:34:53Z,3080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-10-29T01:49:04.2Z,3,REGULAR,substitution,out,['startperiod'],1628973,,,1610612742,47,49,2021-10-29T01:49:37Z,3090000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-10-29T01:49:04.2Z,3,REGULAR,substitution,out,['startperiod'],1627854,,,1610612742,47,49,2021-10-29T01:49:37Z,3100000,,,0,,SUB out: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-10-29T01:49:04.2Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612742,47,49,2021-10-29T01:49:37Z,3110000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-10-29T01:49:04.2Z,3,REGULAR,substitution,in,['startperiod'],203493,,,1610612742,47,49,2021-10-29T01:49:37Z,3120000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-10-29T01:49:04.2Z,3,REGULAR,substitution,in,['startperiod'],1629022,,,1610612742,47,49,2021-10-29T01:49:37Z,3130000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-10-29T01:49:04.2Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612742,47,49,2021-10-29T01:49:37Z,3140000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-10-29T01:49:34.2Z,3,REGULAR,period,start,[],0,,,1610612742,47,49,2021-10-29T01:49:38Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M42.00S,2021-10-29T01:49:52.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.389618922470433,49.01960784313725,1610612742,47,49,2021-10-29T01:50:03Z,3160000,5.0,8.0,1,left,MISS L. Doncic driving Layup - blocked,"[1629029, 1627751]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,0.9,Missed,,,,,,,,,,,,,,,,,Poeltl,1627751.0,
322,PT11M42.00S,2021-10-29T01:49:52.4Z,3,REGULAR,block,,[],1627751,,,1610612742,47,49,2021-10-29T01:49:54Z,3170000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M42.00S,2021-10-29T01:49:52.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,47,49,2021-10-29T01:50:03Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,,,,
324,PT11M42.00S,2021-10-29T01:49:56.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,47,49,2021-10-29T01:49:56Z,3190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT11M35.00S,2021-10-29T01:50:10.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203493,7.30946123521682,96.56862745098039,1610612742,50,49,2021-10-29T01:50:14Z,3200000,-233.0,16.0,1,left,R. Bullock 3PT  (6 PTS) (L. Doncic 2 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,23.34,Made,,,,,,,,,,,6.0,L. Doncic,1629029.0,2.0,,,,,
327,PT11M15.00S,2021-10-29T01:50:32.2Z,3,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612759,50,49,2021-10-29T01:50:37Z,3220000,,,0,,D. White bad pass out-of-bounds TURNOVER (1 TO),[1628401],1610612759.0,SAS,bad pass,,,White,D. White,,,,,,,,,,,1151.0,,,,,1.0,,,,,,,,,
328,PT11M03.00S,2021-10-29T01:50:54.7Z,3,REGULAR,turnover,traveling,[],203939,,,1610612742,50,49,2021-10-29T01:50:59Z,3230000,,,0,,D. Powell traveling TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,1151.0,,,,,1.0,,,,,,,,,
329,PT10M45.00S,2021-10-29T01:51:35.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629022,75.3777923784494,55.63725490196079,1610612759,50,51,2021-10-29T01:51:39Z,3240000,28.0,179.0,1,right,L. Walker IV 18' pullup Jump Shot (4 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,18.11,Made,,,,,,,,,,,4.0,,,,,,,,
330,PT10M31.00S,2021-10-29T01:51:51.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,6.915243101182654,61.274509803921575,1610612742,50,51,2021-10-29T01:51:59Z,3250000,-56.0,13.0,1,left,MISS T. Hardaway Jr. fadeaway bank Shot,[203501],1610612742.0,DAL,fadeaway bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,5.78,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M28.00S,2021-10-29T01:51:54.0Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,50,51,2021-10-29T01:51:59Z,3260000,,,0,,J. Poeltl REBOUND (Off:3 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,330.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
332,PT10M21.00S,2021-10-29T01:52:00.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,81.15965834428384,50.73529411764706,1610612759,50,53,2021-10-29T01:52:05Z,3270000,4.0,125.0,1,right,D. Murray 12' pullup Jump Shot (13 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,12.47,Made,,,,,,,,,,,13.0,,,,,,,,
333,PT10M07.00S,2021-10-29T01:52:14.5Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,50,53,2021-10-29T01:52:18Z,3280000,,,0,,L. Doncic bad pass TURNOVER (5 TO),"[1629029, 1629022]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,5.0,,,,,Walker IV,1629022.0,,,
334,PT10M07.00S,2021-10-29T01:52:14.5Z,3,REGULAR,steal,,[],1629022,,,1610612759,50,53,2021-10-29T01:52:16Z,3290000,,,0,,L. Walker IV STEAL (1 STL),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT10M06.00S,2021-10-29T01:52:20.8Z,3,REGULAR,foul,personal,[],203501,,,1610612759,50,53,2021-10-29T01:52:36Z,3300000,,,0,,T. Hardaway Jr. take personal FOUL (2 PF),"[203501, 1629022]",1610612742.0,DAL,take,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,1151.0,2.0,0.0,Walker IV,1629022.0,,,,,,,,,,
337,PT09M46.00S,2021-10-29T01:52:58.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629022,80.6833114323259,38.817401960784316,1610612759,50,55,2021-10-29T01:53:03Z,3320000,-56.0,129.0,1,right,L. Walker IV 14' pullup Jump Shot (6 PTS),[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,14.07,Made,,,,,,,,,,,6.0,,,,,,,,
338,PT09M36.00S,2021-10-29T01:53:08.8Z,3,REGULAR,3pt,Jump Shot,[],1627827,20.71287779237845,91.91176470588235,1610612742,50,55,2021-10-29T01:53:13Z,3330000,-210.0,142.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
339,PT09M34.00S,2021-10-29T01:53:11.3Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,50,55,2021-10-29T01:53:11Z,3340000,,,0,,D. Powell REBOUND (Off:2 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,338.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
340,PT09M31.00S,2021-10-29T01:53:13.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,2.578843626806833,94.36274509803921,1610612742,50,55,2021-10-29T01:53:17Z,3350000,-222.0,-28.0,1,left,MISS D. Finney-Smith 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,22.36,Missed,,,,,,,,,,,,,,,,,,,
341,PT09M28.00S,2021-10-29T01:53:16.6Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,50,55,2021-10-29T01:53:17Z,3360000,,,0,,J. Poeltl REBOUND (Off:3 Def:5),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,340.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
342,PT09M26.00S,2021-10-29T01:53:18.6Z,3,REGULAR,turnover,lost ball,[],1628401,,,1610612759,50,55,2021-10-29T01:57:29Z,3370000,,,0,,D. White lost ball TURNOVER (2 TO),"[1628401, 1627827]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,2.0,,,,,Finney-Smith,1627827.0,,,
343,PT09M26.00S,2021-10-29T01:53:18.6Z,3,REGULAR,steal,,[],1627827,,,1610612742,50,55,2021-10-29T01:53:20Z,3380000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M23.00S,2021-10-29T01:53:21.4Z,3,REGULAR,turnover,bad pass,[],1627827,,,1610612742,50,55,2021-10-29T01:53:24Z,3390000,,,0,,D. Finney-Smith bad pass TURNOVER (2 TO),"[1627827, 1627749]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,2.0,,,,,Murray,1627749.0,,,
345,PT09M23.00S,2021-10-29T01:53:21.4Z,3,REGULAR,steal,,[],1627749,,,1610612759,50,55,2021-10-29T01:53:23Z,3400000,,,0,,D. Murray STEAL (1 STL),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M06.00S,2021-10-29T01:53:40.8Z,3,REGULAR,turnover,out-of-bounds,[],1628401,,,1610612759,50,55,2021-10-29T01:53:49Z,3410000,,,0,,D. White lost ball out-of-bounds TURNOVER (3 TO),[1628401],1610612759.0,SAS,lost ball,,,White,D. White,,,,,,,,,,,204059.0,,,,,3.0,,,,,,,,,
347,PT08M50.00S,2021-10-29T01:54:08.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203939,31.61957950065703,40.19607843137255,1610612742,50,55,2021-10-29T01:54:14Z,3420000,49.0,245.0,1,left,MISS D. Powell 24' 3PT,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
348,PT08M46.00S,2021-10-29T01:54:12.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,50,55,2021-10-29T02:04:23Z,3430000,,,0,,J. Poeltl REBOUND (Off:3 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,347.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
351,PT08M40.00S,2021-10-29T01:54:18.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629022,73.53810775295663,16.911764705882355,1610612759,50,55,2021-10-29T01:54:24Z,3460000,-165.0,196.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
