actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
89,PT04M55.00S,2021-12-14T01:57:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630547,31.488173455978973,38.970588235294116,1610612766,16,13,2021-12-14T01:57:35Z,880000,55.0,243.0,1,left,J. Bouknight 24' 3PT  (3 PTS) (G. Hayward 3 AST),"[1630547, 202330]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,24.97,Made,,,,,,,,,,3.0,G. Hayward,202330.0,3.0,,,,,,
91,PT04M45.00S,2021-12-14T01:57:39.6Z,1,REGULAR,3pt,Jump Shot,[],204001,63.55124835742444,48.529411764705884,1610612742,19,13,2021-12-14T01:57:55Z,900000,-7.0,290.0,1,right,K. Porzingis 29' 3PT pullup (14 PTS) (J. Brunson 3 AST),"[204001, 1628973]",1610612742.0,DAL,pullup,,,Porzingis,K. Porzingis,,,,,29.02,Made,,,,,,,,,,14.0,J. Brunson,1628973.0,3.0,,,,,,
93,PT04M31.00S,2021-12-14T01:57:54.2Z,1,REGULAR,3pt,Jump Shot,[],1630547,30.042706964520367,29.65686274509804,1610612766,19,13,2021-12-14T01:57:58Z,920000,102.0,230.0,1,left,MISS J. Bouknight 25' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2021-12-14T01:57:56.2Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,19,13,2021-12-14T01:57:58Z,930000,,,0,,K. Porzingis REBOUND (Off:0 Def:4),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,93.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
95,PT04M09.00S,2021-12-14T01:58:19.5Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612742,19,13,2021-12-14T01:58:24Z,940000,,,0,,P. Washington shooting personal FOUL (1 PF) (Brunson 2 FT),"[1629023, 1628973]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Brunson,1628973.0,
97,PT04M09.00S,2021-12-14T01:58:47.2Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612742,20,13,2021-12-14T01:58:47Z,960000,,,0,,J. Brunson Free Throw 1 of 2 (6 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
98,PT04M09.00S,2021-12-14T01:58:47.8Z,1,REGULAR,substitution,out,[],204001,,,1610612742,20,13,2021-12-14T01:59:01Z,970000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M09.00S,2021-12-14T01:58:47.8Z,1,REGULAR,substitution,out,[],1628970,,,1610612742,20,13,2021-12-14T01:59:01Z,980000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M09.00S,2021-12-14T01:58:47.8Z,1,REGULAR,substitution,in,[],203501,,,1610612742,20,13,2021-12-14T01:59:01Z,990000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M09.00S,2021-12-14T01:58:47.8Z,1,REGULAR,substitution,in,[],1628998,,,1610612742,20,13,2021-12-14T01:59:01Z,1000000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M09.00S,2021-12-14T01:59:10.0Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612742,21,13,2021-12-14T01:59:10Z,1010000,,,0,,J. Brunson Free Throw 2 of 2 (7 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
103,PT03M44.00S,2021-12-14T01:59:35.3Z,1,REGULAR,3pt,Jump Shot,[],1628998,31.09395532194481,37.00980392156863,1610612766,21,13,2021-12-14T01:59:52Z,1020000,65.0,240.0,1,left,MISS C. Martin 24' pullup 3PT,[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2021-12-14T01:59:35.3Z,1,REGULAR,rebound,offensive,[],202330,,,1610612766,21,13,2021-12-14T02:02:10Z,1030000,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,103.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
105,PT03M42.00S,2021-12-14T01:59:49.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,21,13,2021-12-14T01:59:49Z,1040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M42.00S,2021-12-14T01:59:50.1Z,1,REGULAR,substitution,out,[],1628973,,,1610612766,21,13,2021-12-14T01:59:58Z,1050000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2021-12-14T01:59:50.1Z,1,REGULAR,substitution,in,[],203504,,,1610612766,21,13,2021-12-14T01:59:58Z,1060000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2021-12-14T02:00:04.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202330,18.610381077529567,30.14705882352941,1610612766,21,13,2021-12-14T02:00:09Z,1070000,99.0,122.0,1,left,MISS G. Hayward 15' turnaround fadeaway Shot,[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,15.76,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M32.00S,2021-12-14T02:00:07.8Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,21,13,2021-12-14T02:00:09Z,1080000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
110,PT03M23.00S,2021-12-14T02:00:16.4Z,1,REGULAR,3pt,Jump Shot,[],203504,72.48685939553219,18.627450980392158,1610612742,24,13,2021-12-14T02:02:31Z,1090000,-157.0,206.0,1,right,T. Burke 25' 3PT  (3 PTS) (T. Hardaway Jr. 1 AST),"[203504, 203501]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,25.9,Made,,,,,,,,,,3.0,T. Hardaway Jr.,203501.0,1.0,,,,,,
112,PT03M21.00S,2021-12-14T02:00:23.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612766,24,13,2021-12-14T02:00:23Z,1110000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M05.00S,2021-12-14T02:02:13.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628998,5.995400788436268,50.245098039215684,1610612766,24,15,2021-12-14T02:02:17Z,1120000,-1.0,4.0,1,left,C. Martin driving DUNK (2 PTS) (G. Hayward 4 AST),"[1628998, 202330]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,0.41,Made,,,,,,,,,,2.0,G. Hayward,202330.0,4.0,,,,,,
115,PT02M44.00S,2021-12-14T02:02:33.4Z,1,REGULAR,3pt,Jump Shot,[],203493,75.1149802890933,85.04901960784314,1610612742,27,15,2021-12-14T02:02:38Z,1140000,175.0,181.0,1,right,R. Bullock 25' 3PT bank (3 PTS) (T. Burke 1 AST),"[203493, 203504]",1610612742.0,DAL,bank,,,Bullock,R. Bullock,,,,,25.22,Made,,,,,,,,,,3.0,T. Burke,203504.0,1.0,,,,,,
117,PT02M26.00S,2021-12-14T02:02:51.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,19.530223390275953,9.068627450980392,1610612766,27,15,2021-12-14T02:02:56Z,1160000,205.0,131.0,1,left,MISS K. Oubre Jr. 24' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,24.31,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M22.00S,2021-12-14T02:02:55.7Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,27,15,2021-12-14T02:02:56Z,1170000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
119,PT02M06.00S,2021-12-14T02:03:11.2Z,1,REGULAR,2pt,Jump Shot,[],203504,79.31997371879106,66.91176470588235,1610612742,29,15,2021-12-14T02:03:17Z,1180000,85.0,142.0,1,right,T. Burke 16' step back Jump Shot (5 PTS),[203504],1610612742.0,DAL,step back,,,Burke,T. Burke,,,,,16.52,Made,,,,,,,,,,5.0,,,,,,,,,
120,PT01M50.00S,2021-12-14T02:03:27.5Z,1,REGULAR,3pt,Jump Shot,[],1626162,30.305519053876477,34.31372549019608,1610612766,29,15,2021-12-14T02:04:19Z,1190000,78.0,232.0,1,left,MISS K. Oubre Jr. 24' step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,24.53,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M47.00S,2021-12-14T02:03:30.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,29,15,2021-12-14T02:03:34Z,1200000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
122,PT01M42.00S,2021-12-14T02:03:35.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,72.35545335085413,13.725490196078432,1610612742,32,15,2021-12-14T02:03:43Z,1210000,-181.0,207.0,1,right,T. Hardaway Jr. 27' 3PT  (3 PTS) (R. Bullock 2 AST),"[203501, 203493]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,27.55,Made,,,,,,,,,,3.0,R. Bullock,203493.0,2.0,,,,,,
124,PT01M21.00S,2021-12-14T02:03:56.8Z,1,REGULAR,turnover,lost ball,[],1630547,,,1610612766,32,15,2021-12-14T02:04:04Z,1230000,,,0,,J. Bouknight lost ball TURNOVER (1 TO),"[1630547, 203504]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,1.0,Burke,203504.0,,,,,,,,,,
125,PT01M21.00S,2021-12-14T02:03:56.8Z,1,REGULAR,steal,,[],203504,,,1610612742,32,15,2021-12-14T02:03:58Z,1240000,,,0,,T. Burke STEAL (1 STL),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M18.00S,2021-12-14T02:04:03.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,32,15,2021-12-14T02:04:03Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,32,15,2021-12-14T02:04:28Z,1260000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,out,[],203493,,,1610612742,32,15,2021-12-14T02:04:28Z,1270000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,out,[],1630547,,,1610612742,32,15,2021-12-14T02:04:28Z,1280000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,out,[],202330,,,1610612742,32,15,2021-12-14T02:04:28Z,1290000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,in,[],1629650,,,1610612742,32,15,2021-12-14T02:04:28Z,1300000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,32,15,2021-12-14T02:04:28Z,1310000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,in,[],1626179,,,1610612742,32,15,2021-12-14T02:04:28Z,1320000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M18.00S,2021-12-14T02:04:05.1Z,1,REGULAR,substitution,in,[],1630550,,,1610612742,32,15,2021-12-14T02:04:28Z,1330000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M10.00S,2021-12-14T02:04:39.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203504,70.64717477003943,76.22549019607843,1610612742,35,15,2021-12-14T02:05:50Z,1340000,131.0,223.0,1,right,T. Burke 25' 3PT pullup (8 PTS),[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,25.9,Made,,,,,,,,,,8.0,,,,,,,,,
136,PT01M00.00S,2021-12-14T02:04:49.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,31.225361366622867,41.17647058823529,1610612766,35,15,2021-12-14T02:04:56Z,1350000,44.0,241.0,1,left,MISS P. Washington 24' pullup 3PT,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M00.00S,2021-12-14T02:04:49.3Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,35,15,2021-12-14T02:04:56Z,1360000,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
138,PT00M56.30S,2021-12-14T02:04:53.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,24.26084099868594,83.57843137254902,1610612766,35,18,2021-12-14T02:04:58Z,1370000,-168.0,176.0,1,left,T. Rozier 24' 3PT  (3 PTS) (J. Thor 1 AST),"[1626179, 1630550]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.3,Made,,,,,,,,,,3.0,J. Thor,1630550.0,1.0,,,,,,
140,PT00M44.40S,2021-12-14T02:05:07.7Z,1,REGULAR,turnover,bad pass,[],203504,,,1610612742,35,18,2021-12-14T02:05:11Z,1390000,,,0,,T. Burke bad pass TURNOVER (1 TO),"[203504, 1628998]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,1.0,Martin,1628998.0,,,,,,,,,,
141,PT00M44.40S,2021-12-14T02:05:07.7Z,1,REGULAR,steal,,[],1628998,,,1610612766,35,18,2021-12-14T02:05:09Z,1400000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M39.90S,2021-12-14T02:05:12.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629023,28.465834428383708,25.0,1610612766,35,18,2021-12-14T02:05:21Z,1410000,125.0,215.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M37.30S,2021-12-14T02:05:14.7Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,35,18,2021-12-14T02:05:21Z,1420000,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT00M30.20S,2021-12-14T02:05:21.8Z,1,REGULAR,3pt,Jump Shot,[],203501,66.3107752956636,60.5392156862745,1610612742,35,18,2021-12-14T02:07:05Z,1430000,53.0,264.0,1,right,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.94,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M26.60S,2021-12-14T02:05:25.4Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,35,18,2021-12-14T02:05:26Z,1440000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
146,PT00M22.20S,2021-12-14T02:05:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,6.258212877792378,48.77450980392157,1610612766,35,20,2021-12-14T02:05:38Z,1450000,6.0,6.0,1,left,P. Washington running reverse Layup (4 PTS) (C. Martin 1 AST),"[1629023, 1628998]",1610612766.0,CHA,running reverse,,,Washington,P. Washington,,,,,0.88,Made,,,,,,,,,,4.0,C. Martin,1628998.0,1.0,,,,,,
148,PT00M00.00S,2021-12-14T02:05:55.4Z,1,REGULAR,2pt,Jump Shot,[],203504,89.83245729303549,75.73529411764706,1610612742,37,20,2021-12-14T02:06:01Z,1470000,129.0,43.0,1,right,T. Burke 13' fadeaway Jump Shot (10 PTS) (T. Hardaway Jr. 2 AST),"[203504, 203501]",1610612742.0,DAL,fadeaway,,,Burke,T. Burke,,,,,13.57,Made,,,,,,,,,,10.0,T. Hardaway Jr.,203501.0,2.0,,,,,,
150,PT00M00.00S,2021-12-14T02:06:03.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612766,37,20,2021-12-14T02:06:41Z,1490000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,End Period - Good Basket
151,PT00M00.00S,2021-12-14T02:06:44.4Z,1,REGULAR,period,end,[],0,,,1610612766,37,20,2021-12-14T02:06:44Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-14T02:06:49.3Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,37,20,2021-12-14T02:08:36Z,1510000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-14T02:06:49.3Z,2,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,37,20,2021-12-14T02:08:36Z,1520000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-14T02:08:35.4Z,2,REGULAR,period,start,[],0,,,1610612742,37,20,2021-12-14T02:08:36Z,1530000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M39.00S,2021-12-14T02:08:55.8Z,2,REGULAR,2pt,Jump Shot,[],203504,91.67214191852825,67.40196078431373,1610612742,39,20,2021-12-14T02:09:15Z,1540000,87.0,26.0,1,right,T. Burke 9' driving floating bank Jump Shot (12 PTS),[203504],1610612742.0,DAL,driving floating bank,,,Burke,T. Burke,,,,,9.07,Made,,,,,,,,,,12.0,,,,,,,,,
156,PT11M22.00S,2021-12-14T02:09:12.1Z,2,REGULAR,2pt,Jump Shot,[],1630550,11.908672798948752,9.068627450980392,1610612766,39,22,2021-12-14T02:09:25Z,1550000,205.0,59.0,1,left,J. Thor 21' Jump Shot (2 PTS) (M. Bridges 1 AST),"[1630550, 1628970]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,21.31,Made,,,,,,,,,,2.0,M. Bridges,1628970.0,1.0,,,,,,
158,PT11M03.00S,2021-12-14T02:09:31.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,93.9060446780552,52.450980392156865,1610612742,39,22,2021-12-14T02:09:37Z,1570000,12.0,5.0,1,right,MISS M. Brown DUNK - blocked,"[1629650, 1628970]",1610612742.0,DAL,,,,Brown,M. Brown,,,,,1.32,Missed,,,,,Bridges,1628970.0,,,,,,,,,,,,,
159,PT11M03.00S,2021-12-14T02:09:31.6Z,2,REGULAR,block,,[],1628970,,,1610612742,39,22,2021-12-14T02:09:33Z,1580000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M00.00S,2021-12-14T02:09:34.6Z,2,REGULAR,rebound,offensive,[],1629650,,,1610612742,39,22,2021-12-14T02:09:37Z,1590000,,,0,,M. Brown REBOUND (Off:1 Def:1),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,158.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
161,PT10M59.00S,2021-12-14T02:09:34.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629650,94.30026281208936,50.73529411764706,1610612742,39,22,2021-12-14T02:09:42Z,1600000,4.0,1.0,1,right,MISS M. Brown putback DUNK,[1629650],1610612742.0,DAL,putback,,,Brown,M. Brown,,,,,0.39,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M58.00S,2021-12-14T02:09:36.3Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,39,22,2021-12-14T02:09:36Z,1610000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
163,PT10M56.00S,2021-12-14T02:09:40.6Z,2,REGULAR,3pt,Jump Shot,[],1626179,5.469776609724048,95.34313725490196,1610612766,39,22,2021-12-14T02:09:52Z,1620000,-227.0,-1.0,1,left,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M54.00S,2021-12-14T02:09:42.6Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612742,39,22,2021-12-14T02:09:52Z,1630000,,,0,,M. Brown REBOUND (Off:1 Def:2),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,163.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
165,PT10M45.00S,2021-12-14T02:09:49.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,74.19513797634691,17.401960784313726,1610612742,42,22,2021-12-14T02:10:06Z,1640000,-163.0,190.0,1,right,T. Hardaway Jr. 25' 3PT pullup (6 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.04,Made,,,,,,,,,,6.0,,,,,,,,,
166,PT10M43.00S,2021-12-14T02:09:57.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,42,22,2021-12-14T02:09:57Z,1650000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M24.00S,2021-12-14T02:13:05.4Z,2,REGULAR,3pt,Jump Shot,[],1630550,29.517082785808146,25.49019607843137,1610612766,42,22,2021-12-14T02:13:11Z,1660000,123.0,225.0,1,left,MISS J. Thor 25' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M20.00S,2021-12-14T02:13:09.4Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,42,22,2021-12-14T02:13:11Z,1670000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
169,PT10M07.00S,2021-12-14T02:13:22.7Z,2,REGULAR,turnover,bad pass,[],203504,,,1610612742,42,22,2021-12-14T02:13:54Z,1680000,,,0,,T. Burke bad pass TURNOVER (2 TO),"[203504, 1628970]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,2.0,Bridges,1628970.0,,,,,,,,,,
170,PT10M07.00S,2021-12-14T02:13:22.7Z,2,REGULAR,steal,,[],1628970,,,1610612766,42,22,2021-12-14T02:13:24Z,1690000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M04.00S,2021-12-14T02:13:28.8Z,2,REGULAR,foul,personal,[],1630182,,,1610612766,42,22,2021-12-14T02:14:53Z,1700000,,,0,,J. Green take personal FOUL (1 PF),"[1630182, 1628970]",1610612742.0,DAL,take,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Bridges,1628970.0,
173,PT09M58.00S,2021-12-14T02:13:55.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,8.623521681997373,44.6078431372549,1610612766,42,24,2021-12-14T02:16:43Z,1720000,27.0,29.0,1,left,K. Oubre Jr. driving Layup (9 PTS) (M. Bridges 2 AST),"[1626162, 1628970]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,3.93,Made,,,,,,,,,,9.0,M. Bridges,1628970.0,2.0,,,,,,
175,PT09M43.00S,2021-12-14T02:14:10.0Z,2,REGULAR,3pt,Jump Shot,[],203501,71.30420499342969,17.15686274509804,1610612742,42,24,2021-12-14T02:14:15Z,1740000,-164.0,217.0,1,right,MISS T. Hardaway Jr. 27' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M39.00S,2021-12-14T02:14:14.0Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,42,24,2021-12-14T02:14:15Z,1750000,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,175.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
