actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
438,PT01M16.00S,2021-12-14T03:11:57.9Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,89,66,2021-12-14T03:11:59Z,4360000,,,0,,M. Bridges REBOUND (Off:4 Def:6),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,437.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
439,PT01M10.00S,2021-12-14T03:12:04.5Z,3,REGULAR,3pt,Jump Shot,[],1626179,92.72339027595268,4.411764705882353,1610612766,89,66,2021-12-14T03:12:08Z,4370000,-228.0,16.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
440,PT01M07.00S,2021-12-14T03:12:07.5Z,3,REGULAR,rebound,defensive,[],1630182,,,1610612742,89,66,2021-12-14T03:12:08Z,4380000,,,0,,J. Green REBOUND (Off:2 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,439.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
441,PT00M50.30S,2021-12-14T03:12:25.0Z,3,REGULAR,3pt,Jump Shot,[],203501,12.302890932982917,96.07843137254902,1610612742,89,66,2021-12-14T03:12:30Z,4390000,-230.0,63.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,23.89,Missed,,,,,,,,,,,,,,,,,,,
442,PT00M47.10S,2021-12-14T03:12:28.2Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,89,66,2021-12-14T03:12:30Z,4400000,,,0,,G. Hayward REBOUND (Off:2 Def:4),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,441.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
443,PT00M44.30S,2021-12-14T03:12:35.1Z,3,REGULAR,foul,personal,[],1627827,,,1610612766,89,66,2021-12-14T03:13:01Z,4410000,,,0,,D. Finney-Smith take personal FOUL (3 PF),"[1627827, 202330]",1610612742.0,DAL,take,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,203591.0,3.0,0.0,Hayward,202330.0,
445,PT00M44.30S,2021-12-14T03:12:43.0Z,3,REGULAR,substitution,out,[],1627827,,,1610612766,89,66,2021-12-14T03:13:00Z,4430000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT00M44.30S,2021-12-14T03:12:43.0Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,89,66,2021-12-14T03:13:00Z,4440000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M44.30S,2021-12-14T03:12:43.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,89,66,2021-12-14T03:13:00Z,4450000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M44.30S,2021-12-14T03:12:43.0Z,3,REGULAR,substitution,in,[],204001,,,1610612766,89,66,2021-12-14T03:13:00Z,4460000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT00M44.30S,2021-12-14T03:12:43.0Z,3,REGULAR,substitution,in,[],1629023,,,1610612766,89,66,2021-12-14T03:13:00Z,4470000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT00M44.30S,2021-12-14T03:12:43.0Z,3,REGULAR,substitution,in,[],1626162,,,1610612766,89,66,2021-12-14T03:13:00Z,4480000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT00M34.10S,2021-12-14T03:13:10.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,94.03745072273325,47.794117647058826,1610612766,89,68,2021-12-14T03:15:25Z,4490000,-11.0,4.0,1,right,P. Washington reverse Layup (6 PTS) (C. Martin 3 AST),"[1629023, 1628998]",1610612766.0,CHA,reverse,,,Washington,P. Washington,,,,,1.15,Made,,,,,,,,,,6.0,C. Martin,1628998.0,3.0,,,,,,
453,PT00M34.10S,2021-12-14T03:13:12.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203501,,,1610612766,89,68,2021-12-14T03:13:20Z,4510000,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Washington 1 FT),"[203501, 1629023]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Washington,1629023.0,
455,PT00M34.10S,2021-12-14T03:13:32.9Z,3,REGULAR,freethrow,1 of 1,[],1629023,,,1610612766,89,69,2021-12-14T03:13:33Z,4530000,,,0,,P. Washington Free Throw 1 of 1 (7 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
456,PT00M16.40S,2021-12-14T03:13:54.8Z,3,REGULAR,2pt,Jump Shot,[],203501,19.136005256241788,29.65686274509804,1610612742,91,69,2021-12-14T03:14:07Z,4540000,102.0,127.0,1,left,T. Hardaway Jr. 16' pullup Jump Shot (17 PTS) (T. Burke 4 AST),"[203501, 203504]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,16.3,Made,,,,,,,,,,17.0,T. Burke,203504.0,4.0,,,,,,
458,PT00M00.00S,2021-12-14T03:14:14.9Z,3,REGULAR,3pt,Jump Shot,[],1630547,77.21747700394218,87.25490196078431,1610612766,91,69,2021-12-14T03:14:21Z,4560000,186.0,162.0,1,right,MISS J. Bouknight 24' 3PT - blocked,"[1630547, 1628467]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,24.67,Missed,,,,,Kleber,1628467.0,,,,,,,,,,,,,
459,PT00M00.00S,2021-12-14T03:14:14.9Z,3,REGULAR,block,,[],1628467,,,1610612766,91,69,2021-12-14T03:14:17Z,4570000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M00.00S,2021-12-14T03:14:14.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,91,69,2021-12-14T03:14:21Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,458.0,,,,,,,,,,,,,,,,,,
461,PT00M00.00S,2021-12-14T03:14:22.0Z,3,REGULAR,period,end,[],0,,,1610612766,91,69,2021-12-14T03:14:22Z,4590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT12M00.00S,2021-12-14T03:16:33.3Z,4,REGULAR,substitution,out,['startperiod'],1628467,,,1610612766,91,69,2021-12-14T03:16:58Z,4600000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT12M00.00S,2021-12-14T03:16:33.3Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612766,91,69,2021-12-14T03:16:58Z,4610000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-12-14T03:16:33.3Z,4,REGULAR,substitution,in,['startperiod'],203493,,,1610612766,91,69,2021-12-14T03:16:58Z,4620000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-12-14T03:16:33.3Z,4,REGULAR,substitution,in,['startperiod'],1630550,,,1610612766,91,69,2021-12-14T03:16:58Z,4630000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-12-14T03:16:57.7Z,4,REGULAR,period,start,[],0,,,1610612766,91,69,2021-12-14T03:16:58Z,4640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT11M38.00S,2021-12-14T03:17:19.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,84.83902759526939,42.8921568627451,1610612766,91,71,2021-12-14T03:17:22Z,4650000,-36.0,90.0,1,right,P. Washington 9' turnaround Hook (9 PTS) (K. Oubre Jr. 3 AST),"[1629023, 1626162]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,9.67,Made,,,,,,,,,,9.0,K. Oubre Jr.,1626162.0,3.0,,,,,,
469,PT11M22.00S,2021-12-14T03:17:36.5Z,4,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612742,91,71,2021-12-14T03:17:44Z,4670000,,,0,,J. Thor shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1630550, 204001]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,1628159.0,1.0,0.0,Porzingis,204001.0,
471,PT11M22.00S,2021-12-14T03:18:02.1Z,4,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,91,71,2021-12-14T03:18:02Z,4690000,,,0,,MISS K. Porzingis Free Throw 1 of 2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
472,PT11M22.00S,2021-12-14T03:18:02.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,91,71,2021-12-14T03:18:02Z,4700000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,471.0,,,,,,,,,,,,,,,,,,
473,PT11M22.00S,2021-12-14T03:18:16.6Z,4,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,92,71,2021-12-14T03:18:16Z,4710000,,,0,,K. Porzingis Free Throw 2 of 2 (24 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,24.0,,,,,,,,,
474,PT11M01.00S,2021-12-14T03:18:38.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630550,92.19776609724047,54.65686274509803,1610612766,92,71,2021-12-14T03:18:42Z,4720000,23.0,21.0,1,right,MISS J. Thor driving Layup - blocked,"[1630550, 1630182]",1610612766.0,CHA,driving,,,Thor,J. Thor,,,,,3.12,Missed,,,,,Green,1630182.0,,,,,,,,,,,,,
475,PT11M01.00S,2021-12-14T03:18:38.3Z,4,REGULAR,block,,[],1630182,,,1610612766,92,71,2021-12-14T03:18:40Z,4730000,,,0,,J. Green BLOCK (1 BLK),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT10M58.00S,2021-12-14T03:18:41.3Z,4,REGULAR,rebound,defensive,[],203504,,,1610612742,92,71,2021-12-14T03:18:42Z,4740000,,,0,,T. Burke REBOUND (Off:0 Def:3),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,474.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
477,PT10M54.00S,2021-12-14T03:18:45.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203504,23.99802890932983,85.29411764705883,1610612742,95,71,2021-12-14T03:18:50Z,4750000,-176.0,173.0,1,left,T. Burke 24' 3PT  (17 PTS) (J. Green 2 AST),"[203504, 1630182]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,24.72,Made,,,,,,,,,,17.0,J. Green,1630182.0,2.0,,,,,,
479,PT10M41.00S,2021-12-14T03:18:57.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,92.85479632063075,59.55882352941176,1610612766,95,71,2021-12-14T03:19:06Z,4770000,48.0,15.0,1,right,MISS P. Washington driving Hook,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,5.0,Missed,,,,,,,,,,,,,,,,,,,
480,PT10M40.00S,2021-12-14T03:18:58.9Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,95,71,2021-12-14T03:19:06Z,4780000,,,0,,K. Porzingis REBOUND (Off:4 Def:9),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,479.0,13.0,9.0,4.0,,,,,,,,,,,,,,,
481,PT10M36.00S,2021-12-14T03:19:03.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630182,6.258212877792378,3.9215686274509802,1610612742,98,71,2021-12-14T03:23:34Z,4790000,230.0,6.0,1,left,J. Green 3PT running (5 PTS) (T. Burke 5 AST),"[1630182, 203504]",1610612742.0,DAL,running,,,Green,J. Green,,,,,23.05,Made,,,,,,,,,,5.0,T. Burke,203504.0,5.0,,,,,,
483,PT10M34.00S,2021-12-14T03:19:09.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,98,71,2021-12-14T03:19:09Z,4810000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M15.00S,2021-12-14T03:22:22.0Z,4,REGULAR,foul,personal,[],203504,,,1610612766,98,71,2021-12-14T03:22:37Z,4820000,,,0,,T. Burke take personal FOUL (1 PF),"[203504, 1630550]",1610612742.0,DAL,take,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Thor,1630550.0,
486,PT10M05.00S,2021-12-14T03:22:46.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630550,92.59198423127464,39.705882352941174,1610612766,98,71,2021-12-14T03:25:11Z,4840000,-51.0,17.0,1,right,MISS J. Thor Hook,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,5.43,Missed,,,,,,,,,,,,,,,,,,,
488,PT10M03.00S,2021-12-14T03:22:48.4Z,4,REGULAR,rebound,offensive,[],1630547,,,1610612766,98,71,2021-12-14T03:23:03Z,4860000,,,0,,J. Bouknight REBOUND (Off:4 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,486.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
489,PT09M58.00S,2021-12-14T03:22:58.3Z,4,REGULAR,foul,offensive,[],1626162,,,1610612766,98,71,2021-12-14T03:26:17Z,4870000,,,0,,K. Oubre Jr. offensive FOUL (4 PF),"[1626162, 1630182]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,2003.0,4.0,0.0,Green,1630182.0,
494,PT09M58.00S,2021-12-14T03:22:58.3Z,4,REGULAR,turnover,offensive foul,[],1626162,,,1610612766,98,71,2021-12-14T03:22:58Z,4890000,,,0,,K. Oubre Jr. offensive foul TURNOVER (1 TO),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,1.0,,,,,,,2003.0,,,,,
492,PT09M58.00S,2021-12-14T03:23:33.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,98,71,2021-12-14T03:22:58Z,4900000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M58.00S,2021-12-14T03:23:34.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612742,98,71,2021-12-14T03:34:43Z,4910000,,,0,,,[],1610612742.0,DAL,overturned,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,Corrected to Offensive Foul on K. Oubre Jr.
495,PT09M40.00S,2021-12-14T03:26:38.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630182,6.783837056504599,12.990196078431374,1610612742,100,71,2021-12-14T03:26:47Z,4920000,185.0,11.0,1,left,J. Green 18' pullup Jump Shot (7 PTS) (T. Burke 6 AST),"[1630182, 203504]",1610612742.0,DAL,pullup,,,Green,J. Green,,,,,18.53,Made,,,,,,,,,,7.0,T. Burke,203504.0,6.0,,,,,,
497,PT09M13.00S,2021-12-14T03:27:04.9Z,4,REGULAR,3pt,Jump Shot,[],1628998,68.9388961892247,74.26470588235294,1610612766,100,74,2021-12-14T03:27:38Z,4940000,121.0,239.0,1,right,C. Martin 26' 3PT pullup (5 PTS),[1628998],1610612766.0,CHA,pullup,,,Martin,C. Martin,,,,,26.85,Made,,,,,,,,,,5.0,,,,,,,,,
498,PT08M47.00S,2021-12-14T03:27:32.2Z,4,REGULAR,3pt,Jump Shot,[],203501,28.33442838370565,19.362745098039216,1610612742,100,74,2021-12-14T03:27:46Z,4950000,153.0,214.0,1,left,MISS T. Hardaway Jr. 26' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
499,PT08M46.00S,2021-12-14T03:27:33.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,100,74,2021-12-14T03:27:46Z,4960000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,,,
500,PT08M46.00S,2021-12-14T03:27:36.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612742,100,74,2021-12-14T03:27:51Z,4970000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,1628159.0,,,,,
501,PT08M46.00S,2021-12-14T03:27:39.0Z,4,REGULAR,substitution,out,[],204001,,,1610612766,100,74,2021-12-14T03:27:56Z,4980000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT08M46.00S,2021-12-14T03:27:39.0Z,4,REGULAR,substitution,out,[],1630547,,,1610612766,100,74,2021-12-14T03:27:56Z,4990000,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT08M46.00S,2021-12-14T03:27:39.0Z,4,REGULAR,substitution,in,[],1628467,,,1610612766,100,74,2021-12-14T03:27:56Z,5000000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M46.00S,2021-12-14T03:27:39.0Z,4,REGULAR,substitution,in,[],1626179,,,1610612766,100,74,2021-12-14T03:27:56Z,5010000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT08M31.00S,2021-12-14T03:28:08.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,79.31997371879106,91.17647058823529,1610612766,100,74,2021-12-14T03:28:20Z,5020000,206.0,142.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
506,PT08M30.00S,2021-12-14T03:28:09.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,100,74,2021-12-14T03:28:20Z,5030000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,
507,PT08M30.00S,2021-12-14T03:28:15.7Z,4,REGULAR,foul,personal,[],203501,,,1610612766,100,74,2021-12-14T03:28:31Z,5040000,,,0,,T. Hardaway Jr. loose ball personal FOUL (3 PF),"[203501, 1630550]",1610612742.0,DAL,loose ball,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Thor,1630550.0,
509,PT08M13.00S,2021-12-14T03:28:42.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629023,94.43166885676742,49.01960784313725,1610612766,100,76,2021-12-14T03:28:46Z,5060000,-5.0,0.0,1,right,P. Washington Layup (11 PTS) (K. Oubre Jr. 4 AST),"[1629023, 1626162]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,0.49,Made,,,,,,,,,,11.0,K. Oubre Jr.,1626162.0,4.0,,,,,,
511,PT07M52.00S,2021-12-14T03:29:04.1Z,4,REGULAR,2pt,Jump Shot,[],203504,16.770696452036795,13.725490196078432,1610612742,102,76,2021-12-14T03:29:08Z,5080000,181.0,105.0,1,left,T. Burke 20' pullup Jump Shot (19 PTS),[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,20.96,Made,,,,,,,,,,19.0,,,,,,,,,
512,PT07M39.00S,2021-12-14T03:29:16.3Z,4,REGULAR,3pt,Jump Shot,[],1626179,73.80091984231275,19.607843137254903,1610612766,102,76,2021-12-14T03:29:21Z,5090000,-152.0,194.0,1,right,MISS T. Rozier 24' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
513,PT07M39.00S,2021-12-14T03:29:16.3Z,4,REGULAR,rebound,offensive,[],1629023,,,1610612766,102,76,2021-12-14T03:33:16Z,5100000,,,0,,P. Washington REBOUND (Off:3 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,512.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
514,PT07M35.00S,2021-12-14T03:29:19.9Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629023,94.40999984741211,50.0,1610612766,102,76,2021-12-14T03:29:27Z,5110000,0.0,0.0,1,right,MISS P. Washington tip DUNK,[1629023],1610612766.0,CHA,tip,,,Washington,P. Washington,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
515,PT07M34.00S,2021-12-14T03:29:20.9Z,4,REGULAR,rebound,defensive,[],1630182,,,1610612742,102,76,2021-12-14T03:29:27Z,5120000,,,0,,J. Green REBOUND (Off:2 Def:3),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,514.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
516,PT07M14.00S,2021-12-14T03:29:43.3Z,4,REGULAR,3pt,Jump Shot,[],203504,33.459264126149804,19.11764705882353,1610612742,102,76,2021-12-14T03:30:04Z,5130000,154.0,262.0,1,left,MISS T. Burke 30' 3PT,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,30.41,Missed,,,,,,,,,,,,,,,,,,,
517,PT07M13.00S,2021-12-14T03:29:44.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,102,76,2021-12-14T03:30:04Z,5140000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,516.0,,,,,,,,,,,,,,,,,,
518,PT07M13.00S,2021-12-14T03:29:47.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612742,102,76,2021-12-14T03:29:55Z,5150000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,
519,PT06M54.00S,2021-12-14T03:30:13.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,67.62483574244416,52.69607843137255,1610612766,102,79,2021-12-14T03:30:53Z,5160000,13.0,252.0,1,right,K. Oubre Jr. 25' 3PT step back (17 PTS),[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,25.22,Made,,,,,,,,,,17.0,,,,,,,,,
520,PT06M35.00S,2021-12-14T03:30:33.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203501,9.017739816031538,62.5,1610612742,102,79,2021-12-14T03:31:38Z,5170000,-62.0,32.0,1,left,MISS T. Hardaway Jr. 7' driving finger roll Layup,[203501],1610612742.0,DAL,driving finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,7.04,Missed,,,,,,,,,,,,,,,,,,,
521,PT06M34.00S,2021-12-14T03:30:34.3Z,4,REGULAR,rebound,offensive,[],1628467,,,1610612742,102,79,2021-12-14T03:31:38Z,5180000,,,0,,M. Kleber REBOUND (Off:2 Def:6),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,520.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
522,PT06M31.00S,2021-12-14T03:30:36.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203493,9.986859395532194,92.4249387254902,1610612742,104,79,2021-12-14T03:31:10Z,5190000,-212.0,41.0,1,left,R. Bullock 21' Jump Shot (8 PTS) (M. Kleber 2 AST),"[203493, 1628467]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,21.61,Made,,,,,,,,,,8.0,M. Kleber,1628467.0,2.0,,,,,,
524,PT06M26.00S,2021-12-14T03:30:44.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,104,79,2021-12-14T03:30:44Z,5210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT06M26.00S,2021-12-14T03:30:45.8Z,4,REGULAR,substitution,out,[],203504,,,1610612766,104,79,2021-12-14T03:30:56Z,5220000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT06M26.00S,2021-12-14T03:30:45.8Z,4,REGULAR,substitution,out,[],1630182,,,1610612766,104,79,2021-12-14T03:30:56Z,5230000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT06M26.00S,2021-12-14T03:30:45.8Z,4,REGULAR,substitution,in,[],1628973,,,1610612766,104,79,2021-12-14T03:30:56Z,5240000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT06M26.00S,2021-12-14T03:30:45.8Z,4,REGULAR,substitution,in,[],1627827,,,1610612766,104,79,2021-12-14T03:30:56Z,5250000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT06M23.00S,2021-12-14T03:31:07.5Z,4,REGULAR,3pt,Jump Shot,[],1626162,91.5407358738502,97.05882352941177,1610612766,104,82,2021-12-14T03:31:13Z,5260000,235.0,27.0,1,right,K. Oubre Jr. 3PT  (20 PTS) (C. Martin 4 AST),"[1626162, 1628998]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.68,Made,,,,,,,,,,20.0,C. Martin,1628998.0,4.0,,,,,,
