actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
95,PT04M26.00S,2021-12-22T01:53:37.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,93.11760840998686,49.50980392156863,1610612742,19,17,2021-12-22T01:54:48Z,930000,-2.0,12.0,1,right,M. Brown running DUNK (2 PTS) (T. Burke 2 AST),"[1629650, 203504]",1610612742.0,DAL,running,,,Brown,M. Brown,,,,,,,,,,,,,1.25,Made,,,,,2.0,T. Burke,203504.0,2.0,,,
97,PT04M12.00S,2021-12-22T01:53:52.1Z,1,REGULAR,foul,personal,[],203504,,,1610612750,19,17,2021-12-22T01:54:33Z,950000,,,0,,T. Burke personal FOUL (1 PF),"[203504, 1629669]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,2715.0,1.0,0.0,Nowell,1629669.0,,,,,,,,,,,,,
99,PT04M12.00S,2021-12-22T01:53:58.8Z,1,REGULAR,substitution,out,[],1627827,,,1610612750,19,17,2021-12-22T01:54:08Z,970000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M12.00S,2021-12-22T01:53:58.8Z,1,REGULAR,substitution,in,[],1628373,,,1610612750,19,17,2021-12-22T01:54:08Z,980000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M04.00S,2021-12-22T01:54:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.966491458607096,48.28431372549019,1610612750,19,19,2021-12-22T01:54:58Z,990000,9.0,22.0,1,left,K. Towns driving Layup (9 PTS) (J. McDaniels 1 AST),"[1626157, 1630183]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,,,,2.4,Made,,,,,9.0,J. McDaniels,1630183.0,1.0,,,
103,PT04M04.00S,2021-12-22T01:54:35.6Z,1,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612750,19,19,2021-12-22T01:54:41Z,1010000,,,0,,J. Brunson shooting personal FOUL (1 PF) (Towns 1 FT),"[1628973, 1626157]",1610612742.0,DAL,shooting,,,Brunson,J. Brunson,,,,,,,,1628951.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,
105,PT04M04.00S,2021-12-22T01:55:08.8Z,1,REGULAR,freethrow,1 of 1,[],1626157,,,1610612750,19,20,2021-12-22T01:55:08Z,1030000,,,0,,K. Towns Free Throw 1 of 1 (10 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,Made,,,,,10.0,,,,,,
106,PT03M51.00S,2021-12-22T01:55:24.6Z,1,REGULAR,foul,personal,[],1629669,,,1610612742,19,20,2021-12-22T01:55:36Z,1040000,,,0,,J. Nowell personal FOUL (1 PF),"[1629669, 1628973]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,202026.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,
108,PT03M39.00S,2021-12-22T01:55:54.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629650,91.67214191852825,50.0,1610612742,21,20,2021-12-22T01:55:59Z,1060000,0.0,26.0,1,right,M. Brown DUNK (4 PTS) (F. Ntilikina 1 AST),"[1629650, 1628373]",1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,2.58,Made,,,,,4.0,F. Ntilikina,1628373.0,1.0,,,
110,PT03M13.00S,2021-12-22T01:56:19.7Z,1,REGULAR,2pt,Jump Shot,[],1629669,25.312089356110377,55.88235294117647,1610612750,21,22,2021-12-22T01:56:39Z,1080000,-29.0,185.0,1,left,J. Nowell 18' pullup Jump Shot (2 PTS) (M. Beasley 2 AST),"[1629669, 1627736]",1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,,,,,,18.77,Made,,,,,2.0,M. Beasley,1627736.0,2.0,,,
112,PT02M56.00S,2021-12-22T01:56:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203504,85.23324572930355,53.67647058823529,1610612742,23,22,2021-12-22T01:58:02Z,1100000,18.0,86.0,1,right,T. Burke 8' driving floating Jump Shot (2 PTS),[203504],1610612742.0,DAL,driving floating,,,Burke,T. Burke,,,,,,,,,,,,,8.82,Made,,,,,2.0,,,,,,
113,PT02M44.00S,2021-12-22T01:56:52.7Z,1,REGULAR,foul,personal,[],1629650,,,1610612750,23,22,2021-12-22T01:58:24Z,1110000,,,0,,M. Brown personal FOUL (1 PF),"[1629650, 1626157]",1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,202026.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,
115,PT02M44.00S,2021-12-22T01:57:05.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,22,2021-12-22T01:57:05Z,1130000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,out,[],1628973,,,1610612750,23,22,2021-12-22T02:00:00Z,1140000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,23,22,2021-12-22T02:00:00Z,1150000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,out,[],1627736,,,1610612750,23,22,2021-12-22T02:00:00Z,1160000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,out,[],1630195,,,1610612750,23,22,2021-12-22T02:00:00Z,1170000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,in,[],1630605,,,1610612750,23,22,2021-12-22T02:00:00Z,1180000,,,0,,SUB in: J. McLaughlin,[1630605],1610612742.0,DAL,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,in,[],1627774,,,1610612750,23,22,2021-12-22T02:00:00Z,1190000,,,0,,SUB in: J. Layman,[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,in,[],1626156,,,1610612750,23,22,2021-12-22T02:00:00Z,1200000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M44.00S,2021-12-22T01:57:07.5Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,23,22,2021-12-22T02:00:00Z,1210000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M36.00S,2021-12-22T02:00:12.2Z,1,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612750,23,22,2021-12-22T02:00:22Z,1220000,,,0,,M. Brown shooting personal FOUL (2 PF) (McLaughlin 2 FT),"[1629650, 1629162]",1610612742.0,DAL,shooting,,,Brown,M. Brown,,,,,,,,2715.0,2.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,
126,PT02M36.00S,2021-12-22T02:00:36.7Z,1,REGULAR,freethrow,1 of 2,[],1629162,,,1610612750,23,23,2021-12-22T02:00:36Z,1240000,,,0,,J. McLaughlin Free Throw 1 of 2 (1 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,
127,PT02M36.00S,2021-12-22T02:00:40.6Z,1,REGULAR,substitution,out,[],1629650,,,1610612750,23,23,2021-12-22T02:00:46Z,1250000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M36.00S,2021-12-22T02:00:40.6Z,1,REGULAR,substitution,in,[],1627737,,,1610612750,23,23,2021-12-22T02:00:46Z,1260000,,,0,,SUB in: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M36.00S,2021-12-22T02:00:59.6Z,1,REGULAR,freethrow,2 of 2,[],1629162,,,1610612750,23,23,2021-12-22T02:00:59Z,1270000,,,0,,MISS J. McLaughlin Free Throw 2 of 2,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,Missed,,,,,,,,,,,
130,PT02M33.00S,2021-12-22T02:01:02.0Z,1,REGULAR,rebound,defensive,[],1627737,,,1610612742,23,23,2021-12-22T02:01:02Z,1280000,,,0,,M. Chriss REBOUND (Off:0 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,
131,PT02M22.00S,2021-12-22T02:01:15.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627774,,,1610612742,23,23,2021-12-22T02:01:27Z,1290000,,,0,,J. Layman personal FOUL (1 PF) (Burke 2 FT),"[1627774, 203504]",1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,2715.0,1.0,0.0,Burke,203504.0,,,,,,,,,,,,,
133,PT02M22.00S,2021-12-22T02:01:40.8Z,1,REGULAR,freethrow,1 of 2,[],203504,,,1610612742,24,23,2021-12-22T02:01:40Z,1310000,,,0,,T. Burke Free Throw 1 of 2 (3 PTS),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,
134,PT02M22.00S,2021-12-22T02:01:59.2Z,1,REGULAR,freethrow,2 of 2,[],203504,,,1610612742,25,23,2021-12-22T02:01:59Z,1320000,,,0,,T. Burke Free Throw 2 of 2 (4 PTS),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,
135,PT02M15.00S,2021-12-22T02:02:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,7.046649145860711,49.50980392156863,1610612750,25,25,2021-12-22T02:02:13Z,1330000,2.0,14.0,1,left,J. McLaughlin cutting Layup (3 PTS) (D. Russell 5 AST),"[1629162, 1626156]",1610612750.0,MIN,cutting,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,1.39,Made,,,,,3.0,D. Russell,1626156.0,5.0,,,
137,PT02M15.00S,2021-12-22T02:02:13.1Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203504,,,1610612750,25,25,2021-12-22T02:02:20Z,1350000,,,0,,T. Burke shooting personal FOUL (2 PF) (McLaughlin 1 FT),"[203504, 1629162]",1610612742.0,DAL,shooting,,,Burke,T. Burke,,,,,,,,2715.0,2.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,
139,PT02M15.00S,2021-12-22T02:02:35.3Z,1,REGULAR,freethrow,1 of 1,[],1629162,,,1610612750,25,26,2021-12-22T02:02:35Z,1370000,,,0,,J. McLaughlin Free Throw 1 of 1 (4 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,
140,PT02M04.00S,2021-12-22T02:02:48.7Z,1,REGULAR,3pt,Jump Shot,[],1629033,72.22404730617609,81.86274509803921,1610612742,28,26,2021-12-22T02:02:54Z,1380000,159.0,209.0,1,right,T. Pinson 26' 3PT  (3 PTS) (T. Burke 3 AST),"[1629033, 203504]",1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,26.25,Made,,,,,3.0,T. Burke,203504.0,3.0,,,
142,PT01M54.00S,2021-12-22T02:03:00.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627737,,,1610612750,28,26,2021-12-22T02:03:09Z,1400000,,,0,,M. Chriss personal FOUL (1 PF) (Towns 2 FT),"[1627737, 1626157]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,202026.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,
144,PT01M54.00S,2021-12-22T02:03:34.4Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,28,27,2021-12-22T02:03:34Z,1420000,,,0,,K. Towns Free Throw 1 of 2 (11 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,Made,,,,,11.0,,,,,,
145,PT01M54.00S,2021-12-22T02:04:00.1Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,28,28,2021-12-22T02:04:00Z,1430000,,,0,,K. Towns Free Throw 2 of 2 (12 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,Made,,,,,12.0,,,,,,
146,PT01M43.00S,2021-12-22T02:04:13.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203504,91.80354796320631,53.67647058823529,1610612742,28,28,2021-12-22T02:04:19Z,1440000,18.0,25.0,1,right,MISS T. Burke driving Layup,[203504],1610612742.0,DAL,driving,,,Burke,T. Burke,,,,,,,,,,,,,3.06,Missed,,,,,,,,,,,
147,PT01M39.00S,2021-12-22T02:04:17.8Z,1,REGULAR,rebound,offensive,[],1627737,,,1610612742,28,28,2021-12-22T02:04:19Z,1450000,,,0,,M. Chriss REBOUND (Off:1 Def:1),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,146.0,2.0,1.0,1.0,,,,,,,
148,PT01M39.00S,2021-12-22T02:04:17.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627737,94.40999984741211,50.0,1610612742,30,28,2021-12-22T02:08:30Z,1460000,0.0,0.0,1,right,M. Chriss tip Layup (2 PTS),[1627737],1610612742.0,DAL,tip,,,Chriss,M. Chriss,,,,,,,,,,,,,0.0,Made,,,,,2.0,,,,,,
149,PT01M29.00S,2021-12-22T02:04:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,7.835085413929041,53.67647058823529,1610612750,30,30,2021-12-22T02:04:34Z,1470000,-18.0,21.0,1,left,D. Russell Layup (2 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,2.8,Made,,,,,2.0,,,,,,
150,PT01M21.00S,2021-12-22T02:04:35.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203504,91.5407358738502,44.36274509803921,1610612742,32,30,2021-12-22T02:04:40Z,1480000,-28.0,27.0,1,right,T. Burke Layup (6 PTS),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,3.9,Made,,,,,6.0,,,,,,
151,PT01M07.00S,2021-12-22T02:04:49.4Z,1,REGULAR,2pt,Jump Shot,[],1626156,24.26084099868594,31.372549019607842,1610612750,32,32,2021-12-22T02:04:59Z,1490000,93.0,176.0,1,left,D. Russell 19' step back Jump Shot (4 PTS),[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,,,,,,19.88,Made,,,,,4.0,,,,,,
152,PT00M57.50S,2021-12-22T02:05:00.0Z,1,REGULAR,3pt,Jump Shot,[],1629033,67.09921156373193,39.705882352941174,1610612742,32,32,2021-12-22T02:08:38Z,1500000,-51.0,257.0,1,right,MISS T. Pinson 26' step back 3PT,[1629033],1610612742.0,DAL,step back,,,Pinson,T. Pinson,,,,,,,,,,,,,26.19,Missed,,,,,,,,,,,
153,PT00M54.60S,2021-12-22T02:05:02.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,32,32,2021-12-22T02:05:05Z,1510000,,,0,,K. Towns REBOUND (Off:0 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,152.0,5.0,5.0,0.0,,,,,,,
154,PT00M49.60S,2021-12-22T02:05:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627774,5.995400788436268,50.49019607843137,1610612750,32,34,2021-12-22T02:05:14Z,1520000,-2.0,4.0,1,left,J. Layman alley-oop Layup (2 PTS) (J. McLaughlin 1 AST),"[1627774, 1629162]",1610612750.0,MIN,alley-oop,,,Layman,J. Layman,,,,,,,,,,,,,0.46,Made,,,,,2.0,J. McLaughlin,1629162.0,1.0,,,
156,PT00M49.60S,2021-12-22T02:05:13.2Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630605,,,1610612750,32,34,2021-12-22T02:05:30Z,1540000,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Layman 1 FT),"[1630605, 1627774]",1610612742.0,DAL,shooting,,,McLaughlin,J. McLaughlin,,,,,,,,1628951.0,1.0,0.0,Layman,1627774.0,,,,,,,,,,,,,
158,PT00M49.60S,2021-12-22T02:05:21.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612750,32,34,2021-12-22T02:06:49Z,1560000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M49.60S,2021-12-22T02:05:21.5Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,32,34,2021-12-22T02:06:49Z,1570000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M49.60S,2021-12-22T02:05:37.6Z,1,REGULAR,freethrow,1 of 1,[],1627774,,,1610612750,32,35,2021-12-22T02:05:37Z,1580000,,,0,,J. Layman Free Throw 1 of 1 (3 PTS),[1627774],1610612750.0,MIN,,,,Layman,J. Layman,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,
161,PT00M29.80S,2021-12-22T02:06:02.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,32,35,2021-12-22T02:06:02Z,1590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M25.90S,2021-12-22T02:06:18.0Z,1,REGULAR,2pt,Jump Shot,[],1627737,76.5604467805519,78.92156862745098,1610612742,34,35,2021-12-22T02:06:22Z,1600000,145.0,168.0,1,right,M. Chriss 22' Jump Shot (4 PTS) (T. Pinson 2 AST),"[1627737, 1629033]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,22.15,Made,,,,,4.0,T. Pinson,1629033.0,2.0,,,
164,PT00M03.60S,2021-12-22T02:06:44.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,27.151773981603156,18.137254901960784,1610612750,34,35,2021-12-22T02:06:52Z,1620000,159.0,203.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,25.78,Missed,,,,,,,,,,,
165,PT00M01.60S,2021-12-22T02:06:46.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,34,35,2021-12-22T02:06:52Z,1630000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,
166,PT00M01.60S,2021-12-22T02:06:50.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,34,35,2021-12-22T02:06:50Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M00.30S,2021-12-22T02:06:58.1Z,1,REGULAR,3pt,Jump Shot,[],1627737,54.61563731931669,88.97058823529412,1610612742,34,35,2021-12-22T02:07:07Z,1650000,195.0,374.0,1,right,MISS M. Chriss 42' 3PT,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,42.18,Missed,,,,,,,,,,,
168,PT00M00.10S,2021-12-22T02:06:58.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,34,35,2021-12-22T02:07:07Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,
169,PT00M00.00S,2021-12-22T02:07:06.0Z,1,REGULAR,period,end,[],0,,,1610612742,34,35,2021-12-22T02:07:06Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-22T02:09:03.9Z,2,REGULAR,substitution,out,['startperiod'],203504,,,1610612742,34,35,2021-12-22T02:09:41Z,1680000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-22T02:09:03.9Z,2,REGULAR,substitution,out,['startperiod'],1630605,,,1610612742,34,35,2021-12-22T02:09:41Z,1690000,,,0,,SUB out: J. McLaughlin,[1630605],1610612742.0,DAL,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-22T02:09:03.9Z,2,REGULAR,substitution,out,['startperiod'],1627737,,,1610612742,34,35,2021-12-22T02:09:41Z,1700000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-22T02:09:03.9Z,2,REGULAR,substitution,in,['startperiod'],1626246,,,1610612742,34,35,2021-12-22T02:09:41Z,1710000,,,0,,SUB in: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-12-22T02:09:03.9Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612742,34,35,2021-12-22T02:09:41Z,1720000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-12-22T02:09:03.9Z,2,REGULAR,substitution,in,['startperiod'],1628425,,,1610612742,34,35,2021-12-22T02:09:41Z,1730000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-12-22T02:09:52.7Z,2,REGULAR,period,start,[],0,,,1610612742,34,35,2021-12-22T02:09:52Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M43.00S,2021-12-22T02:10:09.3Z,2,REGULAR,3pt,Jump Shot,[],1628973,69.20170827858082,72.54901960784314,1610612742,34,35,2021-12-22T02:10:14Z,1750000,113.0,237.0,1,right,MISS J. Brunson 26' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,26.24,Missed,,,,,,,,,,,
178,PT11M40.00S,2021-12-22T02:10:12.3Z,2,REGULAR,rebound,offensive,[],1628425,,,1610612742,34,35,2021-12-22T02:10:14Z,1760000,,,0,,S. Brown REBOUND (Off:1 Def:1),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,177.0,2.0,1.0,1.0,,,,,,,
179,PT11M34.00S,2021-12-22T02:10:19.8Z,2,REGULAR,foul,personal,['2freethrow'],1627774,,,1610612742,34,35,2021-12-22T02:10:43Z,1770000,,,0,,J. Layman shooting personal FOUL (2 PF) (Marjanovic 2 FT),"[1627774, 1626246]",1610612750.0,MIN,shooting,,,Layman,J. Layman,,,,,,,,1628951.0,2.0,0.0,Marjanovic,1626246.0,,,,,,,,,,,,,
181,PT11M34.00S,2021-12-22T02:10:49.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626246,,,1610612742,35,35,2021-12-22T02:11:09Z,1790000,,,0,,B. Marjanovic Free Throw 1 of 2 (1 PTS),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,
182,PT11M34.00S,2021-12-22T02:10:49.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626246,,,1610612742,35,35,2021-12-22T02:11:09Z,1800000,,,0,,MISS B. Marjanovic Free Throw 2 of 2,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,Missed,,,,,,,,,,,
183,PT11M31.00S,2021-12-22T02:10:52.9Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,35,35,2021-12-22T02:11:09Z,1810000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,
184,PT11M15.00S,2021-12-22T02:11:23.3Z,2,REGULAR,2pt,Jump Shot,[],1626156,21.681997371879106,65.21905637254902,1610612750,35,35,2021-12-22T02:11:30Z,1820000,-76.0,151.0,1,left,MISS D. Russell 16' step back Shot,[1626156],1610612750.0,MIN,step back,,,Russell,D. Russell,,,,,,,,,,,,,16.94,Missed,,,,,,,,,,,
185,PT11M11.00S,2021-12-22T02:11:27.3Z,2,REGULAR,rebound,defensive,[],1629033,,,1610612742,35,35,2021-12-22T02:11:30Z,1830000,,,0,,T. Pinson REBOUND (Off:0 Def:1),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,184.0,1.0,1.0,0.0,,,,,,,
186,PT11M01.00S,2021-12-22T02:11:36.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626246,90.09526938239159,48.03921568627451,1610612742,35,35,2021-12-22T02:11:49Z,1840000,-10.0,41.0,1,right,MISS B. Marjanovic turnaround Shot,[1626246],1610612742.0,DAL,turnaround,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,4.18,Missed,,,,,,,,,,,
187,PT10M59.00S,2021-12-22T02:11:38.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,35,35,2021-12-22T02:11:49Z,1850000,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,
188,PT10M58.00S,2021-12-22T02:11:42.5Z,2,REGULAR,foul,personal,[],1626246,,,1610612750,35,35,2021-12-22T02:11:45Z,1860000,,,0,,B. Marjanovic take personal FOUL (1 PF),"[1626246, 1629675]",1610612742.0,DAL,take,,,Marjanovic,B. Marjanovic,,,,,,,,2715.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,
