actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
273,PT05M20.00S,2021-12-22T02:24:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627827,93.51182654402102,50.245098039215684,1610612742,48,42,2021-12-22T02:24:15Z,2710000,1.0,8.0,1,right,D. Finney-Smith driving reverse Layup (2 PTS) (F. Ntilikina 2 AST),"[1627827, 1628373]",1610612742.0,DAL,driving reverse,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,0.86,Made,,,,,2.0,F. Ntilikina,1628373.0,2.0,,,
275,PT05M09.00S,2021-12-22T02:24:22.1Z,2,REGULAR,turnover,bad pass,[],1630195,,,1610612750,48,42,2021-12-22T02:24:26Z,2730000,,,0,,L. Bolmaro bad pass TURNOVER (1 TO),"[1630195, 1629033]",1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,1.0,Pinson,1629033.0,,,,,,,,,,,,,,,,,,
276,PT05M09.00S,2021-12-22T02:24:22.1Z,2,REGULAR,steal,,[],1629033,,,1610612742,48,42,2021-12-22T02:24:23Z,2740000,,,0,,T. Pinson STEAL (2 STL),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M05.00S,2021-12-22T02:24:26.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627827,91.40932982917214,52.450980392156865,1610612742,50,42,2021-12-22T02:24:32Z,2750000,12.0,28.0,1,right,D. Finney-Smith running DUNK (4 PTS) (T. Pinson 3 AST),"[1627827, 1629033]",1610612742.0,DAL,running,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,3.09,Made,,,,,4.0,T. Pinson,1629033.0,3.0,,,
279,PT05M05.00S,2021-12-22T02:24:31.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,50,42,2021-12-22T02:24:31Z,2770000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M05.00S,2021-12-22T02:25:36.3Z,2,REGULAR,substitution,out,[],1630195,,,1610612750,50,42,2021-12-22T02:27:02Z,2780000,,,0,,SUB out: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M05.00S,2021-12-22T02:25:36.3Z,2,REGULAR,substitution,in,[],1629162,,,1610612750,50,42,2021-12-22T02:27:02Z,2790000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M47.00S,2021-12-22T02:27:41.3Z,2,REGULAR,turnover,bad pass,[],1629669,,,1610612750,50,42,2021-12-22T02:27:57Z,2800000,,,0,,J. Nowell bad pass TURNOVER (1 TO),"[1629669, 1627827]",1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,1.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,,,
283,PT04M47.00S,2021-12-22T02:27:41.3Z,2,REGULAR,steal,,[],1627827,,,1610612742,50,42,2021-12-22T02:27:43Z,2810000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M34.00S,2021-12-22T02:27:53.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203939,95.3515111695138,20.833333333333336,1610612742,50,42,2021-12-22T02:28:00Z,2820000,-146.0,-9.0,1,right,MISS D. Powell 14' Jump Shot,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,14.61,Missed,,,,,,,,,,,
285,PT04M32.00S,2021-12-22T02:27:55.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,50,42,2021-12-22T02:28:10Z,2830000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,284.0,,,,,,,,,,
286,PT04M32.00S,2021-12-22T02:27:59.8Z,2,REGULAR,foul,personal,[],1627827,,,1610612750,50,42,2021-12-22T02:28:13Z,2840000,,,0,,D. Finney-Smith loose ball personal FOUL (1 PF),"[1627827, 1629669]",1610612742.0,DAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,,,,2715.0,1.0,0.0,Nowell,1629669.0,,,,,,,,,,,,,
288,PT04M32.00S,2021-12-22T02:28:10.2Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,50,42,2021-12-22T02:28:15Z,2860000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M32.00S,2021-12-22T02:28:10.2Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,50,42,2021-12-22T02:28:15Z,2870000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M19.00S,2021-12-22T02:28:30.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,21.107095926412615,91.66666666666666,1610612750,50,42,2021-12-22T02:33:04Z,2880000,-208.0,146.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,25.43,Missed,,,,,,,,,,,
291,PT04M17.00S,2021-12-22T02:28:32.4Z,2,REGULAR,rebound,offensive,[],1630183,,,1610612750,50,42,2021-12-22T02:28:37Z,2890000,,,0,,J. McDaniels REBOUND (Off:1 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,290.0,4.0,3.0,1.0,,,,,,,
292,PT04M14.00S,2021-12-22T02:28:35.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,24.52365308804205,13.970588235294118,1610612750,50,42,2021-12-22T02:28:39Z,2900000,180.0,178.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,25.32,Missed,,,,,,,,,,,
293,PT04M11.00S,2021-12-22T02:28:38.7Z,2,REGULAR,rebound,defensive,[],1629033,,,1610612742,50,42,2021-12-22T02:28:39Z,2910000,,,0,,T. Pinson REBOUND (Off:0 Def:3),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,292.0,3.0,3.0,0.0,,,,,,,
294,PT03M52.00S,2021-12-22T02:28:57.3Z,2,REGULAR,3pt,Jump Shot,[],1629033,68.15045992115637,25.735294117647058,1610612742,50,42,2021-12-22T02:29:01Z,2920000,-121.0,247.0,1,right,MISS T. Pinson 27' 3PT,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,27.51,Missed,,,,,,,,,,,
295,PT03M50.00S,2021-12-22T02:28:59.3Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,50,42,2021-12-22T02:28:59Z,2930000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,294.0,1.0,1.0,0.0,,,,,,,
296,PT03M41.00S,2021-12-22T02:29:07.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,26.49474375821288,78.67647058823529,1610612750,50,45,2021-12-22T02:29:12Z,2940000,-143.0,197.0,1,left,M. Beasley 24' 3PT  (11 PTS) (K. Towns 2 AST),"[1627736, 1626157]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,24.33,Made,,,,,11.0,K. Towns,1626157.0,2.0,,,
298,PT03M16.00S,2021-12-22T02:29:33.0Z,2,REGULAR,3pt,Jump Shot,[],203504,66.44218134034165,62.99019607843137,1610612742,50,45,2021-12-22T02:29:40Z,2960000,65.0,263.0,1,right,MISS T. Burke 27' pullup 3PT,[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,,,,,,,,,27.08,Missed,,,,,,,,,,,
299,PT03M15.00S,2021-12-22T02:29:34.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,50,45,2021-12-22T02:29:40Z,2970000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,
300,PT03M15.00S,2021-12-22T02:29:40.4Z,2,REGULAR,foul,personal,[],1630183,,,1610612742,50,45,2021-12-22T02:30:01Z,2980000,,,0,,J. McDaniels loose ball personal FOUL (2 PF),"[1630183, 203939]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,,,,2715.0,2.0,0.0,Powell,203939.0,,,,,,,,,,,,,
302,PT03M15.00S,2021-12-22T02:29:51.1Z,2,REGULAR,substitution,out,[],203504,,,1610612742,50,45,2021-12-22T02:30:03Z,3000000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M15.00S,2021-12-22T02:29:51.1Z,2,REGULAR,substitution,out,[],1628373,,,1610612742,50,45,2021-12-22T02:30:03Z,3010000,,,0,,SUB out: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M15.00S,2021-12-22T02:29:51.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612742,50,45,2021-12-22T02:30:03Z,3020000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M15.00S,2021-12-22T02:29:51.1Z,2,REGULAR,substitution,in,[],1628425,,,1610612742,50,45,2021-12-22T02:30:03Z,3030000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M10.00S,2021-12-22T02:30:08.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628425,91.27792378449409,53.18627450980392,1610612742,50,45,2021-12-22T02:30:13Z,3040000,16.0,29.0,1,right,MISS S. Brown cutting Layup,[1628425],1610612742.0,DAL,cutting,,,Brown,S. Brown,,,,,,,,,,,,,3.35,Missed,,,,,,,,,,,
307,PT03M08.00S,2021-12-22T02:30:10.4Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,50,45,2021-12-22T02:30:19Z,3050000,,,0,,D. Powell REBOUND (Off:4 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,306.0,5.0,1.0,4.0,,,,,,,
308,PT03M07.00S,2021-12-22T02:30:11.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203939,94.40999984741211,50.0,1610612742,52,45,2021-12-22T02:30:59Z,3060000,0.0,0.0,1,right,D. Powell tip DUNK (9 PTS),[203939],1610612742.0,DAL,tip,,,Powell,D. Powell,,,,,,,,,,,,,0.0,Made,,,,,9.0,,,,,,
309,PT02M54.00S,2021-12-22T02:30:24.4Z,2,REGULAR,3pt,Jump Shot,[],1629162,15.982260183968464,95.09803921568627,1610612750,52,45,2021-12-22T02:30:29Z,3070000,-225.0,98.0,1,left,MISS J. McLaughlin 24' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,24.58,Missed,,,,,,,,,,,
310,PT02M51.00S,2021-12-22T02:30:27.4Z,2,REGULAR,rebound,defensive,[],203939,,,1610612742,52,45,2021-12-22T02:30:29Z,3080000,,,0,,D. Powell REBOUND (Off:4 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,309.0,6.0,2.0,4.0,,,,,,,
311,PT02M35.00S,2021-12-22T02:30:43.6Z,2,REGULAR,2pt,Jump Shot,[],1628973,76.2976346911958,60.78431372549019,1610612742,54,45,2021-12-22T02:31:31Z,3090000,54.0,170.0,1,right,J. Brunson 17' pullup Jump Shot (13 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,,,,17.86,Made,,,,,13.0,,,,,,
312,PT02M20.00S,2021-12-22T02:30:58.1Z,2,REGULAR,3pt,Jump Shot,[],1627736,24.917871222076215,13.725490196078432,1610612750,54,48,2021-12-22T02:31:02Z,3100000,181.0,182.0,1,left,M. Beasley 25' 3PT  (14 PTS) (D. Russell 8 AST),"[1627736, 1626156]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,25.68,Made,,,,,14.0,D. Russell,1626156.0,8.0,,,
314,PT02M03.00S,2021-12-22T02:31:17.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,54,48,2021-12-22T02:31:17Z,3120000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M55.00S,2021-12-22T02:31:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.3646517739816,46.568627450980394,1610612742,56,48,2021-12-22T02:31:39Z,3130000,-17.0,85.0,1,right,J. Brunson 8' driving floating Jump Shot (15 PTS),[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,,,,8.68,Made,,,,,15.0,,,,,,
316,PT01M55.00S,2021-12-22T02:31:36.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626156,,,1610612742,56,48,2021-12-22T02:31:44Z,3140000,,,0,,D. Russell shooting personal FOUL (2 PF) (Brunson 1 FT),"[1626156, 1628973]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,,,,1628951.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,
318,PT01M55.00S,2021-12-22T02:32:07.1Z,2,REGULAR,freethrow,1 of 1,[],1628973,,,1610612742,56,48,2021-12-22T02:32:07Z,3160000,,,0,,MISS J. Brunson Free Throw 1 of 1,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Missed,,,,,,,,,,,
319,PT01M53.00S,2021-12-22T02:32:08.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,56,48,2021-12-22T02:32:08Z,3170000,,,0,,K. Towns REBOUND (Off:0 Def:8),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,318.0,8.0,8.0,0.0,,,,,,,
320,PT01M46.00S,2021-12-22T02:32:15.2Z,2,REGULAR,turnover,lost ball,[],1626157,,,1610612750,56,48,2021-12-22T02:32:20Z,3180000,,,0,,K. Towns lost ball TURNOVER (3 TO),"[1626157, 1629033]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,3.0,Pinson,1629033.0,,,,,,,,,,,,,,,,,,
321,PT01M46.00S,2021-12-22T02:32:15.2Z,2,REGULAR,steal,,[],1629033,,,1610612742,56,48,2021-12-22T02:32:17Z,3190000,,,0,,T. Pinson STEAL (3 STL),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M43.00S,2021-12-22T02:32:18.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629033,94.43166885676742,51.225490196078425,1610612742,58,48,2021-12-22T02:32:25Z,3200000,6.0,0.0,1,right,T. Pinson running DUNK (5 PTS),[1629033],1610612742.0,DAL,running,,,Pinson,T. Pinson,,,,,,,,,,,,,0.61,Made,,,,,5.0,,,,,,
323,PT01M28.00S,2021-12-22T02:32:32.9Z,2,REGULAR,3pt,Jump Shot,[],1626156,23.866622864651774,87.25490196078431,1610612750,58,48,2021-12-22T02:32:37Z,3210000,-186.0,172.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,,,,,,,,,25.34,Missed,,,,,,,,,,,
324,PT01M25.00S,2021-12-22T02:32:35.9Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612742,58,48,2021-12-22T02:32:37Z,3220000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,323.0,2.0,2.0,0.0,,,,,,,
325,PT01M10.00S,2021-12-22T02:32:51.7Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1626156,,,1610612742,58,48,2021-12-22T02:33:00Z,3230000,,,0,,D. Russell shooting personal FOUL (3 PF) (Brunson 3 FT),"[1626156, 1628973]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,,,,1628951.0,3.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,
327,PT01M10.00S,2021-12-22T02:33:27.3Z,2,REGULAR,freethrow,1 of 3,[],1628973,,,1610612742,59,48,2021-12-22T02:34:12Z,3250000,,,0,,J. Brunson Free Throw 1 of 3 (16 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Made,,,,,16.0,,,,,,
328,PT01M10.00S,2021-12-22T02:33:27.3Z,2,REGULAR,freethrow,2 of 3,[],1628973,,,1610612742,59,48,2021-12-22T02:34:12Z,3260000,,,0,,MISS J. Brunson Free Throw 2 of 3,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Missed,,,,,,,,,,,
329,PT01M10.00S,2021-12-22T02:33:27.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,59,48,2021-12-22T02:34:12Z,3270000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,328.0,,,,,,,,,,
330,PT01M10.00S,2021-12-22T02:33:45.5Z,2,REGULAR,substitution,out,[],1626156,,,1610612742,59,48,2021-12-22T02:33:49Z,3280000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT01M10.00S,2021-12-22T02:33:45.5Z,2,REGULAR,substitution,in,[],1629675,,,1610612742,59,48,2021-12-22T02:33:49Z,3290000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M10.00S,2021-12-22T02:33:27.3Z,2,REGULAR,freethrow,3 of 3,[],1628973,,,1610612742,59,48,2021-12-22T02:34:12Z,3300000,,,0,,MISS J. Brunson Free Throw 3 of 3,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,Missed,,,,,,,,,,,
333,PT01M06.00S,2021-12-22T02:33:31.3Z,2,REGULAR,rebound,offensive,[],1628425,,,1610612742,59,48,2021-12-22T02:34:12Z,3310000,,,0,,S. Brown REBOUND (Off:2 Def:4),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,332.0,6.0,4.0,2.0,,,,,,,
334,PT00M55.30S,2021-12-22T02:34:22.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,67.09921156373193,45.83333333333333,1610612742,59,48,2021-12-22T02:34:29Z,3320000,-21.0,257.0,1,right,MISS J. Brunson 25' step back 3PT,[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,,,,,,,,,25.76,Missed,,,,,,,,,,,
335,PT00M52.60S,2021-12-22T02:34:25.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,59,48,2021-12-22T02:34:29Z,3330000,,,0,,K. Towns REBOUND (Off:0 Def:9),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,334.0,9.0,9.0,0.0,,,,,,,
336,PT00M34.10S,2021-12-22T02:34:46.1Z,2,REGULAR,foul,personal,[],203939,,,1610612750,59,48,2021-12-22T02:35:05Z,3340000,,,0,,D. Powell personal FOUL (1 PF),"[203939, 1626157]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,202026.0,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,
338,PT00M32.00S,2021-12-22T02:35:03.5Z,2,REGULAR,2pt,Jump Shot,[],1626157,21.895532194480946,74.26470588235294,1610612750,59,48,2021-12-22T02:36:12Z,3360000,-121.0,153.0,1,left,MISS K. Towns 19' fadeaway Shot,[1626157],1610612750.0,MIN,fadeaway,,,Towns,K. Towns,,,,,,,,,,,,,19.55,Missed,,,,,,,,,,,
339,PT00M28.80S,2021-12-22T02:35:06.7Z,2,REGULAR,rebound,defensive,[],1628425,,,1610612742,59,48,2021-12-22T02:35:08Z,3370000,,,0,,S. Brown REBOUND (Off:2 Def:5),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,338.0,7.0,5.0,2.0,,,,,,,
340,PT00M10.20S,2021-12-22T02:35:26.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612742,59,48,2021-12-22T02:35:32Z,3380000,,,0,,M. Beasley shooting personal FOUL (3 PF) (Pinson 2 FT),"[1627736, 1629033]",1610612750.0,MIN,shooting,,,Beasley,M. Beasley,,,,,,,,2715.0,3.0,0.0,Pinson,1629033.0,,,,,,,,,,,,,
342,PT00M10.20S,2021-12-22T02:35:49.0Z,2,REGULAR,freethrow,1 of 2,[],1629033,,,1610612742,60,48,2021-12-22T02:35:49Z,3400000,,,0,,T. Pinson Free Throw 1 of 2 (6 PTS),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,Made,,,,,6.0,,,,,,
343,PT00M10.20S,2021-12-22T02:35:51.7Z,2,REGULAR,substitution,out,[],1628973,,,1610612742,60,48,2021-12-22T02:35:57Z,3410000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M10.20S,2021-12-22T02:35:51.7Z,2,REGULAR,substitution,in,[],1628373,,,1610612742,60,48,2021-12-22T02:35:57Z,3420000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M10.20S,2021-12-22T02:36:07.2Z,2,REGULAR,freethrow,2 of 2,[],1629033,,,1610612742,61,48,2021-12-22T02:36:07Z,3430000,,,0,,T. Pinson Free Throw 2 of 2 (7 PTS),[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,Made,,,,,7.0,,,,,,
346,PT00M00.00S,2021-12-22T02:36:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,18.610381077529567,38.48039215686275,1610612750,61,50,2021-12-22T02:37:09Z,3440000,58.0,122.0,1,left,M. Beasley 13' driving floating Jump Shot (16 PTS) (K. Towns 3 AST),"[1627736, 1626157]",1610612750.0,MIN,driving floating,,,Beasley,M. Beasley,,,,,,,,,,,,,13.53,Made,,,,,16.0,K. Towns,1626157.0,3.0,,,
348,PT00M00.00S,2021-12-22T02:36:51.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612742,61,50,2021-12-22T02:37:28Z,3460000,,,0,,,[],,,support,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,,,,End Period - Good Basket
349,PT00M00.00S,2021-12-22T02:37:31.1Z,2,REGULAR,period,end,[],0,,,1610612742,61,50,2021-12-22T02:37:31Z,3470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-12-22T02:51:13.6Z,3,REGULAR,substitution,out,['startperiod'],1629033,,,1610612742,61,50,2021-12-22T02:51:55Z,3480000,,,0,,SUB out: T. Pinson,[1629033],1610612742.0,DAL,,,,Pinson,T. Pinson,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-12-22T02:51:13.6Z,3,REGULAR,substitution,out,['startperiod'],1629162,,,1610612742,61,50,2021-12-22T02:51:55Z,3490000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-12-22T02:51:13.6Z,3,REGULAR,substitution,in,['startperiod'],1628973,,,1610612742,61,50,2021-12-22T02:51:55Z,3500000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-12-22T02:51:13.6Z,3,REGULAR,substitution,in,['startperiod'],1626156,,,1610612742,61,50,2021-12-22T02:51:55Z,3510000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-12-22T02:51:51.3Z,3,REGULAR,period,start,[],0,,,1610612742,61,50,2021-12-22T02:51:56Z,3520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-12-22T02:51:59.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612742,61,50,2021-12-22T02:52:14Z,3525000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT11M42.00S,2021-12-22T02:52:08.5Z,3,REGULAR,2pt,Jump Shot,[],1628973,7.178055190538765,73.0392156862745,1610612742,63,50,2021-12-22T02:52:15Z,3530000,-115.0,15.0,1,left,J. Brunson 11' driving floating bank Jump Shot (18 PTS) (D. Powell 1 AST),"[1628973, 203939]",1610612742.0,DAL,driving floating bank,,,Brunson,J. Brunson,,,,,,,,,,,,,11.62,Made,,,,,18.0,D. Powell,203939.0,1.0,,,
358,PT11M26.00S,2021-12-22T02:52:24.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,91.67214191852825,55.63725490196079,1610612750,63,52,2021-12-22T02:52:33Z,3550000,28.0,26.0,1,right,K. Towns driving bank Hook (17 PTS) (J. McDaniels 2 AST),"[1626157, 1630183]",1610612750.0,MIN,driving bank,,,Towns,K. Towns,,,,,,,,,,,,,3.82,Made,,,,,17.0,J. McDaniels,1630183.0,2.0,,,
360,PT11M04.00S,2021-12-22T02:52:46.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,7.703679369250986,48.77450980392157,1610612742,65,52,2021-12-22T02:52:52Z,3570000,6.0,20.0,1,left,D. Powell cutting DUNK (11 PTS) (D. Finney-Smith 2 AST),"[203939, 1627827]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,,,,,,,,,2.08,Made,,,,,11.0,D. Finney-Smith,1627827.0,2.0,,,
362,PT10M48.00S,2021-12-22T02:53:02.8Z,3,REGULAR,turnover,bad pass,[],1626157,,,1610612750,65,52,2021-12-22T02:53:05Z,3590000,,,0,,K. Towns bad pass TURNOVER (4 TO),"[1626157, 1627827]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,4.0,Finney-Smith,1627827.0,,,,,,,,,,,,,,,,,,
