actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT03M28.00S,2022-02-13T02:00:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202704,92.32917214191852,50.0,1610612746,22,19,2022-02-13T02:00:43Z,920000,0.0,20.0,1,right,R. Jackson cutting finger roll Layup (7 PTS) (T. Mann 2 AST),"[202704, 1629611]",1610612746.0,LAC,cutting finger roll,,,Jackson,R. Jackson,,,,,1.96,Made,7.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,,
94,PT03M19.00S,2022-02-13T02:00:47.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,34.11629434954008,41.42156862745098,1610612742,22,19,2022-02-13T02:00:52Z,940000,43.0,268.0,1,left,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
95,PT03M15.00S,2022-02-13T02:00:51.2Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,22,19,2022-02-13T02:00:52Z,950000,,,0,,T. Mann REBOUND (Off:0 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,,,,
96,PT03M05.00S,2022-02-13T02:01:01.0Z,1,REGULAR,3pt,Jump Shot,[],202704,65.65374507227332,51.71568627450981,1610612746,22,19,2022-02-13T02:01:13Z,960000,9.0,270.0,1,right,MISS R. Jackson 27' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M01.00S,2022-02-13T02:01:05.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,22,19,2022-02-13T02:01:13Z,970000,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,96.0,3.0,2.0,1.0,,,,,,,,,,,
98,PT02M58.00S,2022-02-13T02:01:07.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202694,87.20433639947439,60.5392156862745,1610612746,22,19,2022-02-13T02:01:16Z,980000,53.0,68.0,1,right,MISS M. Morris Sr. 8' fadeaway Shot,[202694],1610612746.0,LAC,fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,8.59,Missed,,,,,,,,,,,,,,,,,,,
99,PT02M56.00S,2022-02-13T02:01:09.7Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,22,19,2022-02-13T02:01:16Z,990000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,98.0,4.0,3.0,1.0,,,,,,,,,,,
100,PT02M53.00S,2022-02-13T02:01:12.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,73.53810775295663,15.931372549019606,1610612746,22,19,2022-02-13T02:01:20Z,1000000,-170.0,196.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
101,PT02M51.00S,2022-02-13T02:01:14.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,22,19,2022-02-13T02:01:20Z,1010000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,100.0,5.0,5.0,0.0,,,,,,,,,,,
102,PT02M46.00S,2022-02-13T02:01:19.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629029,14.931011826544022,58.08823529411765,1610612742,22,19,2022-02-13T02:01:26Z,1020000,-40.0,88.0,1,left,MISS L. Doncic 9' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,9.67,Missed,,,,,,,,,,,,,,,,,,,
103,PT02M42.00S,2022-02-13T02:01:23.9Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,22,19,2022-02-13T02:01:26Z,1030000,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,102.0,5.0,4.0,1.0,,,,,,,,,,,
104,PT02M38.00S,2022-02-13T02:01:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629611,93.11760840998686,50.245098039215684,1610612746,22,21,2022-02-13T02:01:33Z,1040000,1.0,12.0,1,right,T. Mann running finger roll Layup (4 PTS),[1629611],1610612746.0,LAC,running finger roll,,,Mann,T. Mann,,,,,1.23,Made,4.0,,,,,,,,,,,,,,,,,,
105,PT02M19.00S,2022-02-13T02:01:46.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,17.296320630749015,57.84313725490197,1610612742,22,21,2022-02-13T02:01:51Z,1050000,-39.0,110.0,1,left,MISS L. Doncic 11' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,11.69,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M15.00S,2022-02-13T02:01:50.6Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,22,21,2022-02-13T02:02:46Z,1060000,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,105.0,3.0,3.0,0.0,,,,,,,,,,,
107,PT02M12.00S,2022-02-13T02:01:53.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202694,76.69185282522996,12.009803921568627,1610612746,22,21,2022-02-13T02:17:10Z,1070000,-190.0,167.0,1,right,MISS M. Morris Sr. 25' running 3PT,[202694],1610612746.0,LAC,running,,,Morris Sr.,M. Morris Sr.,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M09.00S,2022-02-13T02:01:56.5Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,22,21,2022-02-13T02:02:07Z,1080000,,,0,,L. Doncic REBOUND (Off:0 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,107.0,6.0,6.0,0.0,,,,,,,,,,,
109,PT01M59.00S,2022-02-13T02:02:08.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,19.530223390275953,57.59803921568627,1610612742,24,21,2022-02-13T02:02:22Z,1090000,-38.0,131.0,1,left,L. Doncic 13' pullup Jump Shot (7 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,13.65,Made,7.0,,,,,,,,,,,,,,,,,,
110,PT01M59.00S,2022-02-13T02:02:12.1Z,1,REGULAR,foul,personal,['1freethrow'],1628379,,,1610612742,24,21,2022-02-13T02:03:21Z,1100000,,,0,,L. Kennard shooting personal FOUL (1 PF) (Doncic 1 FT),"[1628379, 1629029]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,,,,,,,,,,,200832.0,1.0,0.0,Doncic,1629029.0,,,,,,
112,PT01M59.00S,2022-02-13T02:02:28.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,24,21,2022-02-13T02:02:46Z,1120000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M59.00S,2022-02-13T02:03:28.6Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,24,21,2022-02-13T02:05:09Z,1130000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M59.00S,2022-02-13T02:03:28.6Z,1,REGULAR,substitution,out,[],1629611,,,1610612742,24,21,2022-02-13T02:05:09Z,1140000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M59.00S,2022-02-13T02:03:28.6Z,1,REGULAR,substitution,out,[],1627826,,,1610612742,24,21,2022-02-13T02:05:09Z,1150000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M59.00S,2022-02-13T02:03:28.6Z,1,REGULAR,substitution,in,[],203493,,,1610612742,24,21,2022-02-13T02:05:09Z,1160000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M59.00S,2022-02-13T02:03:28.6Z,1,REGULAR,substitution,in,[],1629599,,,1610612742,24,21,2022-02-13T02:05:09Z,1170000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M59.00S,2022-02-13T02:03:28.6Z,1,REGULAR,substitution,in,[],1628392,,,1610612742,24,21,2022-02-13T02:05:09Z,1180000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M59.00S,2022-02-13T02:05:37.5Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,25,21,2022-02-13T02:05:37Z,1190000,,,0,,L. Doncic Free Throw 1 of 1 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
120,PT01M43.00S,2022-02-13T02:05:55.5Z,1,REGULAR,3pt,Jump Shot,[],1629599,78.9257555847569,89.70588235294117,1610612746,25,21,2022-02-13T02:06:04Z,1200000,199.0,146.0,1,right,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M39.00S,2022-02-13T02:05:59.5Z,1,REGULAR,rebound,offensive,[],1629599,,,1610612746,25,21,2022-02-13T02:06:04Z,1210000,,,0,,A. Coffey REBOUND (Off:1 Def:0),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,,
122,PT01M38.00S,2022-02-13T02:05:59.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629599,76.69185282522996,69.36274509803921,1610612746,25,21,2022-02-13T02:06:07Z,1220000,97.0,167.0,1,right,MISS A. Coffey 19' Jump Shot,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,19.27,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M37.00S,2022-02-13T02:06:00.9Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,25,21,2022-02-13T02:06:07Z,1230000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,,,,
124,PT01M37.00S,2022-02-13T02:06:08.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612742,25,21,2022-02-13T02:06:08Z,1240000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M37.00S,2022-02-13T02:06:09.3Z,1,REGULAR,substitution,out,[],203504,,,1610612742,25,21,2022-02-13T02:07:31Z,1250000,,,0,,SUB out: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M37.00S,2022-02-13T02:06:09.3Z,1,REGULAR,substitution,in,[],1628373,,,1610612742,25,21,2022-02-13T02:07:31Z,1260000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M16.00S,2022-02-13T02:07:59.3Z,1,REGULAR,turnover,lost ball,[],1629029,,,1610612742,25,21,2022-02-13T02:08:09Z,1270000,,,0,,L. Doncic lost ball TURNOVER (2 TO),"[1629029, 202694]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,2.0,Morris Sr.,202694.0,,
128,PT01M16.00S,2022-02-13T02:07:59.3Z,1,REGULAR,steal,,[],202694,,,1610612746,25,21,2022-02-13T02:08:01Z,1280000,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M09.00S,2022-02-13T02:08:05.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628379,75.1149802890933,86.76470588235294,1610612746,25,21,2022-02-13T02:08:23Z,1290000,184.0,181.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M06.00S,2022-02-13T02:08:08.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,25,21,2022-02-13T02:08:23Z,1300000,,,0,,L. Doncic REBOUND (Off:0 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,129.0,7.0,7.0,0.0,,,,,,,,,,,
131,PT01M02.00S,2022-02-13T02:08:12.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630182,8.09789750328515,53.18627450980392,1610612742,25,21,2022-02-13T02:08:21Z,1310000,-16.0,24.0,1,left,MISS J. Green running Layup - blocked,"[1630182, 202704]",1610612742.0,DAL,running,,,Green,J. Green,,,,,2.85,Missed,,,,,,,,,,,,,,,,,,Jackson,202704.0
141,PT01M02.00S,2022-02-13T02:08:12.7Z,1,REGULAR,block,,[],202704,,,1610612742,25,21,2022-02-13T02:09:38Z,1315000,,,0,,R. Jackson BLOCK (1 BLK),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M01.00S,2022-02-13T02:08:13.7Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,25,21,2022-02-13T02:09:38Z,1320000,,,0,,A. Coffey REBOUND (Off:1 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,131.0,2.0,1.0,1.0,,,,,,,,,,,
133,PT00M51.30S,2022-02-13T02:08:24.3Z,1,REGULAR,2pt,Jump Shot,[],202694,77.08607095926413,59.80392156862745,1610612746,25,23,2022-02-13T02:23:15Z,1330000,49.0,163.0,1,right,M. Morris Sr. 17' turnaround fadeaway Jump Shot (10 PTS) (R. Jackson 2 AST),"[202694, 202704]",1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,17.01,Made,10.0,R. Jackson,202704.0,2.0,,,,,,,,,,,,,,,
135,PT00M32.20S,2022-02-13T02:08:51.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612742,25,23,2022-02-13T02:09:08Z,1350000,,,0,,L. Kennard personal FOUL (2 PF) (Doncic 2 FT),"[1628379, 1629029]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,200832.0,2.0,0.0,Doncic,1629029.0,,,,,,
137,PT00M32.20S,2022-02-13T02:09:19.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,25,23,2022-02-13T02:09:19Z,1370000,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M32.20S,2022-02-13T02:09:19.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,25,23,2022-02-13T02:09:19Z,1380000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,
139,PT00M32.20S,2022-02-13T02:09:19.8Z,1,REGULAR,substitution,out,[],1628379,,,1610612742,25,23,2022-02-13T02:09:24Z,1390000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M32.20S,2022-02-13T02:09:19.8Z,1,REGULAR,substitution,in,[],203496,,,1610612742,25,23,2022-02-13T02:09:24Z,1400000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M32.20S,2022-02-13T02:09:38.3Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,26,23,2022-02-13T02:09:38Z,1410000,,,0,,L. Doncic Free Throw 2 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
143,PT00M14.60S,2022-02-13T02:09:58.6Z,1,REGULAR,3pt,Jump Shot,[],203496,71.69842312746385,19.362745098039216,1610612746,26,23,2022-02-13T02:10:03Z,1420000,-153.0,214.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M12.10S,2022-02-13T02:10:01.1Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,26,23,2022-02-13T02:10:01Z,1430000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,143.0,2.0,2.0,0.0,,,,,,,,,,,
145,PT00M01.10S,2022-02-13T02:10:12.1Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,26,23,2022-02-13T02:10:22Z,1440000,,,0,,L. Doncic bad pass TURNOVER (3 TO),"[1629029, 202704]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,3.0,Jackson,202704.0,,
146,PT00M01.10S,2022-02-13T02:10:12.1Z,1,REGULAR,steal,,[],202704,,,1610612746,26,23,2022-02-13T02:10:13Z,1450000,,,0,,R. Jackson STEAL (1 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M00.20S,2022-02-13T02:10:15.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202704,43.314717477003946,47.794117647058826,1610612746,26,23,2022-02-13T02:10:28Z,1460000,-11.0,480.0,1,right,MISS R. Jackson 48' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,48.04,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M00.10S,2022-02-13T02:10:15.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,26,23,2022-02-13T02:10:28Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,,
149,PT00M00.00S,2022-02-13T02:10:34.3Z,1,REGULAR,period,end,[],0,,,1610612746,26,23,2022-02-13T02:10:34Z,1480000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-02-13T02:10:44.9Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612746,26,23,2022-02-13T02:12:45Z,1490000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-02-13T02:10:44.9Z,2,REGULAR,substitution,out,['startperiod'],202704,,,1610612746,26,23,2022-02-13T02:12:45Z,1500000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-02-13T02:10:44.9Z,2,REGULAR,substitution,out,['startperiod'],202694,,,1610612746,26,23,2022-02-13T02:12:45Z,1510000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-02-13T02:10:44.9Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612746,26,23,2022-02-13T02:12:45Z,1520000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-02-13T02:10:44.9Z,2,REGULAR,substitution,in,['startperiod'],1629611,,,1610612746,26,23,2022-02-13T02:12:45Z,1530000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-02-13T02:10:44.9Z,2,REGULAR,substitution,in,['startperiod'],1628379,,,1610612746,26,23,2022-02-13T02:12:45Z,1540000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-02-13T02:13:00.7Z,2,REGULAR,period,start,[],0,,,1610612742,26,23,2022-02-13T02:13:00Z,1550000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M51.00S,2022-02-13T02:13:11.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,26,23,2022-02-13T02:13:11Z,1560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M37.00S,2022-02-13T02:13:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.193823915900131,47.30392156862745,1610612742,26,23,2022-02-13T02:13:43Z,1570000,13.0,90.0,1,left,MISS J. Brunson 9' turnaround fadeaway Shot - blocked,"[1628973, 1628392]",1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,9.13,Missed,,,,,,,,,,,,,,,,,,Hartenstein,1628392.0
159,PT11M37.00S,2022-02-13T02:13:37.9Z,2,REGULAR,block,,[],1628392,,,1610612742,26,23,2022-02-13T02:13:40Z,1580000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M34.00S,2022-02-13T02:13:40.9Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,26,23,2022-02-13T02:13:43Z,1590000,,,0,,T. Mann REBOUND (Off:1 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,158.0,6.0,5.0,1.0,,,,,,,,,,,
161,PT11M32.00S,2022-02-13T02:13:44.8Z,2,REGULAR,foul,personal,[],1628973,,,1610612746,26,23,2022-02-13T02:14:13Z,1600000,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1629611]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,201246.0,1.0,1.0,Mann,1629611.0,,,,,,
163,PT11M12.00S,2022-02-13T02:14:21.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,91.93495400788436,49.50980392156863,1610612746,26,25,2022-02-13T02:14:26Z,1620000,-2.0,23.0,1,right,A. Coffey driving Layup (2 PTS) (R. Covington 1 AST),"[1629599, 203496]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,2.34,Made,2.0,R. Covington,203496.0,1.0,,,,,,,,,,,,,,,
165,PT11M08.00S,2022-02-13T02:14:27.4Z,2,REGULAR,foul,personal,[],1629599,,,1610612742,26,25,2022-02-13T02:28:44Z,1640000,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 1628373]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,202053.0,1.0,0.0,Ntilikina,1628373.0,,,,,,
167,PT10M54.00S,2022-02-13T02:14:55.1Z,2,REGULAR,3pt,Jump Shot,[],1628467,31.882391590013142,31.61764705882353,1610612742,26,25,2022-02-13T02:15:02Z,1660000,92.0,247.0,1,left,MISS M. Kleber 26' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
168,PT10M52.00S,2022-02-13T02:14:57.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,26,25,2022-02-13T02:15:02Z,1670000,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,
169,PT10M52.00S,2022-02-13T02:15:01.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,26,25,2022-02-13T02:15:01Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M42.00S,2022-02-13T02:15:22.5Z,2,REGULAR,foul,personal,[],1630182,,,1610612746,26,25,2022-02-13T02:15:56Z,1690000,,,0,,J. Green personal FOUL (1 PF),"[1630182, 1628392]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,200832.0,1.0,0.0,Hartenstein,1628392.0,,,,,,
172,PT10M33.00S,2022-02-13T02:15:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,91.01511169513797,44.11764705882353,1610612746,26,27,2022-02-13T02:16:11Z,1710000,-29.0,32.0,1,right,A. Coffey driving Layup (4 PTS),[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,4.35,Made,4.0,,,,,,,,,,,,,,,,,,
173,PT10M16.00S,2022-02-13T02:16:10.9Z,2,REGULAR,2pt,Jump Shot,[],1630182,16.90210249671485,21.07843137254902,1610612742,26,27,2022-02-13T02:34:25Z,1720000,145.0,106.0,1,left,MISS J. Green 17' pullup Shot,[1630182],1610612742.0,DAL,pullup,,,Green,J. Green,,,,,17.95,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M13.00S,2022-02-13T02:16:13.9Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,26,27,2022-02-13T02:16:16Z,1730000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,
175,PT10M07.00S,2022-02-13T02:16:20.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,91.5407358738502,51.9607843137255,1610612746,26,29,2022-02-13T02:34:44Z,1740000,10.0,27.0,1,right,T. Mann driving finger roll Layup (6 PTS),[1629611],1610612746.0,LAC,driving finger roll,,,Mann,T. Mann,,,,,2.87,Made,6.0,,,,,,,,,,,,,,,,,,
176,PT10M07.00S,2022-02-13T02:16:24.0Z,2,REGULAR,foul,personal,['1freethrow'],1630182,,,1610612746,26,29,2022-02-13T02:16:37Z,1750000,,,0,,J. Green shooting personal FOUL (2 PF) (Mann 1 FT),"[1630182, 1629611]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,,,,,,,,,,,201246.0,2.0,0.0,Mann,1629611.0,,,,,,
