actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
356,PT07M30.00S,2022-02-13T03:00:18.3Z,3,REGULAR,turnover,bad pass,[],1627827,,,1610612742,57,55,2022-02-13T03:00:21Z,3230000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1627826]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,1.0,Zubac,1627826.0,,
357,PT07M30.00S,2022-02-13T03:00:18.3Z,3,REGULAR,steal,,[],1627826,,,1610612746,57,55,2022-02-13T03:00:20Z,3240000,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT07M20.00S,2022-02-13T03:00:29.9Z,3,REGULAR,turnover,traveling,[],201587,,,1610612746,57,55,2022-02-13T03:00:35Z,3250000,,,0,,N. Batum traveling TURNOVER (1 TO),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,202053.0,,,,,,1.0,,,,
359,PT07M20.00S,2022-02-13T03:00:42.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,57,55,2022-02-13T03:00:42Z,3260000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT07M07.00S,2022-02-13T03:03:53.6Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,57,55,2022-02-13T03:04:08Z,3270000,,,0,,L. Doncic bad pass TURNOVER (4 TO),"[1629029, 1627826]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,4.0,Zubac,1627826.0,,
361,PT07M07.00S,2022-02-13T03:03:53.6Z,3,REGULAR,steal,,[],1627826,,,1610612746,57,55,2022-02-13T03:03:55Z,3280000,,,0,,I. Zubac STEAL (2 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M02.00S,2022-02-13T03:03:56.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629611,6.389618922470433,49.50980392156863,1610612746,57,57,2022-02-13T03:04:00Z,3290000,2.0,8.0,1,left,T. Mann running DUNK (13 PTS) (R. Jackson 5 AST),"[1629611, 202704]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,0.8,Made,13.0,R. Jackson,202704.0,5.0,,,,,,,,,,,,,,,
364,PT06M49.00S,2022-02-13T03:04:10.2Z,3,REGULAR,3pt,Jump Shot,[],1628973,87.20433639947439,4.166666666666666,1610612742,60,57,2022-02-13T03:04:14Z,3310000,-229.0,68.0,1,right,J. Brunson 3PT  (18 PTS) (D. Finney-Smith 2 AST),"[1628973, 1627827]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.9,Made,18.0,D. Finney-Smith,1627827.0,2.0,,,,,,,,,,,,,,,
366,PT06M30.00S,2022-02-13T03:04:27.5Z,3,REGULAR,2pt,Jump Shot,[],202704,17.427726675427067,30.88235294117647,1610612746,60,59,2022-02-13T03:04:31Z,3330000,96.0,111.0,1,left,R. Jackson 14' pullup Jump Shot (13 PTS) (I. Zubac 4 AST),"[202704, 1627826]",1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,14.67,Made,13.0,I. Zubac,1627826.0,4.0,,,,,,,,,,,,,,,
368,PT06M19.00S,2022-02-13T03:04:39.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,93.77463863337714,47.549019607843135,1610612742,62,59,2022-02-13T03:04:43Z,3350000,-12.0,6.0,1,right,D. Powell alley-oop DUNK (6 PTS) (L. Doncic 7 AST),"[203939, 1629029]",1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,1.37,Made,6.0,L. Doncic,1629029.0,7.0,,,,,,,,,,,,,,,
370,PT06M03.00S,2022-02-13T03:04:54.9Z,3,REGULAR,2pt,Jump Shot,[],202694,7.440867279894875,78.67647058823529,1610612746,62,61,2022-02-13T03:04:58Z,3370000,-143.0,17.0,1,left,M. Morris Sr. 14' pullup Jump Shot (16 PTS) (I. Zubac 5 AST),"[202694, 1627826]",1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,14.45,Made,16.0,I. Zubac,1627826.0,5.0,,,,,,,,,,,,,,,
372,PT05M50.00S,2022-02-13T03:05:08.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.59198423127464,49.754901960784316,1610612742,64,61,2022-02-13T03:05:11Z,3390000,-1.0,17.0,1,right,L. Doncic driving finger roll Layup (22 PTS),[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,1.71,Made,22.0,,,,,,,,,,,,,,,,,,
373,PT05M33.00S,2022-02-13T03:05:25.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,15.193823915900131,43.13725490196079,1610612746,64,63,2022-02-13T03:05:32Z,3400000,34.0,90.0,1,left,R. Jackson 9' floating Jump Shot (15 PTS),[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,9.66,Made,15.0,,,,,,,,,,,,,,,,,,
374,PT05M14.00S,2022-02-13T03:05:44.4Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,64,63,2022-02-13T03:05:47Z,3410000,,,0,,L. Doncic bad pass TURNOVER (5 TO),"[1629029, 202704]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,5.0,Jackson,202704.0,,
375,PT05M14.00S,2022-02-13T03:05:44.4Z,3,REGULAR,steal,,[],202704,,,1610612746,64,63,2022-02-13T03:05:46Z,3420000,,,0,,R. Jackson STEAL (2 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT05M05.00S,2022-02-13T03:05:53.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629611,22.28975032851511,9.558823529411764,1610612746,64,63,2022-02-13T03:05:58Z,3430000,202.0,157.0,1,left,MISS T. Mann 25' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
377,PT05M02.00S,2022-02-13T03:05:56.6Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,64,63,2022-02-13T03:05:58Z,3440000,,,0,,L. Doncic REBOUND (Off:0 Def:12),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,376.0,12.0,12.0,0.0,,,,,,,,,,,
378,PT04M51.00S,2022-02-13T03:06:11.8Z,3,REGULAR,foul,offensive,[],203939,,,1610612742,64,63,2022-02-13T03:06:21Z,3450000,,,0,,D. Powell off-the-ball offensive FOUL (1 PF),"[203939, 202694]",1610612742.0,DAL,off-the-ball,,,Powell,D. Powell,,,,,,,,,,,,,,,200832.0,1.0,0.0,Morris Sr.,202694.0,,,,,,
380,PT04M51.00S,2022-02-13T03:06:11.8Z,3,REGULAR,turnover,offensive foul,[],203939,,,1610612742,64,63,2022-02-13T03:06:21Z,3470000,,,0,,D. Powell offensive foul TURNOVER (1 TO),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,200832.0,,,,,,1.0,,,,
381,PT04M51.00S,2022-02-13T03:06:19.7Z,3,REGULAR,substitution,out,[],1628973,,,1610612746,64,63,2022-02-13T03:06:34Z,3480000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT04M51.00S,2022-02-13T03:06:19.7Z,3,REGULAR,substitution,out,[],203939,,,1610612746,64,63,2022-02-13T03:06:34Z,3490000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT04M51.00S,2022-02-13T03:06:19.7Z,3,REGULAR,substitution,out,[],201587,,,1610612746,64,63,2022-02-13T03:06:34Z,3500000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT04M51.00S,2022-02-13T03:06:19.7Z,3,REGULAR,substitution,in,[],203493,,,1610612746,64,63,2022-02-13T03:06:34Z,3510000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT04M51.00S,2022-02-13T03:06:19.7Z,3,REGULAR,substitution,in,[],1628467,,,1610612746,64,63,2022-02-13T03:06:34Z,3520000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT04M51.00S,2022-02-13T03:06:19.7Z,3,REGULAR,substitution,in,[],1629599,,,1610612746,64,63,2022-02-13T03:06:34Z,3530000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M34.00S,2022-02-13T03:06:52.6Z,3,REGULAR,foul,personal,['2freethrow'],203493,,,1610612746,64,63,2022-02-13T03:07:02Z,3540000,,,0,,R. Bullock shooting personal FOUL (3 PF) (Jackson 2 FT),"[203493, 202704]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,,,,,,,,,,,200832.0,3.0,0.0,Jackson,202704.0,,,,,,
389,PT04M34.00S,2022-02-13T03:07:34.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202704,,,1610612746,64,63,2022-02-13T03:07:34Z,3560000,,,0,,MISS R. Jackson Free Throw 1 of 2,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
390,PT04M34.00S,2022-02-13T03:07:34.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,64,63,2022-02-13T03:07:34Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,,,
391,PT04M34.00S,2022-02-13T03:07:59.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202704,,,1610612746,64,64,2022-02-13T03:07:59Z,3580000,,,0,,R. Jackson Free Throw 2 of 2 (16 PTS),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
392,PT04M10.00S,2022-02-13T03:08:25.0Z,3,REGULAR,3pt,Jump Shot,[],1630182,80.89684625492772,92.15686274509804,1610612742,64,64,2022-02-13T03:08:29Z,3590000,211.0,127.0,1,right,MISS J. Green 24' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
393,PT04M08.00S,2022-02-13T03:08:27.0Z,3,REGULAR,rebound,offensive,[],203493,,,1610612742,64,64,2022-02-13T03:08:29Z,3600000,,,0,,R. Bullock REBOUND (Off:1 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,392.0,2.0,1.0,1.0,,,,,,,,,,,
394,PT04M03.00S,2022-02-13T03:08:34.1Z,3,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,64,64,2022-02-13T03:08:38Z,3610000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (6 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,202053.0,,,,,,6.0,,,,
395,PT03M46.00S,2022-02-13T03:09:07.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202694,15.850854139290407,46.81372549019608,1610612746,64,66,2022-02-13T03:09:11Z,3620000,16.0,96.0,1,left,M. Morris Sr. 9' turnaround fadeaway Jump Shot (18 PTS),[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,9.78,Made,18.0,,,,,,,,,,,,,,,,,,
396,PT03M28.00S,2022-02-13T03:09:26.8Z,3,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,64,66,2022-02-13T03:09:31Z,3630000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (7 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,,,,,,,,,,,200832.0,,,,,,7.0,,,,
397,PT03M14.00S,2022-02-13T03:09:47.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202704,25.969119579500656,66.42156862745098,1610612746,64,66,2022-02-13T03:15:53Z,3640000,-82.0,192.0,1,left,MISS R. Jackson 20' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,20.84,Missed,,,,,,,,,,,,,,,,,,,
398,PT03M11.00S,2022-02-13T03:09:50.6Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,64,66,2022-02-13T03:09:55Z,3650000,,,0,,M. Kleber REBOUND (Off:0 Def:6),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,397.0,6.0,6.0,0.0,,,,,,,,,,,
399,PT03M06.00S,2022-02-13T03:09:55.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628467,68.9388961892247,31.862745098039213,1610612742,64,66,2022-02-13T03:10:00Z,3660000,-91.0,239.0,1,right,MISS M. Kleber 25' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
400,PT03M03.00S,2022-02-13T03:09:58.9Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,64,66,2022-02-13T03:10:00Z,3670000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,399.0,1.0,1.0,0.0,,,,,,,,,,,
401,PT02M41.00S,2022-02-13T03:10:21.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,7.440867279894875,58.08823529411765,1610612746,64,68,2022-02-13T03:10:24Z,3680000,-40.0,17.0,1,left,A. Coffey driving floating bank Jump Shot (11 PTS) (I. Zubac 6 AST),"[1629599, 1627826]",1610612746.0,LAC,driving floating bank,,,Coffey,A. Coffey,,,,,4.4,Made,11.0,I. Zubac,1627826.0,6.0,,,,,,,,,,,,,,,
403,PT02M29.00S,2022-02-13T03:10:33.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,90.3580814717477,55.14705882352941,1610612742,64,68,2022-02-13T03:10:37Z,3700000,26.0,38.0,1,right,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,,
404,PT02M27.00S,2022-02-13T03:10:35.0Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,64,68,2022-02-13T03:10:37Z,3710000,,,0,,T. Mann REBOUND (Off:1 Def:7),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,403.0,8.0,7.0,1.0,,,,,,,,,,,
405,PT02M21.00S,2022-02-13T03:10:41.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,11.12023653088042,48.529411764705884,1610612746,64,68,2022-02-13T03:10:45Z,3720000,7.0,52.0,1,left,MISS T. Mann driving floating Shot,[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,5.25,Missed,,,,,,,,,,,,,,,,,,,
406,PT02M19.00S,2022-02-13T03:10:43.2Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,64,68,2022-02-13T03:10:45Z,3730000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,405.0,2.0,1.0,1.0,,,,,,,,,,,
407,PT02M15.00S,2022-02-13T03:10:47.4Z,3,REGULAR,foul,personal,['2freethrow'],202704,,,1610612742,64,68,2022-02-13T03:13:47Z,3740000,,,0,,R. Jackson shooting personal FOUL (2 PF) (Finney-Smith 2 FT),"[202704, 1627827]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,,,,201246.0,2.0,0.0,Finney-Smith,1627827.0,,,,,,
409,PT02M15.00S,2022-02-13T03:11:05.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,64,68,2022-02-13T03:11:22Z,3760000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,out,[],1629029,,,1610612742,64,68,2022-02-13T03:13:44Z,3770000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,out,[],203493,,,1610612742,64,68,2022-02-13T03:13:44Z,3780000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,out,[],202704,,,1610612742,64,68,2022-02-13T03:13:44Z,3790000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,out,[],1627826,,,1610612742,64,68,2022-02-13T03:13:44Z,3800000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,in,[],1628373,,,1610612742,64,68,2022-02-13T03:13:44Z,3810000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,in,[],1628973,,,1610612742,64,68,2022-02-13T03:13:44Z,3820000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,in,[],1628379,,,1610612742,64,68,2022-02-13T03:13:44Z,3830000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M15.00S,2022-02-13T03:12:03.1Z,3,REGULAR,substitution,in,[],1628392,,,1610612742,64,68,2022-02-13T03:13:44Z,3840000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M15.00S,2022-02-13T03:14:13.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627827,,,1610612742,64,68,2022-02-13T03:14:13Z,3850000,,,0,,MISS D. Finney-Smith Free Throw 1 of 2,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Missed,,,,,,,,,,,,,,,,,,,
419,PT02M15.00S,2022-02-13T03:14:13.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,64,68,2022-02-13T03:14:13Z,3860000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,
420,PT02M15.00S,2022-02-13T03:14:33.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627827,,,1610612742,65,68,2022-02-13T03:14:33Z,3870000,,,0,,D. Finney-Smith Free Throw 2 of 2 (3 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
421,PT02M04.00S,2022-02-13T03:14:46.8Z,3,REGULAR,turnover,bad pass,[],1629611,,,1610612746,65,68,2022-02-13T03:15:02Z,3880000,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1629611, 1628373]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,1.0,Ntilikina,1628373.0,,
422,PT02M04.00S,2022-02-13T03:14:46.8Z,3,REGULAR,steal,,[],1628373,,,1610612742,65,68,2022-02-13T03:14:49Z,3890000,,,0,,F. Ntilikina STEAL (1 STL),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT01M57.00S,2022-02-13T03:14:52.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628373,90.75229960578186,54.166666666666664,1610612742,67,68,2022-02-13T03:15:08Z,3900000,21.0,34.0,1,right,F. Ntilikina running Layup (2 PTS),[1628373],1610612742.0,DAL,running,,,Ntilikina,F. Ntilikina,,,,,4.02,Made,2.0,,,,,,,,,,,,,,,,,,
424,PT01M38.00S,2022-02-13T03:15:11.8Z,3,REGULAR,2pt,Jump Shot,[],202694,16.376478318002626,69.6078431372549,1610612746,67,68,2022-02-13T03:20:05Z,3910000,-98.0,101.0,1,left,MISS M. Morris Sr. 14' turnaround fadeaway Shot,[202694],1610612746.0,LAC,turnaround fadeaway,,,Morris Sr.,M. Morris Sr.,,,,,14.1,Missed,,,,,,,,,,,,,,,,,,,
425,PT01M35.00S,2022-02-13T03:15:15.4Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,67,68,2022-02-13T03:15:15Z,3920000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,424.0,2.0,2.0,0.0,,,,,,,,,,,
426,PT01M31.00S,2022-02-13T03:15:18.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628373,72.35545335085413,78.67647058823529,1610612742,67,68,2022-02-13T03:15:29Z,3930000,143.0,207.0,1,right,MISS F. Ntilikina 25' 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
427,PT01M26.00S,2022-02-13T03:15:23.8Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,67,68,2022-02-13T03:15:29Z,3940000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,426.0,2.0,2.0,0.0,,,,,,,,,,,
428,PT01M14.00S,2022-02-13T03:15:36.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,18.478975032851512,60.29411764705882,1610612746,67,68,2022-02-13T03:15:40Z,3950000,-51.0,121.0,1,left,MISS A. Coffey 13' driving floating Shot,[1629599],1610612746.0,LAC,driving floating,,,Coffey,A. Coffey,,,,,13.17,Missed,,,,,,,,,,,,,,,,,,,
429,PT01M12.00S,2022-02-13T03:15:38.0Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,67,68,2022-02-13T03:15:40Z,3960000,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,428.0,3.0,3.0,0.0,,,,,,,,,,,
430,PT01M00.00S,2022-02-13T03:15:50.3Z,3,REGULAR,2pt,Jump Shot,[],1628973,77.7431011826544,32.84313725490196,1610612742,67,68,2022-02-13T03:15:54Z,3970000,-86.0,157.0,1,right,MISS J. Brunson 17' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,17.87,Missed,,,,,,,,,,,,,,,,,,,
431,PT00M58.50S,2022-02-13T03:15:51.8Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612746,67,68,2022-02-13T03:15:54Z,3980000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,430.0,2.0,2.0,0.0,,,,,,,,,,,
432,PT00M39.60S,2022-02-13T03:16:11.7Z,3,REGULAR,turnover,bad pass,[],1628379,,,1610612746,67,68,2022-02-13T03:16:17Z,3990000,,,0,,L. Kennard bad pass TURNOVER (1 TO),"[1628379, 1630182]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,1.0,Green,1630182.0,,
433,PT00M39.60S,2022-02-13T03:16:11.7Z,3,REGULAR,steal,,[],1630182,,,1610612742,67,68,2022-02-13T03:16:14Z,4000000,,,0,,J. Green STEAL (2 STL),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT00M34.40S,2022-02-13T03:16:17.9Z,3,REGULAR,turnover,out-of-bounds,[],1628373,,,1610612742,67,68,2022-02-13T03:16:23Z,4010000,,,0,,F. Ntilikina bad pass out-of-bounds TURNOVER (1 TO),[1628373],1610612742.0,DAL,bad pass,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,202053.0,,,,,,1.0,,,,
435,PT00M34.40S,2022-02-13T03:16:28.0Z,3,REGULAR,substitution,out,[],1627827,,,1610612746,67,68,2022-02-13T03:16:47Z,4020000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT00M34.40S,2022-02-13T03:16:28.0Z,3,REGULAR,substitution,out,[],202694,,,1610612746,67,68,2022-02-13T03:16:47Z,4030000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT00M34.40S,2022-02-13T03:16:28.0Z,3,REGULAR,substitution,in,[],203493,,,1610612746,67,68,2022-02-13T03:16:47Z,4040000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT00M34.40S,2022-02-13T03:16:28.0Z,3,REGULAR,substitution,in,[],203496,,,1610612746,67,68,2022-02-13T03:16:47Z,4050000,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT00M12.60S,2022-02-13T03:17:14.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629611,19.66162943495401,66.66666666666666,1610612746,67,70,2022-02-13T03:17:18Z,4060000,-83.0,132.0,1,left,T. Mann 15' pullup Jump Shot (15 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,15.63,Made,15.0,,,,,,,,,,,,,,,,,,
440,PT00M00.00S,2022-02-13T03:17:36.3Z,3,REGULAR,period,end,[],0,,,1610612742,67,70,2022-02-13T03:17:36Z,4070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
