actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
274,PT01M39.00S,2021-12-02T01:29:47.9Z,2,REGULAR,3pt,Jump Shot,[],201937,75.90341655716163,86.51960784313727,1610612739,40,54,2021-12-02T01:29:54Z,2720000,183.0,174.0,1,right,MISS R. Rubio 25' 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,Missed,,,,,,25.22,,,,,,,,,
275,PT01M39.00S,2021-12-02T01:29:47.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,40,54,2021-12-02T01:29:54Z,2730000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,274.0,,,,,,,,,,,,,
276,PT01M39.00S,2021-12-02T01:29:53.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,40,54,2021-12-02T01:29:53Z,2740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT01M14.00S,2021-12-02T01:30:19.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,33.196452036793694,48.77450980392157,1610612748,43,54,2021-12-02T01:30:27Z,2750000,6.0,260.0,1,left,T. Herro 25' 3PT  (15 PTS) (K. Okpala 1 AST),"[1629639, 1629644]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,Made,15.0,,,,,25.96,K. Okpala,1629644.0,1.0,,,,,,
279,PT01M03.00S,2021-12-02T01:30:31.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.51182654402102,52.20588235294118,1610612739,43,54,2021-12-02T01:30:39Z,2770000,11.0,8.0,1,right,MISS J. Allen alley-oop Layup,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,,,Missed,,,,,,1.39,,,,,,,,,
280,PT01M00.00S,2021-12-02T01:30:34.6Z,2,REGULAR,rebound,offensive,[],201937,,,1610612739,43,54,2021-12-02T01:30:39Z,2780000,,,0,,R. Rubio REBOUND (Off:1 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,279.0,3.0,2.0,1.0,,,,,,,,,,
281,PT00M59.00S,2021-12-02T01:30:36.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201567,69.72733245729303,23.774509803921568,1610612739,43,57,2021-12-02T01:38:18Z,2790000,-131.0,232.0,1,right,K. Love 26' 3PT pullup (17 PTS) (I. Okoro 1 AST),"[201567, 1630171]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,,,,,,Made,17.0,,,,,26.66,I. Okoro,1630171.0,1.0,,,,,,
283,PT00M39.20S,2021-12-02T01:31:08.1Z,2,REGULAR,3pt,Jump Shot,[],1629644,7.178055190538765,2.941176470588235,1610612748,43,57,2021-12-02T01:31:12Z,2810000,235.0,15.0,1,left,MISS K. Okpala 3PT,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,Missed,,,,,,23.58,,,,,,,,,
284,PT00M36.60S,2021-12-02T01:31:10.7Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,43,57,2021-12-02T01:31:12Z,2820000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,283.0,4.0,4.0,0.0,,,,,,,,,,
285,PT00M30.50S,2021-12-02T01:31:17.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,90.09526938239159,52.69607843137255,1610612739,43,59,2021-12-02T01:31:39Z,2830000,13.0,41.0,1,right,J. Allen turnaround Hook (11 PTS) (R. Rubio 2 AST),"[1628386, 201937]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,,,,,,Made,11.0,,,,,4.28,R. Rubio,201937.0,2.0,,,,,,
287,PT00M08.40S,2021-12-02T01:31:42.4Z,2,REGULAR,3pt,Jump Shot,[],1629639,30.17411300919842,29.166666666666668,1610612748,43,59,2021-12-02T01:39:02Z,2850000,104.0,231.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,25.35,,,,,,,,,
288,PT00M06.30S,2021-12-02T01:31:44.5Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,43,59,2021-12-02T01:31:47Z,2860000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,287.0,2.0,2.0,0.0,,,,,,,,,,
289,PT00M00.10S,2021-12-02T01:31:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,92.32917214191852,45.83333333333333,1610612739,43,59,2021-12-02T01:32:15Z,2870000,-21.0,20.0,1,right,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,,,Missed,,,,,,2.86,,,,,,,,,
290,PT00M00.10S,2021-12-02T01:31:50.7Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,43,59,2021-12-02T01:32:15Z,2880000,,,0,,J. Allen REBOUND (Off:3 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,289.0,7.0,4.0,3.0,,,,,,,,,,
291,PT00M00.00S,2021-12-02T01:31:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,94.40999984741211,50.0,1610612739,43,61,2021-12-02T01:31:58Z,2890000,0.0,0.0,1,right,J. Allen tip Layup (13 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,,,,,,Made,13.0,,,,,0.0,,,,,,,,,
292,PT00M00.00S,2021-12-02T01:32:14.8Z,2,REGULAR,period,end,[],0,,,1610612748,43,61,2021-12-02T01:32:14Z,2900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT00M00.00S,2021-12-02T01:32:20.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612748,43,61,2021-12-02T01:33:08Z,2910000,,,0,,,[],,,support,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,End Period - Good Basket
295,PT00M00.00S,2021-12-02T01:33:12.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612748,43,61,2021-12-02T01:35:32Z,2930000,,,0,,,[],,,overturned,,,,,,,,,1151.0,,,,,,,,,,,,,,,,,,,,Out of Bounds - Overturn Call
300,PT12M00.00S,2021-12-02T01:46:17.4Z,3,REGULAR,substitution,out,['startperiod'],1629644,,,1610612748,43,61,2021-12-02T01:47:16Z,2940000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2021-12-02T01:46:17.4Z,3,REGULAR,substitution,out,['startperiod'],201567,,,1610612748,43,61,2021-12-02T01:47:16Z,2950000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2021-12-02T01:46:17.4Z,3,REGULAR,substitution,out,['startperiod'],201937,,,1610612748,43,61,2021-12-02T01:47:16Z,2960000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2021-12-02T01:46:17.4Z,3,REGULAR,substitution,in,['startperiod'],203473,,,1610612748,43,61,2021-12-02T01:47:16Z,2970000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2021-12-02T01:46:17.4Z,3,REGULAR,substitution,in,['startperiod'],1630596,,,1610612748,43,61,2021-12-02T01:47:16Z,2980000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2021-12-02T01:46:17.4Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612748,43,61,2021-12-02T01:47:16Z,2990000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2021-12-02T01:47:14.9Z,3,REGULAR,period,start,[],0,,,1610612748,43,61,2021-12-02T01:47:16Z,3000000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M42.00S,2021-12-02T01:47:32.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203473,94.82588699080158,54.41176470588235,1610612748,43,61,2021-12-02T01:47:38Z,3010000,22.0,-4.0,1,right,MISS D. Dedmon turnaround Hook,[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,,2.24,,,,,,,,,
308,PT11M42.00S,2021-12-02T01:47:32.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,43,61,2021-12-02T01:47:38Z,3020000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,307.0,,,,,,,,,,,,,
309,PT11M42.00S,2021-12-02T01:47:38.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,43,61,2021-12-02T01:47:38Z,3030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M26.00S,2021-12-02T01:47:59.7Z,3,REGULAR,3pt,Jump Shot,[],1630596,8.09789750328515,3.1862745098039214,1610612739,43,64,2021-12-02T01:48:03Z,3040000,234.0,24.0,1,left,E. Mobley 3PT  (3 PTS) (I. Okoro 2 AST),"[1630596, 1630171]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,3.0,,,,,23.53,I. Okoro,1630171.0,2.0,,,,,,
312,PT11M08.00S,2021-12-02T01:48:17.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,93.77463863337714,52.94117647058824,1610612748,45,64,2021-12-02T01:48:23Z,3060000,15.0,6.0,1,right,T. Herro driving reverse Layup (17 PTS),[1629639],1610612748.0,MIA,driving reverse,,,Herro,T. Herro,,,,,,,,,,Made,17.0,,,,,1.59,,,,,,,,,
313,PT10M40.00S,2021-12-02T01:48:44.9Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,45,64,2021-12-02T01:48:50Z,3070000,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 200782]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,2.0,Tucker,200782.0,
314,PT10M40.00S,2021-12-02T01:48:44.9Z,3,REGULAR,steal,,[],200782,,,1610612748,45,64,2021-12-02T01:48:46Z,3080000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT10M36.00S,2021-12-02T01:48:49.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,66.96780551905388,45.588235294117645,1610612748,45,64,2021-12-02T01:48:58Z,3090000,-22.0,258.0,1,right,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,25.89,,,,,,,,,
316,PT10M33.00S,2021-12-02T01:48:52.9Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,45,64,2021-12-02T01:48:58Z,3100000,,,0,,E. Mobley REBOUND (Off:0 Def:6),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,315.0,6.0,6.0,0.0,,,,,,,,,,
317,PT10M22.00S,2021-12-02T01:49:07.8Z,3,REGULAR,turnover,out-of-bounds,[],1629636,,,1610612739,45,64,2021-12-02T01:49:14Z,3110000,,,0,,D. Garland lost ball out-of-bounds TURNOVER (3 TO),[1629636],1610612739.0,CLE,lost ball,,,Garland,D. Garland,,,,,2714.0,,,,,,,,,,,,,,,,,3.0,,,
318,PT10M04.00S,2021-12-02T01:49:30.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,94.1688567674113,96.32352941176471,1610612748,45,64,2021-12-02T01:49:35Z,3120000,232.0,2.0,1,right,MISS K. Lowry 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,Missed,,,,,,23.16,,,,,,,,,
319,PT10M01.00S,2021-12-02T01:49:33.7Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,45,64,2021-12-02T01:49:35Z,3130000,,,0,,E. Mobley REBOUND (Off:0 Def:7),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,318.0,7.0,7.0,0.0,,,,,,,,,,
320,PT09M53.00S,2021-12-02T01:49:43.4Z,3,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,45,64,2021-12-02T01:49:51Z,3140000,,,0,,J. Allen bad pass out-of-bounds TURNOVER (3 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,1627964.0,,,,,,,,,,,,,,,,,3.0,,,
321,PT09M53.00S,2021-12-02T01:49:58.6Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612748,45,64,2021-12-02T01:49:58Z,3150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT09M37.00S,2021-12-02T01:50:19.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629130,90.88370565045992,46.32352941176471,1610612748,45,64,2021-12-02T01:50:33Z,3160000,-18.0,33.0,1,right,MISS D. Robinson driving floating Shot - blocked,"[1629130, 1630171]",1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,,3.8,,,,Okoro,1630171.0,,,,
323,PT09M37.00S,2021-12-02T01:50:19.6Z,3,REGULAR,block,,[],1630171,,,1610612748,45,64,2021-12-02T01:52:11Z,3170000,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT09M37.00S,2021-12-02T01:50:19.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,45,64,2021-12-02T01:50:33Z,3180000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,322.0,,,,,,,,,,,,,
325,PT09M37.00S,2021-12-02T01:50:25.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,45,64,2021-12-02T01:50:25Z,3190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT09M31.00S,2021-12-02T01:50:42.4Z,3,REGULAR,turnover,bad pass,[],1629639,,,1610612748,45,64,2021-12-02T01:50:46Z,3200000,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1628374]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,2.0,Markkanen,1628374.0,
327,PT09M31.00S,2021-12-02T01:50:42.4Z,3,REGULAR,steal,,[],1628374,,,1610612739,45,64,2021-12-02T01:50:44Z,3210000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT09M20.00S,2021-12-02T01:50:53.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,24.392247043363994,89.70588235294117,1610612739,45,64,2021-12-02T01:50:58Z,3220000,-199.0,177.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,,,,26.58,,,,,,,,,
329,PT09M17.00S,2021-12-02T01:50:56.2Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,45,64,2021-12-02T01:50:58Z,3230000,,,0,,D. Dedmon REBOUND (Off:3 Def:6),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,328.0,9.0,6.0,3.0,,,,,,,,,,
330,PT09M10.00S,2021-12-02T01:51:03.2Z,3,REGULAR,3pt,Jump Shot,[],203473,66.5735873850197,47.30392156862745,1610612748,48,64,2021-12-02T01:51:07Z,3240000,-13.0,262.0,1,right,D. Dedmon 26' 3PT  (9 PTS) (K. Lowry 2 AST),"[203473, 200768]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,Made,9.0,,,,,26.2,K. Lowry,200768.0,2.0,,,,,,
332,PT08M56.00S,2021-12-02T01:51:21.7Z,3,REGULAR,foul,personal,[],1629639,,,1610612739,48,64,2021-12-02T01:51:30Z,3260000,,,0,,T. Herro personal FOUL (1 PF),"[1629639, 1630171]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,1627964.0,1.0,0.0,Okoro,1630171.0,,,,,,,,,,,,,,,,
334,PT08M47.00S,2021-12-02T01:51:47.1Z,3,REGULAR,turnover,traveling,[],1630171,,,1610612739,48,64,2021-12-02T01:51:56Z,3280000,,,0,,I. Okoro traveling TURNOVER (3 TO),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,1627964.0,,,,,,,,,,,,,,,,,3.0,,,
335,PT08M37.00S,2021-12-02T01:52:01.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200782,96.00854139290408,95.83333333333334,1610612748,51,64,2021-12-02T01:52:06Z,3290000,229.0,-15.0,1,right,P. Tucker 3PT  (3 PTS) (K. Lowry 3 AST),"[200782, 200768]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,Made,3.0,,,,,22.97,K. Lowry,200768.0,3.0,,,,,,
337,PT08M37.00S,2021-12-02T01:52:08.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,51,64,2021-12-02T01:52:08Z,3310000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT08M26.00S,2021-12-02T01:55:18.7Z,3,REGULAR,foul,personal,[],1629130,,,1610612739,51,64,2021-12-02T01:55:26Z,3320000,,,0,,D. Robinson personal FOUL (2 PF),"[1629130, 1628374]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,1151.0,2.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,
340,PT08M23.00S,2021-12-02T01:55:43.1Z,3,REGULAR,foul,personal,[],200782,,,1610612739,51,64,2021-12-02T01:55:51Z,3340000,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 1630596]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,2714.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,,,,,,,,
342,PT08M09.00S,2021-12-02T01:56:10.7Z,3,REGULAR,2pt,Jump Shot,[],1630596,3.3672798948751645,70.34313725490196,1610612739,51,66,2021-12-02T01:56:17Z,3360000,-102.0,-21.0,1,left,E. Mobley 10' turnaround fadeaway Jump Shot (5 PTS),[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,,,,,,Made,5.0,,,,,10.38,,,,,,,,,
343,PT07M45.00S,2021-12-02T01:56:38.5Z,3,REGULAR,3pt,Jump Shot,[],203473,85.41392904073587,97.81709558823529,1610612748,51,66,2021-12-02T01:57:07Z,3370000,239.0,85.0,1,right,MISS D. Dedmon 25' turnaround 3PT,[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,,25.36,,,,,,,,,
344,PT07M44.00S,2021-12-02T01:56:39.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,51,66,2021-12-02T01:57:07Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,
345,PT07M43.00S,2021-12-02T01:56:42.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,51,66,2021-12-02T01:58:11Z,3390000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,2714.0,,,,,,,,,,,,,,,,,,,,
346,PT07M29.00S,2021-12-02T01:57:00.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628374,10.068988173455978,63.970588235294116,1610612739,51,66,2021-12-02T01:57:13Z,3400000,-70.0,42.0,1,left,MISS L. Markkanen 8' turnaround fadeaway bank Shot,[1628374],1610612739.0,CLE,turnaround fadeaway bank,,,Markkanen,L. Markkanen,,,,,,,,,,Missed,,,,,,8.16,,,,,,,,,
347,PT07M27.00S,2021-12-02T01:57:02.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,51,66,2021-12-02T01:57:13Z,3410000,,,0,,K. Lowry REBOUND (Off:0 Def:4),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,346.0,4.0,4.0,0.0,,,,,,,,,,
348,PT07M18.00S,2021-12-02T01:57:11.7Z,3,REGULAR,3pt,Jump Shot,[],200782,91.67214191852825,94.36274509803921,1610612748,54,66,2021-12-02T01:57:18Z,3420000,222.0,26.0,1,right,P. Tucker 3PT  (6 PTS) (D. Dedmon 2 AST),"[200782, 203473]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,Made,6.0,,,,,22.33,D. Dedmon,203473.0,2.0,,,,,,
350,PT07M07.00S,2021-12-02T01:57:22.2Z,3,REGULAR,3pt,Jump Shot,[],1630596,29.38567674113009,19.607843137254903,1610612739,54,69,2021-12-02T01:57:36Z,3440000,152.0,224.0,1,left,E. Mobley 27' 3PT  (8 PTS) (D. Garland 6 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,8.0,,,,,27.05,D. Garland,1629636.0,6.0,,,,,,
352,PT06M59.00S,2021-12-02T01:57:35.1Z,3,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612748,54,69,2021-12-02T01:57:48Z,3460000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Lowry 2 FT),"[1630596, 200768]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,1151.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,,
354,PT06M59.00S,2021-12-02T01:57:55.3Z,3,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,55,69,2021-12-02T01:57:55Z,3480000,,,0,,K. Lowry Free Throw 1 of 2 (3 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
355,PT06M59.00S,2021-12-02T01:58:09.4Z,3,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,56,69,2021-12-02T01:58:09Z,3490000,,,0,,K. Lowry Free Throw 2 of 2 (4 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
356,PT06M47.00S,2021-12-02T01:58:21.7Z,3,REGULAR,turnover,bad pass,[],1629636,,,1610612739,56,69,2021-12-02T01:58:26Z,3500000,,,0,,D. Garland bad pass TURNOVER (4 TO),"[1629636, 200782]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,4.0,Tucker,200782.0,
357,PT06M47.00S,2021-12-02T01:58:21.7Z,3,REGULAR,steal,,[],200782,,,1610612748,56,69,2021-12-02T01:58:23Z,3510000,,,0,,P. Tucker STEAL (2 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M41.00S,2021-12-02T01:58:28.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,67.7562417871222,23.52941176470588,1610612748,56,69,2021-12-02T01:58:33Z,3520000,-132.0,251.0,1,right,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,,28.34,,,,,,,,,
359,PT06M37.00S,2021-12-02T01:58:31.9Z,3,REGULAR,rebound,offensive,[],200782,,,1610612748,56,69,2021-12-02T01:58:31Z,3530000,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,358.0,1.0,0.0,1.0,,,,,,,,,,
360,PT06M33.00S,2021-12-02T01:58:35.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",200768,73.66951379763469,82.59803921568627,1610612748,59,69,2021-12-02T01:58:42Z,3540000,163.0,195.0,1,right,K. Lowry 25' 3PT  (7 PTS) (T. Herro 6 AST),"[200768, 1629639]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,Made,7.0,,,,,25.42,T. Herro,1629639.0,6.0,,,,,,
362,PT06M13.00S,2021-12-02T01:58:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.09789750328515,52.450980392156865,1610612739,59,71,2021-12-02T01:59:01Z,3560000,-12.0,24.0,1,left,E. Mobley Layup (10 PTS) (D. Garland 7 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Made,10.0,,,,,2.66,D. Garland,1629636.0,7.0,,,,,,
364,PT05M50.00S,2021-12-02T01:59:18.1Z,3,REGULAR,2pt,Jump Shot,[],1629639,90.48948751642575,31.61764705882353,1610612748,59,71,2021-12-02T01:59:24Z,3580000,-92.0,37.0,1,right,MISS T. Herro 9' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,9.9,,,,,,,,,
365,PT05M48.00S,2021-12-02T01:59:20.2Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,59,71,2021-12-02T01:59:20Z,3590000,,,0,,D. Dedmon REBOUND (Off:4 Def:6),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,364.0,10.0,6.0,4.0,,,,,,,,,,
366,PT05M47.00S,2021-12-02T01:59:21.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,93.64323258869908,47.794117647058826,1610612748,59,71,2021-12-02T01:59:30Z,3600000,-11.0,7.0,1,right,MISS D. Dedmon Layup - blocked,"[203473, 1628386]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,,1.32,,,,Allen,1628386.0,,,,
367,PT05M47.00S,2021-12-02T01:59:21.4Z,3,REGULAR,block,,[],1628386,,,1610612748,59,71,2021-12-02T01:59:23Z,3610000,,,0,,J. Allen BLOCK (4 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M47.00S,2021-12-02T01:59:21.4Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,59,71,2021-12-02T01:59:30Z,3620000,,,0,,J. Allen REBOUND (Off:3 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,366.0,8.0,5.0,3.0,,,,,,,,,,
