actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
89,PT05M06.00S,2021-12-02T00:54:55.2Z,1,REGULAR,3pt,Jump Shot,[],200782,8.886333771353483,4.901960784313726,1610612748,10,13,2021-12-02T00:55:00Z,880000,225.0,31.0,1,left,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,Missed,,,,,,22.76,,,,,,,,,
90,PT05M04.00S,2021-12-02T00:54:57.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,10,13,2021-12-02T01:16:22Z,890000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,
91,PT04M50.00S,2021-12-02T00:55:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630205,92.9862023653088,94.85294117647058,1610612739,10,16,2021-12-02T00:55:16Z,900000,224.0,13.0,1,right,L. Stevens 3PT  (3 PTS) (K. Love 1 AST),"[1630205, 201567]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,Made,3.0,,,,,22.47,K. Love,201567.0,1.0,,,,,,
93,PT04M33.00S,2021-12-02T00:55:28.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,27.94021024967148,20.833333333333336,1610612748,10,16,2021-12-02T00:55:34Z,920000,146.0,210.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,,25.57,,,,,,,,,
94,PT04M29.00S,2021-12-02T00:55:32.1Z,1,REGULAR,rebound,defensive,[],201937,,,1610612739,10,16,2021-12-02T00:55:34Z,930000,,,0,,R. Rubio REBOUND (Off:0 Def:1),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,
95,PT04M24.00S,2021-12-02T00:55:38.6Z,1,REGULAR,2pt,Jump Shot,[],1629636,94.43166885676742,31.372549019607842,1610612739,10,18,2021-12-02T00:55:51Z,940000,-93.0,0.0,1,right,D. Garland 9' floating Jump Shot (5 PTS),[1629636],1610612739.0,CLE,floating,,,Garland,D. Garland,,,,,,,,,,Made,5.0,,,,,9.31,,,,,,,,,
97,PT04M06.00S,2021-12-02T00:55:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,5.863994743758213,55.14705882352941,1610612748,10,18,2021-12-02T00:56:00Z,960000,-26.0,3.0,1,left,MISS G. Vincent driving Layup,[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,Missed,,,,,,2.58,,,,,,,,,
98,PT04M03.00S,2021-12-02T00:55:58.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,10,18,2021-12-02T00:56:00Z,970000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,,,,
99,PT04M01.00S,2021-12-02T00:56:01.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,71.17279894875165,16.176470588235293,1610612739,10,21,2021-12-02T00:58:22Z,972500,-169.0,218.0,1,right,D. Garland 27' 3PT pullup (8 PTS) (K. Love 2 AST),"[1629636, 201567]",1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,,,Made,8.0,,,,,27.63,K. Love,201567.0,2.0,,,,,,
101,PT04M01.00S,2021-12-02T00:56:06.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,10,21,2021-12-02T00:56:30Z,975000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M48.00S,2021-12-02T00:59:11.9Z,1,REGULAR,3pt,Jump Shot,[],1629130,32.276609724047304,67.40196078431373,1610612748,10,21,2021-12-02T00:59:33Z,1010000,-87.0,251.0,1,left,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,,,,Missed,,,,,,26.56,,,,,,,,,
103,PT03M47.00S,2021-12-02T00:59:12.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,10,21,2021-12-02T00:59:21Z,1020000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,
104,PT03M47.00S,2021-12-02T00:59:17.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,10,21,2021-12-02T00:59:17Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M29.00S,2021-12-02T00:59:39.3Z,1,REGULAR,turnover,bad pass,[],201567,,,1610612739,10,21,2021-12-02T00:59:43Z,1040000,,,0,,K. Love bad pass TURNOVER (1 TO),"[201567, 1628997]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,1.0,Martin,1628997.0,
106,PT03M29.00S,2021-12-02T00:59:39.3Z,1,REGULAR,steal,,[],1628997,,,1610612748,10,21,2021-12-02T00:59:41Z,1050000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M20.00S,2021-12-02T00:59:48.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",200782,5.732588699080158,46.81372549019608,1610612748,10,21,2021-12-02T00:59:53Z,1060000,16.0,1.0,1,left,MISS P. Tucker Hook,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,Missed,,,,,,1.6,,,,,,,,,
108,PT03M16.00S,2021-12-02T00:59:51.5Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,10,21,2021-12-02T00:59:51Z,1070000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,
109,PT03M12.00S,2021-12-02T00:59:55.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,73.9323258869908,16.42156862745098,1610612739,10,24,2021-12-02T01:00:00Z,1080000,-168.0,193.0,1,right,K. Love 25' 3PT  (6 PTS) (D. Garland 3 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,6.0,,,,,25.54,D. Garland,1629636.0,3.0,,,,,,
111,PT02M48.00S,2021-12-02T01:00:20.3Z,1,REGULAR,2pt,Jump Shot,[],200768,29.77989487516426,51.14506740196079,1610612748,12,24,2021-12-02T01:00:36Z,1100000,-6.0,227.0,1,left,K. Lowry 22' step back Jump Shot (2 PTS),[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,,,,,Made,2.0,,,,,22.75,,,,,,,,,
112,PT02M26.00S,2021-12-02T01:00:56.5Z,1,REGULAR,substitution,out,[],200782,,,1610612739,12,24,2021-12-02T01:01:16Z,1110000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M26.00S,2021-12-02T01:00:56.5Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,12,24,2021-12-02T01:01:16Z,1120000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M26.00S,2021-12-02T01:00:56.5Z,1,REGULAR,substitution,in,[],203473,,,1610612739,12,24,2021-12-02T01:01:16Z,1130000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M26.00S,2021-12-02T01:00:56.5Z,1,REGULAR,substitution,in,[],1630171,,,1610612739,12,24,2021-12-02T01:01:16Z,1140000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M17.00S,2021-12-02T01:01:22.7Z,1,REGULAR,jumpball,recovered,[],1628997,,,1610612739,12,24,2021-12-02T01:01:22Z,1150000,,,0,,Jump Ball D. Robinson vs. J. Allen: Tip to C. Martin,"[1628997, 1629130, 1628386]",1610612748.0,MIA,heldball,C. Martin,1628997.0,Martin,C. Martin,Robinson,1629130.0,Allen,1628386.0,,,,,,,,,,,,,,,,,,,,,
119,PT02M17.00S,2021-12-02T01:01:22.7Z,1,REGULAR,turnover,lost ball,[],1628386,,,1610612739,12,24,2021-12-02T01:01:22Z,1180000,,,0,,J. Allen lost ball TURNOVER (2 TO),"[1628386, 1629130]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,2.0,Robinson,1629130.0,
120,PT02M17.00S,2021-12-02T01:01:22.7Z,1,REGULAR,steal,,[],1629130,,,1610612748,12,24,2021-12-02T01:01:22Z,1190000,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M14.00S,2021-12-02T01:01:26.2Z,1,REGULAR,turnover,bad pass,[],203473,,,1610612748,12,24,2021-12-02T01:05:08Z,1200000,,,0,,D. Dedmon bad pass TURNOVER (1 TO),"[203473, 201937]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,1.0,Rubio,201937.0,
122,PT02M14.00S,2021-12-02T01:01:26.2Z,1,REGULAR,steal,,[],201937,,,1610612739,12,24,2021-12-02T01:07:37Z,1210000,,,0,,R. Rubio STEAL (1 STL),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M10.00S,2021-12-02T01:01:31.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,93.64323258869908,50.245098039215684,1610612739,12,26,2021-12-02T01:02:06Z,1220000,1.0,7.0,1,right,J. Allen alley-oop DUNK (6 PTS) (L. Stevens 1 AST),"[1628386, 1630205]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,,,Made,6.0,,,,,0.74,L. Stevens,1630205.0,1.0,,,,,,
125,PT02M10.00S,2021-12-02T01:01:47.3Z,1,REGULAR,foul,personal,['1freethrow'],1628997,,,1610612739,12,26,2021-12-02T01:02:04Z,1240000,,,0,,C. Martin shooting personal FOUL (1 PF) (Allen 1 FT),"[1628997, 1628386]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,2714.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,,
127,PT02M10.00S,2021-12-02T01:01:56.9Z,1,REGULAR,substitution,out,[],1629130,,,1610612739,12,26,2021-12-02T01:02:24Z,1260000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M10.00S,2021-12-02T01:01:56.9Z,1,REGULAR,substitution,in,[],1629622,,,1610612739,12,26,2021-12-02T01:02:24Z,1270000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M10.00S,2021-12-02T01:02:05.9Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628386,,,1610612739,12,27,2021-12-02T01:02:05Z,1280000,,,0,,J. Allen Free Throw 1 of 1 (7 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
130,PT01M57.00S,2021-12-02T01:02:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,6.521024967148489,51.9607843137255,1610612748,12,27,2021-12-02T01:02:27Z,1290000,-10.0,9.0,1,left,MISS D. Dedmon reverse Layup - blocked,"[203473, 1628386]",1610612748.0,MIA,reverse,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,,1.32,,,,Allen,1628386.0,,,,
131,PT01M57.00S,2021-12-02T01:02:20.3Z,1,REGULAR,block,,[],1628386,,,1610612748,12,27,2021-12-02T01:02:23Z,1300000,,,0,,J. Allen BLOCK (3 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2021-12-02T01:02:23.3Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,12,27,2021-12-02T01:02:27Z,1310000,,,0,,D. Dedmon REBOUND (Off:3 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,130.0,5.0,2.0,3.0,,,,,,,,,,
133,PT01M54.00S,2021-12-02T01:02:35.1Z,1,REGULAR,foul,personal,[],201937,,,1610612748,12,27,2021-12-02T01:02:51Z,1320000,,,0,,R. Rubio personal FOUL (1 PF),"[201937, 203473]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,1151.0,1.0,0.0,Dedmon,203473.0,,,,,,,,,,,,,,,,
135,PT01M54.00S,2021-12-02T01:02:43.9Z,1,REGULAR,substitution,out,[],1628386,,,1610612748,12,27,2021-12-02T01:02:47Z,1340000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2021-12-02T01:02:43.9Z,1,REGULAR,substitution,in,[],1630596,,,1610612748,12,27,2021-12-02T01:02:47Z,1350000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M46.00S,2021-12-02T01:03:02.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203473,9.937582128777924,52.450980392156865,1610612748,12,27,2021-12-02T01:09:05Z,1360000,-12.0,41.0,1,left,MISS D. Dedmon turnaround Shot,[203473],1610612748.0,MIA,turnaround,,,Dedmon,D. Dedmon,,,,,,,,,,Missed,,,,,,4.27,,,,,,,,,
138,PT01M43.00S,2021-12-02T01:03:05.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,12,27,2021-12-02T01:03:09Z,1370000,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,137.0,3.0,3.0,0.0,,,,,,,,,,
139,PT01M36.00S,2021-12-02T01:03:17.5Z,1,REGULAR,turnover,out-of-bounds,[],1630171,,,1610612739,12,27,2021-12-02T01:03:23Z,1380000,,,0,,I. Okoro step out-of-bounds TURNOVER (2 TO),[1630171],1610612739.0,CLE,step,,,Okoro,I. Okoro,,,,,1151.0,,,,,,,,,,,,,,,,,2.0,,,
140,PT01M36.00S,2021-12-02T01:03:32.0Z,1,REGULAR,substitution,out,[],200768,,,1610612748,12,27,2021-12-02T01:03:34Z,1390000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M36.00S,2021-12-02T01:03:32.0Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,12,27,2021-12-02T01:03:34Z,1400000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M22.00S,2021-12-02T01:03:46.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,15.062417871222076,69.6078431372549,1610612748,12,27,2021-12-02T01:03:52Z,1410000,-98.0,89.0,1,left,MISS T. Herro 13' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,,,,Missed,,,,,,13.24,,,,,,,,,
143,PT01M19.00S,2021-12-02T01:03:49.9Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,12,27,2021-12-02T01:03:52Z,1420000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,142.0,3.0,3.0,0.0,,,,,,,,,,
144,PT00M59.20S,2021-12-02T01:04:09.6Z,1,REGULAR,2pt,Jump Shot,[],1630171,94.95729303547962,82.35294117647058,1610612739,12,29,2021-12-02T01:04:16Z,1430000,162.0,-5.0,1,right,I. Okoro 16' pullup Jump Shot (4 PTS) (K. Love 3 AST),"[1630171, 201567]",1610612739.0,CLE,pullup,,,Okoro,I. Okoro,,,,,,,,,,Made,4.0,,,,,16.19,K. Love,201567.0,3.0,,,,,,
146,PT00M48.70S,2021-12-02T01:04:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,6.783837056504599,48.03921568627451,1610612748,14,29,2021-12-02T01:04:29Z,1450000,10.0,11.0,1,left,G. Vincent driving Layup (2 PTS) (T. Herro 2 AST),"[1629216, 1629639]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,,,,,,Made,2.0,,,,,1.5,T. Herro,1629639.0,2.0,,,,,,
148,PT00M42.70S,2021-12-02T01:04:36.7Z,1,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612739,14,29,2021-12-02T01:04:47Z,1470000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Rubio 2 FT),"[1629216, 201937]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,2714.0,1.0,0.0,Rubio,201937.0,,,,,,,,,,,,,,,,
150,PT00M42.70S,2021-12-02T01:05:01.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201937,,,1610612739,14,29,2021-12-02T01:05:01Z,1490000,,,0,,MISS R. Rubio Free Throw 1 of 2,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,Missed,,,,,,,,,,,,,,,
151,PT00M42.70S,2021-12-02T01:05:01.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,14,29,2021-12-02T01:05:01Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,
152,PT00M42.70S,2021-12-02T01:05:15.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201937,,,1610612739,14,30,2021-12-02T01:05:15Z,1510000,,,0,,R. Rubio Free Throw 2 of 2 (1 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
153,PT00M29.70S,2021-12-02T01:05:40.2Z,1,REGULAR,foul,technical,['1freethrow'],200768,,,1610612748,14,30,2021-12-02T01:05:56Z,1520000,,,0,,K. Lowry technical FOUL (1 Tech),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,2714.0,0.0,1.0,,,,,,,,,,,,,,,,,,
154,PT00M29.70S,2021-12-02T01:05:57.3Z,1,REGULAR,freethrow,1 of 1,[],201937,,,1610612748,14,31,2021-12-02T01:05:57Z,1530000,,,0,,R. Rubio technical Free Throw 1 of 1 (2 PTS),[201937],1610612739.0,CLE,technical,,,Rubio,R. Rubio,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
155,PT00M23.00S,2021-12-02T01:06:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203473,6.652431011826544,46.81372549019608,1610612748,16,31,2021-12-02T01:06:26Z,1540000,16.0,10.0,1,left,D. Dedmon driving Layup (6 PTS) (T. Herro 3 AST),"[203473, 1629639]",1610612748.0,MIA,driving,,,Dedmon,D. Dedmon,,,,,,,,,,Made,6.0,,,,,1.88,T. Herro,1629639.0,3.0,,,,,,
157,PT00M01.50S,2021-12-02T01:06:46.7Z,1,REGULAR,3pt,Jump Shot,[],201567,92.9862023653088,3.1862745098039214,1610612739,16,31,2021-12-02T01:07:13Z,1560000,-234.0,13.0,1,right,MISS K. Love turnaround fadeaway 3PT,[201567],1610612739.0,CLE,turnaround fadeaway,,,Love,K. Love,,,,,,,,,,Missed,,,,,,23.45,,,,,,,,,
158,PT00M00.10S,2021-12-02T01:06:48.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,16,31,2021-12-02T01:07:13Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,
159,PT00M00.00S,2021-12-02T01:06:53.6Z,1,REGULAR,period,end,[],0,,,1610612739,16,31,2021-12-02T01:06:53Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-02T01:09:31.5Z,2,REGULAR,period,start,[],0,,,1610612748,16,31,2021-12-02T01:09:31Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M44.00S,2021-12-02T01:09:46.5Z,2,REGULAR,3pt,Jump Shot,[],1629216,13.66622864651774,3.699448529411765,1610612748,19,31,2021-12-02T01:10:07Z,1600000,232.0,76.0,1,left,G. Vincent 24' 3PT  (5 PTS) (T. Herro 4 AST),"[1629216, 1629639]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,Made,5.0,,,,,24.37,T. Herro,1629639.0,4.0,,,,,,
163,PT11M23.00S,2021-12-02T01:10:07.2Z,2,REGULAR,3pt,Jump Shot,[],201567,72.48685939553219,76.22549019607843,1610612739,19,34,2021-12-02T01:10:11Z,1620000,131.0,206.0,1,right,K. Love 24' 3PT  (9 PTS) (E. Mobley 2 AST),"[201567, 1630596]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,9.0,,,,,24.43,E. Mobley,1630596.0,2.0,,,,,,
165,PT11M02.00S,2021-12-02T01:10:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.440867279894875,51.71568627450981,1610612748,21,34,2021-12-02T01:10:34Z,1640000,-9.0,17.0,1,left,C. Martin driving Layup (2 PTS),[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,,,Made,2.0,,,,,1.94,,,,,,,,,
166,PT10M47.00S,2021-12-02T01:10:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630205,94.69448094612353,52.69607843137255,1610612739,21,36,2021-12-02T01:10:50Z,1650000,13.0,-3.0,1,right,L. Stevens driving Layup (5 PTS) (E. Mobley 3 AST),"[1630205, 1630596]",1610612739.0,CLE,driving,,,Stevens,L. Stevens,,,,,,,,,,Made,5.0,,,,,1.37,E. Mobley,1630596.0,3.0,,,,,,
168,PT10M22.00S,2021-12-02T01:11:08.3Z,2,REGULAR,3pt,Jump Shot,[],1629622,24.78646517739816,86.51960784313727,1610612748,24,36,2021-12-02T01:11:15Z,1670000,-183.0,180.0,1,left,M. Strus 25' 3PT  (3 PTS) (C. Martin 1 AST),"[1629622, 1628997]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,Made,3.0,,,,,25.68,C. Martin,1628997.0,1.0,,,,,,
170,PT10M08.00S,2021-12-02T01:11:23.0Z,2,REGULAR,2pt,Hook,[],1630596,78.40013140604468,51.225490196078425,1610612739,24,36,2021-12-02T01:11:41Z,1690000,6.0,151.0,1,right,MISS E. Mobley 15' Hook - blocked,"[1630596, 203473]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,Missed,,,,,,15.06,,,,Dedmon,203473.0,,,,
173,PT10M08.00S,2021-12-02T01:11:23.0Z,2,REGULAR,block,,[],203473,,,1610612739,24,36,2021-12-02T01:11:41Z,1695000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M02.00S,2021-12-02T01:11:29.0Z,2,REGULAR,rebound,defensive,[],1629216,,,1610612748,24,36,2021-12-02T01:11:41Z,1700000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,
172,PT09M54.00S,2021-12-02T01:11:36.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,29.25427069645204,23.03921568627451,1610612748,27,36,2021-12-02T01:11:56Z,1710000,135.0,222.0,1,left,M. Strus 26' 3PT step back (6 PTS) (T. Herro 5 AST),"[1629622, 1629639]",1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,,,,,,Made,6.0,,,,,26.01,T. Herro,1629639.0,5.0,,,,,,
175,PT09M53.00S,2021-12-02T01:11:55.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,27,36,2021-12-02T01:11:55Z,1730000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M53.00S,2021-12-02T01:12:10.2Z,2,REGULAR,substitution,out,[],201567,,,1610612739,27,36,2021-12-02T01:14:33Z,1740000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M53.00S,2021-12-02T01:12:10.2Z,2,REGULAR,substitution,out,[],1630205,,,1610612739,27,36,2021-12-02T01:14:33Z,1750000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M53.00S,2021-12-02T01:12:10.2Z,2,REGULAR,substitution,in,[],1628374,,,1610612739,27,36,2021-12-02T01:14:33Z,1760000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M53.00S,2021-12-02T01:12:10.2Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,27,36,2021-12-02T01:14:33Z,1770000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M28.00S,2021-12-02T01:15:04.1Z,2,REGULAR,3pt,Jump Shot,[],201937,93.11760840998686,2.696078431372549,1610612739,27,36,2021-12-02T01:17:20Z,1780000,-237.0,12.0,1,right,MISS R. Rubio pullup 3PT,[201937],1610612739.0,CLE,pullup,,,Rubio,R. Rubio,,,,,,,,,,Missed,,,,,,23.68,,,,,,,,,
181,PT09M26.00S,2021-12-02T01:15:06.1Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,27,36,2021-12-02T01:15:08Z,1790000,,,0,,D. Dedmon REBOUND (Off:3 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,180.0,6.0,3.0,3.0,,,,,,,,,,
182,PT09M11.00S,2021-12-02T01:15:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,7.30946123521682,47.794117647058826,1610612748,29,36,2021-12-02T01:15:28Z,1800000,11.0,16.0,1,left,M. Strus driving Layup (8 PTS) (D. Dedmon 1 AST),"[1629622, 203473]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,,,,,,Made,8.0,,,,,1.96,D. Dedmon,203473.0,1.0,,,,,,
