actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
91,PT04M13.00S,2022-03-27T00:25:43.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629651,94.56307490144546,49.50980392156863,1610612751,21,19,2022-03-27T00:36:35Z,910000,-2.0,-1.0,1,right,N. Claxton alley-oop DUNK (4 PTS) (K. Irving 2 AST),"[1629651, 202681]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,,,,0.29,Made,4.0,K. Irving,202681.0,2.0,,,,,,,,,,,,
93,PT04M04.00S,2022-03-27T00:25:52.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,5.469776609724048,50.73529411764706,1610612748,23,19,2022-03-27T00:26:01Z,930000,-4.0,-1.0,1,left,B. Adebayo cutting DUNK (4 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,,,0.39,Made,4.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,
95,PT03M53.00S,2022-03-27T00:26:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,94.82588699080158,62.99019607843137,1610612751,23,21,2022-03-27T00:26:08Z,950000,65.0,-4.0,1,right,K. Durant 6' pullup Jump Shot (8 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,,,,6.51,Made,8.0,,,,,,,,,,,,,,,
96,PT03M36.00S,2022-03-27T00:26:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,15.193823915900131,48.03921568627451,1610612748,25,21,2022-03-27T00:26:25Z,960000,10.0,90.0,1,left,P. Tucker 9' floating Jump Shot (7 PTS) (K. Lowry 1 AST),"[200782, 200768]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,,9.08,Made,7.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,
98,PT03M22.00S,2022-03-27T00:26:33.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628971,92.46057818659659,64.4607843137255,1610612751,25,23,2022-03-27T00:26:43Z,980000,72.0,18.0,1,right,B. Brown 7' driving Hook (2 PTS) (G. Dragic 1 AST),"[1628971, 201609]",1610612751.0,BKN,driving,,,Brown,B. Brown,,,,,,,,7.46,Made,2.0,G. Dragic,201609.0,1.0,,,,,,,,,,,,
100,PT03M15.00S,2022-03-27T00:26:41.1Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,25,23,2022-03-27T00:26:46Z,1000000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 202681]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,1.0,Irving,202681.0,,,,,,,,,,,,,,,,,,
101,PT03M15.00S,2022-03-27T00:26:41.1Z,1,REGULAR,steal,,[],202681,,,1610612751,25,23,2022-03-27T00:26:43Z,1010000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M08.00S,2022-03-27T00:26:48.0Z,1,REGULAR,turnover,bad pass,[],1628971,,,1610612751,25,23,2022-03-27T00:26:52Z,1020000,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 202710]",1610612751.0,BKN,,,,Brown,B. Brown,,,,,1.0,Butler,202710.0,,,,,,,,,,,,,,,,,,
103,PT03M08.00S,2022-03-27T00:26:48.0Z,1,REGULAR,steal,,[],202710,,,1610612748,25,23,2022-03-27T00:26:49Z,1030000,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M58.00S,2022-03-27T00:26:57.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,26.231931668856767,16.911764705882355,1610612748,25,23,2022-03-27T00:27:06Z,1050000,165.0,194.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,25.5,Missed,,,,,,,,,,,,,,,,
106,PT02M56.00S,2022-03-27T00:26:59.9Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,25,23,2022-03-27T00:26:59Z,1060000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,105.0,2.0,1.0,1.0,,,,,
107,PT02M55.00S,2022-03-27T00:27:00.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629639,7.178055190538765,96.56862745098039,1610612748,25,23,2022-03-27T00:27:09Z,1070000,-233.0,15.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,23.33,Missed,,,,,,,,,,,,,,,,
108,PT02M55.00S,2022-03-27T00:27:00.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,25,23,2022-03-27T00:27:09Z,1080000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,
109,PT02M55.00S,2022-03-27T00:27:07.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,25,23,2022-03-27T00:27:07Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M55.00S,2022-03-27T00:27:09.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,25,23,2022-03-27T00:27:09Z,1100000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,out,[],200768,,,1610612751,25,23,2022-03-27T00:29:53Z,1110000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,out,[],1628389,,,1610612751,25,23,2022-03-27T00:29:53Z,1120000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,out,[],200782,,,1610612751,25,23,2022-03-27T00:29:53Z,1130000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,25,23,2022-03-27T00:29:53Z,1140000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,out,[],202681,,,1610612751,25,23,2022-03-27T00:29:53Z,1150000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,in,[],203506,,,1610612751,25,23,2022-03-27T00:29:53Z,1160000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,in,[],203473,,,1610612751,25,23,2022-03-27T00:29:53Z,1170000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,in,[],1628997,,,1610612751,25,23,2022-03-27T00:29:53Z,1180000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,in,[],201988,,,1610612751,25,23,2022-03-27T00:29:53Z,1190000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M55.00S,2022-03-27T00:29:05.8Z,1,REGULAR,substitution,in,[],1630556,,,1610612751,25,23,2022-03-27T00:29:53Z,1200000,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M43.00S,2022-03-27T00:30:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201609,93.77463863337714,45.83333333333333,1610612751,25,23,2022-03-27T00:30:24Z,1210000,-21.0,6.0,1,right,MISS G. Dragic driving Layup - blocked,"[201609, 203473]",1610612751.0,BKN,driving,,,Dragic,G. Dragic,,,,,,,,2.16,Missed,,,,,,,,,,,,,,Dedmon,203473.0,
122,PT02M43.00S,2022-03-27T00:30:17.5Z,1,REGULAR,block,,[],203473,,,1610612751,25,23,2022-03-27T00:30:19Z,1220000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2022-03-27T00:30:19.5Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,25,23,2022-03-27T00:30:24Z,1230000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,,
124,PT02M32.00S,2022-03-27T00:30:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,5.601182654402102,44.6078431372549,1610612748,25,23,2022-03-27T00:30:35Z,1240000,27.0,0.0,1,left,MISS T. Herro driving Layup - blocked,"[1629639, 1629651]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,2.7,Missed,,,,,,,,,,,,,,Claxton,1629651.0,
125,PT02M32.00S,2022-03-27T00:30:29.2Z,1,REGULAR,block,,[],1629651,,,1610612748,25,23,2022-03-27T00:30:31Z,1250000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M31.00S,2022-03-27T00:30:30.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,25,23,2022-03-27T00:30:35Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,
127,PT02M31.00S,2022-03-27T00:30:33.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,25,23,2022-03-27T00:30:33Z,1270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M25.00S,2022-03-27T00:30:53.0Z,1,REGULAR,turnover,out-of-bounds,[],203506,,,1610612748,25,23,2022-03-27T00:31:06Z,1280000,,,0,,V. Oladipo lost ball out-of-bounds TURNOVER (1 TO),[203506],1610612748.0,MIA,lost ball,,,Oladipo,V. Oladipo,,,,,1.0,,,,,,,,,2005.0,,,,,,,,,,,
129,PT02M08.00S,2022-03-27T00:31:19.7Z,1,REGULAR,foul,personal,[],202710,,,1610612751,25,23,2022-03-27T00:31:39Z,1290000,,,0,,J. Butler personal FOUL (1 PF),"[202710, 201142]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,2005.0,1.0,0.0,,,,,Durant,201142.0,,,
131,PT02M05.00S,2022-03-27T00:31:40.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,93.51182654402102,76.9607843137255,1610612751,25,23,2022-03-27T00:31:47Z,1310000,135.0,8.0,1,right,MISS K. Durant 13' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,,,,13.51,Missed,,,,,,,,,,,,,,,,
132,PT02M02.00S,2022-03-27T00:31:43.4Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,25,23,2022-03-27T00:31:47Z,1320000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,131.0,3.0,2.0,1.0,,,,,
133,PT01M40.00S,2022-03-27T00:32:05.6Z,1,REGULAR,3pt,Jump Shot,[],202710,22.815374507227332,11.76470588235294,1610612748,25,23,2022-03-27T00:32:11Z,1330000,191.0,162.0,1,left,MISS J. Butler 25' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,25.06,Missed,,,,,,,,,,,,,,,,
134,PT01M36.00S,2022-03-27T00:32:09.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,25,23,2022-03-27T00:32:09Z,1340000,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,133.0,2.0,2.0,0.0,,,,,
135,PT01M30.00S,2022-03-27T00:32:14.9Z,1,REGULAR,3pt,Jump Shot,[],201988,72.09264126149803,13.725490196078432,1610612751,25,23,2022-03-27T00:32:19Z,1350000,-181.0,210.0,1,right,MISS P. Mills 27' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,27.73,Missed,,,,,,,,,,,,,,,,
136,PT01M28.00S,2022-03-27T00:32:16.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,25,23,2022-03-27T00:32:19Z,1360000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,135.0,4.0,3.0,1.0,,,,,
137,PT01M19.00S,2022-03-27T00:32:26.2Z,1,REGULAR,turnover,bad pass,[],203506,,,1610612748,25,23,2022-03-27T00:32:30Z,1370000,,,0,,V. Oladipo bad pass TURNOVER (2 TO),"[203506, 1629651]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,2.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,
138,PT01M19.00S,2022-03-27T00:32:26.2Z,1,REGULAR,steal,,[],1629651,,,1610612751,25,23,2022-03-27T00:32:28Z,1380000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M14.00S,2022-03-27T00:32:31.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201142,72.7496714848883,15.196078431372548,1610612751,25,23,2022-03-27T00:32:38Z,1390000,-174.0,204.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,26.79,Missed,,,,,,,,,,,,,,,,
140,PT01M10.00S,2022-03-27T00:32:35.1Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,25,23,2022-03-27T00:32:35Z,1400000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,139.0,3.0,2.0,1.0,,,,,
141,PT01M09.00S,2022-03-27T00:32:36.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201988,70.38436268068331,77.20588235294117,1610612751,25,26,2022-03-27T00:32:41Z,1410000,136.0,226.0,1,right,P. Mills 26' 3PT  (3 PTS) (N. Claxton 1 AST),"[201988, 1629651]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,26.37,Made,3.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,
143,PT00M51.70S,2022-03-27T00:32:58.3Z,1,REGULAR,foul,personal,[],201609,,,1610612748,25,26,2022-03-27T00:33:13Z,1430000,,,0,,G. Dragic personal FOUL (1 PF),"[201609, 202710]",1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,2005.0,1.0,0.0,,,,,Butler,202710.0,,,
145,PT00M51.70S,2022-03-27T00:33:07.2Z,1,REGULAR,substitution,out,[],202710,,,1610612748,25,26,2022-03-27T00:33:15Z,1450000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M51.70S,2022-03-27T00:33:07.2Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,25,26,2022-03-27T00:33:15Z,1460000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M42.90S,2022-03-27T00:33:31.1Z,1,REGULAR,2pt,Jump Shot,[],1629639,6.521024967148489,71.32352941176471,1610612748,25,26,2022-03-27T00:33:39Z,1470000,-107.0,9.0,1,left,MISS T. Herro 10' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,,10.7,Missed,,,,,,,,,,,,,,,,
148,PT00M40.70S,2022-03-27T00:33:33.3Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,25,26,2022-03-27T00:33:39Z,1480000,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,
149,PT00M37.10S,2022-03-27T00:33:39.2Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612751,25,26,2022-03-27T00:33:59Z,1490000,,,0,,C. Martin shooting personal FOUL (1 PF) (Durant 2 FT),"[1628997, 201142]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,1662.0,1.0,0.0,,,,,Durant,201142.0,,,
151,PT00M37.10S,2022-03-27T00:34:24.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612751,25,26,2022-03-27T00:34:24Z,1510000,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Missed,,,,,,,,,,,,,,,,
152,PT00M37.10S,2022-03-27T00:34:24.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,25,26,2022-03-27T00:34:24Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,
153,PT00M37.10S,2022-03-27T00:34:41.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612751,25,27,2022-03-27T00:34:41Z,1530000,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
154,PT00M29.90S,2022-03-27T00:34:52.0Z,1,REGULAR,3pt,Jump Shot,[],1629639,34.11629434954008,42.40196078431372,1610612748,25,27,2022-03-27T00:34:57Z,1540000,38.0,268.0,1,left,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,27.09,Missed,,,,,,,,,,,,,,,,
155,PT00M26.40S,2022-03-27T00:34:55.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,25,27,2022-03-27T00:34:57Z,1550000,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,154.0,4.0,3.0,1.0,,,,,
156,PT00M18.60S,2022-03-27T00:35:03.3Z,1,REGULAR,3pt,Jump Shot,[],201988,74.58935611038108,12.254901960784313,1610612751,25,27,2022-03-27T00:35:08Z,1560000,-189.0,186.0,1,right,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,26.52,Missed,,,,,,,,,,,,,,,,
157,PT00M15.70S,2022-03-27T00:35:06.3Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,25,27,2022-03-27T00:35:06Z,1570000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,,
158,PT00M00.00S,2022-03-27T00:35:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203506,5.601182654402102,45.83333333333333,1610612748,25,27,2022-03-27T00:35:46Z,1580000,21.0,0.0,1,left,MISS V. Oladipo driving reverse Layup - blocked,"[203506, 1629651]",1610612748.0,MIA,driving reverse,,,Oladipo,V. Oladipo,,,,,,,,2.08,Missed,,,,,,,,,,,,,,Claxton,1629651.0,
159,PT00M00.00S,2022-03-27T00:35:22.5Z,1,REGULAR,block,,[],1629651,,,1610612748,25,27,2022-03-27T00:35:24Z,1590000,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2022-03-27T00:35:22.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,25,27,2022-03-27T00:38:11Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,
161,PT00M00.00S,2022-03-27T00:35:35.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,25,27,2022-03-27T00:38:11Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2022-03-27T00:35:40.9Z,1,REGULAR,period,end,[],0,,,1610612748,25,27,2022-03-27T00:38:11Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-27T00:36:10.4Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612748,25,27,2022-03-27T00:38:11Z,1630000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-27T00:36:10.4Z,2,REGULAR,substitution,out,['startperiod'],1630556,,,1610612748,25,27,2022-03-27T00:38:11Z,1640000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-03-27T00:36:10.4Z,2,REGULAR,substitution,out,['startperiod'],1629651,,,1610612748,25,27,2022-03-27T00:38:11Z,1650000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-03-27T00:36:10.4Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612748,25,27,2022-03-27T00:38:11Z,1660000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-03-27T00:36:10.4Z,2,REGULAR,substitution,in,['startperiod'],203083,,,1610612748,25,27,2022-03-27T00:38:11Z,1670000,,,0,,SUB in: A. Drummond,[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-03-27T00:36:10.4Z,2,REGULAR,substitution,in,['startperiod'],201949,,,1610612748,25,27,2022-03-27T00:38:11Z,1680000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-27T00:38:03.9Z,2,REGULAR,period,start,[],0,,,1610612751,25,27,2022-03-27T00:38:03Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M49.00S,2022-03-27T00:38:14.8Z,2,REGULAR,foul,personal,['3freethrow'],203473,,,1610612751,25,27,2022-03-27T00:38:36Z,1700000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Mills 3 FT),"[203473, 201988]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,1662.0,1.0,0.0,,,,,Mills,201988.0,,,
172,PT11M49.00S,2022-03-27T00:38:43.2Z,2,REGULAR,freethrow,1 of 3,[],201988,,,1610612751,25,28,2022-03-27T00:38:43Z,1720000,,,0,,P. Mills Free Throw 1 of 3 (4 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
173,PT11M49.00S,2022-03-27T00:38:56.3Z,2,REGULAR,freethrow,2 of 3,[],201988,,,1610612751,25,29,2022-03-27T00:38:56Z,1730000,,,0,,P. Mills Free Throw 2 of 3 (5 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
174,PT11M49.00S,2022-03-27T00:39:11.5Z,2,REGULAR,freethrow,3 of 3,[],201988,,,1610612751,25,30,2022-03-27T00:39:11Z,1740000,,,0,,P. Mills Free Throw 3 of 3 (6 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
175,PT11M31.00S,2022-03-27T00:39:31.4Z,2,REGULAR,3pt,Jump Shot,[],203473,23.73521681997372,87.25490196078431,1610612748,28,30,2022-03-27T00:39:36Z,1750000,-186.0,171.0,1,left,D. Dedmon 25' 3PT  (3 PTS) (T. Herro 2 AST),"[203473, 1629639]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,25.26,Made,3.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,
177,PT11M08.00S,2022-03-27T00:39:56.4Z,2,REGULAR,turnover,out-of-bounds,[],201609,,,1610612751,28,30,2022-03-27T00:40:03Z,1770000,,,0,,G. Dragic step out-of-bounds TURNOVER (1 TO),[201609],1610612751.0,BKN,step,,,Dragic,G. Dragic,,,,,1.0,,,,,,,,,1662.0,,,,,,,,,,,
178,PT10M55.00S,2022-03-27T00:40:17.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203473,31.750985545335087,64.70588235294117,1610612748,28,30,2022-03-27T00:40:23Z,1780000,-74.0,246.0,1,left,MISS D. Dedmon 25' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,25.67,Missed,,,,,,,,,,,,,,,,
179,PT10M52.00S,2022-03-27T00:40:20.9Z,2,REGULAR,rebound,defensive,[],203083,,,1610612751,28,30,2022-03-27T00:40:23Z,1790000,,,0,,A. Drummond REBOUND (Off:2 Def:1),[203083],1610612751.0,BKN,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,178.0,3.0,1.0,2.0,,,,,
180,PT10M40.00S,2022-03-27T00:40:32.4Z,2,REGULAR,3pt,Jump Shot,[],201988,92.72339027595268,3.431372549019608,1610612751,28,30,2022-03-27T00:40:39Z,1800000,-233.0,16.0,1,right,MISS P. Mills 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,23.33,Missed,,,,,,,,,,,,,,,,
