actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
553,PT10M29.00S,2022-03-27T02:07:04.6Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,72,96,2022-03-27T02:07:07Z,5500000,,,0,,D. Dedmon REBOUND (Off:1 Def:8),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,552.0,9.0,8.0,1.0,,,,,
554,PT10M15.00S,2022-03-27T02:07:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,90.62089356110381,45.588235294117645,1610612748,72,96,2022-03-27T02:07:21Z,5510000,-22.0,36.0,1,right,MISS C. Martin driving Layup,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,,,,4.2,Missed,,,,,,,,,,,,,,,,
555,PT10M14.00S,2022-03-27T02:07:18.4Z,4,REGULAR,rebound,defensive,[],201609,,,1610612751,72,96,2022-03-27T02:07:21Z,5520000,,,0,,G. Dragic REBOUND (Off:0 Def:4),[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,554.0,4.0,4.0,0.0,,,,,
556,PT10M11.00S,2022-03-27T02:07:22.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630556,19.66162943495401,93.13725490196079,1610612751,72,96,2022-03-27T02:07:31Z,5530000,-216.0,132.0,1,left,MISS K. Edwards 25' 3PT - blocked,"[1630556, 1628997]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,25.3,Missed,,,,,,,,,,,,,,Martin,1628997.0,
557,PT10M11.00S,2022-03-27T02:07:22.1Z,4,REGULAR,block,,[],1628997,,,1610612751,72,96,2022-03-27T02:07:27Z,5540000,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT10M09.00S,2022-03-27T02:07:24.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,72,96,2022-03-27T02:07:31Z,5550000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,556.0,,,,,,,,
559,PT10M08.00S,2022-03-27T02:07:30.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,72,96,2022-03-27T02:07:30Z,5560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT10M02.00S,2022-03-27T02:07:38.6Z,4,REGULAR,foul,offensive,[],203473,,,1610612748,72,96,2022-03-27T02:07:56Z,5570000,,,0,,D. Dedmon offensive FOUL (3 PF),"[203473, 201609]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,1193.0,3.0,1.0,,,,,Dragic,201609.0,,,
562,PT10M02.00S,2022-03-27T02:07:38.6Z,4,REGULAR,turnover,offensive foul,[],203473,,,1610612748,72,96,2022-03-27T02:07:38Z,5590000,,,0,,D. Dedmon offensive foul TURNOVER (1 TO),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1.0,,,,,,,,,1193.0,,,,,,,,,,,
563,PT09M49.00S,2022-03-27T02:08:05.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201933,32.670827858081466,36.029411764705884,1610612751,72,99,2022-03-27T02:08:11Z,5600000,70.0,255.0,1,left,B. Griffin 26' 3PT  (3 PTS) (G. Dragic 4 AST),"[201933, 201609]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,26.4,Made,3.0,G. Dragic,201609.0,4.0,,,,,,,,,,,,
565,PT09M28.00S,2022-03-27T02:08:26.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203506,92.85479632063075,59.55882352941176,1610612748,72,99,2022-03-27T02:08:32Z,5620000,48.0,15.0,1,right,MISS V. Oladipo driving Layup,[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,,5.0,Missed,,,,,,,,,,,,,,,,
566,PT09M25.00S,2022-03-27T02:08:29.8Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,72,99,2022-03-27T02:08:32Z,5630000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,565.0,1.0,1.0,0.0,,,,,
567,PT09M03.00S,2022-03-27T02:08:52.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,72,99,2022-03-27T02:09:02Z,5640000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,,,,,
568,PT08M51.00S,2022-03-27T02:09:24.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203473,68.01905387647832,63.725490196078425,1610612748,72,99,2022-03-27T02:09:29Z,5650000,69.0,248.0,1,right,MISS D. Dedmon 25' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,25.74,Missed,,,,,,,,,,,,,,,,
569,PT08M49.00S,2022-03-27T02:09:26.5Z,4,REGULAR,rebound,defensive,[],201949,,,1610612751,72,99,2022-03-27T02:09:29Z,5660000,,,0,,J. Johnson REBOUND (Off:1 Def:3),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,568.0,4.0,3.0,1.0,,,,,
570,PT08M45.00S,2022-03-27T02:09:31.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201933,5.469776609724048,96.32352941176471,1610612751,72,102,2022-03-27T02:09:36Z,5670000,-232.0,-1.0,1,left,B. Griffin 3PT  (6 PTS) (J. Johnson 1 AST),"[201933, 201949]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,23.16,Made,6.0,J. Johnson,201949.0,1.0,,,,,,,,,,,,
572,PT08M33.00S,2022-03-27T02:09:43.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203473,93.11760840998686,48.77450980392157,1610612748,74,102,2022-03-27T02:09:55Z,5690000,-6.0,12.0,1,right,D. Dedmon alley-oop DUNK (8 PTS) (V. Oladipo 2 AST),"[203473, 203506]",1610612748.0,MIA,alley-oop,,,Dedmon,D. Dedmon,,,,,,,,1.36,Made,8.0,V. Oladipo,203506.0,2.0,,,,,,,,,,,,
574,PT08M15.00S,2022-03-27T02:10:00.8Z,4,REGULAR,3pt,Jump Shot,[],201933,28.33442838370565,75.73529411764706,1610612751,74,105,2022-03-27T02:10:06Z,5710000,-129.0,214.0,1,left,B. Griffin 24' 3PT  (9 PTS) (J. Johnson 2 AST),"[201933, 201949]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,24.95,Made,9.0,J. Johnson,201949.0,2.0,,,,,,,,,,,,
576,PT08M02.00S,2022-03-27T02:10:13.9Z,4,REGULAR,turnover,lost ball,[],203506,,,1610612748,74,105,2022-03-27T02:10:17Z,5730000,,,0,,V. Oladipo lost ball TURNOVER (3 TO),"[203506, 201949]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,3.0,Johnson,201949.0,,,,,,,,,,,,,,,,,,
577,PT08M02.00S,2022-03-27T02:10:13.9Z,4,REGULAR,steal,,[],201949,,,1610612751,74,105,2022-03-27T02:10:15Z,5740000,,,0,,J. Johnson STEAL (1 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M59.00S,2022-03-27T02:10:19.6Z,4,REGULAR,turnover,out-of-bounds,[],201988,,,1610612751,74,105,2022-03-27T02:10:26Z,5750000,,,0,,P. Mills bad pass out-of-bounds TURNOVER (1 TO),[201988],1610612751.0,BKN,bad pass,,,Mills,P. Mills,,,,,1.0,,,,,,,,,1193.0,,,,,,,,,,,
579,PT07M59.00S,2022-03-27T02:10:22.3Z,4,REGULAR,substitution,out,[],203473,,,1610612748,74,105,2022-03-27T02:10:28Z,5760000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M59.00S,2022-03-27T02:10:22.3Z,4,REGULAR,substitution,in,[],1630209,,,1610612748,74,105,2022-03-27T02:10:28Z,5770000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M54.00S,2022-03-27T02:10:41.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203506,93.77463863337714,54.41176470588235,1610612748,76,105,2022-03-27T02:10:47Z,5780000,22.0,6.0,1,right,V. Oladipo driving Layup (6 PTS) (M. Strus 3 AST),"[203506, 1629622]",1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,,2.29,Made,6.0,M. Strus,1629622.0,3.0,,,,,,,,,,,,
583,PT07M54.00S,2022-03-27T02:10:44.8Z,4,REGULAR,foul,personal,['1freethrow'],1630556,,,1610612748,76,105,2022-03-27T02:10:51Z,5800000,,,0,,K. Edwards shooting personal FOUL (2 PF) (Oladipo 1 FT),"[1630556, 203506]",1610612751.0,BKN,shooting,,,Edwards,K. Edwards,,,,,,,,,,,,,,2005.0,2.0,0.0,,,,,Oladipo,203506.0,,,
585,PT07M54.00S,2022-03-27T02:10:52.1Z,4,REGULAR,substitution,out,[],201609,,,1610612748,76,105,2022-03-27T02:11:25Z,5820000,,,0,,SUB out: G. Dragic,[201609],1610612751.0,BKN,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M54.00S,2022-03-27T02:10:52.1Z,4,REGULAR,substitution,in,[],1630560,,,1610612748,76,105,2022-03-27T02:11:25Z,5830000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M54.00S,2022-03-27T02:11:08.6Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],203506,,,1610612748,77,105,2022-03-27T02:11:08Z,5840000,,,0,,V. Oladipo Free Throw 1 of 1 (7 PTS),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
588,PT07M39.00S,2022-03-27T02:11:25.6Z,4,REGULAR,foul,offensive,[],201933,,,1610612751,77,105,2022-03-27T02:11:42Z,5850000,,,0,,B. Griffin offensive FOUL (1 PF),"[201933, 1629622]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,1193.0,1.0,0.0,,,,,Strus,1629622.0,,,
590,PT07M39.00S,2022-03-27T02:11:25.6Z,4,REGULAR,turnover,offensive foul,[],201933,,,1610612751,77,105,2022-03-27T02:11:25Z,5870000,,,0,,B. Griffin offensive foul TURNOVER (1 TO),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,1.0,,,,,,,,,1193.0,,,,,,,,,,,
591,PT07M26.00S,2022-03-27T02:11:56.7Z,4,REGULAR,foul,personal,[],201949,,,1610612748,77,105,2022-03-27T02:12:02Z,5880000,,,0,,J. Johnson personal FOUL (3 PF),"[201949, 1629622]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,1193.0,3.0,1.0,,,,,Strus,1629622.0,,,
593,PT07M19.00S,2022-03-27T02:12:18.1Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203506,91.40932982917214,20.588235294117645,1610612748,79,105,2022-03-27T02:12:24Z,5900000,-147.0,28.0,1,right,V. Oladipo 14' step back bank Jump Shot (9 PTS) (T. Herro 3 AST),"[203506, 1629639]",1610612748.0,MIA,step back bank,,,Oladipo,V. Oladipo,,,,,,,,14.98,Made,9.0,T. Herro,1629639.0,3.0,,,,,,,,,,,,
595,PT07M06.00S,2022-03-27T02:12:30.9Z,4,REGULAR,3pt,Jump Shot,[],201988,24.26084099868594,86.02941176470588,1610612751,79,105,2022-03-27T02:12:36Z,5920000,-180.0,176.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,25.15,Missed,,,,,,,,,,,,,,,,
596,PT07M03.00S,2022-03-27T02:12:33.9Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,79,105,2022-03-27T02:12:36Z,5930000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,595.0,1.0,1.0,0.0,,,,,
597,PT06M44.00S,2022-03-27T02:12:55.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,79,105,2022-03-27T02:12:55Z,5940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M44.00S,2022-03-27T02:13:01.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,79,105,2022-03-27T02:13:01Z,5950000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M44.00S,2022-03-27T02:15:16.1Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,79,105,2022-03-27T02:15:38Z,5960000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M44.00S,2022-03-27T02:15:16.1Z,4,REGULAR,substitution,in,[],1629312,,,1610612748,79,105,2022-03-27T02:15:38Z,5970000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M41.00S,2022-03-27T02:15:58.5Z,4,REGULAR,3pt,Jump Shot,[],1629622,94.56307490144546,3.1862745098039214,1610612748,82,105,2022-03-27T02:16:04Z,5980000,-234.0,-1.0,1,right,M. Strus 3PT  (5 PTS) (V. Oladipo 3 AST),"[1629622, 203506]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,23.41,Made,5.0,V. Oladipo,203506.0,3.0,,,,,,,,,,,,
603,PT06M24.00S,2022-03-27T02:16:16.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,19.66162943495401,35.294117647058826,1610612751,82,105,2022-03-27T02:16:22Z,6000000,74.0,132.0,1,left,MISS C. Thomas 15' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,,,,15.13,Missed,,,,,,,,,,,,,,,,
604,PT06M21.00S,2022-03-27T02:16:19.1Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,82,105,2022-03-27T02:16:22Z,6010000,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,603.0,1.0,1.0,0.0,,,,,
605,PT06M14.00S,2022-03-27T02:16:26.6Z,4,REGULAR,2pt,Jump Shot,[],203506,79.31997371879106,27.450980392156865,1610612748,82,105,2022-03-27T02:17:37Z,6020000,-113.0,142.0,1,right,MISS V. Oladipo 18' pullup Shot,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,,,,18.12,Missed,,,,,,,,,,,,,,,,
606,PT06M11.00S,2022-03-27T02:16:29.6Z,4,REGULAR,rebound,defensive,[],201988,,,1610612751,82,105,2022-03-27T02:16:31Z,6030000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,605.0,1.0,1.0,0.0,,,,,
607,PT06M04.00S,2022-03-27T02:16:35.3Z,4,REGULAR,3pt,Jump Shot,[],201988,30.962549277266753,35.049019607843135,1610612751,82,105,2022-03-27T02:18:27Z,6040000,75.0,239.0,1,left,MISS P. Mills 25' pullup 3PT,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,25.0,Missed,,,,,,,,,,,,,,,,
608,PT06M01.00S,2022-03-27T02:16:38.3Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,82,105,2022-03-27T02:16:40Z,6050000,,,0,,O. Yurtseven REBOUND (Off:0 Def:1),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,607.0,1.0,1.0,0.0,,,,,
609,PT05M51.00S,2022-03-27T02:16:48.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,93.11760840998686,54.166666666666664,1610612748,84,105,2022-03-27T02:16:53Z,6060000,21.0,12.0,1,right,M. Strus cutting Layup (7 PTS) (O. Yurtseven 1 AST),"[1629622, 1630209]",1610612748.0,MIA,cutting,,,Strus,M. Strus,,,,,,,,2.41,Made,7.0,O. Yurtseven,1630209.0,1.0,,,,,,,,,,,,
611,PT05M25.00S,2022-03-27T02:17:16.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,84,105,2022-03-27T02:17:24Z,6080000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,
613,PT05M08.00S,2022-03-27T02:17:50.5Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628997,95.3515111695138,91.91176470588235,1610612748,86,105,2022-03-27T02:18:10Z,6100000,210.0,-9.0,1,right,C. Martin 20' Jump Shot (7 PTS) (V. Oladipo 4 AST),"[1628997, 203506]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,20.98,Made,7.0,V. Oladipo,203506.0,4.0,,,,,,,,,,,,
614,PT04M50.00S,2022-03-27T02:18:01.9Z,4,REGULAR,3pt,Jump Shot,[],201988,27.808804204993432,19.11764705882353,1610612751,86,105,2022-03-27T02:18:14Z,6110000,154.0,209.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,25.98,Missed,,,,,,,,,,,,,,,,
615,PT04M50.00S,2022-03-27T02:18:01.9Z,4,REGULAR,rebound,defensive,[],203506,,,1610612748,86,105,2022-03-27T02:18:14Z,6120000,,,0,,V. Oladipo REBOUND (Off:0 Def:3),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,614.0,3.0,3.0,0.0,,,,,
617,PT04M40.00S,2022-03-27T02:18:11.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203506,93.24901445466492,53.92156862745098,1610612748,86,105,2022-03-27T02:18:19Z,6130000,20.0,11.0,1,right,MISS V. Oladipo driving Layup,[203506],1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,,,,2.25,Missed,,,,,,,,,,,,,,,,
618,PT04M39.00S,2022-03-27T02:18:12.9Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,86,105,2022-03-27T02:18:19Z,6140000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,617.0,2.0,2.0,0.0,,,,,
619,PT04M16.00S,2022-03-27T02:18:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,11.645860709592641,43.872549019607845,1610612751,86,105,2022-03-27T02:18:41Z,6150000,31.0,57.0,1,left,MISS C. Thomas 6' driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,,,,6.47,Missed,,,,,,,,,,,,,,,,
620,PT04M14.00S,2022-03-27T02:18:38.2Z,4,REGULAR,rebound,offensive,[],1630560,,,1610612751,86,105,2022-03-27T02:18:38Z,6160000,,,0,,C. Thomas REBOUND (Off:1 Def:0),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,619.0,1.0,0.0,1.0,,,,,
621,PT04M02.00S,2022-03-27T02:18:50.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201933,31.882391590013142,12.254901960784313,1610612751,86,105,2022-03-27T02:18:56Z,6170000,189.0,247.0,1,left,MISS B. Griffin 31' 3PT,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,31.1,Missed,,,,,,,,,,,,,,,,
622,PT04M01.00S,2022-03-27T02:18:51.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,86,105,2022-03-27T02:18:56Z,6180000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,621.0,,,,,,,,
623,PT04M01.00S,2022-03-27T02:18:54.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612751,86,105,2022-03-27T02:19:01Z,6190000,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,1193.0,,,,,,,,,,,
624,PT03M56.00S,2022-03-27T02:19:04.0Z,4,REGULAR,turnover,bad pass,[],203506,,,1610612748,86,105,2022-03-27T02:19:07Z,6200000,,,0,,V. Oladipo bad pass TURNOVER (4 TO),"[203506, 201949]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,4.0,Johnson,201949.0,,,,,,,,,,,,,,,,,,
625,PT03M56.00S,2022-03-27T02:19:04.0Z,4,REGULAR,steal,,[],201949,,,1610612751,86,105,2022-03-27T02:19:05Z,6210000,,,0,,J. Johnson STEAL (2 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M36.00S,2022-03-27T02:19:23.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,6.258212877792378,81.37254901960785,1610612751,86,105,2022-03-27T02:19:28Z,6220000,-157.0,6.0,1,left,MISS C. Thomas 15' step back Shot,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,,,,15.7,Missed,,,,,,,,,,,,,,,,
627,PT03M33.00S,2022-03-27T02:19:26.2Z,4,REGULAR,rebound,defensive,[],1630209,,,1610612748,86,105,2022-03-27T02:19:28Z,6230000,,,0,,O. Yurtseven REBOUND (Off:0 Def:2),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,626.0,2.0,2.0,0.0,,,,,
628,PT03M17.00S,2022-03-27T02:19:46.1Z,4,REGULAR,foul,offensive,[],1628997,,,1610612748,86,105,2022-03-27T02:20:00Z,6240000,,,0,,C. Martin charge offensive FOUL (4 PF),"[1628997, 201933]",1610612748.0,MIA,charge,,,Martin,C. Martin,,,,,,,,,,,,,,1193.0,4.0,0.0,,,,,Griffin,201933.0,,,
630,PT03M17.00S,2022-03-27T02:19:46.1Z,4,REGULAR,turnover,offensive foul,[],1628997,,,1610612748,86,105,2022-03-27T02:19:46Z,6260000,,,0,,C. Martin offensive foul TURNOVER (1 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,1.0,,,,,,,,,1193.0,,,,,,,,,,,
631,PT03M17.00S,2022-03-27T02:20:05.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,86,105,2022-03-27T02:20:05Z,6270000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M01.00S,2022-03-27T02:23:04.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201988,30.436925098554536,69.36274509803921,1610612751,86,105,2022-03-27T02:23:10Z,6280000,-97.0,234.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,25.29,Missed,,,,,,,,,,,,,,,,
633,PT02M57.00S,2022-03-27T02:23:08.7Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,86,105,2022-03-27T02:23:10Z,6290000,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,632.0,2.0,2.0,0.0,,,,,
634,PT02M46.00S,2022-03-27T02:23:19.6Z,4,REGULAR,3pt,Jump Shot,[],1629622,71.30420499342969,17.892156862745097,1610612748,89,105,2022-03-27T02:23:25Z,6300000,-161.0,217.0,1,right,M. Strus 27' 3PT  (10 PTS) (V. Oladipo 5 AST),"[1629622, 203506]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,27.01,Made,10.0,V. Oladipo,203506.0,5.0,,,,,,,,,,,,
636,PT02M19.00S,2022-03-27T02:23:46.5Z,4,REGULAR,2pt,Jump Shot,[],1630556,8.754927726675426,21.323529411764707,1610612751,89,105,2022-03-27T02:23:51Z,6320000,143.0,30.0,1,left,MISS K. Edwards 14' fadeaway Shot,[1630556],1610612751.0,BKN,fadeaway,,,Edwards,K. Edwards,,,,,,,,14.65,Missed,,,,,,,,,,,,,,,,
637,PT02M17.00S,2022-03-27T02:23:48.5Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,89,105,2022-03-27T02:23:51Z,6330000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,636.0,2.0,2.0,0.0,,,,,
638,PT02M09.00S,2022-03-27T02:23:56.9Z,4,REGULAR,3pt,Jump Shot,[],1629622,76.03482260183968,8.088235294117647,1610612748,89,105,2022-03-27T02:24:02Z,6340000,-210.0,173.0,1,right,MISS M. Strus 27' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,27.16,Missed,,,,,,,,,,,,,,,,
639,PT02M05.00S,2022-03-27T02:24:00.9Z,4,REGULAR,rebound,defensive,[],201933,,,1610612751,89,105,2022-03-27T02:24:02Z,6350000,,,0,,B. Griffin REBOUND (Off:0 Def:3),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,638.0,3.0,3.0,0.0,,,,,
640,PT01M45.00S,2022-03-27T02:24:25.8Z,4,REGULAR,foul,offensive,[],201949,,,1610612751,89,105,2022-03-27T02:24:41Z,6360000,,,0,,J. Johnson offensive FOUL (4 PF),"[201949, 203506]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,1662.0,4.0,1.0,,,,,Oladipo,203506.0,,,
642,PT01M45.00S,2022-03-27T02:24:25.8Z,4,REGULAR,turnover,offensive foul,[],201949,,,1610612751,89,105,2022-03-27T02:24:25Z,6380000,,,0,,J. Johnson offensive foul TURNOVER (1 TO),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,1.0,,,,,,,,,1662.0,,,,,,,,,,,
643,PT01M37.00S,2022-03-27T02:24:42.6Z,4,REGULAR,turnover,bad pass,[],203506,,,1610612748,89,105,2022-03-27T02:24:46Z,6390000,,,0,,V. Oladipo bad pass TURNOVER (5 TO),"[203506, 201949]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,5.0,Johnson,201949.0,,,,,,,,,,,,,,,,,,
644,PT01M37.00S,2022-03-27T02:24:42.6Z,4,REGULAR,steal,,[],201949,,,1610612751,89,105,2022-03-27T02:24:44Z,6400000,,,0,,J. Johnson STEAL (3 STL),[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
