actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
87,PT04M26.00S,2022-03-08T00:55:59.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,69.85873850197109,22.058823529411764,1610612745,15,24,2022-03-08T00:56:07Z,870000,-140.0,231.0,1,right,K. Porter Jr. 26' 3PT  (8 PTS) (K. Martin Jr. 1 AST),"[1629645, 1630231]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,26.98,Made,,,,,,,,,8.0,K. Martin Jr.,1630231.0,1.0,,,,,
89,PT04M00.00S,2022-03-08T00:56:26.0Z,1,REGULAR,2pt,Jump Shot,[],200782,10.988830486202366,32.59803921568628,1610612748,17,24,2022-03-08T00:56:31Z,890000,87.0,51.0,1,left,P. Tucker 10' floating Jump Shot (6 PTS) (D. Robinson 2 AST),"[200782, 1629130]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,10.07,Made,,,,,,,,,6.0,D. Robinson,1629130.0,2.0,,,,,
91,PT03M47.00S,2022-03-08T00:56:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,93.24901445466492,55.14705882352941,1610612745,17,26,2022-03-08T00:56:46Z,910000,26.0,11.0,1,right,A. Sengun Jump Shot (6 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,2.8,Made,,,,,,,,,6.0,J. Green,1630224.0,1.0,,,,,
93,PT03M31.00S,2022-03-08T00:56:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.178055190538765,52.20588235294118,1610612748,17,26,2022-03-08T00:56:59Z,930000,-11.0,15.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,1.86,Missed,,,,,,,,,,,,,,,,,
94,PT03M29.00S,2022-03-08T00:56:56.8Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,17,26,2022-03-08T00:56:56Z,940000,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,
95,PT03M27.00S,2022-03-08T00:56:58.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202710,7.703679369250986,53.431372549019606,1610612748,19,26,2022-03-08T00:57:03Z,950000,-17.0,20.0,1,left,J. Butler bank Jump Shot (6 PTS),[202710],1610612748.0,MIA,bank,,,Butler,J. Butler,,,,,,,2.63,Made,,,,,,,,,6.0,,,,,,,,
96,PT03M16.00S,2022-03-08T00:57:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.9862023653088,46.32352941176471,1610612745,19,28,2022-03-08T00:57:14Z,960000,-18.0,13.0,1,right,J. Green driving Layup (14 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,,,2.28,Made,,,,,,,,,14.0,,,,,,,,
97,PT03M01.00S,2022-03-08T00:57:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,5.732588699080158,49.01960784313725,1610612748,21,28,2022-03-08T01:08:58Z,970000,5.0,1.0,1,left,D. Robinson driving Layup (7 PTS) (T. Herro 1 AST),"[1629130, 1629639]",1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,,,0.51,Made,,,,,,,,,7.0,T. Herro,1629639.0,1.0,,,,,
99,PT02M44.00S,2022-03-08T00:57:42.5Z,1,REGULAR,3pt,Jump Shot,[],1629645,74.72076215505913,86.27450980392157,1610612745,21,28,2022-03-08T00:57:46Z,990000,181.0,185.0,1,right,MISS K. Porter Jr. 25' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,,,25.92,Missed,,,,,,,,,,,,,,,,,
100,PT02M40.00S,2022-03-08T00:57:45.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,21,28,2022-03-08T00:57:45Z,1000000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,99.0,3.0,2.0,1.0,,,,,,,,,,,,,
101,PT02M33.00S,2022-03-08T00:57:57.5Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612748,21,28,2022-03-08T00:58:07Z,1010000,,,0,,J. Green shooting personal FOUL (2 PF) (Butler 2 FT),"[1630224, 202710]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,200832.0,,,,,,,,2.0,0.0,Butler,202710.0,,,,,,,,,
103,PT02M33.00S,2022-03-08T00:58:10.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,21,28,2022-03-08T00:58:10Z,1030000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M33.00S,2022-03-08T00:58:12.2Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,21,28,2022-03-08T01:00:42Z,1040000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M33.00S,2022-03-08T00:58:12.2Z,1,REGULAR,substitution,out,[],200782,,,1610612748,21,28,2022-03-08T01:00:42Z,1050000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M33.00S,2022-03-08T00:58:12.2Z,1,REGULAR,substitution,out,[],1630224,,,1610612748,21,28,2022-03-08T01:00:42Z,1060000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M33.00S,2022-03-08T00:58:12.2Z,1,REGULAR,substitution,in,[],203473,,,1610612748,21,28,2022-03-08T01:00:42Z,1070000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M33.00S,2022-03-08T00:58:12.2Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,21,28,2022-03-08T01:00:42Z,1080000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M33.00S,2022-03-08T00:58:12.2Z,1,REGULAR,substitution,in,[],1629726,,,1610612748,21,28,2022-03-08T01:00:42Z,1090000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M33.00S,2022-03-08T01:01:09.8Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,21,28,2022-03-08T01:01:09Z,1100000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,
113,PT02M33.00S,2022-03-08T01:01:09.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,21,28,2022-03-08T01:01:09Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,
114,PT02M33.00S,2022-03-08T01:01:25.7Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,22,28,2022-03-08T01:01:25Z,1120000,,,0,,J. Butler Free Throw 2 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
115,PT02M16.00S,2022-03-08T01:01:45.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.99277266754271,52.450980392156865,1610612745,22,30,2022-03-08T01:01:50Z,1130000,12.0,60.0,1,right,A. Sengun 6' turnaround Hook (8 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,,,6.16,Made,,,,,,,,,8.0,,,,,,,,
116,PT01M55.00S,2022-03-08T01:02:10.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,22,30,2022-03-08T01:02:10Z,1140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M55.00S,2022-03-08T01:02:13.4Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,22,30,2022-03-08T01:02:17Z,1150000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M55.00S,2022-03-08T01:02:13.4Z,1,REGULAR,substitution,in,[],203506,,,1610612748,22,30,2022-03-08T01:02:17Z,1160000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M50.00S,2022-03-08T01:02:36.4Z,1,REGULAR,2pt,Jump Shot,[],1629639,19.267411300919843,82.1078431372549,1610612748,22,30,2022-03-08T01:02:42Z,1170000,-161.0,129.0,1,left,MISS T. Herro 20' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,,,20.57,Missed,,,,,,,,,,,,,,,,,
120,PT01M47.00S,2022-03-08T01:02:39.4Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,22,30,2022-03-08T01:02:42Z,1180000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,
121,PT01M39.00S,2022-03-08T01:02:55.9Z,1,REGULAR,foul,offensive,[],1630578,,,1610612745,22,30,2022-03-08T01:04:34Z,1190000,,,0,,A. Sengun charge offensive FOUL (1 PF),"[1630578, 203506]",1610612745.0,HOU,charge,,,Sengun,A. Sengun,,,,,200832.0,,,,,,,,1.0,0.0,Oladipo,203506.0,,,,,,,,,
123,PT01M39.00S,2022-03-08T01:02:55.9Z,1,REGULAR,turnover,offensive foul,[],1630578,,,1610612745,22,30,2022-03-08T01:03:43Z,1210000,,,0,,A. Sengun offensive foul TURNOVER (1 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,200832.0,1.0,,,,,,,,,,,,,,,,,,,
124,PT01M39.00S,2022-03-08T01:03:12.0Z,1,REGULAR,substitution,out,[],1629645,,,1610612748,22,30,2022-03-08T01:03:18Z,1220000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M39.00S,2022-03-08T01:03:12.0Z,1,REGULAR,substitution,out,[],1630578,,,1610612748,22,30,2022-03-08T01:03:18Z,1230000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M39.00S,2022-03-08T01:03:12.0Z,1,REGULAR,substitution,in,[],1630256,,,1610612748,22,30,2022-03-08T01:03:18Z,1240000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M39.00S,2022-03-08T01:03:12.0Z,1,REGULAR,substitution,in,[],1630227,,,1610612748,22,30,2022-03-08T01:03:18Z,1250000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M25.00S,2022-03-08T01:03:30.8Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,22,30,2022-03-08T01:03:39Z,1260000,,,0,,T. Herro step out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,step,,,Herro,T. Herro,,,,,1363.0,1.0,,,,,,,,,,,,,,,,,,,
129,PT01M15.00S,2022-03-08T01:03:40.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,65.78515111695138,49.01960784313725,1610612745,22,30,2022-03-08T01:04:10Z,1270000,-5.0,269.0,1,right,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,26.91,Missed,,,,,,,,,,,,,,,,,
130,PT01M12.00S,2022-03-08T01:03:43.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,22,30,2022-03-08T01:03:50Z,1280000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,129.0,4.0,3.0,1.0,,,,,,,,,,,,,
131,PT01M04.00S,2022-03-08T01:03:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.783837056504599,53.18627450980392,1610612748,24,30,2022-03-08T01:04:03Z,1290000,-16.0,11.0,1,left,J. Butler driving reverse Layup (9 PTS),[202710],1610612748.0,MIA,driving reverse,,,Butler,J. Butler,,,,,,,1.95,Made,,,,,,,,,9.0,,,,,,,,
132,PT01M04.00S,2022-03-08T01:03:59.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630227,,,1610612748,24,30,2022-03-08T01:07:25Z,1300000,,,0,,D. Nix shooting personal FOUL (1 PF) (Butler 1 FT),"[1630227, 202710]",1610612745.0,HOU,shooting,,,Nix,D. Nix,,,,,202026.0,,,,,,,,1.0,0.0,Butler,202710.0,,,,,,,,,
137,PT01M04.00S,2022-03-08T01:04:15.8Z,1,REGULAR,substitution,out,[],1630528,,,1610612748,24,30,2022-03-08T01:04:19Z,1350000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M04.00S,2022-03-08T01:04:15.8Z,1,REGULAR,substitution,in,[],1628021,,,1610612748,24,30,2022-03-08T01:04:19Z,1360000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M04.00S,2022-03-08T01:04:29.8Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,25,30,2022-03-08T01:04:29Z,1370000,,,0,,J. Butler Free Throw 1 of 1 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,
141,PT00M49.60S,2022-03-08T01:04:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628021,95.22010512483574,45.34313725490196,1610612745,25,32,2022-03-08T01:04:52Z,1380000,-23.0,-8.0,1,right,D. Nwaba driving Layup (2 PTS) (J. Tate 2 AST),"[1628021, 1630256]",1610612745.0,HOU,driving,,,Nwaba,D. Nwaba,,,,,,,2.45,Made,,,,,,,,,2.0,J. Tate,1630256.0,2.0,,,,,
145,PT00M49.40S,2022-03-08T01:05:09.8Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,25,32,2022-03-08T01:05:28Z,1395000,,,0,,J. Butler lost ball out-of-bounds TURNOVER (1 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,,1.0,,,,,,,,,,,,,,,,,,,
143,PT00M48.40S,2022-03-08T01:05:09.9Z,1,REGULAR,substitution,out,[],202710,,,1610612745,25,32,2022-03-08T01:05:28Z,1400000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M48.40S,2022-03-08T01:05:09.9Z,1,REGULAR,substitution,in,[],200768,,,1610612745,25,32,2022-03-08T01:05:28Z,1410000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M31.00S,2022-03-08T01:05:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630227,94.56307490144546,52.69607843137255,1610612745,25,32,2022-03-08T01:57:42Z,1430000,13.0,-1.0,1,right,MISS D. Nix driving Layup,[1630227],1610612745.0,HOU,driving,,,Nix,D. Nix,,,,,,,1.36,Missed,,,,,,,,,,,,,,,,,
147,PT00M28.60S,2022-03-08T01:05:28.4Z,1,REGULAR,rebound,defensive,[],203506,,,1610612748,25,32,2022-03-08T01:57:42Z,1440000,,,0,,V. Oladipo REBOUND (Off:0 Def:1),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,
148,PT00M20.10S,2022-03-08T01:05:42.4Z,1,REGULAR,violation,kicked ball,[],1630256,,,1610612748,25,32,2022-03-08T01:05:49Z,1450000,,,0,,J. Tate kicked ball VIOLATION,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,1363.0,,,,,,,,,,,,,,,,,,,,
149,PT00M12.70S,2022-03-08T01:05:59.8Z,1,REGULAR,2pt,Jump Shot,[],1629639,6.1268068331143235,65.93137254901961,1610612748,25,32,2022-03-08T01:09:52Z,1460000,-80.0,5.0,1,left,MISS T. Herro 7' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,,7.99,Missed,,,,,,,,,,,,,,,,,
150,PT00M09.80S,2022-03-08T01:06:02.7Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,25,32,2022-03-08T01:06:02Z,1470000,,,0,,D. Nwaba REBOUND (Off:0 Def:1),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,
151,PT00M00.60S,2022-03-08T01:06:12.6Z,1,REGULAR,3pt,Jump Shot,[],1628021,93.51182654402102,96.81372549019608,1610612745,25,32,2022-03-08T01:06:29Z,1480000,234.0,8.0,1,right,MISS D. Nwaba 3PT,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,23.43,Missed,,,,,,,,,,,,,,,,,
152,PT00M00.10S,2022-03-08T01:06:13.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,25,32,2022-03-08T01:06:29Z,1490000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-03-08T01:06:27.2Z,1,REGULAR,period,end,[],0,,,1610612745,25,32,2022-03-08T01:06:27Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-03-08T01:08:55.7Z,2,REGULAR,period,start,[],0,,,1610612745,25,32,2022-03-08T01:08:55Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M47.00S,2022-03-08T01:09:07.6Z,2,REGULAR,3pt,Jump Shot,[],1629726,67.49342969776609,35.049019607843135,1610612745,25,32,2022-03-08T01:09:12Z,1520000,-75.0,253.0,1,right,MISS G. Mathews 26' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,26.39,Missed,,,,,,,,,,,,,,,,,
156,PT11M44.00S,2022-03-08T01:09:10.6Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,25,32,2022-03-08T01:09:12Z,1530000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,
157,PT11M25.00S,2022-03-08T01:09:29.8Z,2,REGULAR,2pt,Jump Shot,[],203473,12.959921156373195,82.1078431372549,1610612748,27,32,2022-03-08T01:09:33Z,1540000,-161.0,69.0,1,left,D. Dedmon 17' Jump Shot (2 PTS),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,17.48,Made,,,,,,,,,2.0,,,,,,,,
158,PT11M10.00S,2022-03-08T01:09:49.0Z,2,REGULAR,foul,offensive,[],1630256,,,1610612745,27,32,2022-03-08T01:09:58Z,1550000,,,0,,J. Tate charge offensive FOUL (2 PF),"[1630256, 203473]",1610612745.0,HOU,charge,,,Tate,J. Tate,,,,,200832.0,,,,,,,,2.0,0.0,Dedmon,203473.0,,,,,,,,,
160,PT11M10.00S,2022-03-08T01:09:49.0Z,2,REGULAR,turnover,offensive foul,[],1630256,,,1610612745,27,32,2022-03-08T01:09:49Z,1570000,,,0,,J. Tate offensive foul TURNOVER (2 TO),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,200832.0,2.0,,,,,,,,,,,,,,,,,,,
161,PT11M03.00S,2022-03-08T01:10:16.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,27,32,2022-03-08T01:10:16Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M55.00S,2022-03-08T01:10:28.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203506,28.728646517739815,79.65686274509804,1610612748,27,32,2022-03-08T01:10:32Z,1590000,-148.0,218.0,1,left,MISS V. Oladipo 26' 3PT,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,26.32,Missed,,,,,,,,,,,,,,,,,
163,PT10M53.00S,2022-03-08T01:10:30.0Z,2,REGULAR,rebound,defensive,[],1628021,,,1610612745,27,32,2022-03-08T01:10:32Z,1600000,,,0,,D. Nwaba REBOUND (Off:0 Def:2),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,,,,,,,,
164,PT10M48.00S,2022-03-08T01:10:35.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629726,94.95729303547962,94.85294117647058,1610612745,27,32,2022-03-08T01:10:50Z,1610000,224.0,-5.0,1,right,MISS G. Mathews 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,22.44,Missed,,,,,,,,,,,,,,,,,
165,PT10M47.00S,2022-03-08T01:10:36.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,27,32,2022-03-08T01:10:50Z,1620000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,
166,PT10M47.00S,2022-03-08T01:10:47.5Z,2,REGULAR,foul,personal,[],1630231,,,1610612748,27,32,2022-03-08T01:11:00Z,1630000,,,0,,K. Martin Jr. loose ball personal FOUL (1 PF),"[1630231, 200768]",1610612745.0,HOU,loose ball,,,Martin Jr.,K. Martin Jr.,,,,,1363.0,,,,,,,,1.0,0.0,Lowry,200768.0,,,,,,,,,
168,PT10M31.00S,2022-03-08T01:11:11.2Z,2,REGULAR,3pt,Jump Shot,[],1628997,8.09789750328515,97.79411764705883,1610612748,30,32,2022-03-08T01:11:16Z,1650000,-239.0,24.0,1,left,C. Martin 24' 3PT  (3 PTS) (V. Oladipo 1 AST),"[1628997, 203506]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,24.02,Made,,,,,,,,,3.0,V. Oladipo,203506.0,1.0,,,,,
170,PT10M25.00S,2022-03-08T01:11:24.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,30,32,2022-03-08T01:11:24Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M25.00S,2022-03-08T01:11:34.8Z,2,REGULAR,stoppage,court clean up,[],0,,,1610612745,30,32,2022-03-08T01:11:34Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M13.00S,2022-03-08T01:12:17.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,91.01511169513797,48.529411764705884,1610612745,30,34,2022-03-08T01:12:29Z,1690000,-7.0,32.0,1,right,K. Martin Jr. driving Layup (2 PTS) (D. Nix 1 AST),"[1630231, 1630227]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,,,3.28,Made,,,,,,,,,2.0,D. Nix,1630227.0,1.0,,,,,
174,PT10M13.00S,2022-03-08T01:12:22.4Z,2,REGULAR,foul,personal,['1freethrow'],203473,,,1610612745,30,34,2022-03-08T01:12:29Z,1710000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Martin Jr. 1 FT),"[203473, 1630231]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,1363.0,,,,,,,,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,
176,PT10M13.00S,2022-03-08T01:12:45.3Z,2,REGULAR,freethrow,1 of 1,[],1630231,,,1610612745,30,35,2022-03-08T01:12:45Z,1730000,,,0,,K. Martin Jr. Free Throw 1 of 1 (3 PTS),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,
177,PT10M05.00S,2022-03-08T01:12:59.7Z,2,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,30,35,2022-03-08T01:13:07Z,1740000,,,0,,T. Herro lost ball out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,lost ball,,,Herro,T. Herro,,,,,1363.0,2.0,,,,,,,,,,,,,,,,,,,
178,PT09M49.00S,2022-03-08T01:13:21.4Z,2,REGULAR,foul,personal,['2freethrow'],203473,,,1610612745,30,35,2022-03-08T01:13:35Z,1750000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Nix 2 FT),"[203473, 1630227]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,200832.0,,,,,,,,2.0,0.0,Nix,1630227.0,,,,,,,,,
180,PT09M49.00S,2022-03-08T01:13:45.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630227,,,1610612745,30,36,2022-03-08T01:13:45Z,1770000,,,0,,D. Nix Free Throw 1 of 2 (1 PTS),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,
181,PT09M49.00S,2022-03-08T01:13:59.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630227,,,1610612745,30,37,2022-03-08T01:13:59Z,1780000,,,0,,D. Nix Free Throw 2 of 2 (2 PTS),[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,
182,PT09M34.00S,2022-03-08T01:14:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,6.783837056504599,55.392156862745104,1610612748,32,37,2022-03-08T01:14:19Z,1790000,-27.0,11.0,1,left,T. Herro cutting Layup (2 PTS) (D. Dedmon 1 AST),"[1629639, 203473]",1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,,,2.93,Made,,,,,,,,,2.0,D. Dedmon,203473.0,1.0,,,,,
184,PT09M28.00S,2022-03-08T01:14:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628021,93.24901445466492,49.01960784313725,1610612745,32,37,2022-03-08T01:14:38Z,1810000,-5.0,11.0,1,right,MISS D. Nwaba driving Layup - blocked,"[1628021, 203473]",1610612745.0,HOU,driving,,,Nwaba,D. Nwaba,,,,,,,1.2,Missed,,,,,,,,,,,,,,,Dedmon,203473.0,
