actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
361,PT08M40.00S,2022-03-08T02:00:33.5Z,3,REGULAR,foul,personal,[],1630224,,,1610612748,70,63,2022-03-08T02:00:46Z,3550000,,,0,,J. Green personal FOUL (3 PF),"[1630224, 1628389]",1610612745.0,HOU,,,,Green,J. Green,,,,,202026.0,,,,,,,,3.0,0.0,Adebayo,1628389.0,,,,,,,,,
363,PT08M33.00S,2022-03-08T02:00:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,91.80354796320631,51.9607843137255,1610612748,72,63,2022-03-08T02:01:00Z,3570000,10.0,25.0,1,right,B. Adebayo driving finger roll Layup (6 PTS) (K. Lowry 3 AST),"[1628389, 200768]",1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,,,2.64,Made,,,,,,,,,6.0,K. Lowry,200768.0,3.0,,,,,
365,PT08M33.00S,2022-03-08T02:00:58.6Z,3,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612748,72,63,2022-03-08T02:01:12Z,3590000,,,0,,J. Tate shooting personal FOUL (4 PF) (Adebayo 1 FT),"[1630256, 1628389]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,200832.0,,,,,,,,4.0,0.0,Adebayo,1628389.0,,,,,,,,,
367,PT08M33.00S,2022-03-08T02:01:29.7Z,3,REGULAR,freethrow,1 of 1,[],1628389,,,1610612748,73,63,2022-03-08T02:01:29Z,3610000,,,0,,B. Adebayo Free Throw 1 of 1 (7 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
368,PT08M07.00S,2022-03-08T02:01:56.9Z,3,REGULAR,3pt,Jump Shot,[],1630224,8.886333771353483,3.6764705882352944,1610612745,73,63,2022-03-08T02:02:02Z,3620000,232.0,31.0,1,left,MISS J. Green pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,,,23.37,Missed,,,,,,,,,,,,,,,,,
369,PT08M04.00S,2022-03-08T02:01:59.6Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,73,63,2022-03-08T02:01:59Z,3630000,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,368.0,3.0,3.0,0.0,,,,,,,,,,,,,
370,PT08M02.00S,2022-03-08T02:02:08.0Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,73,63,2022-03-08T02:02:14Z,3640000,,,0,,B. Adebayo charge offensive FOUL (4 PF),"[1628389, 1629726]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,1363.0,,,,,,,,4.0,0.0,Mathews,1629726.0,,,,,,,,,
372,PT08M02.00S,2022-03-08T02:02:08.0Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,73,63,2022-03-08T02:02:08Z,3660000,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1363.0,1.0,,,,,,,,,,,,,,,,,,,
373,PT08M02.00S,2022-03-08T02:02:23.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,73,63,2022-03-08T02:02:23Z,3670000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M02.00S,2022-03-08T02:02:35.6Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612745,73,63,2022-03-08T02:04:16Z,3680000,,,0,,,[],1610612748.0,MIA,stands,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,,
375,PT08M02.00S,2022-03-08T02:05:25.9Z,3,REGULAR,substitution,out,[],1628389,,,1610612745,73,63,2022-03-08T02:05:29Z,3690000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT08M02.00S,2022-03-08T02:05:25.9Z,3,REGULAR,substitution,in,[],203473,,,1610612745,73,63,2022-03-08T02:05:29Z,3700000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M44.00S,2022-03-08T02:06:10.2Z,3,REGULAR,foul,personal,['2freethrow'],203473,,,1610612745,73,63,2022-03-08T02:06:21Z,3710000,,,0,,D. Dedmon shooting personal FOUL (4 PF) (Sengun 2 FT),"[203473, 1630578]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,200832.0,,,,,,,,4.0,0.0,Sengun,1630578.0,,,,,,,,,
379,PT07M44.00S,2022-03-08T02:06:36.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,73,63,2022-03-08T02:06:36Z,3730000,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,
380,PT07M44.00S,2022-03-08T02:06:36.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,73,63,2022-03-08T02:06:36Z,3740000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,379.0,,,,,,,,,,,,,,,,
381,PT07M44.00S,2022-03-08T02:06:59.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,73,64,2022-03-08T02:06:59Z,3750000,,,0,,A. Sengun Free Throw 2 of 2 (13 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,
382,PT07M25.00S,2022-03-08T02:07:26.4Z,3,REGULAR,turnover,out-of-bounds,[],203473,,,1610612748,73,64,2022-03-08T02:07:32Z,3760000,,,0,,D. Dedmon lost ball out-of-bounds TURNOVER (1 TO),[203473],1610612748.0,MIA,lost ball,,,Dedmon,D. Dedmon,,,,,200832.0,1.0,,,,,,,,,,,,,,,,,,,
383,PT07M07.00S,2022-03-08T02:07:45.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630578,7.178055190538765,53.67647058823529,1610612745,73,64,2022-03-08T02:07:50Z,3770000,-18.0,15.0,1,left,MISS A. Sengun driving Layup - blocked,"[1630578, 203473]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,,,2.37,Missed,,,,,,,,,,,,,,,Dedmon,203473.0,
390,PT07M07.00S,2022-03-08T02:07:45.3Z,3,REGULAR,block,,[],203473,,,1610612745,73,64,2022-03-08T02:08:56Z,3775000,,,0,,D. Dedmon BLOCK (2 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M05.00S,2022-03-08T02:07:47.3Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,73,64,2022-03-08T02:07:50Z,3780000,,,0,,P. Tucker REBOUND (Off:3 Def:8),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,383.0,11.0,8.0,3.0,,,,,,,,,,,,,
385,PT06M51.00S,2022-03-08T02:08:02.0Z,3,REGULAR,3pt,Jump Shot,[],200782,92.19776609724047,95.83333333333334,1610612748,73,64,2022-03-08T02:08:06Z,3790000,229.0,21.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,23.01,Missed,,,,,,,,,,,,,,,,,
386,PT06M50.00S,2022-03-08T02:08:05.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,73,64,2022-03-08T02:08:05Z,3800000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,385.0,,,,,,,,,,,,,,,,
387,PT06M50.00S,2022-03-08T02:08:08.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,73,64,2022-03-08T02:08:08Z,3810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M45.00S,2022-03-08T02:08:31.1Z,3,REGULAR,foul,personal,[],1629726,,,1610612748,73,64,2022-03-08T02:08:40Z,3820000,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 1629130]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,202026.0,,,,,,,,1.0,0.0,Robinson,1629130.0,,,,,,,,,
391,PT06M40.00S,2022-03-08T02:08:56.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",200782,83.26215505913272,47.05882352941176,1610612748,75,64,2022-03-08T02:09:02Z,3840000,-15.0,105.0,1,right,P. Tucker 10' floating Jump Shot (11 PTS) (K. Lowry 4 AST),"[200782, 200768]",1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,,,10.58,Made,,,,,,,,,11.0,K. Lowry,200768.0,4.0,,,,,
393,PT06M27.00S,2022-03-08T02:09:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.178055190538765,52.20588235294118,1610612745,75,66,2022-03-08T02:09:13Z,3860000,-11.0,15.0,1,left,J. Green driving Layup (18 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,,,1.86,Made,,,,,,,,,18.0,,,,,,,,
394,PT06M21.00S,2022-03-08T02:09:15.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,94.03745072273325,52.69607843137255,1610612748,75,66,2022-03-08T02:09:22Z,3870000,13.0,4.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,,,1.39,Missed,,,,,,,,,,,,,,,,,
395,PT06M18.00S,2022-03-08T02:09:18.2Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,75,66,2022-03-08T02:09:18Z,3880000,,,0,,A. Sengun REBOUND (Off:3 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,394.0,7.0,4.0,3.0,,,,,,,,,,,,,
396,PT06M11.00S,2022-03-08T02:09:25.4Z,3,REGULAR,3pt,Jump Shot,[],1630224,14.536793692509855,3.9215686274509802,1610612745,75,66,2022-03-08T02:09:29Z,3890000,230.0,84.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,24.53,Missed,,,,,,,,,,,,,,,,,
397,PT06M09.00S,2022-03-08T02:09:27.4Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,75,66,2022-03-08T02:09:29Z,3900000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,396.0,2.0,2.0,0.0,,,,,,,,,,,,,
398,PT06M07.00S,2022-03-08T02:09:37.4Z,3,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612748,75,66,2022-03-08T02:09:50Z,3910000,,,0,,A. Sengun shooting personal FOUL (3 PF) (Butler 2 FT),"[1630578, 202710]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,200832.0,,,,,,,,3.0,0.0,Butler,202710.0,,,,,,,,,
400,PT06M07.00S,2022-03-08T02:10:02.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],202710,,,1610612748,75,66,2022-03-08T02:10:02Z,3930000,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,
401,PT06M07.00S,2022-03-08T02:10:02.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,75,66,2022-03-08T02:10:02Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,,
402,PT06M07.00S,2022-03-08T02:10:03.9Z,3,REGULAR,substitution,out,[],1630256,,,1610612748,75,66,2022-03-08T02:10:11Z,3950000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M07.00S,2022-03-08T02:10:03.9Z,3,REGULAR,substitution,out,[],1629726,,,1610612748,75,66,2022-03-08T02:10:11Z,3960000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M07.00S,2022-03-08T02:10:03.9Z,3,REGULAR,substitution,in,[],1630528,,,1610612748,75,66,2022-03-08T02:10:11Z,3970000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M07.00S,2022-03-08T02:10:03.9Z,3,REGULAR,substitution,in,[],1630231,,,1610612748,75,66,2022-03-08T02:10:11Z,3980000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M07.00S,2022-03-08T02:10:24.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],202710,,,1610612748,76,66,2022-03-08T02:10:24Z,3990000,,,0,,J. Butler Free Throw 2 of 2 (19 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,
407,PT05M45.00S,2022-03-08T02:10:46.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,9.806176084099869,53.18627450980392,1610612745,76,66,2022-03-08T02:10:50Z,4000000,-16.0,40.0,1,left,MISS A. Sengun Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,4.28,Missed,,,,,,,,,,,,,,,,,
408,PT05M43.00S,2022-03-08T02:10:48.3Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,76,66,2022-03-08T02:10:50Z,4010000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,407.0,3.0,3.0,0.0,,,,,,,,,,,,,
409,PT05M28.00S,2022-03-08T02:11:04.1Z,3,REGULAR,3pt,Jump Shot,[],200782,92.9862023653088,96.32352941176471,1610612748,76,66,2022-03-08T02:11:10Z,4020000,232.0,13.0,1,right,MISS P. Tucker 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,23.2,Missed,,,,,,,,,,,,,,,,,
410,PT05M26.00S,2022-03-08T02:11:06.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,76,66,2022-03-08T02:11:10Z,4030000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,409.0,,,,,,,,,,,,,,,,
411,PT05M26.00S,2022-03-08T02:11:11.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,76,66,2022-03-08T02:11:11Z,4040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M11.00S,2022-03-08T02:11:38.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,76,66,2022-03-08T02:11:38Z,4050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M11.00S,2022-03-08T02:11:39.2Z,3,REGULAR,substitution,out,[],200768,,,1610612745,76,66,2022-03-08T02:11:48Z,4060000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M11.00S,2022-03-08T02:11:39.2Z,3,REGULAR,substitution,in,[],1629639,,,1610612745,76,66,2022-03-08T02:11:48Z,4070000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M02.00S,2022-03-08T02:12:08.6Z,3,REGULAR,3pt,Jump Shot,[],1629645,9.280551905387648,3.9215686274509802,1610612745,76,66,2022-03-08T02:14:38Z,4080000,230.0,35.0,1,left,MISS K. Porter Jr. step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,,,23.3,Missed,,,,,,,,,,,,,,,,,
416,PT04M59.00S,2022-03-08T02:12:11.6Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,76,66,2022-03-08T02:12:13Z,4090000,,,0,,D. Dedmon REBOUND (Off:0 Def:4),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,415.0,4.0,4.0,0.0,,,,,,,,,,,,,
417,PT04M53.00S,2022-03-08T02:12:16.9Z,3,REGULAR,3pt,Jump Shot,[],1629130,92.9862023653088,3.431372549019608,1610612748,76,66,2022-03-08T02:12:21Z,4100000,-233.0,13.0,1,right,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,23.32,Missed,,,,,,,,,,,,,,,,,
418,PT04M48.00S,2022-03-08T02:12:21.9Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,76,66,2022-03-08T02:12:21Z,4110000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,417.0,1.0,1.0,0.0,,,,,,,,,,,,,
419,PT04M36.00S,2022-03-08T02:12:33.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,15.719448094612352,37.5,1610612745,76,66,2022-03-08T02:12:38Z,4120000,62.0,95.0,1,left,MISS A. Sengun 11' pullup Shot,[1630578],1610612745.0,HOU,pullup,,,Sengun,A. Sengun,,,,,,,11.4,Missed,,,,,,,,,,,,,,,,,
420,PT04M34.00S,2022-03-08T02:12:35.7Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,76,66,2022-03-08T02:12:38Z,4130000,,,0,,D. Dedmon REBOUND (Off:0 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,419.0,5.0,5.0,0.0,,,,,,,,,,,,,
421,PT04M17.00S,2022-03-08T02:12:53.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,84.57621550591328,59.31372549019608,1610612748,78,66,2022-03-08T02:12:58Z,4140000,47.0,92.0,1,right,J. Butler 10' turnaround Jump Shot (21 PTS),[202710],1610612748.0,MIA,turnaround,,,Butler,J. Butler,,,,,,,10.36,Made,,,,,,,,,21.0,,,,,,,,
422,PT04M16.00S,2022-03-08T02:13:01.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,78,66,2022-03-08T02:13:01Z,4150000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M16.00S,2022-03-08T02:13:02.2Z,3,REGULAR,substitution,out,[],1629645,,,1610612745,78,66,2022-03-08T02:15:32Z,4160000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M16.00S,2022-03-08T02:13:02.2Z,3,REGULAR,substitution,in,[],1630227,,,1610612745,78,66,2022-03-08T02:15:32Z,4170000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M56.00S,2022-03-08T02:16:06.9Z,3,REGULAR,3pt,Jump Shot,[],1630528,22.815374507227332,90.93137254901961,1610612745,78,69,2022-03-08T02:16:13Z,4180000,-205.0,162.0,1,left,J. Christopher 26' 3PT  (3 PTS) (A. Sengun 3 AST),"[1630528, 1630578]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,26.1,Made,,,,,,,,,3.0,A. Sengun,1630578.0,3.0,,,,,
427,PT03M31.00S,2022-03-08T02:16:32.2Z,3,REGULAR,3pt,Jump Shot,[],1629130,93.11760840998686,97.30392156862744,1610612748,81,69,2022-03-08T02:16:36Z,4200000,237.0,12.0,1,right,D. Robinson 3PT  (13 PTS) (J. Butler 4 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,23.68,Made,,,,,,,,,13.0,J. Butler,202710.0,4.0,,,,,
429,PT03M07.00S,2022-03-08T02:16:56.0Z,3,REGULAR,3pt,Jump Shot,[],1630578,32.40801576872536,49.01960784313725,1610612745,81,69,2022-03-08T02:17:03Z,4220000,5.0,252.0,1,left,MISS A. Sengun 25' step back 3PT,[1630578],1610612745.0,HOU,step back,,,Sengun,A. Sengun,,,,,,,25.21,Missed,,,,,,,,,,,,,,,,,
430,PT03M02.00S,2022-03-08T02:17:01.0Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,81,69,2022-03-08T02:17:03Z,4230000,,,0,,P. Tucker REBOUND (Off:3 Def:9),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,429.0,12.0,9.0,3.0,,,,,,,,,,,,,
431,PT02M58.00S,2022-03-08T02:17:05.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629639,94.1688567674113,47.30392156862745,1610612748,83,69,2022-03-08T02:17:13Z,4240000,-13.0,2.0,1,right,T. Herro driving Layup (23 PTS),[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,1.37,Made,,,,,,,,,23.0,,,,,,,,
432,PT02M38.00S,2022-03-08T02:17:25.5Z,3,REGULAR,3pt,Jump Shot,[],1630528,9.149145860709593,4.166666666666666,1610612745,83,72,2022-03-08T02:17:29Z,4250000,229.0,34.0,1,left,J. Christopher 3PT  (6 PTS) (D. Nix 3 AST),"[1630528, 1630227]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,23.16,Made,,,,,,,,,6.0,D. Nix,1630227.0,3.0,,,,,
435,PT02M33.00S,2022-03-08T02:17:53.3Z,3,REGULAR,turnover,bad pass,[],1629639,,,1610612748,83,72,2022-03-08T02:19:47Z,4280000,,,0,,T. Herro bad pass TURNOVER (3 TO),"[1629639, 1630231]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,,3.0,,,,,,,,,,,,,,,Martin Jr.,1630231.0,,,
436,PT02M33.00S,2022-03-08T02:17:53.3Z,3,REGULAR,steal,,[],1630231,,,1610612745,83,72,2022-03-08T02:17:54Z,4290000,,,0,,K. Martin Jr. STEAL (2 STL),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M33.00S,2022-03-08T02:17:56.7Z,3,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,83,72,2022-03-08T02:18:18Z,4300000,,,0,,K. Martin Jr. lost ball out-of-bounds TURNOVER (2 TO),[1630231],1610612745.0,HOU,lost ball,,,Martin Jr.,K. Martin Jr.,,,,,200832.0,2.0,,,,,,,,,,,,,,,,,,,
668,PT02M33.00S,2022-03-08T02:18:07.5Z,3,REGULAR,substitution,out,[],200782,,,1610612748,83,72,2022-03-08T03:10:41Z,4305000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT02M33.00S,2022-03-08T02:18:07.5Z,3,REGULAR,substitution,out,[],1630224,,,1610612748,83,72,2022-03-08T03:10:41Z,4307500,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT02M33.00S,2022-03-08T02:18:07.5Z,3,REGULAR,substitution,in,[],1628997,,,1610612748,83,72,2022-03-08T03:10:41Z,4308750,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT02M33.00S,2022-03-08T02:18:07.5Z,3,REGULAR,substitution,in,[],1628021,,,1610612748,83,72,2022-03-08T03:10:41Z,4309375,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT02M33.00S,2022-03-08T02:18:07.5Z,3,REGULAR,substitution,out,[],1630578,,,1610612748,83,72,2022-03-08T03:12:33Z,4309687,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT02M33.00S,2022-03-08T02:18:07.5Z,3,REGULAR,substitution,in,[],1630256,,,1610612748,83,72,2022-03-08T03:12:33Z,4309843,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M19.00S,2022-03-08T02:18:18.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,65.52233902759527,51.9607843137255,1610612748,83,72,2022-03-08T02:19:09Z,4310000,10.0,272.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,27.18,Missed,,,,,,,,,,,,,,,,,
439,PT02M12.00S,2022-03-08T02:18:25.3Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,83,72,2022-03-08T02:19:09Z,4320000,,,0,,D. Dedmon REBOUND (Off:1 Def:5),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,438.0,6.0,5.0,1.0,,,,,,,,,,,,,
440,PT02M06.00S,2022-03-08T02:18:24.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203473,92.59198423127464,54.166666666666664,1610612748,85,72,2022-03-08T03:02:35Z,4330000,21.0,17.0,1,right,D. Dedmon putback Layup (4 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,2.69,Made,,,,,,,,,4.0,,,,,,,,
441,PT02M06.00S,2022-03-08T02:18:31.8Z,3,REGULAR,3pt,Jump Shot,[],1628021,17.427726675427067,97.30392156862744,1610612745,85,72,2022-03-08T03:02:35Z,4345000,-237.0,111.0,1,left,MISS D. Nwaba 26' 3PT,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,26.14,Missed,,,,,,,,,,,,,,,,,
442,PT02M06.00S,2022-03-08T02:18:31.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,85,72,2022-03-08T03:02:35Z,4352500,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,441.0,,,,,,,,,,,,,,,,
667,PT02M06.00S,2022-03-08T02:18:37.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,85,72,2022-03-08T03:02:42Z,4356250,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M06.00S,2022-03-08T02:18:37.4Z,3,REGULAR,substitution,out,[],1629130,,,1610612748,85,72,2022-03-08T03:02:35Z,4360000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
